Orthogroup	MHP_UFV02_genes	MFC_MF29_genes
OG0000064	FEF31_RS03235	DR095_RS01165
OG0000065	FEF31_RS01990	DR095_RS01310
OG0000066	FEF31_RS01015	DR095_RS01440
OG0000068	FEF31_RS00305	DR095_RS00120
OG0000069	FEF31_RS02555	DR095_RS00275
OG0000070	FEF31_RS02210	DR095_RS00605
OG0000071	FEF31_RS03835	DR095_RS01935
OG0000072	FEF31_RS04700	DR095_RS03885
OG0000073	FEF31_RS00360	DR095_RS02080
OG0000074	FEF31_RS04395	DR095_RS03915
OG0000075	FEF31_RS00005	DR095_RS00815
OG0000076	FEF31_RS00020	DR095_RS00800
OG0000077	FEF31_RS00105	DR095_RS00715
OG0000079	FEF31_RS02300	DR095_RS00525
OG0000080	FEF31_RS02345	DR095_RS03375
OG0000081	FEF31_RS03610	DR095_RS00820
OG0000082	FEF31_RS02130	DR095_RS00585
OG0000083	FEF31_RS01765	DR095_RS03045
OG0000084	FEF31_RS01795	DR095_RS02880
OG0000085	FEF31_RS01800	DR095_RS02875
OG0000086	FEF31_RS01810	DR095_RS03990
OG0000087	FEF31_RS01825	DR095_RS02850
OG0000088	FEF31_RS01830	DR095_RS02845
OG0000089	FEF31_RS01840	DR095_RS02835
OG0000090	FEF31_RS03355	DR095_RS01045
OG0000091	FEF31_RS03340	DR095_RS01060
OG0000092	FEF31_RS03325	DR095_RS01075
OG0000093	FEF31_RS03320	DR095_RS01080
OG0000094	FEF31_RS03315	DR095_RS01085
OG0000095	FEF31_RS03290	DR095_RS01110
OG0000096	FEF31_RS03285	DR095_RS01115
OG0000097	FEF31_RS03265	DR095_RS01135
OG0000098	FEF31_RS03255	DR095_RS01145
OG0000099	FEF31_RS04640	DR095_RS01200
OG0000100	FEF31_RS03195	DR095_RS01210
OG0000101	FEF31_RS03190	DR095_RS01215
OG0000102	FEF31_RS01365	DR095_RS01225
OG0000103	FEF31_RS01955	DR095_RS01275
OG0000104	FEF31_RS01960	DR095_RS01280
OG0000105	FEF31_RS01975	DR095_RS01295
OG0000106	FEF31_RS01985	DR095_RS01305
OG0000107	FEF31_RS01995	DR095_RS01315
OG0000108	FEF31_RS02000	DR095_RS01320
OG0000109	FEF31_RS02005	DR095_RS01325
OG0000110	FEF31_RS02120	DR095_RS01330
OG0000111	FEF31_RS02115	DR095_RS01335
OG0000112	FEF31_RS02105	DR095_RS01345
OG0000113	FEF31_RS02085	DR095_RS03830
OG0000114	FEF31_RS02075	DR095_RS01370
OG0000115	FEF31_RS02065	DR095_RS01380
OG0000116	FEF31_RS00955	DR095_RS01390
OG0000117	FEF31_RS00960	DR095_RS01395
OG0000118	FEF31_RS00995	DR095_RS01425
OG0000119	FEF31_RS01000	DR095_RS01430
OG0000120	FEF31_RS01020	DR095_RS01445
OG0000121	FEF31_RS01045	DR095_RS01470
OG0000122	FEF31_RS01050	DR095_RS01475
OG0000123	FEF31_RS01070	DR095_RS01495
OG0000124	FEF31_RS01075	DR095_RS01500
OG0000125	FEF31_RS01080	DR095_RS01505
OG0000126	FEF31_RS01090	DR095_RS01515
OG0000127	FEF31_RS01100	DR095_RS01525
OG0000128	FEF31_RS01115	DR095_RS02900
OG0000129	FEF31_RS01120	DR095_RS02905
OG0000130	FEF31_RS01130	DR095_RS02915
OG0000131	FEF31_RS01160	DR095_RS02945
OG0000132	FEF31_RS04430	DR095_RS04000
OG0000133	FEF31_RS00190	DR095_RS00015
OG0000134	FEF31_RS00195	DR095_RS03750
OG0000135	FEF31_RS00210	DR095_RS00035
OG0000136	FEF31_RS00215	DR095_RS00040
OG0000137	FEF31_RS00245	DR095_RS00070
OG0000138	FEF31_RS00280	DR095_RS00095
OG0000139	FEF31_RS00310	DR095_RS00125
OG0000140	FEF31_RS00315	DR095_RS00130
OG0000141	FEF31_RS02670	DR095_RS00155
OG0000142	FEF31_RS04555	DR095_RS03765
OG0000143	FEF31_RS02645	DR095_RS00185
OG0000144	FEF31_RS02635	DR095_RS00195
OG0000145	FEF31_RS02625	DR095_RS00205
OG0000146	FEF31_RS02615	DR095_RS00215
OG0000147	FEF31_RS02610	DR095_RS00220
OG0000148	FEF31_RS02595	DR095_RS00235
OG0000149	FEF31_RS02585	DR095_RS00245
OG0000150	FEF31_RS02570	DR095_RS00260
OG0000151	FEF31_RS02525	DR095_RS00315
OG0000152	FEF31_RS02520	DR095_RS00320
OG0000153	FEF31_RS02515	DR095_RS00325
OG0000154	FEF31_RS02505	DR095_RS00335
OG0000155	FEF31_RS02465	DR095_RS00355
OG0000156	FEF31_RS02455	DR095_RS00390
OG0000157	FEF31_RS04545	DR095_RS03780
OG0000158	FEF31_RS04540	DR095_RS03785
OG0000159	FEF31_RS02195	DR095_RS00635
OG0000160	FEF31_RS02190	DR095_RS00640
OG0000161	FEF31_RS02185	DR095_RS00650
OG0000162	FEF31_RS02175	DR095_RS02680
OG0000163	FEF31_RS02170	DR095_RS02685
OG0000164	FEF31_RS01270	DR095_RS03975
OG0000165	FEF31_RS01685	DR095_RS02760
OG0000166	FEF31_RS01705	DR095_RS02780
OG0000167	FEF31_RS01720	DR095_RS02795
OG0000168	FEF31_RS01725	DR095_RS02800
OG0000169	FEF31_RS03615	DR095_RS01750
OG0000170	FEF31_RS04785, FEF31_RS04795	DR095_RS01765
OG0000171	FEF31_RS03640	DR095_RS01775
OG0000172	FEF31_RS03645	DR095_RS01780
OG0000173	FEF31_RS03650	DR095_RS01785
OG0000174	FEF31_RS03655	DR095_RS01790
OG0000175	FEF31_RS03670	DR095_RS01805
OG0000176	FEF31_RS03715	DR095_RS01845
OG0000177	FEF31_RS03720	DR095_RS01850
OG0000178	FEF31_RS03725	DR095_RS01855
OG0000179	FEF31_RS03735	DR095_RS01865
OG0000180	FEF31_RS03740	DR095_RS01870
OG0000181	FEF31_RS04690	DR095_RS03870
OG0000182	FEF31_RS03795	DR095_RS01895
OG0000183	FEF31_RS03830	DR095_RS01930
OG0000184	FEF31_RS02980	DR095_RS02970
OG0000185	FEF31_RS02965	DR095_RS02985
OG0000186	FEF31_RS04435	DR095_RS01970
OG0000187	FEF31_RS01200	DR095_RS01985
OG0000188	FEF31_RS01210	DR095_RS01995
OG0000189	FEF31_RS04520	DR095_RS03890
OG0000190	FEF31_RS02035	DR095_RS02010
OG0000191	FEF31_RS02015	DR095_RS02030
OG0000192	FEF31_RS00875	DR095_RS02040
OG0000193	FEF31_RS00860	DR095_RS02055
OG0000194	FEF31_RS00345	DR095_RS02065
OG0000195	FEF31_RS00350	DR095_RS02070
OG0000196	FEF31_RS00370	DR095_RS03895
OG0000197	FEF31_RS00375	DR095_RS02095
OG0000198	FEF31_RS00390	DR095_RS02110
OG0000199	FEF31_RS00395	DR095_RS02115
OG0000200	FEF31_RS00410	DR095_RS02130
OG0000201	FEF31_RS00420	DR095_RS02140
OG0000202	FEF31_RS00475	DR095_RS02195
OG0000203	FEF31_RS00480	DR095_RS02200
OG0000204	FEF31_RS00485	DR095_RS03925
OG0000205	FEF31_RS00490	DR095_RS02490
OG0000206	FEF31_RS00510	DR095_RS02470
OG0000207	FEF31_RS00525	DR095_RS02455
OG0000208	FEF31_RS00530	DR095_RS02450
OG0000209	FEF31_RS00535	DR095_RS02445
OG0000210	FEF31_RS00580	DR095_RS02400
OG0000211	FEF31_RS00590	DR095_RS02390
OG0000212	FEF31_RS00600	DR095_RS02380
OG0000213	FEF31_RS00605	DR095_RS02375
OG0000214	FEF31_RS00610	DR095_RS02370
OG0000215	FEF31_RS00615	DR095_RS02365
OG0000216	FEF31_RS00620	DR095_RS02360
OG0000217	FEF31_RS00625	DR095_RS02355
OG0000218	FEF31_RS00635	DR095_RS03910
OG0000219	FEF31_RS00640	DR095_RS02340
OG0000220	FEF31_RS00645	DR095_RS02335
OG0000221	FEF31_RS00650	DR095_RS02330
OG0000222	FEF31_RS00655	DR095_RS02325
OG0000223	FEF31_RS00660	DR095_RS02320
OG0000224	FEF31_RS00670	DR095_RS02310
OG0000225	FEF31_RS00680	DR095_RS02300
OG0000226	FEF31_RS00685	DR095_RS02295
OG0000227	FEF31_RS00690	DR095_RS02290
OG0000228	FEF31_RS04770	DR095_RS04045
OG0000229	FEF31_RS00700	DR095_RS02280
OG0000230	FEF31_RS00705	DR095_RS02275
OG0000231	FEF31_RS00715	DR095_RS02265
OG0000232	FEF31_RS00725	DR095_RS02255
OG0000233	FEF31_RS00750	DR095_RS02245
OG0000234	FEF31_RS00785	DR095_RS02215
OG0000235	FEF31_RS00795	DR095_RS02205
OG0000236	FEF31_RS00800	DR095_RS01540
OG0000237	FEF31_RS00805	DR095_RS01560
OG0000238	FEF31_RS00810	DR095_RS01565
OG0000239	FEF31_RS02680	DR095_RS01595
OG0000240	FEF31_RS02685	DR095_RS01600
OG0000241	FEF31_RS02695	DR095_RS01705
OG0000242	FEF31_RS02700	DR095_RS01710
OG0000243	FEF31_RS02705	DR095_RS01715
OG0000244	FEF31_RS02715	DR095_RS01725
OG0000245	FEF31_RS02720	DR095_RS01735
OG0000246	FEF31_RS03410	DR095_RS01030
OG0000247	FEF31_RS03420	DR095_RS01020
OG0000248	FEF31_RS03430	DR095_RS00995
OG0000249	FEF31_RS03435	DR095_RS00990
OG0000250	FEF31_RS03450	DR095_RS00975
OG0000251	FEF31_RS03480	DR095_RS00945
OG0000252	FEF31_RS03490	DR095_RS00935
OG0000253	FEF31_RS03495	DR095_RS00930
OG0000254	FEF31_RS03505	DR095_RS00920
OG0000255	FEF31_RS03510	DR095_RS00915
OG0000256	FEF31_RS03515	DR095_RS00910
OG0000257	FEF31_RS03540	DR095_RS00885
OG0000258	FEF31_RS03550	DR095_RS00875
OG0000259	FEF31_RS03580	DR095_RS00845
OG0000260	FEF31_RS03590	DR095_RS00835
OG0000261	FEF31_RS04680	DR095_RS03795
OG0000262	FEF31_RS00010	DR095_RS00810
OG0000263	FEF31_RS00025	DR095_RS00795
OG0000264	FEF31_RS00040	DR095_RS00780
OG0000265	FEF31_RS00050	DR095_RS00770
OG0000266	FEF31_RS00065	DR095_RS00755
OG0000267	FEF31_RS00080	DR095_RS00740
OG0000268	FEF31_RS00085	DR095_RS00735
OG0000269	FEF31_RS00100	DR095_RS00720
OG0000270	FEF31_RS04635	DR095_RS03930
OG0000271	FEF31_RS03160	DR095_RS02520
OG0000272	FEF31_RS03155	DR095_RS02525
OG0000273	FEF31_RS03150	DR095_RS02530
OG0000274	FEF31_RS03130	DR095_RS02550
OG0000275	FEF31_RS04625	DR095_RS03935
OG0000276	FEF31_RS03120	DR095_RS02560
OG0000277	FEF31_RS03110	DR095_RS03940
OG0000278	FEF31_RS03105	DR095_RS02575
OG0000279	FEF31_RS03095	DR095_RS02585
OG0000280	FEF31_RS03090	DR095_RS02590
OG0000281	FEF31_RS03085	DR095_RS02595
OG0000282	FEF31_RS04615	DR095_RS02620
OG0000283	FEF31_RS03055	DR095_RS02625
OG0000284	FEF31_RS03050	DR095_RS02630
OG0000285	FEF31_RS04610	DR095_RS03955
OG0000286	FEF31_RS02155	DR095_RS00590
OG0000287	FEF31_RS02260	DR095_RS00565
OG0000288	FEF31_RS02270	DR095_RS00555
OG0000289	FEF31_RS02275	DR095_RS00550
OG0000290	FEF31_RS02385	DR095_RS03370
OG0000291	FEF31_RS02375	DR095_RS00450
OG0000292	FEF31_RS02370	DR095_RS00455
OG0000293	FEF31_RS02365	DR095_RS00460
OG0000294	FEF31_RS02355	DR095_RS00470
OG0000295	FEF31_RS02350	DR095_RS00475
OG0000296	FEF31_RS02310	DR095_RS00515
OG0000297	FEF31_RS02305	DR095_RS00520
OG0000298	FEF31_RS03445	DR095_RS00980
OG0000299	FEF31_RS03465	DR095_RS00960
OG0000300	FEF31_RS00035	DR095_RS00785
OG0000301	FEF31_RS00070	DR095_RS00750
OG0000302	FEF31_RS00075	DR095_RS00745
OG0000303	FEF31_RS00220	DR095_RS00045
OG0000304	FEF31_RS00730	DR095_RS00080
OG0000305	FEF31_RS02620	DR095_RS00210
OG0000306	FEF31_RS02545	DR095_RS00290
OG0000307	FEF31_RS02510	DR095_RS00330
OG0000308	FEF31_RS02405	DR095_RS00430
OG0000309	FEF31_RS02340	DR095_RS00485
OG0000310	FEF31_RS02265	DR095_RS00560
OG0000311	FEF31_RS02215	DR095_RS00610
OG0000312	FEF31_RS02200	DR095_RS00630
OG0000313	FEF31_RS01260	DR095_RS02705
OG0000314	FEF31_RS01700	DR095_RS02775
OG0000315	FEF31_RS01730	DR095_RS02805
OG0000316	FEF31_RS01740	DR095_RS02815
OG0000317	FEF31_RS01835	DR095_RS02840
OG0000318	FEF31_RS04480	DR095_RS04005
OG0000319	FEF31_RS01970	DR095_RS01290
OG0000320	FEF31_RS02095	DR095_RS01355
OG0000321	FEF31_RS00990	DR095_RS01420
OG0000322	FEF31_RS01040	DR095_RS01465
OG0000323	FEF31_RS01170	DR095_RS02955
OG0000324	FEF31_RS02010	DR095_RS02035
OG0000325	FEF31_RS00355	DR095_RS02075
OG0000326	FEF31_RS00450	DR095_RS02170
OG0000327	FEF31_RS00455	DR095_RS02175
OG0000328	FEF31_RS00540	DR095_RS02440
OG0000329	FEF31_RS00560	DR095_RS02420
OG0000330	FEF31_RS00760	DR095_RS02235
OG0000331	FEF31_RS02710	DR095_RS01720
OG0000332	FEF31_RS03680	DR095_RS01815
OG0000333	FEF31_RS03690	DR095_RS01825
OG0000334	FEF31_RS03790	DR095_RS01890
OG0000335	FEF31_RS03800	DR095_RS03875
OG0000336	FEF31_RS04620	DR095_RS03950
OG0000337	FEF31_RS03240	DR095_RS01160
OG0000338	FEF31_RS03280	DR095_RS01120
OG0000339	FEF31_RS02070	DR095_RS01375
OG0000340	FEF31_RS00970	DR095_RS01400
OG0000341	FEF31_RS02030	DR095_RS02015
OG0000342	FEF31_RS00385	DR095_RS02105
OG0000343	FEF31_RS03700	DR095_RS01835
OG0000344	FEF31_RS00235	DR095_RS00060
OG0000345	FEF31_RS00675	DR095_RS02305
OG0000346	FEF31_RS03080	DR095_RS03945
OG0000347	FEF31_RS01065	DR095_RS01490
OG0000348	FEF31_RS00460	DR095_RS03905
OG0000349	FEF31_RS04630	DR095_RS02540
OG0000350	FEF31_RS02500	DR095_RS00295
OG0000351	FEF31_RS00155	DR095_RS00660
OG0000352	FEF31_RS01680	DR095_RS02755
OG0000353	FEF31_RS01035	DR095_RS01460
OG0000354	FEF31_RS00295	DR095_RS00110
OG0000355	FEF31_RS04470	DR095_RS03980
OG0000356	FEF31_RS04475	DR095_RS03985
OG0000357	FEF31_RS04685	DR095_RS03860
OG0000358	FEF31_RS03665	DR095_RS01800
OG0000359	FEF31_RS04380	DR095_RS03900
OG0000360	FEF31_RS03545	DR095_RS00880
OG0000361	FEF31_RS03575	DR095_RS00850
OG0000362	FEF31_RS02285	DR095_RS00540
OG0000363	FEF31_RS01105	DR095_RS01530
OG0000365	FEF31_RS01785	DR095_RS04025
OG0000366	FEF31_RS01805	DR095_RS02870
OG0000367	FEF31_RS01815	DR095_RS02860
OG0000368	FEF31_RS03345	DR095_RS01055
OG0000369	FEF31_RS04650	DR095_RS03410
OG0000370	FEF31_RS03305	DR095_RS01095
OG0000371	FEF31_RS03300	DR095_RS01100
OG0000372	FEF31_RS03295	DR095_RS01105
OG0000373	FEF31_RS03270	DR095_RS01130
OG0000374	FEF31_RS03260	DR095_RS01140
OG0000375	FEF31_RS01965	DR095_RS01285
OG0000376	FEF31_RS02110	DR095_RS01340
OG0000377	FEF31_RS02100	DR095_RS01350
OG0000378	FEF31_RS00950	DR095_RS01385
OG0000379	FEF31_RS01030	DR095_RS01455
OG0000380	FEF31_RS01055	DR095_RS01480
OG0000381	FEF31_RS01095	DR095_RS01520
OG0000382	FEF31_RS01125	DR095_RS02910
OG0000383	FEF31_RS01165	DR095_RS02950
OG0000384	FEF31_RS00175	DR095_RS00655
OG0000385	FEF31_RS00180	DR095_RS00005
OG0000386	FEF31_RS00200	DR095_RS00025
OG0000387	FEF31_RS00225	DR095_RS00050
OG0000388	FEF31_RS04370	DR095_RS03755
OG0000389	FEF31_RS00275	DR095_RS00090
OG0000390	FEF31_RS02640	DR095_RS00190
OG0000391	FEF31_RS02630	DR095_RS00200
OG0000392	FEF31_RS02605	DR095_RS00225
OG0000393	FEF31_RS04550	DR095_RS00280
OG0000394	FEF31_RS02475	DR095_RS00345
OG0000395	FEF31_RS02470	DR095_RS00350
OG0000396	FEF31_RS02160	DR095_RS02695
OG0000397	FEF31_RS01665	DR095_RS02740
OG0000398	FEF31_RS01670	DR095_RS02745
OG0000399	FEF31_RS01715	DR095_RS02790
OG0000400	FEF31_RS03625	DR095_RS01760
OG0000401	FEF31_RS03685	DR095_RS01820
OG0000402	FEF31_RS03695	DR095_RS01830
OG0000403	FEF31_RS03705	DR095_RS01840
OG0000404	FEF31_RS03730	DR095_RS03865
OG0000405	FEF31_RS04800	DR095_RS01875
OG0000406	FEF31_RS03805	DR095_RS01905
OG0000407	FEF31_RS04695	DR095_RS03880
OG0000408	FEF31_RS03815	DR095_RS01915
OG0000409	FEF31_RS03820	DR095_RS01920
OG0000410	FEF31_RS02985	DR095_RS02965
OG0000411	FEF31_RS02975	DR095_RS02975
OG0000412	FEF31_RS02970	DR095_RS02980
OG0000413	FEF31_RS01180	DR095_RS01965
OG0000414	FEF31_RS01190	DR095_RS01975
OG0000415	FEF31_RS01195	DR095_RS01980
OG0000416	FEF31_RS01205	DR095_RS01990
OG0000417	FEF31_RS02025	DR095_RS02020
OG0000418	FEF31_RS02020	DR095_RS02025
OG0000419	FEF31_RS00365	DR095_RS02085
OG0000420	FEF31_RS00400	DR095_RS02120
OG0000421	FEF31_RS00435	DR095_RS02155
OG0000422	FEF31_RS00445	DR095_RS02165
OG0000423	FEF31_RS00500	DR095_RS02480
OG0000424	FEF31_RS00505	DR095_RS02475
OG0000425	FEF31_RS00515	DR095_RS02465
OG0000426	FEF31_RS04385	DR095_RS03585
OG0000427	FEF31_RS04390	DR095_RS03920
OG0000428	FEF31_RS00570	DR095_RS02410
OG0000429	FEF31_RS00665	DR095_RS02315
OG0000430	FEF31_RS00710	DR095_RS02270
OG0000431	FEF31_RS00720	DR095_RS02260
OG0000432	FEF31_RS00755	DR095_RS02240
OG0000433	FEF31_RS00770	DR095_RS02230
OG0000434	FEF31_RS00775	DR095_RS02225
OG0000435	FEF31_RS00790	DR095_RS02210
OG0000436	FEF31_RS00815	DR095_RS01570
OG0000437	FEF31_RS00825	DR095_RS01580
OG0000438	FEF31_RS00830	DR095_RS03840
OG0000439	FEF31_RS04400	DR095_RS01590
OG0000440	FEF31_RS02690	DR095_RS03855
OG0000441	FEF31_RS02725	DR095_RS01745
OG0000442	FEF31_RS03415	DR095_RS01025
OG0000443	FEF31_RS03460	DR095_RS00965
OG0000444	FEF31_RS03475	DR095_RS00950
OG0000445	FEF31_RS03500	DR095_RS00925
OG0000446	FEF31_RS03525	DR095_RS00900
OG0000447	FEF31_RS03530	DR095_RS00895
OG0000448	FEF31_RS03560	DR095_RS00865
OG0000449	FEF31_RS03585	DR095_RS00840
OG0000450	FEF31_RS03595	DR095_RS00830
OG0000451	FEF31_RS00030	DR095_RS00790
OG0000452	FEF31_RS00055	DR095_RS00765
OG0000453	FEF31_RS00090	DR095_RS00730
OG0000455	FEF31_RS03185	DR095_RS03825
OG0000456	FEF31_RS03065	DR095_RS02615
OG0000457	FEF31_RS03040	DR095_RS02640
OG0000458	FEF31_RS02255	DR095_RS00570
OG0000459	FEF31_RS02280	DR095_RS00545
OG0000460	FEF31_RS02290	DR095_RS00535
OG0000461	FEF31_RS02335	DR095_RS00490
OG0000462	FEF31_RS02330	DR095_RS00495
OG0000463	FEF31_RS02325	DR095_RS00500
OG0000464	FEF31_RS02320	DR095_RS00505
OG0000465	FEF31_RS02315	DR095_RS00510
OG0000466	FEF31_RS00060	DR095_RS00760
OG0000467	FEF31_RS04530	DR095_RS03790
OG0000468	FEF31_RS01710	DR095_RS02785
OG0000469	FEF31_RS01770	DR095_RS03050
OG0000470	FEF31_RS00495	DR095_RS02485
OG0000471	FEF31_RS00575	DR095_RS02405
OG0000472	FEF31_RS02995	DR095_RS02665
OG0000473	FEF31_RS03170	DR095_RS02510
OG0000474	FEF31_RS03175	DR095_RS02505
OG0000475	FEF31_RS03180	DR095_RS02500
OG0000476	FEF31_RS01215	DR095_RS01220
OG0000477	FEF31_RS02360	DR095_RS00465
OG0000478	FEF31_RS03115	DR095_RS02565
OG0000479	FEF31_RS00985	DR095_RS01415
OG0000480	FEF31_RS01775	DR095_RS03245
OG0000481	FEF31_RS00470	DR095_RS02190
OG0000482	FEF31_RS00865	DR095_RS02050
OG0000483	FEF31_RS01820	DR095_RS02855
OG0000484	FEF31_RS04675	DR095_RS03800
OG0000485	FEF31_RS00820	DR095_RS01575
OG0000486	FEF31_RS02045	DR095_RS02000
OG0000487	FEF31_RS04485	DR095_RS04010
OG0000488	FEF31_RS01790	DR095_RS02885
OG0000489	FEF31_RS03335	DR095_RS01065
OG0000490	FEF31_RS03275	DR095_RS01125
OG0000491	FEF31_RS01005	DR095_RS01435
OG0000492	FEF31_RS01085	DR095_RS01510
OG0000493	FEF31_RS00240	DR095_RS00065
OG0000494	FEF31_RS00300	DR095_RS00115
OG0000495	FEF31_RS02575	DR095_RS00255
OG0000496	FEF31_RS02565	DR095_RS00265
OG0000497	FEF31_RS02560	DR095_RS00270
OG0000498	FEF31_RS02480	DR095_RS00340
OG0000499	FEF31_RS02445	DR095_RS00400
OG0000500	FEF31_RS01675	DR095_RS02750
OG0000502	FEF31_RS00855	DR095_RS02060
OG0000503	FEF31_RS00415	DR095_RS02135
OG0000504	FEF31_RS00550	DR095_RS02430
OG0000505	FEF31_RS00585	DR095_RS02395
OG0000506	FEF31_RS00595	DR095_RS02385
OG0000507	FEF31_RS00630	DR095_RS02350
OG0000508	FEF31_RS03520	DR095_RS00905
OG0000509	FEF31_RS03555	DR095_RS00870
OG0000510	FEF31_RS03565	DR095_RS00860
OG0000511	FEF31_RS00095	DR095_RS00725
OG0000512	FEF31_RS02295	DR095_RS00530
OG0000513	FEF31_RS03100	DR095_RS02580
OG0000514	FEF31_RS02600	DR095_RS00230
OG0000516	FEF31_RS04490	DR095_RS03000
OG0000517	FEF31_RS03350	DR095_RS01050
OG0000518	FEF31_RS03675	DR095_RS01810
OG0000519	FEF31_RS00440	DR095_RS02160
OG0000520	FEF31_RS00565	DR095_RS02415
OG0000521	FEF31_RS03535	DR095_RS00890
OG0000522	FEF31_RS03570	DR095_RS00855
OG0000523	FEF31_RS03035	DR095_RS02645
OG0000524	FEF31_RS02410	DR095_RS00425
OG0000525	FEF31_RS04585	DR095_RS04060
OG0000528	FEF31_RS01760	DR095_RS03010
OG0000529	FEF31_RS01980	DR095_RS01300
OG0000530	FEF31_RS02080	DR095_RS01365
OG0000531	FEF31_RS01060	DR095_RS01485
OG0000533	FEF31_RS00260	DR095_RS02250
OG0000534	FEF31_RS00045	DR095_RS00775
OG0000535	FEF31_RS04655	DR095_RS01070
OG0000536	FEF31_RS03215	DR095_RS01195
OG0000537	FEF31_RS00380	DR095_RS02100
OG0000538	FEF31_RS00780	DR095_RS02220
OG0000539	FEF31_RS03485	DR095_RS00940
OG0000541	FEF31_RS02460	DR095_RS00385
OG0000542	FEF31_RS00015	DR095_RS00805
OG0000547	FEF31_RS02650	DR095_RS00180
OG0000548	FEF31_RS01255	DR095_RS02700
OG0000549	FEF31_RS04580	DR095_RS02670
OG0000550	FEF31_RS03135	DR095_RS02545
OG0000555	FEF31_RS02655	DR095_RS03315
OG0000556	FEF31_RS04460	DR095_RS03845
OG0000584	FEF31_RS01425	DR095_RS01670
OG0000585	FEF31_RS01950	DR095_RS03450
OG0000589	FEF31_RS01890	DR095_RS03040
OG0000590	FEF31_RS01410	DR095_RS01680
OG0000595	FEF31_RS02735	DR095_RS03770
OG0000596	FEF31_RS01490	DR095_RS01005
OG0000597	FEF31_RS02730	DR095_RS00365
OG0000598	FEF31_RS01495	DR095_RS01010
OG0000599	FEF31_RS01500	DR095_RS01015
OG0000600	FEF31_RS01430	DR095_RS01665
OG0000603	FEF31_RS01440	DR095_RS01650
OG0000605	FEF31_RS01445	DR095_RS01645
OG0000628	FEF31_RS01475	DR095_RS01615
OG0000629	FEF31_RS01400	DR095_RS01690
OG0000630	FEF31_RS01485	DR095_RS01605
OG0000631	FEF31_RS01480	DR095_RS01610
