Orthogroup	MHP_UFV01_genes	MHP_MHP696_genes
OG0000041	FEF30_RS00985	DR090_RS03745
OG0000042	FEF30_RS03315	DR090_RS04585
OG0000043	FEF30_RS02295, FEF30_RS02105	DR090_RS00990
OG0000044	FEF30_RS04460	DR090_RS04685
OG0000044	FEF30_RS02200	DR090_RS00855
OG0000045	FEF30_RS01935, FEF30_RS01940	DR090_RS03215
OG0000048	FEF30_RS02480	DR090_RS02935
OG0000049	FEF30_RS03400	DR090_RS02075
OG0000050	FEF30_RS02820	DR090_RS02580
OG0000051	FEF30_RS03030	DR090_RS01435
OG0000052	FEF30_RS00405	DR090_RS01330
OG0000053	FEF30_RS04260	DR090_RS04575
OG0000054	FEF30_RS02845	DR090_RS02605
OG0000055	FEF30_RS00450	DR090_RS03105
OG0000056	FEF30_RS00250	DR090_RS01170
OG0000057	FEF30_RS03300	DR090_RS01695
OG0000060	FEF30_RS01505	DR090_RS03905
OG0000061	FEF30_RS01900, FEF30_RS02250	DR090_RS00925
OG0000062	FEF30_RS00295	DR090_RS01220
OG0000063	FEF30_RS04165	DR090_RS01215
OG0000064	FEF30_RS00280	DR090_RS01205
OG0000065	FEF30_RS02625	DR090_RS03030
OG0000066	FEF30_RS01670	DR090_RS02475
OG0000067	FEF30_RS00835	DR090_RS03330
OG0000068	FEF30_RS00960	DR090_RS00170
OG0000069	FEF30_RS03195	DR090_RS01590
OG0000070	FEF30_RS02850	DR090_RS02610
OG0000071	FEF30_RS03610	DR090_RS02030
OG0000072	FEF30_RS04405	DR090_RS04500
OG0000073	FEF30_RS01015	DR090_RS00125
OG0000074	FEF30_RS04230	DR090_RS04455
OG0000075	FEF30_RS00655	DR090_RS00610
OG0000076	FEF30_RS00670	DR090_RS00595
OG0000077	FEF30_RS00755	DR090_RS00505
OG0000078	FEF30_RS01995	DR090_RS02395
OG0000079	FEF30_RS02935	DR090_RS02780
OG0000080	FEF30_RS02980	DR090_RS03915
OG0000081	FEF30_RS00650	DR090_RS00615
OG0000082	FEF30_RS02770	DR090_RS04165
OG0000083	FEF30_RS02400	DR090_RS01095
OG0000084	FEF30_RS02430	DR090_RS02885
OG0000085	FEF30_RS02435	DR090_RS02890
OG0000086	FEF30_RS02445	DR090_RS02900
OG0000087	FEF30_RS02460	DR090_RS02915
OG0000088	FEF30_RS02465	DR090_RS02920
OG0000089	FEF30_RS02475	DR090_RS02930
OG0000090	FEF30_RS00400	DR090_RS01325
OG0000091	FEF30_RS00385	DR090_RS01310
OG0000092	FEF30_RS00370	DR090_RS01295
OG0000093	FEF30_RS00365	DR090_RS01290
OG0000094	FEF30_RS00360	DR090_RS01285
OG0000095	FEF30_RS00335	DR090_RS01260
OG0000096	FEF30_RS00330	DR090_RS01255
OG0000097	FEF30_RS00310	DR090_RS01235
OG0000098	FEF30_RS00300	DR090_RS01225
OG0000099	FEF30_RS04160	DR090_RS04400
OG0000100	FEF30_RS00240	DR090_RS01160
OG0000101	FEF30_RS00235	DR090_RS01155
OG0000102	FEF30_RS02020	DR090_RS02370
OG0000103	FEF30_RS02590	DR090_RS03065
OG0000104	FEF30_RS02595	DR090_RS03060
OG0000105	FEF30_RS02610	DR090_RS03045
OG0000106	FEF30_RS02620	DR090_RS03035
OG0000107	FEF30_RS02630	DR090_RS03025
OG0000108	FEF30_RS02635	DR090_RS03020
OG0000109	FEF30_RS02640	DR090_RS03015
OG0000110	FEF30_RS02760	DR090_RS02655
OG0000111	FEF30_RS02755	DR090_RS02660
OG0000112	FEF30_RS02745	DR090_RS02670
OG0000113	FEF30_RS02725	DR090_RS04615
OG0000114	FEF30_RS02715	DR090_RS03300
OG0000115	FEF30_RS02705	DR090_RS03285
OG0000116	FEF30_RS01610	DR090_RS00435
OG0000117	FEF30_RS01615	DR090_RS00440
OG0000118	FEF30_RS01650	DR090_RS02460
OG0000119	FEF30_RS01655	DR090_RS02465
OG0000120	FEF30_RS01675	DR090_RS02480
OG0000121	FEF30_RS01700	DR090_RS02505
OG0000122	FEF30_RS01705	DR090_RS02510
OG0000123	FEF30_RS01725	DR090_RS02530
OG0000124	FEF30_RS01730	DR090_RS02535
OG0000125	FEF30_RS01735	DR090_RS02540
OG0000126	FEF30_RS01745	DR090_RS02835
OG0000127	FEF30_RS01755	DR090_RS02845
OG0000128	FEF30_RS01770	DR090_RS02860
OG0000129	FEF30_RS01775	DR090_RS02865
OG0000130	FEF30_RS01785	DR090_RS02875
OG0000131	FEF30_RS04265	DR090_RS03150
OG0000132	FEF30_RS04270	DR090_RS04600
OG0000133	FEF30_RS00840	DR090_RS02690
OG0000134	FEF30_RS00845	DR090_RS02695
OG0000135	FEF30_RS00860	DR090_RS02710
OG0000136	FEF30_RS00865	DR090_RS02715
OG0000137	FEF30_RS00905	DR090_RS02755
OG0000138	FEF30_RS00935	DR090_RS00195
OG0000139	FEF30_RS00965	DR090_RS00165
OG0000140	FEF30_RS00970	DR090_RS00160
OG0000141	FEF30_RS03310	DR090_RS01705
OG0000142	FEF30_RS04385	DR090_RS04450
OG0000143	FEF30_RS03285	DR090_RS01680
OG0000144	FEF30_RS03275	DR090_RS01670
OG0000145	FEF30_RS03265	DR090_RS01660
OG0000146	FEF30_RS03255	DR090_RS01650
OG0000147	FEF30_RS03250	DR090_RS01645
OG0000148	FEF30_RS03235	DR090_RS01630
OG0000149	FEF30_RS03225	DR090_RS01620
OG0000150	FEF30_RS03210	DR090_RS01605
OG0000151	FEF30_RS03160	DR090_RS01555
OG0000152	FEF30_RS03155	DR090_RS01550
OG0000153	FEF30_RS03150	DR090_RS01545
OG0000154	FEF30_RS03140	DR090_RS01535
OG0000155	FEF30_RS03100	DR090_RS01495
OG0000156	FEF30_RS03090	DR090_RS01485
OG0000157	FEF30_RS04375	DR090_RS04440
OG0000158	FEF30_RS04370	DR090_RS04435
OG0000159	FEF30_RS02835	DR090_RS02595
OG0000160	FEF30_RS02830	DR090_RS02590
OG0000161	FEF30_RS02825	DR090_RS02585
OG0000162	FEF30_RS02815	DR090_RS02575
OG0000163	FEF30_RS02810	DR090_RS02570
OG0000164	FEF30_RS01925	DR090_RS03230
OG0000165	FEF30_RS02320	DR090_RS01015
OG0000166	FEF30_RS02340	DR090_RS01035
OG0000167	FEF30_RS02355	DR090_RS01050
OG0000168	FEF30_RS02360	DR090_RS01055
OG0000169	FEF30_RS03395	DR090_RS02070
OG0000170	FEF30_RS04475	DR090_RS02085
OG0000171	FEF30_RS03420	DR090_RS02095
OG0000172	FEF30_RS03425	DR090_RS02105
OG0000173	FEF30_RS03430	DR090_RS02110
OG0000174	FEF30_RS03435	DR090_RS02115
OG0000175	FEF30_RS03450	DR090_RS02130
OG0000176	FEF30_RS03495	DR090_RS02180
OG0000177	FEF30_RS03500	DR090_RS02185
OG0000178	FEF30_RS03505	DR090_RS02190
OG0000179	FEF30_RS03515	DR090_RS02200
OG0000180	FEF30_RS03520	DR090_RS02205
OG0000181	FEF30_RS04395	DR090_RS04655
OG0000182	FEF30_RS03570	DR090_RS03515
OG0000183	FEF30_RS03605	DR090_RS02035
OG0000184	FEF30_RS00025	DR090_RS01995
OG0000185	FEF30_RS00010	DR090_RS02010
OG0000186	FEF30_RS04275	DR090_RS04605
OG0000187	FEF30_RS01855	DR090_RS03190
OG0000188	FEF30_RS01865	DR090_RS03200
OG0000189	FEF30_RS04355	DR090_RS04625
OG0000190	FEF30_RS02670	DR090_RS03370
OG0000191	FEF30_RS02650	DR090_RS03395
OG0000192	FEF30_RS01530	DR090_RS00355
OG0000193	FEF30_RS01515	DR090_RS00340
OG0000194	FEF30_RS01000	DR090_RS00140
OG0000195	FEF30_RS01005	DR090_RS00135
OG0000196	FEF30_RS01025	DR090_RS00115
OG0000197	FEF30_RS01030	DR090_RS00110
OG0000198	FEF30_RS01045	DR090_RS00095
OG0000199	FEF30_RS01050	DR090_RS00090
OG0000200	FEF30_RS01065	DR090_RS00075
OG0000201	FEF30_RS01075	DR090_RS00065
OG0000202	FEF30_RS01130	DR090_RS00010
OG0000203	FEF30_RS01135	DR090_RS00005
OG0000204	FEF30_RS01140	DR090_RS04470
OG0000205	FEF30_RS01145	DR090_RS01955
OG0000206	FEF30_RS01165	DR090_RS01935
OG0000207	FEF30_RS01180	DR090_RS01920
OG0000208	FEF30_RS01185	DR090_RS01915
OG0000209	FEF30_RS01190	DR090_RS01910
OG0000210	FEF30_RS01235	DR090_RS01865
OG0000211	FEF30_RS01245	DR090_RS01855
OG0000212	FEF30_RS01255	DR090_RS01845
OG0000213	FEF30_RS01260	DR090_RS01840
OG0000214	FEF30_RS01265	DR090_RS01835
OG0000215	FEF30_RS01270	DR090_RS01830
OG0000216	FEF30_RS01275	DR090_RS01825
OG0000217	FEF30_RS01280	DR090_RS01820
OG0000218	FEF30_RS01290	DR090_RS01810
OG0000219	FEF30_RS01295	DR090_RS01805
OG0000220	FEF30_RS01300	DR090_RS01800
OG0000221	FEF30_RS01305	DR090_RS01795
OG0000222	FEF30_RS01310	DR090_RS01790
OG0000223	FEF30_RS01315	DR090_RS01785
OG0000224	FEF30_RS01325	DR090_RS01775
OG0000225	FEF30_RS01335	DR090_RS01765
OG0000226	FEF30_RS01340	DR090_RS01760
OG0000227	FEF30_RS01345	DR090_RS01755
OG0000228	FEF30_RS04410	DR090_RS04680
OG0000229	FEF30_RS01355	DR090_RS01745
OG0000230	FEF30_RS01360	DR090_RS01740
OG0000231	FEF30_RS01370	DR090_RS01730
OG0000232	FEF30_RS01380	DR090_RS01720
OG0000233	FEF30_RS01405	DR090_RS00225
OG0000234	FEF30_RS01440	DR090_RS00260
OG0000235	FEF30_RS01450	DR090_RS00270
OG0000236	FEF30_RS01455	DR090_RS00275
OG0000237	FEF30_RS01460	DR090_RS00280
OG0000238	FEF30_RS01465	DR090_RS00290
OG0000239	FEF30_RS03320	DR090_RS03000
OG0000240	FEF30_RS03325	DR090_RS02995
OG0000241	FEF30_RS03335	DR090_RS02985
OG0000242	FEF30_RS03340	DR090_RS02980
OG0000243	FEF30_RS03345	DR090_RS02975
OG0000244	FEF30_RS03355	DR090_RS02965
OG0000245	FEF30_RS03365	DR090_RS02955
OG0000246	FEF30_RS00455	DR090_RS03110
OG0000247	FEF30_RS00465	DR090_RS00810
OG0000248	FEF30_RS00475	DR090_RS00800
OG0000249	FEF30_RS03675, FEF30_RS00480	DR090_RS00795
OG0000250	FEF30_RS00495	DR090_RS00780
OG0000251	FEF30_RS00525	DR090_RS00745
OG0000252	FEF30_RS00535	DR090_RS00735
OG0000253	FEF30_RS00540	DR090_RS00730
OG0000254	FEF30_RS00550	DR090_RS00720
OG0000255	FEF30_RS00555	DR090_RS00710
OG0000256	FEF30_RS00560	DR090_RS00705
OG0000257	FEF30_RS00585	DR090_RS00680
OG0000258	FEF30_RS00595	DR090_RS00670
OG0000259	FEF30_RS00625	DR090_RS00640
OG0000260	FEF30_RS00635	DR090_RS00630
OG0000261	FEF30_RS04195	DR090_RS04350
OG0000262	FEF30_RS00660	DR090_RS00605
OG0000263	FEF30_RS00675	DR090_RS00590
OG0000264	FEF30_RS00690	DR090_RS00575
OG0000265	FEF30_RS00700	DR090_RS00565
OG0000266	FEF30_RS00715	DR090_RS00550
OG0000267	FEF30_RS00730	DR090_RS00535
OG0000268	FEF30_RS00735	DR090_RS00530
OG0000269	FEF30_RS00750	DR090_RS00515
OG0000270	FEF30_RS04155	DR090_RS04395
OG0000271	FEF30_RS00205	DR090_RS01125
OG0000272	FEF30_RS00200	DR090_RS01120
OG0000273	FEF30_RS00195	DR090_RS01115
OG0000274	FEF30_RS00175	DR090_RS02335
OG0000275	FEF30_RS04145	DR090_RS04540
OG0000276	FEF30_RS00165	DR090_RS02325
OG0000277	FEF30_RS00155	DR090_RS02315
OG0000278	FEF30_RS00150	DR090_RS02310
OG0000279	FEF30_RS00140	DR090_RS02300
OG0000280	FEF30_RS00135	DR090_RS02295
OG0000281	FEF30_RS00130	DR090_RS02290
OG0000282	FEF30_RS04135	DR090_RS04530
OG0000283	FEF30_RS00100	DR090_RS02260
OG0000284	FEF30_RS00095	DR090_RS02255
OG0000285	FEF30_RS04130	DR090_RS04525
OG0000286	FEF30_RS02795	DR090_RS02555
OG0000287	FEF30_RS02895	DR090_RS02820
OG0000288	FEF30_RS02905	DR090_RS02810
OG0000289	FEF30_RS02910	DR090_RS02805
OG0000290	FEF30_RS03020	DR090_RS01425
OG0000291	FEF30_RS03010	DR090_RS01415
OG0000292	FEF30_RS03005	DR090_RS01410
OG0000293	FEF30_RS03000	DR090_RS01405
OG0000294	FEF30_RS02990	DR090_RS01395
OG0000295	FEF30_RS02985	DR090_RS01390
OG0000296	FEF30_RS02945	DR090_RS02770
OG0000297	FEF30_RS02940	DR090_RS02775
OG0000298	FEF30_RS00490	DR090_RS00785
OG0000299	FEF30_RS00510	DR090_RS03800
OG0000300	FEF30_RS00685	DR090_RS00580
OG0000301	FEF30_RS00720	DR090_RS00545
OG0000302	FEF30_RS00725	DR090_RS00540
OG0000303	FEF30_RS00870	DR090_RS02720
OG0000304	FEF30_RS01385	DR090_RS01715
OG0000305	FEF30_RS03260	DR090_RS01655
OG0000306	FEF30_RS03185	DR090_RS01580
OG0000307	FEF30_RS03145	DR090_RS01540
OG0000308	FEF30_RS03040	DR090_RS01445
OG0000309	FEF30_RS02975	DR090_RS01380
OG0000310	FEF30_RS02900	DR090_RS02815
OG0000311	FEF30_RS02855	DR090_RS02615
OG0000312	FEF30_RS02840	DR090_RS02600
OG0000313	FEF30_RS01915	DR090_RS03240
OG0000314	FEF30_RS02335	DR090_RS01030
OG0000315	FEF30_RS02365	DR090_RS01060
OG0000316	FEF30_RS02375	DR090_RS01070
OG0000317	FEF30_RS02470	DR090_RS02925
OG0000318	FEF30_RS04320	DR090_RS04370
OG0000319	FEF30_RS02605	DR090_RS03050
OG0000320	FEF30_RS02735	DR090_RS02680
OG0000321	FEF30_RS01645	DR090_RS02455
OG0000322	FEF30_RS01695	DR090_RS02500
OG0000323	FEF30_RS01825	DR090_RS03160
OG0000324	FEF30_RS02645	DR090_RS03400
OG0000325	FEF30_RS01010	DR090_RS00130
OG0000326	FEF30_RS01105	DR090_RS00035
OG0000327	FEF30_RS01110	DR090_RS00030
OG0000328	FEF30_RS01195	DR090_RS01905
OG0000329	FEF30_RS01215	DR090_RS01885
OG0000330	FEF30_RS01415	DR090_RS00235
OG0000331	FEF30_RS03350	DR090_RS02970
OG0000332	FEF30_RS03460	DR090_RS02140
OG0000333	FEF30_RS03470	DR090_RS02150
OG0000334	FEF30_RS03565	DR090_RS03510
OG0000335	FEF30_RS03575	DR090_RS02065
OG0000336	FEF30_RS04140	DR090_RS04535
OG0000337	FEF30_RS00285	DR090_RS01210
OG0000338	FEF30_RS00325	DR090_RS01250
OG0000339	FEF30_RS02710	DR090_RS03290
OG0000340	FEF30_RS01625	DR090_RS03610
OG0000341	FEF30_RS02665	DR090_RS03365
OG0000342	FEF30_RS01040	DR090_RS00100
OG0000343	FEF30_RS03480	DR090_RS02160
OG0000344	FEF30_RS00885	DR090_RS02735
OG0000345	FEF30_RS01330	DR090_RS01770
OG0000346	FEF30_RS00125	DR090_RS02285
OG0000347	FEF30_RS01720	DR090_RS02525
OG0000348	FEF30_RS01115	DR090_RS00025
OG0000349	FEF30_RS04150	DR090_RS04545
OG0000350	FEF30_RS03135	DR090_RS01530
OG0000351	FEF30_RS00805	DR090_RS00455
OG0000352	FEF30_RS02315	DR090_RS01010
OG0000353	FEF30_RS01690	DR090_RS02495
OG0000354	FEF30_RS00950	DR090_RS00180
OG0000355	FEF30_RS04310	DR090_RS04360
OG0000356	FEF30_RS04315	DR090_RS04365
OG0000357	FEF30_RS04390	DR090_RS04510
OG0000358	FEF30_RS03445	DR090_RS02125
OG0000359	FEF30_RS04215	DR090_RS04320
OG0000360	FEF30_RS00590	DR090_RS00675
OG0000361	FEF30_RS00620	DR090_RS00645
OG0000362	FEF30_RS02920	DR090_RS02795
OG0000363	FEF30_RS01760	DR090_RS02850
OG0000364	FEF30_RS02275	DR090_RS00955
OG0000365	FEF30_RS04335	DR090_RS04390
OG0000366	FEF30_RS02440	DR090_RS02895
OG0000367	FEF30_RS02450	DR090_RS02905
OG0000368	FEF30_RS00390	DR090_RS01315
OG0000369	FEF30_RS04170	DR090_RS04415
OG0000370	FEF30_RS00350	DR090_RS01275
OG0000371	FEF30_RS00345	DR090_RS01270
OG0000372	FEF30_RS00340	DR090_RS01265
OG0000373	FEF30_RS00315	DR090_RS01240
OG0000374	FEF30_RS00305	DR090_RS01230
OG0000375	FEF30_RS02600	DR090_RS03055
OG0000376	FEF30_RS02750	DR090_RS02665
OG0000377	FEF30_RS02740	DR090_RS02675
OG0000378	FEF30_RS01605	DR090_RS00430
OG0000379	FEF30_RS01685	DR090_RS02490
OG0000380	FEF30_RS01710	DR090_RS02515
OG0000381	FEF30_RS01750	DR090_RS02840
OG0000382	FEF30_RS01780	DR090_RS02870
OG0000383	FEF30_RS01820	DR090_RS03155
OG0000384	FEF30_RS00825	DR090_RS03315
OG0000385	FEF30_RS00830	DR090_RS03320
OG0000386	FEF30_RS00850	DR090_RS02700
OG0000387	FEF30_RS00875	DR090_RS02725
OG0000388	FEF30_RS04205	DR090_RS04570
OG0000389	FEF30_RS00930	DR090_RS00200
OG0000390	FEF30_RS03280	DR090_RS01675
OG0000391	FEF30_RS03270	DR090_RS01665
OG0000392	FEF30_RS03245	DR090_RS01640
OG0000393	FEF30_RS04380	DR090_RS04445
OG0000394	FEF30_RS03110	DR090_RS01505
OG0000395	FEF30_RS03105	DR090_RS01500
OG0000396	FEF30_RS02800	DR090_RS02560
OG0000397	FEF30_RS02300	DR090_RS00995
OG0000398	FEF30_RS02305	DR090_RS01000
OG0000399	FEF30_RS02350	DR090_RS01045
OG0000400	FEF30_RS03405	DR090_RS02080
OG0000401	FEF30_RS03465	DR090_RS02145
OG0000402	FEF30_RS03475	DR090_RS02155
OG0000403	FEF30_RS03485	DR090_RS02165
OG0000404	FEF30_RS03510	DR090_RS02195
OG0000405	FEF30_RS04480	DR090_RS02210
OG0000406	FEF30_RS03580	DR090_RS02060
OG0000407	FEF30_RS04400	DR090_RS04505
OG0000408	FEF30_RS03590	DR090_RS02050
OG0000409	FEF30_RS03595	DR090_RS02045
OG0000410	FEF30_RS00030	DR090_RS01990
OG0000411	FEF30_RS00020	DR090_RS02000
OG0000412	FEF30_RS00015	DR090_RS02005
OG0000413	FEF30_RS01835	DR090_RS03170
OG0000414	FEF30_RS01845	DR090_RS03180
OG0000415	FEF30_RS01850	DR090_RS03185
OG0000416	FEF30_RS01860	DR090_RS03195
OG0000418	FEF30_RS02655	DR090_RS03390
OG0000419	FEF30_RS01020	DR090_RS00120
OG0000420	FEF30_RS01055	DR090_RS00085
OG0000421	FEF30_RS01090	DR090_RS00050
OG0000422	FEF30_RS01100	DR090_RS00040
OG0000423	FEF30_RS01155	DR090_RS01945
OG0000424	FEF30_RS01160	DR090_RS01940
OG0000425	FEF30_RS01170	DR090_RS01930
OG0000426	FEF30_RS04220	DR090_RS04465
OG0000427	FEF30_RS04225	DR090_RS04460
OG0000428	FEF30_RS01225	DR090_RS01875
OG0000429	FEF30_RS01320	DR090_RS01780
OG0000430	FEF30_RS01365	DR090_RS01735
OG0000431	FEF30_RS01375	DR090_RS01725
OG0000432	FEF30_RS01410	DR090_RS00230
OG0000433	FEF30_RS01425	DR090_RS00245
OG0000434	FEF30_RS01430	DR090_RS00250
OG0000435	FEF30_RS01445	DR090_RS00265
OG0000436	FEF30_RS01470	DR090_RS00295
OG0000437	FEF30_RS01480	DR090_RS00305
OG0000438	FEF30_RS01485	DR090_RS00310
OG0000439	FEF30_RS04235	DR090_RS04330
OG0000440	FEF30_RS03330	DR090_RS04580
OG0000441	FEF30_RS03370	DR090_RS02950
OG0000442	FEF30_RS00460	DR090_RS04215
OG0000443	FEF30_RS00505	DR090_RS00765
OG0000444	FEF30_RS00520	DR090_RS00750
OG0000445	FEF30_RS00545	DR090_RS00725
OG0000446	FEF30_RS00570	DR090_RS00695
OG0000447	FEF30_RS00575	DR090_RS00690
OG0000448	FEF30_RS00605	DR090_RS00660
OG0000449	FEF30_RS00630	DR090_RS00635
OG0000450	FEF30_RS00640	DR090_RS00625
OG0000451	FEF30_RS00680	DR090_RS00585
OG0000452	FEF30_RS00705	DR090_RS00560
OG0000453	FEF30_RS00740	DR090_RS00525
OG0000455	FEF30_RS00230	DR090_RS01150
OG0000456	FEF30_RS00110	DR090_RS02270
OG0000457	FEF30_RS00085	DR090_RS02245
OG0000458	FEF30_RS02890	DR090_RS02825
OG0000459	FEF30_RS02915	DR090_RS02800
OG0000460	FEF30_RS02925	DR090_RS02790
OG0000461	FEF30_RS02970	DR090_RS01375
OG0000462	FEF30_RS02965	DR090_RS01370
OG0000463	FEF30_RS02960	DR090_RS01365
OG0000464	FEF30_RS02955	DR090_RS02760
OG0000465	FEF30_RS02950	DR090_RS02765
OG0000466	FEF30_RS00710	DR090_RS00555
OG0000467	FEF30_RS04360	DR090_RS04425
OG0000468	FEF30_RS02345	DR090_RS01040
OG0000469	FEF30_RS02405	DR090_RS01100
OG0000470	FEF30_RS01150	DR090_RS03685
OG0000471	FEF30_RS01230	DR090_RS01870
OG0000472	FEF30_RS00040	DR090_RS01980
OG0000473	FEF30_RS00215	DR090_RS01135
OG0000474	FEF30_RS00220	DR090_RS01140
OG0000475	FEF30_RS00225	DR090_RS01145
OG0000476	FEF30_RS01870	DR090_RS03205
OG0000477	FEF30_RS02995	DR090_RS01400
OG0000478	FEF30_RS00160	DR090_RS02320
OG0000479	FEF30_RS01640	DR090_RS02450
OG0000480	FEF30_RS02410	DR090_RS03680
OG0000481	FEF30_RS01125	DR090_RS00015
OG0000482	FEF30_RS01520	DR090_RS00345
OG0000483	FEF30_RS02455	DR090_RS02910
OG0000484	FEF30_RS04190	DR090_RS04355
OG0000485	FEF30_RS01475	DR090_RS00300
OG0000486	FEF30_RS02680	DR090_RS03385
OG0000487	FEF30_RS04325	DR090_RS04375
OG0000488	FEF30_RS02425	DR090_RS02880
OG0000489	FEF30_RS00380	DR090_RS01305
OG0000490	FEF30_RS00320	DR090_RS01245
OG0000491	FEF30_RS01660	DR090_RS02470
OG0000492	FEF30_RS01740	DR090_RS02545
OG0000493	FEF30_RS00890	DR090_RS02740
OG0000494	FEF30_RS00955	DR090_RS00175
OG0000495	FEF30_RS03215	DR090_RS01610
OG0000496	FEF30_RS03205	DR090_RS01600
OG0000497	FEF30_RS03200	DR090_RS01595
OG0000498	FEF30_RS03115	DR090_RS01510
OG0000499	FEF30_RS03080	DR090_RS01475
OG0000500	FEF30_RS02310	DR090_RS01005
OG0000502	FEF30_RS01510	DR090_RS00335
OG0000503	FEF30_RS01070	DR090_RS00070
OG0000504	FEF30_RS01205	DR090_RS01895
OG0000505	FEF30_RS01240	DR090_RS01860
OG0000506	FEF30_RS01250	DR090_RS01850
OG0000507	FEF30_RS01285	DR090_RS01815
OG0000508	FEF30_RS00565	DR090_RS00700
OG0000509	FEF30_RS00600	DR090_RS00665
OG0000510	FEF30_RS00610	DR090_RS00655
OG0000511	FEF30_RS00745	DR090_RS00520
OG0000512	FEF30_RS02930	DR090_RS02785
OG0000513	FEF30_RS00145	DR090_RS02305
OG0000514	FEF30_RS03240	DR090_RS01635
OG0000515	FEF30_RS01895, FEF30_RS01890, FEF30_RS01885	DR090_RS00910
OG0000516	FEF30_RS04330	DR090_RS04380
OG0000517	FEF30_RS00395	DR090_RS01320
OG0000518	FEF30_RS03455	DR090_RS02135
OG0000519	FEF30_RS01095	DR090_RS00045
OG0000520	FEF30_RS01220	DR090_RS01880
OG0000521	FEF30_RS00580	DR090_RS00685
OG0000522	FEF30_RS00615	DR090_RS00650
OG0000523	FEF30_RS00080	DR090_RS02240
OG0000524	FEF30_RS03045	DR090_RS01450
OG0000525	FEF30_RS04105	DR090_RS04485
OG0000526	FEF30_RS02235	DR090_RS03810
OG0000527	FEF30_RS02175	DR090_RS00830
OG0000528	FEF30_RS02395	DR090_RS04385
OG0000529	FEF30_RS02615	DR090_RS03040
OG0000530	FEF30_RS02720	DR090_RS03305
OG0000531	FEF30_RS01715	DR090_RS02520
OG0000532	FEF30_RS01945	DR090_RS03210
