Orthogroup	MHP_F72C_genes	MHP_98_genes
OG0000131	EHI52_RS01560	GOM18_RS04475
OG0000132	EHI52_RS01575	GOM18_RS04470
OG0000133	EHI52_RS00545	GOM18_RS01635
OG0000134	EHI52_RS00550	GOM18_RS01640
OG0000135	EHI52_RS00565	GOM18_RS01655
OG0000136	EHI52_RS00570	GOM18_RS01660
OG0000137	EHI52_RS00600	GOM18_RS01690
OG0000138	EHI52_RS00635	GOM18_RS03470
OG0000139	EHI52_RS00665	GOM18_RS03440
OG0000140	EHI52_RS00670	GOM18_RS03435
OG0000141	EHI52_RS02925	GOM18_RS01125
OG0000142	EHI52_RS02920	GOM18_RS04380
OG0000143	EHI52_RS02895	GOM18_RS01150
OG0000144	EHI52_RS02885	GOM18_RS01160
OG0000145	EHI52_RS02875	GOM18_RS01170
OG0000146	EHI52_RS02865	GOM18_RS01180
OG0000147	EHI52_RS02860	GOM18_RS01185
OG0000148	EHI52_RS02845	GOM18_RS01200
OG0000149	EHI52_RS02835	GOM18_RS01210
OG0000150	EHI52_RS02820	GOM18_RS01225
OG0000151	EHI52_RS02775	GOM18_RS03115
OG0000152	EHI52_RS02770	GOM18_RS03110
OG0000153	EHI52_RS02765	GOM18_RS03105
OG0000154	EHI52_RS02755	GOM18_RS03095
OG0000155	EHI52_RS02715	GOM18_RS02160
OG0000156	EHI52_RS02705	GOM18_RS02150
OG0000157	EHI52_RS02700	GOM18_RS04415
OG0000158	EHI52_RS03885	GOM18_RS04410
OG0000159	EHI52_RS03925	GOM18_RS01915
OG0000160	EHI52_RS02460	GOM18_RS01910
OG0000161	EHI52_RS02455	GOM18_RS01905
OG0000162	EHI52_RS02445	GOM18_RS01895
OG0000163	EHI52_RS02440	GOM18_RS01890
OG0000164	EHI52_RS01665	GOM18_RS03635
OG0000165	EHI52_RS01995	GOM18_RS03260
OG0000166	EHI52_RS01975	GOM18_RS02185
OG0000167	EHI52_RS01960	GOM18_RS02200
OG0000168	EHI52_RS01955	GOM18_RS02205
OG0000169	EHI52_RS03055	GOM18_RS01040
OG0000170	EHI52_RS03075	GOM18_RS01025
OG0000171	EHI52_RS03085	GOM18_RS01015
OG0000172	EHI52_RS03095	GOM18_RS01010
OG0000173	EHI52_RS03100	GOM18_RS01005
OG0000174	EHI52_RS03105	GOM18_RS01000
OG0000175	EHI52_RS03120	GOM18_RS00985
OG0000176	EHI52_RS03170	GOM18_RS00935
OG0000177	EHI52_RS03175	GOM18_RS00930
OG0000178	EHI52_RS03180	GOM18_RS00925
OG0000179	EHI52_RS03190	GOM18_RS00915
OG0000180	EHI52_RS03195	GOM18_RS00910
OG0000181	EHI52_RS03235	GOM18_RS04365
OG0000182	EHI52_RS03245	GOM18_RS00860
OG0000183	EHI52_RS03280	GOM18_RS00825
OG0000184	EHI52_RS03325	GOM18_RS00780
OG0000185	EHI52_RS03310	GOM18_RS00795
OG0000186	EHI52_RS01585	GOM18_RS04465
OG0000187	EHI52_RS01600	GOM18_RS02595
OG0000188	EHI52_RS01610	GOM18_RS02585
OG0000189	EHI52_RS02310	GOM18_RS04445
OG0000190	EHI52_RS02305	GOM18_RS02440
OG0000191	EHI52_RS02285	GOM18_RS02420
OG0000192	EHI52_RS01280	GOM18_RS03170
OG0000193	EHI52_RS01270	GOM18_RS03155
OG0000194	EHI52_RS00690	GOM18_RS00120
OG0000195	EHI52_RS00695	GOM18_RS00125
OG0000196	EHI52_RS00715	GOM18_RS00145
OG0000197	EHI52_RS00720	GOM18_RS00150
OG0000198	EHI52_RS00735	GOM18_RS00165
OG0000199	EHI52_RS00740	GOM18_RS00170
OG0000200	EHI52_RS00755	GOM18_RS00185
OG0000201	EHI52_RS00765	GOM18_RS00195
OG0000202	EHI52_RS00820	GOM18_RS00250
OG0000203	EHI52_RS00825	GOM18_RS00255
OG0000204	EHI52_RS00830	GOM18_RS00260
OG0000205	EHI52_RS00835	GOM18_RS00265
OG0000206	EHI52_RS00855	GOM18_RS00285
OG0000207	EHI52_RS00870	GOM18_RS00300
OG0000208	EHI52_RS00875	GOM18_RS00305
OG0000209	EHI52_RS00880	GOM18_RS00310
OG0000210	EHI52_RS00925	GOM18_RS00360
OG0000211	EHI52_RS01005	GOM18_RS01855
OG0000212	EHI52_RS01015	GOM18_RS01845
OG0000213	EHI52_RS01020	GOM18_RS01840
OG0000214	EHI52_RS01025	GOM18_RS01835
OG0000215	EHI52_RS01030	GOM18_RS01830
OG0000216	EHI52_RS01035	GOM18_RS01825
OG0000217	EHI52_RS01040	GOM18_RS01820
OG0000218	EHI52_RS01050	GOM18_RS01810
OG0000219	EHI52_RS01055	GOM18_RS01805
OG0000220	EHI52_RS01060	GOM18_RS01800
OG0000221	EHI52_RS01065	GOM18_RS01795
OG0000222	EHI52_RS01070	GOM18_RS01790
OG0000223	EHI52_RS01075	GOM18_RS01785
OG0000224	EHI52_RS01085	GOM18_RS01775
OG0000225	EHI52_RS01095	GOM18_RS01765
OG0000226	EHI52_RS01100	GOM18_RS01760
OG0000227	EHI52_RS01105	GOM18_RS01755
OG0000228	EHI52_RS03905	GOM18_RS04580
OG0000229	EHI52_RS01115	GOM18_RS01745
OG0000230	EHI52_RS01120	GOM18_RS01740
OG0000231	EHI52_RS01130	GOM18_RS01730
OG0000232	EHI52_RS01140	GOM18_RS01720
OG0000233	EHI52_RS01165	GOM18_RS02880
OG0000234	EHI52_RS01200	GOM18_RS02915
OG0000235	EHI52_RS01210	GOM18_RS02925
OG0000236	EHI52_RS01215	GOM18_RS02930
OG0000237	EHI52_RS01220	GOM18_RS02935
OG0000238	EHI52_RS01230	GOM18_RS02940
OG0000239	EHI52_RS02935	GOM18_RS01115
OG0000240	EHI52_RS02940	GOM18_RS01110
OG0000241	EHI52_RS02950	GOM18_RS01100
OG0000242	EHI52_RS02955	GOM18_RS01095
OG0000243	EHI52_RS02960	GOM18_RS01090
OG0000244	EHI52_RS02970	GOM18_RS01080
OG0000245	EHI52_RS02980	GOM18_RS01070
OG0000246	EHI52_RS00140	GOM18_RS01250
OG0000247	EHI52_RS00150	GOM18_RS01260
OG0000248	EHI52_RS00160	GOM18_RS01270
OG0000249	EHI52_RS00165	GOM18_RS01275
OG0000250	EHI52_RS00180	GOM18_RS01290
OG0000251	EHI52_RS00215	GOM18_RS01320
OG0000252	EHI52_RS00225	GOM18_RS01330
OG0000253	EHI52_RS00230	GOM18_RS01335
OG0000254	EHI52_RS00240	GOM18_RS01345
OG0000255	EHI52_RS00250	GOM18_RS01350
OG0000256	EHI52_RS00255	GOM18_RS01355
OG0000257	EHI52_RS00280	GOM18_RS01380
OG0000258	EHI52_RS00290	GOM18_RS01390
OG0000259	EHI52_RS00320	GOM18_RS01420
OG0000260	EHI52_RS00330	GOM18_RS01430
OG0000261	EHI52_RS00340	GOM18_RS04390
OG0000262	EHI52_RS00360	GOM18_RS01455
OG0000263	EHI52_RS00375	GOM18_RS01470
OG0000264	EHI52_RS00390	GOM18_RS01485
OG0000265	EHI52_RS00400	GOM18_RS01495
OG0000266	EHI52_RS00415	GOM18_RS01510
OG0000267	EHI52_RS00430	GOM18_RS01525
OG0000268	EHI52_RS00435	GOM18_RS01530
OG0000269	EHI52_RS00450	GOM18_RS01545
OG0000270	EHI52_RS03490	GOM18_RS04280
OG0000271	EHI52_RS03485	GOM18_RS00450
OG0000272	EHI52_RS03480	GOM18_RS00445
OG0000273	EHI52_RS03475	GOM18_RS00440
OG0000274	EHI52_RS03455	GOM18_RS00420
OG0000275	EHI52_RS03450	GOM18_RS04270
OG0000276	EHI52_RS03445	GOM18_RS00410
OG0000277	EHI52_RS03435	GOM18_RS00400
OG0000278	EHI52_RS03430	GOM18_RS00395
OG0000279	EHI52_RS03420	GOM18_RS00385
OG0000280	EHI52_RS03415	GOM18_RS00380
OG0000281	EHI52_RS03410	GOM18_RS00375
OG0000282	EHI52_RS03385	GOM18_RS04310
OG0000283	EHI52_RS03380	GOM18_RS00705
OG0000284	EHI52_RS03375	GOM18_RS00710
OG0000285	EHI52_RS03370	GOM18_RS04315
OG0000286	EHI52_RS02425	GOM18_RS01875
OG0000287	EHI52_RS02515	GOM18_RS01965
OG0000288	EHI52_RS02525	GOM18_RS01975
OG0000289	EHI52_RS02530	GOM18_RS01980
OG0000290	EHI52_RS02640	GOM18_RS02090
OG0000291	EHI52_RS02630	GOM18_RS02080
OG0000292	EHI52_RS02625	GOM18_RS02075
OG0000293	EHI52_RS02620	GOM18_RS02070
OG0000294	EHI52_RS02610	GOM18_RS02060
OG0000295	EHI52_RS02605	GOM18_RS02055
OG0000296	EHI52_RS02565	GOM18_RS02015
OG0000297	EHI52_RS02560	GOM18_RS02010
OG0000298	EHI52_RS00175	GOM18_RS01285
OG0000299	EHI52_RS00200	GOM18_RS03940
OG0000300	EHI52_RS00385	GOM18_RS01480
OG0000301	EHI52_RS00420	GOM18_RS01515
OG0000302	EHI52_RS00425	GOM18_RS01520
OG0000303	EHI52_RS00575	GOM18_RS01665
OG0000304	EHI52_RS01145	GOM18_RS01710
OG0000305	EHI52_RS02870	GOM18_RS01175
OG0000306	EHI52_RS02795	GOM18_RS03130
OG0000307	EHI52_RS02760	GOM18_RS03100
OG0000308	EHI52_RS02660	GOM18_RS02110
OG0000309	EHI52_RS02595	GOM18_RS02045
OG0000310	EHI52_RS02520	GOM18_RS01970
OG0000311	EHI52_RS02485	GOM18_RS01935
OG0000312	EHI52_RS02470	GOM18_RS01920
OG0000313	EHI52_RS01655	GOM18_RS03620
OG0000314	EHI52_RS01980	GOM18_RS03245
OG0000315	EHI52_RS01950	GOM18_RS02210
OG0000316	EHI52_RS01940	GOM18_RS02220
OG0000317	EHI52_RS01850	GOM18_RS02315
OG0000318	EHI52_RS01935	GOM18_RS04425
OG0000319	EHI52_RS02240	GOM18_RS02375
OG0000320	EHI52_RS02370	GOM18_RS02500
OG0000321	EHI52_RS01395	GOM18_RS02820
OG0000322	EHI52_RS01440	GOM18_RS02780
OG0000323	EHI52_RS01570	GOM18_RS02625
OG0000324	EHI52_RS02280	GOM18_RS02415
OG0000325	EHI52_RS00700	GOM18_RS00130
OG0000326	EHI52_RS00795	GOM18_RS00225
OG0000327	EHI52_RS00800	GOM18_RS00230
OG0000328	EHI52_RS00885	GOM18_RS00315
OG0000329	EHI52_RS00905	GOM18_RS00335
OG0000330	EHI52_RS01175	GOM18_RS02890
OG0000331	EHI52_RS02965	GOM18_RS01085
OG0000332	EHI52_RS03130	GOM18_RS00975
OG0000333	EHI52_RS03140	GOM18_RS00965
OG0000334	EHI52_RS03240	GOM18_RS00865
OG0000335	EHI52_RS03250	GOM18_RS00855
OG0000336	EHI52_RS03400	GOM18_RS04265
OG0000337	EHI52_RS03575	GOM18_RS00535
OG0000338	EHI52_RS03615	GOM18_RS00575
OG0000339	EHI52_RS02340	GOM18_RS02475
OG0000340	EHI52_RS01375	GOM18_RS02840
OG0000341	EHI52_RS02300	GOM18_RS02435
OG0000342	EHI52_RS00730	GOM18_RS00160
OG0000343	EHI52_RS03150	GOM18_RS00955
OG0000344	EHI52_RS00590	GOM18_RS01680
OG0000345	EHI52_RS01090	GOM18_RS01770
OG0000346	EHI52_RS03405	GOM18_RS00370
OG0000347	EHI52_RS01465	GOM18_RS02755
OG0000348	EHI52_RS00805	GOM18_RS00235
OG0000349	EHI52_RS03465	GOM18_RS04275
OG0000350	EHI52_RS02750	GOM18_RS03090
OG0000351	EHI52_RS00510	GOM18_RS01600
OG0000352	EHI52_RS02000	GOM18_RS03265
OG0000353	EHI52_RS01435	GOM18_RS02785
OG0000354	EHI52_RS00650	GOM18_RS03455
OG0000355	EHI52_RS02030	GOM18_RS04535
OG0000356	EHI52_RS01945	GOM18_RS04420
OG0000357	EHI52_RS03110	GOM18_RS04370
OG0000358	EHI52_RS03115	GOM18_RS00990
OG0000359	EHI52_RS00775	GOM18_RS04245
OG0000360	EHI52_RS00285	GOM18_RS01385
OG0000361	EHI52_RS00315	GOM18_RS01415
OG0000362	EHI52_RS02540	GOM18_RS01990
OG0000363	EHI52_RS01505	GOM18_RS04485
OG0000365	EHI52_RS01905	GOM18_RS04440
OG0000366	EHI52_RS01880	GOM18_RS02285
OG0000367	EHI52_RS01870	GOM18_RS02295
OG0000368	EHI52_RS00060	GOM18_RS00640
OG0000369	EHI52_RS00025	GOM18_RS04300
OG0000370	EHI52_RS00020	GOM18_RS00600
OG0000371	EHI52_RS00015	GOM18_RS00595
OG0000372	EHI52_RS00010	GOM18_RS00590
OG0000373	EHI52_RS03605	GOM18_RS00565
OG0000374	EHI52_RS03595	GOM18_RS00555
OG0000375	EHI52_RS02235	GOM18_RS02370
OG0000376	EHI52_RS02385	GOM18_RS02515
OG0000377	EHI52_RS02375	GOM18_RS02505
OG0000378	EHI52_RS01355	GOM18_RS02860
OG0000380	EHI52_RS01455	GOM18_RS02765
OG0000381	EHI52_RS01495	GOM18_RS02725
OG0000382	EHI52_RS01525	GOM18_RS02695
OG0000383	EHI52_RS01565	GOM18_RS02630
OG0000384	EHI52_RS00530	GOM18_RS01620
OG0000385	EHI52_RS00535	GOM18_RS01625
OG0000386	EHI52_RS00555	GOM18_RS01645
OG0000387	EHI52_RS00580	GOM18_RS01670
OG0000388	EHI52_RS00585	GOM18_RS04395
OG0000389	EHI52_RS00630	GOM18_RS03480
OG0000390	EHI52_RS02890	GOM18_RS01155
OG0000391	EHI52_RS02880	GOM18_RS01165
OG0000392	EHI52_RS02855	GOM18_RS01190
OG0000393	EHI52_RS02800	GOM18_RS04515
OG0000395	EHI52_RS02720	GOM18_RS02165
OG0000396	EHI52_RS02430	GOM18_RS01880
OG0000397	EHI52_RS02015	GOM18_RS03280
OG0000398	EHI52_RS02010	GOM18_RS03275
OG0000399	EHI52_RS01965	GOM18_RS02195
OG0000400	EHI52_RS03070	GOM18_RS01030
OG0000401	EHI52_RS03135	GOM18_RS00970
OG0000402	EHI52_RS03145	GOM18_RS00960
OG0000403	EHI52_RS03155	GOM18_RS00950
OG0000404	EHI52_RS03185	GOM18_RS00920
OG0000405	EHI52_RS03200	GOM18_RS00905
OG0000406	EHI52_RS03255	GOM18_RS00850
OG0000407	EHI52_RS03260	GOM18_RS04360
OG0000408	EHI52_RS03265	GOM18_RS00840
OG0000409	EHI52_RS03270	GOM18_RS00835
OG0000410	EHI52_RS03330	GOM18_RS00775
OG0000411	EHI52_RS03320	GOM18_RS00785
OG0000412	EHI52_RS03315	GOM18_RS00790
OG0000413	EHI52_RS01580	GOM18_RS02615
OG0000414	EHI52_RS01590	GOM18_RS02605
OG0000415	EHI52_RS01595	GOM18_RS02600
OG0000416	EHI52_RS01605	GOM18_RS02590
OG0000417	EHI52_RS02295	GOM18_RS02430
OG0000418	EHI52_RS02290	GOM18_RS02425
OG0000419	EHI52_RS00710	GOM18_RS00140
OG0000420	EHI52_RS00745	GOM18_RS00175
OG0000421	EHI52_RS00780	GOM18_RS00210
OG0000422	EHI52_RS00790	GOM18_RS00220
OG0000423	EHI52_RS00845	GOM18_RS00275
OG0000424	EHI52_RS00850	GOM18_RS00280
OG0000425	EHI52_RS00860	GOM18_RS00290
OG0000426	EHI52_RS00865	GOM18_RS04250
OG0000427	EHI52_RS00890	GOM18_RS04255
OG0000428	EHI52_RS00915	GOM18_RS00345
OG0000429	EHI52_RS01080	GOM18_RS01780
OG0000430	EHI52_RS01125	GOM18_RS01735
OG0000431	EHI52_RS01135	GOM18_RS01725
OG0000432	EHI52_RS01170	GOM18_RS02885
OG0000433	EHI52_RS01185	GOM18_RS02900
OG0000434	EHI52_RS01190	GOM18_RS02905
OG0000435	EHI52_RS01205	GOM18_RS02920
OG0000436	EHI52_RS01235	GOM18_RS02945
OG0000437	EHI52_RS01245	GOM18_RS02955
OG0000438	EHI52_RS01250	GOM18_RS02960
OG0000439	EHI52_RS01255	GOM18_RS04495
OG0000440	EHI52_RS02945	GOM18_RS04375
OG0000441	EHI52_RS02985	GOM18_RS01065
OG0000442	EHI52_RS00145	GOM18_RS01255
OG0000443	EHI52_RS00195	GOM18_RS01300
OG0000444	EHI52_RS00210	GOM18_RS01315
OG0000445	EHI52_RS00235	GOM18_RS03665
OG0000446	EHI52_RS00265	GOM18_RS01365
OG0000447	EHI52_RS00270	GOM18_RS01370
OG0000448	EHI52_RS00300	GOM18_RS01400
OG0000449	EHI52_RS00325	GOM18_RS01425
OG0000450	EHI52_RS00335	GOM18_RS01435
OG0000451	EHI52_RS00380	GOM18_RS01475
OG0000452	EHI52_RS00405	GOM18_RS01500
OG0000453	EHI52_RS00440	GOM18_RS01535
OG0000455	EHI52_RS03510	GOM18_RS00475
OG0000456	EHI52_RS03390	GOM18_RS00695
OG0000457	EHI52_RS03365	GOM18_RS00720
OG0000458	EHI52_RS02510	GOM18_RS01960
OG0000459	EHI52_RS02535	GOM18_RS01985
OG0000460	EHI52_RS02545	GOM18_RS01995
OG0000461	EHI52_RS02590	GOM18_RS02040
OG0000462	EHI52_RS02585	GOM18_RS02035
OG0000463	EHI52_RS02580	GOM18_RS02030
OG0000464	EHI52_RS02575	GOM18_RS02025
OG0000465	EHI52_RS02570	GOM18_RS02020
OG0000466	EHI52_RS00410	GOM18_RS01505
OG0000467	EHI52_RS02670	GOM18_RS04400
OG0000468	EHI52_RS01970	GOM18_RS02190
OG0000469	EHI52_RS01910	GOM18_RS02250
OG0000470	EHI52_RS03650	GOM18_RS00270
OG0000471	EHI52_RS00920	GOM18_RS00350
OG0000472	EHI52_RS03340	GOM18_RS00765
OG0000473	EHI52_RS03495	GOM18_RS00460
OG0000474	EHI52_RS03500	GOM18_RS00465
OG0000475	EHI52_RS03505	GOM18_RS00470
OG0000476	EHI52_RS01615	GOM18_RS02580
OG0000477	EHI52_RS02615	GOM18_RS02065
OG0000478	EHI52_RS03440	GOM18_RS00405
OG0000479	EHI52_RS01390	GOM18_RS02825
OG0000480	EHI52_RS03665	GOM18_RS02255
OG0000481	EHI52_RS00815	GOM18_RS00245
OG0000482	EHI52_RS01275	GOM18_RS03160
OG0000483	EHI52_RS01865	GOM18_RS02300
OG0000484	EHI52_RS00205	GOM18_RS04385
OG0000485	EHI52_RS01240	GOM18_RS02950
OG0000486	EHI52_RS02315	GOM18_RS02450
OG0000487	EHI52_RS01930	GOM18_RS04430
OG0000488	EHI52_RS01895	GOM18_RS02270
OG0000489	EHI52_RS00050	GOM18_RS00630
OG0000490	EHI52_RS03610	GOM18_RS00570
OG0000491	EHI52_RS01410	GOM18_RS02805
OG0000492	EHI52_RS01485	GOM18_RS02735
OG0000493	EHI52_RS00595	GOM18_RS01685
OG0000494	EHI52_RS00655	GOM18_RS03450
OG0000495	EHI52_RS02825	GOM18_RS01220
OG0000496	EHI52_RS02815	GOM18_RS01230
OG0000497	EHI52_RS02810	GOM18_RS01235
OG0000498	EHI52_RS02730	GOM18_RS03070
OG0000499	EHI52_RS02695	GOM18_RS02140
OG0000500	EHI52_RS02005	GOM18_RS03270
OG0000501	EHI52_RS03080	GOM18_RS01020
OG0000502	EHI52_RS01265	GOM18_RS03150
OG0000503	EHI52_RS00760	GOM18_RS00190
OG0000504	EHI52_RS00895	GOM18_RS00325
OG0000505	EHI52_RS01000	GOM18_RS01860
OG0000506	EHI52_RS01010	GOM18_RS01850
OG0000507	EHI52_RS01045	GOM18_RS01815
OG0000508	EHI52_RS00260	GOM18_RS01360
OG0000509	EHI52_RS00295	GOM18_RS01395
OG0000510	EHI52_RS00305	GOM18_RS01405
OG0000511	EHI52_RS00445	GOM18_RS01540
OG0000512	EHI52_RS02550	GOM18_RS02000
OG0000513	EHI52_RS03425	GOM18_RS00390
OG0000514	EHI52_RS02850	GOM18_RS01195
OG0000515	EHI52_RS02090	GOM18_RS02570
OG0000516	EHI52_RS01925	GOM18_RS04435
OG0000517	EHI52_RS00065	GOM18_RS00645
