Orthogroup	MHP_F72C_genes	MHP_7422_genes
OG0000351	EHI52_RS00510	MHL_RS00505
OG0000352	EHI52_RS02000	MHL_RS02010
OG0000353	EHI52_RS01435	MHL_RS01455
OG0000354	EHI52_RS00650	MHL_RS00725
OG0000355	EHI52_RS02030	MHL_RS01980
OG0000356	EHI52_RS01945	MHL_RS02065
OG0000357	EHI52_RS03110	MHL_RS03100
OG0000358	EHI52_RS03115	MHL_RS03105
OG0000359	EHI52_RS00775	MHL_RS00860
OG0000360	EHI52_RS00285	MHL_RS00280
OG0000361	EHI52_RS00315	MHL_RS00310
OG0000362	EHI52_RS02540	MHL_RS02600
OG0000363	EHI52_RS01505	MHL_RS03985
OG0000364	EHI52_RS03790, EHI52_RS02055	MHL_RS04025
OG0000365	EHI52_RS01905	MHL_RS02105
OG0000366	EHI52_RS01880	MHL_RS02130
OG0000367	EHI52_RS01870	MHL_RS02140
OG0000368	EHI52_RS00060	MHL_RS00065
OG0000369	EHI52_RS00025	MHL_RS00030
OG0000370	EHI52_RS00020	MHL_RS00025
OG0000371	EHI52_RS00015	MHL_RS00020
OG0000372	EHI52_RS00010	MHL_RS00015
OG0000373	EHI52_RS03605	MHL_RS03605
OG0000374	EHI52_RS03595	MHL_RS03590
OG0000375	EHI52_RS02235	MHL_RS02285
OG0000376	EHI52_RS02385	MHL_RS02440
OG0000377	EHI52_RS02375	MHL_RS02430
OG0000378	EHI52_RS01355	MHL_RS01375
OG0000379	EHI52_RS01430	MHL_RS01450
OG0000380	EHI52_RS01455	MHL_RS01475
OG0000381	EHI52_RS01495	MHL_RS01515
OG0000382	EHI52_RS01525	MHL_RS01545
OG0000383	EHI52_RS01565	MHL_RS01585
OG0000384	EHI52_RS00530	MHL_RS00520
OG0000386	EHI52_RS00555	MHL_RS00540
OG0000387	EHI52_RS00580	MHL_RS00565
OG0000388	EHI52_RS00585	MHL_RS00570
OG0000389	EHI52_RS00630	MHL_RS00705
OG0000390	EHI52_RS02890	MHL_RS02945
OG0000391	EHI52_RS02880	MHL_RS02935
OG0000392	EHI52_RS02855	MHL_RS02910
OG0000393	EHI52_RS02800	MHL_RS02855
OG0000394	EHI52_RS02725	MHL_RS02780
OG0000395	EHI52_RS02720	MHL_RS02775
OG0000396	EHI52_RS02430	MHL_RS02490
OG0000397	EHI52_RS02015	MHL_RS01995
OG0000398	EHI52_RS02010	MHL_RS02000
OG0000399	EHI52_RS01965	MHL_RS02045
OG0000400	EHI52_RS03070	MHL_RS03065
OG0000401	EHI52_RS03135	MHL_RS03125
OG0000402	EHI52_RS03145	MHL_RS03135
OG0000403	EHI52_RS03155	MHL_RS03145
OG0000404	EHI52_RS03185	MHL_RS03175
OG0000405	EHI52_RS03200	MHL_RS03190
OG0000406	EHI52_RS03255	MHL_RS03245
OG0000407	EHI52_RS03260	MHL_RS03250
OG0000408	EHI52_RS03265	MHL_RS03255
OG0000409	EHI52_RS03270	MHL_RS03260
OG0000410	EHI52_RS03330	MHL_RS03315
OG0000411	EHI52_RS03320	MHL_RS03305
OG0000412	EHI52_RS03315	MHL_RS03300
OG0000413	EHI52_RS01580	MHL_RS01600
OG0000414	EHI52_RS01590	MHL_RS01610
OG0000415	EHI52_RS01595	MHL_RS01615
OG0000416	EHI52_RS01605	MHL_RS01625
OG0000417	EHI52_RS02295	MHL_RS02350
OG0000418	EHI52_RS02290	MHL_RS02345
OG0000419	EHI52_RS00710	MHL_RS00800
OG0000420	EHI52_RS00745	MHL_RS00835
OG0000421	EHI52_RS00780	MHL_RS00865
OG0000422	EHI52_RS00790	MHL_RS00875
OG0000423	EHI52_RS00845	MHL_RS00930
OG0000424	EHI52_RS00850	MHL_RS00935
OG0000425	EHI52_RS00860	MHL_RS00945
OG0000426	EHI52_RS00865	MHL_RS00950
OG0000427	EHI52_RS00890	MHL_RS00975
OG0000428	EHI52_RS00915	MHL_RS01000
OG0000429	EHI52_RS01080	MHL_RS01095
OG0000430	EHI52_RS01125	MHL_RS01140
OG0000431	EHI52_RS01135	MHL_RS01150
OG0000432	EHI52_RS01170	MHL_RS01180
OG0000433	EHI52_RS01185	MHL_RS01195
OG0000434	EHI52_RS01190	MHL_RS01200
OG0000435	EHI52_RS01205	MHL_RS01215
OG0000436	EHI52_RS01235	MHL_RS01245
OG0000437	EHI52_RS01245	MHL_RS01255
OG0000438	EHI52_RS01250	MHL_RS03965
OG0000439	EHI52_RS01255	MHL_RS01265
OG0000440	EHI52_RS02945	MHL_RS03000
OG0000441	EHI52_RS02985	MHL_RS03040
OG0000442	EHI52_RS00145	MHL_RS00150
OG0000443	EHI52_RS00195	MHL_RS00195
OG0000444	EHI52_RS00210	MHL_RS00205
OG0000445	EHI52_RS00235	MHL_RS00230
OG0000446	EHI52_RS00265	MHL_RS00260
OG0000447	EHI52_RS00270	MHL_RS00265
OG0000448	EHI52_RS00300	MHL_RS00295
OG0000449	EHI52_RS00325	MHL_RS00320
OG0000450	EHI52_RS00335	MHL_RS00330
OG0000452	EHI52_RS00405	MHL_RS00395
OG0000453	EHI52_RS00440	MHL_RS00430
OG0000455	EHI52_RS03510	MHL_RS03510
OG0000456	EHI52_RS03390	MHL_RS03395
OG0000457	EHI52_RS03365	MHL_RS03370
OG0000458	EHI52_RS02510	MHL_RS02570
OG0000459	EHI52_RS02535	MHL_RS02595
OG0000460	EHI52_RS02545	MHL_RS02605
OG0000461	EHI52_RS02590	MHL_RS02650
OG0000462	EHI52_RS02585	MHL_RS02645
OG0000463	EHI52_RS02580	MHL_RS02640
OG0000464	EHI52_RS02575	MHL_RS02635
OG0000465	EHI52_RS02570	MHL_RS02630
OG0000466	EHI52_RS00410	MHL_RS00400
OG0000467	EHI52_RS02670	MHL_RS02730
OG0000468	EHI52_RS01970	MHL_RS02040
OG0000469	EHI52_RS01910	MHL_RS02100
OG0000470	EHI52_RS03650	MHL_RS03825
OG0000471	EHI52_RS00920	MHL_RS01005
OG0000472	EHI52_RS03340	MHL_RS03325
OG0000473	EHI52_RS03495	MHL_RS03495
OG0000474	EHI52_RS03500	MHL_RS03500
OG0000475	EHI52_RS03505	MHL_RS03505
OG0000476	EHI52_RS01615	MHL_RS01635
OG0000477	EHI52_RS02615	MHL_RS02675
OG0000478	EHI52_RS03440	MHL_RS03440
OG0000479	EHI52_RS01390	MHL_RS01410
OG0000480	EHI52_RS03665	MHL_RS03850
OG0000481	EHI52_RS00815	MHL_RS00900
OG0000482	EHI52_RS01275	MHL_RS01295
OG0000483	EHI52_RS01865	MHL_RS02145
OG0000484	EHI52_RS00205	MHL_RS00200
OG0000485	EHI52_RS01240	MHL_RS01250
OG0000486	EHI52_RS02315	MHL_RS02370
OG0000487	EHI52_RS01930	MHL_RS02080
OG0000488	EHI52_RS01895	MHL_RS02115
OG0000489	EHI52_RS00050	MHL_RS00055
OG0000491	EHI52_RS01410	MHL_RS01430
OG0000492	EHI52_RS01485	MHL_RS01505
OG0000494	EHI52_RS00655	MHL_RS00730
OG0000495	EHI52_RS02825	MHL_RS02880
OG0000496	EHI52_RS02815	MHL_RS04090
OG0000497	EHI52_RS02810	MHL_RS02865
OG0000498	EHI52_RS02730	MHL_RS02785
OG0000499	EHI52_RS02695	MHL_RS02750
OG0000500	EHI52_RS02005	MHL_RS02005
OG0000501	EHI52_RS03080	MHL_RS03075
OG0000502	EHI52_RS01265	MHL_RS01285
OG0000503	EHI52_RS00760	MHL_RS00845
OG0000504	EHI52_RS00895	MHL_RS00980
OG0000505	EHI52_RS01000	MHL_RS01015
OG0000506	EHI52_RS01010	MHL_RS01025
OG0000507	EHI52_RS01045	MHL_RS01060
OG0000508	EHI52_RS00260	MHL_RS00255
OG0000509	EHI52_RS00295	MHL_RS00290
OG0000510	EHI52_RS00305	MHL_RS00300
OG0000511	EHI52_RS00445	MHL_RS00435
OG0000512	EHI52_RS02550	MHL_RS02610
OG0000513	EHI52_RS03425	MHL_RS03425
OG0000514	EHI52_RS02850	MHL_RS02905
OG0000515	EHI52_RS02090	MHL_RS01925
OG0000516	EHI52_RS01925	MHL_RS02085
OG0000517	EHI52_RS00065	MHL_RS00070
OG0000518	EHI52_RS03125	MHL_RS03115
OG0000519	EHI52_RS00785	MHL_RS00870
OG0000520	EHI52_RS00910	MHL_RS00995
OG0000521	EHI52_RS00275	MHL_RS00270
OG0000522	EHI52_RS00310	MHL_RS00305
OG0000523	EHI52_RS03360	MHL_RS03365
OG0000524	EHI52_RS02665	MHL_RS02725
OG0000525	EHI52_RS03345	MHL_RS03330
OG0000526	EHI52_RS03800	MHL_RS04020
OG0000527	EHI52_RS02185	MHL_RS01840
OG0000528	EHI52_RS01920	MHL_RS02090
OG0000529	EHI52_RS02250	MHL_RS02300
OG0000530	EHI52_RS02355	MHL_RS02410
OG0000531	EHI52_RS01460	MHL_RS01480
OG0000532	EHI52_RS01685	MHL_RS01715
OG0000534	EHI52_RS00395	MHL_RS00385
OG0000535	EHI52_RS00045	MHL_RS00050
OG0000536	EHI52_RS03545	MHL_RS03540
