Orthogroup	MHP_F72C_genes	MHP_11_genes
OG0000066	EHI52_RS01415	B5C39_RS01545
OG0000067	EHI52_RS00540	B5C39_RS02370
OG0000068	EHI52_RS00660	B5C39_RS02250
OG0000069	EHI52_RS02805	B5C39_RS00035
OG0000070	EHI52_RS02480	B5C39_RS02755
OG0000071	EHI52_RS03285	B5C39_RS00455
OG0000072	EHI52_RS03290	B5C39_RS00460
OG0000073	EHI52_RS00705	B5C39_RS02200
OG0000074	EHI52_RS00900	B5C39_RS02005
OG0000076	EHI52_RS00370	B5C39_RS01185
OG0000077	EHI52_RS00460	B5C39_RS02455
OG0000078	EHI52_RS01735	B5C39_RS03190
OG0000079	EHI52_RS02555	B5C39_RS02835
OG0000080	EHI52_RS03675	B5C39_RS03700
OG0000081	EHI52_RS00350	B5C39_RS01165
OG0000082	EHI52_RS02405	B5C39_RS02680
OG0000083	EHI52_RS01915	B5C39_RS03525
OG0000084	EHI52_RS01890	B5C39_RS03550
OG0000085	EHI52_RS01885	B5C39_RS03555
OG0000086	EHI52_RS01875	B5C39_RS03565
OG0000087	EHI52_RS01860	B5C39_RS03580
OG0000088	EHI52_RS01855	B5C39_RS03585
OG0000089	EHI52_RS01845	B5C39_RS03595
OG0000090	EHI52_RS00070	B5C39_RS00885
OG0000091	EHI52_RS00055	B5C39_RS00870
OG0000092	EHI52_RS00040	B5C39_RS00855
OG0000093	EHI52_RS00035	B5C39_RS00850
OG0000094	EHI52_RS00030	B5C39_RS00845
OG0000095	EHI52_RS00005	B5C39_RS00820
OG0000096	EHI52_RS03620	B5C39_RS00815
OG0000097	EHI52_RS03600	B5C39_RS00795
OG0000098	EHI52_RS03590	B5C39_RS00785
OG0000099	EHI52_RS03540	B5C39_RS00725
OG0000100	EHI52_RS03520	B5C39_RS00710
OG0000101	EHI52_RS03515	B5C39_RS00705
OG0000102	EHI52_RS01760	B5C39_RS03215
OG0000103	EHI52_RS02225	B5C39_RS02495
OG0000104	EHI52_RS02230	B5C39_RS02500
OG0000105	EHI52_RS02245	B5C39_RS02515
OG0000106	EHI52_RS02255	B5C39_RS02525
OG0000107	EHI52_RS02265	B5C39_RS02535
OG0000108	EHI52_RS02270	B5C39_RS02540
OG0000109	EHI52_RS02275	B5C39_RS02545
OG0000110	EHI52_RS02395	B5C39_RS02670
OG0000111	EHI52_RS02390	B5C39_RS02665
OG0000112	EHI52_RS02380	B5C39_RS02655
OG0000113	EHI52_RS02360	B5C39_RS02635
OG0000114	EHI52_RS02350	B5C39_RS02625
OG0000115	EHI52_RS02335	B5C39_RS02610
OG0000116	EHI52_RS01360	B5C39_RS01600
OG0000117	EHI52_RS01365	B5C39_RS01595
OG0000118	EHI52_RS01400	B5C39_RS01560
OG0000119	EHI52_RS01405	B5C39_RS01555
OG0000120	EHI52_RS01420	B5C39_RS01540
OG0000121	EHI52_RS01445	B5C39_RS01515
OG0000122	EHI52_RS01450	B5C39_RS01510
OG0000123	EHI52_RS01470	B5C39_RS01490
OG0000124	EHI52_RS01475	B5C39_RS01485
OG0000125	EHI52_RS01480	B5C39_RS01480
OG0000126	EHI52_RS01490	B5C39_RS01470
OG0000127	EHI52_RS01500	B5C39_RS01460
OG0000128	EHI52_RS01515	B5C39_RS01445
OG0000129	EHI52_RS01520	B5C39_RS01440
OG0000130	EHI52_RS01530	B5C39_RS01430
OG0000131	EHI52_RS01560	B5C39_RS01400
OG0000132	EHI52_RS01575	B5C39_RS01385
OG0000133	EHI52_RS00545	B5C39_RS02365
OG0000134	EHI52_RS00550	B5C39_RS02360
OG0000135	EHI52_RS00565	B5C39_RS02345
OG0000136	EHI52_RS00570	B5C39_RS02340
OG0000137	EHI52_RS00600	B5C39_RS02310
OG0000138	EHI52_RS00635	B5C39_RS02275
OG0000139	EHI52_RS00665	B5C39_RS02245
OG0000140	EHI52_RS00670	B5C39_RS02240
OG0000141	EHI52_RS02925	B5C39_RS00155
OG0000142	EHI52_RS02920	B5C39_RS00150
OG0000143	EHI52_RS02895	B5C39_RS00125
OG0000144	EHI52_RS02885	B5C39_RS00115
OG0000145	EHI52_RS02875	B5C39_RS00105
OG0000146	EHI52_RS02865	B5C39_RS00095
OG0000147	EHI52_RS02860	B5C39_RS00090
OG0000148	EHI52_RS02845	B5C39_RS00075
OG0000149	EHI52_RS02835	B5C39_RS00065
OG0000150	EHI52_RS02820	B5C39_RS00050
OG0000151	EHI52_RS02775	B5C39_RS03055
OG0000152	EHI52_RS02770	B5C39_RS03050
OG0000153	EHI52_RS02765	B5C39_RS03045
OG0000154	EHI52_RS02755	B5C39_RS03035
OG0000155	EHI52_RS02715	B5C39_RS02995
OG0000156	EHI52_RS02705	B5C39_RS02985
OG0000157	EHI52_RS02700	B5C39_RS02980
OG0000158	EHI52_RS03885	B5C39_RS03905
OG0000159	EHI52_RS03925	B5C39_RS03950
OG0000160	EHI52_RS02460	B5C39_RS02735
OG0000161	EHI52_RS02455	B5C39_RS02730
OG0000162	EHI52_RS02445	B5C39_RS02720
OG0000163	EHI52_RS02440	B5C39_RS02715
OG0000164	EHI52_RS01665	B5C39_RS03120
OG0000165	EHI52_RS01995	B5C39_RS03445
OG0000166	EHI52_RS01975	B5C39_RS03465
OG0000167	EHI52_RS01960	B5C39_RS03480
OG0000168	EHI52_RS01955	B5C39_RS03485
OG0000169	EHI52_RS03055	B5C39_RS00235
OG0000170	EHI52_RS03075	B5C39_RS00250
OG0000171	EHI52_RS03085	B5C39_RS00260
OG0000172	EHI52_RS03095	B5C39_RS00265
OG0000173	EHI52_RS03100	B5C39_RS00270
OG0000174	EHI52_RS03105	B5C39_RS00275
OG0000175	EHI52_RS03120	B5C39_RS00290
OG0000176	EHI52_RS03170	B5C39_RS00340
OG0000177	EHI52_RS03175	B5C39_RS00345
OG0000178	EHI52_RS03180	B5C39_RS00350
OG0000179	EHI52_RS03190	B5C39_RS00360
OG0000180	EHI52_RS03195	B5C39_RS00365
OG0000181	EHI52_RS03235	B5C39_RS00405
OG0000182	EHI52_RS03245	B5C39_RS00415
OG0000183	EHI52_RS03280	B5C39_RS00450
OG0000184	EHI52_RS03325	B5C39_RS00495
OG0000185	EHI52_RS03310	B5C39_RS00480
OG0000186	EHI52_RS01585	B5C39_RS01375
OG0000187	EHI52_RS01600	B5C39_RS01360
OG0000188	EHI52_RS01610	B5C39_RS01350
OG0000189	EHI52_RS02310	B5C39_RS02580
OG0000190	EHI52_RS02305	B5C39_RS02575
OG0000191	EHI52_RS02285	B5C39_RS02555
OG0000192	EHI52_RS01280	B5C39_RS01685
OG0000193	EHI52_RS01270	B5C39_RS01695
OG0000194	EHI52_RS00690	B5C39_RS02215
OG0000195	EHI52_RS00695	B5C39_RS02210
OG0000196	EHI52_RS00715	B5C39_RS02190
OG0000197	EHI52_RS00720	B5C39_RS02185
OG0000198	EHI52_RS00735	B5C39_RS02170
OG0000199	EHI52_RS00740	B5C39_RS02165
OG0000200	EHI52_RS00755	B5C39_RS02150
OG0000201	EHI52_RS00765	B5C39_RS02140
OG0000202	EHI52_RS00820	B5C39_RS02085
OG0000203	EHI52_RS00825	B5C39_RS02080
OG0000204	EHI52_RS00830	B5C39_RS02075
OG0000205	EHI52_RS00835	B5C39_RS02070
OG0000206	EHI52_RS00855	B5C39_RS02050
OG0000207	EHI52_RS00870	B5C39_RS02035
OG0000208	EHI52_RS00875	B5C39_RS02030
OG0000209	EHI52_RS00880	B5C39_RS02025
OG0000210	EHI52_RS00925	B5C39_RS01980
OG0000211	EHI52_RS01005	B5C39_RS01970
OG0000212	EHI52_RS01015	B5C39_RS01960
OG0000213	EHI52_RS01020	B5C39_RS01955
OG0000214	EHI52_RS01025	B5C39_RS01950
OG0000215	EHI52_RS01030	B5C39_RS01945
OG0000216	EHI52_RS01035	B5C39_RS01940
OG0000217	EHI52_RS01040	B5C39_RS01935
OG0000218	EHI52_RS01050	B5C39_RS01925
OG0000219	EHI52_RS01055	B5C39_RS01920
OG0000220	EHI52_RS01060	B5C39_RS01915
OG0000221	EHI52_RS01065	B5C39_RS01910
OG0000222	EHI52_RS01070	B5C39_RS01905
OG0000223	EHI52_RS01075	B5C39_RS01900
OG0000224	EHI52_RS01085	B5C39_RS01890
OG0000225	EHI52_RS01095	B5C39_RS01880
OG0000226	EHI52_RS01100	B5C39_RS01875
OG0000227	EHI52_RS01105	B5C39_RS01870
OG0000228	EHI52_RS03905	B5C39_RS03945
OG0000229	EHI52_RS01115	B5C39_RS01860
OG0000230	EHI52_RS01120	B5C39_RS01855
OG0000231	EHI52_RS01130	B5C39_RS01845
OG0000232	EHI52_RS01140	B5C39_RS01835
OG0000233	EHI52_RS01165	B5C39_RS01815
OG0000234	EHI52_RS01200	B5C39_RS01780
OG0000235	EHI52_RS01210	B5C39_RS01770
OG0000236	EHI52_RS01215	B5C39_RS01765
OG0000237	EHI52_RS01220	B5C39_RS01760
OG0000238	EHI52_RS01230	B5C39_RS01750
OG0000239	EHI52_RS02935	B5C39_RS00165
OG0000240	EHI52_RS02940	B5C39_RS00170
OG0000241	EHI52_RS02950	B5C39_RS00180
OG0000242	EHI52_RS02955	B5C39_RS00185
OG0000243	EHI52_RS02960	B5C39_RS00190
OG0000244	EHI52_RS02970	B5C39_RS00200
OG0000245	EHI52_RS02980	B5C39_RS00210
OG0000246	EHI52_RS00140	B5C39_RS00955
OG0000247	EHI52_RS00150	B5C39_RS00965
OG0000248	EHI52_RS00160	B5C39_RS00975
OG0000249	EHI52_RS00165	B5C39_RS00980
OG0000250	EHI52_RS00180	B5C39_RS00995
OG0000251	EHI52_RS00215	B5C39_RS01030
OG0000252	EHI52_RS00225	B5C39_RS01040
OG0000253	EHI52_RS00230	B5C39_RS01045
OG0000254	EHI52_RS00240	B5C39_RS01055
OG0000255	EHI52_RS00250	B5C39_RS01065
OG0000256	EHI52_RS00255	B5C39_RS01070
OG0000257	EHI52_RS00280	B5C39_RS01095
OG0000258	EHI52_RS00290	B5C39_RS01105
OG0000259	EHI52_RS00320	B5C39_RS01135
OG0000260	EHI52_RS00330	B5C39_RS01145
OG0000261	EHI52_RS00340	B5C39_RS01155
OG0000262	EHI52_RS00360	B5C39_RS01175
OG0000263	EHI52_RS00375	B5C39_RS01190
OG0000264	EHI52_RS00390	B5C39_RS01205
OG0000265	EHI52_RS00400	B5C39_RS01215
OG0000266	EHI52_RS00415	B5C39_RS01235
OG0000267	EHI52_RS00430	B5C39_RS01250
OG0000268	EHI52_RS00435	B5C39_RS02480
OG0000269	EHI52_RS00450	B5C39_RS02465
OG0000270	EHI52_RS03490	B5C39_RS00680
OG0000271	EHI52_RS03485	B5C39_RS00675
OG0000272	EHI52_RS03480	B5C39_RS00670
OG0000273	EHI52_RS03475	B5C39_RS00665
OG0000274	EHI52_RS03455	B5C39_RS00645
OG0000275	EHI52_RS03450	B5C39_RS00640
OG0000276	EHI52_RS03445	B5C39_RS00635
OG0000277	EHI52_RS03435	B5C39_RS00625
OG0000278	EHI52_RS03430	B5C39_RS00620
OG0000279	EHI52_RS03420	B5C39_RS00610
OG0000280	EHI52_RS03415	B5C39_RS00605
OG0000281	EHI52_RS03410	B5C39_RS00600
OG0000282	EHI52_RS03385	B5C39_RS00575
OG0000283	EHI52_RS03380	B5C39_RS00570
OG0000284	EHI52_RS03375	B5C39_RS00565
OG0000285	EHI52_RS03370	B5C39_RS00560
OG0000286	EHI52_RS02425	B5C39_RS02700
OG0000287	EHI52_RS02515	B5C39_RS02795
OG0000288	EHI52_RS02525	B5C39_RS02805
OG0000289	EHI52_RS02530	B5C39_RS02810
OG0000290	EHI52_RS02640	B5C39_RS02920
OG0000291	EHI52_RS02630	B5C39_RS02910
OG0000292	EHI52_RS02625	B5C39_RS02905
OG0000293	EHI52_RS02620	B5C39_RS02900
OG0000294	EHI52_RS02610	B5C39_RS02890
OG0000295	EHI52_RS02605	B5C39_RS02885
OG0000296	EHI52_RS02565	B5C39_RS02845
OG0000297	EHI52_RS02560	B5C39_RS02840
OG0000298	EHI52_RS00175	B5C39_RS00990
OG0000299	EHI52_RS00200	B5C39_RS01015
OG0000300	EHI52_RS00385	B5C39_RS01200
OG0000301	EHI52_RS00420	B5C39_RS01240
OG0000302	EHI52_RS00425	B5C39_RS01245
OG0000303	EHI52_RS00575	B5C39_RS02335
OG0000304	EHI52_RS01145	B5C39_RS01830
OG0000305	EHI52_RS02870	B5C39_RS00100
OG0000306	EHI52_RS02795	B5C39_RS03080
OG0000307	EHI52_RS02760	B5C39_RS03040
OG0000308	EHI52_RS02660	B5C39_RS02940
OG0000309	EHI52_RS02595	B5C39_RS02875
OG0000310	EHI52_RS02520	B5C39_RS02800
OG0000311	EHI52_RS02485	B5C39_RS02760
OG0000312	EHI52_RS02470	B5C39_RS02745
OG0000313	EHI52_RS01655	B5C39_RS03110
OG0000314	EHI52_RS01980	B5C39_RS03460
OG0000315	EHI52_RS01950	B5C39_RS03490
OG0000316	EHI52_RS01940	B5C39_RS03500
OG0000317	EHI52_RS01850	B5C39_RS03590
OG0000318	EHI52_RS01935	B5C39_RS03505
OG0000319	EHI52_RS02240	B5C39_RS02510
OG0000320	EHI52_RS02370	B5C39_RS02645
OG0000321	EHI52_RS01395	B5C39_RS01565
OG0000322	EHI52_RS01440	B5C39_RS01520
OG0000323	EHI52_RS01570	B5C39_RS01390
OG0000324	EHI52_RS02280	B5C39_RS02550
OG0000325	EHI52_RS00700	B5C39_RS02205
OG0000326	EHI52_RS00795	B5C39_RS02110
OG0000327	EHI52_RS00800	B5C39_RS02105
OG0000328	EHI52_RS00885	B5C39_RS02020
OG0000329	EHI52_RS00905	B5C39_RS02000
OG0000330	EHI52_RS01175	B5C39_RS01805
OG0000331	EHI52_RS02965	B5C39_RS00195
OG0000332	EHI52_RS03130	B5C39_RS00300
OG0000333	EHI52_RS03140	B5C39_RS00310
OG0000334	EHI52_RS03240	B5C39_RS00410
OG0000335	EHI52_RS03250	B5C39_RS00420
OG0000336	EHI52_RS03400	B5C39_RS00590
OG0000337	EHI52_RS03575	B5C39_RS00770
OG0000338	EHI52_RS03615	B5C39_RS00810
OG0000339	EHI52_RS02340	B5C39_RS02615
OG0000340	EHI52_RS01375	B5C39_RS01585
OG0000341	EHI52_RS02300	B5C39_RS02570
OG0000342	EHI52_RS00730	B5C39_RS02175
OG0000343	EHI52_RS03150	B5C39_RS00320
OG0000344	EHI52_RS00590	B5C39_RS02320
OG0000345	EHI52_RS01090	B5C39_RS01885
OG0000346	EHI52_RS03405	B5C39_RS03940
OG0000347	EHI52_RS01465	B5C39_RS01495
OG0000348	EHI52_RS00805	B5C39_RS02100
OG0000349	EHI52_RS03465	B5C39_RS00655
OG0000350	EHI52_RS02750	B5C39_RS03030
OG0000351	EHI52_RS00510	B5C39_RS02405
OG0000352	EHI52_RS02000	B5C39_RS03440
OG0000353	EHI52_RS01435	B5C39_RS01525
OG0000354	EHI52_RS00650	B5C39_RS02260
OG0000355	EHI52_RS02030	B5C39_RS03410
OG0000356	EHI52_RS01945	B5C39_RS03495
OG0000357	EHI52_RS03110	B5C39_RS00280
OG0000358	EHI52_RS03115	B5C39_RS00285
OG0000359	EHI52_RS00775	B5C39_RS02130
OG0000360	EHI52_RS00285	B5C39_RS01100
OG0000361	EHI52_RS00315	B5C39_RS01130
OG0000362	EHI52_RS02540	B5C39_RS02820
OG0000363	EHI52_RS01505	B5C39_RS03800
OG0000364	EHI52_RS02055	B5C39_RS03710
OG0000365	EHI52_RS01905	B5C39_RS03540
OG0000366	EHI52_RS01880	B5C39_RS03560
OG0000367	EHI52_RS01870	B5C39_RS03570
OG0000368	EHI52_RS00060	B5C39_RS00875
OG0000369	EHI52_RS00025	B5C39_RS00840
OG0000370	EHI52_RS00020	B5C39_RS00835
OG0000371	EHI52_RS00015	B5C39_RS00830
OG0000372	EHI52_RS00010	B5C39_RS00825
OG0000373	EHI52_RS03605	B5C39_RS00800
OG0000374	EHI52_RS03595	B5C39_RS00790
OG0000375	EHI52_RS02235	B5C39_RS02505
OG0000376	EHI52_RS02385	B5C39_RS02660
OG0000377	EHI52_RS02375	B5C39_RS02650
OG0000378	EHI52_RS01355	B5C39_RS01605
OG0000379	EHI52_RS01430	B5C39_RS01530
OG0000380	EHI52_RS01455	B5C39_RS01505
OG0000381	EHI52_RS01495	B5C39_RS01465
OG0000382	EHI52_RS01525	B5C39_RS01435
OG0000383	EHI52_RS01565	B5C39_RS01395
OG0000384	EHI52_RS00530	B5C39_RS02380
OG0000385	EHI52_RS00535	B5C39_RS02375
OG0000386	EHI52_RS00555	B5C39_RS02355
OG0000387	EHI52_RS00580	B5C39_RS02330
OG0000388	EHI52_RS00585	B5C39_RS02325
OG0000389	EHI52_RS00630	B5C39_RS02280
OG0000390	EHI52_RS02890	B5C39_RS00120
OG0000391	EHI52_RS02880	B5C39_RS00110
OG0000392	EHI52_RS02855	B5C39_RS00085
OG0000393	EHI52_RS02800	B5C39_RS00030
OG0000394	EHI52_RS02725	B5C39_RS03005
OG0000395	EHI52_RS02720	B5C39_RS03000
OG0000396	EHI52_RS02430	B5C39_RS02705
OG0000397	EHI52_RS02015	B5C39_RS03425
OG0000398	EHI52_RS02010	B5C39_RS03430
OG0000399	EHI52_RS01965	B5C39_RS03475
OG0000400	EHI52_RS03070	B5C39_RS00245
OG0000401	EHI52_RS03135	B5C39_RS00305
OG0000402	EHI52_RS03145	B5C39_RS00315
OG0000403	EHI52_RS03155	B5C39_RS00325
OG0000404	EHI52_RS03185	B5C39_RS00355
OG0000405	EHI52_RS03200	B5C39_RS00370
OG0000406	EHI52_RS03255	B5C39_RS00425
OG0000407	EHI52_RS03260	B5C39_RS00430
OG0000408	EHI52_RS03265	B5C39_RS00435
OG0000409	EHI52_RS03270	B5C39_RS00440
OG0000410	EHI52_RS03330	B5C39_RS00500
OG0000411	EHI52_RS03320	B5C39_RS00490
OG0000412	EHI52_RS03315	B5C39_RS00485
OG0000413	EHI52_RS01580	B5C39_RS01380
OG0000414	EHI52_RS01590	B5C39_RS01370
OG0000415	EHI52_RS01595	B5C39_RS01365
OG0000416	EHI52_RS01605	B5C39_RS01355
OG0000417	EHI52_RS02295	B5C39_RS02565
OG0000418	EHI52_RS02290	B5C39_RS02560
OG0000419	EHI52_RS00710	B5C39_RS02195
OG0000420	EHI52_RS00745	B5C39_RS02160
OG0000421	EHI52_RS00780	B5C39_RS02125
OG0000422	EHI52_RS00790	B5C39_RS02115
OG0000423	EHI52_RS00845	B5C39_RS02060
OG0000424	EHI52_RS00850	B5C39_RS02055
OG0000425	EHI52_RS00860	B5C39_RS02045
OG0000426	EHI52_RS00865	B5C39_RS02040
OG0000427	EHI52_RS00890	B5C39_RS02015
OG0000428	EHI52_RS00915	B5C39_RS01990
OG0000429	EHI52_RS01080	B5C39_RS01895
OG0000430	EHI52_RS01125	B5C39_RS01850
OG0000431	EHI52_RS01135	B5C39_RS01840
OG0000432	EHI52_RS01170	B5C39_RS01810
OG0000433	EHI52_RS01185	B5C39_RS01795
OG0000434	EHI52_RS01190	B5C39_RS01790
OG0000435	EHI52_RS01205	B5C39_RS01775
OG0000436	EHI52_RS01235	B5C39_RS01745
OG0000437	EHI52_RS01245	B5C39_RS01735
OG0000438	EHI52_RS01250	B5C39_RS01730
OG0000439	EHI52_RS01255	B5C39_RS01725
OG0000440	EHI52_RS02945	B5C39_RS00175
OG0000441	EHI52_RS02985	B5C39_RS00215
OG0000442	EHI52_RS00145	B5C39_RS00960
OG0000443	EHI52_RS00195	B5C39_RS01010
OG0000444	EHI52_RS00210	B5C39_RS01025
OG0000445	EHI52_RS00235	B5C39_RS01050
OG0000446	EHI52_RS00265	B5C39_RS01080
OG0000447	EHI52_RS00270	B5C39_RS01085
OG0000448	EHI52_RS00300	B5C39_RS01115
OG0000449	EHI52_RS00325	B5C39_RS01140
OG0000450	EHI52_RS00335	B5C39_RS01150
OG0000451	EHI52_RS00380	B5C39_RS01195
OG0000452	EHI52_RS00405	B5C39_RS01225
OG0000453	EHI52_RS00440	B5C39_RS02475
OG0000455	EHI52_RS03510	B5C39_RS00700
OG0000456	EHI52_RS03390	B5C39_RS00580
OG0000457	EHI52_RS03365	B5C39_RS00555
OG0000458	EHI52_RS02510	B5C39_RS02790
OG0000459	EHI52_RS02535	B5C39_RS02815
OG0000460	EHI52_RS02545	B5C39_RS02825
OG0000461	EHI52_RS02590	B5C39_RS02870
OG0000462	EHI52_RS02585	B5C39_RS02865
OG0000463	EHI52_RS02580	B5C39_RS02860
OG0000464	EHI52_RS02575	B5C39_RS02855
OG0000465	EHI52_RS02570	B5C39_RS02850
OG0000466	EHI52_RS00410	B5C39_RS01230
OG0000467	EHI52_RS02670	B5C39_RS02950
OG0000468	EHI52_RS01970	B5C39_RS03470
OG0000469	EHI52_RS01910	B5C39_RS03530
OG0000470	EHI52_RS03650	B5C39_RS03690
OG0000471	EHI52_RS00920	B5C39_RS01985
OG0000472	EHI52_RS03340	B5C39_RS00510
OG0000473	EHI52_RS03495	B5C39_RS00685
OG0000474	EHI52_RS03500	B5C39_RS00690
OG0000475	EHI52_RS03505	B5C39_RS00695
OG0000476	EHI52_RS01615	B5C39_RS01345
OG0000477	EHI52_RS02615	B5C39_RS02895
OG0000478	EHI52_RS03440	B5C39_RS00630
OG0000479	EHI52_RS01390	B5C39_RS01570
OG0000480	EHI52_RS03665	B5C39_RS03725
OG0000481	EHI52_RS00815	B5C39_RS02090
OG0000482	EHI52_RS01275	B5C39_RS01690
OG0000483	EHI52_RS01865	B5C39_RS03575
OG0000484	EHI52_RS00205	B5C39_RS01020
OG0000485	EHI52_RS01240	B5C39_RS01740
OG0000486	EHI52_RS02315	B5C39_RS02585
OG0000487	EHI52_RS01930	B5C39_RS03510
OG0000488	EHI52_RS01895	B5C39_RS03545
OG0000489	EHI52_RS00050	B5C39_RS00865
OG0000490	EHI52_RS03610	B5C39_RS00805
OG0000491	EHI52_RS01410	B5C39_RS01550
OG0000492	EHI52_RS01485	B5C39_RS01475
OG0000493	EHI52_RS00595	B5C39_RS02315
OG0000494	EHI52_RS00655	B5C39_RS02255
OG0000495	EHI52_RS02825	B5C39_RS00055
OG0000496	EHI52_RS02815	B5C39_RS00045
OG0000497	EHI52_RS02810	B5C39_RS00040
OG0000498	EHI52_RS02730	B5C39_RS03010
OG0000499	EHI52_RS02695	B5C39_RS02975
OG0000500	EHI52_RS02005	B5C39_RS03435
OG0000501	EHI52_RS03080	B5C39_RS00255
OG0000502	EHI52_RS01265	B5C39_RS01700
OG0000503	EHI52_RS00760	B5C39_RS02145
OG0000504	EHI52_RS00895	B5C39_RS02010
OG0000505	EHI52_RS01000	B5C39_RS01975
OG0000506	EHI52_RS01010	B5C39_RS01965
OG0000507	EHI52_RS01045	B5C39_RS01930
OG0000508	EHI52_RS00260	B5C39_RS01075
OG0000509	EHI52_RS00295	B5C39_RS01110
OG0000510	EHI52_RS00305	B5C39_RS01120
OG0000511	EHI52_RS00445	B5C39_RS02470
OG0000512	EHI52_RS02550	B5C39_RS02830
OG0000513	EHI52_RS03425	B5C39_RS00615
OG0000514	EHI52_RS02850	B5C39_RS00080
OG0000515	EHI52_RS02090	B5C39_RS01335, B5C39_RS03090
OG0000516	EHI52_RS01925	B5C39_RS03515
OG0000517	EHI52_RS00065	B5C39_RS00880
OG0000518	EHI52_RS03125	B5C39_RS00295
OG0000519	EHI52_RS00785	B5C39_RS02120
