Orthogroup	MHP_F72C_genes	MHP_168_genes
OG0000035	EHI52_RS03220	MHP168_RS03185
OG0000035	EHI52_RS03205	MHP168_RS03170
OG0000036	EHI52_RS00115, EHI52_RS03705, EHI52_RS00130	MHP168_RS00105
OG0000037	EHI52_RS01635	MHP168_RS01830
OG0000039	EHI52_RS01675	MHP168_RS01800
OG0000040	EHI52_RS03295	MHP168_RS03260
OG0000041	EHI52_RS03655	MHP168_RS03915, MHP168_RS00980, MHP168_RS03920
OG0000042	EHI52_RS02930	MHP168_RS02950
OG0000043	EHI52_RS02020	MHP168_RS01985
OG0000043	EHI52_RS02020	MHP168_RS01205
OG0000044	EHI52_RS03910	MHP168_RS03745
OG0000045	EHI52_RS01680	MHP168_RS01795
OG0000048	EHI52_RS01840	MHP168_RS02190
OG0000049	EHI52_RS03065	MHP168_RS03035
OG0000050	EHI52_RS02450	MHP168_RS02450
OG0000051	EHI52_RS02650	MHP168_RS04010, MHP168_RS02660
OG0000052	EHI52_RS00075	MHP168_RS00070
OG0000053	EHI52_RS01510	MHP168_RS01535
OG0000054	EHI52_RS02475	MHP168_RS02475
OG0000055	EHI52_RS00135	MHP168_RS00110
OG0000056	EHI52_RS03530	MHP168_RS03500
OG0000057	EHI52_RS02915	MHP168_RS02935
OG0000060	EHI52_RS00080	MHP168_RS01270, MHP168_RS00075
OG0000061	EHI52_RS02075	MHP168_RS01655
OG0000062	EHI52_RS03585	MHP168_RS03625
OG0000063	EHI52_RS03580	MHP168_RS03620
OG0000064	EHI52_RS03570	MHP168_RS03610
OG0000065	EHI52_RS02260	MHP168_RS02125
OG0000066	EHI52_RS01415	MHP168_RS01440
OG0000067	EHI52_RS00540	MHP168_RS00505
OG0000068	EHI52_RS00660	MHP168_RS03810
OG0000069	EHI52_RS02805	MHP168_RS02825
OG0000070	EHI52_RS02480	MHP168_RS02480
OG0000071	EHI52_RS03285	MHP168_RS03250
OG0000072	EHI52_RS03290	MHP168_RS03255
OG0000073	EHI52_RS00705	MHP168_RS00950
OG0000074	EHI52_RS00900	MHP168_RS00760
OG0000075	EHI52_RS00355	MHP168_RS00315
OG0000076	EHI52_RS00370	MHP168_RS00330
OG0000077	EHI52_RS00460	MHP168_RS00420
OG0000078	EHI52_RS01735	MHP168_RS01745
OG0000079	EHI52_RS02555	MHP168_RS02565
OG0000080	EHI52_RS03675	MHP168_RS03900
OG0000081	EHI52_RS00350	MHP168_RS00310
OG0000082	EHI52_RS02405	MHP168_RS03995, MHP168_RS04000
OG0000083	EHI52_RS01915	MHP168_RS02095
OG0000084	EHI52_RS01890	MHP168_RS02245
OG0000085	EHI52_RS01885	MHP168_RS02240
OG0000086	EHI52_RS01875	MHP168_RS02230
OG0000087	EHI52_RS01860	MHP168_RS02215
OG0000088	EHI52_RS01855	MHP168_RS02210
OG0000089	EHI52_RS01845	MHP168_RS02195
OG0000090	EHI52_RS00070	MHP168_RS00065
OG0000091	EHI52_RS00055	MHP168_RS00055
OG0000092	EHI52_RS00040	MHP168_RS00040
OG0000093	EHI52_RS00035	MHP168_RS00035
OG0000094	EHI52_RS00030	MHP168_RS00030
OG0000095	EHI52_RS00005	MHP168_RS00005
OG0000096	EHI52_RS03620	MHP168_RS03660
OG0000097	EHI52_RS03600	MHP168_RS03640
OG0000098	EHI52_RS03590	MHP168_RS03630
OG0000099	EHI52_RS03540	MHP168_RS03510
OG0000100	EHI52_RS03520	MHP168_RS03490
OG0000101	EHI52_RS03515	MHP168_RS03485
OG0000102	EHI52_RS01760	MHP168_RS01720
OG0000103	EHI52_RS02225	MHP168_RS02160
OG0000104	EHI52_RS02230	MHP168_RS02155
OG0000105	EHI52_RS02245	MHP168_RS02140
OG0000106	EHI52_RS02255	MHP168_RS02130
OG0000107	EHI52_RS02265	MHP168_RS02120
OG0000108	EHI52_RS02270	MHP168_RS02115
OG0000109	EHI52_RS02275	MHP168_RS02110
OG0000110	EHI52_RS02395	MHP168_RS02385
OG0000111	EHI52_RS02390	MHP168_RS02380
OG0000112	EHI52_RS02380	MHP168_RS02370
OG0000113	EHI52_RS02360	MHP168_RS02350
OG0000114	EHI52_RS02350	MHP168_RS02340
OG0000115	EHI52_RS02335	MHP168_RS02325
OG0000116	EHI52_RS01360	MHP168_RS01380
OG0000117	EHI52_RS01365	MHP168_RS01385
OG0000118	EHI52_RS01400	MHP168_RS01425
OG0000119	EHI52_RS01405	MHP168_RS01430
OG0000120	EHI52_RS01420	MHP168_RS01445
OG0000121	EHI52_RS01445	MHP168_RS01470
OG0000122	EHI52_RS01450	MHP168_RS01475
OG0000123	EHI52_RS01470	MHP168_RS01495
OG0000124	EHI52_RS01475	MHP168_RS01500
OG0000125	EHI52_RS01480	MHP168_RS01505
OG0000126	EHI52_RS01490	MHP168_RS01515
OG0000127	EHI52_RS01500	MHP168_RS01525
OG0000128	EHI52_RS01515	MHP168_RS01540
OG0000129	EHI52_RS01520	MHP168_RS01545
OG0000130	EHI52_RS01530	MHP168_RS01555
OG0000131	EHI52_RS01560	MHP168_RS01585
OG0000132	EHI52_RS01575	MHP168_RS01600
OG0000133	EHI52_RS00545	MHP168_RS00510
OG0000134	EHI52_RS00550	MHP168_RS00515
OG0000135	EHI52_RS00565	MHP168_RS00530
OG0000136	EHI52_RS00570	MHP168_RS00535
OG0000137	EHI52_RS00600	MHP168_RS00570
OG0000138	EHI52_RS00635	MHP168_RS01030
OG0000139	EHI52_RS00665	MHP168_RS01000
OG0000140	EHI52_RS00670	MHP168_RS00995
OG0000141	EHI52_RS02925	MHP168_RS02945
OG0000142	EHI52_RS02920	MHP168_RS02940
OG0000143	EHI52_RS02895	MHP168_RS02915
OG0000144	EHI52_RS02885	MHP168_RS02905
OG0000145	EHI52_RS02875	MHP168_RS02895
OG0000146	EHI52_RS02865	MHP168_RS02885
OG0000147	EHI52_RS02860	MHP168_RS02880
OG0000148	EHI52_RS02845	MHP168_RS02865
OG0000149	EHI52_RS02835	MHP168_RS02855
OG0000150	EHI52_RS02820	MHP168_RS02840
OG0000151	EHI52_RS02775	MHP168_RS02790
OG0000152	EHI52_RS02770	MHP168_RS02785
OG0000153	EHI52_RS02765	MHP168_RS02780
OG0000154	EHI52_RS02755	MHP168_RS02770
OG0000155	EHI52_RS02715	MHP168_RS02730
OG0000156	EHI52_RS02705	MHP168_RS02720
OG0000157	EHI52_RS02700	MHP168_RS02715
OG0000158	EHI52_RS03885	MHP168_RS04090
OG0000159	EHI52_RS03925	MHP168_RS02465
OG0000160	EHI52_RS02460	MHP168_RS02460
OG0000161	EHI52_RS02455	MHP168_RS02455
OG0000162	EHI52_RS02445	MHP168_RS02445
OG0000163	EHI52_RS02440	MHP168_RS02440
OG0000164	EHI52_RS01665	MHP168_RS01810
OG0000165	EHI52_RS01995	MHP168_RS02010
OG0000166	EHI52_RS01975	MHP168_RS02035
OG0000167	EHI52_RS01960	MHP168_RS02050
OG0000168	EHI52_RS01955	MHP168_RS02055
OG0000169	EHI52_RS03055	MHP168_RS03030
OG0000170	EHI52_RS03075	MHP168_RS03045
OG0000171	EHI52_RS03085	MHP168_RS03055
OG0000172	EHI52_RS03095	MHP168_RS03060
OG0000173	EHI52_RS03100	MHP168_RS03065
OG0000174	EHI52_RS03105	MHP168_RS03070
OG0000175	EHI52_RS03120	MHP168_RS03085
OG0000176	EHI52_RS03170	MHP168_RS03135
OG0000177	EHI52_RS03175	MHP168_RS03140
OG0000178	EHI52_RS03180	MHP168_RS03145
OG0000179	EHI52_RS03190	MHP168_RS03155
OG0000180	EHI52_RS03195	MHP168_RS03160
OG0000181	EHI52_RS03235	MHP168_RS03200
OG0000182	EHI52_RS03245	MHP168_RS03210
OG0000183	EHI52_RS03280	MHP168_RS03245
OG0000184	EHI52_RS03325	MHP168_RS03285
OG0000185	EHI52_RS03310	MHP168_RS03270
OG0000186	EHI52_RS01585	MHP168_RS01610
OG0000187	EHI52_RS01600	MHP168_RS01625
OG0000188	EHI52_RS01610	MHP168_RS01635
OG0000189	EHI52_RS02310	MHP168_RS02300
OG0000190	EHI52_RS02305	MHP168_RS02295
OG0000191	EHI52_RS02285	MHP168_RS02275
OG0000192	EHI52_RS01280	MHP168_RS01290
OG0000193	EHI52_RS01270	MHP168_RS01280
OG0000194	EHI52_RS00690	MHP168_RS00965
OG0000195	EHI52_RS00695	MHP168_RS00960
OG0000196	EHI52_RS00715	MHP168_RS00940
OG0000197	EHI52_RS00720	MHP168_RS00935
OG0000198	EHI52_RS00735	MHP168_RS00920
OG0000199	EHI52_RS00740	MHP168_RS00915
OG0000200	EHI52_RS00755	MHP168_RS00905
OG0000201	EHI52_RS00765	MHP168_RS00895
OG0000202	EHI52_RS00820	MHP168_RS00840
OG0000203	EHI52_RS00825	MHP168_RS00835
OG0000204	EHI52_RS00830	MHP168_RS00830
OG0000205	EHI52_RS00835	MHP168_RS00825
OG0000206	EHI52_RS00855	MHP168_RS00805
OG0000207	EHI52_RS00870	MHP168_RS00790
OG0000208	EHI52_RS00875	MHP168_RS00785
OG0000209	EHI52_RS00880	MHP168_RS00780
OG0000210	EHI52_RS00925	MHP168_RS00730
OG0000211	EHI52_RS01005	MHP168_RS00715
OG0000212	EHI52_RS01015	MHP168_RS00705
OG0000213	EHI52_RS01020	MHP168_RS03705
OG0000214	EHI52_RS01025	MHP168_RS00700
OG0000215	EHI52_RS01030	MHP168_RS00695
OG0000216	EHI52_RS01035	MHP168_RS00690
OG0000217	EHI52_RS01040	MHP168_RS00685
OG0000218	EHI52_RS01050	MHP168_RS00675
OG0000219	EHI52_RS01055	MHP168_RS00670
OG0000220	EHI52_RS01060	MHP168_RS00665
OG0000221	EHI52_RS01065	MHP168_RS00660
OG0000222	EHI52_RS01070	MHP168_RS00655
OG0000223	EHI52_RS01075	MHP168_RS00650
OG0000224	EHI52_RS01085	MHP168_RS00640
OG0000225	EHI52_RS01095	MHP168_RS00630
OG0000226	EHI52_RS01100	MHP168_RS00625
OG0000227	EHI52_RS01105	MHP168_RS00620
OG0000228	EHI52_RS03905	MHP168_RS04100
OG0000229	EHI52_RS01115	MHP168_RS00610
OG0000230	EHI52_RS01120	MHP168_RS00605
OG0000231	EHI52_RS01130	MHP168_RS00595
OG0000232	EHI52_RS01140	MHP168_RS00585
OG0000233	EHI52_RS01165	MHP168_RS01075
OG0000234	EHI52_RS01200	MHP168_RS01110
OG0000235	EHI52_RS01210	MHP168_RS01120
OG0000236	EHI52_RS01215	MHP168_RS01125
OG0000237	EHI52_RS01220	MHP168_RS01130
OG0000238	EHI52_RS01230	MHP168_RS01140
OG0000239	EHI52_RS02935	MHP168_RS02955
OG0000240	EHI52_RS02940	MHP168_RS02960
OG0000241	EHI52_RS02950	MHP168_RS02970
OG0000242	EHI52_RS02955	MHP168_RS02975
OG0000243	EHI52_RS02960	MHP168_RS02980
OG0000244	EHI52_RS02970	MHP168_RS02990
OG0000245	EHI52_RS02980	MHP168_RS03000
OG0000246	EHI52_RS00140	MHP168_RS00115
OG0000247	EHI52_RS00150	MHP168_RS00125
OG0000248	EHI52_RS00160	MHP168_RS00135
OG0000249	EHI52_RS00165	MHP168_RS00140
OG0000250	EHI52_RS00180	MHP168_RS00155
OG0000251	EHI52_RS00215	MHP168_RS00180
OG0000252	EHI52_RS00225	MHP168_RS00190
OG0000253	EHI52_RS00230	MHP168_RS00195
OG0000254	EHI52_RS00240	MHP168_RS00205
OG0000255	EHI52_RS00250	MHP168_RS00215
OG0000256	EHI52_RS00255	MHP168_RS00220
OG0000257	EHI52_RS00280	MHP168_RS00245
OG0000258	EHI52_RS00290	MHP168_RS00255
OG0000259	EHI52_RS00320	MHP168_RS00285
OG0000260	EHI52_RS00330	MHP168_RS00295
OG0000261	EHI52_RS00340	MHP168_RS00305
OG0000262	EHI52_RS00360	MHP168_RS00320
OG0000263	EHI52_RS00375	MHP168_RS00335
OG0000264	EHI52_RS00390	MHP168_RS00350
OG0000265	EHI52_RS00400	MHP168_RS00360
OG0000266	EHI52_RS00415	MHP168_RS00375
OG0000267	EHI52_RS00430	MHP168_RS00390
OG0000268	EHI52_RS00435	MHP168_RS00395
OG0000269	EHI52_RS00450	MHP168_RS00410
OG0000270	EHI52_RS03490	MHP168_RS03460
OG0000271	EHI52_RS03485	MHP168_RS03455
OG0000272	EHI52_RS03480	MHP168_RS03450
OG0000273	EHI52_RS03475	MHP168_RS03445
OG0000274	EHI52_RS03455	MHP168_RS03425
OG0000275	EHI52_RS03450	MHP168_RS03420
OG0000276	EHI52_RS03445	MHP168_RS03415
OG0000277	EHI52_RS03435	MHP168_RS03405
OG0000278	EHI52_RS03430	MHP168_RS03400
OG0000279	EHI52_RS03420	MHP168_RS03390
OG0000280	EHI52_RS03415	MHP168_RS03385
OG0000281	EHI52_RS03410	MHP168_RS03790
OG0000282	EHI52_RS03385	MHP168_RS03360
OG0000283	EHI52_RS03380	MHP168_RS03355
OG0000284	EHI52_RS03375	MHP168_RS03350
OG0000285	EHI52_RS03370	MHP168_RS03345
OG0000286	EHI52_RS02425	MHP168_RS02425
OG0000287	EHI52_RS02515	MHP168_RS02525
OG0000288	EHI52_RS02525	MHP168_RS02535
OG0000289	EHI52_RS02530	MHP168_RS02540
OG0000290	EHI52_RS02640	MHP168_RS02650
OG0000291	EHI52_RS02630	MHP168_RS02640
OG0000292	EHI52_RS02625	MHP168_RS02635
OG0000293	EHI52_RS02620	MHP168_RS02630
OG0000294	EHI52_RS02610	MHP168_RS02620
OG0000295	EHI52_RS02605	MHP168_RS02615
OG0000296	EHI52_RS02565	MHP168_RS02575
OG0000297	EHI52_RS02560	MHP168_RS02570
OG0000298	EHI52_RS00175	MHP168_RS00150
OG0000299	EHI52_RS00200	MHP168_RS03690
OG0000300	EHI52_RS00385	MHP168_RS00345
OG0000301	EHI52_RS00420	MHP168_RS00380
OG0000302	EHI52_RS00425	MHP168_RS00385
OG0000303	EHI52_RS00575	MHP168_RS00540
OG0000304	EHI52_RS01145	MHP168_RS00580
OG0000305	EHI52_RS02870	MHP168_RS02890
OG0000306	EHI52_RS02795	MHP168_RS02810
OG0000307	EHI52_RS02760	MHP168_RS02775
OG0000308	EHI52_RS02660	MHP168_RS02675
OG0000309	EHI52_RS02595	MHP168_RS02605
OG0000310	EHI52_RS02520	MHP168_RS02530
OG0000311	EHI52_RS02485	MHP168_RS02485
OG0000312	EHI52_RS02470	MHP168_RS02470
OG0000313	EHI52_RS01655	MHP168_RS01820
OG0000314	EHI52_RS01980	MHP168_RS02030
OG0000315	EHI52_RS01950	MHP168_RS02060
OG0000316	EHI52_RS01940	MHP168_RS02070
OG0000317	EHI52_RS01850	MHP168_RS02205
OG0000318	EHI52_RS01935	MHP168_RS02075
OG0000319	EHI52_RS02240	MHP168_RS02145
OG0000320	EHI52_RS02370	MHP168_RS02360
OG0000321	EHI52_RS01395	MHP168_RS01420
OG0000322	EHI52_RS01440	MHP168_RS01465
OG0000323	EHI52_RS01570	MHP168_RS01595
OG0000324	EHI52_RS02280	MHP168_RS02270
OG0000325	EHI52_RS00700	MHP168_RS00955
OG0000326	EHI52_RS00795	MHP168_RS00865
OG0000327	EHI52_RS00800	MHP168_RS00860
OG0000328	EHI52_RS00885	MHP168_RS00775
OG0000329	EHI52_RS00905	MHP168_RS00750
OG0000330	EHI52_RS01175	MHP168_RS01085
OG0000331	EHI52_RS02965	MHP168_RS02985
OG0000332	EHI52_RS03130	MHP168_RS03095
OG0000333	EHI52_RS03140	MHP168_RS03105
OG0000334	EHI52_RS03240	MHP168_RS03205
OG0000335	EHI52_RS03250	MHP168_RS03215
OG0000336	EHI52_RS03400	MHP168_RS03375
OG0000337	EHI52_RS03575	MHP168_RS03615
OG0000338	EHI52_RS03615	MHP168_RS03655
OG0000339	EHI52_RS02340	MHP168_RS02330
OG0000340	EHI52_RS01375	MHP168_RS01395
OG0000341	EHI52_RS02300	MHP168_RS02290
OG0000342	EHI52_RS00730	MHP168_RS00925
OG0000343	EHI52_RS03150	MHP168_RS03115
OG0000344	EHI52_RS00590	MHP168_RS00555
OG0000345	EHI52_RS01090	MHP168_RS00635
OG0000346	EHI52_RS03405	MHP168_RS03380
OG0000347	EHI52_RS01465	MHP168_RS01490
OG0000348	EHI52_RS00805	MHP168_RS00855
OG0000349	EHI52_RS03465	MHP168_RS03435
OG0000350	EHI52_RS02750	MHP168_RS02765
OG0000351	EHI52_RS00510	MHP168_RS00475
OG0000352	EHI52_RS02000	MHP168_RS02005
OG0000353	EHI52_RS01435	MHP168_RS01460
OG0000354	EHI52_RS00650	MHP168_RS01015
OG0000355	EHI52_RS02030	MHP168_RS01975
OG0000356	EHI52_RS01945	MHP168_RS02065
OG0000357	EHI52_RS03110	MHP168_RS03075
OG0000358	EHI52_RS03115	MHP168_RS03080
OG0000359	EHI52_RS00775	MHP168_RS00885
OG0000360	EHI52_RS00285	MHP168_RS00250
OG0000361	EHI52_RS00315	MHP168_RS00280
OG0000362	EHI52_RS02540	MHP168_RS02550
OG0000363	EHI52_RS01505	MHP168_RS01530
OG0000364	EHI52_RS03790, EHI52_RS02055	MHP168_RS01955
OG0000365	EHI52_RS01905	MHP168_RS02260
OG0000366	EHI52_RS01880	MHP168_RS02235
OG0000367	EHI52_RS01870	MHP168_RS02225
OG0000368	EHI52_RS00060	MHP168_RS00060
OG0000369	EHI52_RS00025	MHP168_RS00025
OG0000370	EHI52_RS00020	MHP168_RS00020
OG0000371	EHI52_RS00015	MHP168_RS00015
OG0000372	EHI52_RS00010	MHP168_RS00010
OG0000373	EHI52_RS03605	MHP168_RS03645
OG0000374	EHI52_RS03595	MHP168_RS03635
OG0000375	EHI52_RS02235	MHP168_RS02150
OG0000376	EHI52_RS02385	MHP168_RS02375
OG0000377	EHI52_RS02375	MHP168_RS02365
OG0000378	EHI52_RS01355	MHP168_RS01375
OG0000379	EHI52_RS01430	MHP168_RS01455
OG0000380	EHI52_RS01455	MHP168_RS01480
OG0000381	EHI52_RS01495	MHP168_RS01520
OG0000382	EHI52_RS01525	MHP168_RS01550
OG0000383	EHI52_RS01565	MHP168_RS01590
OG0000384	EHI52_RS00530	MHP168_RS00495
OG0000385	EHI52_RS00535	MHP168_RS00500
OG0000386	EHI52_RS00555	MHP168_RS00520
OG0000387	EHI52_RS00580	MHP168_RS00545
OG0000388	EHI52_RS00585	MHP168_RS00550
OG0000389	EHI52_RS00630	MHP168_RS01035
OG0000390	EHI52_RS02890	MHP168_RS02910
OG0000391	EHI52_RS02880	MHP168_RS02900
OG0000392	EHI52_RS02855	MHP168_RS02875
OG0000393	EHI52_RS02800	MHP168_RS02815
OG0000394	EHI52_RS02725	MHP168_RS02740
OG0000395	EHI52_RS02720	MHP168_RS02735
OG0000396	EHI52_RS02430	MHP168_RS02430
OG0000397	EHI52_RS02015	MHP168_RS01990
OG0000398	EHI52_RS02010	MHP168_RS01995
OG0000399	EHI52_RS01965	MHP168_RS02045
OG0000400	EHI52_RS03070	MHP168_RS03040
OG0000401	EHI52_RS03135	MHP168_RS03100
OG0000402	EHI52_RS03145	MHP168_RS03110
OG0000403	EHI52_RS03155	MHP168_RS03120
OG0000404	EHI52_RS03185	MHP168_RS03150
OG0000405	EHI52_RS03200	MHP168_RS03165
OG0000406	EHI52_RS03255	MHP168_RS03220
OG0000407	EHI52_RS03260	MHP168_RS03225
OG0000408	EHI52_RS03265	MHP168_RS03230
OG0000409	EHI52_RS03270	MHP168_RS03235
OG0000410	EHI52_RS03330	MHP168_RS03290
OG0000411	EHI52_RS03320	MHP168_RS03280
OG0000412	EHI52_RS03315	MHP168_RS03275
OG0000413	EHI52_RS01580	MHP168_RS01605
OG0000414	EHI52_RS01590	MHP168_RS01615
OG0000415	EHI52_RS01595	MHP168_RS01620
OG0000416	EHI52_RS01605	MHP168_RS01630
OG0000417	EHI52_RS02295	MHP168_RS03990
OG0000418	EHI52_RS02290	MHP168_RS02280
OG0000419	EHI52_RS00710	MHP168_RS00945
OG0000420	EHI52_RS00745	MHP168_RS00910
OG0000421	EHI52_RS00780	MHP168_RS00880
OG0000422	EHI52_RS00790	MHP168_RS00870
OG0000423	EHI52_RS00845	MHP168_RS00815
OG0000424	EHI52_RS00850	MHP168_RS00810
OG0000425	EHI52_RS00860	MHP168_RS00800
OG0000426	EHI52_RS00865	MHP168_RS00795
OG0000427	EHI52_RS00890	MHP168_RS00770
OG0000428	EHI52_RS00915	MHP168_RS00740
OG0000429	EHI52_RS01080	MHP168_RS00645
OG0000430	EHI52_RS01125	MHP168_RS00600
OG0000431	EHI52_RS01135	MHP168_RS00590
OG0000432	EHI52_RS01170	MHP168_RS01080
OG0000433	EHI52_RS01185	MHP168_RS01095
OG0000434	EHI52_RS01190	MHP168_RS01100
OG0000435	EHI52_RS01205	MHP168_RS01115
OG0000436	EHI52_RS01235	MHP168_RS01145
OG0000437	EHI52_RS01245	MHP168_RS01155
OG0000438	EHI52_RS01250	MHP168_RS01160
OG0000439	EHI52_RS01255	MHP168_RS01165
OG0000440	EHI52_RS02945	MHP168_RS02965
OG0000441	EHI52_RS02985	MHP168_RS03010
OG0000442	EHI52_RS00145	MHP168_RS00120
OG0000443	EHI52_RS00195	MHP168_RS00165
OG0000444	EHI52_RS00210	MHP168_RS00175
OG0000445	EHI52_RS00235	MHP168_RS00200
OG0000446	EHI52_RS00265	MHP168_RS00230
OG0000447	EHI52_RS00270	MHP168_RS00235
OG0000448	EHI52_RS00300	MHP168_RS00265
OG0000449	EHI52_RS00325	MHP168_RS00290
OG0000450	EHI52_RS00335	MHP168_RS00300
OG0000451	EHI52_RS00380	MHP168_RS00340
OG0000452	EHI52_RS00405	MHP168_RS00365
OG0000453	EHI52_RS00440	MHP168_RS00400
OG0000455	EHI52_RS03510	MHP168_RS03480
OG0000456	EHI52_RS03390	MHP168_RS03365
OG0000457	EHI52_RS03365	MHP168_RS03340
OG0000458	EHI52_RS02510	MHP168_RS02520
OG0000459	EHI52_RS02535	MHP168_RS02545
OG0000460	EHI52_RS02545	MHP168_RS02555
OG0000461	EHI52_RS02590	MHP168_RS02600
OG0000462	EHI52_RS02585	MHP168_RS02595
OG0000463	EHI52_RS02580	MHP168_RS02590
OG0000464	EHI52_RS02575	MHP168_RS02585
OG0000465	EHI52_RS02570	MHP168_RS02580
OG0000466	EHI52_RS00410	MHP168_RS00370
OG0000467	EHI52_RS02670	MHP168_RS02685
OG0000468	EHI52_RS01970	MHP168_RS02040
OG0000469	EHI52_RS01910	MHP168_RS02100
OG0000470	EHI52_RS03650	MHP168_RS03855
OG0000471	EHI52_RS00920	MHP168_RS00735
OG0000472	EHI52_RS03340	MHP168_RS03300
OG0000473	EHI52_RS03495	MHP168_RS03465
OG0000474	EHI52_RS03500	MHP168_RS03470
OG0000475	EHI52_RS03505	MHP168_RS03475
OG0000476	EHI52_RS01615	MHP168_RS01640
OG0000477	EHI52_RS02615	MHP168_RS02625
OG0000478	EHI52_RS03440	MHP168_RS03410
OG0000479	EHI52_RS01390	MHP168_RS01415
OG0000480	EHI52_RS03665	MHP168_RS03890
OG0000481	EHI52_RS00815	MHP168_RS00845
OG0000482	EHI52_RS01275	MHP168_RS01285
OG0000483	EHI52_RS01865	MHP168_RS02220
OG0000484	EHI52_RS00205	MHP168_RS00170
OG0000485	EHI52_RS01240	MHP168_RS01150
OG0000486	EHI52_RS02315	MHP168_RS02305
OG0000487	EHI52_RS01930	MHP168_RS02080
OG0000488	EHI52_RS01895	MHP168_RS02250
OG0000489	EHI52_RS00050	MHP168_RS00050
OG0000490	EHI52_RS03610	MHP168_RS03650
OG0000491	EHI52_RS01410	MHP168_RS01435
OG0000492	EHI52_RS01485	MHP168_RS01510
OG0000493	EHI52_RS00595	MHP168_RS00560
OG0000494	EHI52_RS00655	MHP168_RS01010
OG0000495	EHI52_RS02825	MHP168_RS02845
OG0000496	EHI52_RS02815	MHP168_RS02835
OG0000497	EHI52_RS02810	MHP168_RS02830
OG0000498	EHI52_RS02730	MHP168_RS02745
OG0000499	EHI52_RS02695	MHP168_RS02710
OG0000500	EHI52_RS02005	MHP168_RS02000
OG0000501	EHI52_RS03080	MHP168_RS03050
OG0000502	EHI52_RS01265	MHP168_RS01275
OG0000503	EHI52_RS00760	MHP168_RS00900
OG0000505	EHI52_RS01000	MHP168_RS00720
OG0000506	EHI52_RS01010	MHP168_RS00710
OG0000507	EHI52_RS01045	MHP168_RS00680
OG0000508	EHI52_RS00260	MHP168_RS00225
OG0000509	EHI52_RS00295	MHP168_RS00260
OG0000510	EHI52_RS00305	MHP168_RS00270
OG0000511	EHI52_RS00445	MHP168_RS00405
OG0000512	EHI52_RS02550	MHP168_RS02560
OG0000513	EHI52_RS03425	MHP168_RS03395
OG0000514	EHI52_RS02850	MHP168_RS02870
OG0000515	EHI52_RS02090	MHP168_RS01925
OG0000515	EHI52_RS02090	MHP168_RS01650
OG0000516	EHI52_RS01925	MHP168_RS02085
OG0000518	EHI52_RS03125	MHP168_RS03090
OG0000519	EHI52_RS00785	MHP168_RS00875
OG0000520	EHI52_RS00910	MHP168_RS00745
OG0000521	EHI52_RS00275	MHP168_RS00240
