Orthogroup	MHP_F72C_genes	MHP_MHP691_genes
OG0000094	EHI52_RS00030	DR087_RS00460
OG0000095	EHI52_RS00005	DR087_RS00435
OG0000096	EHI52_RS03620	DR087_RS00430
OG0000097	EHI52_RS03600	DR087_RS00410
OG0000098	EHI52_RS03590	DR087_RS00400
OG0000099	EHI52_RS03540	DR087_RS00775
OG0000100	EHI52_RS03520	DR087_RS00750
OG0000101	EHI52_RS03515	DR087_RS00745
OG0000102	EHI52_RS01760	DR087_RS02090
OG0000103	EHI52_RS02225	DR087_RS00180
OG0000104	EHI52_RS02230	DR087_RS00185
OG0000105	EHI52_RS02245	DR087_RS00200
OG0000106	EHI52_RS02255	DR087_RS00210
OG0000107	EHI52_RS02265	DR087_RS00220
OG0000108	EHI52_RS02270	DR087_RS00225
OG0000109	EHI52_RS02275	DR087_RS00230
OG0000110	EHI52_RS02395	DR087_RS01695
OG0000111	EHI52_RS02390	DR087_RS01700
OG0000112	EHI52_RS02380	DR087_RS01710
OG0000113	EHI52_RS02360	DR087_RS04610
OG0000114	EHI52_RS02350	DR087_RS01740
OG0000115	EHI52_RS02335	DR087_RS01750
OG0000116	EHI52_RS01360	DR087_RS03310
OG0000117	EHI52_RS01365	DR087_RS03305
OG0000118	EHI52_RS01400	DR087_RS01190
OG0000119	EHI52_RS01405	DR087_RS01185
OG0000120	EHI52_RS01420	DR087_RS01170
OG0000121	EHI52_RS01445	DR087_RS01145
OG0000122	EHI52_RS01450	DR087_RS01140
OG0000123	EHI52_RS01470	DR087_RS01120
OG0000124	EHI52_RS01475	DR087_RS01115
OG0000125	EHI52_RS01480	DR087_RS01110
OG0000126	EHI52_RS01490	DR087_RS01100
OG0000127	EHI52_RS01500	DR087_RS01090
OG0000128	EHI52_RS01515	DR087_RS01075
OG0000129	EHI52_RS01520	DR087_RS01070
OG0000130	EHI52_RS01530	DR087_RS01060
OG0000131	EHI52_RS01560	DR087_RS04535
OG0000132	EHI52_RS01575	DR087_RS04530
OG0000133	EHI52_RS00545	DR087_RS02865
OG0000134	EHI52_RS00550	DR087_RS02870
OG0000135	EHI52_RS00565	DR087_RS02885
OG0000136	EHI52_RS00570	DR087_RS02890
OG0000137	EHI52_RS00600	DR087_RS02930
OG0000138	EHI52_RS00635	DR087_RS03165
OG0000139	EHI52_RS00665	DR087_RS03135
OG0000140	EHI52_RS00670	DR087_RS03130
OG0000141	EHI52_RS02925	DR087_RS01495
OG0000142	EHI52_RS02920	DR087_RS04585
OG0000143	EHI52_RS02895	DR087_RS01465
OG0000144	EHI52_RS02885	DR087_RS01455
OG0000145	EHI52_RS02875	DR087_RS01445
OG0000146	EHI52_RS02865	DR087_RS01435
OG0000147	EHI52_RS02860	DR087_RS01430
OG0000148	EHI52_RS02845	DR087_RS01415
OG0000149	EHI52_RS02835	DR087_RS01405
OG0000150	EHI52_RS02820	DR087_RS01390
OG0000151	EHI52_RS02775	DR087_RS03290
OG0000152	EHI52_RS02770	DR087_RS03285
OG0000153	EHI52_RS02765	DR087_RS03280
OG0000154	EHI52_RS02755	DR087_RS03270
OG0000155	EHI52_RS02715	DR087_RS03545
OG0000156	EHI52_RS02705	DR087_RS01225
OG0000157	EHI52_RS02700	DR087_RS04555
OG0000158	EHI52_RS03885	DR087_RS04560
OG0000159	EHI52_RS03925	DR087_RS04805
OG0000160	EHI52_RS02460	DR087_RS02460
OG0000161	EHI52_RS02455	DR087_RS02455
OG0000162	EHI52_RS02445	DR087_RS02445
OG0000163	EHI52_RS02440	DR087_RS02440
OG0000164	EHI52_RS01665	DR087_RS03205
OG0000165	EHI52_RS01995	DR087_RS01520
OG0000166	EHI52_RS01975	DR087_RS00005
OG0000167	EHI52_RS01960	DR087_RS00020
OG0000168	EHI52_RS01955	DR087_RS00025
OG0000169	EHI52_RS03055	DR087_RS01010
OG0000170	EHI52_RS03075	DR087_RS00990
OG0000171	EHI52_RS03085	DR087_RS00980
OG0000172	EHI52_RS03095	DR087_RS00975
OG0000173	EHI52_RS03100	DR087_RS00970
OG0000174	EHI52_RS03105	DR087_RS00965
OG0000175	EHI52_RS03120	DR087_RS00950
OG0000176	EHI52_RS03170	DR087_RS00900
OG0000177	EHI52_RS03175	DR087_RS00895
OG0000178	EHI52_RS03180	DR087_RS00890
OG0000179	EHI52_RS03190	DR087_RS00880
OG0000180	EHI52_RS03195	DR087_RS00875
OG0000181	EHI52_RS03235	DR087_RS04520
OG0000182	EHI52_RS03245	DR087_RS00820
OG0000183	EHI52_RS03280	DR087_RS00785
OG0000184	EHI52_RS03325	DR087_RS02140
OG0000185	EHI52_RS03310	DR087_RS02155
OG0000186	EHI52_RS01585	DR087_RS04735
OG0000187	EHI52_RS01600	DR087_RS03425
OG0000188	EHI52_RS01610	DR087_RS03415
OG0000189	EHI52_RS02310	DR087_RS04425
OG0000190	EHI52_RS02305	DR087_RS00260
OG0000191	EHI52_RS02285	DR087_RS00240
OG0000192	EHI52_RS01280	DR087_RS02805
OG0000193	EHI52_RS01270	DR087_RS02790
OG0000194	EHI52_RS00690	DR087_RS02185
OG0000195	EHI52_RS00695	DR087_RS02190
OG0000196	EHI52_RS00715	DR087_RS02210
OG0000197	EHI52_RS00720	DR087_RS02215
OG0000198	EHI52_RS00735	DR087_RS02230
OG0000199	EHI52_RS00740	DR087_RS02235
OG0000200	EHI52_RS00755	DR087_RS02250
OG0000201	EHI52_RS00765	DR087_RS02260
OG0000202	EHI52_RS00820	DR087_RS02315
OG0000203	EHI52_RS00825	DR087_RS02320
OG0000204	EHI52_RS00830	DR087_RS04700
OG0000205	EHI52_RS00835	DR087_RS02610
OG0000206	EHI52_RS00855	DR087_RS02590
OG0000207	EHI52_RS00870	DR087_RS02575
OG0000208	EHI52_RS00875	DR087_RS02570
OG0000209	EHI52_RS00880	DR087_RS02565
OG0000210	EHI52_RS00925	DR087_RS02520
OG0000211	EHI52_RS01005	DR087_RS02630
OG0000212	EHI52_RS01015	DR087_RS02640
OG0000213	EHI52_RS01020	DR087_RS02645
OG0000214	EHI52_RS01025	DR087_RS02650
OG0000215	EHI52_RS01030	DR087_RS02655
OG0000216	EHI52_RS01035	DR087_RS02660
OG0000217	EHI52_RS01040	DR087_RS02665
OG0000218	EHI52_RS01050	DR087_RS02675
OG0000219	EHI52_RS01055	DR087_RS02680
OG0000220	EHI52_RS01060	DR087_RS02685
OG0000221	EHI52_RS01065	DR087_RS02690
OG0000222	EHI52_RS01070	DR087_RS02695
OG0000223	EHI52_RS01075	DR087_RS02700
OG0000224	EHI52_RS01085	DR087_RS02710
OG0000225	EHI52_RS01095	DR087_RS02720
OG0000226	EHI52_RS01100	DR087_RS02725
OG0000227	EHI52_RS01105	DR087_RS02730
OG0000228	EHI52_RS03905	DR087_RS04810
OG0000229	EHI52_RS01115	DR087_RS02740
OG0000230	EHI52_RS01120	DR087_RS02745
OG0000231	EHI52_RS01130	DR087_RS02755
OG0000232	EHI52_RS01140	DR087_RS02765
OG0000233	EHI52_RS01165	DR087_RS02010
OG0000234	EHI52_RS01200	DR087_RS01970
OG0000235	EHI52_RS01210	DR087_RS01960
OG0000236	EHI52_RS01215	DR087_RS01955
OG0000237	EHI52_RS01220	DR087_RS01950
OG0000238	EHI52_RS01230	DR087_RS01940
OG0000239	EHI52_RS02935	DR087_RS03355
OG0000240	EHI52_RS02940	DR087_RS03350
OG0000241	EHI52_RS02950	DR087_RS03340
OG0000242	EHI52_RS02955	DR087_RS03365
OG0000243	EHI52_RS02960	DR087_RS03370
OG0000244	EHI52_RS02970	DR087_RS03380
OG0000245	EHI52_RS02980	DR087_RS03390
OG0000246	EHI52_RS00140	DR087_RS00560
OG0000247	EHI52_RS00150	DR087_RS02415
OG0000248	EHI52_RS00160	DR087_RS02405
OG0000249	EHI52_RS00165	DR087_RS02400
OG0000250	EHI52_RS00180	DR087_RS02385
OG0000251	EHI52_RS00215	DR087_RS02350
OG0000252	EHI52_RS00225	DR087_RS02340
OG0000253	EHI52_RS00230	DR087_RS02335
OG0000254	EHI52_RS00240	DR087_RS02325
OG0000255	EHI52_RS00250	DR087_RS01760
OG0000256	EHI52_RS00255	DR087_RS01765
OG0000257	EHI52_RS00280	DR087_RS01790
OG0000258	EHI52_RS00290	DR087_RS01800
OG0000259	EHI52_RS00320	DR087_RS01830
OG0000260	EHI52_RS00330	DR087_RS01840
OG0000261	EHI52_RS00340	DR087_RS04615
OG0000262	EHI52_RS00360	DR087_RS01865
OG0000263	EHI52_RS00375	DR087_RS01880
OG0000264	EHI52_RS00390	DR087_RS01895
OG0000265	EHI52_RS00400	DR087_RS01910
OG0000266	EHI52_RS00415	DR087_RS03015
OG0000267	EHI52_RS00430	DR087_RS03030
OG0000268	EHI52_RS00435	DR087_RS03035
OG0000269	EHI52_RS00450	DR087_RS03050
OG0000270	EHI52_RS03490	DR087_RS04505
OG0000271	EHI52_RS03485	DR087_RS00715
OG0000272	EHI52_RS03480	DR087_RS00710
OG0000273	EHI52_RS03475	DR087_RS00705
OG0000274	EHI52_RS03455	DR087_RS00685
OG0000275	EHI52_RS03450	DR087_RS04495
OG0000276	EHI52_RS03445	DR087_RS00675
OG0000277	EHI52_RS03435	DR087_RS00665
OG0000278	EHI52_RS03430	DR087_RS00660
OG0000279	EHI52_RS03420	DR087_RS00650
OG0000280	EHI52_RS03415	DR087_RS00645
OG0000281	EHI52_RS03410	DR087_RS00640
OG0000282	EHI52_RS03385	DR087_RS04485
OG0000283	EHI52_RS03380	DR087_RS00610
OG0000284	EHI52_RS03375	DR087_RS00605
OG0000285	EHI52_RS03370	DR087_RS04480
OG0000286	EHI52_RS02425	DR087_RS02425
OG0000287	EHI52_RS02515	DR087_RS02940
OG0000288	EHI52_RS02525	DR087_RS02950
OG0000289	EHI52_RS02530	DR087_RS02955
OG0000290	EHI52_RS02640	DR087_RS01285
OG0000291	EHI52_RS02630	DR087_RS01295
OG0000292	EHI52_RS02625	DR087_RS01300
OG0000293	EHI52_RS02620	DR087_RS01305
OG0000294	EHI52_RS02610	DR087_RS01315
OG0000295	EHI52_RS02605	DR087_RS01320
OG0000296	EHI52_RS02565	DR087_RS02990
OG0000297	EHI52_RS02560	DR087_RS02985
OG0000298	EHI52_RS00175	DR087_RS02390
OG0000299	EHI52_RS00200	DR087_RS02365
OG0000300	EHI52_RS00385	DR087_RS01890
OG0000301	EHI52_RS00420	DR087_RS03020
OG0000302	EHI52_RS00425	DR087_RS03025
OG0000303	EHI52_RS00575	DR087_RS02895
OG0000304	EHI52_RS01145	DR087_RS02770
OG0000305	EHI52_RS02870	DR087_RS01440
OG0000306	EHI52_RS02795	DR087_RS01365
OG0000307	EHI52_RS02760	DR087_RS03275
OG0000308	EHI52_RS02660	DR087_RS01265
OG0000309	EHI52_RS02595	DR087_RS01330
OG0000310	EHI52_RS02520	DR087_RS02945
OG0000311	EHI52_RS02485	DR087_RS02485
OG0000312	EHI52_RS02470	DR087_RS02470
OG0000313	EHI52_RS01655	DR087_RS03215
OG0000314	EHI52_RS01980	DR087_RS01500
OG0000315	EHI52_RS01950	DR087_RS00030
OG0000316	EHI52_RS01940	DR087_RS00040
OG0000317	EHI52_RS01850	DR087_RS00130
OG0000318	EHI52_RS01935	DR087_RS04400
OG0000319	EHI52_RS02240	DR087_RS00195
OG0000320	EHI52_RS02370	DR087_RS01720
OG0000321	EHI52_RS01395	DR087_RS01195
OG0000322	EHI52_RS01440	DR087_RS01150
OG0000323	EHI52_RS01570	DR087_RS01020
OG0000324	EHI52_RS02280	DR087_RS00235
OG0000325	EHI52_RS00700	DR087_RS02195
OG0000326	EHI52_RS00795	DR087_RS02290
OG0000327	EHI52_RS00800	DR087_RS02295
OG0000328	EHI52_RS00885	DR087_RS02560
OG0000329	EHI52_RS00905	DR087_RS02540
OG0000330	EHI52_RS01175	DR087_RS01995
OG0000331	EHI52_RS02965	DR087_RS03375
OG0000332	EHI52_RS03130	DR087_RS00940
OG0000333	EHI52_RS03140	DR087_RS00930
OG0000334	EHI52_RS03240	DR087_RS00825
OG0000335	EHI52_RS03250	DR087_RS00815
OG0000336	EHI52_RS03400	DR087_RS04490
OG0000337	EHI52_RS03575	DR087_RS00385
OG0000338	EHI52_RS03615	DR087_RS00425
OG0000339	EHI52_RS02340	DR087_RS01745
OG0000340	EHI52_RS01375	DR087_RS01215
OG0000341	EHI52_RS02300	DR087_RS00255
OG0000342	EHI52_RS00730	DR087_RS02225
OG0000343	EHI52_RS03150	DR087_RS00920
OG0000344	EHI52_RS00590	DR087_RS02910
OG0000345	EHI52_RS01090	DR087_RS02715
OG0000346	EHI52_RS03405	DR087_RS00635
OG0000347	EHI52_RS01465	DR087_RS01125
OG0000348	EHI52_RS00805	DR087_RS02300
OG0000349	EHI52_RS03465	DR087_RS04500
OG0000350	EHI52_RS02750	DR087_RS03265
OG0000351	EHI52_RS00510	DR087_RS03115
OG0000352	EHI52_RS02000	DR087_RS01525
OG0000353	EHI52_RS01435	DR087_RS01155
OG0000354	EHI52_RS00650	DR087_RS03150
OG0000355	EHI52_RS02030	DR087_RS04595
OG0000356	EHI52_RS01945	DR087_RS04395
OG0000357	EHI52_RS03110	DR087_RS04525
OG0000358	EHI52_RS03115	DR087_RS00955
OG0000359	EHI52_RS00775	DR087_RS04665
OG0000360	EHI52_RS00285	DR087_RS01795
OG0000361	EHI52_RS00315	DR087_RS01825
OG0000362	EHI52_RS02540	DR087_RS02965
OG0000363	EHI52_RS01505	DR087_RS04545
OG0000364	EHI52_RS02055	DR087_RS01580
OG0000365	EHI52_RS01905	DR087_RS04420
OG0000366	EHI52_RS01880	DR087_RS00100
OG0000367	EHI52_RS01870	DR087_RS00110
OG0000368	EHI52_RS00060	DR087_RS00490
OG0000369	EHI52_RS00025	DR087_RS04455
OG0000371	EHI52_RS00015	DR087_RS04765
OG0000372	EHI52_RS00010	DR087_RS00440
OG0000373	EHI52_RS03605	DR087_RS00415
OG0000374	EHI52_RS03595	DR087_RS00405
OG0000375	EHI52_RS02235	DR087_RS00190
OG0000376	EHI52_RS02385	DR087_RS01705
OG0000377	EHI52_RS02375	DR087_RS01715
OG0000378	EHI52_RS01355	DR087_RS03315
OG0000379	EHI52_RS01430	DR087_RS01160
OG0000380	EHI52_RS01455	DR087_RS01135
OG0000381	EHI52_RS01495	DR087_RS01095
OG0000382	EHI52_RS01525	DR087_RS01065
OG0000383	EHI52_RS01565	DR087_RS01025
OG0000384	EHI52_RS00530	DR087_RS03460
OG0000385	EHI52_RS00535	DR087_RS03455
OG0000386	EHI52_RS00555	DR087_RS02875
OG0000387	EHI52_RS00580	DR087_RS02900
OG0000388	EHI52_RS00585	DR087_RS04720
OG0000389	EHI52_RS00630	DR087_RS03170
OG0000390	EHI52_RS02890	DR087_RS01460
OG0000391	EHI52_RS02880	DR087_RS01450
OG0000392	EHI52_RS02855	DR087_RS01425
OG0000393	EHI52_RS02800	DR087_RS04575
OG0000394	EHI52_RS02725	DR087_RS03560
OG0000395	EHI52_RS02720	DR087_RS03550
OG0000396	EHI52_RS02430	DR087_RS02430
OG0000397	EHI52_RS02015	DR087_RS01540
OG0000398	EHI52_RS02010	DR087_RS01535
OG0000399	EHI52_RS01965	DR087_RS00015
OG0000400	EHI52_RS03070	DR087_RS00995
OG0000401	EHI52_RS03135	DR087_RS00935
OG0000402	EHI52_RS03145	DR087_RS00925
OG0000403	EHI52_RS03155	DR087_RS00915
OG0000404	EHI52_RS03185	DR087_RS00885
OG0000405	EHI52_RS03200	DR087_RS00870
OG0000406	EHI52_RS03255	DR087_RS00810
OG0000407	EHI52_RS03260	DR087_RS04515
OG0000408	EHI52_RS03265	DR087_RS00800
OG0000409	EHI52_RS03270	DR087_RS00795
OG0000410	EHI52_RS03330	DR087_RS02135
OG0000411	EHI52_RS03320	DR087_RS02145
OG0000412	EHI52_RS03315	DR087_RS02150
OG0000413	EHI52_RS01580	DR087_RS00355
OG0000414	EHI52_RS01590	DR087_RS03435
OG0000415	EHI52_RS01595	DR087_RS03430
OG0000416	EHI52_RS01605	DR087_RS03420
OG0000417	EHI52_RS02295	DR087_RS00250
OG0000418	EHI52_RS02290	DR087_RS00245
OG0000419	EHI52_RS00710	DR087_RS02205
OG0000420	EHI52_RS00745	DR087_RS02240
OG0000421	EHI52_RS00780	DR087_RS02275
OG0000422	EHI52_RS00790	DR087_RS02285
OG0000423	EHI52_RS00845	DR087_RS02600
OG0000424	EHI52_RS00850	DR087_RS02595
OG0000425	EHI52_RS00860	DR087_RS02585
OG0000426	EHI52_RS00865	DR087_RS04695
OG0000427	EHI52_RS00890	DR087_RS04690
OG0000428	EHI52_RS00915	DR087_RS02530
OG0000429	EHI52_RS01080	DR087_RS02705
OG0000430	EHI52_RS01125	DR087_RS02750
OG0000431	EHI52_RS01135	DR087_RS02760
OG0000432	EHI52_RS01170	DR087_RS02000
OG0000433	EHI52_RS01185	DR087_RS01985
OG0000434	EHI52_RS01190	DR087_RS01980
OG0000435	EHI52_RS01205	DR087_RS01965
OG0000436	EHI52_RS01235	DR087_RS01935
OG0000437	EHI52_RS01245	DR087_RS01925
OG0000438	EHI52_RS01250	DR087_RS01920
OG0000439	EHI52_RS01255	DR087_RS04620
OG0000440	EHI52_RS02945	DR087_RS03345
OG0000441	EHI52_RS02985	DR087_RS03395
OG0000442	EHI52_RS00145	DR087_RS04770
OG0000443	EHI52_RS00195	DR087_RS02370
OG0000444	EHI52_RS00210	DR087_RS02355
OG0000445	EHI52_RS00235	DR087_RS02330
OG0000446	EHI52_RS00265	DR087_RS01775
OG0000447	EHI52_RS00270	DR087_RS01780
OG0000448	EHI52_RS00300	DR087_RS01810
OG0000449	EHI52_RS00325	DR087_RS01835
OG0000450	EHI52_RS00335	DR087_RS01845
OG0000451	EHI52_RS00380	DR087_RS01885
OG0000452	EHI52_RS00405	DR087_RS03005
OG0000453	EHI52_RS00440	DR087_RS03040
OG0000455	EHI52_RS03510	DR087_RS00740
OG0000456	EHI52_RS03390	DR087_RS00620
OG0000457	EHI52_RS03365	DR087_RS00595
OG0000458	EHI52_RS02510	DR087_RS02935
OG0000459	EHI52_RS02535	DR087_RS02960
OG0000460	EHI52_RS02545	DR087_RS02970
OG0000461	EHI52_RS02590	DR087_RS01335
OG0000462	EHI52_RS02585	DR087_RS01340
OG0000463	EHI52_RS02580	DR087_RS01350
OG0000464	EHI52_RS02575	DR087_RS03000
OG0000465	EHI52_RS02570	DR087_RS02995
OG0000466	EHI52_RS00410	DR087_RS03010
OG0000467	EHI52_RS02670	DR087_RS04570
OG0000468	EHI52_RS01970	DR087_RS00010
OG0000469	EHI52_RS01910	DR087_RS00070
OG0000470	EHI52_RS03650	DR087_RS03755
OG0000471	EHI52_RS00920	DR087_RS02525
OG0000472	EHI52_RS03340	DR087_RS02125
OG0000473	EHI52_RS03495	DR087_RS00725
OG0000474	EHI52_RS03500	DR087_RS00730
OG0000475	EHI52_RS03505	DR087_RS00735
OG0000476	EHI52_RS01615	DR087_RS03410
OG0000477	EHI52_RS02615	DR087_RS01310
OG0000478	EHI52_RS03440	DR087_RS00670
OG0000479	EHI52_RS01390	DR087_RS01200
OG0000480	EHI52_RS03665	DR087_RS03730
OG0000481	EHI52_RS00815	DR087_RS02310
OG0000482	EHI52_RS01275	DR087_RS02795
OG0000483	EHI52_RS01865	DR087_RS00115
OG0000484	EHI52_RS00205	DR087_RS04670
OG0000485	EHI52_RS01240	DR087_RS01930
OG0000486	EHI52_RS02315	DR087_RS00270
OG0000487	EHI52_RS01930	DR087_RS04405
OG0000488	EHI52_RS01895	DR087_RS00085
OG0000489	EHI52_RS00050	DR087_RS00480
OG0000490	EHI52_RS03610	DR087_RS00420
OG0000491	EHI52_RS01410	DR087_RS01180
OG0000492	EHI52_RS01485	DR087_RS01105
OG0000493	EHI52_RS00595	DR087_RS02915
OG0000494	EHI52_RS00655	DR087_RS03145
OG0000495	EHI52_RS02825	DR087_RS01395
OG0000496	EHI52_RS02815	DR087_RS01385
OG0000497	EHI52_RS02810	DR087_RS01380
OG0000498	EHI52_RS02730	DR087_RS03245
OG0000499	EHI52_RS02695	DR087_RS01235
OG0000500	EHI52_RS02005	DR087_RS01530
OG0000501	EHI52_RS03080	DR087_RS00985
OG0000502	EHI52_RS01265	DR087_RS02785
OG0000503	EHI52_RS00760	DR087_RS02255
OG0000504	EHI52_RS00895	DR087_RS02550
OG0000505	EHI52_RS01000	DR087_RS02625
OG0000506	EHI52_RS01010	DR087_RS02635
OG0000507	EHI52_RS01045	DR087_RS02670
OG0000508	EHI52_RS00260	DR087_RS01770
OG0000509	EHI52_RS00295	DR087_RS01805
OG0000510	EHI52_RS00305	DR087_RS01815
OG0000511	EHI52_RS00445	DR087_RS03045
OG0000512	EHI52_RS02550	DR087_RS02975
OG0000513	EHI52_RS03425	DR087_RS00655
OG0000514	EHI52_RS02850	DR087_RS01420
OG0000515	EHI52_RS02090	DR087_RS01610
OG0000516	EHI52_RS01925	DR087_RS04410
OG0000517	EHI52_RS00065	DR087_RS00495
OG0000518	EHI52_RS03125	DR087_RS00945
OG0000519	EHI52_RS00785	DR087_RS02280
OG0000520	EHI52_RS00910	DR087_RS02535
OG0000521	EHI52_RS00275	DR087_RS01785
OG0000522	EHI52_RS00310	DR087_RS01820
OG0000523	EHI52_RS03360	DR087_RS00590
OG0000524	EHI52_RS02665	DR087_RS01260
OG0000525	EHI52_RS03345	DR087_RS04645
OG0000526	EHI52_RS03800	DR087_RS04050
OG0000528	EHI52_RS01920	DR087_RS04415
OG0000529	EHI52_RS02250	DR087_RS00205
OG0000530	EHI52_RS02355	DR087_RS01735
OG0000531	EHI52_RS01460	DR087_RS01130
OG0000532	EHI52_RS01685	DR087_RS03180
OG0000534	EHI52_RS00395	DR087_RS01900
OG0000535	EHI52_RS00045	DR087_RS04460
OG0000537	EHI52_RS00725	DR087_RS02220
OG0000538	EHI52_RS01195	DR087_RS01975
OG0000539	EHI52_RS00220	DR087_RS02345
OG0000540	EHI52_RS02635	DR087_RS01290
OG0000541	EHI52_RS02710	DR087_RS01220
OG0000542	EHI52_RS00365	DR087_RS01870
