DR099_RS01990 WP_011284327.1
DR099_RS00100 WP_011206331.1
DR099_RS04285 WP_011206330.1
DR099_RS00110 WP_160606415.1
DR099_RS04290 WP_160606417.1
DR099_RS00120 WP_160606419.1
DR099_RS00125 WP_020835811.1
DR099_RS00130 WP_258555388.1
DR099_RS00135 WP_160606423.1
DR099_RS00140 WP_160606425.1
DR099_RS00145 WP_011284237.1
DR099_RS00150 WP_160606427.1
DR099_RS00155 WP_011206320.1
DR099_RS00160 WP_044284681.1
DR099_RS00165 WP_160606429.1
DR099_RS00170 WP_160587815.1
DR099_RS00175 WP_160587813.1
DR099_RS00180 WP_011206315.1
DR099_RS03705 WP_179695988.1
DR099_RS00190 WP_011206313.1
DR099_RS00195 WP_220200668.1
DR099_RS00200 WP_160606431.1
DR099_RS00205 WP_160606433.1
DR099_RS00210 WP_094521720.1
DR099_RS00215 WP_160606435.1
DR099_RS00220 WP_160606437.1
DR099_RS00225 WP_011284225.1
DR099_RS00230 WP_160600966.1
DR099_RS00235 WP_160606439.1
DR099_RS00240 WP_011206303.1
DR099_RS00245 WP_160606441.1
DR099_RS00250 WP_011206301.1
DR099_RS00255 WP_160606443.1
DR099_RS00260 WP_011284218.1
DR099_RS00265 WP_160606445.1
DR099_RS00270 WP_011284216.1
DR099_RS00275 WP_160606447.1
DR099_RS02945 WP_011205921.1
DR099_RS02950 WP_011205922.1
DR099_RS02955 WP_011205923.1
DR099_RS02960 WP_011283891.1
DR099_RS02965 WP_014579576.1
DR099_RS02970 WP_014579577.1
DR099_RS02975 WP_011283894.1
DR099_RS02980 WP_011206136.1
DR099_RS02985 WP_011206135.1
DR099_RS02990 WP_160606874.1
DR099_RS03000 WP_014579581.1
DR099_RS03050 WP_308704616.1
DR099_RS03055 WP_308704616.1
DR099_RS04140 WP_308704616.1
DR099_RS04555 WP_308704617.1
DR099_RS03065 WP_044272591.1
DR099_RS03070 WP_011284299.1
DR099_RS03075 WP_146379707.1
DR099_RS03080 WP_146379706.1
DR099_RS04150 WP_258555484.1
DR099_RS03090 WP_146379704.1
DR099_RS03095 WP_160606879.1
DR099_RS03100 WP_160606881.1
DR099_RS03105 WP_160585231.1
DR099_RS04560 WP_160588325.1
DR099_RS03115 WP_020835851.1
DR099_RS03120 WP_146379700.1
DR099_RS03125 WP_160606883.1
DR099_RS03130 WP_258555485.1
DR099_RS03135 WP_160606885.1
DR099_RS03140 WP_160606887.1
DR099_RS04160 WP_258555486.1
DR099_RS03150 WP_160606889.1
DR099_RS04565 WP_160606891.1
DR099_RS04570 WP_160606893.1
DR099_RS03165 WP_160606895.1
DR099_RS04175 WP_258555487.1
DR099_RS03175 WP_258555488.1
DR099_RS03180 WP_160606899.1
DR099_RS04180 WP_233688593.1
DR099_RS03190 WP_160606901.1
DR099_RS03195 WP_094521535.1
DR099_RS03200 WP_094521535.1
DR099_RS03205 WP_160606903.1
DR099_RS03210 WP_160606905.1
DR099_RS03215 WP_011206510.1
DR099_RS03220 WP_146379761.1
DR099_RS03225 WP_160606907.1
DR099_RS03230 WP_011284377.1
DR099_RS03235 WP_160588156.1
DR099_RS04575 WP_020835916.1
DR099_RS03245 WP_020835915.1
DR099_RS03250 WP_011284373.1
DR099_RS03255 WP_011206502.1
DR099_RS03265 WP_160606909.1
DR099_RS03270 WP_011283999.1
DR099_RS03275 WP_160606911.1
DR099_RS03280 WP_158209054.1
DR099_RS03285 WP_011284001.1
DR099_RS03290 WP_160606913.1
DR099_RS03295 WP_160606919.1
DR099_RS03300 WP_160606915.1
DR099_RS03305 WP_160587997.1
DR099_RS04580 WP_160606917.1
DR099_RS03315 WP_258555494.1
DR099_RS04585 WP_160606921.1
DR099_RS03325 WP_160606923.1
DR099_RS04590 WP_160606925.1
DR099_RS03335 WP_160606927.1
DR099_RS03340 WP_220200742.1
DR099_RS04210 WP_160606929.1
DR099_RS03350 WP_220200743.1
DR099_RS04215 WP_160606929.1
DR099_RS03360 WP_160606931.1
DR099_RS04655 WP_081430771.1
DR099_RS03370 WP_220200744.1
DR099_RS04595 WP_308704618.1
DR099_RS04600 WP_160606939.1
DR099_RS04605 WP_160606941.1
DR099_RS04235 WP_258555499.1
DR099_RS04240 WP_258555500.1
DR099_RS04245 WP_258555501.1
DR099_RS03395 WP_258555502.1
DR099_RS03400 WP_011206170.1
DR099_RS03405 WP_220200746.1
DR099_RS03410 WP_160606943.1
DR099_RS04660 WP_160606951.1
DR099_RS03420 WP_258555505.1
DR099_RS03425 WP_160606949.1
DR099_RS03430 WP_146379623.1
DR099_RS04665 WP_308704619.1
DR099_RS04260 WP_041361634.1
DR099_RS04615 WP_160606955.1
DR099_RS03455 WP_160585298.1
DR099_RS03460 WP_258555507.1
DR099_RS03470 WP_160606957.1
DR099_RS03475 WP_160606959.1
DR099_RS00280 WP_160606959.1
DR099_RS04295 WP_160606452.1
DR099_RS00290 WP_011290172.1
DR099_RS00295 WP_160587878.1
DR099_RS00300 WP_160606454.1
DR099_RS00305 WP_146379618.1
DR099_RS00310 WP_160606456.1
DR099_RS00315 WP_160606457.1
DR099_RS00320 WP_225972971.1
DR099_RS03715 WP_258555394.1
DR099_RS00330 WP_158520147.1
DR099_RS00340 WP_160606459.1
DR099_RS00345 WP_160606461.1
DR099_RS00350 WP_135618818.1
DR099_RS00360 WP_160606463.1
DR099_RS00365 WP_160606465.1
DR099_RS03720 WP_258555257.1
DR099_RS00375 WP_160606467.1
DR099_RS03725 WP_258555395.1
DR099_RS03730 WP_258555396.1
DR099_RS04300 WP_011206194.1
DR099_RS00410 WP_014579804.1
DR099_RS00415 WP_160606471.1
DR099_RS00420 WP_020835709.1
DR099_RS00425 WP_160606473.1
DR099_RS00430 WP_160606475.1
DR099_RS00435 WP_011206200.1
DR099_RS00440 WP_020835713.1
DR099_RS00445 WP_220200677.1
DR099_RS04305 WP_160606477.1
DR099_RS00455 WP_160606479.1
DR099_RS00460 WP_011283834.1
DR099_RS00465 WP_011289935.1
DR099_RS00470 WP_020835487.1
DR099_RS00475 WP_011205849.1
DR099_RS04310 WP_160606481.1
DR099_RS00485 WP_160606483.1
DR099_RS00490 WP_160584856.1
DR099_RS00495 WP_160606485.1
DR099_RS04315 WP_011289930.1
DR099_RS00505 WP_044272260.1
DR099_RS00510 WP_044272256.1
DR099_RS00515 WP_135618439.1
DR099_RS00520 WP_044272251.1
DR099_RS00525 WP_011206529.1
DR099_RS00530 WP_011284394.1
DR099_RS00535 WP_160606487.1
DR099_RS00540 WP_160606489.1
DR099_RS00545 WP_160606491.1
DR099_RS00550 WP_160606493.1
DR099_RS00555 WP_160588100.1
DR099_RS00560 WP_011290443.1
DR099_RS04320 WP_160606495.1
DR099_RS00570 WP_050195472.1
DR099_RS00575 WP_160606497.1
DR099_RS00590 WP_258555399.1
DR099_RS03480 WP_160606961.1
DR099_RS03485 WP_160606963.1
DR099_RS04270 WP_258555377.1
DR099_RS03495 WP_160588364.1
DR099_RS03500 WP_160606965.1
DR099_RS03505 WP_160606965.1
DR099_RS03510 WP_160606965.1
DR099_RS03515 WP_160606967.1
DR099_RS03520 WP_160606967.1
DR099_RS03525 WP_160606967.1
DR099_RS03530 WP_160606967.1
DR099_RS03535 WP_160606969.1
DR099_RS03540 WP_160606969.1
DR099_RS03545 WP_160606969.1
DR099_RS03550 WP_160606969.1
DR099_RS03555 WP_160606969.1
DR099_RS00600 WP_160606505.1
DR099_RS00605 WP_160606507.1
DR099_RS00610 WP_011283887.1
DR099_RS00615 WP_041361533.1
DR099_RS00620 WP_160606509.1
DR099_RS00625 WP_160606511.1
DR099_RS00630 WP_160606513.1
DR099_RS00635 WP_160606515.1
DR099_RS00640 WP_041361531.1
DR099_RS00645 WP_014579568.1
DR099_RS00650 WP_160606517.1
DR099_RS04325 WP_160606519.1
DR099_RS00660 WP_160606521.1
DR099_RS00665 WP_094521550.1
DR099_RS00670 WP_160606523.1
DR099_RS00675 WP_258555282.1
DR099_RS00680 WP_011289979.1
DR099_RS00685 WP_135618505.1
DR099_RS00690 WP_011289977.1
DR099_RS00695 WP_146379469.1
DR099_RS00700 WP_220200685.1
DR099_RS00705 WP_011289974.1
DR099_RS00710 WP_225973008.1
DR099_RS00715 WP_011289973.1
DR099_RS00720 WP_160606525.1
DR099_RS00725 WP_014579553.1
DR099_RS00730 WP_020835513.1
DR099_RS00735 WP_044272682.1
DR099_RS00740 WP_011205889.1
DR099_RS00745 WP_160600667.1
DR099_RS00755 WP_160600665.1
DR099_RS00760 WP_044284571.1
DR099_RS00765 WP_160606527.1
DR099_RS00770 WP_011205883.1
DR099_RS00775 WP_011289963.1
DR099_RS00780 WP_014579544.1
DR099_RS00785 WP_011205880.1
DR099_RS04330 WP_228365405.1
DR099_RS00795 WP_160606529.1
DR099_RS00800 WP_044272282.1
DR099_RS03795 WP_308704588.1
DR099_RS00815 WP_160584772.1
DR099_RS00820 WP_160606533.1
DR099_RS00825 WP_160606535.1
DR099_RS00830 WP_160606537.1
DR099_RS00835 WP_052259122.1
DR099_RS00840 WP_020835500.1
DR099_RS00845 WP_258555412.1
DR099_RS03560 WP_258555508.1
DR099_RS03565 WP_258555508.1
DR099_RS03570 WP_258555508.1
DR099_RS03575 WP_258555508.1
DR099_RS04670 WP_258555508.1
DR099_RS03585 WP_258555509.1
DR099_RS03590 WP_258555509.1
DR099_RS03595 WP_258555509.1
DR099_RS03600 WP_258555509.1
DR099_RS03605 WP_258555509.1
DR099_RS03610 WP_258555509.1
DR099_RS03615 WP_258555509.1
DR099_RS00850 WP_308704590.1
DR099_RS00855 WP_160606542.1
DR099_RS04335 WP_014579703.1
DR099_RS04340 WP_308704591.1
DR099_RS00870 WP_160606544.1
DR099_RS00875 WP_160606546.1
DR099_RS00880 WP_160606548.1
DR099_RS00885 WP_232039579.1
DR099_RS00890 WP_160606550.1
DR099_RS00895 WP_160606552.1
DR099_RS00900 WP_011205977.1
DR099_RS00905 WP_011290103.1
DR099_RS00910 WP_160606554.1
DR099_RS00915 WP_011284018.1
DR099_RS00920 WP_011205973.1
DR099_RS00925 WP_160606556.1
DR099_RS04345 WP_020835635.1
DR099_RS00935 WP_160606558.1
DR099_RS00940 WP_011205969.1
DR099_RS00945 WP_011290108.1
DR099_RS00950 WP_160585678.1
DR099_RS00955 WP_020835639.1
DR099_RS00960 WP_011205965.1
DR099_RS00965 WP_011284027.1
DR099_RS00970 WP_020835640.1
DR099_RS00975 WP_011205962.1
DR099_RS00980 WP_160584724.1
DR099_RS00985 WP_020835642.1
DR099_RS00990 WP_011284032.1
DR099_RS00995 WP_020835643.1
DR099_RS01000 WP_160588252.1
DR099_RS01005 WP_020835645.1
DR099_RS01010 WP_160606560.1
DR099_RS01015 WP_011205954.1
DR099_RS01020 WP_011290118.1
DR099_RS01025 WP_011205952.1
DR099_RS01030 WP_160606562.1
DR099_RS03620 WP_160606971.1
DR099_RS03625 WP_160606971.1
DR099_RS03630 WP_160606973.1
DR099_RS03635 WP_308704620.1
DR099_RS01035 WP_160606564.1
DR099_RS04350 WP_094521740.1
DR099_RS01045 WP_160606566.1
DR099_RS03825 WP_228366107.1
DR099_RS01055 WP_160606568.1
DR099_RS01060 WP_011206391.1
DR099_RS01065 WP_011206390.1
DR099_RS01070 WP_160606570.1
DR099_RS01075 WP_160606572.1
DR099_RS01080 WP_258555421.1
DR099_RS01085 WP_014579943.1
DR099_RS01090 WP_011206385.1
DR099_RS01095 WP_011206384.1
DR099_RS01100 WP_160606574.1
DR099_RS01105 WP_160606575.1
DR099_RS01110 WP_160587854.1
DR099_RS01115 WP_020835837.1
DR099_RS01120 WP_011206379.1
DR099_RS01125 WP_160606577.1
DR099_RS01130 WP_011284272.1
DR099_RS01135 WP_011206376.1
DR099_RS01140 WP_011284271.1
DR099_RS01145 WP_160606579.1
DR099_RS01150 WP_011284269.1
DR099_RS04355 WP_160606581.1
DR099_RS01160 WP_160606583.1
DR099_RS03835 WP_258555422.1
DR099_RS01165 WP_258555423.1
DR099_RS01170 WP_135619214.1
DR099_RS01175 WP_135619214.1
DR099_RS01180 WP_011290193.1
DR099_RS01185 WP_011290193.1
DR099_RS01190 WP_160606589.1
DR099_RS01195 WP_011206207.1
DR099_RS01200 WP_160606591.1
DR099_RS01205 WP_160606593.1
DR099_RS04360 WP_308704593.1
DR099_RS01215 WP_160606597.1
DR099_RS04365 WP_220200697.1
DR099_RS04370 WP_220200698.1
DR099_RS04375 WP_011206214.1
DR099_RS04380 WP_160606599.1
DR099_RS01240 WP_014579823.1
DR099_RS01245 WP_014579824.1
DR099_RS03640 WP_011206218.1
DR099_RS04385 WP_160606601.1
DR099_RS01255 WP_160606603.1
DR099_RS01260 WP_020835728.1
DR099_RS01265 WP_011284142.1
DR099_RS01270 WP_160606605.1
DR099_RS01275 WP_011206224.1
DR099_RS01280 WP_160606607.1
DR099_RS01285 WP_225973040.1
DR099_RS01290 WP_160606609.1
DR099_RS01295 WP_020835732.1
DR099_RS03880 WP_258555428.1
DR099_RS01305 WP_146379589.1
DR099_RS01310 WP_011290212.1
DR099_RS01315 WP_011290213.1
DR099_RS04390 WP_308507102.1
DR099_RS01335 WP_160606615.1
DR099_RS01340 WP_160606617.1
DR099_RS01350 WP_160606619.1
DR099_RS01355 WP_011206142.1
DR099_RS01360 WP_011206141.1
DR099_RS01365 WP_160606621.1
DR099_RS01370 WP_020835661.1
DR099_RS03885 WP_258555434.1
DR099_RS01375 WP_258555435.1
DR099_RS03890 WP_258555436.1
DR099_RS01380 WP_258555437.1
DR099_RS03895 WP_258555438.1
DR099_RS04395 WP_240536640.1
DR099_RS01390 WP_160606623.1
DR099_RS01395 WP_011205932.1
DR099_RS01400 WP_011284056.1
DR099_RS01405 WP_011284055.1
DR099_RS01410 WP_020835657.1
DR099_RS01415 WP_160606625.1
DR099_RS04400 WP_020835656.1
DR099_RS01425 WP_146379568.1
DR099_RS04405 WP_044272410.1
DR099_RS01435 WP_160606645.1
DR099_RS01440 WP_160606627.1
DR099_RS04410 WP_160606629.1
DR099_RS01475 WP_011284046.1
DR099_RS01480 WP_160606631.1
DR099_RS01485 WP_160606633.1
DR099_RS01490 WP_160600834.1
DR099_RS04415 WP_160606635.1
DR099_RS04420 WP_308704597.1
DR099_RS01505 WP_011205948.1
DR099_RS01510 WP_160606639.1
DR099_RS01515 WP_160606641.1
DR099_RS01520 WP_308704596.1
DR099_RS01525 WP_011206072.1
DR099_RS01530 WP_011290039.1
DR099_RS01535 WP_308704598.1
DR099_RS01545 WP_240536364.1
DR099_RS01550 WP_160584807.1
DR099_RS01555 WP_160588270.1
DR099_RS01560 WP_160606648.1
DR099_RS01565 WP_135618573.1
DR099_RS01570 WP_160606650.1
DR099_RS04425 WP_308704599.1
DR099_RS01585 WP_011283934.1
DR099_RS01590 WP_160606653.1
DR099_RS01595 WP_160588272.1
DR099_RS01605 WP_160606655.1
DR099_RS01610 WP_011206086.1
DR099_RS01615 WP_011206087.1
DR099_RS01620 WP_160606656.1
DR099_RS01625 WP_011290028.1
DR099_RS01630 WP_041361572.1
DR099_RS01635 WP_020835573.1
DR099_RS01640 WP_160606658.1
DR099_RS01645 WP_160606660.1
DR099_RS01650 WP_160606662.1
DR099_RS01655 WP_011283924.1
DR099_RS01660 WP_160606664.1
DR099_RS01665 WP_044272325.1
DR099_RS01670 WP_011290021.1
DR099_RS01680 WP_011206101.1
DR099_RS01685 WP_011206102.1
DR099_RS01690 WP_011206103.1
DR099_RS01695 WP_160606666.1
DR099_RS01700 WP_308704602.1
DR099_RS01715 WP_160606670.1
DR099_RS01720 WP_160606672.1
DR099_RS01725 WP_160606674.1
DR099_RS01730 WP_160606678.1
DR099_RS01735 WP_011283978.1
DR099_RS01740 WP_014579601.1
DR099_RS01745 WP_146379524.1
DR099_RS01750 WP_011206025.1
DR099_RS01755 WP_050195474.1
DR099_RS01760 WP_011206027.1
DR099_RS01765 WP_011206028.1
DR099_RS04635 WP_041361593.1
DR099_RS01775 WP_011206031.1
DR099_RS01780 WP_011206032.1
DR099_RS01785 WP_044284599.1
DR099_RS01790 WP_014579611.1
DR099_RS01795 WP_011206035.1
DR099_RS01800 WP_011206036.1
DR099_RS01805 WP_041361589.1
DR099_RS01810 WP_011206038.1
DR099_RS01815 WP_011206039.1
DR099_RS01820 WP_160606682.1
DR099_RS01825 WP_011206041.1
DR099_RS01830 WP_011290058.1
DR099_RS01835 WP_020835590.1
DR099_RS01840 WP_011206044.1
DR099_RS01845 WP_160606684.1
DR099_RS01850 WP_011290055.1
DR099_RS01855 WP_011206047.1
DR099_RS01860 WP_011283963.1
DR099_RS01865 WP_011206048.1
DR099_RS01870 WP_011206049.1
DR099_RS01875 WP_011206050.1
DR099_RS01880 WP_011290053.1
DR099_RS01885 WP_160606686.1
DR099_RS01890 WP_044272348.1
DR099_RS01895 WP_011206054.1
DR099_RS01900 WP_146379514.1
DR099_RS01905 WP_225973017.1
DR099_RS04430 WP_044284596.1
DR099_RS01915 WP_146379513.1
DR099_RS04435 WP_135618593.1
DR099_RS01925 WP_041361583.1
DR099_RS01930 WP_011206061.1
DR099_RS01935 WP_135618591.1
DR099_RS01940 WP_160606687.1
DR099_RS04440 WP_160606689.1
DR099_RS01950 WP_011206065.1
DR099_RS01955 WP_011290044.1
DR099_RS01960 WP_135618587.1
DR099_RS01965 WP_020835585.1
DR099_RS03645 WP_011206069.1
DR099_RS01975 WP_160606691.1
DR099_RS04445 WP_308704603.1
