DR086_RS03915 WP_160590553.1
DR086_RS00365 WP_308704698.1
DR086_RS00370 WP_308704698.1
DR086_RS02740 WP_160584795.1
DR086_RS02745 WP_011206102.1
DR086_RS02750 WP_160587949.1
DR086_RS02755 WP_160590403.1
DR086_RS02760 WP_308507047.1
DR086_RS02775 WP_160584793.1
DR086_RS02780 WP_160590407.1
DR086_RS02785 WP_160590407.1
DR086_RS04970 WP_160590409.1
DR086_RS02795 WP_160584784.1
DR086_RS04975 WP_308704708.1
DR086_RS02805 WP_160585610.1
DR086_RS03975 WP_011206069.1
DR086_RS02815 WP_135618585.1
DR086_RS02820 WP_135618587.1
DR086_RS02825 WP_011290044.1
DR086_RS02830 WP_011206065.1
DR086_RS04980 WP_011206064.1
DR086_RS02840 WP_094521594.1
DR086_RS02845 WP_160590413.1
DR086_RS02850 WP_011206061.1
DR086_RS02855 WP_041361583.1
DR086_RS04985 WP_160590415.1
DR086_RS02865 WP_011283955.1
DR086_RS04990 WP_308704709.1
DR086_RS02875 WP_011206056.1
DR086_RS02880 WP_146379514.1
DR086_RS02885 WP_011206054.1
DR086_RS02890 WP_014579622.1
DR086_RS02895 WP_011206052.1
DR086_RS02900 WP_160590418.1
DR086_RS02905 WP_167871266.1
DR086_RS02910 WP_135619046.1
DR086_RS02915 WP_135619044.1
DR086_RS02920 WP_135619042.1
DR086_RS02925 WP_011206406.1
DR086_RS02930 WP_146379704.1
DR086_RS02935 WP_146379703.1
DR086_RS02940 WP_146379702.1
DR086_RS02945 WP_044272588.1
DR086_RS02950 WP_160585229.1
DR086_RS02955 WP_020835851.1
DR086_RS02960 WP_146379700.1
DR086_RS02965 WP_160590420.1
DR086_RS02970 WP_160590420.1
DR086_RS04995 WP_160590422.1
DR086_RS05000 WP_160590424.1
DR086_RS02985 WP_011206333.1
DR086_RS05005 WP_014579918.1
DR086_RS02995 WP_011206335.1
DR086_RS03000 WP_160590426.1
DR086_RS03005 WP_020835820.1
DR086_RS03010 WP_160585121.1
DR086_RS03015 WP_160585121.1
DR086_RS03020 WP_160590428.1
DR086_RS03025 WP_160590430.1
DR086_RS03030 WP_011290024.1
DR086_RS03035 WP_011206094.1
DR086_RS03040 WP_011206093.1
DR086_RS03045 WP_160590432.1
DR086_RS03050 WP_179695841.1
DR086_RS03055 WP_041361572.1
DR086_RS03060 WP_011290028.1
DR086_RS03065 WP_094521586.1
DR086_RS03070 WP_011283930.1
DR086_RS03075 WP_011206086.1
DR086_RS03080 WP_020835574.1
DR086_RS03090 WP_020835575.1
DR086_RS03095 WP_020835576.1
DR086_RS03100 WP_011283934.1
DR086_RS03105 WP_258555710.1
DR086_RS03110 WP_258555711.1
DR086_RS03115 WP_160590436.1
DR086_RS03120 WP_146379648.1
DR086_RS03125 WP_258555712.1
DR086_RS03130 WP_160590440.1
DR086_RS03135 WP_258555585.1
DR086_RS03140 WP_160590444.1
DR086_RS03145 WP_160590446.1
DR086_RS03150 WP_160590450.1
DR086_RS05010 WP_308704710.1
DR086_RS05015 WP_160590452.1
DR086_RS03165 WP_160590454.1
DR086_RS05020 WP_160590456.1
DR086_RS05025 WP_308704613.1
DR086_RS05030 WP_020835902.1
DR086_RS03185 WP_011290314.1
DR086_RS03190 WP_160585259.1
DR086_RS03195 WP_258555714.1
DR086_RS03200 WP_258555715.1
DR086_RS03205 WP_160590468.1
DR086_RS03210 WP_160587842.1
DR086_RS03215 WP_160590460.1
DR086_RS03220 WP_011206347.1
DR086_RS03225 WP_160590462.1
DR086_RS03230 WP_160590464.1
DR086_RS04500 WP_258555239.1
DR086_RS03245 WP_160590470.1
DR086_RS03255 WP_160590473.1
DR086_RS05035 WP_160590475.1
DR086_RS03265 WP_014579530.1
DR086_RS03270 WP_014579531.1
DR086_RS03275 WP_258555717.1
DR086_RS03280 WP_258555718.1
DR086_RS05080 WP_308507028.1
DR086_RS00380 WP_160590015.1
DR086_RS04040 WP_258555653.1
DR086_RS04045 WP_258555396.1
DR086_RS04750 WP_011206194.1
DR086_RS00415 WP_160585024.1
DR086_RS00420 WP_160585022.1
DR086_RS00425 WP_146379611.1
DR086_RS00430 WP_146379610.1
DR086_RS00435 WP_160590018.1
DR086_RS00440 WP_011206200.1
DR086_RS00445 WP_160590022.1
DR086_RS00450 WP_160590024.1
DR086_RS00455 WP_160590026.1
DR086_RS00460 WP_160590029.1
DR086_RS00465 WP_011290194.1
DR086_RS00470 WP_160590031.1
DR086_RS00475 WP_011206207.1
DR086_RS00480 WP_160585173.1
DR086_RS00485 WP_160585171.1
DR086_RS04755 WP_308704699.1
DR086_RS00495 WP_160590036.1
DR086_RS04760 WP_220190711.1
DR086_RS04765 WP_220200751.1
DR086_RS04770 WP_011206214.1
DR086_RS04775 WP_160590040.1
DR086_RS00520 WP_160590043.1
DR086_RS00525 WP_014579824.1
DR086_RS03935 WP_011206218.1
DR086_RS04780 WP_160590046.1
DR086_RS00535 WP_160590046.1
DR086_RS00540 WP_011206221.1
DR086_RS00545 WP_011284142.1
DR086_RS00550 WP_160590049.1
DR086_RS00555 WP_146379594.1
DR086_RS00560 WP_160590052.1
DR086_RS00565 WP_220200603.1
DR086_RS00570 WP_160590070.1
DR086_RS00575 WP_020835732.1
DR086_RS00580 WP_160590058.1
DR086_RS00585 WP_146379589.1
DR086_RS00590 WP_011206231.1
DR086_RS00595 WP_160590061.1
DR086_RS00610 WP_160590061.1
DR086_RS03285 WP_160590479.1
DR086_RS03290 WP_258555619.1
DR086_RS03295 WP_160590481.1
DR086_RS03305 WP_146379571.1
DR086_RS03310 WP_011290137.1
DR086_RS03315 WP_011206141.1
DR086_RS03320 WP_135618730.1
DR086_RS04510 WP_258555720.1
DR086_RS03325 WP_258555721.1
DR086_RS03330 WP_308704711.1
DR086_RS05040 WP_160590483.1
DR086_RS03980 WP_160590483.1
DR086_RS03340 WP_011206072.1
DR086_RS03345 WP_160590491.1
DR086_RS03350 WP_308704712.1
DR086_RS03360 WP_240536364.1
DR086_RS03365 WP_160590493.1
DR086_RS03370 WP_160590495.1
DR086_RS03375 WP_146379504.1
DR086_RS03380 WP_160590497.1
DR086_RS03385 WP_011206080.1
DR086_RS05045 WP_308704713.1
DR086_RS03400 WP_014579714.1
DR086_RS03405 WP_160590503.1
DR086_RS03410 WP_160590505.1
DR086_RS03415 WP_011290102.1
DR086_RS03420 WP_258555724.1
DR086_RS04525 WP_020835629.1
DR086_RS03435 WP_020835629.1
DR086_RS04530 WP_258555725.1
DR086_RS04535 WP_258555726.1
DR086_RS05050 WP_160590507.1
DR086_RS03450 WP_146379640.1
DR086_RS03455 WP_258555347.1
DR086_RS03465 WP_160590509.1
DR086_RS03470 WP_011290245.1
DR086_RS03475 WP_011290245.1
DR086_RS04545 WP_240536590.1
DR086_RS05055 WP_308506998.1
DR086_RS03485 WP_011284157.1
DR086_RS04555 WP_258555727.1
DR086_RS03495 WP_258555727.1
DR086_RS03500 WP_160590517.1
DR086_RS05060 WP_160590513.1
DR086_RS03510 WP_160590515.1
DR086_RS03515 WP_160590515.1
DR086_RS03520 WP_215738622.1
DR086_RS03525 WP_160575817.1
DR086_RS03530 WP_160590519.1
DR086_RS03535 WP_011206453.1
DR086_RS03540 WP_160590521.1
DR086_RS05065 WP_160590523.1
DR086_RS03555 WP_160590525.1
DR086_RS04570 WP_160590527.1
DR086_RS03565 WP_160590529.1
DR086_RS00615 WP_160590529.1
DR086_RS04785 WP_160590073.1
DR086_RS00625 WP_160590073.1
DR086_RS00630 WP_160590103.1
DR086_RS00635 WP_258555658.1
DR086_RS00640 WP_160590075.1
DR086_RS00645 WP_160590079.1
DR086_RS00655 WP_258555659.1
DR086_RS00660 WP_160590085.1
DR086_RS00665 WP_020835695.1
DR086_RS00670 WP_011284100.1
DR086_RS00675 WP_160585755.1
DR086_RS04790 WP_020835697.1
DR086_RS00685 WP_160590087.1
DR086_RS00690 WP_014579691.1
DR086_RS00695 WP_044277979.1
DR086_RS04105 WP_258555660.1
DR086_RS00705 WP_011290233.1
DR086_RS04795 WP_160581239.1
DR086_RS00715 WP_014579687.1
DR086_RS00720 WP_160581237.1
DR086_RS00730 WP_160590089.1
DR086_RS00735 WP_014579683.1
DR086_RS00740 WP_258555661.1
DR086_RS04115 WP_258555662.1
DR086_RS00745 WP_160590091.1
DR086_RS00750 WP_160590093.1
DR086_RS04120 WP_258555663.1
DR086_RS04800 WP_160590095.1
DR086_RS00765 WP_160590097.1
DR086_RS00770 WP_014579677.1
DR086_RS00775 WP_014579676.1
DR086_RS00780 WP_014579675.1
DR086_RS00785 WP_308704700.1
DR086_RS04135 WP_258555664.1
DR086_RS03940 WP_192894277.1
DR086_RS05085 WP_192894277.1
DR086_RS00810 WP_160590099.1
DR086_RS00815 WP_258555665.1
DR086_RS00820 WP_011290180.1
DR086_RS03950 WP_158632000.1
DR086_RS00825 WP_146379612.1
DR086_RS03570 WP_146379612.1
DR086_RS04575 WP_233688423.1
DR086_RS04580 WP_233688424.1
DR086_RS03580 WP_094521688.1
DR086_RS03585 WP_160590531.1
DR086_RS03590 WP_160590531.1
DR086_RS04585 WP_308704714.1
DR086_RS04590 WP_258555731.1
DR086_RS03600 WP_258555731.1
DR086_RS03605 WP_160590533.1
DR086_RS03610 WP_160590533.1
DR086_RS03615 WP_160590535.1
DR086_RS03620 WP_160590535.1
DR086_RS03625 WP_160590535.1
DR086_RS03630 WP_160590535.1
DR086_RS03635 WP_011290019.1
DR086_RS03640 WP_160590537.1
DR086_RS03645 WP_160590539.1
DR086_RS05070 WP_135618734.1
DR086_RS03655 WP_135618734.1
DR086_RS03660 WP_135618734.1
DR086_RS03665 WP_135618734.1
DR086_RS00830 WP_258555672.1
DR086_RS04810 WP_160590113.1
DR086_RS00840 WP_160590115.1
DR086_RS00845 WP_160590117.1
DR086_RS00850 WP_011206325.1
DR086_RS00855 WP_160590119.1
DR086_RS00860 WP_160590121.1
DR086_RS00865 WP_160590123.1
DR086_RS00870 WP_160590125.1
DR086_RS00875 WP_011206320.1
DR086_RS00880 WP_160590127.1
DR086_RS00885 WP_160590129.1
DR086_RS00890 WP_160590131.1
DR086_RS00895 WP_160590133.1
DR086_RS00900 WP_160590135.1
DR086_RS04145 WP_179695988.1
DR086_RS00910 WP_160590137.1
DR086_RS00915 WP_220200762.1
DR086_RS00920 WP_011284228.1
DR086_RS00925 WP_011206310.1
DR086_RS00930 WP_011206309.1
DR086_RS00935 WP_011284227.1
DR086_RS00940 WP_041361673.1
DR086_RS00945 WP_011284225.1
DR086_RS00950 WP_020835797.1
DR086_RS00955 WP_160585006.1
DR086_RS00960 WP_044272549.1
DR086_RS00965 WP_011290282.1
DR086_RS00970 WP_014579890.1
DR086_RS00975 WP_160590139.1
DR086_RS00980 WP_011206299.1
DR086_RS00985 WP_160590141.1
DR086_RS00990 WP_160590143.1
DR086_RS00995 WP_020835790.1
DR086_RS05110 WP_020835790.1
DR086_RS03675 WP_020835790.1
DR086_RS03680 WP_020835790.1
DR086_RS03685 WP_258555620.1
DR086_RS03690 WP_160590541.1
DR086_RS04605 WP_258555732.1
DR086_RS03700 WP_258555732.1
DR086_RS03705 WP_160590543.1
DR086_RS05115 WP_160590543.1
DR086_RS03715 WP_160590543.1
DR086_RS01000 WP_160590543.1
DR086_RS01005 WP_160587867.1
DR086_RS01010 WP_228365393.1
DR086_RS01015 WP_160590147.1
DR086_RS04815 WP_160590149.1
DR086_RS01025 WP_011206373.1
DR086_RS01030 WP_160585682.1
DR086_RS01035 WP_160590151.1
DR086_RS01040 WP_160590153.1
DR086_RS01045 WP_146379689.1
DR086_RS01050 WP_160590155.1
DR086_RS01055 WP_011290331.1
DR086_RS01060 WP_020835837.1
DR086_RS01065 WP_160587854.1
DR086_RS01070 WP_160590157.1
DR086_RS01075 WP_020835840.1
DR086_RS01080 WP_011206384.1
DR086_RS01085 WP_011206385.1
DR086_RS01090 WP_160590159.1
DR086_RS01095 WP_258555674.1
DR086_RS01100 WP_160590161.1
DR086_RS01105 WP_044272582.1
DR086_RS01110 WP_160590163.1
DR086_RS01115 WP_135619026.1
DR086_RS01120 WP_011284286.1
DR086_RS01130 WP_020835847.1
DR086_RS04820 WP_160587865.1
DR086_RS01140 WP_011290345.1
DR086_RS03720 WP_011290345.1
DR086_RS05120 WP_220200805.1
DR086_RS05125 WP_220200806.1
DR086_RS03735 WP_220200806.1
DR086_RS03740 WP_220200806.1
DR086_RS05130 WP_220200807.1
DR086_RS04630 WP_220200807.1
DR086_RS05135 WP_220200808.1
DR086_RS05140 WP_220200809.1
DR086_RS01150 WP_160590168.1
DR086_RS01155 WP_094521535.1
DR086_RS01160 WP_011283834.1
DR086_RS01165 WP_160590170.1
DR086_RS01170 WP_160584849.1
DR086_RS01175 WP_160584852.1
DR086_RS04825 WP_160584854.1
DR086_RS01185 WP_011205847.1
DR086_RS01190 WP_020835484.1
DR086_RS01195 WP_014579519.1
DR086_RS04830 WP_160588112.1
DR086_RS01205 WP_044272260.1
DR086_RS01210 WP_044272256.1
DR086_RS01215 WP_160590172.1
DR086_RS01220 WP_044272251.1
DR086_RS01225 WP_011206529.1
DR086_RS01230 WP_011284394.1
DR086_RS01235 WP_146379773.1
DR086_RS01240 WP_160585758.1
DR086_RS01245 WP_146379771.1
DR086_RS01250 WP_160590174.1
DR086_RS01255 WP_146379769.1
DR086_RS01260 WP_094521530.1
DR086_RS04835 WP_041361715.1
DR086_RS01270 WP_011290441.1
DR086_RS01275 WP_011290440.1
DR086_RS01290 WP_160590177.1
DR086_RS03770 WP_160590177.1
DR086_RS03775 WP_160590177.1
DR086_RS05145 WP_220200810.1
DR086_RS03785 WP_220200810.1
DR086_RS04655 WP_220200810.1
DR086_RS03795 WP_220200810.1
DR086_RS05150 WP_220200811.1
DR086_RS05155 WP_220200812.1
DR086_RS05160 WP_220200813.1
DR086_RS05165 WP_220200814.1
DR086_RS01295 WP_220200814.1
DR086_RS01300 WP_160590179.1
DR086_RS01305 WP_160590181.1
DR086_RS01310 WP_160590183.1
DR086_RS01315 WP_160590185.1
DR086_RS01320 WP_044272620.1
DR086_RS01325 WP_160585273.1
DR086_RS01330 WP_160590187.1
DR086_RS03955 WP_179221224.1
DR086_RS01340 WP_094521504.1
DR086_RS01345 WP_220200769.1
DR086_RS01350 WP_011206435.1
DR086_RS01355 WP_160590189.1
DR086_RS01360 WP_011206433.1
DR086_RS01365 WP_135619070.1
DR086_RS01370 WP_011290372.1
DR086_RS01375 WP_160590191.1
DR086_RS01380 WP_160590193.1
DR086_RS01385 WP_160588052.1
DR086_RS04840 WP_228366113.1
DR086_RS01395 WP_160590195.1
DR086_RS01400 WP_160585649.1
DR086_RS01405 WP_011206424.1
DR086_RS01410 WP_160590197.1
DR086_RS01415 WP_220200770.1
DR086_RS01420 WP_160585651.1
DR086_RS01425 WP_160590199.1
DR086_RS01430 WP_160590201.1
DR086_RS01435 WP_160585654.1
DR086_RS05170 WP_220200815.1
DR086_RS03825 WP_220200815.1
DR086_RS05175 WP_220200816.1
DR086_RS04690 WP_220200816.1
DR086_RS03840 WP_160590545.1
DR086_RS05295 WP_220200817.1
DR086_RS05300 WP_220200818.1
DR086_RS03855 WP_002557989.1
DR086_RS05305 WP_220200819.1
DR086_RS03865 WP_160590549.1
DR086_RS04845 WP_094521522.1
DR086_RS01445 WP_220191147.1
DR086_RS01450 WP_160590207.1
DR086_RS04850 WP_228366117.1
DR086_RS01460 WP_011290421.1
DR086_RS01465 WP_160590209.1
DR086_RS01470 WP_011206494.1
DR086_RS01475 WP_011206493.1
DR086_RS01480 WP_041361708.1
DR086_RS01485 WP_011290418.1
DR086_RS01490 WP_011206490.1
DR086_RS01495 WP_011290416.1
DR086_RS05090 WP_232039558.1
DR086_RS04855 WP_011206488.1
DR086_RS01515 WP_011206487.1
DR086_RS04860 WP_160590212.1
DR086_RS01525 WP_160590214.1
DR086_RS01530 WP_160590216.1
DR086_RS04865 WP_160584909.1
DR086_RS01540 WP_160590218.1
DR086_RS01545 WP_258555679.1
DR086_RS04870 WP_160590222.1
DR086_RS04875 WP_160590224.1
DR086_RS01560 WP_308704702.1
DR086_RS03870 WP_308704702.1
DR086_RS05310 WP_220200820.1
DR086_RS03880 WP_160590551.1
DR086_RS05315 WP_220200821.1
DR086_RS03890 WP_220200821.1
DR086_RS05320 WP_220200822.1
DR086_RS04725 WP_258555734.1
DR086_RS03905 WP_258555735.1
DR086_RS03910 WP_258555735.1
DR086_RS01565 WP_258555735.1
DR086_RS01570 WP_258555735.1
DR086_RS04880 WP_160585690.1
DR086_RS04245 WP_308704704.1
DR086_RS04250 WP_160590228.1
DR086_RS04885 WP_160590230.1
DR086_RS01595 WP_135618779.1
DR086_RS01600 WP_135619192.1
DR086_RS01605 WP_014579758.1
DR086_RS01610 WP_160590232.1
DR086_RS01615 WP_160590234.1
DR086_RS01620 WP_160590236.1
DR086_RS01625 WP_160590237.1
DR086_RS05095 WP_225973034.1
DR086_RS01635 WP_160590239.1
DR086_RS04890 WP_160590241.1
DR086_RS01645 WP_160590243.1
DR086_RS01650 WP_308507007.1
DR086_RS01655 WP_011290145.1
DR086_RS01660 WP_308704703.1
DR086_RS04265 WP_258555683.1
DR086_RS03960 WP_220191275.1
DR086_RS01670 WP_160590247.1
