DR088_RS04475 WP_160588173.1
DR088_RS02610 WP_011205969.1
DR088_RS02615 WP_179221071.1
DR088_RS02620 WP_135618686.1
DR088_RS02625 WP_160588241.1
DR088_RS02630 WP_160588243.1
DR088_RS02635 WP_011284027.1
DR088_RS02640 WP_192894288.1
DR088_RS02645 WP_011205962.1
DR088_RS02650 WP_160588248.1
DR088_RS02655 WP_020835642.1
DR088_RS02660 WP_011284032.1
DR088_RS02665 WP_020835643.1
DR088_RS02670 WP_160588252.1
DR088_RS02675 WP_160588256.1
DR088_RS02680 WP_011205955.1
DR088_RS02685 WP_011205954.1
DR088_RS02690 WP_011290118.1
DR088_RS02695 WP_160588259.1
DR088_RS02700 WP_160588262.1
DR088_RS02705 WP_160588265.1
DR088_RS02710 WP_160588267.1
DR088_RS02715 WP_308507052.1
DR088_RS02725 WP_225973015.1
DR088_RS02730 WP_146379506.1
DR088_RS02735 WP_160588270.1
DR088_RS02740 WP_146379504.1
DR088_RS02745 WP_020835579.1
DR088_RS02750 WP_011206080.1
DR088_RS04555 WP_308507100.1
DR088_RS02765 WP_011283934.1
DR088_RS02770 WP_016340193.1
DR088_RS02775 WP_160588272.1
DR088_RS02785 WP_020835574.1
DR088_RS02790 WP_011206086.1
DR088_RS02795 WP_011283930.1
DR088_RS02800 WP_011290029.1
DR088_RS02805 WP_011290028.1
DR088_RS02810 WP_041361572.1
DR088_RS02815 WP_179695841.1
DR088_RS02820 WP_160588274.1
DR088_RS02825 WP_011206093.1
DR088_RS02830 WP_011206094.1
DR088_RS02835 WP_094521583.1
DR088_RS02840 WP_011290023.1
DR088_RS02845 WP_044272325.1
DR088_RS02850 WP_011290021.1
DR088_RS02855 WP_160588278.1
DR088_RS02860 WP_011206239.1
DR088_RS02865 WP_146379628.1
DR088_RS02870 WP_160588280.1
DR088_RS02875 WP_160588282.1
DR088_RS02880 WP_014579831.1
DR088_RS02885 WP_135618884.1
DR088_RS02890 WP_011290219.1
DR088_RS02895 WP_011284169.1
DR088_RS02900 WP_308507065.1
DR088_RS02905 WP_146379632.1
DR088_RS02910 WP_160588283.1
DR088_RS02915 WP_020835755.1
DR088_RS02920 WP_160588285.1
DR088_RS02925 WP_160588287.1
DR088_RS02930 WP_160588289.1
DR088_RS02935 WP_146379637.1
DR088_RS04560 WP_160588291.1
DR088_RS02945 WP_160588293.1
DR088_RS04565 WP_160588297.1
DR088_RS02955 WP_146379652.1
DR088_RS02960 WP_160585153.1
DR088_RS02970 WP_160588299.1
DR088_RS02975 WP_135619210.1
DR088_RS02980 WP_160588301.1
DR088_RS02985 WP_146379654.1
DR088_RS02990 WP_179221158.1
DR088_RS02995 WP_011206289.1
DR088_RS03000 WP_041361671.1
DR088_RS03005 WP_160588303.1
DR088_RS03010 WP_146379657.1
DR088_RS03015 WP_011206293.1
DR088_RS04190 WP_258555362.1
DR088_RS04195 WP_225972988.1
DR088_RS03035 WP_225972988.1
DR088_RS03045 WP_160588305.1
DR088_RS03050 WP_146379488.1
DR088_RS03055 WP_160588307.1
DR088_RS04570 WP_160588309.1
DR088_RS03065 WP_160588311.1
DR088_RS03070 WP_146379484.1
DR088_RS03075 WP_011206119.1
DR088_RS03080 WP_011206120.1
DR088_RS03090 WP_011290004.1
DR088_RS03095 WP_228365407.1
DR088_RS03100 WP_094521764.1
DR088_RS03105 WP_160588313.1
DR088_RS03110 WP_011206309.1
DR088_RS03115 WP_160585762.1
DR088_RS03120 WP_044272552.1
DR088_RS03125 WP_160588315.1
DR088_RS03130 WP_011206305.1
DR088_RS03135 WP_160585006.1
DR088_RS03140 WP_044272549.1
DR088_RS03145 WP_160588317.1
DR088_RS03150 WP_011206301.1
DR088_RS03155 WP_020835793.1
DR088_RS03160 WP_011206299.1
DR088_RS03165 WP_160588319.1
DR088_RS03170 WP_011284216.1
DR088_RS03175 WP_160588321.1
DR088_RS00005 WP_160587805.1
DR088_RS00010 WP_160587807.1
DR088_RS00015 WP_160587809.1
DR088_RS00020 WP_160587811.1
DR088_RS00025 WP_011206313.1
DR088_RS03700 WP_179695988.1
DR088_RS00035 WP_011206315.1
DR088_RS00040 WP_160587813.1
DR088_RS00045 WP_160587815.1
DR088_RS00050 WP_160587817.1
DR088_RS00055 WP_160587820.1
DR088_RS00060 WP_011206320.1
DR088_RS00065 WP_160587822.1
DR088_RS00070 WP_011284237.1
DR088_RS00075 WP_160587824.1
DR088_RS00080 WP_160587825.1
DR088_RS00085 WP_011290300.1
DR088_RS00090 WP_044284683.1
DR088_RS00095 WP_160587827.1
DR088_RS04290 WP_160587829.1
DR088_RS00105 WP_041361678.1
DR088_RS04295 WP_160587832.1
DR088_RS04300 WP_160587834.1
DR088_RS00120 WP_011206333.1
DR088_RS04305 WP_160587836.1
DR088_RS00130 WP_160587838.1
DR088_RS00135 WP_160587840.1
DR088_RS00140 WP_020835820.1
DR088_RS00145 WP_146379682.1
DR088_RS00150 WP_011290313.1
DR088_RS00155 WP_011290314.1
DR088_RS00160 WP_160585259.1
DR088_RS03730 WP_258555237.1
DR088_RS03735 WP_228366104.1
DR088_RS00175 WP_258555238.1
DR088_RS00180 WP_160587842.1
DR088_RS00185 WP_160587844.1
DR088_RS00190 WP_011206347.1
DR088_RS00195 WP_020835827.1
DR088_RS00200 WP_020835828.1
DR088_RS03740 WP_258555239.1
DR088_RS03745 WP_258555239.1
DR088_RS03750 WP_258555240.1
DR088_RS00215 WP_258555241.1
DR088_RS03755 WP_258555242.1
DR088_RS00220 WP_044272563.1
DR088_RS04310 WP_160587848.1
DR088_RS00230 WP_011284269.1
DR088_RS00235 WP_160587850.1
DR088_RS00240 WP_011206375.1
DR088_RS00245 WP_135619006.1
DR088_RS00250 WP_146379689.1
DR088_RS00255 WP_160587852.1
DR088_RS00260 WP_011290331.1
DR088_RS00265 WP_020835837.1
DR088_RS00270 WP_160587854.1
DR088_RS00275 WP_160587856.1
DR088_RS00280 WP_020835840.1
DR088_RS00285 WP_011206384.1
DR088_RS00290 WP_011206385.1
DR088_RS00295 WP_160587859.1
DR088_RS00300 WP_225972996.1
DR088_RS00305 WP_020835843.1
DR088_RS00310 WP_160587861.1
DR088_RS00315 WP_011284284.1
DR088_RS00320 WP_011206391.1
DR088_RS00325 WP_011290341.1
DR088_RS03765 WP_228366107.1
DR088_RS00335 WP_160587863.1
DR088_RS04315 WP_160587865.1
DR088_RS00345 WP_146379698.1
DR088_RS03180 WP_160588323.1
DR088_RS03185 WP_011290347.1
DR088_RS03190 WP_020835851.1
DR088_RS04575 WP_160588325.1
DR088_RS03200 WP_044272588.1
DR088_RS03205 WP_160588327.1
DR088_RS03210 WP_146379703.1
DR088_RS03215 WP_146379704.1
DR088_RS03220 WP_041361690.1
DR088_RS03225 WP_011206407.1
DR088_RS03230 WP_146379707.1
DR088_RS03235 WP_011284299.1
DR088_RS03240 WP_011284299.1
DR088_RS03245 WP_160588329.1
DR088_RS03250 WP_160588329.1
DR088_RS04580 WP_308507067.1
DR088_RS04215 WP_240536309.1
DR088_RS03260 WP_011284157.1
DR088_RS03265 WP_002557993.1
DR088_RS04220 WP_258555368.1
DR088_RS03275 WP_258555368.1
DR088_RS03280 WP_094521688.1
DR088_RS04225 WP_233688424.1
DR088_RS04230 WP_243234977.1
DR088_RS03290 WP_243234977.1
DR088_RS03680 WP_220191121.1
DR088_RS03295 WP_160588333.1
DR088_RS03300 WP_160588334.1
DR088_RS03305 WP_020835495.1
DR088_RS04585 WP_160588336.1
DR088_RS04590 WP_160588338.1
DR088_RS03320 WP_160585744.1
DR088_RS03325 WP_258555369.1
DR088_RS04245 WP_258555370.1
DR088_RS03330 WP_146379571.1
DR088_RS03335 WP_011290137.1
DR088_RS03340 WP_011206141.1
DR088_RS03345 WP_135618730.1
DR088_RS03350 WP_020835661.1
DR088_RS03355 WP_308507101.1
DR088_RS04595 WP_160588340.1
DR088_RS03365 WP_160588340.1
DR088_RS03370 WP_160588340.1
DR088_RS03375 WP_041361727.1
DR088_RS03380 WP_044272311.1
DR088_RS03385 WP_160588342.1
DR088_RS03390 WP_160588342.1
DR088_RS03395 WP_160588344.1
DR088_RS03400 WP_020835887.1
DR088_RS03410 WP_160588346.1
DR088_RS03415 WP_225973032.1
DR088_RS04600 WP_308507102.1
DR088_RS04255 WP_160588348.1
DR088_RS03430 WP_220191127.1
DR088_RS00350 WP_220191127.1
DR088_RS00355 WP_160587869.1
DR088_RS00360 WP_044284635.1
DR088_RS00365 WP_258555253.1
DR088_RS00370 WP_094521657.1
DR088_RS00375 WP_160587871.1
DR088_RS00380 WP_160587873.1
DR088_RS00385 WP_160587875.1
DR088_RS00390 WP_011206179.1
DR088_RS00395 WP_160587877.1
DR088_RS00400 WP_160587878.1
DR088_RS00405 WP_011284100.1
DR088_RS00410 WP_146379618.1
DR088_RS00415 WP_160587880.1
DR088_RS00420 WP_160587882.1
DR088_RS00425 WP_258555255.1
DR088_RS03780 WP_225972970.1
DR088_RS03645 WP_052293597.1
DR088_RS00440 WP_158520147.1
DR088_RS00445 WP_014579793.1
DR088_RS00450 WP_160587884.1
DR088_RS00455 WP_258555256.1
DR088_RS00460 WP_160587888.1
DR088_RS03650 WP_179221115.1
DR088_RS00470 WP_011290181.1
DR088_RS00480 WP_143826160.1
DR088_RS03785 WP_258555257.1
DR088_RS00490 WP_160587890.1
DR088_RS03790 WP_225972966.1
DR088_RS00500 WP_160585604.1
DR088_RS04320 WP_020835708.1
DR088_RS00525 WP_014579804.1
DR088_RS00530 WP_011206196.1
DR088_RS00535 WP_160587892.1
DR088_RS00540 WP_160587894.1
DR088_RS00545 WP_160587896.1
DR088_RS00550 WP_011206200.1
DR088_RS00555 WP_160587898.1
DR088_RS00560 WP_160587900.1
DR088_RS00565 WP_160587902.1
DR088_RS00570 WP_011206204.1
DR088_RS00575 WP_160587904.1
DR088_RS00580 WP_160587906.1
DR088_RS00585 WP_011206207.1
DR088_RS00590 WP_160587908.1
DR088_RS00595 WP_011290197.1
DR088_RS04325 WP_308507057.1
DR088_RS00605 WP_160587912.1
DR088_RS04330 WP_220191051.1
DR088_RS04335 WP_220191052.1
DR088_RS04340 WP_160587914.1
DR088_RS04345 WP_160587916.1
DR088_RS00630 WP_160587917.1
DR088_RS00635 WP_014579824.1
DR088_RS03655 WP_011206218.1
DR088_RS04350 WP_160587919.1
DR088_RS00645 WP_160587921.1
DR088_RS00650 WP_160587923.1
DR088_RS00655 WP_011284142.1
DR088_RS00660 WP_011206223.1
DR088_RS00665 WP_011206224.1
DR088_RS00670 WP_160587925.1
DR088_RS00675 WP_220190703.1
DR088_RS00680 WP_160587946.1
DR088_RS00685 WP_160587927.1
DR088_RS00690 WP_044272480.1
DR088_RS00695 WP_160585126.1
DR088_RS00700 WP_011206231.1
DR088_RS00705 WP_011284150.1
DR088_RS03435 WP_160588352.1
DR088_RS03440 WP_220191129.1
DR088_RS03445 WP_220191129.1
DR088_RS04605 WP_160588356.1
DR088_RS03455 WP_160588356.1
DR088_RS03465 WP_160588358.1
DR088_RS03470 WP_308507069.1
DR088_RS04265 WP_258555376.1
DR088_RS04650 WP_334199371.1
DR088_RS04655 WP_334199371.1
DR088_RS03485 WP_160588362.1
DR088_RS03490 WP_160588362.1
DR088_RS03495 WP_160588362.1
DR088_RS03500 WP_011284337.1
DR088_RS03505 WP_044272637.1
DR088_RS04610 WP_020835888.1
DR088_RS03515 WP_160588364.1
DR088_RS04280 WP_258555377.1
DR088_RS03525 WP_160588366.1
DR088_RS03530 WP_258555378.1
DR088_RS03690 WP_258555379.1
DR088_RS03540 WP_160588372.1
DR088_RS03545 WP_160588374.1
DR088_RS03550 WP_146379455.1
DR088_RS03555 WP_050195463.1
DR088_RS03560 WP_258555380.1
DR088_RS04285 WP_308507071.1
DR088_RS00725 WP_160584795.1
DR088_RS00730 WP_011206102.1
DR088_RS00735 WP_160587949.1
DR088_RS00740 WP_052269169.1
DR088_RS00745 WP_308507053.1
DR088_RS00760 WP_160587956.1
DR088_RS00765 WP_160587959.1
DR088_RS00770 WP_160587963.1
DR088_RS04355 WP_160587966.1
DR088_RS00780 WP_011206110.1
DR088_RS00785 WP_160587971.1
DR088_RS00790 WP_011290071.1
DR088_RS00795 WP_160587974.1
DR088_RS00800 WP_011206016.1
DR088_RS00805 WP_160584672.1
DR088_RS00810 WP_011206014.1
DR088_RS00815 WP_160585569.1
DR088_RS00820 WP_146379532.1
DR088_RS00825 WP_160587977.1
DR088_RS00830 WP_011283987.1
DR088_RS00835 WP_160587980.1
DR088_RS00840 WP_011283989.1
DR088_RS00845 WP_160587982.1
DR088_RS00855 WP_011283991.1
DR088_RS00860 WP_011206005.1
DR088_RS00865 WP_020835615.1
DR088_RS00870 WP_044272373.1
DR088_RS00875 WP_160587984.1
DR088_RS04360 WP_020835619.1
DR088_RS03850 WP_258555272.1
DR088_RS00900 WP_094521609.1
DR088_RS00905 WP_094521610.1
DR088_RS00910 WP_160587986.1
DR088_RS00915 WP_160587988.1
DR088_RS00920 WP_160587990.1
DR088_RS00925 WP_014579697.1
DR088_RS00930 WP_160587992.1
DR088_RS00935 WP_160587995.1
DR088_RS00940 WP_160587997.1
DR088_RS04365 WP_160587999.1
DR088_RS00950 WP_135618664.1
DR088_RS04370 WP_308507054.1
DR088_RS04375 WP_233688696.1
DR088_RS00965 WP_011205983.1
DR088_RS00970 WP_160588001.1
DR088_RS00975 WP_160588003.1
DR088_RS00985 WP_225973029.1
DR088_RS03880 WP_258555275.1
DR088_RS00995 WP_146379548.1
DR088_RS01000 WP_146379549.1
DR088_RS01005 WP_160588005.1
DR088_RS01010 WP_011284018.1
DR088_RS03570 WP_308507072.1
DR088_RS04660 WP_160588378.1
DR088_RS03580 WP_258555383.1
DR088_RS03585 WP_160588380.1
DR088_RS03590 WP_160588380.1
DR088_RS03595 WP_160588380.1
DR088_RS04665 WP_160588380.1
DR088_RS01015 WP_160588009.1
DR088_RS01020 WP_160588011.1
DR088_RS01070 WP_160588013.1
DR088_RS01080 WP_160584741.1
DR088_RS01085 WP_160588017.1
DR088_RS01090 WP_011206136.1
DR088_RS01095 WP_160588019.1
DR088_RS01100 WP_014579577.1
DR088_RS01105 WP_014579576.1
DR088_RS01110 WP_011283891.1
DR088_RS01115 WP_011205923.1
DR088_RS01120 WP_011205922.1
DR088_RS01125 WP_011205921.1
DR088_RS01130 WP_146379476.1
DR088_RS01135 WP_160588021.1
DR088_RS01140 WP_011283887.1
DR088_RS01145 WP_041361533.1
DR088_RS01150 WP_160585531.1
DR088_RS01155 WP_160585532.1
DR088_RS01160 WP_160584756.1
DR088_RS01165 WP_011289986.1
DR088_RS01170 WP_041361531.1
DR088_RS01175 WP_014579568.1
DR088_RS01180 WP_160588023.1
DR088_RS04380 WP_160588025.1
DR088_RS01190 WP_160588027.1
DR088_RS01195 WP_011289982.1
DR088_RS01200 WP_011289981.1
DR088_RS01205 WP_041361723.1
DR088_RS01210 WP_011289979.1
DR088_RS01215 WP_135618505.1
DR088_RS01220 WP_011289977.1
DR088_RS01225 WP_146379469.1
DR088_RS01230 WP_020835518.1
DR088_RS01235 WP_011289974.1
DR088_RS01240 WP_225973008.1
DR088_RS01245 WP_160588029.1
DR088_RS01250 WP_020835515.1
DR088_RS01255 WP_160588031.1
DR088_RS01260 WP_135618497.1
DR088_RS01265 WP_044272682.1
DR088_RS01270 WP_011205889.1
DR088_RS01275 WP_014579550.1
DR088_RS01285 WP_160588032.1
DR088_RS01290 WP_044284571.1
DR088_RS01295 WP_160588034.1
DR088_RS01300 WP_011205883.1
DR088_RS01305 WP_011289963.1
DR088_RS01310 WP_020835507.1
DR088_RS01315 WP_011205880.1
DR088_RS04385 WP_225973007.1
DR088_RS01325 WP_094521545.1
DR088_RS01330 WP_160588036.1
DR088_RS03910 WP_308507056.1
DR088_RS01345 WP_160588038.1
DR088_RS01350 WP_160588040.1
DR088_RS01355 WP_160588042.1
DR088_RS01360 WP_160588044.1
DR088_RS01365 WP_052259122.1
DR088_RS01370 WP_020835500.1
DR088_RS01375 WP_308507094.1
DR088_RS03610 WP_308507094.1
DR088_RS03620 WP_160588382.1
DR088_RS03625 WP_160588382.1
DR088_RS04670 WP_160588382.1
DR088_RS03635 WP_160588382.1
DR088_RS03640 WP_160588382.1
DR088_RS03660 WP_160588382.1
DR088_RS01385 WP_002557698.1
DR088_RS01390 WP_020835860.1
DR088_RS01395 WP_044272610.1
DR088_RS01400 WP_160588047.1
DR088_RS01405 WP_220190663.1
DR088_RS01410 WP_146379717.1
DR088_RS01420 WP_011206424.1
DR088_RS01425 WP_160588049.1
DR088_RS01430 WP_160588051.1
DR088_RS04390 WP_011206427.1
DR088_RS01440 WP_160588052.1
DR088_RS01445 WP_160588054.1
DR088_RS01450 WP_160588057.1
DR088_RS01455 WP_011290372.1
DR088_RS01460 WP_135619070.1
DR088_RS01465 WP_011206433.1
DR088_RS01470 WP_160588059.1
DR088_RS01475 WP_011206435.1
DR088_RS01480 WP_020835873.1
DR088_RS01485 WP_044284704.1
DR088_RS03665 WP_220191077.1
DR088_RS01495 WP_160588062.1
DR088_RS01500 WP_160585273.1
DR088_RS01505 WP_160585275.1
DR088_RS01510 WP_160588064.1
DR088_RS01515 WP_020835880.1
DR088_RS01520 WP_081642895.1
DR088_RS01525 WP_160585278.1
DR088_RS01530 WP_160588066.1
DR088_RS01535 WP_160588068.1
DR088_RS01540 WP_160588068.1
DR088_RS01545 WP_160588071.1
DR088_RS01550 WP_011283978.1
DR088_RS01555 WP_014579601.1
DR088_RS01560 WP_011290067.1
DR088_RS01565 WP_011206025.1
DR088_RS01570 WP_014579604.1
DR088_RS01575 WP_014579605.1
DR088_RS01580 WP_011206028.1
DR088_RS04640 WP_041361593.1
DR088_RS01590 WP_011206031.1
DR088_RS01595 WP_011206032.1
DR088_RS01600 WP_160588073.1
DR088_RS01605 WP_014579611.1
DR088_RS01610 WP_011206035.1
DR088_RS01615 WP_011290062.1
DR088_RS01620 WP_160588076.1
DR088_RS01625 WP_011206038.1
DR088_RS01630 WP_011206039.1
DR088_RS01635 WP_020835592.1
DR088_RS01640 WP_020835591.1
DR088_RS01645 WP_011290058.1
DR088_RS01650 WP_160588078.1
DR088_RS01655 WP_160588081.1
DR088_RS01660 WP_014579616.1
DR088_RS01665 WP_011290055.1
DR088_RS01670 WP_160588083.1
DR088_RS01675 WP_011283963.1
DR088_RS01680 WP_011206048.1
DR088_RS01685 WP_011206049.1
DR088_RS01690 WP_011290054.1
DR088_RS01695 WP_011290053.1
DR088_RS01700 WP_011206052.1
DR088_RS01705 WP_044272348.1
DR088_RS01710 WP_011206054.1
DR088_RS01715 WP_146379514.1
DR088_RS01720 WP_011206056.1
DR088_RS04395 WP_044284596.1
DR088_RS01730 WP_146379513.1
DR088_RS04400 WP_135618593.1
DR088_RS01740 WP_041361583.1
DR088_RS01745 WP_011206061.1
DR088_RS01750 WP_011290046.1
DR088_RS01755 WP_094521594.1
DR088_RS04405 WP_011206064.1
DR088_RS01765 WP_011206065.1
DR088_RS01770 WP_011290044.1
DR088_RS01775 WP_135618587.1
DR088_RS01780 WP_135618585.1
DR088_RS03670 WP_011206069.1
DR088_RS01790 WP_160588086.1
DR088_RS04410 WP_160588089.1
DR088_RS01800 WP_160588095.1
DR088_RS01805 WP_011290441.1
DR088_RS01810 WP_146379768.1
DR088_RS01815 WP_160588098.1
DR088_RS01820 WP_160588100.1
DR088_RS01825 WP_160588102.1
DR088_RS01830 WP_258555298.1
DR088_RS01835 WP_160588104.1
DR088_RS01840 WP_160584863.1
DR088_RS01845 WP_160584861.1
DR088_RS01850 WP_011206529.1
DR088_RS01855 WP_044272251.1
DR088_RS01860 WP_160588106.1
DR088_RS01865 WP_160588108.1
DR088_RS01870 WP_160588110.1
DR088_RS04415 WP_160588112.1
DR088_RS01880 WP_014579519.1
DR088_RS01885 WP_160588114.1
DR088_RS01890 WP_011205847.1
DR088_RS04420 WP_160588116.1
DR088_RS01900 WP_011205849.1
DR088_RS01905 WP_160588118.1
DR088_RS01910 WP_160588120.1
DR088_RS01915 WP_011283834.1
DR088_RS01920 WP_160588122.1
DR088_RS01925 WP_146379447.1
DR088_RS03970 WP_225973002.1
DR088_RS01935 WP_146379448.1
DR088_RS01940 WP_225973003.1
DR088_RS01950 WP_160588124.1
DR088_RS01955 WP_160588128.1
DR088_RS01960 WP_160588130.1
DR088_RS04425 WP_160588132.1
DR088_RS01970 WP_044284717.1
DR088_RS01975 WP_011206458.1
DR088_RS01985 WP_011206459.1
DR088_RS01990 WP_160585219.1
DR088_RS04430 WP_160588134.1
DR088_RS02000 WP_160588136.1
DR088_RS03995 WP_308507097.1
DR088_RS04000 WP_258555308.1
DR088_RS02010 WP_160588138.1
DR088_RS02015 WP_011290399.1
DR088_RS02020 WP_146379742.1
DR088_RS02025 WP_160588140.1
DR088_RS02030 WP_011206469.1
DR088_RS04435 WP_160588142.1
DR088_RS02040 WP_160588144.1
DR088_RS04440 WP_160588146.1
DR088_RS04445 WP_160588148.1
DR088_RS04450 WP_020835902.1
DR088_RS02060 WP_011206502.1
DR088_RS02065 WP_160588150.1
DR088_RS02070 WP_160588152.1
DR088_RS04455 WP_160588154.1
DR088_RS02080 WP_160588156.1
DR088_RS02085 WP_160588158.1
DR088_RS02090 WP_160588160.1
DR088_RS02095 WP_146379761.1
DR088_RS02100 WP_011206510.1
DR088_RS02105 WP_160585575.1
DR088_RS02110 WP_160584886.1
DR088_RS02115 WP_160588161.1
DR088_RS04460 WP_160588163.1
DR088_RS02125 WP_160588166.1
DR088_RS04465 WP_160588169.1
DR088_RS04470 WP_220191087.1
