DR083_RS01930 WP_258556653.1
DR083_RS02335 WP_014579585.1
DR083_RS02340 WP_160601065.1
DR083_RS02345 WP_160601067.1
DR083_RS02350 WP_160601069.1
DR083_RS02355 WP_011206123.1
DR083_RS04790 WP_308704761.1
DR083_RS02365 WP_160601071.1
DR083_RS02375 WP_011206120.1
DR083_RS02380 WP_135618546.1
DR083_RS02385 WP_011206118.1
DR083_RS02390 WP_160601073.1
DR083_RS04795 WP_160601075.1
DR083_RS02400 WP_160601077.1
DR083_RS02405 WP_011206114.1
DR083_RS02410 WP_011206113.1
DR083_RS02420 WP_011206113.1
DR083_RS02425 WP_160601081.1
DR083_RS02430 WP_011205983.1
DR083_RS04800 WP_308704762.1
DR083_RS04805 WP_014579703.1
DR083_RS02445 WP_044284610.1
DR083_RS04810 WP_160601083.1
DR083_RS02455 WP_160601085.1
DR083_RS02460 WP_160601087.1
DR083_RS02465 WP_160601089.1
DR083_RS02470 WP_011284002.1
DR083_RS02475 WP_011284001.1
DR083_RS02480 WP_158209054.1
DR083_RS02485 WP_094521611.1
DR083_RS02490 WP_011283999.1
DR083_RS02495 WP_160590375.1
DR083_RS02505 WP_160601091.1
DR083_RS02510 WP_160601093.1
DR083_RS02515 WP_088172525.1
DR083_RS02520 WP_088172525.1
DR083_RS02525 WP_160601095.1
DR083_RS02530 WP_011283978.1
DR083_RS02535 WP_014579601.1
DR083_RS02540 WP_011290067.1
DR083_RS02545 WP_011206025.1
DR083_RS02550 WP_014579604.1
DR083_RS02555 WP_014579605.1
DR083_RS02560 WP_011206028.1
DR083_RS05030 WP_094521599.1
DR083_RS02570 WP_011206031.1
DR083_RS02575 WP_011206032.1
DR083_RS02580 WP_160601098.1
DR083_RS02585 WP_014579611.1
DR083_RS02590 WP_011206035.1
DR083_RS02595 WP_160601100.1
DR083_RS02600 WP_041361589.1
DR083_RS02605 WP_011206038.1
DR083_RS02610 WP_011206039.1
DR083_RS02615 WP_011206040.1
DR083_RS02620 WP_220200886.1
DR083_RS02625 WP_011206042.1
DR083_RS02630 WP_160601102.1
DR083_RS02635 WP_011206044.1
DR083_RS02640 WP_014579616.1
DR083_RS02645 WP_011206046.1
DR083_RS02650 WP_160601104.1
DR083_RS02655 WP_011283963.1
DR083_RS02660 WP_011206048.1
DR083_RS02665 WP_011206049.1
DR083_RS02670 WP_011206050.1
DR083_RS02675 WP_160601106.1
DR083_RS02680 WP_044284597.1
DR083_RS02685 WP_220200887.1
DR083_RS02690 WP_011283836.1
DR083_RS02695 WP_011283835.1
DR083_RS02700 WP_160601110.1
DR083_RS02705 WP_011206247.1
DR083_RS02710 WP_011284169.1
DR083_RS02715 WP_243216185.1
DR083_RS02720 WP_011284167.1
DR083_RS02725 WP_011206243.1
DR083_RS02730 WP_160588282.1
DR083_RS02735 WP_146379629.1
DR083_RS02740 WP_011284163.1
DR083_RS02745 WP_011206239.1
DR083_RS02750 WP_160601114.1
DR083_RS04315 WP_258556676.1
DR083_RS04320 WP_258556677.1
DR083_RS02760 WP_160601116.1
DR083_RS02765 WP_160601117.1
DR083_RS02770 WP_220200888.1
DR083_RS04815 WP_308704763.1
DR083_RS02780 WP_160601121.1
DR083_RS04820 WP_160601123.1
DR083_RS02790 WP_160601125.1
DR083_RS02795 WP_011206459.1
DR083_RS02805 WP_160601127.1
DR083_RS02810 WP_160601129.1
DR083_RS04825 WP_160601130.1
DR083_RS02820 WP_160601138.1
DR083_RS02825 WP_160601132.1
DR083_RS02830 WP_011206453.1
DR083_RS02835 WP_160601134.1
DR083_RS04830 WP_160601136.1
DR083_RS02860 WP_011284150.1
DR083_RS02865 WP_011206231.1
DR083_RS02870 WP_160601140.1
DR083_RS02875 WP_020835733.1
DR083_RS02880 WP_160601142.1
DR083_RS02885 WP_160601144.1
DR083_RS02890 WP_220200893.1
DR083_RS02895 WP_160601147.1
DR083_RS02900 WP_160601150.1
DR083_RS02905 WP_160601152.1
DR083_RS02910 WP_011284142.1
DR083_RS00005 WP_014579531.1
DR083_RS00010 WP_050195463.1
DR083_RS00015 WP_160600647.1
DR083_RS00020 WP_160600649.1
DR083_RS00025 WP_228365403.1
DR083_RS00030 WP_160600703.1
DR083_RS00035 WP_160600651.1
DR083_RS00040 WP_160600653.1
DR083_RS00045 WP_160600655.1
DR083_RS00050 WP_011205875.1
DR083_RS03885 WP_371863321.1
DR083_RS00065 WP_160600657.1
DR083_RS00070 WP_011205878.1
DR083_RS04580 WP_160600659.1
DR083_RS00080 WP_011205880.1
DR083_RS00085 WP_318023737.1
DR083_RS00090 WP_160600661.1
DR083_RS00095 WP_011205883.1
DR083_RS00100 WP_011289964.1
DR083_RS00105 WP_160600663.1
DR083_RS00110 WP_160600665.1
DR083_RS00120 WP_160600667.1
DR083_RS00125 WP_011205889.1
DR083_RS00130 WP_160600669.1
DR083_RS00135 WP_011205891.1
DR083_RS00140 WP_160600671.1
DR083_RS00145 WP_160600673.1
DR083_RS00150 WP_011289973.1
DR083_RS00155 WP_225973008.1
DR083_RS00160 WP_011283871.1
DR083_RS00165 WP_187286314.1
DR083_RS00170 WP_160600675.1
DR083_RS00175 WP_160600677.1
DR083_RS00180 WP_160600679.1
DR083_RS00185 WP_160600681.1
DR083_RS00190 WP_220200824.1
DR083_RS00195 WP_160600683.1
DR083_RS00200 WP_011283879.1
DR083_RS00205 WP_160600685.1
DR083_RS04585 WP_160600687.1
DR083_RS00215 WP_160600689.1
DR083_RS00220 WP_014579568.1
DR083_RS00225 WP_014579569.1
DR083_RS00230 WP_160600691.1
DR083_RS00235 WP_160600693.1
DR083_RS00240 WP_011283885.1
DR083_RS00245 WP_160600695.1
DR083_RS00250 WP_014579572.1
DR083_RS00255 WP_011205916.1
DR083_RS00260 WP_160600697.1
DR083_RS00265 WP_160600699.1
DR083_RS00270 WP_011205921.1
DR083_RS00275 WP_011205922.1
DR083_RS00280 WP_011205923.1
DR083_RS00285 WP_011283891.1
DR083_RS00290 WP_014579576.1
DR083_RS00295 WP_014579577.1
DR083_RS00300 WP_011283894.1
DR083_RS00305 WP_160600701.1
DR083_RS00310 WP_160600708.1
DR083_RS00315 WP_160600717.1
DR083_RS00320 WP_160600719.1
DR083_RS00325 WP_146379652.1
DR083_RS00330 WP_020835781.1
DR083_RS00340 WP_160600721.1
DR083_RS00345 WP_135619210.1
DR083_RS00350 WP_160600723.1
DR083_RS00355 WP_011206287.1
DR083_RS00360 WP_011284209.1
DR083_RS04945 WP_011206289.1
DR083_RS00370 WP_160600725.1
DR083_RS00375 WP_160600727.1
DR083_RS00380 WP_011206292.1
DR083_RS00385 WP_160600729.1
DR083_RS00395 WP_160600731.1
DR083_RS04590 WP_160600733.1
DR083_RS00405 WP_014580008.1
DR083_RS00410 WP_160584907.1
DR083_RS04595 WP_160600735.1
DR083_RS00420 WP_011206487.1
DR083_RS04600 WP_011206488.1
DR083_RS04950 WP_232039558.1
DR083_RS00440 WP_014580012.1
DR083_RS00445 WP_135619140.1
DR083_RS00450 WP_014580014.1
DR083_RS00455 WP_011206492.1
DR083_RS00460 WP_160600739.1
DR083_RS00465 WP_011206494.1
DR083_RS00470 WP_011284367.1
DR083_RS00475 WP_160600741.1
DR083_RS04605 WP_308704753.1
DR083_RS00485 WP_160600745.1
DR083_RS00490 WP_220200832.1
DR083_RS04610 WP_160600749.1
DR083_RS00505 WP_011206502.1
DR083_RS00510 WP_011284373.1
DR083_RS00515 WP_160600751.1
DR083_RS04615 WP_160600753.1
DR083_RS00525 WP_160600755.1
DR083_RS00530 WP_011284377.1
DR083_RS02920 WP_160601156.1
DR083_RS04835 WP_160601158.1
DR083_RS02930 WP_160601159.1
DR083_RS02935 WP_160601161.1
DR083_RS02940 WP_160601163.1
DR083_RS02945 WP_258556683.1
DR083_RS02950 WP_160601167.1
DR083_RS02955 WP_160601169.1
DR083_RS05035 WP_160601169.1
DR083_RS02965 WP_160601171.1
DR083_RS04845 WP_160601173.1
DR083_RS02975 WP_160601175.1
DR083_RS04850 WP_160601177.1
DR083_RS04855 WP_308704764.1
DR083_RS04860 WP_011206475.1
DR083_RS02995 WP_011206475.1
DR083_RS03000 WP_011284172.1
DR083_RS03005 WP_135619204.1
DR083_RS03010 WP_258556689.1
DR083_RS03015 WP_160601181.1
DR083_RS03020 WP_160601183.1
DR083_RS03025 WP_011206256.1
DR083_RS04865 WP_160601185.1
DR083_RS03035 WP_160601187.1
DR083_RS03040 WP_014579530.1
DR083_RS04870 WP_160601189.1
DR083_RS03050 WP_160590473.1
DR083_RS03060 WP_160601191.1
DR083_RS03065 WP_160601191.1
DR083_RS04405 WP_258556691.1
DR083_RS03075 WP_094521537.1
DR083_RS05040 WP_094521537.1
DR083_RS03085 WP_020835897.1
DR083_RS03090 WP_011290399.1
DR083_RS03095 WP_011206467.1
DR083_RS03100 WP_135619119.1
DR083_RS03105 WP_011206469.1
DR083_RS04420 WP_228366101.1
DR083_RS04425 WP_258556694.1
DR083_RS03115 WP_160601193.1
DR083_RS03120 WP_011206271.1
DR083_RS03125 WP_258556695.1
DR083_RS03130 WP_160601197.1
DR083_RS03135 WP_258556696.1
DR083_RS03140 WP_160601201.1
DR083_RS03145 WP_160601203.1
DR083_RS03150 WP_011206101.1
DR083_RS03155 WP_011206102.1
DR083_RS03160 WP_011206103.1
DR083_RS03165 WP_052259108.1
DR083_RS03170 WP_258556697.1
DR083_RS03185 WP_160584793.1
DR083_RS04880 WP_160601209.1
DR083_RS04885 WP_160590224.1
DR083_RS03210 WP_308704765.1
DR083_RS03215 WP_308704765.1
DR083_RS03225 WP_011206134.1
DR083_RS03235 WP_160601219.1
DR083_RS03285 WP_240536362.1
DR083_RS03290 WP_011290245.1
DR083_RS03295 WP_160601221.1
DR083_RS03305 WP_258555507.1
DR083_RS03310 WP_160601225.1
DR083_RS03315 WP_160601227.1
DR083_RS03320 WP_160601229.1
DR083_RS03325 WP_160601231.1
DR083_RS04890 WP_160601233.1
DR083_RS03335 WP_011206110.1
DR083_RS03340 WP_011206337.1
DR083_RS03345 WP_160601235.1
DR083_RS03350 WP_014579921.1
DR083_RS03355 WP_011206340.1
DR083_RS03360 WP_258556699.1
DR083_RS03365 WP_258556699.1
DR083_RS03370 WP_011206358.1
DR083_RS04895 WP_160601239.1
DR083_RS04445 WP_258555521.1
DR083_RS03385 WP_160585712.1
DR083_RS03390 WP_135618745.1
DR083_RS03395 WP_160584945.1
DR083_RS03400 WP_318026602.1
DR083_RS03405 WP_160601241.1
DR083_RS03410 WP_160601243.1
DR083_RS03415 WP_011284055.1
DR083_RS03420 WP_160601245.1
DR083_RS03425 WP_011284053.1
DR083_RS04900 WP_160601247.1
DR083_RS03435 WP_146379568.1
DR083_RS03440 WP_160601249.1
DR083_RS03445 WP_160601253.1
DR083_RS03450 WP_160601251.1
DR083_RS03455 WP_160601251.1
DR083_RS03460 WP_160601251.1
DR083_RS03465 WP_002557992.1
DR083_RS03470 WP_160585819.1
DR083_RS03475 WP_011284157.1
DR083_RS04905 WP_308704766.1
DR083_RS04460 WP_237697199.1
DR083_RS03485 WP_011205931.1
DR083_RS04910 WP_308704767.1
DR083_RS04470 WP_258556703.1
DR083_RS03495 WP_258556704.1
DR083_RS03505 WP_160601257.1
DR083_RS03510 WP_160601259.1
DR083_RS03515 WP_160590485.1
DR083_RS03520 WP_258556706.1
DR083_RS05100 WP_258556706.1
DR083_RS04475 WP_371863325.1
DR083_RS05105 WP_371863325.1
DR083_RS03535 WP_160601261.1
DR083_RS04915 WP_160601263.1
DR083_RS03545 WP_160601265.1
DR083_RS04920 WP_160601267.1
DR083_RS00540 WP_011206342.1
DR083_RS00545 WP_258556621.1
DR083_RS00550 WP_160600757.1
DR083_RS00555 WP_011206345.1
DR083_RS00560 WP_160600759.1
DR083_RS00565 WP_160600761.1
DR083_RS00570 WP_160600763.1
DR083_RS00575 WP_160600765.1
DR083_RS00580 WP_258556622.1
DR083_RS03955 WP_258556623.1
DR083_RS00590 WP_258556624.1
DR083_RS03960 WP_258555242.1
DR083_RS00595 WP_160600769.1
DR083_RS04620 WP_160600771.1
DR083_RS00605 WP_011284269.1
DR083_RS00610 WP_011206374.1
DR083_RS00615 WP_160600773.1
DR083_RS00620 WP_160600775.1
DR083_RS00625 WP_011284272.1
DR083_RS00630 WP_160600777.1
DR083_RS00635 WP_011290331.1
DR083_RS00640 WP_020835837.1
DR083_RS00645 WP_160600779.1
DR083_RS00650 WP_160600781.1
DR083_RS00655 WP_011284277.1
DR083_RS00660 WP_160600783.1
DR083_RS00665 WP_011206385.1
DR083_RS00670 WP_160600785.1
DR083_RS00675 WP_228365394.1
DR083_RS00680 WP_044284693.1
DR083_RS00685 WP_160600787.1
DR083_RS00690 WP_011206390.1
DR083_RS00695 WP_011206391.1
DR083_RS00700 WP_160600789.1
DR083_RS05065 WP_160600789.1
DR083_RS03975 WP_258556625.1
DR083_RS03980 WP_258556626.1
DR083_RS04625 WP_160600791.1
DR083_RS00725 WP_160600792.1
DR083_RS00730 WP_160600794.1
DR083_RS00735 WP_160600796.1
DR083_RS00740 WP_011206400.1
DR083_RS00745 WP_014579953.1
DR083_RS00750 WP_011206402.1
DR083_RS00755 WP_160600798.1
DR083_RS00760 WP_011206404.1
DR083_RS00765 WP_011206405.1
DR083_RS00770 WP_160600800.1
DR083_RS00780 WP_011206408.1
DR083_RS00785 WP_011284299.1
DR083_RS03555 WP_160601269.1
DR083_RS03560 WP_011290137.1
DR083_RS03565 WP_011206141.1
DR083_RS03570 WP_020835662.1
DR083_RS04925 WP_308704768.1
DR083_RS04930 WP_160601271.1
DR083_RS03865 WP_160601271.1
DR083_RS03590 WP_160601271.1
DR083_RS04510 WP_011206260.1
DR083_RS04515 WP_308704769.1
DR083_RS04520 WP_258556712.1
DR083_RS03600 WP_233688441.1
DR083_RS03605 WP_233688441.1
DR083_RS04525 WP_233688423.1
DR083_RS04530 WP_233688424.1
DR083_RS03615 WP_094521688.1
DR083_RS04935 WP_160601273.1
DR083_RS03630 WP_160601275.1
DR083_RS03635 WP_160585706.1
DR083_RS04540 WP_258556714.1
DR083_RS04940 WP_220200909.1
DR083_RS04550 WP_308704770.1
DR083_RS04555 WP_013302014.1
DR083_RS03655 WP_160601277.1
DR083_RS03660 WP_160601277.1
DR083_RS00790 WP_160601277.1
DR083_RS00795 WP_160600804.1
DR083_RS00800 WP_011206510.1
DR083_RS00805 WP_160600806.1
DR083_RS00810 WP_160600808.1
DR083_RS00815 WP_160600810.1
DR083_RS04630 WP_160600812.1
DR083_RS00825 WP_160600814.1
DR083_RS04635 WP_308704754.1
DR083_RS04640 WP_308704755.1
DR083_RS00850 WP_011290440.1
DR083_RS00855 WP_011290441.1
DR083_RS04645 WP_041361715.1
DR083_RS00865 WP_160588098.1
DR083_RS00870 WP_160600816.1
DR083_RS00875 WP_160590174.1
DR083_RS00880 WP_146379771.1
DR083_RS00885 WP_160585758.1
DR083_RS00890 WP_146379773.1
DR083_RS00895 WP_011284394.1
DR083_RS00900 WP_011206529.1
DR083_RS00905 WP_044272251.1
DR083_RS00910 WP_160584860.1
DR083_RS00915 WP_160600818.1
DR083_RS00920 WP_160588110.1
DR083_RS04650 WP_160588112.1
DR083_RS00930 WP_014579519.1
DR083_RS00935 WP_020835484.1
DR083_RS00940 WP_011205847.1
DR083_RS04655 WP_160600820.1
DR083_RS00950 WP_011205849.1
DR083_RS00955 WP_160600822.1
DR083_RS00960 WP_160600824.1
DR083_RS05110 WP_160600824.1
DR083_RS03880 WP_308704771.1
DR083_RS03675 WP_308704771.1
DR083_RS03680 WP_308704771.1
DR083_RS03685 WP_308704771.1
DR083_RS03690 WP_308704771.1
DR083_RS03695 WP_308704771.1
DR083_RS03700 WP_308704771.1
DR083_RS03710 WP_160601281.1
DR083_RS03715 WP_160601281.1
DR083_RS03720 WP_160601281.1
DR083_RS04660 WP_094521636.1
DR083_RS00975 WP_135618712.1
DR083_RS00980 WP_014579735.1
DR083_RS00985 WP_146379566.1
DR083_RS01015 WP_160600828.1
DR083_RS01020 WP_160600830.1
DR083_RS01025 WP_160600832.1
DR083_RS01030 WP_160600834.1
DR083_RS04665 WP_160600836.1
DR083_RS04670 WP_308704679.1
DR083_RS01045 WP_011290122.1
DR083_RS01050 WP_160600838.1
DR083_RS01055 WP_146379560.1
DR083_RS01060 WP_160600840.1
DR083_RS01065 WP_011205952.1
DR083_RS01070 WP_160600842.1
DR083_RS01075 WP_011205954.1
DR083_RS01080 WP_011205955.1
DR083_RS01085 WP_020835645.1
DR083_RS01090 WP_160588252.1
DR083_RS01095 WP_020835643.1
DR083_RS01100 WP_011284032.1
DR083_RS01105 WP_020835642.1
DR083_RS01110 WP_160584724.1
DR083_RS01115 WP_011205962.1
DR083_RS01120 WP_044284614.1
DR083_RS01125 WP_160600844.1
DR083_RS01130 WP_160600846.1
DR083_RS01135 WP_160600848.1
DR083_RS01140 WP_160600850.1
DR083_RS01145 WP_011284023.1
DR083_RS01150 WP_011205969.1
DR083_RS01155 WP_160600852.1
DR083_RS04675 WP_135618680.1
DR083_RS05070 WP_135618680.1
DR083_RS01170 WP_146379551.1
DR083_RS01175 WP_160600856.1
DR083_RS01180 WP_160600858.1
DR083_RS01185 WP_160600860.1
DR083_RS01190 WP_011205977.1
DR083_RS01195 WP_094521768.1
DR083_RS04075 WP_258556637.1
DR083_RS01210 WP_160600862.1
DR083_RS01215 WP_160600862.1
DR083_RS03725 WP_220200910.1
DR083_RS03730 WP_220200910.1
DR083_RS03735 WP_220200910.1
DR083_RS03740 WP_220200910.1
DR083_RS03745 WP_220200910.1
DR083_RS05115 WP_220200910.1
DR083_RS03755 WP_220200910.1
DR083_RS03760 WP_220200910.1
DR083_RS05120 WP_220200910.1
DR083_RS03770 WP_220200910.1
DR083_RS01225 WP_160600866.1
DR083_RS01230 WP_232039589.1
DR083_RS04080 WP_258556638.1
DR083_RS01240 WP_094521581.1
DR083_RS01245 WP_011206097.1
DR083_RS01250 WP_094521582.1
DR083_RS01255 WP_094521583.1
DR083_RS01260 WP_011206094.1
DR083_RS01265 WP_011290025.1
DR083_RS01270 WP_020835572.1
DR083_RS01275 WP_228729168.1
DR083_RS01280 WP_041361572.1
DR083_RS01285 WP_011206089.1
DR083_RS04955 WP_334199376.1
DR083_RS01290 WP_258556639.1
DR083_RS01295 WP_011283930.1
DR083_RS01300 WP_011206086.1
DR083_RS01305 WP_160600868.1
DR083_RS01315 WP_160600870.1
DR083_RS01320 WP_160600872.1
DR083_RS01325 WP_160600874.1
DR083_RS04680 WP_160600876.1
DR083_RS01340 WP_011283936.1
DR083_RS01345 WP_020835579.1
DR083_RS01350 WP_160600878.1
DR083_RS01355 WP_160600880.1
DR083_RS01360 WP_011206076.1
DR083_RS01365 WP_160600882.1
DR083_RS01375 WP_160600884.1
DR083_RS04685 WP_308704756.1
DR083_RS01385 WP_011206072.1
DR083_RS01390 WP_014579633.1
DR083_RS01395 WP_014579632.1
DR083_RS03825 WP_011206069.1
DR083_RS01405 WP_011206068.1
DR083_RS01410 WP_011206067.1
DR083_RS01415 WP_160600886.1
DR083_RS01420 WP_160600888.1
DR083_RS04690 WP_160600890.1
DR083_RS01430 WP_011283951.1
DR083_RS01435 WP_011290046.1
DR083_RS01440 WP_011206061.1
DR083_RS01445 WP_220200845.1
DR083_RS04695 WP_135618593.1
DR083_RS01455 WP_160600892.1
DR083_RS04700 WP_011206057.1
DR083_RS01465 WP_044284742.1
DR083_RS01470 WP_044284742.1
DR083_RS01475 WP_011283958.1
DR083_RS01480 WP_308704757.1
DR083_RS03775 WP_308704757.1
DR083_RS03780 WP_160601283.1
DR083_RS05125 WP_160601283.1
DR083_RS03800 WP_160601283.1
DR083_RS03805 WP_160601283.1
DR083_RS03810 WP_160601283.1
DR083_RS04125 WP_258556644.1
DR083_RS04130 WP_258556645.1
DR083_RS04705 WP_011206194.1
DR083_RS01520 WP_014579804.1
DR083_RS01525 WP_044284644.1
DR083_RS01530 WP_011206197.1
DR083_RS01535 WP_160600898.1
DR083_RS01540 WP_160600900.1
DR083_RS01545 WP_160600902.1
DR083_RS01550 WP_160600904.1
DR083_RS01555 WP_160600906.1
DR083_RS01560 WP_160600908.1
DR083_RS01565 WP_160600910.1
DR083_RS01570 WP_160600912.1
DR083_RS01575 WP_160600914.1
DR083_RS01580 WP_011206207.1
DR083_RS01585 WP_160587908.1
DR083_RS01590 WP_011290197.1
DR083_RS04710 WP_308507057.1
DR083_RS01600 WP_160587912.1
DR083_RS04715 WP_220200854.1
DR083_RS04720 WP_220200855.1
DR083_RS04725 WP_160587914.1
DR083_RS04730 WP_160600916.1
DR083_RS01625 WP_014579823.1
DR083_RS01630 WP_014579824.1
DR083_RS03830 WP_011206218.1
DR083_RS04735 WP_160600917.1
DR083_RS03815 WP_160600917.1
DR083_RS03820 WP_160601285.1
DR083_RS01645 WP_160600949.1
DR083_RS04180 WP_258556650.1
DR083_RS01655 WP_002557698.1
DR083_RS01660 WP_160600923.1
DR083_RS01665 WP_135619057.1
DR083_RS01670 WP_011206420.1
DR083_RS01675 WP_220200859.1
DR083_RS01680 WP_050195447.1
DR083_RS01690 WP_011206424.1
DR083_RS01695 WP_160600927.1
DR083_RS01700 WP_160600929.1
DR083_RS04740 WP_228366113.1
DR083_RS01710 WP_135619062.1
DR083_RS01715 WP_160588054.1
DR083_RS01720 WP_160600931.1
DR083_RS01725 WP_011290372.1
DR083_RS01730 WP_160600933.1
DR083_RS01735 WP_011206433.1
DR083_RS01740 WP_160600935.1
DR083_RS01745 WP_011206435.1
DR083_RS01750 WP_220200860.1
DR083_RS01755 WP_160600937.1
DR083_RS05075 WP_044284705.1
DR083_RS01765 WP_160600939.1
DR083_RS01770 WP_014579977.1
DR083_RS01775 WP_020835878.1
DR083_RS01780 WP_160600941.1
DR083_RS01785 WP_160600943.1
DR083_RS01790 WP_160600945.1
DR083_RS01800 WP_160600955.1
DR083_RS01805 WP_011206297.1
DR083_RS01810 WP_160600957.1
DR083_RS01815 WP_160600959.1
DR083_RS01820 WP_020835793.1
DR083_RS01825 WP_014579890.1
DR083_RS01830 WP_160600961.1
DR083_RS01835 WP_160600962.1
DR083_RS01840 WP_160600964.1
DR083_RS01845 WP_160600966.1
DR083_RS01850 WP_011284225.1
DR083_RS01855 WP_160600968.1
DR083_RS01860 WP_160585762.1
DR083_RS01865 WP_160600970.1
DR083_RS01870 WP_160600972.1
DR083_RS01875 WP_160600974.1
DR083_RS01880 WP_160600976.1
DR083_RS01885 WP_160600978.1
DR083_RS04190 WP_011206314.1
DR083_RS01895 WP_011206315.1
DR083_RS01900 WP_160600980.1
DR083_RS01905 WP_160600982.1
DR083_RS01910 WP_094521723.1
DR083_RS01915 WP_011206319.1
DR083_RS01920 WP_011206320.1
DR083_RS01925 WP_160600983.1
