DR087_RS01760 WP_014579550.1
DR087_RS02760 WP_146379524.1
DR087_RS02765 WP_014579601.1
DR087_RS02770 WP_011283978.1
DR087_RS02775 WP_160608024.1
DR087_RS02785 WP_094521609.1
DR087_RS02790 WP_011283999.1
DR087_RS02795 WP_160585562.1
DR087_RS02800 WP_158209054.1
DR087_RS02805 WP_011205992.1
DR087_RS02810 WP_146379542.1
DR087_RS02815 WP_160608025.1
DR087_RS02820 WP_160608026.1
DR087_RS02825 WP_160601085.1
DR087_RS04705 WP_308704687.1
DR087_RS04265 WP_308704688.1
DR087_RS02835 WP_014579702.1
DR087_RS04710 WP_014579703.1
DR087_RS04715 WP_308704689.1
DR087_RS02850 WP_011205983.1
DR087_RS02855 WP_160608028.1
DR087_RS00005 WP_160590029.1
DR087_RS00010 WP_160607658.1
DR087_RS00015 WP_160590031.1
DR087_RS00020 WP_011206207.1
DR087_RS00025 WP_160585173.1
DR087_RS00030 WP_160585171.1
DR087_RS04395 WP_308506994.1
DR087_RS00040 WP_160590036.1
DR087_RS04400 WP_220200601.1
DR087_RS04405 WP_220200602.1
DR087_RS04410 WP_160607660.1
DR087_RS04415 WP_160607662.1
DR087_RS00065 WP_160590043.1
DR087_RS00070 WP_014579824.1
DR087_RS03730 WP_011206218.1
DR087_RS04420 WP_160590046.1
DR087_RS00080 WP_160607664.1
DR087_RS00085 WP_011206221.1
DR087_RS00090 WP_011284142.1
DR087_RS00095 WP_160590049.1
DR087_RS00100 WP_146379594.1
DR087_RS00105 WP_160590052.1
DR087_RS00110 WP_220200603.1
DR087_RS00115 WP_160590070.1
DR087_RS00120 WP_020835732.1
DR087_RS00125 WP_160590058.1
DR087_RS00130 WP_146379589.1
DR087_RS00135 WP_011290212.1
DR087_RS00140 WP_160607666.1
DR087_RS00160 WP_308704676.1
DR087_RS03810 WP_160585200.1
DR087_RS00170 WP_160607668.1
DR087_RS00175 WP_160607670.1
DR087_RS00180 WP_160585202.1
DR087_RS00185 WP_160607672.1
DR087_RS00190 WP_011284163.1
DR087_RS00195 WP_160607674.1
DR087_RS00200 WP_160607676.1
DR087_RS00205 WP_160585770.1
DR087_RS00210 WP_146379631.1
DR087_RS00215 WP_011290219.1
DR087_RS00220 WP_011284169.1
DR087_RS00225 WP_308704677.1
DR087_RS00230 WP_160607678.1
DR087_RS00235 WP_160607680.1
DR087_RS00240 WP_146379633.1
DR087_RS00245 WP_258555520.1
DR087_RS00250 WP_160607684.1
DR087_RS00255 WP_011290226.1
DR087_RS00260 WP_011206256.1
DR087_RS04425 WP_160607686.1
DR087_RS00270 WP_160585249.1
DR087_RS00275 WP_160585715.1
DR087_RS00280 WP_160607688.1
DR087_RS00285 WP_160607690.1
DR087_RS04430 WP_160607692.1
DR087_RS03825 WP_258555521.1
DR087_RS00300 WP_160585712.1
DR087_RS00305 WP_135618745.1
DR087_RS00310 WP_160584945.1
DR087_RS00315 WP_160607694.1
DR087_RS04435 WP_160585710.1
DR087_RS00325 WP_160585709.1
DR087_RS00330 WP_160607696.1
DR087_RS00335 WP_160584953.1
DR087_RS00340 WP_258555522.1
DR087_RS00345 WP_160585706.1
DR087_RS00350 WP_160607700.1
DR087_RS02860 WP_160608030.1
DR087_RS02865 WP_094521764.1
DR087_RS02870 WP_308704690.1
DR087_RS02875 WP_011206121.1
DR087_RS02885 WP_011206120.1
DR087_RS04280 WP_258555615.1
DR087_RS02890 WP_135618546.1
DR087_RS02895 WP_011206118.1
DR087_RS02900 WP_160608032.1
DR087_RS04720 WP_160585142.1
DR087_RS02910 WP_160590335.1
DR087_RS02915 WP_160608034.1
DR087_RS02920 WP_011206113.1
DR087_RS02930 WP_011206113.1
DR087_RS02935 WP_160608038.1
DR087_RS02940 WP_146379659.1
DR087_RS02945 WP_011206298.1
DR087_RS02950 WP_160585009.1
DR087_RS02955 WP_160608040.1
DR087_RS02960 WP_160608042.1
DR087_RS02965 WP_011290282.1
DR087_RS02970 WP_044272549.1
DR087_RS02975 WP_160585006.1
DR087_RS02980 WP_160608044.1
DR087_RS02985 WP_160608046.1
DR087_RS02990 WP_044272552.1
DR087_RS02995 WP_160585762.1
DR087_RS03000 WP_011206309.1
DR087_RS03005 WP_258555618.1
DR087_RS03010 WP_011205922.1
DR087_RS03015 WP_011205923.1
DR087_RS03020 WP_135618529.1
DR087_RS03025 WP_011205925.1
DR087_RS03030 WP_146379477.1
DR087_RS03035 WP_160584745.1
DR087_RS03040 WP_160608048.1
DR087_RS03045 WP_011206135.1
DR087_RS03050 WP_160608050.1
DR087_RS03060 WP_146379479.1
DR087_RS03110 WP_160608052.1
DR087_RS03115 WP_160608052.1
DR087_RS03130 WP_160608056.1
DR087_RS03135 WP_011206102.1
DR087_RS03140 WP_011206103.1
DR087_RS03145 WP_052259108.1
DR087_RS03150 WP_308507053.1
DR087_RS03165 WP_160608058.1
DR087_RS03170 WP_160608060.1
DR087_RS03175 WP_160608062.1
DR087_RS03180 WP_160590479.1
DR087_RS03185 WP_258555619.1
DR087_RS03190 WP_160608064.1
DR087_RS03195 WP_160608066.1
DR087_RS03205 WP_135618732.1
DR087_RS03210 WP_011284063.1
DR087_RS03215 WP_011206141.1
DR087_RS03220 WP_135618730.1
DR087_RS04725 WP_308704691.1
DR087_RS04730 WP_160608068.1
DR087_RS03235 WP_160608068.1
DR087_RS03240 WP_258555620.1
DR087_RS03245 WP_011290314.1
DR087_RS03250 WP_160608070.1
DR087_RS03255 WP_011206342.1
DR087_RS04300 WP_228366104.1
DR087_RS03265 WP_258555623.1
DR087_RS03270 WP_160587842.1
DR087_RS03275 WP_160608072.1
DR087_RS03280 WP_160608074.1
DR087_RS03285 WP_160585269.1
DR087_RS03290 WP_160608076.1
DR087_RS04305 WP_258555624.1
DR087_RS03300 WP_014579714.1
DR087_RS03305 WP_160608080.1
DR087_RS03310 WP_160608082.1
DR087_RS03315 WP_011205977.1
DR087_RS03320 WP_252862181.1
DR087_RS03325 WP_187145661.1
DR087_RS03330 WP_258555625.1
DR087_RS03335 WP_258555625.1
DR087_RS03340 WP_160585231.1
DR087_RS03345 WP_160608084.1
DR087_RS03350 WP_020835851.1
DR087_RS03355 WP_011290347.1
DR087_RS03360 WP_160608086.1
DR087_RS03365 WP_160608088.1
DR087_RS03370 WP_160608089.1
DR087_RS03375 WP_160608090.1
DR087_RS03380 WP_160608092.1
DR087_RS03385 WP_160608094.1
DR087_RS03390 WP_011206408.1
DR087_RS03395 WP_011284299.1
DR087_RS03400 WP_167871266.1
DR087_RS03405 WP_160608096.1
DR087_RS03410 WP_011205931.1
DR087_RS03415 WP_011205932.1
DR087_RS03420 WP_011284056.1
DR087_RS03425 WP_160585781.1
DR087_RS03430 WP_020835657.1
DR087_RS03435 WP_011290131.1
DR087_RS04735 WP_044284745.1
DR087_RS03445 WP_160608098.1
DR087_RS00355 WP_160608098.1
DR087_RS04440 WP_160607708.1
DR087_RS04445 WP_308704678.1
DR087_RS00380 WP_011290440.1
DR087_RS00385 WP_011290441.1
DR087_RS04450 WP_160607710.1
DR087_RS00395 WP_160588098.1
DR087_RS00400 WP_146379769.1
DR087_RS00405 WP_160607712.1
DR087_RS00410 WP_258555535.1
DR087_RS00415 WP_160585758.1
DR087_RS00420 WP_146379773.1
DR087_RS00425 WP_011284394.1
DR087_RS00430 WP_011206529.1
DR087_RS00435 WP_044272251.1
DR087_RS00440 WP_160584860.1
DR087_RS00445 WP_146379443.1
DR087_RS04765 WP_146379443.1
DR087_RS04455 WP_011289930.1
DR087_RS00460 WP_160606485.1
DR087_RS00465 WP_160584856.1
DR087_RS00470 WP_011205847.1
DR087_RS04460 WP_011205848.1
DR087_RS00480 WP_160607714.1
DR087_RS00485 WP_020835487.1
DR087_RS00490 WP_011289935.1
DR087_RS00495 WP_011283834.1
DR087_RS00500 WP_020835488.1
DR087_RS00505 WP_011289937.1
DR087_RS00510 WP_020835489.1
DR087_RS00515 WP_041361519.1
DR087_RS00520 WP_225973003.1
DR087_RS03875 WP_258555487.1
DR087_RS00530 WP_160607716.1
DR087_RS00540 WP_160607718.1
DR087_RS04465 WP_160607720.1
DR087_RS00550 WP_160607722.1
DR087_RS00555 WP_160607724.1
DR087_RS00560 WP_050195463.1
DR087_RS00565 WP_160607726.1
DR087_RS04770 WP_160607726.1
DR087_RS03450 WP_160608100.1
DR087_RS03455 WP_044272311.1
DR087_RS03460 WP_014579586.1
DR087_RS03465 WP_160608102.1
DR087_RS03470 WP_160608102.1
DR087_RS03475 WP_220200664.1
DR087_RS03480 WP_160608104.1
DR087_RS04315 WP_258555627.1
DR087_RS04320 WP_308704692.1
DR087_RS04740 WP_160608106.1
DR087_RS03495 WP_002557988.1
DR087_RS03500 WP_002557988.1
DR087_RS03505 WP_160608110.1
DR087_RS03510 WP_011206110.1
DR087_RS04745 WP_160608112.1
DR087_RS03520 WP_160608112.1
DR087_RS04335 WP_258555628.1
DR087_RS03525 WP_258555629.1
DR087_RS03530 WP_002557993.1
DR087_RS03535 WP_011284157.1
DR087_RS04750 WP_308704693.1
DR087_RS04345 WP_240536590.1
DR087_RS03545 WP_020835820.1
DR087_RS03550 WP_160608114.1
DR087_RS03555 WP_160608116.1
DR087_RS03560 WP_160608116.1
DR087_RS04755 WP_160608118.1
DR087_RS03570 WP_160608120.1
DR087_RS04355 WP_258555633.1
DR087_RS04360 WP_258555632.1
DR087_RS03585 WP_160585333.1
DR087_RS03590 WP_094521688.1
DR087_RS04365 WP_233688424.1
DR087_RS04370 WP_233688423.1
DR087_RS03600 WP_233688423.1
DR087_RS03605 WP_258555634.1
DR087_RS03610 WP_258555634.1
DR087_RS00575 WP_308507003.1
DR087_RS04470 WP_160607730.1
DR087_RS04475 WP_160607732.1
DR087_RS00590 WP_160607734.1
DR087_RS00595 WP_160607736.1
DR087_RS04480 WP_160585586.1
DR087_RS00605 WP_011206484.1
DR087_RS00610 WP_014580009.1
DR087_RS04485 WP_160607738.1
DR087_RS00620 WP_160607740.1
DR087_RS04490 WP_011206488.1
DR087_RS00635 WP_041361706.1
DR087_RS00640 WP_014580012.1
DR087_RS00645 WP_160607742.1
DR087_RS00650 WP_011290418.1
DR087_RS00655 WP_146379751.1
DR087_RS00660 WP_011206493.1
DR087_RS00665 WP_011206494.1
DR087_RS00670 WP_146379753.1
DR087_RS00675 WP_011290421.1
DR087_RS04495 WP_228366117.1
DR087_RS00685 WP_011290423.1
DR087_RS00690 WP_220200614.1
DR087_RS04500 WP_160607746.1
DR087_RS00705 WP_011206502.1
DR087_RS00710 WP_011284373.1
DR087_RS00715 WP_020835915.1
DR087_RS04505 WP_020835916.1
DR087_RS00725 WP_044272671.1
DR087_RS00730 WP_160585578.1
DR087_RS00735 WP_160607749.1
DR087_RS00740 WP_160607751.1
DR087_RS00745 WP_011206510.1
DR087_RS00750 WP_011290432.1
DR087_RS00755 WP_160607753.1
DR087_RS00760 WP_160607755.1
DR087_RS00765 WP_160607757.1
DR087_RS04510 WP_160607759.1
DR087_RS00775 WP_160607759.1
DR087_RS03615 WP_160608124.1
DR087_RS03620 WP_160608124.1
DR087_RS03625 WP_011290019.1
DR087_RS04760 WP_135618734.1
DR087_RS03635 WP_135618734.1
DR087_RS03640 WP_135618734.1
DR087_RS03645 WP_160608126.1
DR087_RS03650 WP_160608126.1
DR087_RS03655 WP_160608126.1
DR087_RS03660 WP_160608126.1
DR087_RS03665 WP_160608126.1
DR087_RS03670 WP_160608126.1
DR087_RS03675 WP_160608126.1
DR087_RS00780 WP_160607760.1
DR087_RS00785 WP_011206459.1
DR087_RS00795 WP_011206458.1
DR087_RS00800 WP_160607762.1
DR087_RS04515 WP_160607764.1
DR087_RS00810 WP_160585802.1
DR087_RS00815 WP_160585799.1
DR087_RS00820 WP_011206453.1
DR087_RS00825 WP_160607767.1
DR087_RS04520 WP_160585796.1
DR087_RS00840 WP_160585635.1
DR087_RS00845 WP_160585636.1
DR087_RS00850 WP_160585636.1
DR087_RS00855 WP_160607769.1
DR087_RS00860 WP_135619084.1
DR087_RS00865 WP_160607771.1
DR087_RS00870 WP_160585278.1
DR087_RS00875 WP_160607773.1
DR087_RS00880 WP_014579979.1
DR087_RS00885 WP_160607775.1
DR087_RS00890 WP_044272620.1
DR087_RS00895 WP_160585273.1
DR087_RS00900 WP_160607777.1
DR087_RS00905 WP_041361696.1
DR087_RS00910 WP_160607779.1
DR087_RS00915 WP_220191162.1
DR087_RS00920 WP_011206435.1
DR087_RS00925 WP_160607781.1
DR087_RS00930 WP_011206433.1
DR087_RS00935 WP_135619070.1
DR087_RS00940 WP_011290372.1
DR087_RS00945 WP_160607783.1
DR087_RS00950 WP_160588054.1
DR087_RS00955 WP_160607785.1
DR087_RS04525 WP_228366113.1
DR087_RS00965 WP_160600929.1
DR087_RS00970 WP_160585649.1
DR087_RS00975 WP_011206424.1
DR087_RS00980 WP_160585650.1
DR087_RS00985 WP_220190663.1
DR087_RS00990 WP_020835862.1
DR087_RS00995 WP_044272610.1
DR087_RS01000 WP_160607787.1
DR087_RS01005 WP_160607789.1
DR087_RS01010 WP_160607789.1
DR087_RS03680 WP_258555636.1
DR087_RS03685 WP_258555636.1
DR087_RS03690 WP_258555636.1
DR087_RS03695 WP_258555636.1
DR087_RS03700 WP_258555636.1
DR087_RS03705 WP_258555636.1
DR087_RS04815 WP_258555636.1
DR087_RS04530 WP_094521636.1
DR087_RS01020 WP_258555552.1
DR087_RS01025 WP_014579735.1
DR087_RS04535 WP_160585099.1
DR087_RS01060 WP_011284046.1
DR087_RS01065 WP_160607793.1
DR087_RS01070 WP_014579732.1
DR087_RS01075 WP_160607796.1
DR087_RS04540 WP_160607798.1
DR087_RS04545 WP_308704679.1
DR087_RS01090 WP_160590282.1
DR087_RS01095 WP_160607800.1
DR087_RS01100 WP_011290120.1
DR087_RS01105 WP_160607802.1
DR087_RS01110 WP_011205952.1
DR087_RS01115 WP_011290118.1
DR087_RS01120 WP_011205954.1
DR087_RS01125 WP_011205955.1
DR087_RS01130 WP_020835645.1
DR087_RS01135 WP_160588252.1
DR087_RS01140 WP_020835643.1
DR087_RS01145 WP_011284032.1
DR087_RS01150 WP_020835642.1
DR087_RS01155 WP_160607804.1
DR087_RS01160 WP_011205962.1
DR087_RS01165 WP_020835640.1
DR087_RS01170 WP_160590292.1
DR087_RS01175 WP_160588243.1
DR087_RS01180 WP_160588241.1
DR087_RS01185 WP_135618686.1
DR087_RS01190 WP_011290108.1
DR087_RS01195 WP_011205969.1
DR087_RS01200 WP_160607806.1
DR087_RS04550 WP_160607808.1
DR087_RS01210 WP_160607810.1
DR087_RS01215 WP_011205973.1
DR087_RS03715 WP_160608130.1
DR087_RS04820 WP_220200667.1
DR087_RS03720 WP_334199366.1
DR087_RS03765 WP_334199366.1
DR087_RS04825 WP_334199366.1
DR087_RS01220 WP_160590426.1
DR087_RS01225 WP_011206335.1
DR087_RS04555 WP_020835818.1
DR087_RS01235 WP_011206333.1
DR087_RS04560 WP_160607812.1
DR087_RS04565 WP_160607814.1
DR087_RS01250 WP_160607816.1
DR087_RS04570 WP_160607818.1
DR087_RS01260 WP_160607820.1
DR087_RS01265 WP_160607822.1
DR087_RS01270 WP_011290300.1
DR087_RS01275 WP_160607824.1
DR087_RS01280 WP_160607826.1
DR087_RS01285 WP_011290297.1
DR087_RS01290 WP_160607828.1
DR087_RS01295 WP_011206320.1
DR087_RS01300 WP_020835806.1
DR087_RS01305 WP_020835805.1
DR087_RS01310 WP_160607830.1
DR087_RS01315 WP_160607832.1
DR087_RS01320 WP_011206315.1
DR087_RS04005 WP_011206314.1
DR087_RS01330 WP_146379668.1
DR087_RS01335 WP_220200620.1
DR087_RS01340 WP_160607834.1
DR087_RS01345 WP_011206310.1
DR087_RS01350 WP_011206310.1
DR087_RS04010 WP_258555565.1
DR087_RS04015 WP_258555566.1
DR087_RS01365 WP_160607838.1
DR087_RS04575 WP_160607840.1
DR087_RS01375 WP_011206373.1
DR087_RS01380 WP_160607842.1
DR087_RS01385 WP_011206375.1
DR087_RS01390 WP_011206376.1
DR087_RS01395 WP_160607844.1
DR087_RS01400 WP_160607846.1
DR087_RS01405 WP_011290331.1
DR087_RS01410 WP_020835837.1
DR087_RS01415 WP_160607848.1
DR087_RS01420 WP_160607850.1
DR087_RS01425 WP_160607852.1
DR087_RS01430 WP_011206384.1
DR087_RS01435 WP_011206385.1
DR087_RS01440 WP_160607854.1
DR087_RS01445 WP_225972996.1
DR087_RS01450 WP_020835843.1
DR087_RS01455 WP_160607856.1
DR087_RS01460 WP_160590163.1
DR087_RS01465 WP_011206391.1
DR087_RS01470 WP_160607858.1
DR087_RS04580 WP_308507032.1
DR087_RS01485 WP_258555568.1
DR087_RS04585 WP_160607860.1
DR087_RS01495 WP_011284290.1
DR087_RS01500 WP_160607866.1
DR087_RS04590 WP_160606477.1
DR087_RS01510 WP_020835714.1
DR087_RS01515 WP_160607868.1
DR087_RS01520 WP_011206200.1
DR087_RS01525 WP_160585020.1
DR087_RS01530 WP_146379610.1
DR087_RS01535 WP_020835709.1
DR087_RS01540 WP_160585022.1
DR087_RS01545 WP_160585024.1
DR087_RS04595 WP_011206194.1
DR087_RS04040 WP_258555572.1
DR087_RS01580 WP_160607872.1
DR087_RS04775 WP_240536501.1
DR087_RS01590 WP_160607874.1
DR087_RS03740 WP_158632000.1
DR087_RS01595 WP_146379613.1
DR087_RS01600 WP_225972969.1
DR087_RS01605 WP_160607876.1
DR087_RS01610 WP_014579793.1
DR087_RS01615 WP_158520147.1
DR087_RS04050 WP_225972970.1
DR087_RS04055 WP_258555573.1
DR087_RS01625 WP_258555574.1
DR087_RS01630 WP_160590087.1
DR087_RS04600 WP_020835697.1
DR087_RS01640 WP_160585755.1
DR087_RS01645 WP_160607878.1
DR087_RS01650 WP_020835695.1
DR087_RS01655 WP_160607880.1
DR087_RS04605 WP_160607882.1
DR087_RS01665 WP_160607882.1
DR087_RS01670 WP_220200632.1
DR087_RS04070 WP_258555580.1
DR087_RS01675 WP_258555581.1
DR087_RS01680 WP_258555582.1
DR087_RS01685 WP_258555583.1
DR087_RS01690 WP_160607886.1
DR087_RS01695 WP_146379648.1
DR087_RS01700 WP_258555584.1
DR087_RS01705 WP_146379646.1
DR087_RS01710 WP_258555585.1
DR087_RS01715 WP_160590444.1
DR087_RS01720 WP_160607890.1
DR087_RS04075 WP_258555586.1
DR087_RS04080 WP_258555587.1
DR087_RS04610 WP_160585296.1
DR087_RS01735 WP_160585298.1
DR087_RS01740 WP_258555588.1
DR087_RS01745 WP_160607894.1
DR087_RS01750 WP_011290245.1
DR087_RS03745 WP_220200634.1
