DR097_RS01720 WP_160585682.1
DR097_RS02155 WP_160585726.1
DR097_RS02160 WP_160585727.1
DR097_RS02165 WP_371807680.1
DR097_RS02170 WP_258555342.1
DR097_RS02175 WP_258555342.1
DR097_RS02180 WP_011290053.1
DR097_RS02185 WP_011290054.1
DR097_RS02190 WP_011206049.1
DR097_RS02195 WP_011206048.1
DR097_RS02200 WP_160585195.1
DR097_RS02205 WP_011206047.1
DR097_RS02210 WP_011290055.1
DR097_RS02215 WP_160585193.1
DR097_RS02220 WP_160585731.1
DR097_RS02225 WP_020835590.1
DR097_RS02230 WP_011290058.1
DR097_RS02235 WP_220190714.1
DR097_RS02240 WP_160585732.1
DR097_RS02245 WP_160585733.1
DR097_RS02250 WP_011206038.1
DR097_RS02255 WP_041361589.1
DR097_RS02260 WP_011206036.1
DR097_RS02265 WP_011206035.1
DR097_RS02270 WP_014579611.1
DR097_RS02275 WP_160585734.1
DR097_RS02280 WP_011206032.1
DR097_RS02285 WP_011206031.1
DR097_RS04910 WP_160585735.1
DR097_RS02295 WP_011206028.1
DR097_RS02300 WP_011206027.1
DR097_RS02305 WP_011290066.1
DR097_RS02310 WP_011206025.1
DR097_RS02315 WP_011290067.1
DR097_RS02320 WP_014579601.1
DR097_RS02325 WP_011283978.1
DR097_RS02330 WP_160585736.1
DR097_RS02335 WP_160585736.1
DR097_RS02345 WP_011206113.1
DR097_RS02350 WP_160585737.1
DR097_RS02355 WP_160585738.1
DR097_RS04710 WP_160585142.1
DR097_RS02365 WP_160585739.1
DR097_RS02370 WP_160585146.1
DR097_RS02375 WP_011206119.1
DR097_RS02380 WP_011206120.1
DR097_RS02390 WP_011206121.1
DR097_RS02395 WP_308507009.1
DR097_RS02400 WP_094521764.1
DR097_RS02405 WP_160585740.1
DR097_RS02410 WP_160585741.1
DR097_RS02415 WP_160585743.1
DR097_RS02420 WP_160585744.1
DR097_RS04715 WP_160585745.1
DR097_RS04720 WP_160585746.1
DR097_RS02435 WP_020835495.1
DR097_RS02440 WP_160585747.1
DR097_RS02445 WP_146379450.1
DR097_RS02450 WP_160585748.1
DR097_RS02455 WP_160585749.1
DR097_RS02465 WP_225973003.1
DR097_RS02470 WP_146379448.1
DR097_RS04220 WP_225973002.1
DR097_RS02480 WP_146379447.1
DR097_RS02485 WP_160585750.1
DR097_RS02490 WP_258555839.1
DR097_RS03825 WP_179221115.1
DR097_RS02500 WP_146379613.1
DR097_RS02505 WP_258555840.1
DR097_RS02510 WP_160585752.1
DR097_RS03830 WP_192894277.1
DR097_RS04225 WP_258555841.1
DR097_RS04230 WP_258555842.1
DR097_RS02530 WP_308507010.1
DR097_RS02535 WP_160585753.1
DR097_RS04730 WP_160585754.1
DR097_RS02545 WP_160585755.1
DR097_RS02550 WP_011284100.1
DR097_RS02555 WP_020835695.1
DR097_RS02560 WP_160585756.1
DR097_RS02565 WP_160585756.1
DR097_RS02570 WP_160585758.1
DR097_RS02575 WP_258555535.1
DR097_RS02580 WP_160585759.1
DR097_RS02585 WP_160585760.1
DR097_RS02590 WP_011206522.1
DR097_RS04735 WP_160585761.1
DR097_RS02600 WP_050195472.1
DR097_RS02605 WP_011290440.1
DR097_RS00010 WP_160585530.1
DR097_RS00015 WP_014579577.1
DR097_RS00020 WP_014579576.1
DR097_RS00025 WP_011283891.1
DR097_RS00030 WP_011205923.1
DR097_RS00035 WP_011205922.1
DR097_RS00040 WP_011205921.1
DR097_RS00045 WP_146379476.1
DR097_RS00050 WP_014579573.1
DR097_RS00055 WP_011283887.1
DR097_RS00060 WP_041361533.1
DR097_RS00065 WP_160585531.1
DR097_RS00070 WP_160585532.1
DR097_RS00075 WP_160584756.1
DR097_RS00080 WP_160585533.1
DR097_RS00085 WP_135618519.1
DR097_RS00090 WP_014579568.1
DR097_RS00095 WP_160585534.1
DR097_RS04500 WP_160585535.1
DR097_RS00105 WP_160585536.1
DR097_RS00110 WP_011289982.1
DR097_RS00115 WP_160585537.1
DR097_RS00120 WP_318026429.1
DR097_RS00125 WP_011289979.1
DR097_RS00130 WP_160585538.1
DR097_RS00135 WP_160585539.1
DR097_RS00140 WP_011205897.1
DR097_RS00145 WP_020835518.1
DR097_RS00150 WP_011289974.1
DR097_RS00155 WP_225973008.1
DR097_RS00160 WP_160585540.1
DR097_RS00165 WP_160585541.1
DR097_RS00170 WP_014579553.1
DR097_RS00175 WP_160585542.1
DR097_RS00180 WP_044272682.1
DR097_RS00185 WP_011205889.1
DR097_RS00190 WP_014579550.1
DR097_RS00200 WP_160585543.1
DR097_RS00205 WP_160585544.1
DR097_RS00210 WP_135618489.1
DR097_RS00215 WP_011205883.1
DR097_RS00220 WP_160585545.1
DR097_RS00225 WP_318023737.1
DR097_RS00230 WP_011205880.1
DR097_RS04505 WP_135618485.1
DR097_RS00240 WP_094521545.1
DR097_RS00245 WP_044272282.1
DR097_RS03895 WP_371807677.1
DR097_RS00260 WP_160584772.1
DR097_RS00265 WP_160585546.1
DR097_RS00270 WP_160585547.1
DR097_RS00275 WP_160585548.1
DR097_RS00280 WP_160585552.1
DR097_RS00285 WP_020835500.1
DR097_RS00290 WP_160585549.1
DR097_RS00295 WP_160585550.1
DR097_RS00300 WP_050195463.1
DR097_RS00305 WP_160584826.1
DR097_RS02620 WP_011206309.1
DR097_RS02625 WP_160585762.1
DR097_RS02630 WP_044272552.1
DR097_RS02635 WP_146379664.1
DR097_RS02640 WP_011206305.1
DR097_RS02645 WP_160585006.1
DR097_RS02650 WP_044272549.1
DR097_RS02655 WP_160585763.1
DR097_RS02660 WP_014579890.1
DR097_RS02665 WP_160585764.1
DR097_RS02670 WP_160585765.1
DR097_RS02675 WP_011206298.1
DR097_RS02680 WP_160585766.1
DR097_RS02685 WP_020835790.1
DR097_RS04740 WP_308507011.1
DR097_RS02690 WP_371807681.1
DR097_RS02695 WP_160585767.1
DR097_RS02700 WP_258555846.1
DR097_RS02705 WP_160585768.1
DR097_RS02710 WP_160585769.1
DR097_RS02715 WP_011206239.1
DR097_RS02720 WP_011284163.1
DR097_RS02725 WP_044272490.1
DR097_RS02730 WP_135618882.1
DR097_RS02735 WP_160585770.1
DR097_RS02740 WP_160585771.1
DR097_RS02745 WP_225972975.1
DR097_RS02750 WP_011284169.1
DR097_RS02755 WP_192894278.1
DR097_RS02760 WP_146379632.1
DR097_RS02770 WP_160585774.1
DR097_RS02775 WP_020835487.1
DR097_RS02780 WP_160584852.1
DR097_RS04745 WP_160584854.1
DR097_RS02790 WP_011205847.1
DR097_RS02795 WP_020835484.1
DR097_RS02800 WP_014579519.1
DR097_RS04750 WP_160585775.1
DR097_RS02810 WP_160585776.1
DR097_RS02815 WP_146379443.1
DR097_RS02820 WP_160584860.1
DR097_RS02830 WP_160585777.1
DR097_RS02835 WP_011206231.1
DR097_RS02840 WP_160585126.1
DR097_RS02845 WP_044272480.1
DR097_RS02850 WP_044272477.1
DR097_RS02855 WP_011206227.1
DR097_RS02860 WP_220190703.1
DR097_RS02865 WP_160585778.1
DR097_RS02870 WP_011206224.1
DR097_RS02875 WP_011206223.1
DR097_RS02880 WP_160585779.1
DR097_RS02885 WP_160585780.1
DR097_RS04270 WP_258555848.1
DR097_RS04275 WP_258555849.1
DR097_RS04280 WP_240536641.1
DR097_RS04755 WP_308506993.1
DR097_RS02900 WP_011205931.1
DR097_RS02905 WP_011205932.1
DR097_RS02910 WP_011284056.1
DR097_RS02915 WP_160585781.1
DR097_RS02920 WP_135618720.1
DR097_RS02925 WP_011290131.1
DR097_RS04760 WP_160585782.1
DR097_RS02935 WP_146379568.1
DR097_RS04765 WP_160585783.1
DR097_RS02945 WP_160585784.1
DR097_RS04770 WP_160585785.1
DR097_RS04775 WP_308507013.1
DR097_RS04780 WP_160585251.1
DR097_RS02965 WP_160585251.1
DR097_RS02970 WP_011206469.1
DR097_RS02975 WP_011206468.1
DR097_RS02980 WP_160585787.1
DR097_RS02985 WP_146379741.1
DR097_RS02990 WP_020835897.1
DR097_RS04785 WP_160585788.1
DR097_RS03000 WP_258555699.1
DR097_RS03005 WP_094521693.1
DR097_RS03010 WP_020835755.1
DR097_RS03015 WP_160585789.1
DR097_RS03020 WP_160585790.1
DR097_RS03025 WP_011290226.1
DR097_RS03030 WP_011206256.1
DR097_RS04790 WP_160585791.1
DR097_RS03040 WP_160585249.1
DR097_RS03045 WP_011206101.1
DR097_RS03050 WP_011206102.1
DR097_RS03055 WP_011206103.1
DR097_RS03060 WP_020835567.1
DR097_RS03065 WP_308507014.1
DR097_RS03080 WP_160585793.1
DR097_RS03085 WP_160584791.1
DR097_RS00315 WP_160585555.1
DR097_RS00320 WP_135618674.1
DR097_RS00325 WP_160585556.1
DR097_RS03805 WP_220191137.1
DR097_RS00335 WP_258555804.1
DR097_RS00345 WP_160585557.1
DR097_RS00350 WP_160585558.1
DR097_RS00355 WP_146379545.1
DR097_RS04510 WP_308507001.1
DR097_RS04515 WP_014579703.1
DR097_RS00370 WP_011205986.1
DR097_RS04520 WP_160584704.1
DR097_RS00380 WP_160585559.1
DR097_RS00385 WP_160585560.1
DR097_RS00390 WP_160585561.1
DR097_RS00395 WP_135618654.1
DR097_RS00400 WP_011284001.1
DR097_RS00405 WP_158209054.1
DR097_RS00410 WP_160585562.1
DR097_RS00415 WP_011283999.1
DR097_RS00420 WP_160585563.1
DR097_RS00425 WP_240536367.1
DR097_RS00430 WP_160584690.1
DR097_RS00435 WP_258555805.1
DR097_RS04525 WP_160585564.1
DR097_RS00445 WP_160585565.1
DR097_RS00450 WP_014579672.1
DR097_RS00455 WP_020835615.1
DR097_RS00460 WP_011206005.1
DR097_RS00465 WP_011283991.1
DR097_RS00475 WP_160585566.1
DR097_RS00480 WP_011283989.1
DR097_RS00485 WP_160585567.1
DR097_RS00490 WP_160584678.1
DR097_RS00495 WP_160585568.1
DR097_RS00500 WP_146379532.1
DR097_RS00505 WP_160585569.1
DR097_RS00510 WP_011206014.1
DR097_RS00515 WP_160584672.1
DR097_RS00520 WP_011206016.1
DR097_RS00525 WP_160585570.1
DR097_RS00530 WP_011290071.1
DR097_RS00535 WP_011290071.1
DR097_RS03090 WP_258555855.1
DR097_RS04795 WP_135618726.1
DR097_RS03100 WP_160585294.1
DR097_RS04800 WP_160585794.1
DR097_RS03110 WP_011290136.1
DR097_RS03115 WP_011206141.1
DR097_RS03120 WP_011284063.1
DR097_RS03125 WP_135618732.1
DR097_RS04805 WP_160585796.1
DR097_RS03150 WP_160585797.1
DR097_RS03155 WP_160585798.1
DR097_RS03160 WP_160585799.1
DR097_RS03165 WP_160585802.1
DR097_RS04810 WP_160585800.1
DR097_RS03175 WP_044284717.1
DR097_RS03185 WP_011206310.1
DR097_RS03190 WP_011284228.1
DR097_RS03195 WP_220191203.1
DR097_RS03200 WP_146379668.1
DR097_RS04360 WP_179695988.1
DR097_RS03210 WP_011206315.1
DR097_RS03215 WP_160585803.1
DR097_RS03220 WP_160585803.1
DR097_RS03225 WP_308507015.1
DR097_RS03275 WP_160585806.1
DR097_RS03285 WP_011206134.1
DR097_RS03290 WP_160585807.1
DR097_RS04815 WP_094521636.1
DR097_RS03305 WP_160585808.1
DR097_RS03310 WP_160585809.1
DR097_RS04820 WP_146379566.1
DR097_RS03345 WP_011284046.1
DR097_RS03350 WP_160585810.1
DR097_RS03355 WP_014579732.1
DR097_RS03360 WP_160584784.1
DR097_RS04825 WP_160585811.1
DR097_RS03370 WP_160585811.1
DR097_RS04830 WP_308507016.1
DR097_RS04835 WP_160585812.1
DR097_RS03385 WP_160585813.1
DR097_RS03390 WP_044284635.1
DR097_RS04390 WP_237697242.1
DR097_RS04395 WP_228365424.1
DR097_RS03400 WP_160585815.1
DR097_RS03405 WP_160585286.1
DR097_RS03410 WP_160585816.1
DR097_RS03415 WP_160585817.1
DR097_RS04920 WP_308507017.1
DR097_RS04405 WP_258555861.1
DR097_RS03425 WP_258555861.1
DR097_RS04840 WP_160585818.1
DR097_RS03435 WP_011284157.1
DR097_RS03440 WP_160585819.1
DR097_RS03445 WP_002557992.1
DR097_RS03450 WP_002557992.1
DR097_RS03455 WP_094521688.1
DR097_RS03460 WP_160585820.1
DR097_RS04845 WP_160585821.1
DR097_RS00540 WP_160585573.1
DR097_RS00545 WP_160585574.1
DR097_RS00550 WP_160584886.1
DR097_RS00555 WP_160585575.1
DR097_RS00560 WP_011206510.1
DR097_RS00565 WP_160585576.1
DR097_RS00570 WP_160585577.1
DR097_RS00575 WP_160585578.1
DR097_RS00580 WP_044272671.1
DR097_RS04530 WP_160585579.1
DR097_RS00590 WP_020835915.1
DR097_RS00595 WP_011284373.1
DR097_RS00600 WP_011206502.1
DR097_RS04535 WP_094521522.1
DR097_RS00615 WP_220191147.1
DR097_RS00620 WP_011290423.1
DR097_RS04540 WP_308507002.1
DR097_RS00630 WP_011290421.1
DR097_RS00635 WP_146379753.1
DR097_RS00640 WP_011206494.1
DR097_RS00645 WP_011206493.1
DR097_RS00650 WP_160585582.1
DR097_RS00655 WP_011290418.1
DR097_RS00660 WP_094521520.1
DR097_RS00665 WP_014580012.1
DR097_RS04870 WP_232039558.1
DR097_RS04545 WP_011206488.1
DR097_RS00685 WP_160585583.1
DR097_RS04550 WP_160585584.1
DR097_RS00695 WP_014580009.1
DR097_RS00700 WP_160585585.1
DR097_RS04555 WP_160585586.1
DR097_RS00710 WP_160585587.1
DR097_RS00715 WP_160585588.1
DR097_RS04560 WP_160585589.1
DR097_RS04565 WP_160584917.1
DR097_RS00730 WP_308507003.1
DR097_RS03470 WP_160585823.1
DR097_RS03835 WP_220190648.1
DR097_RS04420 WP_225973020.1
DR097_RS03480 WP_135618608.1
DR097_RS04850 WP_160585822.1
DR097_RS03490 WP_135618604.1
DR097_RS03840 WP_135618604.1
DR097_RS04925 WP_135618604.1
DR097_RS04855 WP_160585824.1
DR097_RS03505 WP_002557988.1
DR097_RS04435 WP_258555864.1
DR097_RS04440 WP_258555865.1
DR097_RS03520 WP_160585826.1
DR097_RS03525 WP_160585827.1
DR097_RS04950 WP_160585321.1
DR097_RS03535 WP_160585828.1
DR097_RS03540 WP_011284394.1
DR097_RS03545 WP_011206529.1
DR097_RS03550 WP_160585829.1
DR097_RS04860 WP_371807682.1
DR097_RS03560 WP_160585830.1
DR097_RS03570 WP_011206459.1
DR097_RS03575 WP_160585831.1
DR097_RS03580 WP_371807683.1
DR097_RS04865 WP_220191211.1
DR097_RS04955 WP_220191211.1
DR097_RS03600 WP_160585832.1
DR097_RS03605 WP_160585832.1
DR097_RS03610 WP_258555870.1
DR097_RS03615 WP_258555870.1
DR097_RS04570 WP_160585592.1
DR097_RS03810 WP_011206218.1
DR097_RS00745 WP_014579824.1
DR097_RS00750 WP_160585593.1
DR097_RS04575 WP_160585594.1
DR097_RS04580 WP_160585595.1
DR097_RS04585 WP_220191148.1
DR097_RS04590 WP_220190711.1
DR097_RS00775 WP_160585596.1
DR097_RS04595 WP_308506994.1
DR097_RS00785 WP_160585171.1
DR097_RS00790 WP_160585173.1
DR097_RS00795 WP_011206207.1
DR097_RS00800 WP_160585597.1
DR097_RS00805 WP_160585598.1
DR097_RS00810 WP_011284126.1
DR097_RS00815 WP_160585599.1
DR097_RS00820 WP_160585600.1
DR097_RS00825 WP_160585601.1
DR097_RS00830 WP_011206200.1
DR097_RS00835 WP_160585602.1
DR097_RS00840 WP_160585603.1
DR097_RS00845 WP_146379611.1
DR097_RS00850 WP_011206196.1
DR097_RS00855 WP_014579804.1
DR097_RS04600 WP_020835708.1
DR097_RS00880 WP_160585604.1
DR097_RS04020 WP_258555395.1
DR097_RS00890 WP_044272453.1
DR097_RS04895 WP_240536501.1
DR097_RS04470 WP_308507018.1
DR097_RS03625 WP_308507018.1
DR097_RS04475 WP_233688424.1
DR097_RS04480 WP_233688423.1
DR097_RS03635 WP_233688423.1
DR097_RS03640 WP_233688423.1
DR097_RS03645 WP_160585834.1
DR097_RS03650 WP_308507019.1
DR097_RS03655 WP_308507019.1
DR097_RS03665 WP_308507019.1
DR097_RS03670 WP_011206222.1
DR097_RS03680 WP_011206222.1
DR097_RS03685 WP_011206222.1
DR097_RS00905 WP_135618601.1
DR097_RS00910 WP_135618599.1
DR097_RS00915 WP_160585607.1
DR097_RS04605 WP_044284596.1
DR097_RS00925 WP_011283955.1
DR097_RS04610 WP_160585608.1
DR097_RS00935 WP_041361583.1
DR097_RS00940 WP_011206061.1
DR097_RS00945 WP_135618591.1
DR097_RS00950 WP_160585609.1
DR097_RS04615 WP_011206064.1
DR097_RS00960 WP_011206065.1
DR097_RS00965 WP_011290044.1
DR097_RS00970 WP_011290043.1
DR097_RS00975 WP_135618585.1
DR097_RS03815 WP_011206069.1
DR097_RS00985 WP_160585610.1
DR097_RS00990 WP_160585611.1
DR097_RS00995 WP_011206072.1
DR097_RS01000 WP_160584809.1
DR097_RS01005 WP_228729169.1
DR097_RS01015 WP_240536364.1
DR097_RS01020 WP_160584807.1
DR097_RS01025 WP_160585612.1
DR097_RS01030 WP_146379504.1
DR097_RS01035 WP_160585613.1
DR097_RS01040 WP_011290034.1
DR097_RS04620 WP_160585614.1
DR097_RS01055 WP_011283934.1
DR097_RS01060 WP_020835576.1
DR097_RS01065 WP_160585615.1
DR097_RS01075 WP_020835574.1
DR097_RS01080 WP_011206086.1
DR097_RS01085 WP_011283930.1
DR097_RS01090 WP_011290029.1
DR097_RS01095 WP_011290028.1
DR097_RS01100 WP_160584800.1
DR097_RS01105 WP_228729168.1
DR097_RS01110 WP_160585616.1
DR097_RS01115 WP_371807678.1
DR097_RS01120 WP_011206094.1
DR097_RS01125 WP_094521583.1
DR097_RS01130 WP_011283923.1
DR097_RS01135 WP_160585617.1
DR097_RS01140 WP_160585618.1
DR097_RS04060 WP_258555812.1
DR097_RS03690 WP_160585837.1
DR097_RS03695 WP_160585837.1
DR097_RS03700 WP_160585837.1
DR097_RS04960 WP_160585837.1
DR097_RS03710 WP_160585837.1
DR097_RS03715 WP_160585837.1
DR097_RS03720 WP_160585837.1
DR097_RS03725 WP_160585837.1
DR097_RS03730 WP_220191212.1
DR097_RS03860 WP_220191212.1
DR097_RS01150 WP_011206375.1
DR097_RS01155 WP_135619006.1
DR097_RS01160 WP_146379689.1
DR097_RS01165 WP_160585619.1
DR097_RS01170 WP_011290331.1
DR097_RS01175 WP_011206380.1
DR097_RS01180 WP_135619012.1
DR097_RS01185 WP_160585620.1
DR097_RS01190 WP_160585621.1
DR097_RS01195 WP_011206384.1
DR097_RS01200 WP_011206385.1
DR097_RS01205 WP_160585622.1
DR097_RS01210 WP_225972996.1
DR097_RS01215 WP_020835843.1
DR097_RS01220 WP_160585623.1
DR097_RS01225 WP_011290340.1
DR097_RS01230 WP_011206391.1
DR097_RS01235 WP_160585624.1
DR097_RS04935 WP_160585624.1
DR097_RS01250 WP_258555814.1
DR097_RS04625 WP_160585625.1
DR097_RS01260 WP_146379698.1
DR097_RS01265 WP_160585626.1
DR097_RS01270 WP_011290347.1
DR097_RS01275 WP_160585627.1
DR097_RS04630 WP_160585628.1
DR097_RS01285 WP_044284696.1
DR097_RS01290 WP_160585629.1
DR097_RS01295 WP_160585630.1
DR097_RS01300 WP_011206405.1
DR097_RS01305 WP_160585631.1
DR097_RS01310 WP_160585632.1
DR097_RS01315 WP_160585633.1
DR097_RS01320 WP_011284299.1
DR097_RS03740 WP_011284299.1
DR097_RS03745 WP_011284299.1
DR097_RS04490 WP_011284299.1
DR097_RS03755 WP_011284299.1
DR097_RS03770 WP_011284299.1
DR097_RS03775 WP_011284299.1
DR097_RS03780 WP_011284299.1
DR097_RS01325 WP_160585635.1
DR097_RS01330 WP_160585636.1
DR097_RS01335 WP_258555816.1
DR097_RS04085 WP_258555817.1
DR097_RS01340 WP_160585637.1
DR097_RS01345 WP_160585638.1
DR097_RS01350 WP_160585639.1
DR097_RS01355 WP_160585640.1
DR097_RS01360 WP_044272620.1
DR097_RS01365 WP_160585273.1
DR097_RS01370 WP_011284321.1
DR097_RS04940 WP_160585641.1
DR097_RS01380 WP_160585642.1
DR097_RS01385 WP_220191162.1
DR097_RS01390 WP_011206435.1
DR097_RS01395 WP_160585643.1
DR097_RS01400 WP_011206433.1
DR097_RS01405 WP_011206432.1
DR097_RS01410 WP_011290372.1
DR097_RS01415 WP_160585644.1
DR097_RS01420 WP_160585645.1
DR097_RS01425 WP_160585646.1
DR097_RS04635 WP_308507005.1
DR097_RS01435 WP_160585648.1
DR097_RS01440 WP_160585649.1
DR097_RS01445 WP_011206424.1
DR097_RS01450 WP_160585650.1
DR097_RS01455 WP_220191163.1
DR097_RS01460 WP_160585651.1
DR097_RS01465 WP_160585652.1
DR097_RS01470 WP_160585653.1
DR097_RS01475 WP_160585654.1
DR097_RS03785 WP_160585839.1
DR097_RS03790 WP_160585839.1
DR097_RS01485 WP_160585657.1
DR097_RS01490 WP_160585658.1
DR097_RS04640 WP_014579918.1
DR097_RS01500 WP_011284249.1
DR097_RS04645 WP_146379680.1
DR097_RS01510 WP_044272557.1
DR097_RS04650 WP_146379678.1
DR097_RS01520 WP_160585659.1
DR097_RS04655 WP_160585660.1
DR097_RS01530 WP_160585661.1
DR097_RS01535 WP_020835811.1
DR097_RS01540 WP_258555819.1
DR097_RS01545 WP_160585663.1
DR097_RS01550 WP_160585664.1
DR097_RS01555 WP_160585665.1
DR097_RS01560 WP_160585666.1
DR097_RS01565 WP_011206320.1
DR097_RS01570 WP_160585667.1
DR097_RS01575 WP_160585668.1
DR097_RS01580 WP_011290293.1
DR097_RS03795 WP_011290293.1
DR097_RS04660 WP_308507006.1
DR097_RS01590 WP_011290122.1
DR097_RS01595 WP_160585670.1
DR097_RS01600 WP_160585671.1
DR097_RS01605 WP_160585672.1
DR097_RS01610 WP_011205952.1
DR097_RS01615 WP_011205953.1
DR097_RS01620 WP_011205954.1
DR097_RS01625 WP_011205955.1
DR097_RS01630 WP_160585673.1
DR097_RS01635 WP_146379558.1
DR097_RS01640 WP_160585674.1
DR097_RS01645 WP_011284032.1
DR097_RS01650 WP_020835642.1
DR097_RS01655 WP_146379556.1
DR097_RS01660 WP_011205962.1
DR097_RS01665 WP_044284614.1
DR097_RS01670 WP_160585676.1
DR097_RS01675 WP_011205965.1
DR097_RS01680 WP_160585677.1
DR097_RS01685 WP_160585678.1
DR097_RS01690 WP_011290108.1
DR097_RS01695 WP_011205969.1
DR097_RS01700 WP_160585679.1
DR097_RS04665 WP_160585680.1
DR097_RS01710 WP_160585681.1
DR097_RS01715 WP_011205973.1
