Orthogroup	MFC_MF30_genes	MHP_1257_genes
OG0000105	DR084_RS01800	ABKJ22_RS02175
OG0000106	DR084_RS01810	ABKJ22_RS02165
OG0000107	DR084_RS01820	ABKJ22_RS02155
OG0000108	DR084_RS01825	ABKJ22_RS02150
OG0000109	DR084_RS01830	ABKJ22_RS02145
OG0000110	DR084_RS01835	ABKJ22_RS02340
OG0000111	DR084_RS01840	ABKJ22_RS02335
OG0000112	DR084_RS01850	ABKJ22_RS02325
OG0000113	DR084_RS03550	ABKJ22_RS02305
OG0000114	DR084_RS01875	ABKJ22_RS02295
OG0000115	DR084_RS01885	ABKJ22_RS02285
OG0000116	DR084_RS01895	ABKJ22_RS01315
OG0000117	DR084_RS01900	ABKJ22_RS01320
OG0000118	DR084_RS01930	ABKJ22_RS01355
OG0000119	DR084_RS01935	ABKJ22_RS01360
OG0000120	DR084_RS01950	ABKJ22_RS01375
OG0000121	DR084_RS01975	ABKJ22_RS01400
OG0000122	DR084_RS01980	ABKJ22_RS01405
OG0000123	DR084_RS02000	ABKJ22_RS01425
OG0000124	DR084_RS02005	ABKJ22_RS01430
OG0000125	DR084_RS02010	ABKJ22_RS01435
OG0000126	DR084_RS02020	ABKJ22_RS01445
OG0000127	DR084_RS02030	ABKJ22_RS01455
OG0000128	DR084_RS02760	ABKJ22_RS01470
OG0000129	DR084_RS02765	ABKJ22_RS01475
OG0000130	DR084_RS02775	ABKJ22_RS01485
OG0000131	DR084_RS02805	ABKJ22_RS01515
OG0000132	DR084_RS03675	ABKJ22_RS01530
OG0000133	DR084_RS00350	ABKJ22_RS00530
OG0000134	DR084_RS03455	ABKJ22_RS00535
OG0000135	DR084_RS00370	ABKJ22_RS00550
OG0000136	DR084_RS00375	ABKJ22_RS00555
OG0000137	DR084_RS00405	ABKJ22_RS00585
OG0000138	DR084_RS00430	ABKJ22_RS01080
OG0000139	DR084_RS00460	ABKJ22_RS01050
OG0000140	DR084_RS00465	ABKJ22_RS01045
OG0000141	DR084_RS00490	ABKJ22_RS02875
OG0000142	DR084_RS03470	ABKJ22_RS02870
OG0000143	DR084_RS00520	ABKJ22_RS02850
OG0000144	DR084_RS00530	ABKJ22_RS02840
OG0000145	DR084_RS00540	ABKJ22_RS02830
OG0000146	DR084_RS00550	ABKJ22_RS02820
OG0000147	DR084_RS00555	ABKJ22_RS02815
OG0000148	DR084_RS00570	ABKJ22_RS02800
OG0000149	DR084_RS00580	ABKJ22_RS02790
OG0000150	DR084_RS00595	ABKJ22_RS02775
OG0000151	DR084_RS00645	ABKJ22_RS02720
OG0000152	DR084_RS00650	ABKJ22_RS02715
OG0000153	DR084_RS00655	ABKJ22_RS02710
OG0000154	DR084_RS00665	ABKJ22_RS02700
OG0000155	DR084_RS00685	ABKJ22_RS02660
OG0000156	DR084_RS00700	ABKJ22_RS02650
OG0000157	DR084_RS03475	ABKJ22_RS02645
OG0000158	DR084_RS03480	ABKJ22_RS02635
OG0000159	DR084_RS00950	ABKJ22_RS02410
OG0000160	DR084_RS00955	ABKJ22_RS02405
OG0000161	DR084_RS00960	ABKJ22_RS02400
OG0000162	DR084_RS02975, DR084_RS00970	ABKJ22_RS02390
OG0000163	DR084_RS00975	ABKJ22_RS02385
OG0000164	DR084_RS03490	ABKJ22_RS01610
OG0000165	DR084_RS01050	ABKJ22_RS01915
OG0000166	DR084_RS01070	ABKJ22_RS01935
OG0000167	DR084_RS01085	ABKJ22_RS01950
OG0000168	DR084_RS01090	ABKJ22_RS01955
OG0000169	DR084_RS02045	ABKJ22_RS02950
OG0000170	DR084_RS02060	ABKJ22_RS02965
OG0000171	DR084_RS02070	ABKJ22_RS02975
OG0000172	DR084_RS02075	ABKJ22_RS02980
OG0000173	DR084_RS02080	ABKJ22_RS02985
OG0000174	DR084_RS02085	ABKJ22_RS02990
OG0000175	DR084_RS02100	ABKJ22_RS03005
OG0000176	DR084_RS02140	ABKJ22_RS03050
OG0000177	DR084_RS02145	ABKJ22_RS03055
OG0000178	DR084_RS02150	ABKJ22_RS03060
OG0000179	DR084_RS02160	ABKJ22_RS03070
OG0000180	DR084_RS02165	ABKJ22_RS03075
OG0000181	DR084_RS03570	ABKJ22_RS03105
OG0000182	DR084_RS02190	ABKJ22_RS03115
OG0000183	DR084_RS02225	ABKJ22_RS03150
OG0000184	DR084_RS02865	ABKJ22_RS03190
OG0000185	DR084_RS02880	ABKJ22_RS03175
OG0000186	DR084_RS01135	ABKJ22_RS01540
OG0000187	DR084_RS01150	ABKJ22_RS01555
OG0000188	DR084_RS01160	ABKJ22_RS01565
OG0000189	DR084_RS03510	ABKJ22_RS02110
OG0000190	DR084_RS01175	ABKJ22_RS02115
OG0000191	DR084_RS01195	ABKJ22_RS02135
OG0000192	DR084_RS01205	ABKJ22_RS01230
OG0000193	DR084_RS01220	ABKJ22_RS01220
OG0000194	DR084_RS01230	ABKJ22_RS01010
OG0000195	DR084_RS01235	ABKJ22_RS01005
OG0000196	DR084_RS03515	ABKJ22_RS00985
OG0000197	DR084_RS01260	ABKJ22_RS00980
OG0000198	DR084_RS01275	ABKJ22_RS00965
OG0000199	DR084_RS01280	ABKJ22_RS00960
OG0000200	DR084_RS01295	ABKJ22_RS00945
OG0000201	DR084_RS01305	ABKJ22_RS00935
OG0000202	DR084_RS01360	ABKJ22_RS00880
OG0000203	DR084_RS01365	ABKJ22_RS00875
OG0000204	DR084_RS01370	ABKJ22_RS00870
OG0000205	DR084_RS01375	ABKJ22_RS00865
OG0000206	DR084_RS01395	ABKJ22_RS00845
OG0000207	DR084_RS01410	ABKJ22_RS00830
OG0000208	DR084_RS01415	ABKJ22_RS00825
OG0000209	DR084_RS01420	ABKJ22_RS00820
OG0000210	DR084_RS01465	ABKJ22_RS00775
OG0000211	DR084_RS01475	ABKJ22_RS00745
OG0000212	DR084_RS01485	ABKJ22_RS00735
OG0000213	DR084_RS01490	ABKJ22_RS00730
OG0000214	DR084_RS01495	ABKJ22_RS00725
OG0000215	DR084_RS01500	ABKJ22_RS00720
OG0000216	DR084_RS01505	ABKJ22_RS00715
OG0000217	DR084_RS01510	ABKJ22_RS00710
OG0000218	DR084_RS01520	ABKJ22_RS00700
OG0000219	DR084_RS01525	ABKJ22_RS00695
OG0000220	DR084_RS01530	ABKJ22_RS00690
OG0000221	DR084_RS01535	ABKJ22_RS00685
OG0000222	DR084_RS01540	ABKJ22_RS00680
OG0000223	DR084_RS01545	ABKJ22_RS00675
OG0000224	DR084_RS01555	ABKJ22_RS00665
OG0000225	DR084_RS01565	ABKJ22_RS00655
OG0000226	DR084_RS01570	ABKJ22_RS00650
OG0000227	DR084_RS01575	ABKJ22_RS00645
OG0000228	DR084_RS03705	ABKJ22_RS00640
OG0000229	DR084_RS01585	ABKJ22_RS00635
OG0000230	DR084_RS01590	ABKJ22_RS00630
OG0000231	DR084_RS01600	ABKJ22_RS00620
OG0000232	DR084_RS01610	ABKJ22_RS00610
OG0000233	DR084_RS01620	ABKJ22_RS01110
OG0000234	DR084_RS01650	ABKJ22_RS01145
OG0000235	DR084_RS01660	ABKJ22_RS01155
OG0000236	DR084_RS01665	ABKJ22_RS01160
OG0000237	DR084_RS01680	ABKJ22_RS01165
OG0000238	DR084_RS01685	ABKJ22_RS01170
OG0000239	DR084_RS01715	ABKJ22_RS02885
OG0000240	DR084_RS01720	ABKJ22_RS02890
OG0000241	DR084_RS01730	ABKJ22_RS02900
OG0000242	DR084_RS01735	ABKJ22_RS02905
OG0000243	DR084_RS01740	ABKJ22_RS02910
OG0000244	DR084_RS01750	ABKJ22_RS02920
OG0000245	DR084_RS01760	ABKJ22_RS02930
OG0000246	DR084_RS02385	ABKJ22_RS00135
OG0000247	DR084_RS02395	ABKJ22_RS00145
OG0000248	DR084_RS02420	ABKJ22_RS00155
OG0000249	DR084_RS02425	ABKJ22_RS00160
OG0000250	DR084_RS00015	ABKJ22_RS00175
OG0000251	DR084_RS00045	ABKJ22_RS00205
OG0000252	DR084_RS00055	ABKJ22_RS00215
OG0000253	DR084_RS00060	ABKJ22_RS00220
OG0000254	DR084_RS00070	ABKJ22_RS00230
OG0000255	DR084_RS00075	ABKJ22_RS00235
OG0000256	DR084_RS00080	ABKJ22_RS00240
OG0000257	DR084_RS00105	ABKJ22_RS00265
OG0000258	DR084_RS00115	ABKJ22_RS00275
OG0000259	DR084_RS00145	ABKJ22_RS00305
OG0000260	DR084_RS00155	ABKJ22_RS00315
OG0000261	DR084_RS03450	ABKJ22_RS00325
OG0000262	DR084_RS00180	ABKJ22_RS00340
OG0000263	DR084_RS00195	ABKJ22_RS00355
OG0000264	DR084_RS00210	ABKJ22_RS00370
OG0000265	DR084_RS00220	ABKJ22_RS00380
OG0000266	DR084_RS00235	ABKJ22_RS00395
OG0000267	DR084_RS00250	ABKJ22_RS00410
OG0000268	DR084_RS00255	ABKJ22_RS00415
OG0000269	DR084_RS00270	ABKJ22_RS00440
OG0000270	DR084_RS03610	ABKJ22_RS03375
OG0000271	DR084_RS02445	ABKJ22_RS03370
OG0000272	DR084_RS02440	ABKJ22_RS03365
OG0000273	DR084_RS02435	ABKJ22_RS03360
OG0000274	DR084_RS02555	ABKJ22_RS03340
OG0000275	DR084_RS03630	ABKJ22_RS03335
OG0000276	DR084_RS02565	ABKJ22_RS03330
OG0000277	DR084_RS03635	ABKJ22_RS03320
OG0000278	DR084_RS02580	ABKJ22_RS03315
OG0000279	DR084_RS02590	ABKJ22_RS03305
OG0000280	DR084_RS02595	ABKJ22_RS03300
OG0000281	DR084_RS02600	ABKJ22_RS03295
OG0000282	DR084_RS02625	ABKJ22_RS03270
OG0000283	DR084_RS02630	ABKJ22_RS03265
OG0000284	DR084_RS02635	ABKJ22_RS03260
OG0000285	DR084_RS03650	ABKJ22_RS03255
OG0000286	DR084_RS00900	ABKJ22_RS02370
OG0000287	DR084_RS00875	ABKJ22_RS02465
OG0000288	DR084_RS00865	ABKJ22_RS02475
OG0000289	DR084_RS00860	ABKJ22_RS02480
OG0000290	DR084_RS00750	ABKJ22_RS02590
OG0000291	DR084_RS00760	ABKJ22_RS02580
OG0000292	DR084_RS00765	ABKJ22_RS02575
OG0000293	DR084_RS00770	ABKJ22_RS02570
OG0000294	DR084_RS00780	ABKJ22_RS02560
OG0000295	DR084_RS00785	ABKJ22_RS02555
OG0000296	DR084_RS00825	ABKJ22_RS02515
OG0000297	DR084_RS00830	ABKJ22_RS02510
OG0000298	DR084_RS00010	ABKJ22_RS00170
OG0000299	DR084_RS00030	ABKJ22_RS00190
OG0000300	DR084_RS00205	ABKJ22_RS00365
OG0000301	DR084_RS00240	ABKJ22_RS00400
OG0000302	DR084_RS00245	ABKJ22_RS00405
OG0000303	DR084_RS00380	ABKJ22_RS00560
OG0000304	DR084_RS00415	ABKJ22_RS00605
OG0000305	DR084_RS00545	ABKJ22_RS02825
OG0000306	DR084_RS00625	ABKJ22_RS02745
OG0000307	DR084_RS00660	ABKJ22_RS02705
OG0000308	DR084_RS00740	ABKJ22_RS02610
OG0000309	DR084_RS00795	ABKJ22_RS02545
OG0000310	DR084_RS00870	ABKJ22_RS02470
OG0000311	DR084_RS00925	ABKJ22_RS02430
OG0000312	DR084_RS00945	ABKJ22_RS02415
OG0000313	DR084_RS00995	ABKJ22_RS01600
OG0000314	DR084_RS01065	ABKJ22_RS01930
OG0000315	DR084_RS01095	ABKJ22_RS01960
OG0000316	DR084_RS01105	ABKJ22_RS01970
OG0000317	DR084_RS02730	ABKJ22_RS02065
OG0000318	DR084_RS03680	ABKJ22_RS01975
OG0000319	DR084_RS01795	ABKJ22_RS02180
OG0000320	DR084_RS01860	ABKJ22_RS02315
OG0000321	DR084_RS01925	ABKJ22_RS01350
OG0000322	DR084_RS01970	ABKJ22_RS01395
OG0000323	DR084_RS02815	ABKJ22_RS01525
OG0000324	DR084_RS01200	ABKJ22_RS02140
OG0000325	DR084_RS01240	ABKJ22_RS01000
OG0000326	DR084_RS01335	ABKJ22_RS00905
OG0000327	DR084_RS01340	ABKJ22_RS00900
OG0000328	DR084_RS01425	ABKJ22_RS00815
OG0000329	DR084_RS01445	ABKJ22_RS00795
OG0000330	DR084_RS01630	ABKJ22_RS01120
OG0000331	DR084_RS01745	ABKJ22_RS02915
OG0000332	DR084_RS02110	ABKJ22_RS03015
OG0000333	DR084_RS02120	ABKJ22_RS03025
OG0000334	DR084_RS02185	ABKJ22_RS03110
OG0000335	DR084_RS03575	ABKJ22_RS03120
OG0000336	DR084_RS03645	ABKJ22_RS03285
OG0000337	DR084_RS02255	ABKJ22_RS03460
OG0000338	DR084_RS02295	ABKJ22_RS03500
OG0000339	DR084_RS01880	ABKJ22_RS02290
OG0000340	DR084_RS01905	ABKJ22_RS01330
OG0000341	DR084_RS01180	ABKJ22_RS02120
OG0000342	DR084_RS01270	ABKJ22_RS00970
OG0000343	DR084_RS02130	ABKJ22_RS03035
OG0000344	DR084_RS00395	ABKJ22_RS00575
OG0000345	DR084_RS01560	ABKJ22_RS00660
OG0000346	DR084_RS03640	ABKJ22_RS03290
OG0000347	DR084_RS01995	ABKJ22_RS01420
OG0000348	DR084_RS03525	ABKJ22_RS00895
OG0000349	DR084_RS02545	ABKJ22_RS03350
OG0000350	DR084_RS02995	ABKJ22_RS02695
OG0000351	DR084_RS00330	ABKJ22_RS00495
OG0000352	DR084_RS01045	ABKJ22_RS01910
OG0000353	DR084_RS01965	ABKJ22_RS01390
OG0000354	DR084_RS00445	ABKJ22_RS01065
OG0000355	DR084_RS03495	ABKJ22_RS01885
OG0000356	DR084_RS03500	ABKJ22_RS01965
OG0000357	DR084_RS03560	ABKJ22_RS02995
OG0000358	DR084_RS02095	ABKJ22_RS03000
OG0000359	DR084_RS03520	ABKJ22_RS00925
OG0000360	DR084_RS00110	ABKJ22_RS00270
OG0000361	DR084_RS00140	ABKJ22_RS00300
OG0000362	DR084_RS00850	ABKJ22_RS02490
OG0000363	DR084_RS02040	ABKJ22_RS01460
OG0000365	DR084_RS03695	ABKJ22_RS02015
OG0000366	DR084_RS02700	ABKJ22_RS02035
OG0000367	DR084_RS02710	ABKJ22_RS02045
OG0000368	DR084_RS02360	ABKJ22_RS00060
OG0000369	DR084_RS03595	ABKJ22_RS00025
OG0000370	DR084_RS02320	ABKJ22_RS00020
OG0000371	DR084_RS02315	ABKJ22_RS00015
OG0000372	DR084_RS02310	ABKJ22_RS00010
OG0000373	DR084_RS02285	ABKJ22_RS03490
OG0000374	DR084_RS02275	ABKJ22_RS03480
OG0000375	DR084_RS01790	ABKJ22_RS02185
OG0000376	DR084_RS01845	ABKJ22_RS02330
OG0000377	DR084_RS01855	ABKJ22_RS02320
OG0000378	DR084_RS01890	ABKJ22_RS01310
OG0000379	DR084_RS01960	ABKJ22_RS01385
OG0000380	DR084_RS01985	ABKJ22_RS01410
OG0000381	DR084_RS02025	ABKJ22_RS01450
OG0000382	DR084_RS02770	ABKJ22_RS01480
OG0000383	DR084_RS02810	ABKJ22_RS01520
OG0000384	DR084_RS00335	ABKJ22_RS00515
OG0000385	DR084_RS00340	ABKJ22_RS00520
OG0000386	DR084_RS00360	ABKJ22_RS00540
OG0000387	DR084_RS00385	ABKJ22_RS00565
OG0000388	DR084_RS03460	ABKJ22_RS00570
OG0000389	DR084_RS00425	ABKJ22_RS01085
OG0000390	DR084_RS00525	ABKJ22_RS02845
OG0000391	DR084_RS00535	ABKJ22_RS02835
OG0000392	DR084_RS00560	ABKJ22_RS02810
OG0000393	DR084_RS00615	ABKJ22_RS02755
OG0000394	DR084_RS00675	ABKJ22_RS02670
OG0000395	DR084_RS00680	ABKJ22_RS02665
OG0000396	DR084_RS00985	ABKJ22_RS02375
OG0000397	DR084_RS01030	ABKJ22_RS01895
OG0000398	DR084_RS01035	ABKJ22_RS01900
OG0000399	DR084_RS01080	ABKJ22_RS01945
OG0000400	DR084_RS02055	ABKJ22_RS02960
OG0000401	DR084_RS02115	ABKJ22_RS03020
OG0000402	DR084_RS02125	ABKJ22_RS03030
OG0000403	DR084_RS02135	ABKJ22_RS03040
OG0000404	DR084_RS03565	ABKJ22_RS03065
OG0000405	DR084_RS02170	ABKJ22_RS03080
OG0000406	DR084_RS02200	ABKJ22_RS03125
OG0000407	DR084_RS03580	ABKJ22_RS03130
OG0000408	DR084_RS02210	ABKJ22_RS03135
OG0000409	DR084_RS02215	ABKJ22_RS03140
OG0000410	DR084_RS02860	ABKJ22_RS03195
OG0000411	DR084_RS02870	ABKJ22_RS03185
OG0000412	DR084_RS02875	ABKJ22_RS03180
OG0000413	DR084_RS01130	ABKJ22_RS01535
OG0000414	DR084_RS01140	ABKJ22_RS01545
OG0000415	DR084_RS01145	ABKJ22_RS01550
OG0000416	DR084_RS01155	ABKJ22_RS01560
OG0000417	DR084_RS01185	ABKJ22_RS02125
OG0000418	DR084_RS01190	ABKJ22_RS02130
OG0000419	DR084_RS01250	ABKJ22_RS00990
OG0000420	DR084_RS01285	ABKJ22_RS00955
OG0000421	DR084_RS01320	ABKJ22_RS00920
OG0000422	DR084_RS01330	ABKJ22_RS00910
OG0000423	DR084_RS01385	ABKJ22_RS00855
OG0000424	DR084_RS01390	ABKJ22_RS00850
OG0000425	DR084_RS01400	ABKJ22_RS00840
OG0000426	DR084_RS03530	ABKJ22_RS00835
OG0000427	DR084_RS03535	ABKJ22_RS00810
OG0000428	DR084_RS01455	ABKJ22_RS00785
OG0000429	DR084_RS01550	ABKJ22_RS00670
OG0000430	DR084_RS01595	ABKJ22_RS00625
OG0000431	DR084_RS01605	ABKJ22_RS00615
OG0000432	DR084_RS01625	ABKJ22_RS01115
OG0000433	DR084_RS01635	ABKJ22_RS01130
OG0000434	DR084_RS01640	ABKJ22_RS01135
OG0000435	DR084_RS01655	ABKJ22_RS01150
OG0000436	DR084_RS01690	ABKJ22_RS01175
OG0000437	DR084_RS01700	ABKJ22_RS01185
OG0000438	DR084_RS03545	ABKJ22_RS01190
OG0000439	DR084_RS01710	ABKJ22_RS01195
OG0000440	DR084_RS01725	ABKJ22_RS02895
OG0000441	DR084_RS01765	ABKJ22_RS02935
OG0000442	DR084_RS02390	ABKJ22_RS00140
OG0000443	DR084_RS00025	ABKJ22_RS00185
OG0000444	DR084_RS00040	ABKJ22_RS00200
OG0000445	DR084_RS00065	ABKJ22_RS00225
OG0000446	DR084_RS00090	ABKJ22_RS00250
OG0000447	DR084_RS00095	ABKJ22_RS00255
OG0000448	DR084_RS00125	ABKJ22_RS00285
OG0000449	DR084_RS00150	ABKJ22_RS00310
OG0000450	DR084_RS00160	ABKJ22_RS00320
OG0000451	DR084_RS00200	ABKJ22_RS00360
OG0000452	DR084_RS00225	ABKJ22_RS00385
OG0000453	DR084_RS00260	ABKJ22_RS00420
OG0000455	DR084_RS03615	ABKJ22_RS03395
OG0000456	DR084_RS02620	ABKJ22_RS03275
OG0000457	DR084_RS02645	ABKJ22_RS03250
OG0000458	DR084_RS00880	ABKJ22_RS02460
OG0000459	DR084_RS00855	ABKJ22_RS02485
OG0000460	DR084_RS00845	ABKJ22_RS02495
OG0000461	DR084_RS00800	ABKJ22_RS02540
OG0000462	DR084_RS00805	ABKJ22_RS02535
OG0000463	DR084_RS00810	ABKJ22_RS02530
OG0000464	DR084_RS00815	ABKJ22_RS02525
OG0000465	DR084_RS00820	ABKJ22_RS02520
OG0000466	DR084_RS00230	ABKJ22_RS00390
OG0000467	DR084_RS03485	ABKJ22_RS02620
OG0000468	DR084_RS01075	ABKJ22_RS01940
OG0000469	DR084_RS02850	ABKJ22_RS02000
OG0000470	DR084_RS01380	ABKJ22_RS00860
OG0000471	DR084_RS01460	ABKJ22_RS00780
OG0000472	DR084_RS02670	ABKJ22_RS03205
OG0000473	DR084_RS02455	ABKJ22_RS03380
OG0000474	DR084_RS02460	ABKJ22_RS03385
OG0000475	DR084_RS02465	ABKJ22_RS03390
OG0000476	DR084_RS02500	ABKJ22_RS01570
OG0000477	DR084_RS00775	ABKJ22_RS02565
OG0000478	DR084_RS02570	ABKJ22_RS03325
OG0000479	DR084_RS01920	ABKJ22_RS01345
OG0000480	DR084_RS03020	ABKJ22_RS02005
OG0000481	DR084_RS01355	ABKJ22_RS00885
OG0000482	DR084_RS01215	ABKJ22_RS01225
OG0000483	DR084_RS02715	ABKJ22_RS02050
OG0000484	DR084_RS03445	ABKJ22_RS00195
OG0000485	DR084_RS01695	ABKJ22_RS01180
OG0000486	DR084_RS01165	ABKJ22_RS02105
OG0000487	DR084_RS03685	ABKJ22_RS01980
OG0000488	DR084_RS02685	ABKJ22_RS02020
OG0000489	DR084_RS02350	ABKJ22_RS00050
OG0000490	DR084_RS02290	ABKJ22_RS03495
OG0000491	DR084_RS01940	ABKJ22_RS01365
OG0000492	DR084_RS02015	ABKJ22_RS01440
OG0000493	DR084_RS00400	ABKJ22_RS00580
OG0000494	DR084_RS00450	ABKJ22_RS01060
OG0000495	DR084_RS00590	ABKJ22_RS02780
OG0000496	DR084_RS00600	ABKJ22_RS02770
OG0000497	DR084_RS00605	ABKJ22_RS02765
OG0000498	DR084_RS00670	ABKJ22_RS02675
OG0000499	DR084_RS00710	ABKJ22_RS02640
OG0000500	DR084_RS01040	ABKJ22_RS01905
OG0000501	DR084_RS02065	ABKJ22_RS02970
OG0000502	DR084_RS01225	ABKJ22_RS01215
OG0000503	DR084_RS01300	ABKJ22_RS00940
OG0000504	DR084_RS01435	ABKJ22_RS00805
OG0000505	DR084_RS01470	ABKJ22_RS00755
OG0000506	DR084_RS01480	ABKJ22_RS00740
OG0000507	DR084_RS01515	ABKJ22_RS00705
OG0000508	DR084_RS00085	ABKJ22_RS00245
OG0000509	DR084_RS00120	ABKJ22_RS00280
OG0000510	DR084_RS00130	ABKJ22_RS00290
OG0000511	DR084_RS00265	ABKJ22_RS00435
OG0000512	DR084_RS00840	ABKJ22_RS02500
OG0000513	DR084_RS02585	ABKJ22_RS03310
OG0000514	DR084_RS00565	ABKJ22_RS02805
OG0000516	DR084_RS03415, DR084_RS03410	ABKJ22_RS01985
OG0000517	DR084_RS02365	ABKJ22_RS00065
OG0000518	DR084_RS02105	ABKJ22_RS03010
OG0000519	DR084_RS01325	ABKJ22_RS00915
OG0000520	DR084_RS01450	ABKJ22_RS00790
OG0000521	DR084_RS00100	ABKJ22_RS00260
OG0000522	DR084_RS00135	ABKJ22_RS00295
OG0000523	DR084_RS02650	ABKJ22_RS03245
OG0000524	DR084_RS00735	ABKJ22_RS02615
OG0000525	DR084_RS03715	ABKJ22_RS03210
OG0000528	DR084_RS03690	ABKJ22_RS01990
OG0000529	DR084_RS01805	ABKJ22_RS02170
OG0000530	DR084_RS01870	ABKJ22_RS02300
OG0000531	DR084_RS01990	ABKJ22_RS01415
OG0000533	DR084_RS01615	ABKJ22_RS01100
OG0000534	DR084_RS00215	ABKJ22_RS00375
OG0000535	DR084_RS02345	ABKJ22_RS00045
OG0000536	DR084_RS02525	ABKJ22_RS03430
OG0000537	DR084_RS01265	ABKJ22_RS00975
