Orthogroup	MHP_131B_genes	MHP_MHP691_genes
OG0000142	NB627_RS03115	DR087_RS04585
OG0000143	NB627_RS03100	DR087_RS01465
OG0000144	NB627_RS03085	DR087_RS01455
OG0000145	NB627_RS03075	DR087_RS01445
OG0000146	NB627_RS03065	DR087_RS01435
OG0000147	NB627_RS03060	DR087_RS01430
OG0000148	NB627_RS03045	DR087_RS01415
OG0000149	NB627_RS03035	DR087_RS01405
OG0000150	NB627_RS03025	DR087_RS01390
OG0000151	NB627_RS02970	DR087_RS03290
OG0000152	NB627_RS02965	DR087_RS03285
OG0000153	NB627_RS02960	DR087_RS03280
OG0000154	NB627_RS02950	DR087_RS03270
OG0000155	NB627_RS02910	DR087_RS03545
OG0000156	NB627_RS02905	DR087_RS01225
OG0000157	NB627_RS02895	DR087_RS04555
OG0000158	NB627_RS02885	DR087_RS04560
OG0000159	NB627_RS02645	DR087_RS04805
OG0000160	NB627_RS02640	DR087_RS02460
OG0000161	NB627_RS02635	DR087_RS02455
OG0000162	NB627_RS02625	DR087_RS02445
OG0000163	NB627_RS02620	DR087_RS02440
OG0000164	NB627_RS01735	DR087_RS03205
OG0000165	NB627_RS02080	DR087_RS01520
OG0000166	NB627_RS02100	DR087_RS00005
OG0000167	NB627_RS02115	DR087_RS00020
OG0000168	NB627_RS02120	DR087_RS00025
OG0000169	NB627_RS03235	DR087_RS01010
OG0000170	NB627_RS03255	DR087_RS00990
OG0000171	NB627_RS03265	DR087_RS00980
OG0000172	NB627_RS03270	DR087_RS00975
OG0000173	NB627_RS03275	DR087_RS00970
OG0000174	NB627_RS03280	DR087_RS00965
OG0000175	NB627_RS03295	DR087_RS00950
OG0000176	NB627_RS03350	DR087_RS00900
OG0000177	NB627_RS03355	DR087_RS00895
OG0000178	NB627_RS03365	DR087_RS00890
OG0000179	NB627_RS03370	DR087_RS00880
OG0000180	NB627_RS03375	DR087_RS00875
OG0000181	NB627_RS03415	DR087_RS04520
OG0000182	NB627_RS03425	DR087_RS00820
OG0000183	NB627_RS03460	DR087_RS00785
OG0000184	NB627_RS03505	DR087_RS02140
OG0000185	NB627_RS03490	DR087_RS02155
OG0000186	NB627_RS01655	DR087_RS04735
OG0000187	NB627_RS01670	DR087_RS03425
OG0000188	NB627_RS01680	DR087_RS03415
OG0000189	NB627_RS02465	DR087_RS04425
OG0000190	NB627_RS02460	DR087_RS00260
OG0000191	NB627_RS02435	DR087_RS00240
OG0000192	NB627_RS01335	DR087_RS02805
OG0000193	NB627_RS01315	DR087_RS02790
OG0000194	NB627_RS00800	DR087_RS02185
OG0000195	NB627_RS00805	DR087_RS02190
OG0000196	NB627_RS00830	DR087_RS02210
OG0000197	NB627_RS00840	DR087_RS02215
OG0000198	NB627_RS00850	DR087_RS02230
OG0000199	NB627_RS00855	DR087_RS02235
OG0000200	NB627_RS00875	DR087_RS02250
OG0000201	NB627_RS00880	DR087_RS02260
OG0000202	NB627_RS00940	DR087_RS02315
OG0000203	NB627_RS00945	DR087_RS02320
OG0000204	NB627_RS00950	DR087_RS04700
OG0000205	NB627_RS00955	DR087_RS02610
OG0000206	NB627_RS00975	DR087_RS02590
OG0000207	NB627_RS00990	DR087_RS02575
OG0000208	NB627_RS00995	DR087_RS02570
OG0000209	NB627_RS01000	DR087_RS02565
OG0000210	NB627_RS01045	DR087_RS02520
OG0000211	NB627_RS01055	DR087_RS02630
OG0000212	NB627_RS01065	DR087_RS02640
OG0000213	NB627_RS01070	DR087_RS02645
OG0000214	NB627_RS01075	DR087_RS02650
OG0000215	NB627_RS01080	DR087_RS02655
OG0000216	NB627_RS01085	DR087_RS02660
OG0000217	NB627_RS01090	DR087_RS02665
OG0000218	NB627_RS01100	DR087_RS02675
OG0000219	NB627_RS01105	DR087_RS02680
OG0000220	NB627_RS01110	DR087_RS02685
OG0000221	NB627_RS01115	DR087_RS02690
OG0000222	NB627_RS01120	DR087_RS02695
OG0000223	NB627_RS01125	DR087_RS02700
OG0000224	NB627_RS01135	DR087_RS02710
OG0000225	NB627_RS01145	DR087_RS02720
OG0000226	NB627_RS01150	DR087_RS02725
OG0000227	NB627_RS01155	DR087_RS02730
OG0000228	NB627_RS01160	DR087_RS04810
OG0000229	NB627_RS01165	DR087_RS02740
OG0000230	NB627_RS01170	DR087_RS02745
OG0000231	NB627_RS01180	DR087_RS02755
OG0000232	NB627_RS01190	DR087_RS02765
OG0000233	NB627_RS01210	DR087_RS02010
OG0000234	NB627_RS01245	DR087_RS01970
OG0000235	NB627_RS01255	DR087_RS01960
OG0000236	NB627_RS01260	DR087_RS01955
OG0000237	NB627_RS01265	DR087_RS01950
OG0000238	NB627_RS01270	DR087_RS01940
OG0000239	NB627_RS03130	DR087_RS03355
OG0000240	NB627_RS03135	DR087_RS03350
OG0000241	NB627_RS03145	DR087_RS03340
OG0000242	NB627_RS03150	DR087_RS03365
OG0000243	NB627_RS03155	DR087_RS03370
OG0000244	NB627_RS03165	DR087_RS03380
OG0000245	NB627_RS03175	DR087_RS03390
OG0000246	NB627_RS00140	DR087_RS00560
OG0000247	NB627_RS00150	DR087_RS02415
OG0000248	NB627_RS00160	DR087_RS02405
OG0000249	NB627_RS00165	DR087_RS02400
OG0000250	NB627_RS00180	DR087_RS02385
OG0000251	NB627_RS00215	DR087_RS02350
OG0000252	NB627_RS00220	DR087_RS02340
OG0000253	NB627_RS00225	DR087_RS02335
OG0000254	NB627_RS00235	DR087_RS02325
OG0000255	NB627_RS00240	DR087_RS01760
OG0000256	NB627_RS00245	DR087_RS01765
OG0000257	NB627_RS00270	DR087_RS01790
OG0000258	NB627_RS00280	DR087_RS01800
OG0000259	NB627_RS00310	DR087_RS01830
OG0000260	NB627_RS00320	DR087_RS01840
OG0000261	NB627_RS00330, NB627_RS00335	DR087_RS04615
OG0000262	NB627_RS00360	DR087_RS01865
OG0000263	NB627_RS00375	DR087_RS01880
OG0000264	NB627_RS00395	DR087_RS01895
OG0000265	NB627_RS00400	DR087_RS01910
OG0000266	NB627_RS00415	DR087_RS03015
OG0000267	NB627_RS00430	DR087_RS03030
OG0000268	NB627_RS00530	DR087_RS03035
OG0000269	NB627_RS00545	DR087_RS03050
OG0000270	NB627_RS03700	DR087_RS04505
OG0000271	NB627_RS03690	DR087_RS00715
OG0000272	NB627_RS03685	DR087_RS00710
OG0000273	NB627_RS03680	DR087_RS00705
OG0000274	NB627_RS03665	DR087_RS00685
OG0000275	NB627_RS03655	DR087_RS04495
OG0000276	NB627_RS03650	DR087_RS00675
OG0000277	NB627_RS03640	DR087_RS00665
OG0000278	NB627_RS03635	DR087_RS00660
OG0000279	NB627_RS03625	DR087_RS00650
OG0000280	NB627_RS03620	DR087_RS00645
OG0000281	NB627_RS03615	DR087_RS00640
OG0000282	NB627_RS03590	DR087_RS04485
OG0000283	NB627_RS03585	DR087_RS00610
OG0000284	NB627_RS03580	DR087_RS00605
OG0000285	NB627_RS03575	DR087_RS04480
OG0000286	NB627_RS02605	DR087_RS02425
OG0000287	NB627_RS02705	DR087_RS02940
OG0000288	NB627_RS02715	DR087_RS02950
OG0000289	NB627_RS02720	DR087_RS02955
OG0000290	NB627_RS02840	DR087_RS01285
OG0000291	NB627_RS02825	DR087_RS01295
OG0000292	NB627_RS02820	DR087_RS01300
OG0000293	NB627_RS02815	DR087_RS01305
OG0000294	NB627_RS02805	DR087_RS01315
OG0000295	NB627_RS02800	DR087_RS01320
OG0000296	NB627_RS02755	DR087_RS02990
OG0000297	NB627_RS02750	DR087_RS02985
OG0000298	NB627_RS00175	DR087_RS02390
OG0000299	NB627_RS00195	DR087_RS02365
OG0000300	NB627_RS00385	DR087_RS01890
OG0000301	NB627_RS00420	DR087_RS03020
OG0000302	NB627_RS00425	DR087_RS03025
OG0000303	NB627_RS00670	DR087_RS02895
OG0000304	NB627_RS01195	DR087_RS02770
OG0000305	NB627_RS03070	DR087_RS01440
OG0000306	NB627_RS02995	DR087_RS01365
OG0000307	NB627_RS02955	DR087_RS03275
OG0000308	NB627_RS02855	DR087_RS01265
OG0000309	NB627_RS02790	DR087_RS01330
OG0000310	NB627_RS02710	DR087_RS02945
OG0000311	NB627_RS02665	DR087_RS02485
OG0000312	NB627_RS02650	DR087_RS02470
OG0000313	NB627_RS01725	DR087_RS03215
OG0000314	NB627_RS02095	DR087_RS01500
OG0000315	NB627_RS02125	DR087_RS00030
OG0000316	NB627_RS02135	DR087_RS00040
OG0000317	NB627_RS02235	DR087_RS00130
OG0000318	NB627_RS02155	DR087_RS04400
OG0000319	NB627_RS02390	DR087_RS00195
OG0000320	NB627_RS02530	DR087_RS01720
OG0000321	NB627_RS01455	DR087_RS01195
OG0000322	NB627_RS01510	DR087_RS01150
OG0000323	NB627_RS01640	DR087_RS01020
OG0000324	NB627_RS02430	DR087_RS00235
OG0000325	NB627_RS00815	DR087_RS02195
OG0000326	NB627_RS00910	DR087_RS02290
OG0000327	NB627_RS00915	DR087_RS02295
OG0000328	NB627_RS01005	DR087_RS02560
OG0000329	NB627_RS01025	DR087_RS02540
OG0000330	NB627_RS01220	DR087_RS01995
OG0000331	NB627_RS03160	DR087_RS03375
OG0000332	NB627_RS03305	DR087_RS00940
OG0000333	NB627_RS03315	DR087_RS00930
OG0000334	NB627_RS03420	DR087_RS00825
OG0000335	NB627_RS03430	DR087_RS00815
OG0000336	NB627_RS03605	DR087_RS04490
OG0000337	NB627_RS03780	DR087_RS00385
OG0000338	NB627_RS03820	DR087_RS00425
OG0000339	NB627_RS02500	DR087_RS01745
OG0000340	NB627_RS01435	DR087_RS01215
OG0000341	NB627_RS02455	DR087_RS00255
OG0000342	NB627_RS00845	DR087_RS02225
OG0000343	NB627_RS03325	DR087_RS00920
OG0000344	NB627_RS00685	DR087_RS02910
OG0000345	NB627_RS01140	DR087_RS02715
OG0000346	NB627_RS03610	DR087_RS00635
OG0000347	NB627_RS01535	DR087_RS01125
OG0000348	NB627_RS00920	DR087_RS02300
OG0000349	NB627_RS03670	DR087_RS04500
OG0000350	NB627_RS02945	DR087_RS03265
OG0000351	NB627_RS00600	DR087_RS03115
OG0000352	NB627_RS02075	DR087_RS01525
OG0000353	NB627_RS01500	DR087_RS01155
OG0000354	NB627_RS00745	DR087_RS03150
OG0000355	NB627_RS02050	DR087_RS04595
OG0000356	NB627_RS02130	DR087_RS04395
OG0000357	NB627_RS03285	DR087_RS04525
OG0000358	NB627_RS03290	DR087_RS00955
OG0000359	NB627_RS00890	DR087_RS04665
OG0000360	NB627_RS00275	DR087_RS01795
OG0000361	NB627_RS00305	DR087_RS01825
OG0000362	NB627_RS02730	DR087_RS02965
OG0000363	NB627_RS01575	DR087_RS04545
OG0000364	NB627_RS02025	DR087_RS01580
OG0000365	NB627_RS02180	DR087_RS04420
OG0000366	NB627_RS02200	DR087_RS00100
OG0000367	NB627_RS02215	DR087_RS00110
OG0000368	NB627_RS00060	DR087_RS00490
OG0000369	NB627_RS00025	DR087_RS04455
OG0000371	NB627_RS00015	DR087_RS04765
OG0000372	NB627_RS00010	DR087_RS00440
OG0000373	NB627_RS03810	DR087_RS00415
OG0000374	NB627_RS03800	DR087_RS00405
OG0000375	NB627_RS02385	DR087_RS00190
OG0000376	NB627_RS02545	DR087_RS01705
OG0000377	NB627_RS02535	DR087_RS01715
OG0000378	NB627_RS01415	DR087_RS03315
OG0000379	NB627_RS01495	DR087_RS01160
OG0000380	NB627_RS01525	DR087_RS01135
OG0000381	NB627_RS01565	DR087_RS01095
OG0000382	NB627_RS01595	DR087_RS01065
OG0000383	NB627_RS01635	DR087_RS01025
OG0000384	NB627_RS00625	DR087_RS03460
OG0000385	NB627_RS00630	DR087_RS03455
OG0000386	NB627_RS00650	DR087_RS02875
OG0000387	NB627_RS00675	DR087_RS02900
OG0000388	NB627_RS00680	DR087_RS04720
OG0000389	NB627_RS00725	DR087_RS03170
OG0000390	NB627_RS03090	DR087_RS01460
OG0000391	NB627_RS03080	DR087_RS01450
OG0000392	NB627_RS03055	DR087_RS01425
OG0000393	NB627_RS03000	DR087_RS04575
OG0000394	NB627_RS02920	DR087_RS03560
OG0000395	NB627_RS02915	DR087_RS03550
OG0000396	NB627_RS02610	DR087_RS02430
OG0000397	NB627_RS02060	DR087_RS01540
OG0000398	NB627_RS02065	DR087_RS01535
OG0000399	NB627_RS02110	DR087_RS00015
OG0000400	NB627_RS03250	DR087_RS00995
OG0000401	NB627_RS03310	DR087_RS00935
OG0000402	NB627_RS03320	DR087_RS00925
OG0000403	NB627_RS03330	DR087_RS00915
OG0000405	NB627_RS03380	DR087_RS00870
OG0000406	NB627_RS03435	DR087_RS00810
OG0000407	NB627_RS03440	DR087_RS04515
OG0000408	NB627_RS03445	DR087_RS00800
OG0000409	NB627_RS03450	DR087_RS00795
OG0000410	NB627_RS03515	DR087_RS02135
OG0000411	NB627_RS03500	DR087_RS02145
OG0000412	NB627_RS03495	DR087_RS02150
OG0000413	NB627_RS01650	DR087_RS00355
OG0000414	NB627_RS01660	DR087_RS03435
OG0000415	NB627_RS01665	DR087_RS03430
OG0000416	NB627_RS01675	DR087_RS03420
OG0000417	NB627_RS02450	DR087_RS00250
OG0000418	NB627_RS02440	DR087_RS00245
OG0000419	NB627_RS00825	DR087_RS02205
OG0000420	NB627_RS00860	DR087_RS02240
OG0000421	NB627_RS00900	DR087_RS02275
OG0000422	NB627_RS00905	DR087_RS02285
OG0000423	NB627_RS00965	DR087_RS02600
OG0000424	NB627_RS00970	DR087_RS02595
OG0000425	NB627_RS00980	DR087_RS02585
OG0000426	NB627_RS00985	DR087_RS04695
OG0000427	NB627_RS01010	DR087_RS04690
OG0000429	NB627_RS01130	DR087_RS02705
OG0000430	NB627_RS01175	DR087_RS02750
OG0000431	NB627_RS01185	DR087_RS02760
OG0000432	NB627_RS01215	DR087_RS02000
OG0000433	NB627_RS01230	DR087_RS01985
OG0000434	NB627_RS01235	DR087_RS01980
OG0000435	NB627_RS01250	DR087_RS01965
OG0000436	NB627_RS01275	DR087_RS01935
OG0000437	NB627_RS01285	DR087_RS01925
OG0000438	NB627_RS01290	DR087_RS01920
OG0000439	NB627_RS01295	DR087_RS04620
OG0000440	NB627_RS03140	DR087_RS03345
OG0000441	NB627_RS03185	DR087_RS03395
OG0000442	NB627_RS00145	DR087_RS04770
OG0000443	NB627_RS00190	DR087_RS02370
OG0000444	NB627_RS00205	DR087_RS02355
OG0000445	NB627_RS00230	DR087_RS02330
OG0000446	NB627_RS00255	DR087_RS01775
OG0000447	NB627_RS00260	DR087_RS01780
OG0000448	NB627_RS00290	DR087_RS01810
OG0000449	NB627_RS00315	DR087_RS01835
OG0000450	NB627_RS00325	DR087_RS01845
OG0000451	NB627_RS00380	DR087_RS01885
OG0000452	NB627_RS00405	DR087_RS03005
OG0000453	NB627_RS00535	DR087_RS03040
OG0000454	NB627_RS00520	DR087_RS02015
OG0000455	NB627_RS03715	DR087_RS00740
OG0000456	NB627_RS03595	DR087_RS00620
OG0000457	NB627_RS03565	DR087_RS00595
OG0000458	NB627_RS02700	DR087_RS02935
OG0000459	NB627_RS02725	DR087_RS02960
OG0000460	NB627_RS02735	DR087_RS02970
OG0000461	NB627_RS02780	DR087_RS01335
OG0000462	NB627_RS02775	DR087_RS01340
OG0000463	NB627_RS02770	DR087_RS01350
OG0000464	NB627_RS02765	DR087_RS03000
OG0000465	NB627_RS02760	DR087_RS02995
OG0000466	NB627_RS00410	DR087_RS03010
OG0000467	NB627_RS02865	DR087_RS04570
OG0000468	NB627_RS02105	DR087_RS00010
OG0000469	NB627_RS02165	DR087_RS00070
OG0000470	NB627_RS00960	DR087_RS03755
OG0000471	NB627_RS01040	DR087_RS02525
OG0000472	NB627_RS03520	DR087_RS02125
OG0000474	NB627_RS03705	DR087_RS00730
OG0000475	NB627_RS03710	DR087_RS00735
OG0000476	NB627_RS01685	DR087_RS03410
OG0000477	NB627_RS02810	DR087_RS01310
OG0000478	NB627_RS03645	DR087_RS00670
OG0000479	NB627_RS01450	DR087_RS01200
OG0000480	NB627_RS02170	DR087_RS03730
OG0000481	NB627_RS00935	DR087_RS02310
OG0000482	NB627_RS01320	DR087_RS02795
OG0000483	NB627_RS02220	DR087_RS00115
OG0000484	NB627_RS00200	DR087_RS04670
OG0000485	NB627_RS01280	DR087_RS01930
OG0000486	NB627_RS02470	DR087_RS00270
OG0000488	NB627_RS02185	DR087_RS00085
OG0000490	NB627_RS03815	DR087_RS00420
OG0000491	NB627_RS01470	DR087_RS01180
OG0000492	NB627_RS01555	DR087_RS01105
OG0000493	NB627_RS00690	DR087_RS02915
OG0000494	NB627_RS00750	DR087_RS03145
OG0000496	NB627_RS03015	DR087_RS01385
OG0000497	NB627_RS03010	DR087_RS01380
OG0000498	NB627_RS02925	DR087_RS03245
OG0000499	NB627_RS02890	DR087_RS01235
OG0000500	NB627_RS02070	DR087_RS01530
OG0000501	NB627_RS03260	DR087_RS00985
OG0000504	NB627_RS01015	DR087_RS02550
OG0000505	NB627_RS01050	DR087_RS02625
OG0000506	NB627_RS01060	DR087_RS02635
OG0000507	NB627_RS01095	DR087_RS02670
OG0000508	NB627_RS00250	DR087_RS01770
OG0000509	NB627_RS00285	DR087_RS01805
OG0000510	NB627_RS00300	DR087_RS01815
OG0000511	NB627_RS00540	DR087_RS03045
OG0000512	NB627_RS02740	DR087_RS02975
OG0000513	NB627_RS03630	DR087_RS00655
OG0000514	NB627_RS03050	DR087_RS01420
OG0000517	NB627_RS00065	DR087_RS00495
OG0000518	NB627_RS03300	DR087_RS00945
OG0000520	NB627_RS01035	DR087_RS02535
OG0000521	NB627_RS00265	DR087_RS01785
OG0000523	NB627_RS03560	DR087_RS00590
OG0000524	NB627_RS02860	DR087_RS01260
OG0000525	NB627_RS03525	DR087_RS04645
OG0000526	NB627_RS01970, NB627_RS01965	DR087_RS04050
OG0000531	NB627_RS01530	DR087_RS01130
OG0000532	NB627_RS01750, NB627_RS01755	DR087_RS03180
OG0000533	NB627_RS00710	DR087_RS03510
OG0000538	NB627_RS01240	DR087_RS01975
OG0000540	NB627_RS02830	DR087_RS01290
OG0000543	NB627_RS00515	DR087_RS00345
OG0000544	NB627_RS01370	DR087_RS04710
OG0000545	NB627_RS01955	DR087_RS01630
OG0000546	NB627_RS02975	DR087_RS04305
OG0000551	NB627_RS03170	DR087_RS03385
OG0000553	NB627_RS02875	DR087_RS04565
OG0000554	NB627_RS02565	DR087_RS01690
OG0000555	NB627_RS03105	DR087_RS04580
OG0000556	NB627_RS00460	DR087_RS04430
OG0000557	NB627_RS01385	DR087_RS02850
OG0000558	NB627_RS01345	DR087_RS02820
OG0000559	NB627_RS01830	DR087_RS02085
OG0000560	NB627_RS01940	DR087_RS01645
OG0000561	NB627_RS01225	DR087_RS01990
OG0000562	NB627_RS01945	DR087_RS01640
OG0000563	NB627_RS01935	DR087_RS01655
OG0000564	NB627_RS01410	DR087_RS03320
OG0000565	NB627_RS02010	DR087_RS01590
OG0000566	NB627_RS01990	DR087_RS01600
OG0000567	NB627_RS01960	DR087_RS01625
OG0000568	NB627_RS00795	DR087_RS02180
OG0000569	NB627_RS01350	DR087_RS02825
OG0000570	NB627_RS01355	DR087_RS04705
OG0000571	NB627_RS01360	DR087_RS02835
OG0000572	NB627_RS01390	DR087_RS02855
OG0000573	NB627_RS01825	DR087_RS02080
OG0000574	NB627_RS01430	DR087_RS03300
OG0000576	NB627_RS01780	DR087_RS02035
OG0000577	NB627_RS02850	DR087_RS01270
OG0000578	NB627_RS02870	DR087_RS01250
OG0000580	NB627_RS02980	DR087_RS04010
OG0000582	NB627_RS01380	DR087_RS04715
OG0000583	NB627_RS01815	DR087_RS02070
OG0000584	NB627_RS00485	DR087_RS00315
OG0000585	NB627_RS02370	DR087_RS00170
OG0000586	NB627_RS01800	DR087_RS02055
OG0000587	NB627_RS02020	DR087_RS04775
OG0000588	NB627_RS01770	DR087_RS02030
OG0000589	NB627_RS02300	DR087_RS03500
OG0000590	NB627_RS00495	DR087_RS00325
