Orthogroup	MHP_131B_genes	MFC_MF22_genes
OG0000076	NB627_RS00365	DR094_RS00775
OG0000077	NB627_RS00550	DR094_RS00690
OG0000079	NB627_RS02745	DR094_RS00130
OG0000080	NB627_RS02795	DR094_RS03080
OG0000081	NB627_RS00340	DR094_RS00795
OG0000083	NB627_RS02160	DR094_RS02715
OG0000084	NB627_RS02190	DR094_RS02645
OG0000085	NB627_RS02195	DR094_RS02650
OG0000086	NB627_RS02210	DR094_RS03780
OG0000087	NB627_RS02225	DR094_RS02675
OG0000088	NB627_RS02230	DR094_RS02680
OG0000089	NB627_RS02240	DR094_RS02690
OG0000090	NB627_RS00070	DR094_RS01020
OG0000091	NB627_RS00055	DR094_RS01035
OG0000092	NB627_RS00050	DR094_RS01050
OG0000093	NB627_RS00035	DR094_RS01055
OG0000094	NB627_RS00030	DR094_RS01060
OG0000095	NB627_RS00005	DR094_RS01085
OG0000096	NB627_RS03825	DR094_RS01090
OG0000097	NB627_RS03805	DR094_RS01110
OG0000098	NB627_RS03795	DR094_RS01120
OG0000099	NB627_RS03745	DR094_RS01175
OG0000100	NB627_RS03725	DR094_RS01185
OG0000101	NB627_RS03720	DR094_RS01190
OG0000102	NB627_RS01835	DR094_RS01200
OG0000103	NB627_RS02375	DR094_RS02040
OG0000104	NB627_RS02380	DR094_RS02045
OG0000105	NB627_RS02400	DR094_RS02060
OG0000106	NB627_RS02405	DR094_RS02070
OG0000107	NB627_RS02415	DR094_RS02080
OG0000108	NB627_RS02420	DR094_RS02085
OG0000109	NB627_RS02425	DR094_RS02090
OG0000110	NB627_RS02555	DR094_RS02095
OG0000111	NB627_RS02550	DR094_RS02100
OG0000112	NB627_RS02540	DR094_RS02110
OG0000113	NB627_RS02515	DR094_RS03730
OG0000114	NB627_RS02510	DR094_RS02135
OG0000115	NB627_RS02495	DR094_RS02145
OG0000116	NB627_RS01420	DR094_RS02155
OG0000117	NB627_RS01425	DR094_RS02160
OG0000118	NB627_RS01460	DR094_RS02190
OG0000119	NB627_RS01465	DR094_RS02195
OG0000120	NB627_RS01485	DR094_RS02210
OG0000121	NB627_RS01515	DR094_RS02235
OG0000122	NB627_RS01520	DR094_RS02240
OG0000123	NB627_RS01540	DR094_RS02260
OG0000124	NB627_RS01545	DR094_RS02265
OG0000125	NB627_RS01550	DR094_RS02270
OG0000126	NB627_RS01560	DR094_RS02280
OG0000127	NB627_RS01570	DR094_RS02290
OG0000128	NB627_RS01585	DR094_RS02750
OG0000129	NB627_RS01590	DR094_RS02755
OG0000130	NB627_RS01600	DR094_RS02765
OG0000131	NB627_RS01630	DR094_RS02795
OG0000132	NB627_RS01645	DR094_RS03810
OG0000133	NB627_RS00640	DR094_RS00615
OG0000134	NB627_RS00645	DR094_RS03565
OG0000135	NB627_RS00660	DR094_RS00595
OG0000136	NB627_RS00665	DR094_RS00590
OG0000137	NB627_RS00695	DR094_RS00560
OG0000138	NB627_RS00730	DR094_RS00535
OG0000139	NB627_RS00760	DR094_RS00505
OG0000140	NB627_RS00765	DR094_RS00500
OG0000141	NB627_RS03120	DR094_RS00475
OG0000142	NB627_RS03115	DR094_RS03550
OG0000143	NB627_RS03100	DR094_RS00445
OG0000144	NB627_RS03085	DR094_RS00435
OG0000145	NB627_RS03075	DR094_RS00425
OG0000146	NB627_RS03065	DR094_RS00415
OG0000147	NB627_RS03060	DR094_RS00410
OG0000148	NB627_RS03045	DR094_RS00395
OG0000149	NB627_RS03035	DR094_RS00385
OG0000150	NB627_RS03025	DR094_RS00370
OG0000151	NB627_RS02970	DR094_RS00315
OG0000152	NB627_RS02965	DR094_RS00310
OG0000153	NB627_RS02960	DR094_RS00305
OG0000154	NB627_RS02950	DR094_RS00295
OG0000155	NB627_RS02910	DR094_RS00275
OG0000156	NB627_RS02905	DR094_RS00260
OG0000157	NB627_RS02895	DR094_RS03545
OG0000158	NB627_RS02885	DR094_RS03540
OG0000159	NB627_RS02645	DR094_RS00020
OG0000160	NB627_RS02640	DR094_RS00015
OG0000161	NB627_RS02635	DR094_RS00010
OG0000162	NB627_RS02625	DR094_RS02560
OG0000163	NB627_RS02620	DR094_RS02565
OG0000164	NB627_RS01735	DR094_RS03770
OG0000165	NB627_RS02080	DR094_RS02890
OG0000166	NB627_RS02100	DR094_RS02910
OG0000167	NB627_RS02115	DR094_RS02925
OG0000168	NB627_RS02120	DR094_RS02930
OG0000169	NB627_RS03235	DR094_RS01830
OG0000170	NB627_RS03255	DR094_RS01845
OG0000171	NB627_RS03265	DR094_RS01855
OG0000172	NB627_RS03270	DR094_RS01860
OG0000173	NB627_RS03275	DR094_RS01865
OG0000174	NB627_RS03280	DR094_RS01870
OG0000175	NB627_RS03295	DR094_RS01885
OG0000176	NB627_RS03350	DR094_RS01925
OG0000177	NB627_RS03355	DR094_RS01930
OG0000178	NB627_RS03365	DR094_RS01935
OG0000179	NB627_RS03370	DR094_RS01945
OG0000180	NB627_RS03375	DR094_RS01950
OG0000181	NB627_RS03415	DR094_RS03710
OG0000182	NB627_RS03425	DR094_RS01975
OG0000183	NB627_RS03460	DR094_RS02010
OG0000184	NB627_RS03505	DR094_RS02865
OG0000185	NB627_RS03490	DR094_RS02880
OG0000186	NB627_RS01655	DR094_RS02535
OG0000187	NB627_RS01670	DR094_RS02520
OG0000188	NB627_RS01680	DR094_RS02510
OG0000189	NB627_RS02465	DR094_RS03755
OG0000190	NB627_RS02460	DR094_RS02495
OG0000191	NB627_RS02435	DR094_RS02475
OG0000192	NB627_RS01335	DR094_RS02465
OG0000193	NB627_RS01315	DR094_RS02450
OG0000194	NB627_RS00800	DR094_RS02440
OG0000195	NB627_RS00805	DR094_RS02435
OG0000196	NB627_RS00830	DR094_RS03750
OG0000197	NB627_RS00840	DR094_RS02410
OG0000198	NB627_RS00850	DR094_RS02395
OG0000199	NB627_RS00855	DR094_RS02390
OG0000200	NB627_RS00875	DR094_RS02375
OG0000201	NB627_RS00880	DR094_RS02365
OG0000202	NB627_RS00940	DR094_RS02310
OG0000203	NB627_RS00945	DR094_RS02305
OG0000204	NB627_RS00950	DR094_RS03670
OG0000205	NB627_RS00955	DR094_RS01420
OG0000206	NB627_RS00975	DR094_RS01440
OG0000207	NB627_RS00990	DR094_RS01455
OG0000208	NB627_RS00995	DR094_RS01460
OG0000209	NB627_RS01000	DR094_RS01465
OG0000210	NB627_RS01045	DR094_RS01510
OG0000211	NB627_RS01055	DR094_RS01520
OG0000212	NB627_RS01065	DR094_RS01530
OG0000213	NB627_RS01070	DR094_RS01535
OG0000214	NB627_RS01075	DR094_RS01540
OG0000215	NB627_RS01080	DR094_RS01545
OG0000216	NB627_RS01085	DR094_RS01550
OG0000217	NB627_RS01090	DR094_RS01555
OG0000218	NB627_RS01100	DR094_RS03690
OG0000219	NB627_RS01105	DR094_RS01570
OG0000220	NB627_RS01110	DR094_RS01575
OG0000221	NB627_RS01115	DR094_RS01580
OG0000222	NB627_RS01120	DR094_RS01585
OG0000223	NB627_RS01125	DR094_RS01590
OG0000224	NB627_RS01135	DR094_RS01600
OG0000225	NB627_RS01145	DR094_RS01610
OG0000226	NB627_RS01150	DR094_RS01615
OG0000227	NB627_RS01155	DR094_RS01620
OG0000228	NB627_RS01160	DR094_RS03855
OG0000229	NB627_RS01165	DR094_RS01630
OG0000230	NB627_RS01170	DR094_RS01635
OG0000231	NB627_RS01180	DR094_RS01645
OG0000232	NB627_RS01190	DR094_RS01655
OG0000233	NB627_RS01210	DR094_RS01665
OG0000234	NB627_RS01245	DR094_RS01695
OG0000235	NB627_RS01255	DR094_RS01705
OG0000236	NB627_RS01260	DR094_RS01710
OG0000237	NB627_RS01265	DR094_RS01730
OG0000238	NB627_RS01270	DR094_RS01735
OG0000239	NB627_RS03130	DR094_RS01765
OG0000240	NB627_RS03135	DR094_RS01770
OG0000241	NB627_RS03145	DR094_RS01780
OG0000242	NB627_RS03150	DR094_RS01785
OG0000243	NB627_RS03155	DR094_RS01790
OG0000244	NB627_RS03165	DR094_RS01800
OG0000245	NB627_RS03175	DR094_RS01810
OG0000246	NB627_RS00140	DR094_RS01005
OG0000247	NB627_RS00150	DR094_RS00995
OG0000248	NB627_RS00160	DR094_RS00970
OG0000249	NB627_RS00165	DR094_RS00965
OG0000250	NB627_RS00180	DR094_RS00950
OG0000251	NB627_RS00215	DR094_RS00920
OG0000252	NB627_RS00220	DR094_RS00910
OG0000253	NB627_RS00225	DR094_RS00905
OG0000254	NB627_RS00235	DR094_RS00895
OG0000255	NB627_RS00240	DR094_RS00890
OG0000256	NB627_RS00245	DR094_RS00885
OG0000257	NB627_RS00270	DR094_RS00860
OG0000258	NB627_RS00280	DR094_RS00850
OG0000259	NB627_RS00310	DR094_RS00820
OG0000260	NB627_RS00320	DR094_RS00810
OG0000261	NB627_RS00330	DR094_RS03570
OG0000262	NB627_RS00360	DR094_RS00785
OG0000263	NB627_RS00375	DR094_RS00770
OG0000264	NB627_RS00395	DR094_RS00755
OG0000265	NB627_RS00400	DR094_RS00745
OG0000266	NB627_RS00415	DR094_RS00730
OG0000267	NB627_RS00430	DR094_RS00715
OG0000268	NB627_RS00530	DR094_RS00710
OG0000269	NB627_RS00545	DR094_RS00695
OG0000270	NB627_RS03700	DR094_RS03620
OG0000271	NB627_RS03690	DR094_RS01250
OG0000272	NB627_RS03685	DR094_RS01255
OG0000273	NB627_RS03680	DR094_RS01260
OG0000274	NB627_RS03665	DR094_RS01280
OG0000275	NB627_RS03655	DR094_RS03625
OG0000276	NB627_RS03650	DR094_RS01290
OG0000277	NB627_RS03640	DR094_RS03630
OG0000278	NB627_RS03635	DR094_RS01305
OG0000279	NB627_RS03625	DR094_RS01315
OG0000280	NB627_RS03620	DR094_RS01320
OG0000281	NB627_RS03615	DR094_RS01325
OG0000282	NB627_RS03590	DR094_RS01350
OG0000283	NB627_RS03585	DR094_RS01355
OG0000284	NB627_RS03580	DR094_RS01360
OG0000285	NB627_RS03575	DR094_RS03645
OG0000286	NB627_RS02605	DR094_RS00065
OG0000287	NB627_RS02705	DR094_RS00090
OG0000288	NB627_RS02715	DR094_RS00100
OG0000289	NB627_RS02720	DR094_RS00105
OG0000290	NB627_RS02840	DR094_RS00215
OG0000291	NB627_RS02825	DR094_RS03090
OG0000292	NB627_RS02820	DR094_RS00200
OG0000293	NB627_RS02815	DR094_RS00195
OG0000294	NB627_RS02805	DR094_RS00185
OG0000295	NB627_RS02800	DR094_RS00180
OG0000296	NB627_RS02755	DR094_RS00140
OG0000297	NB627_RS02750	DR094_RS00135
OG0000298	NB627_RS00175	DR094_RS00955
OG0000299	NB627_RS00195	DR094_RS00935
OG0000300	NB627_RS00385	DR094_RS00760
OG0000301	NB627_RS00420	DR094_RS00725
OG0000302	NB627_RS00425	DR094_RS00720
OG0000303	NB627_RS00670	DR094_RS00585
OG0000304	NB627_RS01195	DR094_RS00550
OG0000305	NB627_RS03070	DR094_RS00420
OG0000306	NB627_RS02995	DR094_RS00340
OG0000307	NB627_RS02955	DR094_RS00300
OG0000308	NB627_RS02855	DR094_RS00225
OG0000309	NB627_RS02790	DR094_RS00170
OG0000310	NB627_RS02710	DR094_RS00095
OG0000311	NB627_RS02665	DR094_RS00045
OG0000312	NB627_RS02650	DR094_RS00025
OG0000313	NB627_RS01725	DR094_RS02585
OG0000314	NB627_RS02095	DR094_RS02905
OG0000315	NB627_RS02125	DR094_RS02935
OG0000316	NB627_RS02135	DR094_RS02945
OG0000317	NB627_RS02235	DR094_RS02685
OG0000318	NB627_RS02155	DR094_RS03800
OG0000319	NB627_RS02390	DR094_RS02055
OG0000320	NB627_RS02530	DR094_RS02120
OG0000321	NB627_RS01455	DR094_RS02185
OG0000322	NB627_RS01510	DR094_RS02230
OG0000323	NB627_RS01640	DR094_RS02805
OG0000324	NB627_RS02430	DR094_RS02470
OG0000325	NB627_RS00815	DR094_RS02430
OG0000326	NB627_RS00910	DR094_RS02335
OG0000327	NB627_RS00915	DR094_RS02330
OG0000328	NB627_RS01005	DR094_RS01470
OG0000329	NB627_RS01025	DR094_RS01490
OG0000330	NB627_RS01220	DR094_RS01675
OG0000331	NB627_RS03160	DR094_RS01795
OG0000332	NB627_RS03305	DR094_RS01895
OG0000333	NB627_RS03315	DR094_RS01905
OG0000334	NB627_RS03420	DR094_RS01970
OG0000335	NB627_RS03430	DR094_RS03715
OG0000336	NB627_RS03605	DR094_RS03640
OG0000337	NB627_RS03780	DR094_RS01135
OG0000338	NB627_RS03820	DR094_RS01095
OG0000339	NB627_RS02500	DR094_RS02140
OG0000340	NB627_RS01435	DR094_RS02165
OG0000341	NB627_RS02455	DR094_RS02490
OG0000342	NB627_RS00845	DR094_RS02400
OG0000343	NB627_RS03325	DR094_RS01915
OG0000344	NB627_RS00685	DR094_RS00570
OG0000345	NB627_RS01140	DR094_RS01605
OG0000346	NB627_RS03610	DR094_RS03635
OG0000347	NB627_RS01535	DR094_RS02255
OG0000348	NB627_RS00920	DR094_RS03740
OG0000349	NB627_RS03670	DR094_RS01270
OG0000350	NB627_RS02945	DR094_RS00335
OG0000351	NB627_RS00600	DR094_RS00635
OG0000352	NB627_RS02075	DR094_RS02885
OG0000353	NB627_RS01500	DR094_RS02225
OG0000354	NB627_RS00745	DR094_RS00520
OG0000355	NB627_RS02050	DR094_RS03775
OG0000356	NB627_RS02130	DR094_RS03825
OG0000357	NB627_RS03285	DR094_RS03700
OG0000358	NB627_RS03290	DR094_RS01880
OG0000359	NB627_RS00890	DR094_RS03745
OG0000360	NB627_RS00275	DR094_RS00855
OG0000361	NB627_RS00305	DR094_RS00825
OG0000362	NB627_RS02730	DR094_RS00115
OG0000363	NB627_RS01575	DR094_RS02300
OG0000365	NB627_RS02180	DR094_RS03785
OG0000366	NB627_RS02200	DR094_RS02655
OG0000367	NB627_RS02215	DR094_RS02665
OG0000368	NB627_RS00060	DR094_RS01030
OG0000369	NB627_RS00025	DR094_RS03585
OG0000370	NB627_RS00020	DR094_RS01070
OG0000371	NB627_RS00015	DR094_RS01075
OG0000372	NB627_RS00010	DR094_RS01080
OG0000373	NB627_RS03810	DR094_RS01105
OG0000374	NB627_RS03800	DR094_RS01115
OG0000375	NB627_RS02385	DR094_RS02050
OG0000376	NB627_RS02545	DR094_RS02105
OG0000377	NB627_RS02535	DR094_RS02115
OG0000378	NB627_RS01415	DR094_RS02150
OG0000379	NB627_RS01495	DR094_RS02220
OG0000380	NB627_RS01525	DR094_RS02245
OG0000381	NB627_RS01565	DR094_RS02285
OG0000382	NB627_RS01595	DR094_RS02760
OG0000383	NB627_RS01635	DR094_RS02800
OG0000384	NB627_RS00625	DR094_RS00630
OG0000385	NB627_RS00630	DR094_RS00625
OG0000386	NB627_RS00650	DR094_RS00605
OG0000387	NB627_RS00675	DR094_RS00580
OG0000388	NB627_RS00680	DR094_RS03560
OG0000389	NB627_RS00725	DR094_RS00540
OG0000390	NB627_RS03090	DR094_RS00440
OG0000391	NB627_RS03080	DR094_RS00430
OG0000392	NB627_RS03055	DR094_RS00405
OG0000393	NB627_RS03000	DR094_RS00350
OG0000394	NB627_RS02920	DR094_RS00285
OG0000395	NB627_RS02915	DR094_RS00280
OG0000396	NB627_RS02610	DR094_RS02575
OG0000397	NB627_RS02060	DR094_RS02620
OG0000398	NB627_RS02065	DR094_RS02625
OG0000399	NB627_RS02110	DR094_RS02920
OG0000400	NB627_RS03250	DR094_RS01840
OG0000401	NB627_RS03310	DR094_RS01900
OG0000402	NB627_RS03320	DR094_RS01910
OG0000403	NB627_RS03330	DR094_RS01920
OG0000405	NB627_RS03380	DR094_RS01955
OG0000406	NB627_RS03435	DR094_RS01985
OG0000407	NB627_RS03440	DR094_RS03720
OG0000408	NB627_RS03445	DR094_RS01995
OG0000409	NB627_RS03450	DR094_RS02000
OG0000410	NB627_RS03515	DR094_RS02860
OG0000411	NB627_RS03500	DR094_RS02870
OG0000412	NB627_RS03495	DR094_RS02875
OG0000413	NB627_RS01650	DR094_RS02540
OG0000414	NB627_RS01660	DR094_RS02530
OG0000415	NB627_RS01665	DR094_RS02525
OG0000416	NB627_RS01675	DR094_RS02515
OG0000417	NB627_RS02450	DR094_RS02485
OG0000418	NB627_RS02440	DR094_RS02480
OG0000419	NB627_RS00825	DR094_RS02420
OG0000420	NB627_RS00860	DR094_RS02385
OG0000421	NB627_RS00900	DR094_RS02350
OG0000422	NB627_RS00905	DR094_RS02340
OG0000423	NB627_RS00965	DR094_RS01430
OG0000424	NB627_RS00970	DR094_RS01435
OG0000425	NB627_RS00980	DR094_RS01445
OG0000426	NB627_RS00985	DR094_RS03675
OG0000427	NB627_RS01010	DR094_RS03680
OG0000429	NB627_RS01130	DR094_RS01595
OG0000430	NB627_RS01175	DR094_RS01640
OG0000431	NB627_RS01185	DR094_RS01650
OG0000432	NB627_RS01215	DR094_RS01670
OG0000433	NB627_RS01230	DR094_RS01680
OG0000434	NB627_RS01235	DR094_RS01685
OG0000435	NB627_RS01250	DR094_RS01700
OG0000436	NB627_RS01275	DR094_RS01740
OG0000437	NB627_RS01285	DR094_RS01750
OG0000438	NB627_RS01290	DR094_RS03695
OG0000439	NB627_RS01295	DR094_RS01760
OG0000440	NB627_RS03140	DR094_RS01775
OG0000441	NB627_RS03185	DR094_RS01815
OG0000442	NB627_RS00145	DR094_RS01000
OG0000443	NB627_RS00190	DR094_RS00940
OG0000444	NB627_RS00205	DR094_RS00925
OG0000445	NB627_RS00230	DR094_RS00900
OG0000446	NB627_RS00255	DR094_RS00875
OG0000447	NB627_RS00260	DR094_RS00870
OG0000448	NB627_RS00290	DR094_RS00840
OG0000449	NB627_RS00315	DR094_RS00815
OG0000450	NB627_RS00325	DR094_RS00805
OG0000451	NB627_RS00380	DR094_RS00765
OG0000452	NB627_RS00405	DR094_RS00740
OG0000453	NB627_RS00535	DR094_RS00705
OG0000455	NB627_RS03715	DR094_RS03615
OG0000456	NB627_RS03595	DR094_RS01345
OG0000457	NB627_RS03565	DR094_RS01370
OG0000458	NB627_RS02700	DR094_RS00085
OG0000459	NB627_RS02725	DR094_RS00110
OG0000460	NB627_RS02735	DR094_RS00120
OG0000461	NB627_RS02780	DR094_RS00165
OG0000462	NB627_RS02775	DR094_RS00160
OG0000463	NB627_RS02770	DR094_RS00155
OG0000464	NB627_RS02765	DR094_RS00150
OG0000465	NB627_RS02760	DR094_RS00145
OG0000466	NB627_RS00410	DR094_RS00735
OG0000467	NB627_RS02865	DR094_RS03535
OG0000468	NB627_RS02105	DR094_RS02915
OG0000469	NB627_RS02165	DR094_RS02710
OG0000470	NB627_RS00960	DR094_RS01425
OG0000471	NB627_RS01040	DR094_RS01505
OG0000472	NB627_RS03520	DR094_RS01405
OG0000474	NB627_RS03705	DR094_RS01235
OG0000475	NB627_RS03710	DR094_RS01230
OG0000476	NB627_RS01685	DR094_RS01195
OG0000477	NB627_RS02810	DR094_RS00190
OG0000478	NB627_RS03645	DR094_RS01295
OG0000479	NB627_RS01450	DR094_RS02180
OG0000480	NB627_RS02170	DR094_RS03065
OG0000481	NB627_RS00935	DR094_RS02315
OG0000482	NB627_RS01320	DR094_RS02455
OG0000483	NB627_RS02220	DR094_RS02670
OG0000484	NB627_RS00200	DR094_RS03575
OG0000485	NB627_RS01280	DR094_RS01745
OG0000486	NB627_RS02470	DR094_RS02505
OG0000488	NB627_RS02185	DR094_RS02640
OG0000490	NB627_RS03815	DR094_RS01100
OG0000491	NB627_RS01470	DR094_RS02200
OG0000492	NB627_RS01555	DR094_RS02275
OG0000493	NB627_RS00690	DR094_RS00565
OG0000494	NB627_RS00750	DR094_RS00515
OG0000496	NB627_RS03015	DR094_RS00365
OG0000497	NB627_RS03010	DR094_RS00360
OG0000498	NB627_RS02925	DR094_RS00290
OG0000499	NB627_RS02890	DR094_RS00250
OG0000500	NB627_RS02070	DR094_RS02630
OG0000501	NB627_RS03260	DR094_RS01850
OG0000504	NB627_RS01015	DR094_RS01480
OG0000505	NB627_RS01050	DR094_RS01515
OG0000506	NB627_RS01060	DR094_RS01525
OG0000507	NB627_RS01095	DR094_RS01560
OG0000508	NB627_RS00250	DR094_RS00880
OG0000509	NB627_RS00285	DR094_RS00845
OG0000510	NB627_RS00300	DR094_RS00835
OG0000511	NB627_RS00540	DR094_RS00700
OG0000512	NB627_RS02740	DR094_RS00125
OG0000513	NB627_RS03630	DR094_RS01310
OG0000514	NB627_RS03050	DR094_RS00400
OG0000517	NB627_RS00065	DR094_RS01025
OG0000518	NB627_RS03300	DR094_RS01890
OG0000520	NB627_RS01035	DR094_RS01495
OG0000521	NB627_RS00265	DR094_RS00865
OG0000523	NB627_RS03560	DR094_RS01375
OG0000524	NB627_RS02860	DR094_RS00230
OG0000525	NB627_RS03525	DR094_RS03660
OG0000531	NB627_RS01530	DR094_RS02250
OG0000533	NB627_RS00710	DR094_RS01660
OG0000538	NB627_RS01240	DR094_RS01690
OG0000551	NB627_RS03170	DR094_RS01805
OG0000555	NB627_RS03105	DR094_RS03120
OG0000589	NB627_RS02300	DR094_RS02835
OG0000596	NB627_RS01870	DR094_RS00980
OG0000598	NB627_RS01875	DR094_RS00985
OG0000599	NB627_RS01880	DR094_RS00990
OG0000627	NB627_RS03750	DR094_RS01165
