Orthogroup	MHP_131B_genes	MFC_MF11_genes
OG0000177	NB627_RS03355	DR093_RS02285
OG0000178	NB627_RS03365	DR093_RS02290
OG0000179	NB627_RS03370	DR093_RS02300
OG0000180	NB627_RS03375	DR093_RS02305
OG0000181	NB627_RS03415	DR093_RS03965
OG0000182	NB627_RS03425	DR093_RS02330
OG0000183	NB627_RS03460	DR093_RS02365
OG0000184	NB627_RS03505	DR093_RS02865
OG0000185	NB627_RS03490	DR093_RS02880
OG0000186	NB627_RS01655	DR093_RS02615
OG0000187	NB627_RS01670	DR093_RS02600
OG0000188	NB627_RS01680	DR093_RS02590
OG0000189	NB627_RS02465	DR093_RS04000
OG0000190	NB627_RS02460	DR093_RS02575
OG0000191	NB627_RS02435	DR093_RS02555
OG0000192	NB627_RS01335	DR093_RS02545
OG0000193	NB627_RS01315	DR093_RS02530
OG0000194	NB627_RS00800	DR093_RS02520
OG0000195	NB627_RS00805	DR093_RS02515
OG0000196	NB627_RS00830	DR093_RS03995
OG0000197	NB627_RS00840	DR093_RS02490
OG0000198	NB627_RS00850	DR093_RS02475
OG0000199	NB627_RS00855	DR093_RS02470
OG0000200	NB627_RS00875	DR093_RS02455
OG0000201	NB627_RS00880	DR093_RS02445
OG0000202	NB627_RS00940	DR093_RS02390
OG0000203	NB627_RS00945	DR093_RS02385
OG0000204	NB627_RS00950	DR093_RS03900
OG0000205	NB627_RS00955	DR093_RS01450
OG0000206	NB627_RS00975	DR093_RS01470
OG0000207	NB627_RS00990	DR093_RS01485
OG0000208	NB627_RS00995	DR093_RS01490
OG0000209	NB627_RS01000	DR093_RS01495
OG0000210	NB627_RS01045	DR093_RS01540
OG0000211	NB627_RS01055	DR093_RS01550
OG0000212	NB627_RS01065	DR093_RS01560
OG0000213	NB627_RS01070	DR093_RS01565
OG0000214	NB627_RS01075	DR093_RS01570
OG0000215	NB627_RS01080	DR093_RS01575
OG0000216	NB627_RS01085	DR093_RS01580
OG0000217	NB627_RS01090	DR093_RS01585
OG0000218	NB627_RS01100	DR093_RS03920
OG0000219	NB627_RS01105	DR093_RS01600
OG0000220	NB627_RS01110	DR093_RS01605
OG0000221	NB627_RS01115	DR093_RS01610
OG0000222	NB627_RS01120	DR093_RS01615
OG0000223	NB627_RS01125	DR093_RS01620
OG0000224	NB627_RS01135	DR093_RS01630
OG0000225	NB627_RS01145	DR093_RS01640
OG0000226	NB627_RS01150	DR093_RS01645
OG0000227	NB627_RS01155	DR093_RS01650
OG0000228	NB627_RS01160	DR093_RS04160
OG0000229	NB627_RS01165	DR093_RS01660
OG0000230	NB627_RS01170	DR093_RS01665
OG0000231	NB627_RS01180	DR093_RS01675
OG0000232	NB627_RS01190	DR093_RS01685
OG0000233	NB627_RS01210	DR093_RS01695
OG0000234	NB627_RS01245	DR093_RS01725
OG0000235	NB627_RS01255	DR093_RS01735
OG0000236	NB627_RS01260	DR093_RS01740
OG0000237	NB627_RS01265	DR093_RS01755
OG0000238	NB627_RS01270	DR093_RS01760
OG0000239	NB627_RS03130	DR093_RS01790
OG0000240	NB627_RS03135	DR093_RS01795
OG0000241	NB627_RS03145	DR093_RS01805
OG0000242	NB627_RS03150	DR093_RS01810
OG0000243	NB627_RS03155	DR093_RS01815
OG0000244	NB627_RS03165	DR093_RS01825
OG0000245	NB627_RS03175	DR093_RS01835
OG0000246	NB627_RS00140	DR093_RS00145
OG0000247	NB627_RS00150	DR093_RS00155
OG0000248	NB627_RS00160	DR093_RS00180
OG0000249	NB627_RS00165	DR093_RS00185
OG0000250	NB627_RS00180	DR093_RS00200
OG0000251	NB627_RS00215	DR093_RS00230
OG0000252	NB627_RS00220	DR093_RS00240
OG0000253	NB627_RS00225	DR093_RS00245
OG0000254	NB627_RS00235	DR093_RS00255
OG0000255	NB627_RS00240	DR093_RS00260
OG0000256	NB627_RS00245	DR093_RS00265
OG0000257	NB627_RS00270	DR093_RS00290
OG0000258	NB627_RS00280	DR093_RS00300
OG0000259	NB627_RS00310	DR093_RS00330
OG0000260	NB627_RS00320	DR093_RS00340
OG0000261	NB627_RS00330	DR093_RS03790
OG0000262	NB627_RS00360	DR093_RS00365
OG0000263	NB627_RS00375	DR093_RS00380
OG0000264	NB627_RS00395	DR093_RS00395
OG0000265	NB627_RS00400	DR093_RS00405
OG0000266	NB627_RS00415	DR093_RS00420
OG0000267	NB627_RS00430	DR093_RS00435
OG0000268	NB627_RS00530	DR093_RS00440
OG0000269	NB627_RS00545	DR093_RS00455
OG0000270	NB627_RS03700	DR093_RS03855
OG0000271	NB627_RS03690	DR093_RS01280
OG0000272	NB627_RS03685	DR093_RS01285
OG0000273	NB627_RS03680	DR093_RS01290
OG0000274	NB627_RS03665	DR093_RS01310
OG0000275	NB627_RS03655	DR093_RS03860
OG0000276	NB627_RS03650	DR093_RS01320
OG0000277	NB627_RS03640	DR093_RS03865
OG0000278	NB627_RS03635	DR093_RS01335
OG0000279	NB627_RS03625	DR093_RS01345
OG0000280	NB627_RS03620	DR093_RS01350
OG0000281	NB627_RS03615	DR093_RS01355
OG0000282	NB627_RS03590	DR093_RS01380
OG0000283	NB627_RS03585	DR093_RS01385
OG0000284	NB627_RS03580	DR093_RS01390
OG0000285	NB627_RS03575	DR093_RS03880
OG0000286	NB627_RS02605	DR093_RS01105
OG0000287	NB627_RS02705	DR093_RS01080
OG0000288	NB627_RS02715	DR093_RS01070
OG0000289	NB627_RS02720	DR093_RS01065
OG0000290	NB627_RS02840	DR093_RS03410
OG0000291	NB627_RS02825	DR093_RS00965
OG0000292	NB627_RS02820	DR093_RS00970
OG0000293	NB627_RS02815	DR093_RS00975
OG0000294	NB627_RS02805	DR093_RS00985
OG0000295	NB627_RS02800	DR093_RS00990
OG0000296	NB627_RS02755	DR093_RS01030
OG0000297	NB627_RS02750	DR093_RS01035
OG0000298	NB627_RS00175	DR093_RS00195
OG0000299	NB627_RS00195	DR093_RS00215
OG0000300	NB627_RS00385	DR093_RS00390
OG0000301	NB627_RS00420	DR093_RS00425
OG0000302	NB627_RS00425	DR093_RS00430
OG0000303	NB627_RS00670	DR093_RS00565
OG0000304	NB627_RS01195	DR093_RS00600
OG0000305	NB627_RS03070	DR093_RS00730
OG0000306	NB627_RS02995	DR093_RS00815
OG0000307	NB627_RS02955	DR093_RS00860
OG0000308	NB627_RS02855	DR093_RS00945
OG0000309	NB627_RS02790	DR093_RS01000
OG0000310	NB627_RS02710	DR093_RS01075
OG0000311	NB627_RS02665	DR093_RS01125
OG0000312	NB627_RS02650	DR093_RS01145
OG0000313	NB627_RS01725	DR093_RS02690
OG0000314	NB627_RS02095	DR093_RS02975
OG0000315	NB627_RS02125	DR093_RS02900
OG0000316	NB627_RS02135	DR093_RS02910
OG0000317	NB627_RS02235	DR093_RS02750
OG0000318	NB627_RS02155	DR093_RS04040
OG0000319	NB627_RS02390	DR093_RS01870
OG0000320	NB627_RS02530	DR093_RS01935
OG0000321	NB627_RS01455	DR093_RS02000
OG0000322	NB627_RS01510	DR093_RS02045
OG0000323	NB627_RS01640	DR093_RS02175
OG0000324	NB627_RS02430	DR093_RS02550
OG0000325	NB627_RS00815	DR093_RS02510
OG0000326	NB627_RS00910	DR093_RS02415
OG0000327	NB627_RS00915	DR093_RS02410
OG0000328	NB627_RS01005	DR093_RS01500
OG0000329	NB627_RS01025	DR093_RS01520
OG0000330	NB627_RS01220	DR093_RS01705
OG0000331	NB627_RS03160	DR093_RS01820
OG0000332	NB627_RS03305	DR093_RS02250
OG0000333	NB627_RS03315	DR093_RS02260
OG0000334	NB627_RS03420	DR093_RS02325
OG0000335	NB627_RS03430	DR093_RS03970
OG0000336	NB627_RS03605	DR093_RS03875
OG0000337	NB627_RS03780	DR093_RS00015
OG0000338	NB627_RS03820	DR093_RS00055
OG0000339	NB627_RS02500	DR093_RS01955
OG0000340	NB627_RS01435	DR093_RS01980
OG0000341	NB627_RS02455	DR093_RS02570
OG0000342	NB627_RS00845	DR093_RS02480
OG0000343	NB627_RS03325	DR093_RS02270
OG0000344	NB627_RS00685	DR093_RS00580
OG0000345	NB627_RS01140	DR093_RS01635
OG0000346	NB627_RS03610	DR093_RS03870
OG0000347	NB627_RS01535	DR093_RS02070
OG0000348	NB627_RS00920	DR093_RS03985
OG0000349	NB627_RS03670	DR093_RS01300
OG0000350	NB627_RS02945	DR093_RS00820
OG0000351	NB627_RS00600	DR093_RS00515
OG0000352	NB627_RS02075	DR093_RS02990
OG0000353	NB627_RS01500	DR093_RS02040
OG0000354	NB627_RS00745	DR093_RS00630
OG0000355	NB627_RS02050	DR093_RS04005
OG0000356	NB627_RS02130	DR093_RS04035
OG0000357	NB627_RS03285	DR093_RS03955
OG0000358	NB627_RS03290	DR093_RS02235
OG0000359	NB627_RS00890	DR093_RS03990
OG0000360	NB627_RS00275	DR093_RS00295
OG0000361	NB627_RS00305	DR093_RS00325
OG0000362	NB627_RS02730	DR093_RS01055
OG0000363	NB627_RS01575	DR093_RS02110
OG0000365	NB627_RS02180	DR093_RS04055
OG0000366	NB627_RS02200	DR093_RS02780
OG0000367	NB627_RS02215	DR093_RS02770
OG0000368	NB627_RS00060	DR093_RS00120
OG0000370	NB627_RS00020	DR093_RS04150
OG0000371	NB627_RS00015	DR093_RS00075
OG0000372	NB627_RS00010	DR093_RS00070
OG0000373	NB627_RS03810	DR093_RS00045
OG0000374	NB627_RS03800	DR093_RS00035
OG0000375	NB627_RS02385	DR093_RS01865
OG0000376	NB627_RS02545	DR093_RS01920
OG0000377	NB627_RS02535	DR093_RS01930
OG0000378	NB627_RS01415	DR093_RS01965
OG0000379	NB627_RS01495	DR093_RS02035
OG0000380	NB627_RS01525	DR093_RS02060
OG0000381	NB627_RS01565	DR093_RS02100
OG0000382	NB627_RS01595	DR093_RS02130
OG0000383	NB627_RS01635	DR093_RS02170
OG0000384	NB627_RS00625	DR093_RS00520
OG0000385	NB627_RS00630	DR093_RS00525
OG0000386	NB627_RS00650	DR093_RS00545
OG0000387	NB627_RS00675	DR093_RS00570
OG0000388	NB627_RS00680	DR093_RS03800
OG0000389	NB627_RS00725	DR093_RS00610
OG0000390	NB627_RS03090	DR093_RS00710
OG0000391	NB627_RS03080	DR093_RS00720
OG0000392	NB627_RS03055	DR093_RS00745
OG0000393	NB627_RS03000	DR093_RS00800
OG0000394	NB627_RS02920	DR093_RS00875
OG0000395	NB627_RS02915	DR093_RS00880
OG0000396	NB627_RS02610	DR093_RS02700
OG0000397	NB627_RS02060	DR093_RS02655
OG0000398	NB627_RS02065	DR093_RS02650
OG0000399	NB627_RS02110	DR093_RS02885
OG0000400	NB627_RS03250	DR093_RS02195
OG0000401	NB627_RS03310	DR093_RS02255
OG0000402	NB627_RS03320	DR093_RS02265
OG0000403	NB627_RS03330	DR093_RS02275
OG0000405	NB627_RS03380	DR093_RS02310
OG0000406	NB627_RS03435	DR093_RS02340
OG0000407	NB627_RS03440	DR093_RS03975
OG0000408	NB627_RS03445	DR093_RS02350
OG0000409	NB627_RS03450	DR093_RS02355
OG0000410	NB627_RS03515	DR093_RS02860
OG0000411	NB627_RS03500	DR093_RS02870
OG0000412	NB627_RS03495	DR093_RS02875
OG0000413	NB627_RS01650	DR093_RS04170
OG0000414	NB627_RS01660	DR093_RS02610
OG0000415	NB627_RS01665	DR093_RS02605
OG0000416	NB627_RS01675	DR093_RS02595
OG0000417	NB627_RS02450	DR093_RS02565
OG0000418	NB627_RS02440	DR093_RS02560
OG0000419	NB627_RS00825	DR093_RS02500
OG0000420	NB627_RS00860	DR093_RS02465
OG0000421	NB627_RS00900	DR093_RS02430
OG0000422	NB627_RS00905	DR093_RS02420
OG0000423	NB627_RS00965	DR093_RS01460
OG0000424	NB627_RS00970	DR093_RS01465
OG0000425	NB627_RS00980	DR093_RS01475
OG0000426	NB627_RS00985	DR093_RS03905
OG0000427	NB627_RS01010	DR093_RS03910
OG0000429	NB627_RS01130	DR093_RS01625
OG0000430	NB627_RS01175	DR093_RS01670
OG0000431	NB627_RS01185	DR093_RS01680
OG0000432	NB627_RS01215	DR093_RS01700
OG0000433	NB627_RS01230	DR093_RS01710
OG0000434	NB627_RS01235	DR093_RS01715
OG0000435	NB627_RS01250	DR093_RS01730
OG0000436	NB627_RS01275	DR093_RS01765
OG0000437	NB627_RS01285	DR093_RS01775
OG0000438	NB627_RS01290	DR093_RS03925
OG0000439	NB627_RS01295	DR093_RS01785
OG0000440	NB627_RS03140	DR093_RS01800
OG0000441	NB627_RS03185	DR093_RS01840
OG0000442	NB627_RS00145	DR093_RS00150
OG0000443	NB627_RS00190	DR093_RS00210
OG0000444	NB627_RS00205	DR093_RS00225
OG0000445	NB627_RS00230	DR093_RS00250
OG0000446	NB627_RS00255	DR093_RS00275
OG0000447	NB627_RS00260	DR093_RS00280
OG0000448	NB627_RS00290	DR093_RS00310
OG0000449	NB627_RS00315	DR093_RS00335
OG0000450	NB627_RS00325	DR093_RS00345
OG0000451	NB627_RS00380	DR093_RS00385
OG0000452	NB627_RS00405	DR093_RS00410
OG0000453	NB627_RS00535	DR093_RS00445
OG0000455	NB627_RS03715	DR093_RS03850
OG0000456	NB627_RS03595	DR093_RS01375
OG0000457	NB627_RS03565	DR093_RS01400
OG0000458	NB627_RS02700	DR093_RS01085
OG0000459	NB627_RS02725	DR093_RS01060
OG0000460	NB627_RS02735	DR093_RS01050
OG0000461	NB627_RS02780	DR093_RS01005
OG0000462	NB627_RS02775	DR093_RS01010
OG0000463	NB627_RS02770	DR093_RS01015
OG0000464	NB627_RS02765	DR093_RS01020
OG0000465	NB627_RS02760	DR093_RS01025
OG0000466	NB627_RS00410	DR093_RS00415
OG0000467	NB627_RS02865	DR093_RS03825
OG0000468	NB627_RS02105	DR093_RS02985
OG0000469	NB627_RS02165	DR093_RS02960
OG0000470	NB627_RS00960	DR093_RS01455
OG0000471	NB627_RS01040	DR093_RS01535
OG0000472	NB627_RS03520	DR093_RS01435
OG0000474	NB627_RS03705	DR093_RS01265
OG0000475	NB627_RS03710	DR093_RS01260
OG0000476	NB627_RS01685	DR093_RS01220
OG0000477	NB627_RS02810	DR093_RS00980
OG0000478	NB627_RS03645	DR093_RS01325
OG0000479	NB627_RS01450	DR093_RS01995
OG0000480	NB627_RS02170	DR093_RS03255
OG0000481	NB627_RS00935	DR093_RS02395
OG0000482	NB627_RS01320	DR093_RS02535
OG0000483	NB627_RS02220	DR093_RS02765
OG0000484	NB627_RS00200	DR093_RS03785
OG0000485	NB627_RS01280	DR093_RS01770
OG0000486	NB627_RS02470	DR093_RS02585
OG0000488	NB627_RS02185	DR093_RS02795
OG0000490	NB627_RS03815	DR093_RS00050
OG0000491	NB627_RS01470	DR093_RS02015
OG0000492	NB627_RS01555	DR093_RS02090
OG0000493	NB627_RS00690	DR093_RS00585
OG0000494	NB627_RS00750	DR093_RS00635
OG0000496	NB627_RS03015	DR093_RS00785
OG0000497	NB627_RS03010	DR093_RS00790
OG0000498	NB627_RS02925	DR093_RS00870
OG0000499	NB627_RS02890	DR093_RS00915
OG0000500	NB627_RS02070	DR093_RS02645
OG0000501	NB627_RS03260	DR093_RS02205
OG0000504	NB627_RS01015	DR093_RS01510
OG0000505	NB627_RS01050	DR093_RS01545
OG0000506	NB627_RS01060	DR093_RS01555
OG0000507	NB627_RS01095	DR093_RS01590
OG0000508	NB627_RS00250	DR093_RS00270
OG0000509	NB627_RS00285	DR093_RS00305
OG0000510	NB627_RS00300	DR093_RS00315
OG0000511	NB627_RS00540	DR093_RS00450
OG0000512	NB627_RS02740	DR093_RS01045
OG0000513	NB627_RS03630	DR093_RS01340
OG0000514	NB627_RS03050	DR093_RS00750
OG0000517	NB627_RS00065	DR093_RS00125
OG0000518	NB627_RS03300	DR093_RS02245
OG0000520	NB627_RS01035	DR093_RS01525
OG0000521	NB627_RS00265	DR093_RS00285
OG0000523	NB627_RS03560	DR093_RS01405
OG0000524	NB627_RS02860	DR093_RS00940
OG0000525	NB627_RS03525	DR093_RS03895
OG0000531	NB627_RS01530	DR093_RS02065
OG0000533	NB627_RS00710	DR093_RS01690
OG0000538	NB627_RS01240	DR093_RS01720
OG0000551	NB627_RS03170	DR093_RS01830
OG0000555	NB627_RS03105	DR093_RS03360
OG0000589	NB627_RS02300	DR093_RS02830
OG0000596	NB627_RS01870	DR093_RS00170
OG0000598	NB627_RS01875	DR093_RS00165
OG0000599	NB627_RS01880	DR093_RS00160
OG0000627	NB627_RS03750	DR093_RS01190
