Orthogroup	MHP_131B_genes	MHP_7422_genes
OG0000024	NB627_RS02930	MHL_RS02790
OG0000024	NB627_RS01395	MHL_RS01355
OG0000025	NB627_RS01795	MHL_RS01745
OG0000025	NB627_RS01840	MHL_RS01785
OG0000026	NB627_RS01490	MHL_RS01445
OG0000027	NB627_RS03540	MHL_RS03755
OG0000027	NB627_RS03555	MHL_RS03360
OG0000028	NB627_RS02600, NB627_RS02595	MHL_RS02480
OG0000029	NB627_RS01200	MHL_RS01165
OG0000029	NB627_RS00720	MHL_RS00700
OG0000030	NB627_RS03530	MHL_RS03335
OG0000030	NB627_RS03550	MHL_RS03355
OG0000032	NB627_RS01700	MHL_RS04000
OG0000032	NB627_RS03545	MHL_RS03350
OG0000033	NB627_RS02575, NB627_RS02590, NB627_RS02580	MHL_RS02475
OG0000035	NB627_RS03400	MHL_RS03210
OG0000035	NB627_RS03385	MHL_RS03195
OG0000036	NB627_RS00115	MHL_RS00120
OG0000036	NB627_RS00130	MHL_RS00135
OG0000039	NB627_RS01740	MHL_RS01705
OG0000040	NB627_RS03475	MHL_RS03285
OG0000041	NB627_RS00780	MHL_RS00760
OG0000041	NB627_RS01300	MHL_RS01270
OG0000042	NB627_RS03125	MHL_RS02985
OG0000043	NB627_RS02055	MHL_RS01990
OG0000043	NB627_RS02055	MHL_RS00625
OG0000044	NB627_RS01805	MHL_RS04220
OG0000045	NB627_RS01745	MHL_RS01710
OG0000046	NB627_RS03485	MHL_RS04100
OG0000046	NB627_RS03480	MHL_RS03290
OG0000047	NB627_RS00510	MHL_RS01655
OG0000048	NB627_RS02245	MHL_RS02170
OG0000049	NB627_RS03240	MHL_RS03060
OG0000050	NB627_RS02630	MHL_RS02510
OG0000052	NB627_RS00075	MHL_RS00080
OG0000053	NB627_RS01580	MHL_RS01530
OG0000054	NB627_RS02655	MHL_RS02535
OG0000055	NB627_RS00135	MHL_RS00140
OG0000056	NB627_RS03735	MHL_RS03530
OG0000057	NB627_RS03110	MHL_RS02970
OG0000058	NB627_RS00435	MHL_RS00610
OG0000059	NB627_RS00465	MHL_RS00620
OG0000060	NB627_RS00080	MHL_RS04115
OG0000061	NB627_RS01995	MHL_RS01940
OG0000062	NB627_RS03790	MHL_RS03580
OG0000063	NB627_RS03785	MHL_RS03575
OG0000064	NB627_RS03775	MHL_RS03565
OG0000065	NB627_RS02410	MHL_RS02310
OG0000066	NB627_RS01480	MHL_RS01435
OG0000067	NB627_RS00635	MHL_RS00525
OG0000068	NB627_RS00755	MHL_RS00735
OG0000069	NB627_RS03005	MHL_RS02860
OG0000070	NB627_RS02660	MHL_RS02540
OG0000071	NB627_RS03465	MHL_RS03275
OG0000072	NB627_RS03470	MHL_RS03280
OG0000073	NB627_RS00820	MHL_RS00795
OG0000074	NB627_RS01020	MHL_RS03950
OG0000075	NB627_RS00350	MHL_RS00345
OG0000076	NB627_RS00365	MHL_RS00360
OG0000077	NB627_RS00550	MHL_RS00450
OG0000078	NB627_RS01810	MHL_RS01755
OG0000079	NB627_RS02745	MHL_RS02615
OG0000080	NB627_RS02795	MHL_RS03870
OG0000081	NB627_RS00340	MHL_RS00340
OG0000083	NB627_RS02160	MHL_RS02095
OG0000084	NB627_RS02190	MHL_RS02120
OG0000085	NB627_RS02195	MHL_RS02125
OG0000086	NB627_RS02210	MHL_RS02135
OG0000087	NB627_RS02225	MHL_RS02150
OG0000088	NB627_RS02230	MHL_RS02155
OG0000089	NB627_RS02240	MHL_RS02165
OG0000090	NB627_RS00070	MHL_RS00075
OG0000091	NB627_RS00055	MHL_RS00060
OG0000092	NB627_RS00050	MHL_RS00045
OG0000093	NB627_RS00035	MHL_RS00040
OG0000094	NB627_RS00030	MHL_RS00035
OG0000095	NB627_RS00005	MHL_RS00010
OG0000096	NB627_RS03825	MHL_RS03615
OG0000097	NB627_RS03805	MHL_RS03595
OG0000098	NB627_RS03795	MHL_RS03585
OG0000099	NB627_RS03745	MHL_RS03535
OG0000100	NB627_RS03725	MHL_RS03520
OG0000101	NB627_RS03720	MHL_RS03515
OG0000102	NB627_RS01835	MHL_RS01780
OG0000103	NB627_RS02375	MHL_RS02275
OG0000104	NB627_RS02380	MHL_RS02280
OG0000105	NB627_RS02400	MHL_RS02295
OG0000106	NB627_RS02405	MHL_RS02305
OG0000107	NB627_RS02415	MHL_RS02315
OG0000108	NB627_RS02420	MHL_RS02320
OG0000109	NB627_RS02425	MHL_RS02325
OG0000110	NB627_RS02555	MHL_RS02450
OG0000111	NB627_RS02550	MHL_RS02445
OG0000112	NB627_RS02540	MHL_RS02435
OG0000113	NB627_RS02515	MHL_RS02415
OG0000114	NB627_RS02510	MHL_RS02405
OG0000115	NB627_RS02495	MHL_RS02395
OG0000116	NB627_RS01420	MHL_RS01380
OG0000117	NB627_RS01425	MHL_RS01385
OG0000118	NB627_RS01460	MHL_RS01420
OG0000119	NB627_RS01465	MHL_RS01425
OG0000120	NB627_RS01485	MHL_RS01440
OG0000121	NB627_RS01515	MHL_RS01465
OG0000122	NB627_RS01520	MHL_RS01470
OG0000123	NB627_RS01540	MHL_RS01490
OG0000124	NB627_RS01545	MHL_RS01495
OG0000125	NB627_RS01550	MHL_RS01500
OG0000126	NB627_RS01560	MHL_RS01510
OG0000127	NB627_RS01570	MHL_RS01520
OG0000128	NB627_RS01585	MHL_RS01535
OG0000129	NB627_RS01590	MHL_RS01540
OG0000130	NB627_RS01600	MHL_RS01550
OG0000131	NB627_RS01630	MHL_RS01580
OG0000132	NB627_RS01645	MHL_RS01595
OG0000133	NB627_RS00640	MHL_RS00530
OG0000134	NB627_RS00645	MHL_RS00535
OG0000135	NB627_RS00660	MHL_RS00550
OG0000136	NB627_RS00665	MHL_RS00555
OG0000137	NB627_RS00695	MHL_RS00585
OG0000138	NB627_RS00730	MHL_RS00710
OG0000139	NB627_RS00760	MHL_RS00740
OG0000140	NB627_RS00765	MHL_RS00745
OG0000141	NB627_RS03120	MHL_RS02980
OG0000142	NB627_RS03115	MHL_RS02975
OG0000143	NB627_RS03100	MHL_RS02950
OG0000144	NB627_RS03085	MHL_RS02940
OG0000145	NB627_RS03075	MHL_RS02930
OG0000146	NB627_RS03065	MHL_RS02920
OG0000147	NB627_RS03060	MHL_RS02915
OG0000148	NB627_RS03045	MHL_RS02900
OG0000149	NB627_RS03035	MHL_RS02890
OG0000150	NB627_RS03025	MHL_RS02875
OG0000151	NB627_RS02970	MHL_RS02830
OG0000152	NB627_RS02965	MHL_RS02825
OG0000153	NB627_RS02960	MHL_RS02820
OG0000154	NB627_RS02950	MHL_RS02810
OG0000155	NB627_RS02910	MHL_RS02770
OG0000156	NB627_RS02905	MHL_RS02760
OG0000157	NB627_RS02895	MHL_RS02755
OG0000158	NB627_RS02885	MHL_RS04195
OG0000159	NB627_RS02645	MHL_RS02525
OG0000160	NB627_RS02640	MHL_RS02520
OG0000161	NB627_RS02635	MHL_RS02515
OG0000162	NB627_RS02625	MHL_RS02505
OG0000163	NB627_RS02620	MHL_RS02500
OG0000164	NB627_RS01735	MHL_RS01690
OG0000165	NB627_RS02080	MHL_RS02015
OG0000166	NB627_RS02100	MHL_RS02035
OG0000167	NB627_RS02115	MHL_RS02050
OG0000168	NB627_RS02120	MHL_RS04040
OG0000169	NB627_RS03235	MHL_RS03055
OG0000170	NB627_RS03255	MHL_RS03070
OG0000171	NB627_RS03265	MHL_RS03080
OG0000172	NB627_RS03270	MHL_RS03085
OG0000173	NB627_RS03275	MHL_RS03090
OG0000174	NB627_RS03280	MHL_RS03095
OG0000175	NB627_RS03295	MHL_RS03110
OG0000176	NB627_RS03350	MHL_RS03160
OG0000177	NB627_RS03355	MHL_RS03165
OG0000178	NB627_RS03365	MHL_RS03170
OG0000179	NB627_RS03370	MHL_RS03180
OG0000180	NB627_RS03375	MHL_RS03185
OG0000181	NB627_RS03415	MHL_RS03225
OG0000182	NB627_RS03425	MHL_RS03235
OG0000183	NB627_RS03460	MHL_RS03270
OG0000184	NB627_RS03505	MHL_RS03310
OG0000185	NB627_RS03490	MHL_RS03295
OG0000186	NB627_RS01655	MHL_RS01605
OG0000187	NB627_RS01670	MHL_RS01620
OG0000188	NB627_RS01680	MHL_RS01630
OG0000189	NB627_RS02465	MHL_RS02365
OG0000190	NB627_RS02460	MHL_RS02360
OG0000191	NB627_RS02435	MHL_RS02340
OG0000192	NB627_RS01335	MHL_RS01300
OG0000193	NB627_RS01315	MHL_RS01290
OG0000194	NB627_RS00800	MHL_RS00780
OG0000195	NB627_RS00805	MHL_RS00785
OG0000196	NB627_RS00830	MHL_RS00805
OG0000197	NB627_RS00840	MHL_RS00810
OG0000198	NB627_RS00850	MHL_RS00825
OG0000199	NB627_RS00855	MHL_RS00830
OG0000200	NB627_RS00875	MHL_RS00840
OG0000201	NB627_RS00880	MHL_RS00850
OG0000202	NB627_RS00940	MHL_RS00905
OG0000203	NB627_RS00945	MHL_RS00910
OG0000204	NB627_RS00950	MHL_RS00915
OG0000205	NB627_RS00955	MHL_RS00920
OG0000206	NB627_RS00975	MHL_RS00940
OG0000207	NB627_RS00990	MHL_RS00955
OG0000208	NB627_RS00995	MHL_RS00960
OG0000209	NB627_RS01000	MHL_RS00965
OG0000210	NB627_RS01045	MHL_RS01010
OG0000211	NB627_RS01055	MHL_RS01020
OG0000212	NB627_RS01065	MHL_RS01030
OG0000213	NB627_RS01070	MHL_RS01035
OG0000214	NB627_RS01075	MHL_RS01040
OG0000215	NB627_RS01080	MHL_RS01045
OG0000216	NB627_RS01085	MHL_RS01050
OG0000217	NB627_RS01090	MHL_RS01055
OG0000218	NB627_RS01100	MHL_RS01065
OG0000219	NB627_RS01105	MHL_RS01070
OG0000220	NB627_RS01110	MHL_RS01075
OG0000221	NB627_RS01115	MHL_RS01080
OG0000222	NB627_RS01120	MHL_RS01085
OG0000223	NB627_RS01125	MHL_RS01090
OG0000224	NB627_RS01135	MHL_RS01100
OG0000225	NB627_RS01145	MHL_RS01110
OG0000226	NB627_RS01150	MHL_RS01115
OG0000227	NB627_RS01155	MHL_RS01120
OG0000228	NB627_RS01160	MHL_RS04215
OG0000229	NB627_RS01165	MHL_RS01130
OG0000230	NB627_RS01170	MHL_RS01135
OG0000231	NB627_RS01180	MHL_RS01145
OG0000232	NB627_RS01190	MHL_RS01155
OG0000233	NB627_RS01210	MHL_RS01175
OG0000234	NB627_RS01245	MHL_RS01210
OG0000235	NB627_RS01255	MHL_RS01220
OG0000236	NB627_RS01260	MHL_RS01225
OG0000237	NB627_RS01265	MHL_RS01230
OG0000238	NB627_RS01270	MHL_RS01240
OG0000239	NB627_RS03130	MHL_RS02990
OG0000240	NB627_RS03135	MHL_RS02995
OG0000241	NB627_RS03145	MHL_RS03005
OG0000242	NB627_RS03150	MHL_RS03010
OG0000243	NB627_RS03155	MHL_RS03015
OG0000244	NB627_RS03165	MHL_RS03025
OG0000245	NB627_RS03175	MHL_RS03035
OG0000246	NB627_RS00140	MHL_RS00145
OG0000247	NB627_RS00150	MHL_RS00155
OG0000248	NB627_RS00160	MHL_RS00165
OG0000249	NB627_RS00165	MHL_RS00170
OG0000250	NB627_RS00180	MHL_RS00185
OG0000251	NB627_RS00215	MHL_RS00210
OG0000252	NB627_RS00220	MHL_RS00220
OG0000253	NB627_RS00225	MHL_RS00225
OG0000254	NB627_RS00235	MHL_RS00235
OG0000255	NB627_RS00240	MHL_RS00245
OG0000256	NB627_RS00245	MHL_RS00250
OG0000257	NB627_RS00270	MHL_RS00275
OG0000258	NB627_RS00280	MHL_RS00285
OG0000259	NB627_RS00310	MHL_RS00315
OG0000260	NB627_RS00320	MHL_RS00325
OG0000261	NB627_RS00330, NB627_RS00335	MHL_RS00335
OG0000262	NB627_RS00360	MHL_RS00350
OG0000263	NB627_RS00375	MHL_RS00370
OG0000264	NB627_RS00395	MHL_RS00380
OG0000265	NB627_RS00400	MHL_RS00390
OG0000266	NB627_RS00415	MHL_RS00405
OG0000267	NB627_RS00430	MHL_RS00420
OG0000268	NB627_RS00530	MHL_RS00425
OG0000269	NB627_RS00545	MHL_RS00440
OG0000270	NB627_RS03700	MHL_RS03490
OG0000271	NB627_RS03690	MHL_RS03485
OG0000272	NB627_RS03685	MHL_RS03480
OG0000273	NB627_RS03680	MHL_RS03475
OG0000274	NB627_RS03665	MHL_RS03455
OG0000275	NB627_RS03655	MHL_RS03450
OG0000276	NB627_RS03650	MHL_RS03445
OG0000277	NB627_RS03640	MHL_RS03435
OG0000278	NB627_RS03635	MHL_RS03430
OG0000279	NB627_RS03625	MHL_RS03420
OG0000280	NB627_RS03620	MHL_RS03415
OG0000281	NB627_RS03615	MHL_RS03760
OG0000282	NB627_RS03590	MHL_RS03390
OG0000283	NB627_RS03585	MHL_RS03385
OG0000284	NB627_RS03580	MHL_RS03380
OG0000285	NB627_RS03575	MHL_RS03375
OG0000286	NB627_RS02605	MHL_RS02485
OG0000287	NB627_RS02705	MHL_RS02575
OG0000288	NB627_RS02715	MHL_RS02585
OG0000289	NB627_RS02720	MHL_RS02590
OG0000290	NB627_RS02840	MHL_RS02700
OG0000291	NB627_RS02825	MHL_RS02690
OG0000292	NB627_RS02820	MHL_RS02685
OG0000293	NB627_RS02815	MHL_RS02680
OG0000294	NB627_RS02805	MHL_RS02670
OG0000295	NB627_RS02800	MHL_RS02665
OG0000296	NB627_RS02755	MHL_RS02625
OG0000297	NB627_RS02750	MHL_RS02620
OG0000298	NB627_RS00175	MHL_RS00180
OG0000299	NB627_RS00195	MHL_RS03650
OG0000300	NB627_RS00385	MHL_RS00375
OG0000301	NB627_RS00420	MHL_RS00410
OG0000302	NB627_RS00425	MHL_RS00415
OG0000303	NB627_RS00670	MHL_RS00560
OG0000304	NB627_RS01195	MHL_RS01160
OG0000305	NB627_RS03070	MHL_RS02925
OG0000306	NB627_RS02995	MHL_RS02850
OG0000307	NB627_RS02955	MHL_RS02815
OG0000308	NB627_RS02855	MHL_RS02720
OG0000309	NB627_RS02790	MHL_RS02655
OG0000310	NB627_RS02710	MHL_RS02580
OG0000311	NB627_RS02665	MHL_RS02545
OG0000312	NB627_RS02650	MHL_RS02530
OG0000313	NB627_RS01725	MHL_RS01680
OG0000314	NB627_RS02095	MHL_RS02030
OG0000315	NB627_RS02125	MHL_RS02060
OG0000316	NB627_RS02135	MHL_RS02070
OG0000317	NB627_RS02235	MHL_RS02160
OG0000318	NB627_RS02155	MHL_RS02075
OG0000319	NB627_RS02390	MHL_RS02290
OG0000320	NB627_RS02530	MHL_RS02425
OG0000321	NB627_RS01455	MHL_RS01415
OG0000322	NB627_RS01510	MHL_RS01460
OG0000323	NB627_RS01640	MHL_RS01590
OG0000324	NB627_RS02430	MHL_RS02335
OG0000325	NB627_RS00815	MHL_RS00790
OG0000326	NB627_RS00910	MHL_RS00880
OG0000327	NB627_RS00915	MHL_RS00885
OG0000328	NB627_RS01005	MHL_RS00970
OG0000329	NB627_RS01025	MHL_RS00990
OG0000330	NB627_RS01220	MHL_RS01185
OG0000331	NB627_RS03160	MHL_RS03020
OG0000332	NB627_RS03305	MHL_RS03120
OG0000333	NB627_RS03315	MHL_RS03130
OG0000334	NB627_RS03420	MHL_RS03230
OG0000335	NB627_RS03430	MHL_RS03240
OG0000336	NB627_RS03605	MHL_RS03405
OG0000337	NB627_RS03780	MHL_RS03570
OG0000338	NB627_RS03820	MHL_RS03610
OG0000339	NB627_RS02500	MHL_RS02400
OG0000340	NB627_RS01435	MHL_RS01395
OG0000341	NB627_RS02455	MHL_RS02355
OG0000342	NB627_RS00845	MHL_RS00820
OG0000343	NB627_RS03325	MHL_RS03140
OG0000344	NB627_RS00685	MHL_RS00580
OG0000345	NB627_RS01140	MHL_RS01105
OG0000346	NB627_RS03610	MHL_RS03410
OG0000347	NB627_RS01535	MHL_RS01485
OG0000348	NB627_RS00920	MHL_RS00890
OG0000349	NB627_RS03670	MHL_RS03640
OG0000350	NB627_RS02945	MHL_RS02805
OG0000351	NB627_RS00600	MHL_RS00505
OG0000352	NB627_RS02075	MHL_RS02010
OG0000353	NB627_RS01500	MHL_RS01455
OG0000354	NB627_RS00745	MHL_RS00725
OG0000355	NB627_RS02050	MHL_RS01980
OG0000356	NB627_RS02130	MHL_RS02065
OG0000357	NB627_RS03285	MHL_RS03100
OG0000358	NB627_RS03290	MHL_RS03105
OG0000359	NB627_RS00890	MHL_RS00860
OG0000360	NB627_RS00275	MHL_RS00280
OG0000361	NB627_RS00305	MHL_RS00310
OG0000362	NB627_RS02730	MHL_RS02600
OG0000363	NB627_RS01575	MHL_RS03985
OG0000364	NB627_RS02025	MHL_RS04025, MHL_RS01955
OG0000365	NB627_RS02180	MHL_RS02105
OG0000366	NB627_RS02200	MHL_RS02130
OG0000367	NB627_RS02215	MHL_RS02140
OG0000368	NB627_RS00060	MHL_RS00065
OG0000369	NB627_RS00025	MHL_RS00030
OG0000370	NB627_RS00020	MHL_RS00025
OG0000371	NB627_RS00015	MHL_RS00020
OG0000372	NB627_RS00010	MHL_RS00015
OG0000373	NB627_RS03810	MHL_RS03605
OG0000374	NB627_RS03800	MHL_RS03590
OG0000375	NB627_RS02385	MHL_RS02285
OG0000376	NB627_RS02545	MHL_RS02440
OG0000377	NB627_RS02535	MHL_RS02430
OG0000378	NB627_RS01415	MHL_RS01375
OG0000379	NB627_RS01495	MHL_RS01450
OG0000380	NB627_RS01525	MHL_RS01475
OG0000381	NB627_RS01565	MHL_RS01515
OG0000382	NB627_RS01595	MHL_RS01545
OG0000383	NB627_RS01635	MHL_RS01585
OG0000384	NB627_RS00625	MHL_RS00520
OG0000386	NB627_RS00650	MHL_RS00540
OG0000387	NB627_RS00675	MHL_RS00565
OG0000388	NB627_RS00680	MHL_RS00570
OG0000389	NB627_RS00725	MHL_RS00705
OG0000390	NB627_RS03090	MHL_RS02945
OG0000391	NB627_RS03080	MHL_RS02935
OG0000392	NB627_RS03055	MHL_RS02910
OG0000393	NB627_RS03000	MHL_RS02855
OG0000394	NB627_RS02920	MHL_RS02780
OG0000395	NB627_RS02915	MHL_RS02775
OG0000396	NB627_RS02610	MHL_RS02490
OG0000397	NB627_RS02060	MHL_RS01995
OG0000398	NB627_RS02065	MHL_RS02000
OG0000399	NB627_RS02110	MHL_RS02045
OG0000400	NB627_RS03250	MHL_RS03065
OG0000401	NB627_RS03310	MHL_RS03125
OG0000402	NB627_RS03320	MHL_RS03135
OG0000403	NB627_RS03330	MHL_RS03145
OG0000405	NB627_RS03380	MHL_RS03190
OG0000406	NB627_RS03435	MHL_RS03245
OG0000407	NB627_RS03440	MHL_RS03250
OG0000408	NB627_RS03445	MHL_RS03255
OG0000409	NB627_RS03450	MHL_RS03260
OG0000410	NB627_RS03515	MHL_RS03315
OG0000411	NB627_RS03500	MHL_RS03305
OG0000412	NB627_RS03495	MHL_RS03300
OG0000413	NB627_RS01650	MHL_RS01600
OG0000414	NB627_RS01660	MHL_RS01610
OG0000415	NB627_RS01665	MHL_RS01615
OG0000416	NB627_RS01675	MHL_RS01625
OG0000417	NB627_RS02450	MHL_RS02350
OG0000418	NB627_RS02440	MHL_RS02345
OG0000419	NB627_RS00825	MHL_RS00800
OG0000420	NB627_RS00860	MHL_RS00835
OG0000421	NB627_RS00900	MHL_RS00865
OG0000422	NB627_RS00905	MHL_RS00875
OG0000423	NB627_RS00965	MHL_RS00930
OG0000424	NB627_RS00970	MHL_RS00935
OG0000425	NB627_RS00980	MHL_RS00945
OG0000426	NB627_RS00985	MHL_RS00950
OG0000427	NB627_RS01010	MHL_RS00975
OG0000429	NB627_RS01130	MHL_RS01095
OG0000430	NB627_RS01175	MHL_RS01140
OG0000431	NB627_RS01185	MHL_RS01150
OG0000432	NB627_RS01215	MHL_RS01180
OG0000433	NB627_RS01230	MHL_RS01195
OG0000434	NB627_RS01235	MHL_RS01200
OG0000435	NB627_RS01250	MHL_RS01215
OG0000436	NB627_RS01275	MHL_RS01245
OG0000437	NB627_RS01285	MHL_RS01255
OG0000438	NB627_RS01290	MHL_RS03965
OG0000439	NB627_RS01295	MHL_RS01265
OG0000440	NB627_RS03140	MHL_RS03000
OG0000441	NB627_RS03185	MHL_RS03040
OG0000442	NB627_RS00145	MHL_RS00150
OG0000443	NB627_RS00190	MHL_RS00195
OG0000444	NB627_RS00205	MHL_RS00205
OG0000445	NB627_RS00230	MHL_RS00230
OG0000446	NB627_RS00255	MHL_RS00260
OG0000447	NB627_RS00260	MHL_RS00265
OG0000448	NB627_RS00290	MHL_RS00295
OG0000449	NB627_RS00315	MHL_RS00320
OG0000450	NB627_RS00325	MHL_RS00330
OG0000452	NB627_RS00405	MHL_RS00395
OG0000453	NB627_RS00535	MHL_RS00430
OG0000455	NB627_RS03715	MHL_RS03510
OG0000456	NB627_RS03595	MHL_RS03395
OG0000457	NB627_RS03565	MHL_RS03370
OG0000458	NB627_RS02700	MHL_RS02570
OG0000459	NB627_RS02725	MHL_RS02595
OG0000460	NB627_RS02735	MHL_RS02605
OG0000461	NB627_RS02780	MHL_RS02650
OG0000462	NB627_RS02775	MHL_RS02645
OG0000463	NB627_RS02770	MHL_RS02640
OG0000464	NB627_RS02765	MHL_RS02635
OG0000465	NB627_RS02760	MHL_RS02630
OG0000466	NB627_RS00410	MHL_RS00400
OG0000467	NB627_RS02865	MHL_RS02730
OG0000468	NB627_RS02105	MHL_RS02040
OG0000469	NB627_RS02165	MHL_RS02100
OG0000470	NB627_RS00960	MHL_RS03825
OG0000471	NB627_RS01040	MHL_RS01005
OG0000472	NB627_RS03520	MHL_RS03325
OG0000474	NB627_RS03705	MHL_RS03500
OG0000475	NB627_RS03710	MHL_RS03505
OG0000476	NB627_RS01685	MHL_RS01635
OG0000477	NB627_RS02810	MHL_RS02675
OG0000478	NB627_RS03645	MHL_RS03440
OG0000479	NB627_RS01450	MHL_RS01410
OG0000480	NB627_RS02170	MHL_RS03850
OG0000481	NB627_RS00935	MHL_RS00900
OG0000482	NB627_RS01320	MHL_RS01295
OG0000483	NB627_RS02220	MHL_RS02145
OG0000484	NB627_RS00200	MHL_RS00200
OG0000485	NB627_RS01280	MHL_RS01250
OG0000486	NB627_RS02470	MHL_RS02370
OG0000488	NB627_RS02185	MHL_RS02115
OG0000491	NB627_RS01470	MHL_RS01430
OG0000492	NB627_RS01555	MHL_RS01505
OG0000494	NB627_RS00750	MHL_RS00730
OG0000496	NB627_RS03015	MHL_RS04090
OG0000497	NB627_RS03010	MHL_RS02865
OG0000498	NB627_RS02925	MHL_RS02785
OG0000499	NB627_RS02890	MHL_RS02750
OG0000500	NB627_RS02070	MHL_RS02005
OG0000501	NB627_RS03260	MHL_RS03075
OG0000504	NB627_RS01015	MHL_RS00980
OG0000505	NB627_RS01050	MHL_RS01015
OG0000506	NB627_RS01060	MHL_RS01025
OG0000507	NB627_RS01095	MHL_RS01060
OG0000508	NB627_RS00250	MHL_RS00255
OG0000509	NB627_RS00285	MHL_RS00290
OG0000510	NB627_RS00300	MHL_RS00300
OG0000511	NB627_RS00540	MHL_RS00435
OG0000512	NB627_RS02740	MHL_RS02610
OG0000513	NB627_RS03630	MHL_RS03425
OG0000514	NB627_RS03050	MHL_RS02905
OG0000517	NB627_RS00065	MHL_RS00070
OG0000518	NB627_RS03300	MHL_RS03115
OG0000520	NB627_RS01035	MHL_RS00995
OG0000521	NB627_RS00265	MHL_RS00270
OG0000523	NB627_RS03560	MHL_RS03365
OG0000524	NB627_RS02860	MHL_RS02725
OG0000525	NB627_RS03525	MHL_RS03330
OG0000526	NB627_RS01970, NB627_RS01965	MHL_RS04020
OG0000527	NB627_RS01910	MHL_RS01840
OG0000531	NB627_RS01530	MHL_RS01480
OG0000532	NB627_RS01755	MHL_RS01715
OG0000533	NB627_RS00710	MHL_RS03940
OG0000538	NB627_RS01240	MHL_RS01205
OG0000540	NB627_RS02830	MHL_RS02695
OG0000543	NB627_RS00515	MHL_RS01650
OG0000544	NB627_RS01370	MHL_RS01335
OG0000545	NB627_RS01955	MHL_RS01905
OG0000546	NB627_RS02975	MHL_RS02835
OG0000551	NB627_RS03170	MHL_RS03030
OG0000552	NB627_RS03340	MHL_RS03150
OG0000553	NB627_RS02875	MHL_RS02740
OG0000554	NB627_RS02565	MHL_RS04060, MHL_RS02455
OG0000557	NB627_RS01385	MHL_RS01345
OG0000558	NB627_RS01345	MHL_RS01315
OG0000559	NB627_RS01830	MHL_RS01775
OG0000560	NB627_RS01940	MHL_RS01890
OG0000561	NB627_RS01225	MHL_RS01190
OG0000562	NB627_RS01945	MHL_RS01895
OG0000563	NB627_RS01935	MHL_RS01880
OG0000564	NB627_RS01410	MHL_RS01370
OG0000565	NB627_RS02010	MHL_RS01945
OG0000566	NB627_RS01990	MHL_RS01935
OG0000567	NB627_RS01960	MHL_RS01910
OG0000568	NB627_RS00795	MHL_RS00775
OG0000569	NB627_RS01350	MHL_RS01320
OG0000570	NB627_RS01355	MHL_RS01325
OG0000571	NB627_RS01360	MHL_RS01330
OG0000572	NB627_RS01390	MHL_RS01350
OG0000573	NB627_RS01825	MHL_RS01770
OG0000574	NB627_RS01430	MHL_RS01390
OG0000576	NB627_RS01780	MHL_RS03700
OG0000577	NB627_RS02850	MHL_RS02715
OG0000578	NB627_RS02870	MHL_RS02735
OG0000579	NB627_RS01920	MHL_RS01850
OG0000580	NB627_RS02980	MHL_RS02840
OG0000581	NB627_RS01915	MHL_RS01845
OG0000582	NB627_RS01380	MHL_RS03975
