gene_callers_id	source	accession	function	e_value
146	NCBI_PGAP	WP_002557622.1	deoxyribose-phosphate aldolase (deoC)	0
147	NCBI_PGAP	WP_002557623.1	uracil phosphoribosyltransferase (upp)	0
148	NCBI_PGAP	WP_160609267.1	MPN527 family putative ECF transporter permease subunit	0
149	NCBI_PGAP	WP_160609268.1	endopeptidase La (lon)	0
150	NCBI_PGAP	WP_002557626.1	elongation factor Tu (tuf)	0
151	NCBI_PGAP	WP_160609269.1	SGNH/GDSL hydrolase family protein	0
153	NCBI_PGAP	WP_160609272.1	oligoendopeptidase F (pepF)	0
158	NCBI_PGAP	WP_160609274.1	ROK family protein	0
160	NCBI_PGAP	WP_160609276.1	sugar ABC transporter permease	0
161	NCBI_PGAP	WP_160603060.1	sugar ABC transporter ATP-binding protein	0
162	NCBI_PGAP	WP_160609277.1	sugar-binding protein	0
163	NCBI_PGAP	WP_002557639.1	phosphotransacetylase	0
164	NCBI_PGAP	WP_002557640.1	acetate/propionate family kinase	0
165	NCBI_PGAP	WP_160609278.1	dihydrolipoyl dehydrogenase (lpdA)	0
166	NCBI_PGAP	WP_160609279.1	2-oxo acid dehydrogenase subunit E2	0
167	NCBI_PGAP	WP_308704725.1	putative immunoglobulin-blocking virulence protein	0
169	NCBI_PGAP	WP_160609280.1	OppA family ABC transporter substrate-binding lipoprotein	0
170	NCBI_PGAP	WP_160583648.1	ABC transporter permease	0
171	NCBI_PGAP	WP_160609306.1	ABC transporter permease	0
172	NCBI_PGAP	WP_002557649.1	ABC transporter ATP-binding protein	0
173	NCBI_PGAP	WP_160609281.1	ATP-binding cassette domain-containing protein	0
175	NCBI_PGAP	WP_160609283.1	MGA_1079 family surface serine endopeptidase	0
176	NCBI_PGAP	WP_220189982.1	P110/LppT family adhesin N-terminal domain	0
177	NCBI_PGAP	WP_220189983.1	P97 family adhesin	0
178	NCBI_PGAP	WP_160609284.1	type I phosphomannose isomerase catalytic subunit	0
179	NCBI_PGAP	WP_002558003.1	phosphoglycerate kinase	0
180	NCBI_PGAP	WP_002558005.1	diadenylate cyclase	0
181	NCBI_PGAP	WP_002558006.1	magnesium transporter (mgtE)	0
183	NCBI_PGAP	WP_039387750.1	Cof-type HAD-IIB family hydrolase	0
184	NCBI_PGAP	WP_160609287.1	MSC_0624 family F1-like ATPase-associated membrane protein	0
185	NCBI_PGAP	WP_160580958.1	DUF2714 domain-containing protein	0
186	NCBI_PGAP	WP_196792423.1	MSC_0622 family F1-like ATPase gamma subunit	0
187	NCBI_PGAP	WP_039387539.1	MSC_0621 family F1-like ATPase epsilon subunit	0
188	NCBI_PGAP	WP_160609288.1	MSC_0620 family F1-like ATPase-associated subunit	0
189	NCBI_PGAP	WP_160609289.1	MSC_0619 family F1-like ATPase alpha subunit	0
190	NCBI_PGAP	WP_002558014.1	MSC_0618 family F1-like ATPase beta subunit	0
191	NCBI_PGAP	WP_002558016.1	Cof-type HAD-IIB family hydrolase	0
192	NCBI_PGAP	WP_160583624.1	nicotinate-nucleotide adenylyltransferase	0
193	NCBI_PGAP	WP_160580964.1	5'-methylthioadenosine nucleosidase	0
194	NCBI_PGAP	WP_160580966.1	YebC/PmpR family DNA-binding transcriptional regulator	0
195	NCBI_PGAP	WP_160609290.1	NAD(+) synthase (nadE)	0
196	NCBI_PGAP	WP_002557985.1	phosphoenolpyruvate--protein phosphotransferase (ptsP)	0
197	NCBI_PGAP	WP_160609291.1	lactate dehydrogenase	0
198	NCBI_PGAP	WP_258556596.1	ABC transporter permease	0
199	NCBI_PGAP	WP_002557982.1	ABC transporter ATP-binding protein	0
200	NCBI_PGAP	WP_160609292.1	aromatic motif membrane protein	0
201	NCBI_PGAP	WP_002557980.1	aromatic motif membrane protein	0
203	NCBI_PGAP	WP_160609294.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB (trmB)	0
204	NCBI_PGAP	WP_002557977.1	M17 family metallopeptidase	0
205	NCBI_PGAP	WP_258556754.1	Mhp366/Mhp367 family surface (lipo)protein	0
206	NCBI_PGAP	WP_160609296.1	trypsin-like peptidase domain-containing protein	0
207	NCBI_PGAP	WP_220189984.1	LppA-related lipoprotein	0
208	NCBI_PGAP	WP_160580983.1	ribosome biogenesis GTP-binding protein YihA/YsxC (yihA)	0
211	NCBI_PGAP	WP_160609299.1	50S ribosomal protein L1 (rplA)	0
212	NCBI_PGAP	WP_039387548.1	50S ribosomal protein L11 (rplK)	0
213	NCBI_PGAP	WP_160609300.1	RluA family pseudouridine synthase	0
214	NCBI_PGAP	WP_160609301.1	Dps family protein	0
215	NCBI_PGAP	WP_002557667.1	50S ribosomal protein L31 (rpmE)	0
216	NCBI_PGAP	WP_002557668.1	FMN-dependent NADH-azoreductase	0
217	NCBI_PGAP	WP_160593407.1	FMN-dependent NADH-azoreductase	0
218	NCBI_PGAP	WP_308704749.1	aminoacyl--tRNA ligase-related protein	0
219	NCBI_PGAP	WP_308704750.1	site-specific DNA-methyltransferase	0
221	NCBI_PGAP	WP_160609309.1	Hsp33 family molecular chaperone HslO	0
222	NCBI_PGAP	WP_002557794.1	trigger factor (tig)	0
224	NCBI_PGAP	WP_002557796.1	ribulose-phosphate 3-epimerase	0
225	NCBI_PGAP	WP_160581357.1	ribosome small subunit-dependent GTPase A (rsgA)	0
226	NCBI_PGAP	WP_002557798.1	guanylate kinase (gmk)	0
227	NCBI_PGAP	WP_160609310.1	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD (rsmD)	0
228	NCBI_PGAP	WP_160609311.1	DNA repair protein RecO (recO)	0
229	NCBI_PGAP	WP_160609312.1	GTPase Era (era)	0
230	NCBI_PGAP	WP_002557802.1	cytidine deaminase (cdd)	0
231	NCBI_PGAP	WP_002557803.1	rRNA maturation RNase YbeY (ybeY)	0
232	NCBI_PGAP	WP_039387644.1	MAG1140 family protein	0
233	NCBI_PGAP	WP_160609339.1	Mbov_0121 family peptidase domain-containing ABC transporter	0
234	NCBI_PGAP	WP_002557806.1	phosphopentomutase	0
235	NCBI_PGAP	WP_308704727.1	transcription antitermination protein NusB	0
237	NCBI_PGAP	WP_002557809.1	TlyA family RNA methyltransferase	0
238	NCBI_PGAP	WP_160581348.1	aminotransferase class V-fold PLP-dependent enzyme	0
239	NCBI_PGAP	WP_039387651.1	iron-sulfur cluster assembly scaffold protein	0
240	NCBI_PGAP	WP_160581347.1	pseudouridine synthase	0
241	NCBI_PGAP	WP_160581345.1	50S ribosomal protein L17 (rplQ)	0
242	NCBI_PGAP	WP_002557813.1	DNA-directed RNA polymerase subunit alpha	0
243	NCBI_PGAP	WP_002557814.1	30S ribosomal protein S11 (rpsK)	0
244	NCBI_PGAP	WP_002557815.1	30S ribosomal protein S13 (rpsM)	0
245	NCBI_PGAP	WP_002557816.1	50S ribosomal protein L36 (rpmJ)	0
246	NCBI_PGAP	WP_002557817.1	translation initiation factor IF-1 (infA)	0
247	NCBI_PGAP	WP_160609313.1	type I methionyl aminopeptidase (map)	0
248	NCBI_PGAP	WP_160581343.1	adenylate kinase family protein	0
249	NCBI_PGAP	WP_160609314.1	preprotein translocase subunit SecY (secY)	0
250	NCBI_PGAP	WP_002557821.1	50S ribosomal protein L15 (rplO)	0
251	NCBI_PGAP	WP_160609315.1	30S ribosomal protein S5 (rpsE)	0
252	NCBI_PGAP	WP_160603160.1	50S ribosomal protein L18 (rplR)	0
253	NCBI_PGAP	WP_002557824.1	50S ribosomal protein L6 (rplF)	0
254	NCBI_PGAP	WP_002557825.1	30S ribosomal protein S8 (rpsH)	0
255	NCBI_PGAP	WP_002557826.1	type Z 30S ribosomal protein S14	0
256	NCBI_PGAP	WP_002557827.1	50S ribosomal protein L5 (rplE)	0
257	NCBI_PGAP	WP_160581337.1	50S ribosomal protein L24 (rplX)	0
258	NCBI_PGAP	WP_002557829.1	50S ribosomal protein L14 (rplN)	0
259	NCBI_PGAP	WP_051054304.1	30S ribosomal protein S17 (rpsQ)	0
260	NCBI_PGAP	WP_002557831.1	50S ribosomal protein L29 (rpmC)	0
261	NCBI_PGAP	WP_002557832.1	50S ribosomal protein L16 (rplP)	0
262	NCBI_PGAP	WP_002557833.1	30S ribosomal protein S3 (rpsC)	0
263	NCBI_PGAP	WP_160609316.1	50S ribosomal protein L22 (rplV)	0
264	NCBI_PGAP	WP_002557835.1	30S ribosomal protein S19 (rpsS)	0
265	NCBI_PGAP	WP_002557836.1	50S ribosomal protein L2 (rplB)	0
266	NCBI_PGAP	WP_160609317.1	50S ribosomal protein L23 (rplW)	0
267	NCBI_PGAP	WP_160581334.1	50S ribosomal protein L4 (rplD)	0
268	NCBI_PGAP	WP_002557839.1	50S ribosomal protein L3 (rplC)	0
269	NCBI_PGAP	WP_002557840.1	30S ribosomal protein S10 (rpsJ)	0
271	NCBI_PGAP	WP_160581330.1	16S rRNA (uracil(1498)-N(3))-methyltransferase	0
272	NCBI_PGAP	WP_160609318.1	alanine--tRNA ligase (alaS)	0
273	NCBI_PGAP	WP_039387658.1	Holliday junction resolvase RuvX (ruvX)	0
274	NCBI_PGAP	WP_002557845.1	aminoacyl-tRNA hydrolase (pth)	0
275	NCBI_PGAP	WP_160583871.1	tRNA lysidine(34) synthetase TilS (tilS)	0
276	NCBI_PGAP	WP_160609319.1	ATP-dependent zinc metalloprotease FtsH (ftsH)	0
277	NCBI_PGAP	WP_160609320.1	lysine--tRNA ligase (lysS)	0
278	NCBI_PGAP	WP_160603168.1	HAD family hydrolase	0
279	NCBI_PGAP	WP_002557850.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE (mnmE)	0
280	NCBI_PGAP	WP_160581215.1	ABC-F family ATP-binding cassette domain-containing protein	0
281	NCBI_PGAP	WP_160583877.1	PTS fructose transporter subunit IIABC	0
285	NCBI_PGAP	WP_002557856.1	ABC transporter permease	0
286	NCBI_PGAP	WP_002557857.1	ABC transporter permease	0
287	NCBI_PGAP	WP_039387661.1	ABC transporter ATP-binding protein	0
288	NCBI_PGAP	WP_160609321.1	ABC transporter ATP-binding protein	0
289	NCBI_PGAP	WP_160609322.1	PDxFFG protein	0
291	NCBI_PGAP	WP_002557863.1	PTS sugar transporter subunit IIA	0
292	NCBI_PGAP	WP_002557864.1	mannitol-1-phosphate 5-dehydrogenase	0
293	NCBI_PGAP	WP_160593441.1	PTS mannitol transporter subunit IICB	0
294	NCBI_PGAP	WP_002557866.1	MurR/RpiR family transcriptional regulator	0
295	NCBI_PGAP	WP_002557867.1	PTS ascorbate transporter subunit IIC	0
296	NCBI_PGAP	WP_002557868.1	PTS sugar transporter subunit IIB	0
297	NCBI_PGAP	WP_039387665.1	PTS sugar transporter subunit IIA	0
301	NCBI_PGAP	WP_160583926.1	ribulose phosphate epimerase	0
304	NCBI_PGAP	WP_002557698.1	S1C family serine protease	0
305	NCBI_PGAP	WP_308704732.1	dihydrolipoyl dehydrogenase	0
306	NCBI_PGAP	WP_258556765.1	FAD-dependent oxidoreductase	0
307	NCBI_PGAP	WP_160609325.1	amidohydrolase family protein	0
308	NCBI_PGAP	WP_160609326.1	class II fructose-bisphosphate aldolase	0
309	NCBI_PGAP	WP_160583899.1	PTS transporter subunit EIIC	0
310	NCBI_PGAP	WP_160581256.1	glucosamine-6-phosphate deaminase	0
311	NCBI_PGAP	WP_002557707.1	30S ribosomal protein S4 (rpsD)	0
312	NCBI_PGAP	WP_002557708.1	RpiB/LacA/LacB family sugar-phosphate isomerase	0
313	NCBI_PGAP	WP_002557709.1	DNA-formamidopyrimidine glycosylase (mutM)	0
315	NCBI_PGAP	WP_160609327.1	endonuclease/exonuclease/phosphatase family protein	0
316	NCBI_PGAP	WP_160609328.1	5'-3' exonuclease	0
317	NCBI_PGAP	WP_160609329.1	DNA polymerase III subunit alpha	0
318	NCBI_PGAP	WP_039387681.1	ribosome-binding factor A	0
319	NCBI_PGAP	WP_160581263.1	translation initiation factor IF-2 (infB)	0
320	NCBI_PGAP	WP_039387683.1	YlxR family protein	0
321	NCBI_PGAP	WP_002557715.1	transcription termination/antitermination protein NusA (nusA)	0
323	NCBI_PGAP	WP_160609330.1	pullulanase	0
324	NCBI_PGAP	WP_160609331.1	threonine--tRNA ligase (thrS)	0
325	NCBI_PGAP	WP_160609332.1	tryptophan--tRNA ligase (trpS)	0
326	NCBI_PGAP	WP_002557721.1	PTS transporter subunit EIIB	0
327	NCBI_PGAP	WP_039387689.1	DEAD/DEAH box helicase	0
328	NCBI_PGAP	WP_160609333.1	ribonuclease HIII	0
329	NCBI_PGAP	WP_002557725.1	YneF family protein	0
330	NCBI_PGAP	WP_160609334.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (gpmI)	0
332	NCBI_PGAP	WP_160609335.1	DNA-binding protein WhiA (whiA)	0
333	NCBI_PGAP	WP_160581276.1	MAG0110 family membrane protein	0
334	NCBI_PGAP	WP_160603214.1	inorganic diphosphatase	0
335	NCBI_PGAP	WP_160609336.1	BMP family ABC transporter substrate-binding protein	0
336	NCBI_PGAP	WP_002557731.1	ABC transporter ATP-binding protein	0
337	NCBI_PGAP	WP_160581280.1	ABC transporter permease	0
338	NCBI_PGAP	WP_002557733.1	ABC transporter permease	0
339	NCBI_PGAP	WP_002557734.1	thymidine kinase	0
340	NCBI_PGAP	WP_002557735.1	HPr family phosphocarrier protein	0
341	NCBI_PGAP	WP_160609337.1	PTS transporter subunit IIABC	0
342	NCBI_PGAP	WP_160609338.1	Ig-specific serine endopeptidase MIP (mip)	0
343	NCBI_PGAP	WP_258556766.1	putative immunoglobulin-blocking virulence protein	0
344	NCBI_PGAP	WP_002557569.1	MurR/RpiR family transcriptional regulator	0
345	NCBI_PGAP	WP_039387619.1	FAD synthase	0
346	NCBI_PGAP	WP_160609342.1	YcsE-related riboflavin metabolism phosphatase	0
347	NCBI_PGAP	WP_002557566.1	tRNA pseudouridine(55) synthase TruB (truB)	0
348	NCBI_PGAP	WP_160593526.1	50S ribosomal protein L32 (rpmF)	0
349	NCBI_PGAP	WP_160609343.1	phenylalanine--tRNA ligase subunit beta	0
351	NCBI_PGAP	WP_160603202.1	P97 family adhesin	0
352	NCBI_PGAP	WP_160609345.1	P110/LppT family adhesin N-terminal domain	0
353	NCBI_PGAP	WP_334296055.1	thermonuclease family protein	0
354	NCBI_PGAP	WP_160583976.1	SsrA-binding protein SmpB (smpB)	0
355	NCBI_PGAP	WP_160609346.1	cation-translocating P-type ATPase	0
356	NCBI_PGAP	WP_160605532.1	nucleotidyltransferase	0
357	NCBI_PGAP	WP_160603196.1	NAD-dependent DNA ligase LigA (ligA)	0
358	NCBI_PGAP	WP_160581203.1	energy-coupling factor transporter transmembrane component T family protein	0
359	NCBI_PGAP	WP_002557554.1	ATP-binding cassette domain-containing protein	0
360	NCBI_PGAP	WP_160581199.1	energy-coupling factor transporter ATPase	0
361	NCBI_PGAP	WP_002557552.1	hypoxanthine phosphoribosyltransferase (hpt)	0
362	NCBI_PGAP	WP_002557551.1	16S rRNA (cytidine(1402)-2'-O)-methyltransferase (rsmI)	0
363	NCBI_PGAP	WP_002557550.1	DNA polymerase III delta subunit	0
364	NCBI_PGAP	WP_002557549.1	dTMP kinase (tmk)	0
365	NCBI_PGAP	WP_160609347.1	recombination protein RecR	0
366	NCBI_PGAP	WP_039387613.1	YbaB/EbfC family nucleoid-associated protein	0
367	NCBI_PGAP	WP_002557547.1	DNA polymerase III subunit gamma/tau (dnaX)	0
369	NCBI_PGAP	WP_160581190.1	lipoate--protein ligase	0
370	NCBI_PGAP	WP_160609348.1	alpha/beta fold hydrolase	0
371	NCBI_PGAP	WP_160609349.1	DJ-1/PfpI family protein	0
372	NCBI_PGAP	WP_002557542.1	serine--tRNA ligase (serS)	0
373	NCBI_PGAP	WP_160581187.1	phosphopyruvate hydratase (eno)	0
374	NCBI_PGAP	WP_002557540.1	DNA-processing protein DprA	0
375	NCBI_PGAP	WP_039387610.1	Mbov_0395 family pilin-like conjugal transfer protein	0
376	NCBI_PGAP	WP_258556770.1	Mbov_0396 family ICE element transmembrane protein	0
377	NCBI_PGAP	WP_002557538.1	Mbov_0397 family ICE element conjugal transfer ATPase	0
378	NCBI_PGAP	WP_160581180.1	Mbov_0399 family ICE element protein	0
379	NCBI_PGAP	WP_039387777.1	30S ribosomal protein S20 (rpsT)	0
380	NCBI_PGAP	WP_160609350.1	aspartate--tRNA ligase (aspS)	0
381	NCBI_PGAP	WP_160609351.1	histidine--tRNA ligase (hisS)	0
382	NCBI_PGAP	WP_160609352.1	protein translocase subunit SecDF (secDF)	0
383	NCBI_PGAP	WP_160609353.1	elongation factor P (efp)	0
384	NCBI_PGAP	WP_160605518.1	transketolase	0
385	NCBI_PGAP	WP_258556771.1	MAGa3780 family membrane protein	0
386	NCBI_PGAP	WP_002557529.1	tRNA 2-thiouridine(34) synthase MnmA (mnmA)	0
387	NCBI_PGAP	WP_160609354.1	YbhB/YbcL family Raf kinase inhibitor-like protein	0
389	NCBI_PGAP	WP_002557526.1	MPN499 family protein	0
390	NCBI_PGAP	WP_002557525.1	HAD family hydrolase	0
391	NCBI_PGAP	WP_160609356.1	L-ribulose-5-phosphate 4-epimerase	0
392	NCBI_PGAP	WP_002557523.1	L-ribulose-5-phosphate 3-epimerase	0
393	NCBI_PGAP	WP_160581160.1	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	0
394	NCBI_PGAP	WP_002557520.1	Mhp366/Mhp367 family surface (lipo)protein	0
396	NCBI_PGAP	WP_002557518.1	ribonuclease III (rnc)	0
397	NCBI_PGAP	WP_160583941.1	ECF transporter S component	0
398	NCBI_PGAP	WP_160609357.1	methionine--tRNA ligase (metG)	0
399	NCBI_PGAP	WP_160583937.1	tRNA1(Val) (adenine(37)-N6)-methyltransferase	0
400	NCBI_PGAP	WP_002557514.1	nicotinate phosphoribosyltransferase	0
401	NCBI_PGAP	WP_039387606.1	cell division protein FtsZ	0
402	NCBI_PGAP	WP_002557511.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH (rsmH)	0
403	NCBI_PGAP	WP_002557510.1	division/cell wall cluster transcriptional repressor MraZ	0
406	NCBI_PGAP	WP_160609360.1	DEAD/DEAH box helicase family protein	0
407	NCBI_PGAP	WP_160583979.1	MAGa7180 family putative nuclease	0
408	NCBI_PGAP	WP_002557791.1	chromate transporter	0
409	NCBI_PGAP	WP_002557790.1	chromate transporter	0
410	NCBI_PGAP	WP_308704659.1	RNA methyltransferase	0
