gene_callers_id	source	accession	function	e_value
83	NCBI_PGAP	WP_002557901.1	F0F1 ATP synthase subunit delta	0
84	NCBI_PGAP	WP_160583729.1	F0F1 ATP synthase subunit alpha (atpA)	0
85	NCBI_PGAP	WP_160583727.1	FoF1 ATP synthase subunit gamma	0
86	NCBI_PGAP	WP_160583725.1	F0F1 ATP synthase subunit beta (atpD)	0
88	NCBI_PGAP	WP_002557905.1	Holliday junction resolvase RecU (recU)	0
89	NCBI_PGAP	WP_220190183.1	30S ribosomal protein S2 (rpsB)	0
90	NCBI_PGAP	WP_160581042.1	translation elongation factor Ts (tsf)	0
91	NCBI_PGAP	WP_002557908.1	signal recognition particle protein (ffh)	0
92	NCBI_PGAP	WP_002557909.1	glycine--tRNA ligase	0
93	NCBI_PGAP	WP_255454451.1	DNA primase (dnaG)	0
94	NCBI_PGAP	WP_160583721.1	RNA polymerase sigma factor	0
95	NCBI_PGAP	WP_002557912.1	Nif3-like dinuclear metal center hexameric protein	0
96	NCBI_PGAP	WP_002557913.1	deoxyribonuclease IV	0
97	NCBI_PGAP	WP_002557914.1	tyrosine--tRNA ligase (tyrS)	0
98	NCBI_PGAP	WP_160603029.1	DUF4011 domain-containing protein	0
99	NCBI_PGAP	WP_308705383.1	SGNH/GDSL hydrolase family protein	0
100	NCBI_PGAP	WP_160603033.1	GIY-YIG nuclease family protein	0
102	NCBI_PGAP	WP_160581026.1	molecular chaperone DnaK (dnaK)	0
103	NCBI_PGAP	WP_002557921.1	DnaJ C-terminal domain-containing protein	0
104	NCBI_PGAP	WP_002557922.1	(d)CMP kinase (cmk)	0
105	NCBI_PGAP	WP_160581019.1	ribosome biogenesis GTPase Der (der)	0
106	NCBI_PGAP	WP_039387496.1	HU family DNA-binding protein	0
108	NCBI_PGAP	WP_002557926.1	translation elongation factor 4 (lepA)	0
109	NCBI_PGAP	WP_160583707.1	MSC_0882 family membrane protein	0
110	NCBI_PGAP	WP_002557928.1	elongation factor G (fusA)	0
111	NCBI_PGAP	WP_039387498.1	30S ribosomal protein S7 (rpsG)	0
112	NCBI_PGAP	WP_002557930.1	30S ribosomal protein S12 (rpsL)	0
113	NCBI_PGAP	WP_039387501.1	DUF4231 domain-containing protein	0
114	NCBI_PGAP	WP_039387504.1	DUF4231 domain-containing protein	0
116	NCBI_PGAP	WP_160581013.1	APC family permease	0
117	NCBI_PGAP	WP_002557934.1	FAD-dependent oxidoreductase	0
118	NCBI_PGAP	WP_002557935.1	thymidine phosphorylase	0
119	NCBI_PGAP	WP_160583703.1	purine-nucleoside phosphorylase	0
120	NCBI_PGAP	WP_160603036.1	preprotein translocase subunit SecA (secA)	0
122	NCBI_PGAP	WP_220190182.1	ribosome biogenesis GTPase YlqF (ylqF)	0
124	NCBI_PGAP	WP_160580848.1	excinuclease ABC subunit UvrA (uvrA)	0
125	NCBI_PGAP	WP_160580850.1	ribonuclease J	0
127	NCBI_PGAP	WP_160603038.1	DUF2130 domain-containing protein	0
128	NCBI_PGAP	WP_002557576.1	dUTP diphosphatase	0
129	NCBI_PGAP	WP_002557577.1	peroxiredoxin	0
130	NCBI_PGAP	WP_002557578.1	prolipoprotein diacylglyceryl transferase	0
131	NCBI_PGAP	WP_039387509.1	NAD(P)/FAD-dependent oxidoreductase	0
132	NCBI_PGAP	WP_160603040.1	P97 family adhesin	0
133	NCBI_PGAP	WP_160583690.1	P110/LppT family adhesin N-terminal domain	0
134	NCBI_PGAP	WP_051054279.1	ATP-dependent Clp protease ATP-binding subunit	0
135	NCBI_PGAP	WP_160580862.1	triose-phosphate isomerase (tpiA)	0
136	NCBI_PGAP	WP_160583687.1	30S ribosomal protein S15 (rpsO)	0
137	NCBI_PGAP	WP_039387510.1	DUF3899 domain-containing protein	0
138	NCBI_PGAP	WP_220190805.1	P110/LppT family adhesin N-terminal domain	0
139	NCBI_PGAP	WP_160603042.1	P97 family adhesin	0
140	NCBI_PGAP	WP_002557589.1	DNA gyrase subunit B	0
142	NCBI_PGAP	WP_160580868.1	6-phosphofructokinase (pfkA)	0
144	NCBI_PGAP	WP_160583682.1	APC family permease	0
145	NCBI_PGAP	WP_002557593.1	adenine phosphoribosyltransferase	0
146	NCBI_PGAP	WP_160583681.1	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha (pdhA)	0
147	NCBI_PGAP	WP_160583679.1	alpha-ketoacid dehydrogenase subunit beta	0
151	NCBI_PGAP	WP_002557602.1	potassium transporter TrkG	0
152	NCBI_PGAP	WP_002557603.1	TrkA family potassium uptake protein	0
154	NCBI_PGAP	WP_002557605.1	putative cysteine peptidase	0
155	NCBI_PGAP	WP_160580878.1	ABC transporter ATP-binding protein	0
156	NCBI_PGAP	WP_160603049.1	ABC transporter permease	0
157	NCBI_PGAP	WP_160583674.1	ABC transporter permease	0
159	NCBI_PGAP	WP_160583673.1	leucine-rich repeat domain-containing protein	0
160	NCBI_PGAP	WP_160583671.1	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	0
162	NCBI_PGAP	WP_002557613.1	UMP kinase (pyrH)	0
163	NCBI_PGAP	WP_002557614.1	ribosome-recycling factor	0
164	NCBI_PGAP	WP_160583670.1	phosphatidate cytidylyltransferase	0
165	NCBI_PGAP	WP_160603051.1	PolC-type DNA polymerase III	0
166	NCBI_PGAP	WP_160603053.1	glucose-6-phosphate isomerase	0
168	NCBI_PGAP	WP_002557620.1	peptide-methionine (R)-S-oxide reductase MsrB (msrB)	0
169	NCBI_PGAP	WP_160580902.1	DNA gyrase subunit A (gyrA)	0
170	NCBI_PGAP	WP_002557622.1	deoxyribose-phosphate aldolase (deoC)	0
171	NCBI_PGAP	WP_002557623.1	uracil phosphoribosyltransferase (upp)	0
172	NCBI_PGAP	WP_160593374.1	MPN527 family putative ECF transporter permease subunit	0
173	NCBI_PGAP	WP_002557625.1	endopeptidase La (lon)	0
174	NCBI_PGAP	WP_002557626.1	elongation factor Tu (tuf)	0
175	NCBI_PGAP	WP_160603057.1	SGNH/GDSL hydrolase family protein	0
179	NCBI_PGAP	WP_160583660.1	oligoendopeptidase F (pepF)	0
185	NCBI_PGAP	WP_160580918.1	ROK family protein	0
187	NCBI_PGAP	WP_160580922.1	sugar ABC transporter permease	0
188	NCBI_PGAP	WP_160603060.1	sugar ABC transporter ATP-binding protein	0
189	NCBI_PGAP	WP_160580926.1	sugar-binding protein	0
190	NCBI_PGAP	WP_002557639.1	phosphotransacetylase	0
191	NCBI_PGAP	WP_002557640.1	acetate/propionate family kinase	0
192	NCBI_PGAP	WP_160603062.1	dihydrolipoyl dehydrogenase (lpdA)	0
193	NCBI_PGAP	WP_002557642.1	2-oxo acid dehydrogenase subunit E2	0
194	NCBI_PGAP	WP_308705384.1	putative immunoglobulin-blocking virulence protein	0
195	NCBI_PGAP	WP_160603067.1	OppA family ABC transporter substrate-binding lipoprotein	0
196	NCBI_PGAP	WP_160580941.1	ABC transporter permease	0
197	NCBI_PGAP	WP_002557648.1	ABC transporter permease	0
198	NCBI_PGAP	WP_002557649.1	ABC transporter ATP-binding protein	0
199	NCBI_PGAP	WP_160603069.1	ATP-binding cassette domain-containing protein	0
201	NCBI_PGAP	WP_160603073.1	MGA_1079 family surface serine endopeptidase	0
202	NCBI_PGAP	WP_220190806.1	P110/LppT family adhesin N-terminal domain	0
203	NCBI_PGAP	WP_220190807.1	P97 family adhesin	0
204	NCBI_PGAP	WP_160603075.1	type I phosphomannose isomerase catalytic subunit	0
205	NCBI_PGAP	WP_160583635.1	PTS sugar transporter subunit IIA	0
206	NCBI_PGAP	WP_002558003.1	phosphoglycerate kinase	0
207	NCBI_PGAP	WP_002558005.1	DNA integrity scanning protein DisA nucleotide-binding domain protein	0
208	NCBI_PGAP	WP_002558006.1	magnesium transporter (mgtE)	0
210	NCBI_PGAP	WP_039387750.1	Cof-type HAD-IIB family hydrolase	0
211	NCBI_PGAP	WP_160603079.1	MSC_0624 family F1-like ATPase-associated membrane protein	0
212	NCBI_PGAP	WP_160580958.1	DUF2714 domain-containing protein	0
213	NCBI_PGAP	WP_196792423.1	MSC_0622 family F1-like ATPase gamma subunit	0
214	NCBI_PGAP	WP_160603081.1	MSC_0621 family F1-like ATPase epsilon subunit	0
215	NCBI_PGAP	WP_160603083.1	MSC_0620 family F1-like ATPase-associated subunit	0
216	NCBI_PGAP	WP_160603085.1	MSC_0619 family F1-like ATPase alpha subunit	0
217	NCBI_PGAP	WP_002558014.1	MSC_0618 family F1-like ATPase beta subunit	0
218	NCBI_PGAP	WP_160603087.1	Cof-type HAD-IIB family hydrolase	0
219	NCBI_PGAP	WP_160583624.1	nicotinate-nucleotide adenylyltransferase	0
220	NCBI_PGAP	WP_160603089.1	5'-methylthioadenosine nucleosidase	0
221	NCBI_PGAP	WP_160603091.1	YebC/PmpR family DNA-binding transcriptional regulator	0
222	NCBI_PGAP	WP_160603093.1	NAD(+) synthase (nadE)	0
223	NCBI_PGAP	WP_002557985.1	phosphoenolpyruvate--protein phosphotransferase (ptsP)	0
224	NCBI_PGAP	WP_160603095.1	lactate dehydrogenase	0
225	NCBI_PGAP	WP_255454460.1	ABC transporter permease	0
226	NCBI_PGAP	WP_002557982.1	ABC transporter ATP-binding protein	0
227	NCBI_PGAP	WP_160603097.1	aromatic motif membrane protein	0
228	NCBI_PGAP	WP_002557980.1	aromatic motif membrane protein	0
230	NCBI_PGAP	WP_002557978.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB (trmB)	0
231	NCBI_PGAP	WP_002557977.1	M17 family metallopeptidase	0
232	NCBI_PGAP	WP_258554024.1	Mhp366/Mhp367 family surface (lipo)protein	0
233	NCBI_PGAP	WP_160603103.1	trypsin-like peptidase domain-containing protein	0
234	NCBI_PGAP	WP_220190808.1	LppA-related lipoprotein	0
235	NCBI_PGAP	WP_160580983.1	ribosome biogenesis GTP-binding protein YihA/YsxC (yihA)	0
238	NCBI_PGAP	WP_002557663.1	50S ribosomal protein L1 (rplA)	0
239	NCBI_PGAP	WP_160603109.1	50S ribosomal protein L11 (rplK)	0
240	NCBI_PGAP	WP_160603111.1	RluA family pseudouridine synthase	0
241	NCBI_PGAP	WP_160603114.1	DNA starvation/stationary phase protection protein	0
242	NCBI_PGAP	WP_002557667.1	50S ribosomal protein L31 (rpmE)	0
243	NCBI_PGAP	WP_002557668.1	FMN-dependent NADH-azoreductase	0
244	NCBI_PGAP	WP_160603116.1	FMN-dependent NADH-azoreductase	0
245	NCBI_PGAP	WP_160603283.1	DNA methyltransferase	0
246	NCBI_PGAP	WP_308705401.1	site-specific DNA-methyltransferase	0
248	NCBI_PGAP	WP_220190820.1	ATP-binding cassette domain-containing protein	0
249	NCBI_PGAP	WP_160603126.1	ABC transporter ATP-binding protein	0
251	NCBI_PGAP	WP_160603130.1	P97 family adhesin	0
252	NCBI_PGAP	WP_160603132.1	P110/LppT family adhesin N-terminal domain	0
253	NCBI_PGAP	WP_160603134.1	LppA-related lipoprotein	0
254	NCBI_PGAP	WP_002557496.1	aminopeptidase P family protein	0
255	NCBI_PGAP	WP_002557497.1	50S ribosomal protein L33 (rpmG)	0
258	NCBI_PGAP	WP_160603136.1	ATP-binding cassette domain-containing protein	0
259	NCBI_PGAP	WP_160583783.1	ATP-binding cassette domain-containing protein	0
260	NCBI_PGAP	WP_157696714.1	type III restriction endonuclease subunit M	0
261	NCBI_PGAP	WP_308705385.1	site-specific DNA-methyltransferase	0
262	NCBI_PGAP	WP_160603138.1	DEAD/DEAH box helicase family protein	0
263	NCBI_PGAP	WP_160583788.1	AAA family ATPase	0
264	NCBI_PGAP	WP_220190821.1	SGNH/GDSL hydrolase family protein	0
265	NCBI_PGAP	WP_039387714.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG (rsmG)	0
266	NCBI_PGAP	WP_039387713.1	ribose-phosphate pyrophosphokinase	0
267	NCBI_PGAP	WP_160583792.1	TatD family hydrolase	0
268	NCBI_PGAP	WP_002557946.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA (rsmA)	0
269	NCBI_PGAP	WP_002557947.1	50S ribosomal protein L13 (rplM)	0
270	NCBI_PGAP	WP_002557948.1	30S ribosomal protein S9 (rpsI)	0
271	NCBI_PGAP	WP_155897264.1	L-threonylcarbamoyladenylate synthase	0
272	NCBI_PGAP	WP_160603142.1	excinuclease ABC subunit UvrB (uvrB)	0
273	NCBI_PGAP	WP_160583796.1	leucine--tRNA ligase (leuS)	0
274	NCBI_PGAP	WP_160581377.1	bifunctional oligoribonuclease/PAP phosphatase NrnA	0
275	NCBI_PGAP	WP_160593503.1	50S ribosomal protein L9 (rplI)	0
276	NCBI_PGAP	WP_160603144.1	replicative DNA helicase (dnaB)	0
277	NCBI_PGAP	WP_002557956.1	CNNM domain-containing protein	0
278	NCBI_PGAP	WP_002557957.1	YgjP-like metallopeptidase domain-containing protein	0
279	NCBI_PGAP	WP_160603146.1	class I tRNA ligase family protein	0
280	NCBI_PGAP	WP_002557959.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB (rlmB)	0
281	NCBI_PGAP	WP_002557960.1	sigma-70 family RNA polymerase sigma factor	0
282	NCBI_PGAP	WP_002557961.1	50S ribosomal protein L33 (rpmG)	0
283	NCBI_PGAP	WP_051054328.1	preprotein translocase subunit SecE (secE)	0
284	NCBI_PGAP	WP_039387704.1	transcription termination/antitermination protein NusG (nusG)	0
285	NCBI_PGAP	WP_160583804.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD (tsaD)	0
286	NCBI_PGAP	WP_160583806.1	lysylphosphatidylglycerol synthase transmembrane domain-containing protein	0
287	NCBI_PGAP	WP_002557965.1	SMC-Scp complex subunit ScpB (scpB)	0
288	NCBI_PGAP	WP_002557966.1	segregation/condensation protein A	0
289	NCBI_PGAP	WP_160583808.1	1-acyl-sn-glycerol-3-phosphate acyltransferase	0
290	NCBI_PGAP	WP_160583810.1	5'-nucleotidase C-terminal domain-containing protein	0
291	NCBI_PGAP	WP_160583812.1	MIP family Ig-specific serine endopeptidase	0
292	NCBI_PGAP	WP_160603148.1	ABC transporter ATP-binding protein	0
293	NCBI_PGAP	WP_160583816.1	ABC transporter ATP-binding protein	0
294	NCBI_PGAP	WP_220190186.1	class I SAM-dependent DNA methyltransferase	0
295	NCBI_PGAP	WP_308507118.1	ATP-binding cassette domain-containing protein	0
296	NCBI_PGAP	WP_160583818.1	DpnII family type II restriction endonuclease	0
297	NCBI_PGAP	WP_160603150.1	Ig-specific serine endopeptidase MIP (mip)	0
298	NCBI_PGAP	WP_160603152.1	putative immunoglobulin-blocking virulence protein	0
299	NCBI_PGAP	WP_160603158.1	Hsp33 family molecular chaperone HslO	0
300	NCBI_PGAP	WP_160593424.1	trigger factor (tig)	0
302	NCBI_PGAP	WP_002557796.1	ribulose-phosphate 3-epimerase	0
303	NCBI_PGAP	WP_160583849.1	ribosome small subunit-dependent GTPase A (rsgA)	0
304	NCBI_PGAP	WP_002557798.1	guanylate kinase (gmk)	0
305	NCBI_PGAP	WP_160583851.1	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD (rsmD)	0
306	NCBI_PGAP	WP_308507107.1	DNA repair protein RecO C-terminal domain-containing protein	0
307	NCBI_PGAP	WP_160583853.1	GTPase Era (era)	0
308	NCBI_PGAP	WP_002557802.1	cytidine deaminase (cdd)	0
309	NCBI_PGAP	WP_002557803.1	rRNA maturation RNase YbeY (ybeY)	0
310	NCBI_PGAP	WP_039387644.1	MAG1140 family protein	0
311	NCBI_PGAP	WP_039387645.1	Mbov_0121 family peptidase domain-containing ABC transporter	0
312	NCBI_PGAP	WP_002557806.1	phosphopentomutase	0
313	NCBI_PGAP	WP_308705386.1	transcription antitermination protein NusB	0
315	NCBI_PGAP	WP_160581350.1	TlyA family RNA methyltransferase	0
316	NCBI_PGAP	WP_160581348.1	aminotransferase class V-fold PLP-dependent enzyme	0
317	NCBI_PGAP	WP_039387651.1	iron-sulfur cluster assembly scaffold protein	0
318	NCBI_PGAP	WP_160581347.1	pseudouridine synthase	0
319	NCBI_PGAP	WP_160581345.1	50S ribosomal protein L17 (rplQ)	0
320	NCBI_PGAP	WP_002557813.1	DNA-directed RNA polymerase subunit alpha	0
321	NCBI_PGAP	WP_002557814.1	30S ribosomal protein S11 (rpsK)	0
322	NCBI_PGAP	WP_002557815.1	30S ribosomal protein S13 (rpsM)	0
323	NCBI_PGAP	WP_002557816.1	50S ribosomal protein L36 (rpmJ)	0
324	NCBI_PGAP	WP_002557817.1	translation initiation factor IF-1 (infA)	0
325	NCBI_PGAP	WP_002557818.1	type I methionyl aminopeptidase (map)	0
326	NCBI_PGAP	WP_160581343.1	nucleoside monophosphate kinase	0
327	NCBI_PGAP	WP_002557820.1	preprotein translocase subunit SecY (secY)	0
328	NCBI_PGAP	WP_002557821.1	50S ribosomal protein L15 (rplO)	0
329	NCBI_PGAP	WP_160581339.1	30S ribosomal protein S5 (rpsE)	0
330	NCBI_PGAP	WP_160603160.1	50S ribosomal protein L18 (rplR)	0
331	NCBI_PGAP	WP_002557824.1	50S ribosomal protein L6 (rplF)	0
332	NCBI_PGAP	WP_002557825.1	30S ribosomal protein S8 (rpsH)	0
333	NCBI_PGAP	WP_002557826.1	type Z 30S ribosomal protein S14	0
334	NCBI_PGAP	WP_002557827.1	50S ribosomal protein L5 (rplE)	0
335	NCBI_PGAP	WP_160581337.1	50S ribosomal protein L24 (rplX)	0
336	NCBI_PGAP	WP_002557829.1	50S ribosomal protein L14 (rplN)	0
337	NCBI_PGAP	WP_051054304.1	30S ribosomal protein S17 (rpsQ)	0
338	NCBI_PGAP	WP_002557831.1	50S ribosomal protein L29 (rpmC)	0
339	NCBI_PGAP	WP_002557832.1	50S ribosomal protein L16 (rplP)	0
340	NCBI_PGAP	WP_002557833.1	30S ribosomal protein S3 (rpsC)	0
341	NCBI_PGAP	WP_160603162.1	50S ribosomal protein L22 (rplV)	0
342	NCBI_PGAP	WP_002557835.1	30S ribosomal protein S19 (rpsS)	0
343	NCBI_PGAP	WP_002557836.1	50S ribosomal protein L2 (rplB)	0
344	NCBI_PGAP	WP_002557837.1	50S ribosomal protein L23 (rplW)	0
345	NCBI_PGAP	WP_160581334.1	50S ribosomal protein L4 (rplD)	0
346	NCBI_PGAP	WP_002557839.1	50S ribosomal protein L3 (rplC)	0
347	NCBI_PGAP	WP_002557840.1	30S ribosomal protein S10 (rpsJ)	0
349	NCBI_PGAP	WP_002557842.1	16S rRNA (uracil(1498)-N(3))-methyltransferase	0
350	NCBI_PGAP	WP_160603164.1	alanine--tRNA ligase (alaS)	0
351	NCBI_PGAP	WP_160603166.1	Holliday junction resolvase RuvX (ruvX)	0
352	NCBI_PGAP	WP_002557845.1	aminoacyl-tRNA hydrolase (pth)	0
353	NCBI_PGAP	WP_160583871.1	tRNA lysidine(34) synthetase TilS (tilS)	0
354	NCBI_PGAP	WP_002557847.1	ATP-dependent zinc metalloprotease FtsH (ftsH)	0
355	NCBI_PGAP	WP_002557848.1	lysine--tRNA ligase (lysS)	0
356	NCBI_PGAP	WP_160603168.1	HAD family hydrolase	0
357	NCBI_PGAP	WP_002557850.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE (mnmE)	0
358	NCBI_PGAP	WP_160581215.1	ABC-F family ATP-binding cassette domain-containing protein	0
359	NCBI_PGAP	WP_160603170.1	fructose-specific PTS transporter subunit EIIC	0
362	NCBI_PGAP	WP_160603172.1	ABC transporter permease	0
363	NCBI_PGAP	WP_002557857.1	ABC transporter permease	0
364	NCBI_PGAP	WP_039387661.1	ABC transporter ATP-binding protein	0
365	NCBI_PGAP	WP_160581219.1	ABC transporter ATP-binding protein	0
366	NCBI_PGAP	WP_160603174.1	PDxFFG protein	0
368	NCBI_PGAP	WP_002557863.1	PTS sugar transporter subunit IIA	0
369	NCBI_PGAP	WP_160603178.1	mannitol-1-phosphate 5-dehydrogenase	0
370	NCBI_PGAP	WP_160583891.1	PTS mannitol transporter subunit IICB	0
371	NCBI_PGAP	WP_002557866.1	MurR/RpiR family transcriptional regulator	0
372	NCBI_PGAP	WP_002557867.1	PTS ascorbate transporter subunit IIC	0
373	NCBI_PGAP	WP_002557868.1	PTS sugar transporter subunit IIB	0
374	NCBI_PGAP	WP_039387665.1	PTS sugar transporter subunit IIA	0
378	NCBI_PGAP	WP_308705387.1	ribulose phosphate epimerase	0
382	NCBI_PGAP	WP_002557510.1	division/cell wall cluster transcriptional repressor MraZ	0
383	NCBI_PGAP	WP_002557511.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH (rsmH)	0
384	NCBI_PGAP	WP_039387606.1	cell division protein FtsZ	0
385	NCBI_PGAP	WP_002557514.1	nicotinate phosphoribosyltransferase	0
386	NCBI_PGAP	WP_160583937.1	tRNA1(Val) (adenine(37)-N6)-methyltransferase	0
387	NCBI_PGAP	WP_160603190.1	methionine--tRNA ligase (metG)	0
388	NCBI_PGAP	WP_160583941.1	ECF transporter S component	0
389	NCBI_PGAP	WP_002557518.1	ribonuclease III (rnc)	0
391	NCBI_PGAP	WP_002557520.1	Mhp366/Mhp367 family surface (lipo)protein	0
392	NCBI_PGAP	WP_160581160.1	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	0
393	NCBI_PGAP	WP_002557523.1	L-ribulose-5-phosphate 3-epimerase	0
394	NCBI_PGAP	WP_160603192.1	L-ribulose-5-phosphate 4-epimerase	0
395	NCBI_PGAP	WP_160583949.1	HAD family hydrolase	0
396	NCBI_PGAP	WP_002557526.1	MPN499 family protein	0
398	NCBI_PGAP	WP_160593462.1	YbhB/YbcL family Raf kinase inhibitor-like protein	0
399	NCBI_PGAP	WP_160593464.1	tRNA 2-thiouridine(34) synthase MnmA (mnmA)	0
400	NCBI_PGAP	WP_002557530.1	MAGa3780 family membrane protein	0
