gene_callers_id	source	accession	function	e_value
59	NCBI_PGAP	WP_160580852.1	DUF2130 domain-containing protein	0
60	NCBI_PGAP	WP_002557576.1	dUTP diphosphatase	0
61	NCBI_PGAP	WP_002557577.1	peroxiredoxin	0
62	NCBI_PGAP	WP_160580854.1	prolipoprotein diacylglyceryl transferase	0
63	NCBI_PGAP	WP_160580856.1	NAD(P)/FAD-dependent oxidoreductase	0
64	NCBI_PGAP	WP_160580858.1	P97 family adhesin	0
65	NCBI_PGAP	WP_160580860.1	P110/LppT family adhesin N-terminal domain	0
66	NCBI_PGAP	WP_051054279.1	ATP-dependent Clp protease ATP-binding subunit	0
67	NCBI_PGAP	WP_160580862.1	triose-phosphate isomerase (tpiA)	0
68	NCBI_PGAP	WP_002557585.1	30S ribosomal protein S15 (rpsO)	0
69	NCBI_PGAP	WP_160580864.1	DUF3899 domain-containing protein	0
70	NCBI_PGAP	WP_220200543.1	P110/LppT family adhesin N-terminal domain	0
71	NCBI_PGAP	WP_160580866.1	P97 family adhesin	0
72	NCBI_PGAP	WP_002557589.1	DNA gyrase subunit B	0
74	NCBI_PGAP	WP_160580868.1	6-phosphofructokinase (pfkA)	0
76	NCBI_PGAP	WP_160580870.1	amino acid permease	0
77	NCBI_PGAP	WP_002557593.1	adenine phosphoribosyltransferase	0
78	NCBI_PGAP	WP_160580872.1	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha (pdhA)	0
79	NCBI_PGAP	WP_002557595.1	alpha-ketoacid dehydrogenase subunit beta	0
84	NCBI_PGAP	WP_002557602.1	potassium transporter TrkG	0
85	NCBI_PGAP	WP_002557603.1	potassium channel family protein	0
87	NCBI_PGAP	WP_002557605.1	putative cysteine peptidase	0
88	NCBI_PGAP	WP_160580878.1	ABC transporter ATP-binding protein	0
89	NCBI_PGAP	WP_160580880.1	ABC transporter permease	0
90	NCBI_PGAP	WP_160580882.1	ABC transporter permease	0
92	NCBI_PGAP	WP_160580886.1	leucine-rich repeat domain-containing protein	0
93	NCBI_PGAP	WP_160580888.1	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	0
95	NCBI_PGAP	WP_002557613.1	UMP kinase (pyrH)	0
96	NCBI_PGAP	WP_002557614.1	ribosome-recycling factor	0
97	NCBI_PGAP	WP_160580892.1	phosphatidate cytidylyltransferase	0
98	NCBI_PGAP	WP_160580894.1	PolC-type DNA polymerase III	0
99	NCBI_PGAP	WP_160580896.1	glucose-6-phosphate isomerase	0
101	NCBI_PGAP	WP_160580900.1	peptide-methionine (R)-S-oxide reductase MsrB (msrB)	0
102	NCBI_PGAP	WP_160580902.1	DNA gyrase subunit A (gyrA)	0
103	NCBI_PGAP	WP_160580903.1	deoxyribose-phosphate aldolase (deoC)	0
104	NCBI_PGAP	WP_002557623.1	uracil phosphoribosyltransferase (upp)	0
105	NCBI_PGAP	WP_160580905.1	MPN527 family putative ECF transporter permease subunit	0
106	NCBI_PGAP	WP_002557625.1	endopeptidase La (lon)	0
107	NCBI_PGAP	WP_002557626.1	elongation factor Tu (tuf)	0
108	NCBI_PGAP	WP_160580907.1	SGNH/GDSL hydrolase family protein	0
111	NCBI_PGAP	WP_160580911.1	oligoendopeptidase F (pepF)	0
117	NCBI_PGAP	WP_160580918.1	ROK family protein	0
119	NCBI_PGAP	WP_160580922.1	sugar ABC transporter permease	0
120	NCBI_PGAP	WP_160580924.1	sugar ABC transporter ATP-binding protein	0
121	NCBI_PGAP	WP_160580926.1	sugar-binding protein	0
122	NCBI_PGAP	WP_002557639.1	phosphotransacetylase	0
123	NCBI_PGAP	WP_002557640.1	acetate/propionate family kinase	0
124	NCBI_PGAP	WP_160580928.1	dihydrolipoyl dehydrogenase (lpdA)	0
125	NCBI_PGAP	WP_002557642.1	2-oxo acid dehydrogenase subunit E2	0
126	NCBI_PGAP	WP_160580930.1	AAA family ATPase	0
128	NCBI_PGAP	WP_308704648.1	putative immunoglobulin-blocking virulence protein	0
130	NCBI_PGAP	WP_160580939.1	OppA family ABC transporter substrate-binding lipoprotein	0
131	NCBI_PGAP	WP_160580941.1	ABC transporter permease	0
132	NCBI_PGAP	WP_002557648.1	ABC transporter permease	0
133	NCBI_PGAP	WP_160580943.1	ABC transporter ATP-binding protein	0
134	NCBI_PGAP	WP_002557650.1	ATP-binding cassette domain-containing protein	0
136	NCBI_PGAP	WP_160580948.1	MGA_1079 family surface serine endopeptidase	0
137	NCBI_PGAP	WP_220200546.1	P110/LppT family adhesin N-terminal domain	0
138	NCBI_PGAP	WP_220200547.1	P97 family adhesin	0
139	NCBI_PGAP	WP_160580950.1	type I phosphomannose isomerase catalytic subunit	0
140	NCBI_PGAP	WP_160580953.1	PTS sugar transporter subunit IIA	0
141	NCBI_PGAP	WP_002558003.1	phosphoglycerate kinase	0
142	NCBI_PGAP	WP_002558005.1	diadenylate cyclase	0
143	NCBI_PGAP	WP_160580955.1	magnesium transporter (mgtE)	0
145	NCBI_PGAP	WP_039387750.1	Cof-type HAD-IIB family hydrolase	0
146	NCBI_PGAP	WP_160580957.1	MSC_0624 family F1-like ATPase-associated membrane protein	0
147	NCBI_PGAP	WP_160580958.1	DUF2714 domain-containing protein	0
148	NCBI_PGAP	WP_196792423.1	MSC_0622 family F1-like ATPase gamma subunit	0
149	NCBI_PGAP	WP_160580960.1	MSC_0621 family F1-like ATPase epsilon subunit	0
150	NCBI_PGAP	WP_160580962.1	MSC_0620 family F1-like ATPase-associated subunit	0
151	NCBI_PGAP	WP_002558013.1	MSC_0619 family F1-like ATPase alpha subunit	0
152	NCBI_PGAP	WP_002558014.1	MSC_0618 family F1-like ATPase beta subunit	0
153	NCBI_PGAP	WP_002558016.1	Cof-type HAD-IIB family hydrolase	0
154	NCBI_PGAP	WP_002558017.1	nicotinate-nucleotide adenylyltransferase	0
155	NCBI_PGAP	WP_160580964.1	5'-methylthioadenosine nucleosidase	0
156	NCBI_PGAP	WP_160580966.1	YebC/PmpR family DNA-binding transcriptional regulator	0
157	NCBI_PGAP	WP_160580968.1	NAD(+) synthase (nadE)	0
158	NCBI_PGAP	WP_002557985.1	phosphoenolpyruvate--protein phosphotransferase (ptsP)	0
160	NCBI_PGAP	WP_255454460.1	ABC transporter permease	0
161	NCBI_PGAP	WP_160580973.1	ABC transporter ATP-binding protein	0
162	NCBI_PGAP	WP_160580975.1	aromatic motif membrane protein	0
163	NCBI_PGAP	WP_002557980.1	aromatic motif membrane protein	0
165	NCBI_PGAP	WP_002557978.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB (trmB)	0
166	NCBI_PGAP	WP_002557977.1	M17 family metallopeptidase	0
167	NCBI_PGAP	WP_258555753.1	Mhp366/Mhp367 family surface (lipo)protein	0
168	NCBI_PGAP	WP_160580981.1	trypsin-like peptidase domain-containing protein	0
169	NCBI_PGAP	WP_220200548.1	LppA-related lipoprotein	0
170	NCBI_PGAP	WP_160580983.1	ribosome biogenesis GTP-binding protein YihA/YsxC (yihA)	0
172	NCBI_PGAP	WP_160580987.1	DUF1410 domain-containing protein	0
174	NCBI_PGAP	WP_002557663.1	50S ribosomal protein L1 (rplA)	0
175	NCBI_PGAP	WP_039387548.1	50S ribosomal protein L11 (rplK)	0
176	NCBI_PGAP	WP_160580989.1	RluA family pseudouridine synthase	0
177	NCBI_PGAP	WP_160580991.1	Dps family protein	0
178	NCBI_PGAP	WP_002557667.1	50S ribosomal protein L31 (rpmE)	0
179	NCBI_PGAP	WP_160580992.1	FMN-dependent NADH-azoreductase	0
180	NCBI_PGAP	WP_160580994.1	FMN-dependent NADH-azoreductase	0
182	NCBI_PGAP	WP_160581495.1	site-specific DNA-methyltransferase	0
183	NCBI_PGAP	WP_308704664.1	aminoacyl--tRNA ligase-related protein	0
184	NCBI_PGAP	WP_308704665.1	site-specific DNA-methyltransferase	0
185	NCBI_PGAP	WP_160581500.1	DNA methyltransferase	0
186	NCBI_PGAP	WP_160581501.1	DNA methyltransferase	0
188	NCBI_PGAP	WP_220190748.1	ribosome biogenesis GTPase YlqF (ylqF)	0
190	NCBI_PGAP	WP_160581009.1	preprotein translocase subunit SecA (secA)	0
191	NCBI_PGAP	WP_002557936.1	purine-nucleoside phosphorylase	0
192	NCBI_PGAP	WP_002557935.1	thymidine phosphorylase	0
193	NCBI_PGAP	WP_160581011.1	FAD-dependent oxidoreductase	0
194	NCBI_PGAP	WP_160581013.1	APC family permease	0
196	NCBI_PGAP	WP_039387504.1	DUF4231 domain-containing protein	0
197	NCBI_PGAP	WP_039387501.1	DUF4231 domain-containing protein	0
198	NCBI_PGAP	WP_002557930.1	30S ribosomal protein S12 (rpsL)	0
199	NCBI_PGAP	WP_039387498.1	30S ribosomal protein S7 (rpsG)	0
200	NCBI_PGAP	WP_002557928.1	elongation factor G (fusA)	0
201	NCBI_PGAP	WP_002557927.1	MSC_0882 family membrane protein	0
202	NCBI_PGAP	WP_002557926.1	translation elongation factor 4 (lepA)	0
204	NCBI_PGAP	WP_039387496.1	HU family DNA-binding protein	0
205	NCBI_PGAP	WP_160581019.1	ribosome biogenesis GTPase Der (der)	0
206	NCBI_PGAP	WP_160581022.1	(d)CMP kinase (cmk)	0
207	NCBI_PGAP	WP_160581024.1	DnaJ C-terminal domain-containing protein	0
208	NCBI_PGAP	WP_160581026.1	molecular chaperone DnaK (dnaK)	0
210	NCBI_PGAP	WP_160581028.1	GIY-YIG nuclease family protein	0
211	NCBI_PGAP	WP_308704652.1	SGNH/GDSL hydrolase family protein	0
212	NCBI_PGAP	WP_160581032.1	DUF4011 domain-containing protein	0
213	NCBI_PGAP	WP_002557914.1	tyrosine--tRNA ligase (tyrS)	0
214	NCBI_PGAP	WP_160581035.1	deoxyribonuclease IV	0
215	NCBI_PGAP	WP_002557912.1	Nif3-like dinuclear metal center hexameric protein	0
216	NCBI_PGAP	WP_160581036.1	RNA polymerase sigma factor	0
217	NCBI_PGAP	WP_258555761.1	DNA primase (dnaG)	0
218	NCBI_PGAP	WP_160581038.1	glycine--tRNA ligase	0
219	NCBI_PGAP	WP_160581040.1	signal recognition particle protein (ffh)	0
220	NCBI_PGAP	WP_160581042.1	translation elongation factor Ts (tsf)	0
221	NCBI_PGAP	WP_220190183.1	30S ribosomal protein S2 (rpsB)	0
222	NCBI_PGAP	WP_160581044.1	Holliday junction resolvase RecU (recU)	0
224	NCBI_PGAP	WP_002557904.1	F0F1 ATP synthase subunit beta (atpD)	0
225	NCBI_PGAP	WP_002557903.1	FoF1 ATP synthase subunit gamma	0
226	NCBI_PGAP	WP_002557902.1	F0F1 ATP synthase subunit alpha (atpA)	0
227	NCBI_PGAP	WP_002557901.1	F0F1 ATP synthase subunit delta	0
228	NCBI_PGAP	WP_002557900.1	ATP synthase F0 subunit B	0
229	NCBI_PGAP	WP_002557899.1	F0F1 ATP synthase subunit C	0
230	NCBI_PGAP	WP_002557898.1	F0F1 ATP synthase subunit A	0
231	NCBI_PGAP	WP_160581047.1	DNA polymerase IV	0
232	NCBI_PGAP	WP_002557895.1	MHO_1590 family protein	0
233	NCBI_PGAP	WP_160581049.1	MHO_1580 family protein	0
234	NCBI_PGAP	WP_160581051.1	MG284/MPN403 family protein	0
235	NCBI_PGAP	WP_002557892.1	GTPase ObgE (obgE)	0
236	NCBI_PGAP	WP_002557891.1	phosphotransferase	0
237	NCBI_PGAP	WP_160581053.1	recombinase RecA (recA)	0
238	NCBI_PGAP	WP_231237877.1	phospholipase D-like domain-containing protein	0
239	NCBI_PGAP	WP_039387487.1	preprotein translocase subunit SecG (secG)	0
240	NCBI_PGAP	WP_160581057.1	ribonuclease R (rnr)	0
241	NCBI_PGAP	WP_258555762.1	Mhp366/Mhp367 family surface (lipo)protein	0
242	NCBI_PGAP	WP_160581059.1	type I glyceraldehyde-3-phosphate dehydrogenase (gap)	0
243	NCBI_PGAP	WP_160581061.1	DNA gyrase/topoisomerase IV subunit B	0
244	NCBI_PGAP	WP_160581063.1	DNA topoisomerase IV subunit A	0
245	NCBI_PGAP	WP_160581065.1	isoleucine--tRNA ligase (ileS)	0
246	NCBI_PGAP	WP_160581067.1	signal peptidase II	0
251	NCBI_PGAP	WP_160581077.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB (gatB)	0
252	NCBI_PGAP	WP_160581080.1	amidase family protein	0
253	NCBI_PGAP	WP_160581082.1	glutamyl-tRNA amidotransferase	0
254	NCBI_PGAP	WP_002557464.1	pseudouridine synthase family protein	0
255	NCBI_PGAP	WP_160581085.1	class II fructose-1,6-bisphosphate aldolase (fba)	0
256	NCBI_PGAP	WP_160581087.1	DNA-directed RNA polymerase subunit delta (rpoE)	0
257	NCBI_PGAP	WP_160581089.1	arginine--tRNA ligase (argS)	0
258	NCBI_PGAP	WP_002557468.1	nucleotide exchange factor GrpE (grpE)	0
259	NCBI_PGAP	WP_160581091.1	heat-inducible transcriptional repressor HrcA	0
260	NCBI_PGAP	WP_002557470.1	thioredoxin domain-containing protein	0
261	NCBI_PGAP	WP_160581094.1	signal recognition particle-docking protein FtsY (ftsY)	0
262	NCBI_PGAP	WP_002557472.1	type II toxin-antitoxin system antitoxin SocA domain-containing protein	0
263	NCBI_PGAP	WP_160581096.1	DHH family phosphoesterase	0
264	NCBI_PGAP	WP_002557474.1	DHHA1 domain-containing protein	0
265	NCBI_PGAP	WP_308704650.1	DHH family phosphoesterase	0
266	NCBI_PGAP	WP_002557476.1	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	0
267	NCBI_PGAP	WP_002557477.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG (mnmG)	0
268	NCBI_PGAP	WP_002557478.1	DNA polymerase III subunit beta	0
269	NCBI_PGAP	WP_002557479.1	chromosomal replication initiator protein DnaA (dnaA)	0
270	NCBI_PGAP	WP_002557480.1	50S ribosomal protein L34 (rpmH)	0
271	NCBI_PGAP	WP_039387723.1	ribonuclease P protein component (rnpA)	0
272	NCBI_PGAP	WP_160581098.1	membrane protein insertase YidC (yidC)	0
275	NCBI_PGAP	WP_160581104.1	valine--tRNA ligase	0
277	NCBI_PGAP	WP_160581109.1	substrate-specific component FolT of folate ECF transporter	0
278	NCBI_PGAP	WP_160581110.1	MATE family efflux transporter	0
279	NCBI_PGAP	WP_160581112.1	transcription elongation factor GreA (greA)	0
280	NCBI_PGAP	WP_160581114.1	BC85_0335 family putative methyltransferase	0
281	NCBI_PGAP	WP_220200556.1	ATP-binding cassette domain-containing protein	0
282	NCBI_PGAP	WP_160581116.1	ABC transporter ATP-binding protein	0
284	NCBI_PGAP	WP_160581120.1	P97 family adhesin	0
285	NCBI_PGAP	WP_160581122.1	P110/LppT family adhesin N-terminal domain	0
286	NCBI_PGAP	WP_160581124.1	LppA-related lipoprotein	0
287	NCBI_PGAP	WP_160581126.1	aminopeptidase P family protein	0
288	NCBI_PGAP	WP_002557497.1	50S ribosomal protein L33 (rpmG)	0
291	NCBI_PGAP	WP_160581130.1	ATP-binding cassette domain-containing protein	0
292	NCBI_PGAP	WP_160581132.1	ATP-binding cassette domain-containing protein	0
293	NCBI_PGAP	WP_160581134.1	site-specific DNA-methyltransferase	0
294	NCBI_PGAP	WP_160581136.1	DEAD/DEAH box helicase family protein	0
295	NCBI_PGAP	WP_160581138.1	AAA family ATPase	0
297	NCBI_PGAP	WP_308704666.1	site-specific DNA-methyltransferase	0
298	NCBI_PGAP	WP_160581503.1	type III restriction endonuclease subunit M	0
299	NCBI_PGAP	WP_308704667.1	site-specific DNA-methyltransferase	0
300	NCBI_PGAP	WP_308704653.1	DEAD/DEAH box helicase family protein	0
304	NCBI_PGAP	WP_002557510.1	division/cell wall cluster transcriptional repressor MraZ	0
305	NCBI_PGAP	WP_002557511.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH (rsmH)	0
306	NCBI_PGAP	WP_308704654.1	cell division protein FtsZ	0
307	NCBI_PGAP	WP_160581154.1	nicotinate phosphoribosyltransferase	0
308	NCBI_PGAP	WP_160581156.1	tRNA1(Val) (adenine(37)-N6)-methyltransferase	0
309	NCBI_PGAP	WP_160581158.1	methionine--tRNA ligase (metG)	0
310	NCBI_PGAP	WP_002557517.1	ECF transporter S component	0
311	NCBI_PGAP	WP_002557518.1	ribonuclease III (rnc)	0
313	NCBI_PGAP	WP_002557520.1	Mhp366/Mhp367 family surface (lipo)protein	0
314	NCBI_PGAP	WP_160581160.1	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	0
315	NCBI_PGAP	WP_220200563.1	L-ribulose-5-phosphate 3-epimerase	0
316	NCBI_PGAP	WP_160581163.1	L-ribulose-5-phosphate 4-epimerase	0
317	NCBI_PGAP	WP_160581165.1	HAD family hydrolase	0
318	NCBI_PGAP	WP_160581167.1	MPN499 family protein	0
320	NCBI_PGAP	WP_002557528.1	YbhB/YbcL family Raf kinase inhibitor-like protein	0
321	NCBI_PGAP	WP_160581171.1	tRNA 2-thiouridine(34) synthase MnmA (mnmA)	0
322	NCBI_PGAP	WP_258555776.1	MAGa3780 family membrane protein	0
323	NCBI_PGAP	WP_160581172.1	transketolase	0
324	NCBI_PGAP	WP_002557532.1	elongation factor P (efp)	0
325	NCBI_PGAP	WP_160581174.1	protein translocase subunit SecDF (secDF)	0
326	NCBI_PGAP	WP_160581176.1	histidine--tRNA ligase (hisS)	0
327	NCBI_PGAP	WP_160581178.1	aspartate--tRNA ligase (aspS)	0
328	NCBI_PGAP	WP_039387777.1	30S ribosomal protein S20 (rpsT)	0
329	NCBI_PGAP	WP_160581180.1	Mbov_0399 family ICE element protein	0
330	NCBI_PGAP	WP_160581182.1	Mbov_0397 family ICE element conjugal transfer ATPase	0
331	NCBI_PGAP	WP_258555777.1	Mbov_0396 family ICE element transmembrane protein	0
332	NCBI_PGAP	WP_039387610.1	Mbov_0395 family pilin-like conjugal transfer protein	0
333	NCBI_PGAP	WP_160581185.1	DNA-processing protein DprA	0
334	NCBI_PGAP	WP_160581187.1	phosphopyruvate hydratase (eno)	0
335	NCBI_PGAP	WP_002557542.1	serine--tRNA ligase (serS)	0
336	NCBI_PGAP	WP_002557543.1	DJ-1/PfpI family protein	0
337	NCBI_PGAP	WP_160581189.1	alpha/beta fold hydrolase	0
338	NCBI_PGAP	WP_160581190.1	lipoate--protein ligase	0
340	NCBI_PGAP	WP_308704656.1	DNA polymerase III subunit gamma/tau (dnaX)	0
341	NCBI_PGAP	WP_039387613.1	YbaB/EbfC family nucleoid-associated protein	0
342	NCBI_PGAP	WP_160581194.1	recombination protein RecR	0
343	NCBI_PGAP	WP_002557549.1	dTMP kinase (tmk)	0
344	NCBI_PGAP	WP_160581196.1	DNA polymerase III subunit delta'	0
345	NCBI_PGAP	WP_160581198.1	16S rRNA (cytidine(1402)-2'-O)-methyltransferase (rsmI)	0
346	NCBI_PGAP	WP_002557552.1	hypoxanthine phosphoribosyltransferase (hpt)	0
347	NCBI_PGAP	WP_160581199.1	energy-coupling factor transporter ATPase	0
348	NCBI_PGAP	WP_160581201.1	ATP-binding cassette domain-containing protein	0
349	NCBI_PGAP	WP_160581203.1	energy-coupling factor transporter transmembrane component T family protein	0
350	NCBI_PGAP	WP_160581205.1	NAD-dependent DNA ligase LigA (ligA)	0
351	NCBI_PGAP	WP_160581207.1	nucleotidyltransferase	0
352	NCBI_PGAP	WP_160581209.1	cation-translocating P-type ATPase	0
353	NCBI_PGAP	WP_160581211.1	SsrA-binding protein SmpB (smpB)	0
354	NCBI_PGAP	WP_334199004.1	thermonuclease family protein	0
357	NCBI_PGAP	WP_160581215.1	ABC-F family ATP-binding cassette domain-containing protein	0
358	NCBI_PGAP	WP_160581217.1	PTS fructose transporter subunit IIABC	0
362	NCBI_PGAP	WP_002557856.1	ABC transporter permease	0
363	NCBI_PGAP	WP_002557857.1	ABC transporter permease	0
364	NCBI_PGAP	WP_039387661.1	ABC transporter ATP-binding protein	0
365	NCBI_PGAP	WP_160581219.1	ABC transporter ATP-binding protein	0
366	NCBI_PGAP	WP_160581221.1	PDxFFG protein	0
368	NCBI_PGAP	WP_002557863.1	PTS sugar transporter subunit IIA	0
369	NCBI_PGAP	WP_002557864.1	mannitol-1-phosphate 5-dehydrogenase	0
374	NCBI_PGAP	WP_014579679.1	type IV secretory system conjugative DNA transfer family protein	0
377	NCBI_PGAP	WP_011290238.1	single-stranded DNA-binding protein	0
381	NCBI_PGAP	WP_160581237.1	Mbov_0395 family pilin-like conjugal transfer protein	0
382	NCBI_PGAP	WP_014579687.1	Mbov_0396 family ICE element transmembrane protein	0
383	NCBI_PGAP	WP_160581239.1	Mbov_0397 family ICE element conjugal transfer ATPase	0
384	NCBI_PGAP	WP_011290233.1	Mbov_0398 family ICE element protein	0
385	NCBI_PGAP	WP_258555660.1	Mbov_0399 family ICE element protein	0
387	NCBI_PGAP	WP_020835561.1	Mbov_0401 family ICE element transposase-like protein	0
388	NCBI_PGAP	WP_160581244.1	PTS mannitol transporter subunit IICB	0
389	NCBI_PGAP	WP_002557866.1	MurR/RpiR family transcriptional regulator	0
390	NCBI_PGAP	WP_160581246.1	PTS ascorbate transporter subunit IIC	0
391	NCBI_PGAP	WP_002557868.1	PTS sugar transporter subunit IIB	0
392	NCBI_PGAP	WP_039387665.1	PTS sugar transporter subunit IIA	0
396	NCBI_PGAP	WP_160581250.1	ribulose phosphate epimerase	0
397	NCBI_PGAP	WP_002557698.1	S1C family serine protease	0
398	NCBI_PGAP	WP_002557703.1	amidohydrolase family protein	0
399	NCBI_PGAP	WP_002557704.1	class II fructose-bisphosphate aldolase	0
400	NCBI_PGAP	WP_160581254.1	PTS transporter subunit EIIC	0
401	NCBI_PGAP	WP_160581256.1	glucosamine-6-phosphate deaminase	0
402	NCBI_PGAP	WP_002557707.1	30S ribosomal protein S4 (rpsD)	0
403	NCBI_PGAP	WP_002557708.1	RpiB/LacA/LacB family sugar-phosphate isomerase	0
404	NCBI_PGAP	WP_002557709.1	DNA-formamidopyrimidine glycosylase (mutM)	0
406	NCBI_PGAP	WP_160581259.1	endonuclease/exonuclease/phosphatase family protein	0
407	NCBI_PGAP	WP_002557712.1	5'-3' exonuclease	0
408	NCBI_PGAP	WP_160581261.1	DNA polymerase III subunit alpha	0
409	NCBI_PGAP	WP_039387681.1	ribosome-binding factor A	0
410	NCBI_PGAP	WP_160581263.1	translation initiation factor IF-2 (infB)	0
411	NCBI_PGAP	WP_039387683.1	YlxR family protein	0
412	NCBI_PGAP	WP_160581265.1	transcription termination/antitermination protein NusA (nusA)	0
414	NCBI_PGAP	WP_160581266.1	pullulanase	0
415	NCBI_PGAP	WP_160581268.1	threonine--tRNA ligase (thrS)	0
416	NCBI_PGAP	WP_160581270.1	tryptophan--tRNA ligase (trpS)	0
417	NCBI_PGAP	WP_002557721.1	PTS transporter subunit EIIB	0
418	NCBI_PGAP	WP_160581272.1	DEAD/DEAH box helicase	0
419	NCBI_PGAP	WP_160581274.1	ribonuclease HIII	0
420	NCBI_PGAP	WP_002557725.1	YneF family protein	0
421	NCBI_PGAP	WP_002557726.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (gpmI)	0
423	NCBI_PGAP	WP_039387691.1	DNA-binding protein WhiA (whiA)	0
424	NCBI_PGAP	WP_160581276.1	MAG0110 family membrane protein	0
425	NCBI_PGAP	WP_002557729.1	inorganic diphosphatase	0
426	NCBI_PGAP	WP_160581278.1	BMP family ABC transporter substrate-binding protein	0
427	NCBI_PGAP	WP_002557731.1	ABC transporter ATP-binding protein	0
428	NCBI_PGAP	WP_160581280.1	ABC transporter permease	0
429	NCBI_PGAP	WP_002557733.1	ABC transporter permease	0
430	NCBI_PGAP	WP_002557734.1	thymidine kinase	0
