gene_callers_id	source	accession	function	e_value
77	NCBI_PGAP	WP_002557642.1	2-oxo acid dehydrogenase subunit E2	0
78	NCBI_PGAP	WP_160583653.1	dihydrolipoyl dehydrogenase (lpdA)	0
79	NCBI_PGAP	WP_002557640.1	acetate/propionate family kinase	0
80	NCBI_PGAP	WP_002557639.1	phosphotransacetylase	0
81	NCBI_PGAP	WP_002557638.1	sugar-binding protein	0
82	NCBI_PGAP	WP_160583655.1	sugar ABC transporter ATP-binding protein	0
83	NCBI_PGAP	WP_160580922.1	sugar ABC transporter permease	0
85	NCBI_PGAP	WP_160580918.1	ROK family protein	0
90	NCBI_PGAP	WP_160583660.1	oligoendopeptidase F (pepF)	0
92	NCBI_PGAP	WP_160583663.1	SGNH/GDSL hydrolase family protein	0
93	NCBI_PGAP	WP_002557626.1	elongation factor Tu (tuf)	0
94	NCBI_PGAP	WP_002557625.1	endopeptidase La (lon)	0
95	NCBI_PGAP	WP_160583664.1	MPN527 family putative ECF transporter permease subunit	0
96	NCBI_PGAP	WP_002557623.1	uracil phosphoribosyltransferase (upp)	0
97	NCBI_PGAP	WP_160580903.1	deoxyribose-phosphate aldolase (deoC)	0
98	NCBI_PGAP	WP_160580902.1	DNA gyrase subunit A (gyrA)	0
99	NCBI_PGAP	WP_002557620.1	peptide-methionine (R)-S-oxide reductase MsrB (msrB)	0
101	NCBI_PGAP	WP_160583667.1	glucose-6-phosphate isomerase	0
102	NCBI_PGAP	WP_160583668.1	PolC-type DNA polymerase III	0
103	NCBI_PGAP	WP_160583670.1	phosphatidate cytidylyltransferase	0
104	NCBI_PGAP	WP_002557614.1	ribosome-recycling factor	0
105	NCBI_PGAP	WP_002557613.1	UMP kinase (pyrH)	0
107	NCBI_PGAP	WP_160583671.1	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	0
108	NCBI_PGAP	WP_160583673.1	leucine-rich repeat domain-containing protein	0
110	NCBI_PGAP	WP_160583674.1	ABC transporter permease	0
111	NCBI_PGAP	WP_160580880.1	ABC transporter permease	0
112	NCBI_PGAP	WP_160580878.1	ABC transporter ATP-binding protein	0
114	NCBI_PGAP	WP_002557603.1	potassium channel family protein	0
115	NCBI_PGAP	WP_160583675.1	potassium transporter TrkG	0
120	NCBI_PGAP	WP_160583679.1	alpha-ketoacid dehydrogenase subunit beta	0
121	NCBI_PGAP	WP_160583681.1	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha (pdhA)	0
122	NCBI_PGAP	WP_002557593.1	adenine phosphoribosyltransferase	0
123	NCBI_PGAP	WP_160583682.1	APC family permease	0
125	NCBI_PGAP	WP_160583684.1	6-phosphofructokinase (pfkA)	0
127	NCBI_PGAP	WP_002557589.1	DNA gyrase subunit B	0
128	NCBI_PGAP	WP_160583685.1	P97 family adhesin	0
129	NCBI_PGAP	WP_220190181.1	P110/LppT family adhesin N-terminal domain	0
130	NCBI_PGAP	WP_160580864.1	DUF3899 domain-containing protein	0
131	NCBI_PGAP	WP_160583687.1	30S ribosomal protein S15 (rpsO)	0
132	NCBI_PGAP	WP_160580862.1	triose-phosphate isomerase (tpiA)	0
133	NCBI_PGAP	WP_160583688.1	ATP-dependent Clp protease ATP-binding subunit	0
134	NCBI_PGAP	WP_160583690.1	P110/LppT family adhesin N-terminal domain	0
135	NCBI_PGAP	WP_160583691.1	P97 family adhesin	0
136	NCBI_PGAP	WP_160580856.1	NAD(P)/FAD-dependent oxidoreductase	0
137	NCBI_PGAP	WP_160583693.1	prolipoprotein diacylglyceryl transferase	0
138	NCBI_PGAP	WP_002557577.1	peroxiredoxin	0
139	NCBI_PGAP	WP_002557576.1	dUTP diphosphatase	0
140	NCBI_PGAP	WP_160583695.1	DUF2130 domain-containing protein	0
142	NCBI_PGAP	WP_160583697.1	ribonuclease J	0
143	NCBI_PGAP	WP_160580848.1	excinuclease ABC subunit UvrA (uvrA)	0
145	NCBI_PGAP	WP_220190182.1	ribosome biogenesis GTPase YlqF (ylqF)	0
147	NCBI_PGAP	WP_160583701.1	preprotein translocase subunit SecA (secA)	0
148	NCBI_PGAP	WP_160583703.1	purine-nucleoside phosphorylase	0
149	NCBI_PGAP	WP_002557935.1	thymidine phosphorylase	0
150	NCBI_PGAP	WP_002557934.1	FAD-dependent oxidoreductase	0
151	NCBI_PGAP	WP_160583705.1	APC family permease	0
153	NCBI_PGAP	WP_039387504.1	DUF4231 domain-containing protein	0
154	NCBI_PGAP	WP_039387501.1	DUF4231 domain-containing protein	0
155	NCBI_PGAP	WP_002557930.1	30S ribosomal protein S12 (rpsL)	0
156	NCBI_PGAP	WP_039387498.1	30S ribosomal protein S7 (rpsG)	0
157	NCBI_PGAP	WP_002557928.1	elongation factor G (fusA)	0
158	NCBI_PGAP	WP_160583707.1	MSC_0882 family membrane protein	0
159	NCBI_PGAP	WP_002557926.1	translation elongation factor 4 (lepA)	0
161	NCBI_PGAP	WP_039387496.1	HU family DNA-binding protein	0
162	NCBI_PGAP	WP_002557923.1	ribosome biogenesis GTPase Der (der)	0
163	NCBI_PGAP	WP_002557922.1	(d)CMP kinase (cmk)	0
164	NCBI_PGAP	WP_002557921.1	DnaJ C-terminal domain-containing protein	0
165	NCBI_PGAP	WP_160581026.1	molecular chaperone DnaK (dnaK)	0
167	NCBI_PGAP	WP_160581028.1	GIY-YIG nuclease family protein	0
168	NCBI_PGAP	WP_308507105.1	SGNH/GDSL hydrolase family protein	0
169	NCBI_PGAP	WP_160583713.1	DUF4011 domain-containing protein	0
170	NCBI_PGAP	WP_160583715.1	tyrosine--tRNA ligase (tyrS)	0
171	NCBI_PGAP	WP_160583717.1	deoxyribonuclease IV	0
172	NCBI_PGAP	WP_160583719.1	Nif3-like dinuclear metal center hexameric protein	0
173	NCBI_PGAP	WP_160583721.1	RNA polymerase sigma factor	0
174	NCBI_PGAP	WP_255454451.1	DNA primase (dnaG)	0
175	NCBI_PGAP	WP_002557909.1	glycine--tRNA ligase	0
176	NCBI_PGAP	WP_002557908.1	signal recognition particle protein (ffh)	0
177	NCBI_PGAP	WP_160583723.1	translation elongation factor Ts (tsf)	0
178	NCBI_PGAP	WP_220190183.1	30S ribosomal protein S2 (rpsB)	0
179	NCBI_PGAP	WP_002557905.1	Holliday junction resolvase RecU (recU)	0
181	NCBI_PGAP	WP_160583725.1	F0F1 ATP synthase subunit beta (atpD)	0
182	NCBI_PGAP	WP_160583727.1	FoF1 ATP synthase subunit gamma	0
183	NCBI_PGAP	WP_160583729.1	F0F1 ATP synthase subunit alpha (atpA)	0
184	NCBI_PGAP	WP_002557901.1	F0F1 ATP synthase subunit delta	0
185	NCBI_PGAP	WP_002557900.1	ATP synthase F0 subunit B	0
186	NCBI_PGAP	WP_002557899.1	F0F1 ATP synthase subunit C	0
187	NCBI_PGAP	WP_002557898.1	F0F1 ATP synthase subunit A	0
188	NCBI_PGAP	WP_160583731.1	DNA polymerase IV	0
189	NCBI_PGAP	WP_002557895.1	MHO_1590 family protein	0
190	NCBI_PGAP	WP_160583733.1	MHO_1580 family protein	0
191	NCBI_PGAP	WP_160581051.1	MG284/MPN403 family protein	0
192	NCBI_PGAP	WP_002557892.1	GTPase ObgE (obgE)	0
193	NCBI_PGAP	WP_002557891.1	phosphotransferase	0
194	NCBI_PGAP	WP_002557890.1	recombinase RecA (recA)	0
195	NCBI_PGAP	WP_308704668.1	phospholipase D-like domain-containing protein	0
196	NCBI_PGAP	WP_039387487.1	preprotein translocase subunit SecG (secG)	0
197	NCBI_PGAP	WP_002557888.1	ribonuclease R (rnr)	0
198	NCBI_PGAP	WP_258556599.1	Mhp366/Mhp367 family surface (lipo)protein	0
199	NCBI_PGAP	WP_002557886.1	type I glyceraldehyde-3-phosphate dehydrogenase (gap)	0
200	NCBI_PGAP	WP_160583737.1	DNA gyrase/topoisomerase IV subunit B	0
201	NCBI_PGAP	WP_160583739.1	DNA topoisomerase IV subunit A	0
202	NCBI_PGAP	WP_160583741.1	isoleucine--tRNA ligase (ileS)	0
203	NCBI_PGAP	WP_160583743.1	signal peptidase II	0
208	NCBI_PGAP	WP_160583749.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB (gatB)	0
209	NCBI_PGAP	WP_002557876.1	amidase family protein	0
211	NCBI_PGAP	WP_416388861.1	S26 family signal peptidase	0
212	NCBI_PGAP	WP_002557464.1	pseudouridine synthase family protein	0
213	NCBI_PGAP	WP_002557465.1	class II fructose-1,6-bisphosphate aldolase (fba)	0
214	NCBI_PGAP	WP_002557466.1	DNA-directed RNA polymerase subunit delta (rpoE)	0
215	NCBI_PGAP	WP_160583751.1	arginine--tRNA ligase (argS)	0
216	NCBI_PGAP	WP_002557468.1	nucleotide exchange factor GrpE (grpE)	0
217	NCBI_PGAP	WP_002557469.1	heat-inducible transcriptional repressor HrcA	0
218	NCBI_PGAP	WP_160583753.1	thioredoxin domain-containing protein	0
219	NCBI_PGAP	WP_002557471.1	signal recognition particle-docking protein FtsY (ftsY)	0
220	NCBI_PGAP	WP_002557472.1	type II toxin-antitoxin system antitoxin SocA domain-containing protein	0
221	NCBI_PGAP	WP_160583755.1	DHH family phosphoesterase	0
222	NCBI_PGAP	WP_160583756.1	DHH family phosphoesterase	0
223	NCBI_PGAP	WP_002557476.1	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	0
224	NCBI_PGAP	WP_160583758.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG (mnmG)	0
225	NCBI_PGAP	WP_160583760.1	DNA polymerase III subunit beta	0
226	NCBI_PGAP	WP_002557479.1	chromosomal replication initiator protein DnaA (dnaA)	0
227	NCBI_PGAP	WP_002557480.1	50S ribosomal protein L34 (rpmH)	0
228	NCBI_PGAP	WP_039387723.1	ribonuclease P protein component (rnpA)	0
229	NCBI_PGAP	WP_002557481.1	membrane protein insertase YidC (yidC)	0
232	NCBI_PGAP	WP_160583766.1	valine--tRNA ligase	0
235	NCBI_PGAP	WP_160583767.1	MATE family efflux transporter	0
236	NCBI_PGAP	WP_160581112.1	transcription elongation factor GreA (greA)	0
237	NCBI_PGAP	WP_160583769.1	BC85_0335 family putative methyltransferase	0
238	NCBI_PGAP	WP_220190184.1	ATP-binding cassette domain-containing protein	0
239	NCBI_PGAP	WP_160583771.1	ABC transporter ATP-binding protein	0
241	NCBI_PGAP	WP_160583775.1	P97 family adhesin	0
242	NCBI_PGAP	WP_160583777.1	P110/LppT family adhesin N-terminal domain	0
243	NCBI_PGAP	WP_160583779.1	LppA-related lipoprotein	0
244	NCBI_PGAP	WP_002557496.1	aminopeptidase P family protein	0
245	NCBI_PGAP	WP_002557497.1	50S ribosomal protein L33 (rpmG)	0
248	NCBI_PGAP	WP_160583781.1	ATP-binding cassette domain-containing protein	0
249	NCBI_PGAP	WP_160583783.1	ATP-binding cassette domain-containing protein	0
250	NCBI_PGAP	WP_160583785.1	site-specific DNA-methyltransferase	0
251	NCBI_PGAP	WP_160583787.1	DEAD/DEAH box helicase family protein	0
252	NCBI_PGAP	WP_160583788.1	AAA family ATPase	0
253	NCBI_PGAP	WP_220190185.1	SGNH/GDSL hydrolase family protein	0
254	NCBI_PGAP	WP_039387714.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG (rsmG)	0
255	NCBI_PGAP	WP_039387713.1	ribose-phosphate pyrophosphokinase	0
256	NCBI_PGAP	WP_160583792.1	TatD family hydrolase	0
257	NCBI_PGAP	WP_002557946.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA (rsmA)	0
258	NCBI_PGAP	WP_002557947.1	50S ribosomal protein L13 (rplM)	0
259	NCBI_PGAP	WP_002557948.1	30S ribosomal protein S9 (rpsI)	0
260	NCBI_PGAP	WP_155897264.1	L-threonylcarbamoyladenylate synthase	0
261	NCBI_PGAP	WP_002557950.1	excinuclease ABC subunit UvrB (uvrB)	0
262	NCBI_PGAP	WP_160583796.1	leucine--tRNA ligase (leuS)	0
263	NCBI_PGAP	WP_160581377.1	DHH family phosphoesterase	0
264	NCBI_PGAP	WP_160583798.1	50S ribosomal protein L9 (rplI)	0
265	NCBI_PGAP	WP_160583800.1	replicative DNA helicase (dnaB)	0
266	NCBI_PGAP	WP_160581382.1	CNNM domain-containing protein	0
267	NCBI_PGAP	WP_160583802.1	YgjP-like metallopeptidase domain-containing protein	0
268	NCBI_PGAP	WP_039387707.1	class I tRNA ligase family protein	0
269	NCBI_PGAP	WP_002557959.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB (rlmB)	0
270	NCBI_PGAP	WP_002557960.1	sigma-70 family RNA polymerase sigma factor	0
271	NCBI_PGAP	WP_002557961.1	50S ribosomal protein L33 (rpmG)	0
272	NCBI_PGAP	WP_081605287.1	preprotein translocase subunit SecE (secE)	0
273	NCBI_PGAP	WP_039387704.1	transcription termination/antitermination protein NusG (nusG)	0
274	NCBI_PGAP	WP_160583804.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD (tsaD)	0
275	NCBI_PGAP	WP_160583806.1	lysylphosphatidylglycerol synthase transmembrane domain-containing protein	0
276	NCBI_PGAP	WP_002557965.1	SMC-Scp complex subunit ScpB (scpB)	0
277	NCBI_PGAP	WP_002557966.1	segregation/condensation protein A	0
278	NCBI_PGAP	WP_160583808.1	lysophospholipid acyltransferase family protein	0
279	NCBI_PGAP	WP_160583810.1	5'-nucleotidase C-terminal domain-containing protein	0
280	NCBI_PGAP	WP_160583812.1	MIP family Ig-specific serine endopeptidase	0
281	NCBI_PGAP	WP_160583814.1	ATP-binding cassette domain-containing protein	0
282	NCBI_PGAP	WP_318026335.1	ABC transporter ATP-binding protein	0
283	NCBI_PGAP	WP_220190186.1	HsdM family class I SAM-dependent methyltransferase	0
284	NCBI_PGAP	WP_308507118.1	ATP-binding cassette domain-containing protein	0
285	NCBI_PGAP	WP_160583818.1	DpnII family type II restriction endonuclease	0
286	NCBI_PGAP	WP_160583820.1	Ig-specific serine endopeptidase MIP (mip)	0
287	NCBI_PGAP	WP_160583822.1	putative immunoglobulin-blocking virulence protein	0
288	NCBI_PGAP	WP_220190248.1	DNA methyltransferase	0
289	NCBI_PGAP	WP_160583845.1	Hsp33 family molecular chaperone HslO	0
290	NCBI_PGAP	WP_160583847.1	trigger factor (tig)	0
292	NCBI_PGAP	WP_002557796.1	ribulose-phosphate 3-epimerase	0
293	NCBI_PGAP	WP_160583849.1	ribosome small subunit-dependent GTPase A (rsgA)	0
294	NCBI_PGAP	WP_002557798.1	guanylate kinase (gmk)	0
295	NCBI_PGAP	WP_160583851.1	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD (rsmD)	0
296	NCBI_PGAP	WP_308507107.1	DNA repair protein RecO C-terminal domain-containing protein	0
297	NCBI_PGAP	WP_160583853.1	GTPase Era (era)	0
298	NCBI_PGAP	WP_002557802.1	cytidine deaminase (cdd)	0
299	NCBI_PGAP	WP_002557803.1	rRNA maturation RNase YbeY (ybeY)	0
300	NCBI_PGAP	WP_039387644.1	MAG1140 family protein	0
301	NCBI_PGAP	WP_160583922.1	Mbov_0121 family peptidase domain-containing ABC transporter	0
302	NCBI_PGAP	WP_160583855.1	phosphopentomutase	0
303	NCBI_PGAP	WP_308507108.1	transcription antitermination protein NusB	0
305	NCBI_PGAP	WP_160581350.1	TlyA family RNA methyltransferase	0
306	NCBI_PGAP	WP_160583859.1	aminotransferase class V-fold PLP-dependent enzyme	0
307	NCBI_PGAP	WP_039387651.1	iron-sulfur cluster assembly scaffold protein	0
308	NCBI_PGAP	WP_160581347.1	pseudouridine synthase	0
309	NCBI_PGAP	WP_160581345.1	50S ribosomal protein L17 (rplQ)	0
310	NCBI_PGAP	WP_002557813.1	DNA-directed RNA polymerase subunit alpha	0
311	NCBI_PGAP	WP_002557814.1	30S ribosomal protein S11 (rpsK)	0
312	NCBI_PGAP	WP_002557815.1	30S ribosomal protein S13 (rpsM)	0
313	NCBI_PGAP	WP_002557816.1	50S ribosomal protein L36 (rpmJ)	0
314	NCBI_PGAP	WP_002557817.1	translation initiation factor IF-1 (infA)	0
315	NCBI_PGAP	WP_002557818.1	type I methionyl aminopeptidase (map)	0
316	NCBI_PGAP	WP_160583861.1	adenylate kinase family protein	0
317	NCBI_PGAP	WP_160583863.1	preprotein translocase subunit SecY (secY)	0
318	NCBI_PGAP	WP_002557821.1	50S ribosomal protein L15 (rplO)	0
319	NCBI_PGAP	WP_160581339.1	30S ribosomal protein S5 (rpsE)	0
320	NCBI_PGAP	WP_160583865.1	50S ribosomal protein L18 (rplR)	0
321	NCBI_PGAP	WP_160583867.1	50S ribosomal protein L6 (rplF)	0
322	NCBI_PGAP	WP_002557825.1	30S ribosomal protein S8 (rpsH)	0
323	NCBI_PGAP	WP_002557826.1	type Z 30S ribosomal protein S14	0
324	NCBI_PGAP	WP_002557827.1	50S ribosomal protein L5 (rplE)	0
325	NCBI_PGAP	WP_160581337.1	50S ribosomal protein L24 (rplX)	0
326	NCBI_PGAP	WP_002557829.1	50S ribosomal protein L14 (rplN)	0
327	NCBI_PGAP	WP_051054304.1	30S ribosomal protein S17 (rpsQ)	0
328	NCBI_PGAP	WP_002557831.1	50S ribosomal protein L29 (rpmC)	0
329	NCBI_PGAP	WP_002557832.1	50S ribosomal protein L16 (rplP)	0
330	NCBI_PGAP	WP_002557833.1	30S ribosomal protein S3 (rpsC)	0
331	NCBI_PGAP	WP_002557834.1	50S ribosomal protein L22 (rplV)	0
332	NCBI_PGAP	WP_002557835.1	30S ribosomal protein S19 (rpsS)	0
333	NCBI_PGAP	WP_002557836.1	50S ribosomal protein L2 (rplB)	0
334	NCBI_PGAP	WP_002557837.1	50S ribosomal protein L23 (rplW)	0
335	NCBI_PGAP	WP_160581334.1	50S ribosomal protein L4 (rplD)	0
336	NCBI_PGAP	WP_002557839.1	50S ribosomal protein L3 (rplC)	0
337	NCBI_PGAP	WP_002557840.1	30S ribosomal protein S10 (rpsJ)	0
339	NCBI_PGAP	WP_002557842.1	16S rRNA (uracil(1498)-N(3))-methyltransferase	0
340	NCBI_PGAP	WP_160583869.1	alanine--tRNA ligase (alaS)	0
341	NCBI_PGAP	WP_039387658.1	Holliday junction resolvase RuvX (ruvX)	0
342	NCBI_PGAP	WP_002557845.1	aminoacyl-tRNA hydrolase (pth)	0
343	NCBI_PGAP	WP_160583871.1	tRNA lysidine(34) synthetase TilS (tilS)	0
344	NCBI_PGAP	WP_160583873.1	ATP-dependent zinc metalloprotease FtsH (ftsH)	0
345	NCBI_PGAP	WP_160583875.1	lysine--tRNA ligase (lysS)	0
346	NCBI_PGAP	WP_002557849.1	HAD family hydrolase	0
347	NCBI_PGAP	WP_002557850.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE (mnmE)	0
348	NCBI_PGAP	WP_160581215.1	ABC-F family ATP-binding cassette domain-containing protein	0
349	NCBI_PGAP	WP_160583877.1	PTS fructose transporter subunit IIABC	0
353	NCBI_PGAP	WP_002557856.1	ABC transporter permease	0
354	NCBI_PGAP	WP_002557857.1	ABC transporter permease	0
355	NCBI_PGAP	WP_039387661.1	ABC transporter ATP-binding protein	0
356	NCBI_PGAP	WP_160581219.1	ABC transporter ATP-binding protein	0
357	NCBI_PGAP	WP_160583883.1	PDxFFG protein	0
359	NCBI_PGAP	WP_160583887.1	PTS sugar transporter subunit IIA	0
360	NCBI_PGAP	WP_160583889.1	mannitol-1-phosphate 5-dehydrogenase	0
361	NCBI_PGAP	WP_160583891.1	PTS mannitol transporter subunit IICB	0
362	NCBI_PGAP	WP_002557866.1	MurR/RpiR family transcriptional regulator	0
363	NCBI_PGAP	WP_160583893.1	PTS ascorbate transporter subunit IIC	0
364	NCBI_PGAP	WP_002557868.1	PTS sugar transporter subunit IIB	0
365	NCBI_PGAP	WP_039387665.1	PTS sugar transporter subunit IIA	0
369	NCBI_PGAP	WP_308704669.1	ribulose phosphate epimerase	0
372	NCBI_PGAP	WP_002557698.1	S1C family serine protease	0
373	NCBI_PGAP	WP_258556603.1	FAD-dependent oxidoreductase	0
374	NCBI_PGAP	WP_308507109.1	FAD-dependent oxidoreductase	0
375	NCBI_PGAP	WP_255454504.1	FAD-dependent oxidoreductase	0
376	NCBI_PGAP	WP_002557703.1	amidohydrolase family protein	0
377	NCBI_PGAP	WP_002557704.1	class II fructose-bisphosphate aldolase	0
378	NCBI_PGAP	WP_160583899.1	PTS transporter subunit EIIC	0
379	NCBI_PGAP	WP_160581256.1	glucosamine-6-phosphate deaminase	0
380	NCBI_PGAP	WP_160583901.1	30S ribosomal protein S4 (rpsD)	0
381	NCBI_PGAP	WP_002557708.1	RpiB/LacA/LacB family sugar-phosphate isomerase	0
382	NCBI_PGAP	WP_160583903.1	DNA-formamidopyrimidine glycosylase (mutM)	0
384	NCBI_PGAP	WP_160583905.1	endonuclease/exonuclease/phosphatase family protein	0
385	NCBI_PGAP	WP_002557712.1	5'-3' exonuclease	0
386	NCBI_PGAP	WP_160583907.1	DNA polymerase III subunit alpha	0
387	NCBI_PGAP	WP_039387681.1	ribosome-binding factor A	0
388	NCBI_PGAP	WP_160581263.1	translation initiation factor IF-2 (infB)	0
389	NCBI_PGAP	WP_039387683.1	YlxR family protein	0
390	NCBI_PGAP	WP_160581265.1	transcription termination/antitermination protein NusA (nusA)	0
392	NCBI_PGAP	WP_160583910.1	pullulanase	0
393	NCBI_PGAP	WP_160583912.1	threonine--tRNA ligase (thrS)	0
394	NCBI_PGAP	WP_160581270.1	tryptophan--tRNA ligase (trpS)	0
395	NCBI_PGAP	WP_002557721.1	PTS transporter subunit EIIB	0
396	NCBI_PGAP	WP_039387689.1	DEAD/DEAH box helicase	0
397	NCBI_PGAP	WP_160581274.1	ribonuclease HIII	0
398	NCBI_PGAP	WP_002557725.1	YneF family protein	0
