Orthogroup	MFC_MF33_genes	MHP_ES2L_genes
OG0000190	DR085_RS02140	HZK19_RS02265
OG0000191	DR085_RS02120	HZK19_RS02245
OG0000192	DR085_RS02110	HZK19_RS01180
OG0000193	DR085_RS02095	HZK19_RS01175
OG0000194	DR085_RS02085	HZK19_RS00665
OG0000195	DR085_RS02080	HZK19_RS00670
OG0000196	DR085_RS03770	HZK19_RS00690
OG0000197	DR085_RS02055	HZK19_RS00695
OG0000198	DR085_RS02040	HZK19_RS00710
OG0000199	DR085_RS02035	HZK19_RS00715
OG0000200	DR085_RS02020	HZK19_RS00730
OG0000201	DR085_RS02010	HZK19_RS00740
OG0000202	DR085_RS01955	HZK19_RS00795
OG0000203	DR085_RS01950	HZK19_RS00800
OG0000204	DR085_RS03675	HZK19_RS00805
OG0000205	DR085_RS00995	HZK19_RS00810
OG0000206	DR085_RS01015	HZK19_RS00830
OG0000207	DR085_RS01030	HZK19_RS00845
OG0000208	DR085_RS01035	HZK19_RS00850
OG0000209	DR085_RS01040	HZK19_RS00855
OG0000210	DR085_RS01085	HZK19_RS00900
OG0000211	DR085_RS01095	HZK19_RS00910
OG0000212	DR085_RS01105	HZK19_RS00920
OG0000213	DR085_RS01110	HZK19_RS00925
OG0000214	DR085_RS01115	HZK19_RS00930
OG0000215	DR085_RS01120	HZK19_RS00935
OG0000216	DR085_RS01125	HZK19_RS00940
OG0000217	DR085_RS01130	HZK19_RS00945
OG0000218	DR085_RS03695	HZK19_RS00955
OG0000219	DR085_RS01145	HZK19_RS00960
OG0000220	DR085_RS01150	HZK19_RS00965
OG0000221	DR085_RS01155	HZK19_RS00970
OG0000222	DR085_RS01160	HZK19_RS00975
OG0000223	DR085_RS01165	HZK19_RS00980
OG0000224	DR085_RS01175	HZK19_RS00990
OG0000225	DR085_RS01185	HZK19_RS01000
OG0000226	DR085_RS01190	HZK19_RS01005
OG0000227	DR085_RS01195	HZK19_RS01010
OG0000228	DR085_RS03930	HZK19_RS03950
OG0000229	DR085_RS01205	HZK19_RS01020
OG0000230	DR085_RS01210	HZK19_RS01025
OG0000231	DR085_RS01220	HZK19_RS01035
OG0000232	DR085_RS01230	HZK19_RS01045
OG0000233	DR085_RS01240	HZK19_RS01070
OG0000234	DR085_RS01270	HZK19_RS01105
OG0000235	DR085_RS01280	HZK19_RS01115
OG0000236	DR085_RS01285	HZK19_RS01120
OG0000237	DR085_RS01305	HZK19_RS01125
OG0000238	DR085_RS01310	HZK19_RS01130
OG0000239	DR085_RS01340	HZK19_RS02905
OG0000240	DR085_RS01345	HZK19_RS02910
OG0000241	DR085_RS01355	HZK19_RS02920
OG0000242	DR085_RS01360	HZK19_RS02925
OG0000243	DR085_RS01365	HZK19_RS02930
OG0000244	DR085_RS01375	HZK19_RS02940
OG0000245	DR085_RS01385	HZK19_RS02950
OG0000246	DR085_RS02350	HZK19_RS00125
OG0000247	DR085_RS02360	HZK19_RS00135
OG0000248	DR085_RS02385	HZK19_RS00145
OG0000249	DR085_RS02390	HZK19_RS00150
OG0000250	DR085_RS00015	HZK19_RS00165
OG0000251	DR085_RS00045	HZK19_RS00195
OG0000252	DR085_RS00055	HZK19_RS00205
OG0000253	DR085_RS00060	HZK19_RS00210
OG0000254	DR085_RS00070	HZK19_RS00220
OG0000255	DR085_RS00075	HZK19_RS00225
OG0000256	DR085_RS00080	HZK19_RS00230
OG0000257	DR085_RS00105	HZK19_RS00255
OG0000258	DR085_RS00115	HZK19_RS00265
OG0000259	DR085_RS00145	HZK19_RS00295
OG0000260	DR085_RS00155	HZK19_RS00305
OG0000261	DR085_RS03635	HZK19_RS00315
OG0000262	DR085_RS00180	HZK19_RS00330
OG0000263	DR085_RS00195	HZK19_RS00345
OG0000264	DR085_RS00210	HZK19_RS00360
OG0000265	DR085_RS00220	HZK19_RS00370
OG0000266	DR085_RS00235	HZK19_RS00385
OG0000267	DR085_RS00250	HZK19_RS00400
OG0000268	DR085_RS00255	HZK19_RS00405
OG0000269	DR085_RS00270	HZK19_RS00420
OG0000270	DR085_RS03815	HZK19_RS03540
OG0000271	DR085_RS02505	HZK19_RS03535
OG0000272	DR085_RS02510	HZK19_RS03530
OG0000273	DR085_RS02515	HZK19_RS03525
OG0000274	DR085_RS02530	HZK19_RS03505
OG0000275	DR085_RS03820	HZK19_RS03500
OG0000276	DR085_RS02540	HZK19_RS03495
OG0000277	DR085_RS03825	HZK19_RS03485
OG0000278	DR085_RS02555	HZK19_RS03480
OG0000279	DR085_RS02565	HZK19_RS03470
OG0000280	DR085_RS02570	HZK19_RS03465
OG0000281	DR085_RS02575	HZK19_RS03460
OG0000282	DR085_RS02600	HZK19_RS03435
OG0000283	DR085_RS02605	HZK19_RS03430
OG0000284	DR085_RS02610	HZK19_RS03425
OG0000285	DR085_RS03840	HZK19_RS03420
OG0000286	DR085_RS00925	HZK19_RS02390
OG0000287	DR085_RS00900	HZK19_RS02485
OG0000288	DR085_RS00890	HZK19_RS02495
OG0000289	DR085_RS00885	HZK19_RS02500
OG0000290	DR085_RS03270	HZK19_RS02610
OG0000291	DR085_RS00785	HZK19_RS02600
OG0000292	DR085_RS00790	HZK19_RS02595
OG0000293	DR085_RS00795	HZK19_RS02590
OG0000294	DR085_RS00805	HZK19_RS02580
OG0000295	DR085_RS00810	HZK19_RS02575
OG0000296	DR085_RS00850	HZK19_RS02535
OG0000297	DR085_RS00855	HZK19_RS02530
OG0000298	DR085_RS00010	HZK19_RS00160
OG0000299	DR085_RS00030	HZK19_RS00180
OG0000300	DR085_RS00205	HZK19_RS00355
OG0000301	DR085_RS00240	HZK19_RS00390
OG0000302	DR085_RS00245	HZK19_RS00395
OG0000303	DR085_RS00380	HZK19_RS00550
OG0000304	DR085_RS00415	HZK19_RS01055
OG0000305	DR085_RS00565	HZK19_RS02845
OG0000306	DR085_RS00650	HZK19_RS02770
OG0000307	DR085_RS00685	HZK19_RS02735
OG0000308	DR085_RS00765	HZK19_RS02635
OG0000309	DR085_RS00820	HZK19_RS02565
OG0000310	DR085_RS00895	HZK19_RS02490
OG0000311	DR085_RS00945	HZK19_RS02450
OG0000312	DR085_RS00965	HZK19_RS02435
OG0000313	DR085_RS02700	HZK19_RS01565
OG0000314	DR085_RS02785	HZK19_RS01920
OG0000315	DR085_RS02755	HZK19_RS01950
OG0000316	DR085_RS02745	HZK19_RS01960
OG0000317	DR085_RS02870	HZK19_RS02055
OG0000318	DR085_RS03900	HZK19_RS01965
OG0000319	DR085_RS01915	HZK19_RS02200
OG0000320	DR085_RS01850	HZK19_RS02330
OG0000321	DR085_RS01785	HZK19_RS01300
OG0000322	DR085_RS01740	HZK19_RS01345
OG0000323	DR085_RS01610	HZK19_RS01475
OG0000324	DR085_RS02115	HZK19_RS02240
OG0000325	DR085_RS02075	HZK19_RS00675
OG0000326	DR085_RS01980	HZK19_RS00770
OG0000327	DR085_RS01975	HZK19_RS00775
OG0000328	DR085_RS01045	HZK19_RS00860
OG0000329	DR085_RS01065	HZK19_RS00880
OG0000330	DR085_RS01250	HZK19_RS01080
OG0000331	DR085_RS01370	HZK19_RS02935
OG0000332	DR085_RS01470	HZK19_RS03150
OG0000333	DR085_RS01480	HZK19_RS03160
OG0000334	DR085_RS01545	HZK19_RS03270
OG0000335	DR085_RS03720	HZK19_RS03280
OG0000336	DR085_RS03835	HZK19_RS03450
OG0000337	DR085_RS02220	HZK19_RS03620
OG0000338	DR085_RS02260	HZK19_RS03660
OG0000339	DR085_RS01830	HZK19_RS02305
OG0000340	DR085_RS01805	HZK19_RS01280
OG0000341	DR085_RS02135	HZK19_RS02260
OG0000342	DR085_RS02045	HZK19_RS00705
OG0000343	DR085_RS01490	HZK19_RS03170
OG0000344	DR085_RS00395	HZK19_RS00565
OG0000345	DR085_RS01180	HZK19_RS00995
OG0000346	DR085_RS03830	HZK19_RS03455
OG0000347	DR085_RS01715	HZK19_RS01370
OG0000348	DR085_RS03760	HZK19_RS00780
OG0000349	DR085_RS02520	HZK19_RS03515
OG0000350	DR085_RS00655	HZK19_RS02725
OG0000351	DR085_RS00330	HZK19_RS00480
OG0000352	DR085_RS02815	HZK19_RS01895
OG0000353	DR085_RS01745	HZK19_RS01340
OG0000354	DR085_RS00450	HZK19_RS00625
OG0000355	DR085_RS03855	HZK19_RS01870
OG0000356	DR085_RS03870	HZK19_RS01955
OG0000357	DR085_RS03705	HZK19_RS03130
OG0000358	DR085_RS01455	HZK19_RS03135
OG0000359	DR085_RS03765	HZK19_RS00750
OG0000360	DR085_RS00110	HZK19_RS00260
OG0000361	DR085_RS00140	HZK19_RS00290
OG0000362	DR085_RS00875	HZK19_RS02510
OG0000363	DR085_RS03935	HZK19_RS03730
OG0000365	DR085_RS03915	HZK19_RS02000
OG0000366	DR085_RS02840	HZK19_RS02025
OG0000367	DR085_RS02850	HZK19_RS02035
OG0000368	DR085_RS02325	HZK19_RS00060
OG0000369	DR085_RS03780	HZK19_RS00025
OG0000370	DR085_RS02285	HZK19_RS00020
OG0000371	DR085_RS02280	HZK19_RS00015
OG0000372	DR085_RS02275	HZK19_RS00010
OG0000373	DR085_RS02250	HZK19_RS03650
OG0000374	DR085_RS02240	HZK19_RS03640
OG0000375	DR085_RS01920	HZK19_RS02195
OG0000376	DR085_RS01865	HZK19_RS02345
OG0000377	DR085_RS01855	HZK19_RS02335
OG0000378	DR085_RS01820	HZK19_RS01260
OG0000379	DR085_RS01750	HZK19_RS01335
OG0000380	DR085_RS01725	HZK19_RS01360
OG0000381	DR085_RS01685	HZK19_RS01400
OG0000382	DR085_RS01655	HZK19_RS01430
OG0000383	DR085_RS01615	HZK19_RS01470
OG0000384	DR085_RS00335	HZK19_RS00505
OG0000385	DR085_RS00340	HZK19_RS00510
OG0000386	DR085_RS00360	HZK19_RS00530
OG0000387	DR085_RS00385	HZK19_RS00555
OG0000388	DR085_RS03645	HZK19_RS00560
OG0000389	DR085_RS00430	HZK19_RS00605
OG0000390	DR085_RS00545	HZK19_RS02865
OG0000391	DR085_RS00555	HZK19_RS02855
OG0000392	DR085_RS00580	HZK19_RS02830
OG0000393	DR085_RS00635	HZK19_RS02775
OG0000394	DR085_RS00700	HZK19_RS02700
OG0000395	DR085_RS00705	HZK19_RS02695
OG0000396	DR085_RS02710	HZK19_RS02395
OG0000397	DR085_RS02665	HZK19_RS01880
OG0000398	DR085_RS02660	HZK19_RS01885
OG0000399	DR085_RS02770	HZK19_RS01935
OG0000400	DR085_RS01415	HZK19_RS03000
OG0000401	DR085_RS01475	HZK19_RS03155
OG0000402	DR085_RS01485	HZK19_RS03165
OG0000403	DR085_RS01495	HZK19_RS03175
OG0000404	DR085_RS03710	HZK19_RS03205
OG0000405	DR085_RS01530	HZK19_RS03220
OG0000406	DR085_RS01560	HZK19_RS03285
OG0000407	DR085_RS03725	HZK19_RS03290
OG0000408	DR085_RS01570	HZK19_RS03295
OG0000409	DR085_RS01575	HZK19_RS03300
OG0000410	DR085_RS02955	HZK19_RS03360
OG0000411	DR085_RS02945	HZK19_RS03350
OG0000412	DR085_RS02940	HZK19_RS03345
OG0000413	DR085_RS02185	HZK19_RS01485
OG0000414	DR085_RS02175	HZK19_RS01495
OG0000415	DR085_RS02170	HZK19_RS01500
OG0000416	DR085_RS02160	HZK19_RS01510
OG0000417	DR085_RS02130	HZK19_RS02255
OG0000418	DR085_RS02125	HZK19_RS02250
OG0000419	DR085_RS02065	HZK19_RS00685
OG0000420	DR085_RS02030	HZK19_RS00720
OG0000421	DR085_RS01995	HZK19_RS00755
OG0000422	DR085_RS01985	HZK19_RS00765
OG0000423	DR085_RS01005	HZK19_RS00820
OG0000424	DR085_RS01010	HZK19_RS00825
OG0000425	DR085_RS01020	HZK19_RS00835
OG0000426	DR085_RS03680	HZK19_RS00840
OG0000427	DR085_RS03685	HZK19_RS00865
OG0000428	DR085_RS01075	HZK19_RS00890
OG0000429	DR085_RS01170	HZK19_RS00985
OG0000430	DR085_RS01215	HZK19_RS01030
OG0000431	DR085_RS01225	HZK19_RS01040
OG0000432	DR085_RS01245	HZK19_RS01075
OG0000433	DR085_RS01255	HZK19_RS01090
OG0000434	DR085_RS01260	HZK19_RS01095
OG0000435	DR085_RS01275	HZK19_RS01110
OG0000436	DR085_RS01315	HZK19_RS01135
OG0000437	DR085_RS01325	HZK19_RS01145
OG0000438	DR085_RS03700	HZK19_RS01150
OG0000439	DR085_RS01335	HZK19_RS01155
OG0000440	DR085_RS01350	HZK19_RS02915
OG0000441	DR085_RS01390	HZK19_RS02955
OG0000442	DR085_RS02355	HZK19_RS00130
OG0000443	DR085_RS00025	HZK19_RS00175
OG0000444	DR085_RS00040	HZK19_RS00190
OG0000445	DR085_RS00065	HZK19_RS00215
OG0000446	DR085_RS00090	HZK19_RS00240
OG0000447	DR085_RS00095	HZK19_RS00245
OG0000448	DR085_RS00125	HZK19_RS00275
OG0000449	DR085_RS00150	HZK19_RS00300
OG0000450	DR085_RS00160	HZK19_RS00310
OG0000451	DR085_RS00200	HZK19_RS00350
OG0000452	DR085_RS00225	HZK19_RS00375
OG0000453	DR085_RS00260	HZK19_RS00410
OG0000455	DR085_RS03810	HZK19_RS03560
OG0000456	DR085_RS02595	HZK19_RS03440
OG0000457	DR085_RS02620	HZK19_RS03415
OG0000458	DR085_RS00905	HZK19_RS02480
OG0000459	DR085_RS00880	HZK19_RS02505
OG0000460	DR085_RS00870	HZK19_RS02520
OG0000461	DR085_RS00825	HZK19_RS02560
OG0000462	DR085_RS00830	HZK19_RS02555
OG0000463	DR085_RS00835	HZK19_RS02550
OG0000465	DR085_RS00845	HZK19_RS02545
OG0000466	DR085_RS00230	HZK19_RS00380
OG0000467	DR085_RS03670	HZK19_RS02645
OG0000468	DR085_RS02775	HZK19_RS01930
OG0000469	DR085_RS02995	HZK19_RS01990
OG0000470	DR085_RS01000	HZK19_RS00815
OG0000471	DR085_RS01080	HZK19_RS00895
OG0000472	DR085_RS02645	HZK19_RS03370
OG0000473	DR085_RS02495	HZK19_RS03545
OG0000474	DR085_RS02490	HZK19_RS03550
OG0000475	DR085_RS02485	HZK19_RS03555
OG0000476	DR085_RS02450	HZK19_RS01520
OG0000477	DR085_RS00800	HZK19_RS02585
OG0000478	DR085_RS02545	HZK19_RS03490
OG0000479	DR085_RS01790	HZK19_RS01295
OG0000480	DR085_RS03170	HZK19_RS01995
OG0000481	DR085_RS01960	HZK19_RS00790
OG0000483	DR085_RS02855	HZK19_RS02040
OG0000484	DR085_RS03630	HZK19_RS00185
OG0000485	DR085_RS01320	HZK19_RS01140
OG0000486	DR085_RS02150	HZK19_RS02275
OG0000487	DR085_RS03905	HZK19_RS01970
OG0000488	DR085_RS02825	HZK19_RS02010
OG0000489	DR085_RS02315	HZK19_RS00050
OG0000490	DR085_RS02255	HZK19_RS03655
OG0000491	DR085_RS01770	HZK19_RS01315
OG0000492	DR085_RS01695	HZK19_RS01390
OG0000493	DR085_RS00400	HZK19_RS00570
OG0000494	DR085_RS00455	HZK19_RS00630
OG0000495	DR085_RS00610	HZK19_RS02800
OG0000496	DR085_RS00620	HZK19_RS02790
OG0000497	DR085_RS00625	HZK19_RS02785
OG0000498	DR085_RS00695	HZK19_RS02705
OG0000499	DR085_RS00740	HZK19_RS02670
OG0000500	DR085_RS02655	HZK19_RS01890
OG0000501	DR085_RS01425	HZK19_RS03010
OG0000502	DR085_RS02090	HZK19_RS01165
OG0000503	DR085_RS02015	HZK19_RS00735
OG0000504	DR085_RS01055	HZK19_RS00870
OG0000505	DR085_RS01090	HZK19_RS00905
OG0000506	DR085_RS01100	HZK19_RS00915
OG0000507	DR085_RS01135	HZK19_RS00950
OG0000508	DR085_RS00085	HZK19_RS00235
OG0000509	DR085_RS00120	HZK19_RS00270
OG0000510	DR085_RS00130	HZK19_RS00280
OG0000511	DR085_RS00265	HZK19_RS00415
OG0000513	DR085_RS02560	HZK19_RS03475
OG0000514	DR085_RS00585	HZK19_RS02825
OG0000516	DR085_RS02970	HZK19_RS01975
OG0000517	DR085_RS02330	HZK19_RS00065
OG0000518	DR085_RS01465	HZK19_RS03145
OG0000519	DR085_RS01990	HZK19_RS00760
OG0000520	DR085_RS01070	HZK19_RS00885
OG0000521	DR085_RS00100	HZK19_RS00250
OG0000522	DR085_RS00135	HZK19_RS00285
OG0000523	DR085_RS02625	HZK19_RS03410
OG0000524	DR085_RS00760	HZK19_RS02640
OG0000528	DR085_RS02980	HZK19_RS01980
OG0000529	DR085_RS01905	HZK19_RS02210
OG0000530	DR085_RS01840	HZK19_RS02315
OG0000531	DR085_RS01720	HZK19_RS01365
OG0000532	DR085_RS00490	HZK19_RS01590
OG0000533	DR085_RS01235	HZK19_RS00590
OG0000534	DR085_RS00215	HZK19_RS00365
OG0000535	DR085_RS02310	HZK19_RS00045
OG0000536	DR085_RS02425	HZK19_RS03590
OG0000537	DR085_RS02050	HZK19_RS00700
OG0000538	DR085_RS01265	HZK19_RS01100
OG0000539	DR085_RS00050	HZK19_RS00200
OG0000541	DR085_RS00725	HZK19_RS02685
OG0000542	DR085_RS00185	HZK19_RS00335
OG0000547	DR085_RS00535	HZK19_RS02875
OG0000548	DR085_RS02705	HZK19_RS01560
OG0000549	DR085_RS02650	HZK19_RS03365
OG0000550	DR085_RS02525	HZK19_RS03510
OG0000551	DR085_RS01380	HZK19_RS02945
OG0000555	DR085_RS03230	HZK19_RS02880
OG0000589	DR085_RS02910	HZK19_RS02120
OG0000602	DR085_RS02820	HZK19_RS02005
