Orthogroup	MFC_MF33_genes	MHP_MHP691_genes
OG0000106	DR085_RS01900	DR087_RS00210
OG0000107	DR085_RS01890	DR087_RS00220
OG0000108	DR085_RS01885	DR087_RS00225
OG0000109	DR085_RS01880	DR087_RS00230
OG0000110	DR085_RS01875	DR087_RS01695
OG0000111	DR085_RS01870	DR087_RS01700
OG0000112	DR085_RS01860	DR087_RS01710
OG0000113	DR085_RS03750	DR087_RS04610
OG0000114	DR085_RS01835	DR087_RS01740
OG0000115	DR085_RS01825	DR087_RS01750
OG0000116	DR085_RS01815	DR087_RS03310
OG0000117	DR085_RS01810	DR087_RS03305
OG0000118	DR085_RS01780	DR087_RS01190
OG0000119	DR085_RS01775	DR087_RS01185
OG0000120	DR085_RS01760	DR087_RS01170
OG0000121	DR085_RS01735	DR087_RS01145
OG0000122	DR085_RS01730	DR087_RS01140
OG0000123	DR085_RS01710	DR087_RS01120
OG0000124	DR085_RS01705	DR087_RS01115
OG0000125	DR085_RS01700	DR087_RS01110
OG0000126	DR085_RS01690	DR087_RS01100
OG0000127	DR085_RS01680	DR087_RS01090
OG0000128	DR085_RS01665	DR087_RS01075
OG0000129	DR085_RS01660	DR087_RS01070
OG0000130	DR085_RS01650	DR087_RS01060
OG0000131	DR085_RS01620	DR087_RS04535
OG0000132	DR085_RS03735	DR087_RS04530
OG0000133	DR085_RS00350	DR087_RS02865
OG0000134	DR085_RS03640	DR087_RS02870
OG0000135	DR085_RS00370	DR087_RS02885
OG0000136	DR085_RS00375	DR087_RS02890
OG0000137	DR085_RS00405	DR087_RS02930
OG0000138	DR085_RS00435	DR087_RS03165
OG0000139	DR085_RS00465	DR087_RS03135
OG0000140	DR085_RS00470	DR087_RS03130
OG0000141	DR085_RS00510	DR087_RS01495
OG0000142	DR085_RS03655	DR087_RS04585
OG0000143	DR085_RS00540	DR087_RS01465
OG0000144	DR085_RS00550	DR087_RS01455
OG0000145	DR085_RS00560	DR087_RS01445
OG0000146	DR085_RS00570	DR087_RS01435
OG0000147	DR085_RS00575	DR087_RS01430
OG0000148	DR085_RS00590	DR087_RS01415
OG0000149	DR085_RS00600	DR087_RS01405
OG0000150	DR085_RS00615	DR087_RS01390
OG0000151	DR085_RS00670	DR087_RS03290
OG0000152	DR085_RS00675	DR087_RS03285
OG0000153	DR085_RS00680	DR087_RS03280
OG0000154	DR085_RS00690	DR087_RS03270
OG0000155	DR085_RS00710	DR087_RS03545
OG0000156	DR085_RS00730	DR087_RS01225
OG0000157	DR085_RS03660	DR087_RS04555
OG0000158	DR085_RS03665	DR087_RS04560
OG0000159	DR085_RS00970	DR087_RS04805
OG0000160	DR085_RS00975	DR087_RS02460
OG0000161	DR085_RS00985	DR087_RS02455
OG0000162	DR085_RS02725	DR087_RS02445
OG0000163	DR085_RS02720	DR087_RS02440
OG0000164	DR085_RS03860	DR087_RS03205
OG0000165	DR085_RS02810	DR087_RS01520
OG0000166	DR085_RS02780	DR087_RS00005
OG0000167	DR085_RS02765	DR087_RS00020
OG0000168	DR085_RS02760	DR087_RS00025
OG0000169	DR085_RS01405	DR087_RS01010
OG0000170	DR085_RS01420	DR087_RS00990
OG0000171	DR085_RS01430	DR087_RS00980
OG0000172	DR085_RS01435	DR087_RS00975
OG0000173	DR085_RS01440	DR087_RS00970
OG0000174	DR085_RS01445	DR087_RS00965
OG0000175	DR085_RS01460	DR087_RS00950
OG0000176	DR085_RS01500	DR087_RS00900
OG0000177	DR085_RS01505	DR087_RS00895
OG0000178	DR085_RS01510	DR087_RS00890
OG0000179	DR085_RS01520	DR087_RS00880
OG0000180	DR085_RS01525	DR087_RS00875
OG0000181	DR085_RS03715	DR087_RS04520
OG0000182	DR085_RS01550	DR087_RS00820
OG0000183	DR085_RS01585	DR087_RS00785
OG0000184	DR085_RS02950	DR087_RS02140
OG0000185	DR085_RS02935	DR087_RS02155
OG0000186	DR085_RS02180	DR087_RS04735
OG0000187	DR085_RS02165	DR087_RS03425
OG0000188	DR085_RS02155	DR087_RS03415
OG0000189	DR085_RS03775	DR087_RS04425
OG0000190	DR085_RS02140	DR087_RS00260
OG0000191	DR085_RS02120	DR087_RS00240
OG0000192	DR085_RS02110	DR087_RS02805
OG0000193	DR085_RS02095	DR087_RS02790
OG0000194	DR085_RS02085	DR087_RS02185
OG0000195	DR085_RS02080	DR087_RS02190
OG0000196	DR085_RS03770	DR087_RS02210
OG0000197	DR085_RS02055	DR087_RS02215
OG0000198	DR085_RS02040	DR087_RS02230
OG0000199	DR085_RS02035	DR087_RS02235
OG0000200	DR085_RS02020	DR087_RS02250
OG0000201	DR085_RS02010	DR087_RS02260
OG0000202	DR085_RS01955	DR087_RS02315
OG0000203	DR085_RS01950	DR087_RS02320
OG0000204	DR085_RS03675	DR087_RS04700
OG0000205	DR085_RS00995	DR087_RS02610
OG0000206	DR085_RS01015	DR087_RS02590
OG0000207	DR085_RS01030	DR087_RS02575
OG0000208	DR085_RS01035	DR087_RS02570
OG0000209	DR085_RS01040	DR087_RS02565
OG0000210	DR085_RS01085	DR087_RS02520
OG0000211	DR085_RS01095	DR087_RS02630
OG0000212	DR085_RS01105	DR087_RS02640
OG0000213	DR085_RS01110	DR087_RS02645
OG0000214	DR085_RS01115	DR087_RS02650
OG0000215	DR085_RS01120	DR087_RS02655
OG0000216	DR085_RS01125	DR087_RS02660
OG0000217	DR085_RS01130	DR087_RS02665
OG0000218	DR085_RS03695	DR087_RS02675
OG0000219	DR085_RS01145	DR087_RS02680
OG0000220	DR085_RS01150	DR087_RS02685
OG0000221	DR085_RS01155	DR087_RS02690
OG0000222	DR085_RS01160	DR087_RS02695
OG0000223	DR085_RS01165	DR087_RS02700
OG0000224	DR085_RS01175	DR087_RS02710
OG0000225	DR085_RS01185	DR087_RS02720
OG0000226	DR085_RS01190	DR087_RS02725
OG0000227	DR085_RS01195	DR087_RS02730
OG0000228	DR085_RS03930	DR087_RS04810
OG0000229	DR085_RS01205	DR087_RS02740
OG0000230	DR085_RS01210	DR087_RS02745
OG0000231	DR085_RS01220	DR087_RS02755
OG0000232	DR085_RS01230	DR087_RS02765
OG0000233	DR085_RS01240	DR087_RS02010
OG0000234	DR085_RS01270	DR087_RS01970
OG0000235	DR085_RS01280	DR087_RS01960
OG0000236	DR085_RS01285	DR087_RS01955
OG0000237	DR085_RS01305	DR087_RS01950
OG0000238	DR085_RS01310	DR087_RS01940
OG0000239	DR085_RS01340	DR087_RS03355
OG0000240	DR085_RS01345	DR087_RS03350
OG0000241	DR085_RS01355	DR087_RS03340
OG0000242	DR085_RS01360	DR087_RS03365
OG0000243	DR085_RS01365	DR087_RS03370
OG0000244	DR085_RS01375	DR087_RS03380
OG0000245	DR085_RS01385	DR087_RS03390
OG0000246	DR085_RS02350	DR087_RS00560
OG0000247	DR085_RS02360	DR087_RS02415
OG0000248	DR085_RS02385	DR087_RS02405
OG0000249	DR085_RS02390	DR087_RS02400
OG0000250	DR085_RS00015	DR087_RS02385
OG0000251	DR085_RS00045	DR087_RS02350
OG0000252	DR085_RS00055	DR087_RS02340
OG0000253	DR085_RS00060	DR087_RS02335
OG0000254	DR085_RS00070	DR087_RS02325
OG0000255	DR085_RS00075	DR087_RS01760
OG0000256	DR085_RS00080	DR087_RS01765
OG0000257	DR085_RS00105	DR087_RS01790
OG0000258	DR085_RS00115	DR087_RS01800
OG0000259	DR085_RS00145	DR087_RS01830
OG0000260	DR085_RS00155	DR087_RS01840
OG0000261	DR085_RS03635	DR087_RS04615
OG0000262	DR085_RS00180	DR087_RS01865
OG0000263	DR085_RS00195	DR087_RS01880
OG0000264	DR085_RS00210	DR087_RS01895
OG0000265	DR085_RS00220	DR087_RS01910
OG0000266	DR085_RS00235	DR087_RS03015
OG0000267	DR085_RS00250	DR087_RS03030
OG0000268	DR085_RS00255	DR087_RS03035
OG0000269	DR085_RS00270	DR087_RS03050
OG0000270	DR085_RS03815	DR087_RS04505
OG0000271	DR085_RS02505	DR087_RS00715
OG0000272	DR085_RS02510	DR087_RS00710
OG0000273	DR085_RS02515	DR087_RS00705
OG0000274	DR085_RS02530	DR087_RS00685
OG0000275	DR085_RS03820	DR087_RS04495
OG0000276	DR085_RS02540	DR087_RS00675
OG0000277	DR085_RS03825	DR087_RS00665
OG0000278	DR085_RS02555	DR087_RS00660
OG0000279	DR085_RS02565	DR087_RS00650
OG0000280	DR085_RS02570	DR087_RS00645
OG0000281	DR085_RS02575	DR087_RS00640
OG0000282	DR085_RS02600	DR087_RS04485
OG0000283	DR085_RS02605	DR087_RS00610
OG0000284	DR085_RS02610	DR087_RS00605
OG0000285	DR085_RS03840	DR087_RS04480
OG0000286	DR085_RS00925	DR087_RS02425
OG0000287	DR085_RS00900	DR087_RS02940
OG0000288	DR085_RS00890	DR087_RS02950
OG0000289	DR085_RS00885	DR087_RS02955
OG0000290	DR085_RS03270	DR087_RS01285
OG0000291	DR085_RS00785	DR087_RS01295
OG0000292	DR085_RS00790	DR087_RS01300
OG0000293	DR085_RS00795	DR087_RS01305
OG0000294	DR085_RS00805	DR087_RS01315
OG0000295	DR085_RS00810	DR087_RS01320
OG0000296	DR085_RS00850	DR087_RS02990
OG0000297	DR085_RS00855	DR087_RS02985
OG0000298	DR085_RS00010	DR087_RS02390
OG0000299	DR085_RS00030	DR087_RS02365
OG0000300	DR085_RS00205	DR087_RS01890
OG0000301	DR085_RS00240	DR087_RS03020
OG0000302	DR085_RS00245	DR087_RS03025
OG0000303	DR085_RS00380	DR087_RS02895
OG0000304	DR085_RS00415	DR087_RS02770
OG0000305	DR085_RS00565	DR087_RS01440
OG0000306	DR085_RS00650	DR087_RS01365
OG0000307	DR085_RS00685	DR087_RS03275
OG0000308	DR085_RS00765	DR087_RS01265
OG0000309	DR085_RS00820	DR087_RS01330
OG0000310	DR085_RS00895	DR087_RS02945
OG0000311	DR085_RS00945	DR087_RS02485
OG0000312	DR085_RS00965	DR087_RS02470
OG0000313	DR085_RS02700	DR087_RS03215
OG0000314	DR085_RS02785	DR087_RS01500
OG0000315	DR085_RS02755	DR087_RS00030
OG0000316	DR085_RS02745	DR087_RS00040
OG0000317	DR085_RS02870	DR087_RS00130
OG0000318	DR085_RS03900	DR087_RS04400
OG0000319	DR085_RS01915	DR087_RS00195
OG0000320	DR085_RS01850	DR087_RS01720
OG0000321	DR085_RS01785	DR087_RS01195
OG0000322	DR085_RS01740	DR087_RS01150
OG0000323	DR085_RS01610	DR087_RS01020
OG0000324	DR085_RS02115	DR087_RS00235
OG0000325	DR085_RS02075	DR087_RS02195
OG0000326	DR085_RS01980	DR087_RS02290
OG0000327	DR085_RS01975	DR087_RS02295
OG0000328	DR085_RS01045	DR087_RS02560
OG0000329	DR085_RS01065	DR087_RS02540
OG0000330	DR085_RS01250	DR087_RS01995
OG0000331	DR085_RS01370	DR087_RS03375
OG0000332	DR085_RS01470	DR087_RS00940
OG0000333	DR085_RS01480	DR087_RS00930
OG0000334	DR085_RS01545	DR087_RS00825
OG0000335	DR085_RS03720	DR087_RS00815
OG0000336	DR085_RS03835	DR087_RS04490
OG0000337	DR085_RS02220	DR087_RS00385
OG0000338	DR085_RS02260	DR087_RS00425
OG0000339	DR085_RS01830	DR087_RS01745
OG0000340	DR085_RS01805	DR087_RS01215
OG0000341	DR085_RS02135	DR087_RS00255
OG0000342	DR085_RS02045	DR087_RS02225
OG0000343	DR085_RS01490	DR087_RS00920
OG0000344	DR085_RS00395	DR087_RS02910
OG0000345	DR085_RS01180	DR087_RS02715
OG0000346	DR085_RS03830	DR087_RS00635
OG0000347	DR085_RS01715	DR087_RS01125
OG0000348	DR085_RS03760	DR087_RS02300
OG0000349	DR085_RS02520	DR087_RS04500
OG0000350	DR085_RS00655	DR087_RS03265
OG0000351	DR085_RS00330	DR087_RS03115
OG0000352	DR085_RS02815	DR087_RS01525
OG0000353	DR085_RS01745	DR087_RS01155
OG0000354	DR085_RS00450	DR087_RS03150
OG0000355	DR085_RS03855	DR087_RS04595
OG0000356	DR085_RS03870	DR087_RS04395
OG0000357	DR085_RS03705	DR087_RS04525
OG0000358	DR085_RS01455	DR087_RS00955
OG0000359	DR085_RS03765	DR087_RS04665
OG0000360	DR085_RS00110	DR087_RS01795
OG0000361	DR085_RS00140	DR087_RS01825
OG0000362	DR085_RS00875	DR087_RS02965
OG0000363	DR085_RS03935	DR087_RS04545
OG0000365	DR085_RS03915	DR087_RS04420
OG0000366	DR085_RS02840	DR087_RS00100
OG0000367	DR085_RS02850	DR087_RS00110
OG0000368	DR085_RS02325	DR087_RS00490
OG0000369	DR085_RS03780	DR087_RS04455
OG0000371	DR085_RS02280	DR087_RS04765
OG0000372	DR085_RS02275	DR087_RS00440
OG0000373	DR085_RS02250	DR087_RS00415
OG0000374	DR085_RS02240	DR087_RS00405
OG0000375	DR085_RS01920	DR087_RS00190
OG0000376	DR085_RS01865	DR087_RS01705
OG0000377	DR085_RS01855	DR087_RS01715
OG0000378	DR085_RS01820	DR087_RS03315
OG0000379	DR085_RS01750	DR087_RS01160
OG0000380	DR085_RS01725	DR087_RS01135
OG0000381	DR085_RS01685	DR087_RS01095
OG0000382	DR085_RS01655	DR087_RS01065
OG0000383	DR085_RS01615	DR087_RS01025
OG0000384	DR085_RS00335	DR087_RS03460
OG0000385	DR085_RS00340	DR087_RS03455
OG0000386	DR085_RS00360	DR087_RS02875
OG0000387	DR085_RS00385	DR087_RS02900
OG0000388	DR085_RS03645	DR087_RS04720
OG0000389	DR085_RS00430	DR087_RS03170
OG0000390	DR085_RS00545	DR087_RS01460
OG0000391	DR085_RS00555	DR087_RS01450
OG0000392	DR085_RS00580	DR087_RS01425
OG0000393	DR085_RS00635	DR087_RS04575
OG0000394	DR085_RS00700	DR087_RS03560
OG0000395	DR085_RS00705	DR087_RS03550
OG0000396	DR085_RS02710	DR087_RS02430
OG0000397	DR085_RS02665	DR087_RS01540
OG0000398	DR085_RS02660	DR087_RS01535
OG0000399	DR085_RS02770	DR087_RS00015
OG0000400	DR085_RS01415	DR087_RS00995
OG0000401	DR085_RS01475	DR087_RS00935
OG0000402	DR085_RS01485	DR087_RS00925
OG0000403	DR085_RS01495	DR087_RS00915
OG0000404	DR085_RS03710	DR087_RS00885
OG0000405	DR085_RS01530	DR087_RS00870
OG0000406	DR085_RS01560	DR087_RS00810
OG0000407	DR085_RS03725	DR087_RS04515
OG0000408	DR085_RS01570	DR087_RS00800
OG0000409	DR085_RS01575	DR087_RS00795
OG0000410	DR085_RS02955	DR087_RS02135
OG0000411	DR085_RS02945	DR087_RS02145
OG0000412	DR085_RS02940	DR087_RS02150
OG0000413	DR085_RS02185	DR087_RS00355
OG0000414	DR085_RS02175	DR087_RS03435
OG0000415	DR085_RS02170	DR087_RS03430
OG0000416	DR085_RS02160	DR087_RS03420
OG0000417	DR085_RS02130	DR087_RS00250
OG0000418	DR085_RS02125	DR087_RS00245
OG0000419	DR085_RS02065	DR087_RS02205
OG0000420	DR085_RS02030	DR087_RS02240
OG0000421	DR085_RS01995	DR087_RS02275
OG0000422	DR085_RS01985	DR087_RS02285
OG0000423	DR085_RS01005	DR087_RS02600
OG0000424	DR085_RS01010	DR087_RS02595
OG0000425	DR085_RS01020	DR087_RS02585
OG0000426	DR085_RS03680	DR087_RS04695
OG0000427	DR085_RS03685	DR087_RS04690
OG0000428	DR085_RS01075	DR087_RS02530
OG0000429	DR085_RS01170	DR087_RS02705
OG0000430	DR085_RS01215	DR087_RS02750
OG0000431	DR085_RS01225	DR087_RS02760
OG0000432	DR085_RS01245	DR087_RS02000
OG0000433	DR085_RS01255	DR087_RS01985
OG0000434	DR085_RS01260	DR087_RS01980
OG0000435	DR085_RS01275	DR087_RS01965
OG0000436	DR085_RS01315	DR087_RS01935
OG0000437	DR085_RS01325	DR087_RS01925
OG0000438	DR085_RS03700	DR087_RS01920
OG0000439	DR085_RS01335	DR087_RS04620
OG0000440	DR085_RS01350	DR087_RS03345
OG0000441	DR085_RS01390	DR087_RS03395
OG0000442	DR085_RS02355	DR087_RS04770
OG0000443	DR085_RS00025	DR087_RS02370
OG0000444	DR085_RS00040	DR087_RS02355
OG0000445	DR085_RS00065	DR087_RS02330
OG0000446	DR085_RS00090	DR087_RS01775
OG0000447	DR085_RS00095	DR087_RS01780
OG0000448	DR085_RS00125	DR087_RS01810
OG0000449	DR085_RS00150	DR087_RS01835
OG0000450	DR085_RS00160	DR087_RS01845
OG0000451	DR085_RS00200	DR087_RS01885
OG0000452	DR085_RS00225	DR087_RS03005
OG0000453	DR085_RS00260	DR087_RS03040
OG0000455	DR085_RS03810	DR087_RS00740
OG0000456	DR085_RS02595	DR087_RS00620
OG0000457	DR085_RS02620	DR087_RS00595
OG0000458	DR085_RS00905	DR087_RS02935
OG0000459	DR085_RS00880	DR087_RS02960
OG0000460	DR085_RS00870	DR087_RS02970
OG0000461	DR085_RS00825	DR087_RS01335
OG0000462	DR085_RS00830	DR087_RS01340
OG0000463	DR085_RS00835	DR087_RS01350
OG0000464	DR085_RS00840	DR087_RS03000
OG0000465	DR085_RS00845	DR087_RS02995
OG0000466	DR085_RS00230	DR087_RS03010
OG0000467	DR085_RS03670	DR087_RS04570
OG0000468	DR085_RS02775	DR087_RS00010
OG0000469	DR085_RS02995	DR087_RS00070
OG0000470	DR085_RS01000	DR087_RS03755
OG0000471	DR085_RS01080	DR087_RS02525
OG0000472	DR085_RS02645	DR087_RS02125
OG0000473	DR085_RS02495	DR087_RS00725
OG0000474	DR085_RS02490	DR087_RS00730
OG0000475	DR085_RS02485	DR087_RS00735
OG0000476	DR085_RS02450	DR087_RS03410
OG0000477	DR085_RS00800	DR087_RS01310
OG0000478	DR085_RS02545	DR087_RS00670
OG0000479	DR085_RS01790	DR087_RS01200
OG0000480	DR085_RS03170	DR087_RS03730
OG0000481	DR085_RS01960	DR087_RS02310
OG0000482	DR085_RS02100	DR087_RS02795
OG0000483	DR085_RS02855	DR087_RS00115
OG0000484	DR085_RS03630	DR087_RS04670
OG0000485	DR085_RS01320	DR087_RS01930
OG0000486	DR085_RS02150	DR087_RS00270
OG0000487	DR085_RS03905	DR087_RS04405
OG0000488	DR085_RS02825	DR087_RS00085
OG0000489	DR085_RS02315	DR087_RS00480
OG0000490	DR085_RS02255	DR087_RS00420
OG0000491	DR085_RS01770	DR087_RS01180
OG0000492	DR085_RS01695	DR087_RS01105
OG0000493	DR085_RS00400	DR087_RS02915
OG0000494	DR085_RS00455	DR087_RS03145
OG0000495	DR085_RS00610	DR087_RS01395
OG0000496	DR085_RS00620	DR087_RS01385
OG0000497	DR085_RS00625	DR087_RS01380
OG0000498	DR085_RS00695	DR087_RS03245
OG0000499	DR085_RS00740	DR087_RS01235
OG0000500	DR085_RS02655	DR087_RS01530
OG0000501	DR085_RS01425	DR087_RS00985
OG0000502	DR085_RS02090	DR087_RS02785
OG0000503	DR085_RS02015	DR087_RS02255
OG0000504	DR085_RS01055	DR087_RS02550
OG0000505	DR085_RS01090	DR087_RS02625
OG0000506	DR085_RS01100	DR087_RS02635
OG0000507	DR085_RS01135	DR087_RS02670
OG0000508	DR085_RS00085	DR087_RS01770
OG0000509	DR085_RS00120	DR087_RS01805
OG0000510	DR085_RS00130	DR087_RS01815
OG0000511	DR085_RS00265	DR087_RS03045
OG0000512	DR085_RS00865	DR087_RS02975
OG0000513	DR085_RS02560	DR087_RS00655
OG0000514	DR085_RS00585	DR087_RS01420
OG0000516	DR085_RS02970	DR087_RS04410
OG0000517	DR085_RS02330	DR087_RS00495
OG0000518	DR085_RS01465	DR087_RS00945
OG0000519	DR085_RS01990	DR087_RS02280
OG0000520	DR085_RS01070	DR087_RS02535
OG0000521	DR085_RS00100	DR087_RS01785
OG0000522	DR085_RS00135	DR087_RS01820
OG0000523	DR085_RS02625	DR087_RS00590
OG0000524	DR085_RS00760	DR087_RS01260
OG0000528	DR085_RS02980	DR087_RS04415
OG0000529	DR085_RS01905	DR087_RS00205
OG0000530	DR085_RS01840	DR087_RS01735
OG0000531	DR085_RS01720	DR087_RS01130
OG0000532	DR085_RS00490	DR087_RS03180
OG0000533	DR085_RS01235	DR087_RS03510
OG0000534	DR085_RS00215	DR087_RS01900
OG0000535	DR085_RS02310	DR087_RS04460
OG0000537	DR085_RS02050	DR087_RS02220
OG0000538	DR085_RS01265	DR087_RS01975
OG0000539	DR085_RS00050	DR087_RS02345
OG0000541	DR085_RS00725	DR087_RS01220
OG0000542	DR085_RS00185	DR087_RS01870
OG0000547	DR085_RS00535	DR087_RS01470
OG0000548	DR085_RS02705	DR087_RS03220
OG0000549	DR085_RS02650	DR087_RS04650
OG0000550	DR085_RS02525	DR087_RS00690
OG0000551	DR085_RS01380	DR087_RS03385
OG0000555	DR085_RS03230	DR087_RS04580
OG0000589	DR085_RS02910	DR087_RS03500
OG0000602	DR085_RS02820	DR087_RS00080
