Orthogroup	MFC_MF33_genes	MHP_KM014_genes
OG0000248	DR085_RS02385	CIB43_RS00875
OG0000250	DR085_RS00015	CIB43_RS00885
OG0000251	DR085_RS00045	CIB43_RS00925
OG0000252	DR085_RS00055	CIB43_RS00930
OG0000253	DR085_RS00060	CIB43_RS00940
OG0000254	DR085_RS00070	CIB43_RS00950
OG0000255	DR085_RS00075	CIB43_RS00955
OG0000256	DR085_RS00080	CIB43_RS00960
OG0000257	DR085_RS00105	CIB43_RS00985
OG0000258	DR085_RS00115	CIB43_RS01015
OG0000259	DR085_RS00145	CIB43_RS01030
OG0000260	DR085_RS00155	CIB43_RS01045
OG0000262	DR085_RS00180	CIB43_RS01075
OG0000263	DR085_RS00195	CIB43_RS01080
OG0000264	DR085_RS00210	CIB43_RS01100
OG0000265	DR085_RS00220	CIB43_RS01110
OG0000266	DR085_RS00235	CIB43_RS01120
OG0000267	DR085_RS00250	CIB43_RS01135
OG0000268	DR085_RS00255	CIB43_RS01305
OG0000269	DR085_RS00270	CIB43_RS01320
OG0000270	DR085_RS03815	CIB43_RS00575
OG0000271	DR085_RS02505	CIB43_RS00570
OG0000272	DR085_RS02510	CIB43_RS00565
OG0000273	DR085_RS02515	CIB43_RS00560
OG0000274	DR085_RS02530	CIB43_RS00545
OG0000275	DR085_RS03820	CIB43_RS00535
OG0000276	DR085_RS02540	CIB43_RS00530
OG0000277	DR085_RS03825	CIB43_RS00525
OG0000278	DR085_RS02555	CIB43_RS00515
OG0000279	DR085_RS02565	CIB43_RS00510
OG0000280	DR085_RS02570	CIB43_RS00500
OG0000281	DR085_RS02575	CIB43_RS00495
OG0000283	DR085_RS02605	CIB43_RS00475
OG0000284	DR085_RS02610	CIB43_RS00460
OG0000285	DR085_RS03840	CIB43_RS00455
OG0000286	DR085_RS00925	CIB43_RS03345
OG0000287	DR085_RS00900	CIB43_RS03440
OG0000288	DR085_RS00890	CIB43_RS03450
OG0000289	DR085_RS00885	CIB43_RS03455
OG0000290	DR085_RS03270	CIB43_RS03565
OG0000291	DR085_RS00785	CIB43_RS03560
OG0000292	DR085_RS00790	CIB43_RS03550
OG0000293	DR085_RS00795	CIB43_RS03545
OG0000294	DR085_RS00805	CIB43_RS03540
OG0000295	DR085_RS00810	CIB43_RS03530
OG0000296	DR085_RS00850	CIB43_RS03495
OG0000297	DR085_RS00855	CIB43_RS03485
OG0000298	DR085_RS00010	CIB43_RS00880
OG0000299	DR085_RS00030	CIB43_RS00915
OG0000300	DR085_RS00205	CIB43_RS01090
OG0000301	DR085_RS00240	CIB43_RS01125
OG0000302	DR085_RS00245	CIB43_RS01130
OG0000303	DR085_RS00380	CIB43_RS01455
OG0000304	DR085_RS00415	CIB43_RS01950
OG0000305	DR085_RS00565	CIB43_RS03795
OG0000306	DR085_RS00650	CIB43_RS03725
OG0000307	DR085_RS00685	CIB43_RS03685
OG0000308	DR085_RS00765	CIB43_RS03600
OG0000309	DR085_RS00820	CIB43_RS03520
OG0000310	DR085_RS00895	CIB43_RS03445
OG0000311	DR085_RS00945	CIB43_RS03405
OG0000312	DR085_RS00965	CIB43_RS03390
OG0000313	DR085_RS02700	CIB43_RS02485
OG0000314	DR085_RS02785	CIB43_RS02855
OG0000315	DR085_RS02755	CIB43_RS02885
OG0000316	DR085_RS02745	CIB43_RS02895
OG0000317	DR085_RS02870	CIB43_RS02985
OG0000318	DR085_RS03900	CIB43_RS02900
OG0000319	DR085_RS01915	CIB43_RS03125
OG0000320	DR085_RS01850	CIB43_RS03270
OG0000321	DR085_RS01785	CIB43_RS02200
OG0000322	DR085_RS01740	CIB43_RS02245
OG0000323	DR085_RS01610	CIB43_RS02375
OG0000324	DR085_RS02115	CIB43_RS03170
OG0000325	DR085_RS02075	CIB43_RS01570
OG0000326	DR085_RS01980	CIB43_RS01665
OG0000327	DR085_RS01975	CIB43_RS01670
OG0000328	DR085_RS01045	CIB43_RS01760
OG0000329	DR085_RS01065	CIB43_RS01775
OG0000330	DR085_RS01250	CIB43_RS01970
OG0000331	DR085_RS01370	CIB43_RS03890
OG0000332	DR085_RS01470	CIB43_RS00200
OG0000333	DR085_RS01480	CIB43_RS00210
OG0000334	DR085_RS01545	CIB43_RS00315
OG0000335	DR085_RS03720	CIB43_RS00340
OG0000336	DR085_RS03835	CIB43_RS00485
OG0000337	DR085_RS02220	CIB43_RS00655
OG0000338	DR085_RS02260	CIB43_RS00695
OG0000339	DR085_RS01830	CIB43_RS03235
OG0000340	DR085_RS01805	CIB43_RS02185
OG0000341	DR085_RS02135	CIB43_RS03190
OG0000342	DR085_RS02045	CIB43_RS01600
OG0000343	DR085_RS01490	CIB43_RS00215
OG0000344	DR085_RS00395	CIB43_RS01465
OG0000345	DR085_RS01180	CIB43_RS01890
OG0000346	DR085_RS03830	CIB43_RS00490
OG0000347	DR085_RS01715	CIB43_RS02270
OG0000348	DR085_RS03760	CIB43_RS01685
OG0000349	DR085_RS02520	CIB43_RS00550
OG0000350	DR085_RS00655	CIB43_RS03675
OG0000351	DR085_RS00330	CIB43_RS01385
OG0000352	DR085_RS02815	CIB43_RS02830
OG0000353	DR085_RS01745	CIB43_RS02240
OG0000354	DR085_RS00450	CIB43_RS01515
OG0000355	DR085_RS03855	CIB43_RS02805
OG0000356	DR085_RS03870	CIB43_RS02890
OG0000357	DR085_RS03705	CIB43_RS00175
OG0000358	DR085_RS01455	CIB43_RS00180
OG0000359	DR085_RS03765	CIB43_RS01650
OG0000360	DR085_RS00110	CIB43_RS00990
OG0000361	DR085_RS00140	CIB43_RS01020
OG0000362	DR085_RS00875	CIB43_RS03475
OG0000363	DR085_RS03935	CIB43_RS02310
OG0000369	DR085_RS03780	CIB43_RS00725
OG0000370	DR085_RS02285	CIB43_RS00720
OG0000378	DR085_RS01820	CIB43_RS02160
OG0000379	DR085_RS01750	CIB43_RS02235
OG0000380	DR085_RS01725	CIB43_RS02260
OG0000381	DR085_RS01685	CIB43_RS02300
OG0000385	DR085_RS00340	CIB43_RS01405
OG0000389	DR085_RS00430	CIB43_RS01490
OG0000394	DR085_RS00700	CIB43_RS03660
OG0000396	DR085_RS02710	CIB43_RS03350
OG0000403	DR085_RS01495	CIB43_RS00220
OG0000404	DR085_RS03710	CIB43_RS00250
OG0000405	DR085_RS01530	CIB43_RS00265
OG0000409	DR085_RS01575	CIB43_RS00345
OG0000412	DR085_RS02940	CIB43_RS00390
OG0000417	DR085_RS02130	CIB43_RS03185
OG0000428	DR085_RS01075	CIB43_RS01785
OG0000429	DR085_RS01170	CIB43_RS01885
OG0000430	DR085_RS01215	CIB43_RS01925
OG0000434	DR085_RS01260	CIB43_RS01985
OG0000436	DR085_RS01315	CIB43_RS02030
OG0000437	DR085_RS01325	CIB43_RS02065
OG0000441	DR085_RS01390	CIB43_RS03910
OG0000451	DR085_RS00200	CIB43_RS01085
OG0000453	DR085_RS00260	CIB43_RS01315
OG0000457	DR085_RS02620	CIB43_RS00450
OG0000459	DR085_RS00880	CIB43_RS03460
OG0000463	DR085_RS00835	CIB43_RS03515
OG0000464	DR085_RS00840	CIB43_RS03500
OG0000466	DR085_RS00230	CIB43_RS01115
OG0000468	DR085_RS02775	CIB43_RS02870
OG0000471	DR085_RS01080	CIB43_RS01790
OG0000473	DR085_RS02495	CIB43_RS00580
OG0000474	DR085_RS02490	CIB43_RS00585
OG0000475	DR085_RS02485	CIB43_RS00595
OG0000482	DR085_RS02100	CIB43_RS02080
OG0000485	DR085_RS01320	CIB43_RS02035
OG0000486	DR085_RS02150	CIB43_RS03205
OG0000487	DR085_RS03905	CIB43_RS02915
OG0000488	DR085_RS02825	CIB43_RS02940
OG0000489	DR085_RS02315	CIB43_RS00750
OG0000491	DR085_RS01770	CIB43_RS02220
OG0000492	DR085_RS01695	CIB43_RS02290
OG0000495	DR085_RS00610	CIB43_RS03750
OG0000502	DR085_RS02090	CIB43_RS02070
OG0000504	DR085_RS01055	CIB43_RS01770
OG0000506	DR085_RS01100	CIB43_RS01810
OG0000508	DR085_RS00085	CIB43_RS00980
OG0000517	DR085_RS02330	CIB43_RS00765
OG0000519	DR085_RS01990	CIB43_RS01660
OG0000520	DR085_RS01070	CIB43_RS01780
OG0000523	DR085_RS02625	CIB43_RS00445
OG0000529	DR085_RS01905	CIB43_RS03135
OG0000530	DR085_RS01840	CIB43_RS03250
OG0000531	DR085_RS01720	CIB43_RS02265
OG0000537	DR085_RS02050	CIB43_RS01595
OG0000538	DR085_RS01265	CIB43_RS01990
OG0000589	DR085_RS02910	CIB43_RS03055
