Orthogroup	MFC_MF33_genes	MHP_133A_genes
OG0000277	DR085_RS03825	NB626_RS03645
OG0000278	DR085_RS02555	NB626_RS03640
OG0000279	DR085_RS02565	NB626_RS03630
OG0000280	DR085_RS02570	NB626_RS03620
OG0000281	DR085_RS02575	NB626_RS03615
OG0000282	DR085_RS02600	NB626_RS03590
OG0000283	DR085_RS02605	NB626_RS03585
OG0000284	DR085_RS02610	NB626_RS03580
OG0000285	DR085_RS03840	NB626_RS03575
OG0000286	DR085_RS00925	NB626_RS02600
OG0000287	DR085_RS00900	NB626_RS02700
OG0000288	DR085_RS00890	NB626_RS02710
OG0000289	DR085_RS00885	NB626_RS02715
OG0000290	DR085_RS03270	NB626_RS02830
OG0000291	DR085_RS00785	NB626_RS02820
OG0000292	DR085_RS00790	NB626_RS02815
OG0000293	DR085_RS00795	NB626_RS02810
OG0000294	DR085_RS00805	NB626_RS02800
OG0000295	DR085_RS00810	NB626_RS02795
OG0000296	DR085_RS00850	NB626_RS02750
OG0000297	DR085_RS00855	NB626_RS02745
OG0000298	DR085_RS00010	NB626_RS00175
OG0000299	DR085_RS00030	NB626_RS00195
OG0000300	DR085_RS00205	NB626_RS00375
OG0000301	DR085_RS00240	NB626_RS00410
OG0000302	DR085_RS00245	NB626_RS00415
OG0000303	DR085_RS00380	NB626_RS00660
OG0000304	DR085_RS00415	NB626_RS01200
OG0000305	DR085_RS00565	NB626_RS03065
OG0000306	DR085_RS00650	NB626_RS02990
OG0000307	DR085_RS00685	NB626_RS02950
OG0000308	DR085_RS00765	NB626_RS02850
OG0000309	DR085_RS00820	NB626_RS02785
OG0000310	DR085_RS00895	NB626_RS02705
OG0000311	DR085_RS00945	NB626_RS02660
OG0000312	DR085_RS00965	NB626_RS02645
OG0000313	DR085_RS02700	NB626_RS01705
OG0000314	DR085_RS02785	NB626_RS02085
OG0000315	DR085_RS02755	NB626_RS02115
OG0000316	DR085_RS02745	NB626_RS02125
OG0000317	DR085_RS02870	NB626_RS02225
OG0000318	DR085_RS03900	NB626_RS02130
OG0000319	DR085_RS01915	NB626_RS02385
OG0000320	DR085_RS01850	NB626_RS02525
OG0000321	DR085_RS01785	NB626_RS01450
OG0000322	DR085_RS01740	NB626_RS01500
OG0000323	DR085_RS01610	NB626_RS01630
OG0000324	DR085_RS02115	NB626_RS02425
OG0000325	DR085_RS02075	NB626_RS00805
OG0000326	DR085_RS01980	NB626_RS00910
OG0000327	DR085_RS01975	NB626_RS00915
OG0000328	DR085_RS01045	NB626_RS01005
OG0000329	DR085_RS01065	NB626_RS01035
OG0000330	DR085_RS01250	NB626_RS01225
OG0000331	DR085_RS01370	NB626_RS03155
OG0000332	DR085_RS01470	NB626_RS03300
OG0000333	DR085_RS01480	NB626_RS03310
OG0000334	DR085_RS01545	NB626_RS03415
OG0000335	DR085_RS03720	NB626_RS03425
OG0000336	DR085_RS03835	NB626_RS03605
OG0000337	DR085_RS02220	NB626_RS03780
OG0000338	DR085_RS02260	NB626_RS03820
OG0000339	DR085_RS01830	NB626_RS02495
OG0000340	DR085_RS01805	NB626_RS01430
OG0000341	DR085_RS02135	NB626_RS02450
OG0000342	DR085_RS02045	NB626_RS00835
OG0000343	DR085_RS01490	NB626_RS03320
OG0000344	DR085_RS00395	NB626_RS00675
OG0000345	DR085_RS01180	NB626_RS01145
OG0000346	DR085_RS03830	NB626_RS03610
OG0000347	DR085_RS01715	NB626_RS01525
OG0000348	DR085_RS03760	NB626_RS00920
OG0000349	DR085_RS02520	NB626_RS03675
OG0000350	DR085_RS00655	NB626_RS02940
OG0000351	DR085_RS00330	NB626_RS00590
OG0000352	DR085_RS02815	NB626_RS02065
OG0000353	DR085_RS01745	NB626_RS01490
OG0000354	DR085_RS00450	NB626_RS00735
OG0000355	DR085_RS03855	NB626_RS02040
OG0000356	DR085_RS03870	NB626_RS02120
OG0000357	DR085_RS03705	NB626_RS03275
OG0000358	DR085_RS01455	NB626_RS03280
OG0000359	DR085_RS03765	NB626_RS00880
OG0000360	DR085_RS00110	NB626_RS00275
OG0000361	DR085_RS00140	NB626_RS00305
OG0000362	DR085_RS00875	NB626_RS02725
OG0000363	DR085_RS03935	NB626_RS01565
OG0000365	DR085_RS03915	NB626_RS02175
OG0000366	DR085_RS02840	NB626_RS02195
OG0000367	DR085_RS02850	NB626_RS02205
OG0000368	DR085_RS02325	NB626_RS00060
OG0000369	DR085_RS03780	NB626_RS00025
OG0000370	DR085_RS02285	NB626_RS00020
OG0000371	DR085_RS02280	NB626_RS00015
OG0000372	DR085_RS02275	NB626_RS00010
OG0000373	DR085_RS02250	NB626_RS03810
OG0000374	DR085_RS02240	NB626_RS03800
OG0000375	DR085_RS01920	NB626_RS02380
OG0000376	DR085_RS01865	NB626_RS02540
OG0000377	DR085_RS01855	NB626_RS02530
OG0000379	DR085_RS01750	NB626_RS01485
OG0000380	DR085_RS01725	NB626_RS01520
OG0000381	DR085_RS01685	NB626_RS01555
OG0000382	DR085_RS01655	NB626_RS01585
OG0000383	DR085_RS01615	NB626_RS01625
OG0000384	DR085_RS00335	NB626_RS00615
OG0000385	DR085_RS00340	NB626_RS00625
OG0000386	DR085_RS00360	NB626_RS00640
OG0000387	DR085_RS00385	NB626_RS00665
OG0000388	DR085_RS03645	NB626_RS00670
OG0000389	DR085_RS00430	NB626_RS00715
OG0000390	DR085_RS00545	NB626_RS03085
OG0000391	DR085_RS00555	NB626_RS03075
OG0000392	DR085_RS00580	NB626_RS03050
OG0000393	DR085_RS00635	NB626_RS02995
OG0000394	DR085_RS00700	NB626_RS02915
OG0000395	DR085_RS00705	NB626_RS02910
OG0000396	DR085_RS02710	NB626_RS02605
OG0000397	DR085_RS02665	NB626_RS02050
OG0000398	DR085_RS02660	NB626_RS02060
OG0000399	DR085_RS02770	NB626_RS02100
OG0000400	DR085_RS01415	NB626_RS03240
OG0000401	DR085_RS01475	NB626_RS03305
OG0000402	DR085_RS01485	NB626_RS03315
OG0000403	DR085_RS01495	NB626_RS03325
OG0000404	DR085_RS03710	NB626_RS03360
OG0000405	DR085_RS01530	NB626_RS03375
OG0000406	DR085_RS01560	NB626_RS03430
OG0000407	DR085_RS03725	NB626_RS03435
OG0000408	DR085_RS01570	NB626_RS03440
OG0000409	DR085_RS01575	NB626_RS03445
OG0000410	DR085_RS02955	NB626_RS03510
OG0000411	DR085_RS02945	NB626_RS03495
OG0000412	DR085_RS02940	NB626_RS03490
OG0000413	DR085_RS02185	NB626_RS01640
OG0000414	DR085_RS02175	NB626_RS01650
OG0000415	DR085_RS02170	NB626_RS01655
OG0000416	DR085_RS02160	NB626_RS01665
OG0000417	DR085_RS02130	NB626_RS02445
OG0000418	DR085_RS02125	NB626_RS02435
OG0000419	DR085_RS02065	NB626_RS00815
OG0000420	DR085_RS02030	NB626_RS00850
OG0000421	DR085_RS01995	NB626_RS00895
OG0000422	DR085_RS01985	NB626_RS00905
OG0000423	DR085_RS01005	NB626_RS00965
OG0000424	DR085_RS01010	NB626_RS00970
OG0000425	DR085_RS01020	NB626_RS00980
OG0000426	DR085_RS03680	NB626_RS00985
OG0000427	DR085_RS03685	NB626_RS01010
OG0000428	DR085_RS01075	NB626_RS01040
OG0000429	DR085_RS01170	NB626_RS01135
OG0000431	DR085_RS01225	NB626_RS01190
OG0000432	DR085_RS01245	NB626_RS01220
OG0000433	DR085_RS01255	NB626_RS01235
OG0000434	DR085_RS01260	NB626_RS01245
OG0000435	DR085_RS01275	NB626_RS01255
OG0000436	DR085_RS01315	NB626_RS01280
OG0000437	DR085_RS01325	NB626_RS01290
OG0000438	DR085_RS03700	NB626_RS01295
OG0000439	DR085_RS01335	NB626_RS01300
OG0000440	DR085_RS01350	NB626_RS03135
OG0000441	DR085_RS01390	NB626_RS03180
OG0000442	DR085_RS02355	NB626_RS00145
OG0000443	DR085_RS00025	NB626_RS00190
OG0000444	DR085_RS00040	NB626_RS00205
OG0000445	DR085_RS00065	NB626_RS00230
OG0000446	DR085_RS00090	NB626_RS00255
OG0000447	DR085_RS00095	NB626_RS00265
OG0000448	DR085_RS00125	NB626_RS00290
OG0000449	DR085_RS00150	NB626_RS00315
OG0000450	DR085_RS00160	NB626_RS00325
OG0000451	DR085_RS00200	NB626_RS00370
OG0000452	DR085_RS00225	NB626_RS00395
OG0000453	DR085_RS00260	NB626_RS00525
OG0000455	DR085_RS03810	NB626_RS03720
OG0000456	DR085_RS02595	NB626_RS03595
OG0000457	DR085_RS02620	NB626_RS03565
OG0000458	DR085_RS00905	NB626_RS02695
OG0000459	DR085_RS00880	NB626_RS02720
OG0000460	DR085_RS00870	NB626_RS02730
OG0000461	DR085_RS00825	NB626_RS02775
OG0000462	DR085_RS00830	NB626_RS02770
OG0000463	DR085_RS00835	NB626_RS02765
OG0000464	DR085_RS00840	NB626_RS02760
OG0000465	DR085_RS00845	NB626_RS02755
OG0000466	DR085_RS00230	NB626_RS00400
OG0000467	DR085_RS03670	NB626_RS02860
OG0000468	DR085_RS02775	NB626_RS02095
OG0000469	DR085_RS02995	NB626_RS02160
OG0000470	DR085_RS01000	NB626_RS00960
OG0000471	DR085_RS01080	NB626_RS01045
OG0000472	DR085_RS02645	NB626_RS03515
OG0000473	DR085_RS02495	NB626_RS03705
OG0000474	DR085_RS02490	NB626_RS03710
OG0000475	DR085_RS02485	NB626_RS03715
OG0000476	DR085_RS02450	NB626_RS01675
OG0000477	DR085_RS00800	NB626_RS02805
OG0000478	DR085_RS02545	NB626_RS03650
OG0000479	DR085_RS01790	NB626_RS01445
OG0000480	DR085_RS03170	NB626_RS02165
OG0000481	DR085_RS01960	NB626_RS00935
OG0000482	DR085_RS02100	NB626_RS01325
OG0000483	DR085_RS02855	NB626_RS02210
OG0000484	DR085_RS03630	NB626_RS00200
OG0000485	DR085_RS01320	NB626_RS01285
OG0000486	DR085_RS02150	NB626_RS02465
OG0000487	DR085_RS03905	NB626_RS02150
OG0000488	DR085_RS02825	NB626_RS02180
OG0000489	DR085_RS02315	NB626_RS00050
OG0000490	DR085_RS02255	NB626_RS03815
OG0000491	DR085_RS01770	NB626_RS01465
OG0000492	DR085_RS01695	NB626_RS01545
OG0000493	DR085_RS00400	NB626_RS00680
OG0000494	DR085_RS00455	NB626_RS00740
OG0000496	DR085_RS00620	NB626_RS03010
OG0000497	DR085_RS00625	NB626_RS03005
OG0000498	DR085_RS00695	NB626_RS02920
OG0000499	DR085_RS00740	NB626_RS02885
OG0000501	DR085_RS01425	NB626_RS03250
OG0000502	DR085_RS02090	NB626_RS01315
OG0000503	DR085_RS02015	NB626_RS00865
OG0000504	DR085_RS01055	NB626_RS01015
OG0000505	DR085_RS01090	NB626_RS01055
OG0000507	DR085_RS01135	NB626_RS01100
OG0000509	DR085_RS00120	NB626_RS00285
OG0000510	DR085_RS00130	NB626_RS00295
OG0000511	DR085_RS00265	NB626_RS00530
OG0000512	DR085_RS00865	NB626_RS02735
OG0000513	DR085_RS02560	NB626_RS03635
OG0000514	DR085_RS00585	NB626_RS03045
OG0000517	DR085_RS02330	NB626_RS00065
OG0000518	DR085_RS01465	NB626_RS03295
OG0000519	DR085_RS01990	NB626_RS00900
OG0000522	DR085_RS00135	NB626_RS00300
OG0000523	DR085_RS02625	NB626_RS03560
OG0000524	DR085_RS00760	NB626_RS02855
OG0000530	DR085_RS01840	NB626_RS02505
OG0000532	DR085_RS00490	NB626_RS01735
OG0000533	DR085_RS01235	NB626_RS00700
OG0000534	DR085_RS00215	NB626_RS00385
OG0000536	DR085_RS02425	NB626_RS03750
OG0000541	DR085_RS00725	NB626_RS02900
OG0000551	DR085_RS01380	NB626_RS03165
OG0000555	DR085_RS03230	NB626_RS03100
OG0000589	DR085_RS02910	NB626_RS02290
OG0000596	DR085_RS02375	NB626_RS01860
OG0000598	DR085_RS02370	NB626_RS01865
OG0000599	DR085_RS02365	NB626_RS01870
OG0000627	DR085_RS02420	NB626_RS03755
