Orthogroup	MHP_MHP691_genes	MHP_131B_genes
OG0000035	DR087_RS00855	NB627_RS03400
OG0000035	DR087_RS00865	NB627_RS03385
OG0000036	DR087_RS00550	NB627_RS00115, NB627_RS00130
OG0000037	DR087_RS04725	NB627_RS01705
OG0000039	DR087_RS03190, DR087_RS03195	NB627_RS01740
OG0000040	DR087_RS02165	NB627_RS03475
OG0000041	DR087_RS03625	NB627_RS00780
OG0000042	DR087_RS03360	NB627_RS03125
OG0000043	DR087_RS01545	NB627_RS02055
OG0000044	DR087_RS04800	NB627_RS01805
OG0000045	DR087_RS03185	NB627_RS01745
OG0000046	DR087_RS04655	NB627_RS03480
OG0000047	DR087_RS00340	NB627_RS00510
OG0000048	DR087_RS00140	NB627_RS02245
OG0000049	DR087_RS01000	NB627_RS03240
OG0000050	DR087_RS02450	NB627_RS02630
OG0000051	DR087_RS01275	NB627_RS02845
OG0000052	DR087_RS00505	NB627_RS00075
OG0000053	DR087_RS04540	NB627_RS01580
OG0000054	DR087_RS02475	NB627_RS02655
OG0000055	DR087_RS00555	NB627_RS00135
OG0000056	DR087_RS00765	NB627_RS03735
OG0000057	DR087_RS01485	NB627_RS03110
OG0000058	DR087_RS00275	NB627_RS00435
OG0000059	DR087_RS03825	NB627_RS00465
OG0000060	DR087_RS00510	NB627_RS00080
OG0000061	DR087_RS01595	NB627_RS01995
OG0000062	DR087_RS00395	NB627_RS03790
OG0000063	DR087_RS04450	NB627_RS03785
OG0000064	DR087_RS00380	NB627_RS03775
OG0000065	DR087_RS00215	NB627_RS02410
OG0000066	DR087_RS01175	NB627_RS01480, NB627_RS01475
OG0000067	DR087_RS03450	NB627_RS00635
OG0000068	DR087_RS03140	NB627_RS00755
OG0000069	DR087_RS01375	NB627_RS03005
OG0000070	DR087_RS02480	NB627_RS02660
OG0000071	DR087_RS00780	NB627_RS03465
OG0000072	DR087_RS02175	NB627_RS03470
OG0000073	DR087_RS02200	NB627_RS00820
OG0000074	DR087_RS04685	NB627_RS01020
OG0000075	DR087_RS01860	NB627_RS00350
OG0000076	DR087_RS01875	NB627_RS00370
OG0000077	DR087_RS03060	NB627_RS00550
OG0000078	DR087_RS02065	NB627_RS01810
OG0000079	DR087_RS02980	NB627_RS02745
OG0000080	DR087_RS04005	NB627_RS02795
OG0000081	DR087_RS01855	NB627_RS00340
OG0000083	DR087_RS00065	NB627_RS02160
OG0000084	DR087_RS00090	NB627_RS02190
OG0000085	DR087_RS00095	NB627_RS02195
OG0000086	DR087_RS00105	NB627_RS02210
OG0000087	DR087_RS00120	NB627_RS02225
OG0000088	DR087_RS00125	NB627_RS02230
OG0000089	DR087_RS00135	NB627_RS02240
OG0000090	DR087_RS00500	NB627_RS00070
OG0000091	DR087_RS00485	NB627_RS00055
OG0000092	DR087_RS00470	NB627_RS00050
OG0000093	DR087_RS00465	NB627_RS00035
OG0000094	DR087_RS00460	NB627_RS00030
OG0000095	DR087_RS00435	NB627_RS00005
OG0000096	DR087_RS00430	NB627_RS03825
OG0000097	DR087_RS00410	NB627_RS03805
OG0000098	DR087_RS00400	NB627_RS03795
OG0000099	DR087_RS00775	NB627_RS03745
OG0000100	DR087_RS00750	NB627_RS03725
OG0000101	DR087_RS00745	NB627_RS03720
OG0000102	DR087_RS02090	NB627_RS01835
OG0000103	DR087_RS00180	NB627_RS02375
OG0000104	DR087_RS00185	NB627_RS02380
OG0000105	DR087_RS00200	NB627_RS02400
OG0000106	DR087_RS00210	NB627_RS02405
OG0000107	DR087_RS00220	NB627_RS02415
OG0000108	DR087_RS00225	NB627_RS02420
OG0000109	DR087_RS00230	NB627_RS02425
OG0000110	DR087_RS01695	NB627_RS02555
OG0000111	DR087_RS01700	NB627_RS02550
OG0000112	DR087_RS01710	NB627_RS02540
OG0000113	DR087_RS04610	NB627_RS02515
OG0000114	DR087_RS01740	NB627_RS02510
OG0000115	DR087_RS01750	NB627_RS02495
OG0000116	DR087_RS03310	NB627_RS01420
OG0000117	DR087_RS03305	NB627_RS01425
OG0000118	DR087_RS01190	NB627_RS01460
OG0000119	DR087_RS01185	NB627_RS01465
OG0000120	DR087_RS01170	NB627_RS01485
OG0000121	DR087_RS01145	NB627_RS01515
OG0000122	DR087_RS01140	NB627_RS01520
OG0000123	DR087_RS01120	NB627_RS01540
OG0000124	DR087_RS01115	NB627_RS01545
OG0000125	DR087_RS01110	NB627_RS01550
OG0000126	DR087_RS01100	NB627_RS01560
OG0000127	DR087_RS01090	NB627_RS01570
OG0000128	DR087_RS01075	NB627_RS01585
OG0000129	DR087_RS01070	NB627_RS01590
OG0000130	DR087_RS01060	NB627_RS01600
OG0000131	DR087_RS04535	NB627_RS01630
OG0000132	DR087_RS04530	NB627_RS01645
OG0000133	DR087_RS02865	NB627_RS00640
OG0000134	DR087_RS02870	NB627_RS00645
OG0000135	DR087_RS02885	NB627_RS00660
OG0000136	DR087_RS02890	NB627_RS00665
OG0000137	DR087_RS02930	NB627_RS00695
OG0000138	DR087_RS03165	NB627_RS00730
OG0000139	DR087_RS03135	NB627_RS00760
OG0000140	DR087_RS03130	NB627_RS00765
OG0000141	DR087_RS01495	NB627_RS03120
OG0000142	DR087_RS04585	NB627_RS03115
OG0000143	DR087_RS01465	NB627_RS03100
OG0000144	DR087_RS01455	NB627_RS03085
OG0000145	DR087_RS01445	NB627_RS03075
OG0000146	DR087_RS01435	NB627_RS03065
OG0000147	DR087_RS01430	NB627_RS03060
OG0000148	DR087_RS01415	NB627_RS03045
OG0000149	DR087_RS01405	NB627_RS03035
OG0000150	DR087_RS01390	NB627_RS03025
OG0000151	DR087_RS03290	NB627_RS02970
OG0000152	DR087_RS03285	NB627_RS02965
OG0000153	DR087_RS03280	NB627_RS02960
OG0000154	DR087_RS03270	NB627_RS02950
OG0000155	DR087_RS03545	NB627_RS02910
OG0000156	DR087_RS01225	NB627_RS02905
OG0000157	DR087_RS04555	NB627_RS02895
OG0000158	DR087_RS04560	NB627_RS02885
OG0000159	DR087_RS04805	NB627_RS02645
OG0000160	DR087_RS02460	NB627_RS02640
OG0000161	DR087_RS02455	NB627_RS02635
OG0000162	DR087_RS02445	NB627_RS02625
OG0000163	DR087_RS02440	NB627_RS02620
OG0000164	DR087_RS03205	NB627_RS01735
OG0000165	DR087_RS01520	NB627_RS02080
OG0000166	DR087_RS00005	NB627_RS02100
OG0000167	DR087_RS00020	NB627_RS02115
OG0000168	DR087_RS00025	NB627_RS02120
OG0000169	DR087_RS01010	NB627_RS03235
OG0000170	DR087_RS00990	NB627_RS03255
OG0000171	DR087_RS00980	NB627_RS03265
OG0000172	DR087_RS00975	NB627_RS03270
OG0000173	DR087_RS00970	NB627_RS03275
OG0000174	DR087_RS00965	NB627_RS03280
OG0000175	DR087_RS00950	NB627_RS03295
OG0000176	DR087_RS00900	NB627_RS03350
OG0000177	DR087_RS00895	NB627_RS03355
OG0000178	DR087_RS00890	NB627_RS03365
OG0000179	DR087_RS00880	NB627_RS03370
OG0000180	DR087_RS00875	NB627_RS03375
OG0000181	DR087_RS04520	NB627_RS03415
OG0000182	DR087_RS00820	NB627_RS03425
OG0000183	DR087_RS00785	NB627_RS03460
OG0000184	DR087_RS02140	NB627_RS03505
OG0000185	DR087_RS02155	NB627_RS03490
OG0000186	DR087_RS04735	NB627_RS01655
OG0000187	DR087_RS03425	NB627_RS01670
OG0000188	DR087_RS03415	NB627_RS01680
OG0000189	DR087_RS04425	NB627_RS02465
OG0000190	DR087_RS00260	NB627_RS02460
OG0000191	DR087_RS00240	NB627_RS02435
OG0000192	DR087_RS02805	NB627_RS01335
OG0000193	DR087_RS02790	NB627_RS01315
OG0000194	DR087_RS02185	NB627_RS00800
OG0000195	DR087_RS02190	NB627_RS00805
OG0000196	DR087_RS02210	NB627_RS00830
OG0000197	DR087_RS02215	NB627_RS00840
OG0000198	DR087_RS02230	NB627_RS00850
OG0000199	DR087_RS02235	NB627_RS00855
OG0000200	DR087_RS02250	NB627_RS00875
OG0000201	DR087_RS02260	NB627_RS00880
OG0000202	DR087_RS02315	NB627_RS00940
OG0000203	DR087_RS02320	NB627_RS00945
OG0000204	DR087_RS04700	NB627_RS00950
OG0000205	DR087_RS02610	NB627_RS00955
OG0000206	DR087_RS02590	NB627_RS00975
OG0000207	DR087_RS02575	NB627_RS00990
OG0000208	DR087_RS02570	NB627_RS00995
OG0000209	DR087_RS02565	NB627_RS01000
OG0000210	DR087_RS02520	NB627_RS01045
OG0000211	DR087_RS02630	NB627_RS01055
OG0000212	DR087_RS02640	NB627_RS01065
OG0000213	DR087_RS02645	NB627_RS01070
OG0000214	DR087_RS02650	NB627_RS01075
OG0000215	DR087_RS02655	NB627_RS01080
OG0000216	DR087_RS02660	NB627_RS01085
OG0000217	DR087_RS02665	NB627_RS01090
OG0000218	DR087_RS02675	NB627_RS01100
OG0000219	DR087_RS02680	NB627_RS01105
OG0000220	DR087_RS02685	NB627_RS01110
OG0000221	DR087_RS02690	NB627_RS01115
OG0000222	DR087_RS02695	NB627_RS01120
OG0000223	DR087_RS02700	NB627_RS01125
OG0000224	DR087_RS02710	NB627_RS01135
OG0000225	DR087_RS02720	NB627_RS01145
OG0000226	DR087_RS02725	NB627_RS01150
OG0000227	DR087_RS02730	NB627_RS01155
OG0000228	DR087_RS04810	NB627_RS01160
OG0000229	DR087_RS02740	NB627_RS01165
OG0000230	DR087_RS02745	NB627_RS01170
OG0000231	DR087_RS02755	NB627_RS01180
OG0000232	DR087_RS02765	NB627_RS01190
OG0000233	DR087_RS02010	NB627_RS01210
OG0000234	DR087_RS01970	NB627_RS01245
OG0000235	DR087_RS01960	NB627_RS01255
OG0000236	DR087_RS01955	NB627_RS01260
OG0000237	DR087_RS01950	NB627_RS01265
OG0000238	DR087_RS01940	NB627_RS01270
OG0000239	DR087_RS03355	NB627_RS03130
OG0000240	DR087_RS03350	NB627_RS03135
OG0000241	DR087_RS03340	NB627_RS03145
OG0000242	DR087_RS03365	NB627_RS03150
OG0000243	DR087_RS03370	NB627_RS03155
OG0000244	DR087_RS03380	NB627_RS03165
OG0000245	DR087_RS03390	NB627_RS03175
OG0000246	DR087_RS00560	NB627_RS00140
OG0000247	DR087_RS02415	NB627_RS00150
OG0000248	DR087_RS02405	NB627_RS00160
OG0000249	DR087_RS02400	NB627_RS00165
OG0000250	DR087_RS02385	NB627_RS00180
OG0000251	DR087_RS02350	NB627_RS00215
OG0000252	DR087_RS02340	NB627_RS00220
OG0000253	DR087_RS02335	NB627_RS00225
OG0000254	DR087_RS02325	NB627_RS00235
OG0000255	DR087_RS01760	NB627_RS00240
OG0000256	DR087_RS01765	NB627_RS00245
OG0000257	DR087_RS01790	NB627_RS00270
OG0000258	DR087_RS01800	NB627_RS00280
OG0000259	DR087_RS01830	NB627_RS00310
OG0000260	DR087_RS01840	NB627_RS00320
OG0000261	DR087_RS04615	NB627_RS00330, NB627_RS00335
OG0000262	DR087_RS01865	NB627_RS00360
OG0000263	DR087_RS01880	NB627_RS00375
OG0000264	DR087_RS01895	NB627_RS00395
OG0000265	DR087_RS01910	NB627_RS00400
OG0000266	DR087_RS03015	NB627_RS00415
OG0000267	DR087_RS03030	NB627_RS00430
OG0000268	DR087_RS03035	NB627_RS00530
OG0000269	DR087_RS03050	NB627_RS00545
OG0000270	DR087_RS04505	NB627_RS03700
OG0000271	DR087_RS00715	NB627_RS03690
OG0000272	DR087_RS00710	NB627_RS03685
OG0000273	DR087_RS00705	NB627_RS03680
OG0000274	DR087_RS00685	NB627_RS03665
OG0000275	DR087_RS04495	NB627_RS03655
OG0000276	DR087_RS00675	NB627_RS03650
OG0000277	DR087_RS00665	NB627_RS03640
OG0000278	DR087_RS00660	NB627_RS03635
OG0000279	DR087_RS00650	NB627_RS03625
OG0000280	DR087_RS00645	NB627_RS03620
OG0000281	DR087_RS00640	NB627_RS03615
OG0000282	DR087_RS04485	NB627_RS03590
OG0000283	DR087_RS00610	NB627_RS03585
OG0000284	DR087_RS00605	NB627_RS03580
OG0000285	DR087_RS04480	NB627_RS03575
OG0000286	DR087_RS02425	NB627_RS02605
OG0000287	DR087_RS02940	NB627_RS02705
OG0000288	DR087_RS02950	NB627_RS02715
OG0000289	DR087_RS02955	NB627_RS02720
OG0000290	DR087_RS01285	NB627_RS02840
OG0000291	DR087_RS01295	NB627_RS02825
OG0000292	DR087_RS01300	NB627_RS02820
OG0000293	DR087_RS01305	NB627_RS02815
OG0000294	DR087_RS01315	NB627_RS02805
OG0000295	DR087_RS01320	NB627_RS02800
OG0000296	DR087_RS02990	NB627_RS02755
OG0000297	DR087_RS02985	NB627_RS02750
OG0000298	DR087_RS02390	NB627_RS00175
OG0000299	DR087_RS02365	NB627_RS00195
OG0000300	DR087_RS01890	NB627_RS00385
OG0000301	DR087_RS03020	NB627_RS00420
OG0000302	DR087_RS03025	NB627_RS00425
OG0000303	DR087_RS02895	NB627_RS00670
OG0000304	DR087_RS02770	NB627_RS01195
OG0000305	DR087_RS01440	NB627_RS03070
OG0000306	DR087_RS01365	NB627_RS02995
OG0000307	DR087_RS03275	NB627_RS02955
OG0000308	DR087_RS01265	NB627_RS02855
OG0000309	DR087_RS01330	NB627_RS02790
OG0000310	DR087_RS02945	NB627_RS02710
OG0000311	DR087_RS02485	NB627_RS02665
OG0000312	DR087_RS02470	NB627_RS02650
OG0000313	DR087_RS03215	NB627_RS01725
OG0000314	DR087_RS01500	NB627_RS02095
OG0000315	DR087_RS00030	NB627_RS02125
OG0000316	DR087_RS00040	NB627_RS02135
OG0000317	DR087_RS00130	NB627_RS02235
OG0000318	DR087_RS04400	NB627_RS02155
OG0000319	DR087_RS00195	NB627_RS02390
OG0000320	DR087_RS01720	NB627_RS02530
OG0000321	DR087_RS01195	NB627_RS01455
OG0000322	DR087_RS01150	NB627_RS01510
OG0000323	DR087_RS01020	NB627_RS01640
OG0000324	DR087_RS00235	NB627_RS02430
OG0000325	DR087_RS02195	NB627_RS00815
OG0000326	DR087_RS02290	NB627_RS00910
OG0000327	DR087_RS02295	NB627_RS00915
OG0000328	DR087_RS02560	NB627_RS01005
OG0000329	DR087_RS02540	NB627_RS01025
OG0000330	DR087_RS01995	NB627_RS01220
OG0000331	DR087_RS03375	NB627_RS03160
OG0000332	DR087_RS00940	NB627_RS03305
OG0000333	DR087_RS00930	NB627_RS03315
OG0000334	DR087_RS00825	NB627_RS03420
OG0000335	DR087_RS00815	NB627_RS03430
OG0000336	DR087_RS04490	NB627_RS03605
OG0000337	DR087_RS00385	NB627_RS03780
OG0000338	DR087_RS00425	NB627_RS03820
OG0000339	DR087_RS01745	NB627_RS02500
OG0000340	DR087_RS01215	NB627_RS01435
OG0000341	DR087_RS00255	NB627_RS02455
OG0000342	DR087_RS02225	NB627_RS00845
OG0000343	DR087_RS00920	NB627_RS03325
OG0000344	DR087_RS02910	NB627_RS00685
OG0000345	DR087_RS02715	NB627_RS01140
OG0000346	DR087_RS00635	NB627_RS03610
OG0000347	DR087_RS01125	NB627_RS01535
OG0000348	DR087_RS02300	NB627_RS00920
OG0000349	DR087_RS04500	NB627_RS03670
OG0000350	DR087_RS03265	NB627_RS02945
OG0000351	DR087_RS03115	NB627_RS00600
OG0000352	DR087_RS01525	NB627_RS02075
OG0000353	DR087_RS01155	NB627_RS01500
OG0000354	DR087_RS03150	NB627_RS00745
OG0000355	DR087_RS04595	NB627_RS02050
OG0000356	DR087_RS04395	NB627_RS02130
OG0000357	DR087_RS04525	NB627_RS03285
OG0000358	DR087_RS00955	NB627_RS03290
OG0000359	DR087_RS04665	NB627_RS00890
OG0000360	DR087_RS01795	NB627_RS00275
OG0000361	DR087_RS01825	NB627_RS00305
OG0000362	DR087_RS02965	NB627_RS02730
OG0000363	DR087_RS04545	NB627_RS01575
OG0000364	DR087_RS01580	NB627_RS02025
OG0000365	DR087_RS04420	NB627_RS02180
OG0000366	DR087_RS00100	NB627_RS02200
OG0000367	DR087_RS00110	NB627_RS02215
OG0000368	DR087_RS00490	NB627_RS00060
OG0000369	DR087_RS04455	NB627_RS00025
OG0000371	DR087_RS04765	NB627_RS00015
OG0000372	DR087_RS00440	NB627_RS00010
OG0000373	DR087_RS00415	NB627_RS03810
OG0000374	DR087_RS00405	NB627_RS03800
OG0000375	DR087_RS00190	NB627_RS02385
OG0000376	DR087_RS01705	NB627_RS02545
OG0000377	DR087_RS01715	NB627_RS02535
OG0000378	DR087_RS03315	NB627_RS01415
OG0000379	DR087_RS01160	NB627_RS01495
OG0000380	DR087_RS01135	NB627_RS01525
OG0000381	DR087_RS01095	NB627_RS01565
OG0000382	DR087_RS01065	NB627_RS01595
OG0000383	DR087_RS01025	NB627_RS01635
OG0000384	DR087_RS03460	NB627_RS00625
OG0000385	DR087_RS03455	NB627_RS00630
OG0000386	DR087_RS02875	NB627_RS00650
OG0000387	DR087_RS02900	NB627_RS00675
OG0000388	DR087_RS04720	NB627_RS00680
OG0000389	DR087_RS03170	NB627_RS00725
OG0000390	DR087_RS01460	NB627_RS03090
OG0000391	DR087_RS01450	NB627_RS03080
OG0000392	DR087_RS01425	NB627_RS03055
OG0000393	DR087_RS04575	NB627_RS03000
OG0000394	DR087_RS03560	NB627_RS02920
OG0000395	DR087_RS03550	NB627_RS02915
OG0000396	DR087_RS02430	NB627_RS02610
OG0000397	DR087_RS01540	NB627_RS02060
OG0000398	DR087_RS01535	NB627_RS02065
OG0000399	DR087_RS00015	NB627_RS02110
OG0000400	DR087_RS00995	NB627_RS03250
OG0000401	DR087_RS00935	NB627_RS03310
OG0000402	DR087_RS00925	NB627_RS03320
OG0000403	DR087_RS00915	NB627_RS03330
OG0000405	DR087_RS00870	NB627_RS03380
OG0000406	DR087_RS00810	NB627_RS03435
OG0000407	DR087_RS04515	NB627_RS03440
OG0000408	DR087_RS00800	NB627_RS03445
OG0000409	DR087_RS00795	NB627_RS03450
OG0000410	DR087_RS02135	NB627_RS03515
OG0000411	DR087_RS02145	NB627_RS03500
OG0000412	DR087_RS02150	NB627_RS03495
OG0000413	DR087_RS00355	NB627_RS01650
OG0000414	DR087_RS03435	NB627_RS01660
OG0000415	DR087_RS03430	NB627_RS01665
OG0000416	DR087_RS03420	NB627_RS01675
OG0000417	DR087_RS00250	NB627_RS02450
OG0000418	DR087_RS00245	NB627_RS02440
OG0000419	DR087_RS02205	NB627_RS00825
OG0000420	DR087_RS02240	NB627_RS00860
OG0000421	DR087_RS02275	NB627_RS00900
OG0000422	DR087_RS02285	NB627_RS00905
OG0000423	DR087_RS02600	NB627_RS00965
OG0000424	DR087_RS02595	NB627_RS00970
OG0000425	DR087_RS02585	NB627_RS00980
OG0000426	DR087_RS04695	NB627_RS00985
OG0000427	DR087_RS04690	NB627_RS01010
OG0000429	DR087_RS02705	NB627_RS01130
OG0000430	DR087_RS02750	NB627_RS01175
OG0000431	DR087_RS02760	NB627_RS01185
OG0000432	DR087_RS02000	NB627_RS01215
OG0000433	DR087_RS01985	NB627_RS01230
OG0000434	DR087_RS01980	NB627_RS01235
OG0000435	DR087_RS01965	NB627_RS01250
OG0000436	DR087_RS01935	NB627_RS01275
OG0000437	DR087_RS01925	NB627_RS01285
OG0000438	DR087_RS01920	NB627_RS01290
OG0000439	DR087_RS04620	NB627_RS01295
OG0000440	DR087_RS03345	NB627_RS03140
OG0000441	DR087_RS03395	NB627_RS03185
OG0000442	DR087_RS04770	NB627_RS00145
OG0000443	DR087_RS02370	NB627_RS00190
OG0000444	DR087_RS02355	NB627_RS00205
OG0000445	DR087_RS02330	NB627_RS00230
OG0000446	DR087_RS01775	NB627_RS00255
OG0000447	DR087_RS01780	NB627_RS00260
OG0000448	DR087_RS01810	NB627_RS00290
OG0000449	DR087_RS01835	NB627_RS00315
OG0000450	DR087_RS01845	NB627_RS00325
OG0000451	DR087_RS01885	NB627_RS00380
OG0000452	DR087_RS03005	NB627_RS00405
OG0000453	DR087_RS03040	NB627_RS00535
OG0000454	DR087_RS02015	NB627_RS00520
OG0000455	DR087_RS00740	NB627_RS03715
OG0000456	DR087_RS00620	NB627_RS03595
OG0000457	DR087_RS00595	NB627_RS03565
OG0000458	DR087_RS02935	NB627_RS02700
OG0000459	DR087_RS02960	NB627_RS02725
OG0000460	DR087_RS02970	NB627_RS02735
OG0000461	DR087_RS01335	NB627_RS02780
OG0000462	DR087_RS01340	NB627_RS02775
OG0000463	DR087_RS01350	NB627_RS02770
OG0000464	DR087_RS03000	NB627_RS02765
OG0000465	DR087_RS02995	NB627_RS02760
OG0000466	DR087_RS03010	NB627_RS00410
OG0000467	DR087_RS04570	NB627_RS02865
OG0000468	DR087_RS00010	NB627_RS02105
OG0000469	DR087_RS00070	NB627_RS02165
OG0000470	DR087_RS03755	NB627_RS00960
OG0000471	DR087_RS02525	NB627_RS01040
OG0000472	DR087_RS02125	NB627_RS03520
OG0000474	DR087_RS00730	NB627_RS03705
OG0000475	DR087_RS00735	NB627_RS03710
OG0000476	DR087_RS03410	NB627_RS01685
OG0000477	DR087_RS01310	NB627_RS02810
OG0000478	DR087_RS00670	NB627_RS03645
OG0000479	DR087_RS01200	NB627_RS01450
OG0000480	DR087_RS03730	NB627_RS02170
OG0000481	DR087_RS02310	NB627_RS00935
OG0000482	DR087_RS02795	NB627_RS01320
OG0000483	DR087_RS00115	NB627_RS02220
OG0000484	DR087_RS04670	NB627_RS00200
OG0000485	DR087_RS01930	NB627_RS01280
OG0000486	DR087_RS00270	NB627_RS02470
OG0000488	DR087_RS00085	NB627_RS02185
OG0000490	DR087_RS00420	NB627_RS03815
OG0000491	DR087_RS01180	NB627_RS01470
OG0000492	DR087_RS01105	NB627_RS01555
OG0000493	DR087_RS02915	NB627_RS00690
OG0000494	DR087_RS03145	NB627_RS00750
OG0000496	DR087_RS01385	NB627_RS03015
OG0000497	DR087_RS01380	NB627_RS03010
OG0000498	DR087_RS03245	NB627_RS02925
OG0000499	DR087_RS01235	NB627_RS02890
OG0000500	DR087_RS01530	NB627_RS02070
OG0000501	DR087_RS00985	NB627_RS03260
OG0000504	DR087_RS02550	NB627_RS01015
OG0000505	DR087_RS02625	NB627_RS01050
OG0000506	DR087_RS02635	NB627_RS01060
OG0000507	DR087_RS02670	NB627_RS01095
OG0000508	DR087_RS01770	NB627_RS00250
OG0000509	DR087_RS01805	NB627_RS00285
OG0000510	DR087_RS01815	NB627_RS00300
OG0000511	DR087_RS03045	NB627_RS00540
OG0000512	DR087_RS02975	NB627_RS02740
OG0000513	DR087_RS00655	NB627_RS03630
OG0000514	DR087_RS01420	NB627_RS03050
OG0000517	DR087_RS00495	NB627_RS00065
OG0000518	DR087_RS00945	NB627_RS03300
OG0000520	DR087_RS02535	NB627_RS01035
OG0000521	DR087_RS01785	NB627_RS00265
OG0000523	DR087_RS00590	NB627_RS03560
OG0000524	DR087_RS01260	NB627_RS02860
OG0000525	DR087_RS04645	NB627_RS03525
OG0000526	DR087_RS04050	NB627_RS01970, NB627_RS01965
OG0000531	DR087_RS01130	NB627_RS01530
OG0000532	DR087_RS03180	NB627_RS01750, NB627_RS01755
OG0000533	DR087_RS03510	NB627_RS00710
OG0000538	DR087_RS01975	NB627_RS01240
OG0000540	DR087_RS01290	NB627_RS02830
OG0000543	DR087_RS00345	NB627_RS00515
OG0000544	DR087_RS04710	NB627_RS01370
OG0000545	DR087_RS01630	NB627_RS01955
OG0000546	DR087_RS04305	NB627_RS02975
OG0000551	DR087_RS03385	NB627_RS03170
OG0000553	DR087_RS04565	NB627_RS02875
OG0000554	DR087_RS01690	NB627_RS02565
OG0000555	DR087_RS04580	NB627_RS03105
OG0000556	DR087_RS04430	NB627_RS00460
OG0000557	DR087_RS02850	NB627_RS01385
OG0000558	DR087_RS02820	NB627_RS01345
OG0000559	DR087_RS02085	NB627_RS01830
OG0000560	DR087_RS01645	NB627_RS01940
OG0000561	DR087_RS01990	NB627_RS01225
OG0000562	DR087_RS01640	NB627_RS01945
OG0000563	DR087_RS01655	NB627_RS01935
OG0000564	DR087_RS03320	NB627_RS01410
OG0000565	DR087_RS01590	NB627_RS02010
OG0000566	DR087_RS01600	NB627_RS01990
OG0000567	DR087_RS01625	NB627_RS01960
OG0000568	DR087_RS02180	NB627_RS00795
OG0000569	DR087_RS02825	NB627_RS01350
OG0000570	DR087_RS04705	NB627_RS01355
OG0000571	DR087_RS02835	NB627_RS01360
OG0000572	DR087_RS02855	NB627_RS01390
OG0000573	DR087_RS02080	NB627_RS01825
OG0000574	DR087_RS03300	NB627_RS01430
OG0000576	DR087_RS02035	NB627_RS01780
OG0000577	DR087_RS01270	NB627_RS02850
OG0000578	DR087_RS01250	NB627_RS02870
OG0000580	DR087_RS04010	NB627_RS02980
OG0000582	DR087_RS04715	NB627_RS01380
OG0000583	DR087_RS02070	NB627_RS01815
OG0000584	DR087_RS00315	NB627_RS00485
OG0000585	DR087_RS00170	NB627_RS02370
OG0000586	DR087_RS02055	NB627_RS01800
OG0000587	DR087_RS04775	NB627_RS02020
OG0000588	DR087_RS02030	NB627_RS01770
OG0000589	DR087_RS03500	NB627_RS02300
OG0000590	DR087_RS00325	NB627_RS00495
