Orthogroup	MHP_MHP691_genes	MHP_ES2_genes
OG0000329	DR087_RS02540	E5E95_RS00905
OG0000330	DR087_RS01995	E5E95_RS01120
OG0000331	DR087_RS03375	E5E95_RS03175
OG0000332	DR087_RS00940	E5E95_RS03320
OG0000333	DR087_RS00930	E5E95_RS03330
OG0000334	DR087_RS00825	E5E95_RS03440
OG0000335	DR087_RS00815	E5E95_RS03450
OG0000336	DR087_RS04490	E5E95_RS03620
OG0000337	DR087_RS00385	E5E95_RS03795
OG0000338	DR087_RS00425	E5E95_RS03835
OG0000339	DR087_RS01745	E5E95_RS02540
OG0000340	DR087_RS01215	E5E95_RS01330
OG0000341	DR087_RS00255	E5E95_RS02405
OG0000342	DR087_RS02225	E5E95_RS00730
OG0000343	DR087_RS00920	E5E95_RS03340
OG0000344	DR087_RS02910	E5E95_RS00575
OG0000345	DR087_RS02715	E5E95_RS01040
OG0000346	DR087_RS00635	E5E95_RS03625
OG0000347	DR087_RS01125	E5E95_RS01420
OG0000348	DR087_RS02300	E5E95_RS00805
OG0000349	DR087_RS04500	E5E95_RS03685
OG0000350	DR087_RS03265	E5E95_RS02960
OG0000351	DR087_RS03115	E5E95_RS00495
OG0000352	DR087_RS01525	E5E95_RS02050
OG0000353	DR087_RS01155	E5E95_RS01390
OG0000354	DR087_RS03150	E5E95_RS00635
OG0000355	DR087_RS04595	E5E95_RS02020
OG0000356	DR087_RS04395	E5E95_RS02110
OG0000357	DR087_RS04525	E5E95_RS03300
OG0000358	DR087_RS00955	E5E95_RS03305
OG0000359	DR087_RS04665	E5E95_RS00775
OG0000360	DR087_RS01795	E5E95_RS00275
OG0000361	DR087_RS01825	E5E95_RS00305
OG0000362	DR087_RS02965	E5E95_RS02745
OG0000363	DR087_RS04545	E5E95_RS03985
OG0000364	DR087_RS01580	E5E95_RS01995
OG0000365	DR087_RS04420	E5E95_RS02150
OG0000366	DR087_RS00100	E5E95_RS02175
OG0000367	DR087_RS00110	E5E95_RS02185
OG0000368	DR087_RS00490	E5E95_RS00060
OG0000369	DR087_RS04455	E5E95_RS00025
OG0000371	DR087_RS04765	E5E95_RS00015
OG0000372	DR087_RS00440	E5E95_RS00010
OG0000373	DR087_RS00415	E5E95_RS03825
OG0000374	DR087_RS00405	E5E95_RS03815
OG0000375	DR087_RS00190	E5E95_RS02340
OG0000376	DR087_RS01705	E5E95_RS02585
OG0000377	DR087_RS01715	E5E95_RS02575
OG0000378	DR087_RS03315	E5E95_RS01310
OG0000379	DR087_RS01160	E5E95_RS01385
OG0000380	DR087_RS01135	E5E95_RS01410
OG0000381	DR087_RS01095	E5E95_RS01450
OG0000382	DR087_RS01065	E5E95_RS01480
OG0000383	DR087_RS01025	E5E95_RS01520
OG0000384	DR087_RS03460	E5E95_RS00515
OG0000385	DR087_RS03455	E5E95_RS00520
OG0000386	DR087_RS02875	E5E95_RS00540
OG0000387	DR087_RS02900	E5E95_RS00565
OG0000388	DR087_RS04720	E5E95_RS00570
OG0000389	DR087_RS03170	E5E95_RS00615
OG0000390	DR087_RS01460	E5E95_RS03100
OG0000391	DR087_RS01450	E5E95_RS03090
OG0000392	DR087_RS01425	E5E95_RS03065
OG0000393	DR087_RS04575	E5E95_RS03010
OG0000394	DR087_RS03560	E5E95_RS02940
OG0000395	DR087_RS03550	E5E95_RS02930
OG0000397	DR087_RS01540	E5E95_RS02035
OG0000398	DR087_RS01535	E5E95_RS02040
OG0000399	DR087_RS00015	E5E95_RS02090
OG0000400	DR087_RS00995	E5E95_RS03265
OG0000401	DR087_RS00935	E5E95_RS03325
OG0000402	DR087_RS00925	E5E95_RS03335
OG0000403	DR087_RS00915	E5E95_RS03345
OG0000404	DR087_RS00885	E5E95_RS03375
OG0000405	DR087_RS00870	E5E95_RS03390
OG0000406	DR087_RS00810	E5E95_RS03455
OG0000407	DR087_RS04515	E5E95_RS03460
OG0000408	DR087_RS00800	E5E95_RS03465
OG0000409	DR087_RS00795	E5E95_RS03470
OG0000410	DR087_RS02135	E5E95_RS03530
OG0000411	DR087_RS02145	E5E95_RS03520
OG0000412	DR087_RS02150	E5E95_RS03515
OG0000413	DR087_RS00355	E5E95_RS01535
OG0000414	DR087_RS03435	E5E95_RS01545
OG0000415	DR087_RS03430	E5E95_RS01550
OG0000416	DR087_RS03420	E5E95_RS01560
OG0000417	DR087_RS00250	E5E95_RS02400
OG0000418	DR087_RS00245	E5E95_RS02395
OG0000419	DR087_RS02205	E5E95_RS00710
OG0000420	DR087_RS02240	E5E95_RS00745
OG0000421	DR087_RS02275	E5E95_RS00780
OG0000422	DR087_RS02285	E5E95_RS00790
OG0000423	DR087_RS02600	E5E95_RS00845
OG0000424	DR087_RS02595	E5E95_RS00850
OG0000425	DR087_RS02585	E5E95_RS00860
OG0000426	DR087_RS04695	E5E95_RS00865
OG0000427	DR087_RS04690	E5E95_RS00890
OG0000428	DR087_RS02530	E5E95_RS00915
OG0000429	DR087_RS02705	E5E95_RS01030
OG0000430	DR087_RS02750	E5E95_RS01075
OG0000431	DR087_RS02760	E5E95_RS01085
OG0000432	DR087_RS02000	E5E95_RS01115
OG0000433	DR087_RS01985	E5E95_RS01130
OG0000434	DR087_RS01980	E5E95_RS01135
OG0000435	DR087_RS01965	E5E95_RS01150
OG0000436	DR087_RS01935	E5E95_RS01180
OG0000437	DR087_RS01925	E5E95_RS01190
OG0000438	DR087_RS01920	E5E95_RS01195
OG0000439	DR087_RS04620	E5E95_RS01200
OG0000440	DR087_RS03345	E5E95_RS03155
OG0000441	DR087_RS03395	E5E95_RS03195
OG0000442	DR087_RS04770	E5E95_RS00135
OG0000443	DR087_RS02370	E5E95_RS00185
OG0000444	DR087_RS02355	E5E95_RS00200
OG0000445	DR087_RS02330	E5E95_RS00225
OG0000446	DR087_RS01775	E5E95_RS00255
OG0000447	DR087_RS01780	E5E95_RS00260
OG0000448	DR087_RS01810	E5E95_RS00290
OG0000449	DR087_RS01835	E5E95_RS00315
OG0000450	DR087_RS01845	E5E95_RS00325
OG0000451	DR087_RS01885	E5E95_RS00365
OG0000452	DR087_RS03005	E5E95_RS00390
OG0000453	DR087_RS03040	E5E95_RS00425
OG0000454	DR087_RS02015	E5E95_RS01735, E5E95_RS02455
OG0000455	DR087_RS00740	E5E95_RS03730
OG0000456	DR087_RS00620	E5E95_RS03610
OG0000457	DR087_RS00595	E5E95_RS03585
OG0000458	DR087_RS02935	E5E95_RS02715
OG0000459	DR087_RS02960	E5E95_RS02740
OG0000460	DR087_RS02970	E5E95_RS02750
OG0000461	DR087_RS01335	E5E95_RS02795
OG0000462	DR087_RS01340	E5E95_RS02790
OG0000463	DR087_RS01350	E5E95_RS02785
OG0000464	DR087_RS03000	E5E95_RS02780
OG0000465	DR087_RS02995	E5E95_RS02775
OG0000466	DR087_RS03010	E5E95_RS00395
OG0000467	DR087_RS04570	E5E95_RS02880
OG0000468	DR087_RS00010	E5E95_RS02085
OG0000469	DR087_RS00070	E5E95_RS02145
OG0000470	DR087_RS03755	E5E95_RS03895
OG0000471	DR087_RS02525	E5E95_RS00920
OG0000472	DR087_RS02125	E5E95_RS03540
OG0000473	DR087_RS00725	E5E95_RS03715
OG0000474	DR087_RS00730	E5E95_RS03720
OG0000475	DR087_RS00735	E5E95_RS03725
OG0000476	DR087_RS03410	E5E95_RS01570
OG0000477	DR087_RS01310	E5E95_RS02820
OG0000478	DR087_RS00670	E5E95_RS03660
OG0000479	DR087_RS01200	E5E95_RS01345
OG0000480	DR087_RS03730	E5E95_RS03865
OG0000481	DR087_RS02310	E5E95_RS00815
OG0000482	DR087_RS02795	E5E95_RS01230
OG0000483	DR087_RS00115	E5E95_RS02190
OG0000484	DR087_RS04670	E5E95_RS00195
OG0000485	DR087_RS01930	E5E95_RS01185
OG0000486	DR087_RS00270	E5E95_RS02420
OG0000487	DR087_RS04405	E5E95_RS02125
OG0000488	DR087_RS00085	E5E95_RS02160
OG0000489	DR087_RS00480	E5E95_RS00050
OG0000490	DR087_RS00420	E5E95_RS03830
OG0000491	DR087_RS01180	E5E95_RS01365
OG0000492	DR087_RS01105	E5E95_RS01440
OG0000493	DR087_RS02915	E5E95_RS00580
OG0000494	DR087_RS03145	E5E95_RS00640
OG0000495	DR087_RS01395	E5E95_RS03035
OG0000496	DR087_RS01385	E5E95_RS03025
OG0000497	DR087_RS01380	E5E95_RS03020
OG0000500	DR087_RS01530	E5E95_RS02045
OG0000501	DR087_RS00985	E5E95_RS04280, E5E95_RS04275
OG0000502	DR087_RS02785	E5E95_RS01220
OG0000503	DR087_RS02255	E5E95_RS00760
OG0000504	DR087_RS02550	E5E95_RS00895
OG0000506	DR087_RS02635	E5E95_RS00960
OG0000508	DR087_RS01770	E5E95_RS00250
OG0000509	DR087_RS01805	E5E95_RS00285
OG0000510	DR087_RS01815	E5E95_RS00295
OG0000511	DR087_RS03045	E5E95_RS00430
OG0000512	DR087_RS02975	E5E95_RS02755
OG0000513	DR087_RS00655	E5E95_RS03645
OG0000514	DR087_RS01420	E5E95_RS03060
OG0000515	DR087_RS01610	E5E95_RS01965
OG0000515	DR087_RS01610	E5E95_RS01580
OG0000516	DR087_RS04410	E5E95_RS02130
OG0000517	DR087_RS00495	E5E95_RS00065
OG0000518	DR087_RS00945	E5E95_RS03315
OG0000519	DR087_RS02280	E5E95_RS00785
OG0000520	DR087_RS02535	E5E95_RS00910
OG0000521	DR087_RS01785	E5E95_RS00265
OG0000522	DR087_RS01820	E5E95_RS00300
OG0000523	DR087_RS00590	E5E95_RS03580
OG0000525	DR087_RS04645	E5E95_RS03545
OG0000526	DR087_RS04050	E5E95_RS04020
OG0000528	DR087_RS04415	E5E95_RS02135
OG0000529	DR087_RS00205	E5E95_RS02355
OG0000531	DR087_RS01130	E5E95_RS01415
OG0000532	DR087_RS03180	E5E95_RS01740
