Orthogroup	MHP_J_genes	MHP_232_genes
OG0000255	MHJ_RS00220	MHP_RS00250
OG0000256	MHJ_RS00225	MHP_RS00255
OG0000257	MHJ_RS00250	MHP_RS00280
OG0000258	MHJ_RS00260	MHP_RS00290
OG0000259	MHJ_RS00290	MHP_RS00320
OG0000260	MHJ_RS00300	MHP_RS00330
OG0000261	MHJ_RS00310	MHP_RS00340
OG0000262	MHJ_RS00325	MHP_RS00355
OG0000263	MHJ_RS00340	MHP_RS00370
OG0000264	MHJ_RS00355	MHP_RS00385
OG0000265	MHJ_RS00365	MHP_RS00395
OG0000266	MHJ_RS00380	MHP_RS00415
OG0000267	MHJ_RS00395	MHP_RS00430
OG0000268	MHJ_RS00400	MHP_RS01570
OG0000269	MHJ_RS00415	MHP_RS01555
OG0000270	MHJ_RS03460	MHP_RS03410
OG0000271	MHJ_RS03455	MHP_RS03405
OG0000272	MHJ_RS03450	MHP_RS03400
OG0000273	MHJ_RS03445	MHP_RS03395
OG0000274	MHJ_RS03425	MHP_RS03375
OG0000275	MHJ_RS03420	MHP_RS03370
OG0000276	MHJ_RS03415	MHP_RS03365
OG0000277	MHJ_RS03405	MHP_RS03355
OG0000278	MHJ_RS03400	MHP_RS03350
OG0000279	MHJ_RS03390	MHP_RS03340
OG0000280	MHJ_RS03385	MHP_RS03335
OG0000281	MHJ_RS03705	MHP_RS03680
OG0000282	MHJ_RS03360	MHP_RS03310
OG0000283	MHJ_RS03355	MHP_RS03305
OG0000284	MHJ_RS03350	MHP_RS03300
OG0000285	MHJ_RS03345	MHP_RS03295
OG0000286	MHJ_RS02375	MHP_RS02290
OG0000287	MHJ_RS02475	MHP_RS02380
OG0000288	MHJ_RS02485	MHP_RS02390
OG0000289	MHJ_RS02495	MHP_RS02395
OG0000290	MHJ_RS02605	MHP_RS02510
OG0000291	MHJ_RS02595	MHP_RS02500
OG0000292	MHJ_RS02590	MHP_RS02495
OG0000293	MHJ_RS02585	MHP_RS02490
OG0000294	MHJ_RS02570	MHP_RS02475
OG0000295	MHJ_RS02565	MHP_RS02470
OG0000296	MHJ_RS02525	MHP_RS02430
OG0000297	MHJ_RS02520	MHP_RS02425
OG0000298	MHJ_RS00150	MHP_RS00185
OG0000299	MHJ_RS00170	MHP_RS03590
OG0000300	MHJ_RS00350	MHP_RS00380
OG0000301	MHJ_RS00385	MHP_RS00420
OG0000302	MHJ_RS00390	MHP_RS00425
OG0000303	MHJ_RS00545	MHP_RS01425
OG0000304	MHJ_RS01050	MHP_RS00930
OG0000305	MHJ_RS02850	MHP_RS02825
OG0000306	MHJ_RS02775	MHP_RS02665
OG0000307	MHJ_RS02730	MHP_RS02630
OG0000308	MHJ_RS02625	MHP_RS02530
OG0000309	MHJ_RS02555	MHP_RS02460
OG0000310	MHJ_RS02480	MHP_RS02385
OG0000311	MHJ_RS02435	MHP_RS02350
OG0000312	MHJ_RS02420	MHP_RS02335
OG0000313	MHJ_RS01555	MHP_RS01595
OG0000314	MHJ_RS01910	MHP_RS01920
OG0000315	MHJ_RS01940	MHP_RS01950
OG0000316	MHJ_RS01950	MHP_RS01960
OG0000317	MHJ_RS02040	MHP_RS02050
OG0000318	MHJ_RS01955	MHP_RS01965
OG0000319	MHJ_RS02180	MHP_RS02105
OG0000320	MHJ_RS02305	MHP_RS02235
OG0000321	MHJ_RS01305	MHP_RS00670
OG0000322	MHJ_RS01350	MHP_RS00625
OG0000323	MHJ_RS01480	MHP_RS00495
OG0000324	MHJ_RS02220	MHP_RS02145
OG0000325	MHJ_RS00680	MHP_RS01295
OG0000326	MHJ_RS00770	MHP_RS01205
OG0000327	MHJ_RS00775	MHP_RS01200
OG0000328	MHJ_RS00860	MHP_RS01115
OG0000329	MHJ_RS00880	MHP_RS01095
OG0000330	MHJ_RS01075	MHP_RS00905
OG0000331	MHJ_RS02955	MHP_RS02920
OG0000332	MHJ_RS03085	MHP_RS03045
OG0000333	MHJ_RS03095	MHP_RS03055
OG0000334	MHJ_RS03205	MHP_RS03150
OG0000335	MHJ_RS03215	MHP_RS03160
OG0000336	MHJ_RS03375	MHP_RS03325
OG0000337	MHJ_RS03535	MHP_RS03495
OG0000338	MHJ_RS03575	MHP_RS03535
OG0000339	MHJ_RS02280	MHP_RS02210
OG0000340	MHJ_RS01285	MHP_RS00690
OG0000341	MHJ_RS02240	MHP_RS02165
OG0000342	MHJ_RS00710	MHP_RS01265
OG0000343	MHJ_RS03105	MHP_RS03065
OG0000344	MHJ_RS00560	MHP_RS01410
OG0000345	MHJ_RS00995	MHP_RS00985
OG0000346	MHJ_RS03380	MHP_RS03330
OG0000347	MHJ_RS01375	MHP_RS00600
OG0000348	MHJ_RS00780	MHP_RS01195
OG0000349	MHJ_RS03435	MHP_RS03385
OG0000350	MHJ_RS02720	MHP_RS02620
OG0000351	MHJ_RS00475	MHP_RS01495
OG0000352	MHJ_RS01885	MHP_RS01900
OG0000353	MHJ_RS01345	MHP_RS00630
OG0000354	MHJ_RS00620	MHP_RS01355
OG0000355	MHJ_RS01855	MHP_RS01875
OG0000356	MHJ_RS01945	MHP_RS01955
OG0000357	MHJ_RS03065	MHP_RS03025
OG0000358	MHJ_RS03070	MHP_RS03030
OG0000359	MHJ_RS00750	MHP_RS01225
OG0000360	MHJ_RS00255	MHP_RS00285
OG0000361	MHJ_RS00285	MHP_RS00315
OG0000362	MHJ_RS02500	MHP_RS02405
OG0000363	MHJ_RS03840	MHP_RS03990
OG0000364	MHJ_RS03765	MHP_RS03780
OG0000364	MHJ_RS01830	MHP_RS03785
OG0000365	MHJ_RS01985	MHP_RS01995
OG0000366	MHJ_RS02010	MHP_RS02020
OG0000367	MHJ_RS02020	MHP_RS02030
OG0000368	MHJ_RS00060	MHP_RS00060
OG0000369	MHJ_RS00025	MHP_RS00025
OG0000370	MHJ_RS00020	MHP_RS00020
OG0000371	MHJ_RS00015	MHP_RS00015
OG0000372	MHJ_RS00010	MHP_RS00010
OG0000373	MHJ_RS03565	MHP_RS03525
OG0000374	MHJ_RS03555	MHP_RS03515
OG0000375	MHJ_RS02175	MHP_RS02100
OG0000376	MHJ_RS02320	MHP_RS02250
OG0000377	MHJ_RS02310	MHP_RS02240
OG0000378	MHJ_RS01265	MHP_RS00710
OG0000379	MHJ_RS01340	MHP_RS00635
OG0000380	MHJ_RS01365	MHP_RS00610
OG0000381	MHJ_RS01405	MHP_RS00570
OG0000382	MHJ_RS01435	MHP_RS00540
OG0000383	MHJ_RS01475	MHP_RS00500
OG0000384	MHJ_RS00500	MHP_RS01470
OG0000385	MHJ_RS00505	MHP_RS01465
OG0000386	MHJ_RS00525	MHP_RS01445
OG0000387	MHJ_RS00550	MHP_RS01420
OG0000388	MHJ_RS00555	MHP_RS01415
OG0000389	MHJ_RS00600	MHP_RS01375
OG0000390	MHJ_RS02875	MHP_RS02845
OG0000391	MHJ_RS02865	MHP_RS02835
OG0000392	MHJ_RS02835	MHP_RS02810
OG0000393	MHJ_RS02780	MHP_RS02755
OG0000394	MHJ_RS02695	MHP_RS02595
OG0000395	MHJ_RS02690	MHP_RS02590
OG0000396	MHJ_RS02380	MHP_RS02295
OG0000397	MHJ_RS01870	MHP_RS01885
OG0000398	MHJ_RS01875	MHP_RS01890
OG0000399	MHJ_RS01925	MHP_RS01935
OG0000400	MHJ_RS03030	MHP_RS02990
OG0000401	MHJ_RS03090	MHP_RS03050
OG0000402	MHJ_RS03100	MHP_RS03060
OG0000403	MHJ_RS03110	MHP_RS03070
OG0000404	MHJ_RS03140	MHP_RS03100
OG0000405	MHJ_RS03155	MHP_RS03115
OG0000406	MHJ_RS03220	MHP_RS03165
OG0000407	MHJ_RS03225	MHP_RS03170
OG0000408	MHJ_RS03230	MHP_RS03175
OG0000409	MHJ_RS03235	MHP_RS03180
OG0000410	MHJ_RS03290	MHP_RS03240
OG0000411	MHJ_RS03280	MHP_RS03230
OG0000412	MHJ_RS03275	MHP_RS03225
OG0000413	MHJ_RS01490	MHP_RS00485
OG0000414	MHJ_RS01500	MHP_RS00475
OG0000415	MHJ_RS01505	MHP_RS00470
OG0000416	MHJ_RS01515	MHP_RS00460
OG0000417	MHJ_RS02235	MHP_RS02160
OG0000418	MHJ_RS02230	MHP_RS02155
OG0000419	MHJ_RS00690	MHP_RS01285
OG0000420	MHJ_RS00725	MHP_RS01250
OG0000421	MHJ_RS00755	MHP_RS01220
OG0000422	MHJ_RS00765	MHP_RS01210
OG0000423	MHJ_RS00820	MHP_RS01155
OG0000424	MHJ_RS00825	MHP_RS01150
OG0000425	MHJ_RS00835	MHP_RS01140
OG0000426	MHJ_RS00840	MHP_RS01135
OG0000427	MHJ_RS00865	MHP_RS01110
OG0000428	MHJ_RS00890	MHP_RS01085
OG0000429	MHJ_RS00985	MHP_RS00995
OG0000430	MHJ_RS01030	MHP_RS00950
OG0000431	MHJ_RS01040	MHP_RS00940
OG0000432	MHJ_RS01070	MHP_RS00910
OG0000433	MHJ_RS01085	MHP_RS00895
OG0000434	MHJ_RS01090	MHP_RS00890
OG0000435	MHJ_RS01105	MHP_RS00875
OG0000436	MHJ_RS01135	MHP_RS00845
OG0000437	MHJ_RS01145	MHP_RS00835
OG0000438	MHJ_RS01150	MHP_RS00830
OG0000439	MHJ_RS01155	MHP_RS00825
OG0000440	MHJ_RS02935	MHP_RS02900
OG0000441	MHJ_RS02975	MHP_RS02940
OG0000442	MHJ_RS00120	MHP_RS00155
OG0000443	MHJ_RS00165	MHP_RS00200
OG0000444	MHJ_RS00180	MHP_RS00210
OG0000445	MHJ_RS00205	MHP_RS00235
OG0000446	MHJ_RS00235	MHP_RS00265
OG0000447	MHJ_RS00240	MHP_RS00270
OG0000448	MHJ_RS00270	MHP_RS00300
OG0000449	MHJ_RS00295	MHP_RS00325
OG0000450	MHJ_RS00305	MHP_RS00335
OG0000451	MHJ_RS00345	MHP_RS00375
OG0000452	MHJ_RS00370	MHP_RS00405
OG0000453	MHJ_RS00405	MHP_RS01565
OG0000454	MHJ_RS01590	MHP_RS01635, MHP_RS02745
OG0000455	MHJ_RS03480	MHP_RS03430
OG0000456	MHJ_RS03365	MHP_RS03315
OG0000457	MHJ_RS03340	MHP_RS03290
OG0000458	MHJ_RS02470	MHP_RS02375
OG0000460	MHJ_RS02505	MHP_RS02410
OG0000461	MHJ_RS02550	MHP_RS02455
OG0000462	MHJ_RS02545	MHP_RS02450
OG0000463	MHJ_RS02540	MHP_RS02445
OG0000464	MHJ_RS02535	MHP_RS02440
OG0000465	MHJ_RS02530	MHP_RS02435
OG0000466	MHJ_RS00375	MHP_RS00410
OG0000467	MHJ_RS02640	MHP_RS02540
OG0000468	MHJ_RS01920	MHP_RS01930
OG0000469	MHJ_RS01980	MHP_RS01990
OG0000470	MHJ_RS03785	MHP_RS03750
OG0000471	MHJ_RS00895	MHP_RS01080
OG0000472	MHJ_RS03300	MHP_RS03250
OG0000473	MHJ_RS03465	MHP_RS03415
OG0000474	MHJ_RS03470	MHP_RS03420
OG0000475	MHJ_RS03475	MHP_RS03425
OG0000476	MHJ_RS01525	MHP_RS00450
OG0000477	MHJ_RS02580	MHP_RS02485
OG0000478	MHJ_RS03410	MHP_RS03360
OG0000479	MHJ_RS01300	MHP_RS00675
OG0000480	MHJ_RS03770	MHP_RS03795
OG0000481	MHJ_RS00790	MHP_RS01185
OG0000482	MHJ_RS01185	MHP_RS00795
OG0000483	MHJ_RS02025	MHP_RS02035
OG0000484	MHJ_RS00175	MHP_RS00205
OG0000485	MHJ_RS01140	MHP_RS00840
OG0000486	MHJ_RS02255	MHP_RS02180
OG0000487	MHJ_RS01960	MHP_RS01970
OG0000488	MHJ_RS01995	MHP_RS02005
OG0000489	MHJ_RS00050	MHP_RS00050
OG0000490	MHJ_RS03570	MHP_RS03530
OG0000491	MHJ_RS01320	MHP_RS00655
OG0000492	MHJ_RS01395	MHP_RS00580
OG0000493	MHJ_RS00565	MHP_RS01405
OG0000494	MHJ_RS00625	MHP_RS01350
OG0000495	MHJ_RS02805	MHP_RS02780
OG0000496	MHJ_RS02795	MHP_RS02770
OG0000497	MHJ_RS02790	MHP_RS02765
OG0000498	MHJ_RS02700	MHP_RS02600
OG0000499	MHJ_RS02665	MHP_RS02565
OG0000500	MHJ_RS01880	MHP_RS01895
OG0000501	MHJ_RS03040	MHP_RS03000
OG0000502	MHJ_RS01175	MHP_RS00805
OG0000503	MHJ_RS00735	MHP_RS01240
OG0000504	MHJ_RS00870	MHP_RS01105
OG0000505	MHJ_RS00905	MHP_RS01070
OG0000506	MHJ_RS00915	MHP_RS01060
OG0000507	MHJ_RS00950	MHP_RS01030
OG0000508	MHJ_RS00230	MHP_RS00260
OG0000509	MHJ_RS00265	MHP_RS00295
OG0000510	MHJ_RS00275	MHP_RS00305
OG0000511	MHJ_RS00410	MHP_RS01560
OG0000512	MHJ_RS02510	MHP_RS02415
OG0000513	MHJ_RS03395	MHP_RS03345
OG0000514	MHJ_RS02830	MHP_RS02805
OG0000515	MHJ_RS01535	MHP_RS03875
OG0000516	MHJ_RS01965	MHP_RS01975
OG0000517	MHJ_RS00065	MHP_RS00065
OG0000518	MHJ_RS03080	MHP_RS03040
OG0000519	MHJ_RS00760	MHP_RS01215
OG0000520	MHJ_RS00885	MHP_RS01090
OG0000521	MHJ_RS00245	MHP_RS00275
OG0000522	MHJ_RS00280	MHP_RS00310
OG0000523	MHJ_RS03335	MHP_RS03285
OG0000524	MHJ_RS02635	MHP_RS02535
OG0000525	MHJ_RS03305	MHP_RS03255
OG0000526	MHJ_RS03870, MHJ_RS01785	MHP_RS03900
