Orthogroup	MHP_J_genes	MHP_MHP679_genes
OG0000029	MHJ_RS01055	DR086_RS02730
OG0000030	MHJ_RS03310	DR086_RS05025
OG0000030	MHJ_RS03325	DR086_RS04875
OG0000032	MHJ_RS03320	DR086_RS03870
OG0000036	MHJ_RS00105	DR086_RS03265
OG0000037	MHJ_RS03820	DR086_RS04510
OG0000039	MHJ_RS01575	DR086_RS03295
OG0000040	MHJ_RS03260	DR086_RS02360
OG0000041	MHJ_RS00655	DR086_RS03635
OG0000041	MHJ_RS01160	DR086_RS02480
OG0000042	MHJ_RS02920	DR086_RS02970
OG0000043	MHJ_RS01865	DR086_RS00750, DR086_RS00415
OG0000044	MHJ_RS04020	DR086_RS05095
OG0000045	MHJ_RS01580	DR086_RS03290
OG0000046	MHJ_RS03960, MHJ_RS03265	DR086_RS04940
OG0000048	MHJ_RS02050	DR086_RS00610
OG0000049	MHJ_RS03025, MHJ_RS03010	DR086_RS01430
OG0000050	MHJ_RS02400	DR086_RS02195
OG0000051	MHJ_RS02615	DR086_RS00855
OG0000052	MHJ_RS00075	DR086_RS01150
OG0000053	MHJ_RS01420	DR086_RS04905
OG0000054	MHJ_RS02425	DR086_RS02170
OG0000055	MHJ_RS00110	DR086_RS03270
OG0000056	MHJ_RS03500	DR086_RS02455
OG0000057	MHJ_RS02900	DR086_RS01130
OG0000061	MHJ_RS01815	DR086_RS00820
OG0000062	MHJ_RS03545	DR086_RS01260
OG0000063	MHJ_RS03540	DR086_RS04835
OG0000064	MHJ_RS03530	DR086_RS01275
OG0000065	MHJ_RS02200	DR086_RS02080
OG0000066	MHJ_RS01325	DR086_RS01980
OG0000067	MHJ_RS00510	DR086_RS02240
OG0000068	MHJ_RS00630	DR086_RS01570
OG0000069	MHJ_RS02785	DR086_RS01025
OG0000070	MHJ_RS02430	DR086_RS02165
OG0000071	MHJ_RS03250	DR086_RS02350
OG0000072	MHJ_RS03255	DR086_RS04935
OG0000073	MHJ_RS00685	DR086_RS03040
OG0000074	MHJ_RS00875	DR086_RS04990
OG0000075	MHJ_RS00320	DR086_RS03840, DR086_RS00210
OG0000076	MHJ_RS00335	DR086_RS00225
OG0000077	MHJ_RS00425	DR086_RS00315
OG0000078	MHJ_RS01625	DR086_RS01625
OG0000079	MHJ_RS02515	DR086_RS00950
OG0000080	MHJ_RS03800	DR086_RS04145
OG0000081	MHJ_RS00315	DR086_RS00205
OG0000082	MHJ_RS02340, MHJ_RS03775	DR086_RS03110
OG0000083	MHJ_RS01975	DR086_RS00520
OG0000084	MHJ_RS02000	DR086_RS00545
OG0000085	MHJ_RS02005	DR086_RS00550
OG0000086	MHJ_RS02015	DR086_RS00560
OG0000087	MHJ_RS02030	DR086_RS00575
OG0000088	MHJ_RS02035	DR086_RS00580
OG0000089	MHJ_RS02045	DR086_RS00590
OG0000090	MHJ_RS00070	DR086_RS01155
OG0000091	MHJ_RS00055	DR086_RS01170
OG0000092	MHJ_RS00040	DR086_RS01185
OG0000093	MHJ_RS00035	DR086_RS01190
OG0000094	MHJ_RS00030	DR086_RS01195
OG0000095	MHJ_RS00005	DR086_RS01220
OG0000096	MHJ_RS03580	DR086_RS01225
OG0000097	MHJ_RS03560	DR086_RS01245
OG0000098	MHJ_RS03550	DR086_RS01255
OG0000099	MHJ_RS03505	DR086_RS04950
OG0000100	MHJ_RS03490	DR086_RS02445
OG0000101	MHJ_RS03485	DR086_RS02440
OG0000102	MHJ_RS01650	DR086_RS01600
OG0000103	MHJ_RS02165	DR086_RS02115
OG0000104	MHJ_RS02170	DR086_RS02110
OG0000105	MHJ_RS02185	DR086_RS02095
OG0000106	MHJ_RS02195	DR086_RS02085
OG0000107	MHJ_RS02205	DR086_RS02075
OG0000108	MHJ_RS02210	DR086_RS02070
OG0000109	MHJ_RS02215	DR086_RS02065
OG0000110	MHJ_RS02330	DR086_RS03120
OG0000111	MHJ_RS02325	DR086_RS03125
OG0000112	MHJ_RS02315	DR086_RS03135
OG0000113	MHJ_RS02295	DR086_RS05050
OG0000114	MHJ_RS02285	DR086_RS03455
OG0000115	MHJ_RS02275	DR086_RS03475
OG0000116	MHJ_RS01270	DR086_RS03410
OG0000117	MHJ_RS01275	DR086_RS03405
OG0000118	MHJ_RS01310	DR086_RS01995
OG0000119	MHJ_RS01315	DR086_RS01990
OG0000120	MHJ_RS01330	DR086_RS01975
OG0000121	MHJ_RS01355	DR086_RS01950
OG0000122	MHJ_RS01360	DR086_RS01945
OG0000123	MHJ_RS01380	DR086_RS01925
OG0000124	MHJ_RS01385	DR086_RS01920
OG0000125	MHJ_RS01390	DR086_RS01915
OG0000126	MHJ_RS01400	DR086_RS01900
OG0000127	MHJ_RS01410	DR086_RS01890
OG0000128	MHJ_RS01425	DR086_RS01875
OG0000129	MHJ_RS01430	DR086_RS01870
OG0000130	MHJ_RS01440	DR086_RS01860
OG0000131	MHJ_RS01470	DR086_RS01830
OG0000132	MHJ_RS01485	DR086_RS04900
OG0000133	MHJ_RS00515	DR086_RS02245
OG0000134	MHJ_RS00520	DR086_RS02250
OG0000135	MHJ_RS00535	DR086_RS02265
OG0000136	MHJ_RS00540	DR086_RS02270
OG0000137	MHJ_RS00575	DR086_RS02310
OG0000138	MHJ_RS00605	DR086_RS02775
OG0000139	MHJ_RS00635	DR086_RS02745
OG0000140	MHJ_RS00640	DR086_RS02740
OG0000141	MHJ_RS02910	DR086_RS03720
OG0000142	MHJ_RS02905	DR086_RS04820
OG0000143	MHJ_RS02880	DR086_RS01115
OG0000144	MHJ_RS02870	DR086_RS01105
OG0000145	MHJ_RS02855	DR086_RS01095
OG0000146	MHJ_RS02845	DR086_RS01085
OG0000147	MHJ_RS02840	DR086_RS01080
OG0000148	MHJ_RS02825	DR086_RS01065
OG0000149	MHJ_RS02815	DR086_RS01055
OG0000150	MHJ_RS02800	DR086_RS01040
OG0000151	MHJ_RS02745	DR086_RS03230
OG0000152	MHJ_RS02740	DR086_RS03225
OG0000153	MHJ_RS02735	DR086_RS03220
OG0000154	MHJ_RS02725	DR086_RS03210
OG0000155	MHJ_RS02685	DR086_RS03005
OG0000156	MHJ_RS02675	DR086_RS02995
OG0000157	MHJ_RS02670	DR086_RS05005
OG0000158	MHJ_RS04010	DR086_RS05000
OG0000159	MHJ_RS04030	DR086_RS05100
OG0000160	MHJ_RS02410	DR086_RS02185
OG0000161	MHJ_RS02405	DR086_RS02190
OG0000162	MHJ_RS02395	DR086_RS02200
OG0000163	MHJ_RS02390	DR086_RS02205
OG0000164	MHJ_RS01565	DR086_RS03305
OG0000165	MHJ_RS01890	DR086_RS00440
OG0000166	MHJ_RS01915	DR086_RS00460
OG0000167	MHJ_RS01930	DR086_RS00475
OG0000168	MHJ_RS01935	DR086_RS00480
OG0000169	MHJ_RS03005	DR086_RS01435
OG0000170	MHJ_RS03035	DR086_RS01420
OG0000171	MHJ_RS03045	DR086_RS01410
OG0000172	MHJ_RS03050	DR086_RS01405
OG0000173	MHJ_RS03055	DR086_RS01400
OG0000174	MHJ_RS03060	DR086_RS01395
OG0000175	MHJ_RS03075	DR086_RS01380
OG0000176	MHJ_RS03125	DR086_RS01330
OG0000177	MHJ_RS03130	DR086_RS01325
OG0000178	MHJ_RS03135	DR086_RS01320
OG0000179	MHJ_RS03145	DR086_RS01310
OG0000180	MHJ_RS03150	DR086_RS01305
OG0000181	MHJ_RS03200	DR086_RS05065
OG0000182	MHJ_RS03210	DR086_RS03535
OG0000183	MHJ_RS03245	DR086_RS02345
OG0000184	MHJ_RS03285	DR086_RS02390
OG0000185	MHJ_RS03270	DR086_RS02375
OG0000186	MHJ_RS01495	DR086_RS04895
OG0000187	MHJ_RS01510	DR086_RS01790
OG0000188	MHJ_RS01520	DR086_RS01780
OG0000189	MHJ_RS02250	DR086_RS04920
OG0000190	MHJ_RS02245	DR086_RS02035
OG0000191	MHJ_RS02225	DR086_RS02055
OG0000192	MHJ_RS01190	DR086_RS02515
OG0000193	MHJ_RS01180	DR086_RS02500
OG0000194	MHJ_RS00670	DR086_RS03025
OG0000195	MHJ_RS00675	DR086_RS03030
OG0000196	MHJ_RS00695	DR086_RS03050
OG0000197	MHJ_RS00700	DR086_RS03055
OG0000198	MHJ_RS00715	DR086_RS03070
OG0000199	MHJ_RS00720	DR086_RS03075
OG0000200	MHJ_RS00730	DR086_RS03090
OG0000201	MHJ_RS00740	DR086_RS03100
OG0000202	MHJ_RS00795	DR086_RS03345
OG0000203	MHJ_RS00800	DR086_RS03340
OG0000204	MHJ_RS00805	DR086_RS04975
OG0000205	MHJ_RS00810	DR086_RS02805
OG0000206	MHJ_RS00830	DR086_RS02825
OG0000207	MHJ_RS00845	DR086_RS02840
OG0000208	MHJ_RS00850	DR086_RS02845
OG0000209	MHJ_RS00855	DR086_RS02850
OG0000210	MHJ_RS00900	DR086_RS02895
OG0000211	MHJ_RS00910	DR086_RS02580
OG0000212	MHJ_RS00920	DR086_RS02590
OG0000213	MHJ_RS00925	DR086_RS02595
OG0000214	MHJ_RS00930	DR086_RS02600
OG0000215	MHJ_RS00935	DR086_RS02605
OG0000216	MHJ_RS00940	DR086_RS02610
OG0000217	MHJ_RS00945	DR086_RS02615
OG0000218	MHJ_RS00955	DR086_RS02625
OG0000219	MHJ_RS00960	DR086_RS02630
OG0000220	MHJ_RS00965	DR086_RS02635
OG0000221	MHJ_RS00970	DR086_RS02640
OG0000222	MHJ_RS00975	DR086_RS02645
OG0000223	MHJ_RS00980	DR086_RS02650
OG0000224	MHJ_RS00990	DR086_RS02660
OG0000225	MHJ_RS01000	DR086_RS02670
OG0000226	MHJ_RS01005	DR086_RS02675
OG0000227	MHJ_RS01010	DR086_RS02680
OG0000228	MHJ_RS04015	DR086_RS05105
OG0000229	MHJ_RS01020	DR086_RS02690
OG0000230	MHJ_RS01025	DR086_RS02695
OG0000231	MHJ_RS01035	DR086_RS02705
OG0000232	MHJ_RS01045	DR086_RS02715
OG0000233	MHJ_RS01065	DR086_RS01680
OG0000234	MHJ_RS01100	DR086_RS01715
OG0000235	MHJ_RS01110	DR086_RS01725
OG0000236	MHJ_RS01115	DR086_RS01730
OG0000237	MHJ_RS01120	DR086_RS01735
OG0000238	MHJ_RS01130	DR086_RS01745
OG0000239	MHJ_RS02925	DR086_RS02960
OG0000240	MHJ_RS02930	DR086_RS02955
OG0000241	MHJ_RS02940	DR086_RS02945
OG0000242	MHJ_RS02945	DR086_RS02940
OG0000243	MHJ_RS02950	DR086_RS02935
OG0000244	MHJ_RS02960	DR086_RS02925
OG0000245	MHJ_RS02970	DR086_RS02915
OG0000246	MHJ_RS00115	DR086_RS03275
OG0000247	MHJ_RS00125	DR086_RS00010
OG0000248	MHJ_RS00135	DR086_RS00020
OG0000249	MHJ_RS00140	DR086_RS00025
OG0000250	MHJ_RS00155	DR086_RS00040
OG0000251	MHJ_RS00185	DR086_RS00075
OG0000252	MHJ_RS00195	DR086_RS00085
OG0000253	MHJ_RS00200	DR086_RS00090
OG0000254	MHJ_RS00210	DR086_RS00100
OG0000255	MHJ_RS00220	DR086_RS00110
OG0000256	MHJ_RS00225	DR086_RS00115
OG0000257	MHJ_RS00250	DR086_RS00140
OG0000258	MHJ_RS00260	DR086_RS00150
OG0000259	MHJ_RS00290	DR086_RS00180
OG0000260	MHJ_RS00300	DR086_RS00190
OG0000261	MHJ_RS00310	DR086_RS04745
OG0000262	MHJ_RS00325	DR086_RS00215
OG0000263	MHJ_RS00340	DR086_RS00230
OG0000264	MHJ_RS00355	DR086_RS00245
OG0000265	MHJ_RS00365	DR086_RS00255
OG0000266	MHJ_RS00380	DR086_RS00270
OG0000267	MHJ_RS00395	DR086_RS00285
OG0000268	MHJ_RS00400	DR086_RS00290
OG0000269	MHJ_RS00415	DR086_RS00305
OG0000270	MHJ_RS03460	DR086_RS04945
OG0000271	MHJ_RS03455	DR086_RS02410
OG0000272	MHJ_RS03450	DR086_RS02405
OG0000273	MHJ_RS03445	DR086_RS02400
OG0000274	MHJ_RS03425	DR086_RS01450
OG0000275	MHJ_RS03420	DR086_RS04850
OG0000276	MHJ_RS03415	DR086_RS01460
OG0000277	MHJ_RS03405	DR086_RS01470
OG0000278	MHJ_RS03400	DR086_RS01475
OG0000279	MHJ_RS03390	DR086_RS01485
OG0000280	MHJ_RS03385	DR086_RS01490
OG0000281	MHJ_RS03705	DR086_RS01495
OG0000282	MHJ_RS03360	DR086_RS04860
OG0000283	MHJ_RS03355	DR086_RS01525
OG0000284	MHJ_RS03350	DR086_RS01530
OG0000285	MHJ_RS03345	DR086_RS04865
OG0000286	MHJ_RS02375	DR086_RS02220
OG0000287	MHJ_RS02475	DR086_RS00990
OG0000288	MHJ_RS02485	DR086_RS00980
OG0000289	MHJ_RS02495	DR086_RS00975
OG0000290	MHJ_RS02605	DR086_RS00865
OG0000291	MHJ_RS02595	DR086_RS00875
OG0000292	MHJ_RS02590	DR086_RS00880
OG0000293	MHJ_RS02585	DR086_RS00885
OG0000294	MHJ_RS02570	DR086_RS00895
OG0000295	MHJ_RS02565	DR086_RS00900
OG0000296	MHJ_RS02525	DR086_RS00940
OG0000297	MHJ_RS02520	DR086_RS00945
OG0000298	MHJ_RS00150	DR086_RS00035
OG0000299	MHJ_RS00170	DR086_RS00060
OG0000300	MHJ_RS00350	DR086_RS00240
OG0000301	MHJ_RS00385	DR086_RS00275
OG0000302	MHJ_RS00390	DR086_RS00280
OG0000303	MHJ_RS00545	DR086_RS02275
OG0000304	MHJ_RS01050	DR086_RS02725
OG0000305	MHJ_RS02850	DR086_RS01090
OG0000306	MHJ_RS02775	DR086_RS01015
OG0000307	MHJ_RS02730	DR086_RS03215
OG0000308	MHJ_RS02625	DR086_RS00845
OG0000309	MHJ_RS02555	DR086_RS00910
OG0000310	MHJ_RS02480	DR086_RS00985
OG0000311	MHJ_RS02435	DR086_RS02160
OG0000312	MHJ_RS02420	DR086_RS02175
OG0000313	MHJ_RS01555	DR086_RS03315
OG0000314	MHJ_RS01910	DR086_RS00455
OG0000315	MHJ_RS01940	DR086_RS00485
OG0000316	MHJ_RS01950	DR086_RS00495
OG0000317	MHJ_RS02040	DR086_RS00585
OG0000318	MHJ_RS01955	DR086_RS04760
OG0000319	MHJ_RS02180	DR086_RS02100
OG0000320	MHJ_RS02305	DR086_RS03145
OG0000321	MHJ_RS01305	DR086_RS02000
OG0000322	MHJ_RS01350	DR086_RS01955
OG0000323	MHJ_RS01480	DR086_RS01820
OG0000324	MHJ_RS02220	DR086_RS02060
OG0000325	MHJ_RS00680	DR086_RS03035
OG0000326	MHJ_RS00770	DR086_RS03370
OG0000327	MHJ_RS00775	DR086_RS03365
OG0000328	MHJ_RS00860	DR086_RS02855
OG0000329	MHJ_RS00880	DR086_RS02875
OG0000330	MHJ_RS01075	DR086_RS01690
OG0000331	MHJ_RS02955	DR086_RS02930
OG0000332	MHJ_RS03085	DR086_RS01370
OG0000333	MHJ_RS03095	DR086_RS01360
OG0000334	MHJ_RS03205	DR086_RS03540
OG0000335	MHJ_RS03215	DR086_RS02315
OG0000336	MHJ_RS03375	DR086_RS04855
OG0000337	MHJ_RS03535	DR086_RS01270
OG0000338	MHJ_RS03575	DR086_RS01230
OG0000339	MHJ_RS02280	DR086_RS03465
OG0000340	MHJ_RS01285	DR086_RS02020
OG0000341	MHJ_RS02240	DR086_RS02040
OG0000342	MHJ_RS00710	DR086_RS03065
OG0000343	MHJ_RS03105	DR086_RS01350
OG0000344	MHJ_RS00560	DR086_RS02290
OG0000345	MHJ_RS00995	DR086_RS02665
OG0000346	MHJ_RS03380	DR086_RS05090
OG0000347	MHJ_RS01375	DR086_RS01930
OG0000348	MHJ_RS00780	DR086_RS03360
OG0000349	MHJ_RS03435	DR086_RS04845
OG0000350	MHJ_RS02720	DR086_RS03205
OG0000351	MHJ_RS00475	DR086_RS00370
OG0000352	MHJ_RS01885	DR086_RS00435
OG0000353	MHJ_RS01345	DR086_RS01960
OG0000354	MHJ_RS00620	DR086_RS02760
OG0000355	MHJ_RS01855	DR086_RS04750
OG0000356	MHJ_RS01945	DR086_RS04755
OG0000357	MHJ_RS03065	DR086_RS04840
OG0000358	MHJ_RS03070	DR086_RS01385
OG0000359	MHJ_RS00750	DR086_RS05045
OG0000360	MHJ_RS00255	DR086_RS00145
OG0000361	MHJ_RS00285	DR086_RS00175
OG0000362	MHJ_RS02500	DR086_RS00965
OG0000363	MHJ_RS03840	DR086_RS04910
OG0000364	MHJ_RS03765	DR086_RS00380
OG0000365	MHJ_RS01985	DR086_RS00535
OG0000366	MHJ_RS02010	DR086_RS00555
OG0000367	MHJ_RS02020	DR086_RS00565
OG0000368	MHJ_RS00060	DR086_RS01165
OG0000369	MHJ_RS00025	DR086_RS04830
OG0000370	MHJ_RS00020	DR086_RS01205
OG0000371	MHJ_RS00015	DR086_RS01210
OG0000372	MHJ_RS00010	DR086_RS01215
OG0000373	MHJ_RS03565	DR086_RS01240
OG0000374	MHJ_RS03555	DR086_RS01250
OG0000375	MHJ_RS02175	DR086_RS02105
OG0000376	MHJ_RS02320	DR086_RS03130
OG0000377	MHJ_RS02310	DR086_RS03140
OG0000378	MHJ_RS01265	DR086_RS03415
OG0000379	MHJ_RS01340	DR086_RS01965
OG0000380	MHJ_RS01365	DR086_RS01940
OG0000381	MHJ_RS01405	DR086_RS01895
OG0000382	MHJ_RS01435	DR086_RS01865
OG0000383	MHJ_RS01475	DR086_RS01825
OG0000384	MHJ_RS00500	DR086_RS02230
OG0000385	MHJ_RS00505	DR086_RS02235
OG0000386	MHJ_RS00525	DR086_RS02255
OG0000387	MHJ_RS00550	DR086_RS02280
OG0000388	MHJ_RS00555	DR086_RS04925
OG0000389	MHJ_RS00600	DR086_RS02785
OG0000390	MHJ_RS02875	DR086_RS01110
OG0000391	MHJ_RS02865	DR086_RS01100
OG0000392	MHJ_RS02835	DR086_RS01075
OG0000393	MHJ_RS02780	DR086_RS04815
OG0000394	MHJ_RS02695	DR086_RS03645
OG0000395	MHJ_RS02690	DR086_RS03015
OG0000396	MHJ_RS02380	DR086_RS02215
OG0000397	MHJ_RS01870	DR086_RS00420
OG0000398	MHJ_RS01875	DR086_RS00425
OG0000399	MHJ_RS01925	DR086_RS00470
OG0000400	MHJ_RS03030	DR086_RS01425
OG0000401	MHJ_RS03090	DR086_RS01365
OG0000402	MHJ_RS03100	DR086_RS01355
OG0000403	MHJ_RS03110	DR086_RS01345
OG0000404	MHJ_RS03140	DR086_RS01315
OG0000405	MHJ_RS03155	DR086_RS01300
OG0000406	MHJ_RS03220	DR086_RS02320
OG0000407	MHJ_RS03225	DR086_RS04930
OG0000408	MHJ_RS03230	DR086_RS02330
OG0000409	MHJ_RS03235	DR086_RS02335
OG0000410	MHJ_RS03290	DR086_RS02395
OG0000411	MHJ_RS03280	DR086_RS02385
OG0000412	MHJ_RS03275	DR086_RS02380
OG0000413	MHJ_RS01490	DR086_RS01810
OG0000414	MHJ_RS01500	DR086_RS01800
OG0000415	MHJ_RS01505	DR086_RS01795
OG0000416	MHJ_RS01515	DR086_RS01785
OG0000417	MHJ_RS02235	DR086_RS02045
OG0000418	MHJ_RS02230	DR086_RS02050
OG0000419	MHJ_RS00690	DR086_RS03045
OG0000420	MHJ_RS00725	DR086_RS03080
OG0000421	MHJ_RS00755	DR086_RS03385
OG0000422	MHJ_RS00765	DR086_RS03375
OG0000423	MHJ_RS00820	DR086_RS02815
OG0000424	MHJ_RS00825	DR086_RS02820
OG0000425	MHJ_RS00835	DR086_RS02830
OG0000426	MHJ_RS00840	DR086_RS04980
OG0000427	MHJ_RS00865	DR086_RS04985
OG0000428	MHJ_RS00890	DR086_RS02885
OG0000429	MHJ_RS00985	DR086_RS02655
OG0000430	MHJ_RS01030	DR086_RS02700
OG0000431	MHJ_RS01040	DR086_RS02710
OG0000432	MHJ_RS01070	DR086_RS01685
OG0000433	MHJ_RS01085	DR086_RS01700
OG0000434	MHJ_RS01090	DR086_RS01705
OG0000435	MHJ_RS01105	DR086_RS01720
OG0000436	MHJ_RS01135	DR086_RS01750
OG0000437	MHJ_RS01145	DR086_RS01760
OG0000438	MHJ_RS01150	DR086_RS01765
OG0000439	MHJ_RS01155	DR086_RS01770
OG0000440	MHJ_RS02935	DR086_RS02950
OG0000441	MHJ_RS02975	DR086_RS02910
OG0000442	MHJ_RS00120	DR086_RS03280
OG0000443	MHJ_RS00165	DR086_RS00055
OG0000444	MHJ_RS00180	DR086_RS00070
OG0000445	MHJ_RS00205	DR086_RS00095
OG0000446	MHJ_RS00235	DR086_RS00125
OG0000447	MHJ_RS00240	DR086_RS00130
OG0000448	MHJ_RS00270	DR086_RS00160
OG0000449	MHJ_RS00295	DR086_RS00185
OG0000450	MHJ_RS00305	DR086_RS00195
OG0000451	MHJ_RS00345	DR086_RS00235
OG0000452	MHJ_RS00370	DR086_RS00260
OG0000453	MHJ_RS00405	DR086_RS00295
OG0000454	MHJ_RS01590	DR086_RS01670
OG0000455	MHJ_RS03480	DR086_RS02435
OG0000456	MHJ_RS03365	DR086_RS01515
OG0000457	MHJ_RS03340	DR086_RS01540
OG0000458	MHJ_RS02470	DR086_RS03680
OG0000460	MHJ_RS02505	DR086_RS00960
OG0000461	MHJ_RS02550	DR086_RS00915
OG0000462	MHJ_RS02545	DR086_RS00920
OG0000463	MHJ_RS02540	DR086_RS00925
OG0000464	MHJ_RS02535	DR086_RS00930
OG0000465	MHJ_RS02530	DR086_RS00935
OG0000466	MHJ_RS00375	DR086_RS00265
OG0000467	MHJ_RS02640	DR086_RS04810
OG0000468	MHJ_RS01920	DR086_RS00465
OG0000469	MHJ_RS01980	DR086_RS00525
OG0000470	MHJ_RS03785	DR086_RS03975
OG0000471	MHJ_RS00895	DR086_RS02890
OG0000472	MHJ_RS03300	DR086_RS03165
OG0000473	MHJ_RS03465	DR086_RS02420
OG0000474	MHJ_RS03470	DR086_RS02425
OG0000475	MHJ_RS03475	DR086_RS02430
OG0000476	MHJ_RS01525	DR086_RS01775
OG0000477	MHJ_RS02580	DR086_RS00890
OG0000478	MHJ_RS03410	DR086_RS01465
OG0000479	MHJ_RS01300	DR086_RS02005
OG0000480	MHJ_RS03770	DR086_RS03935
OG0000481	MHJ_RS00790	DR086_RS03350
OG0000482	MHJ_RS01185	DR086_RS02505
OG0000483	MHJ_RS02025	DR086_RS00570
OG0000484	MHJ_RS00175	DR086_RS04740
OG0000485	MHJ_RS01140	DR086_RS01755
OG0000486	MHJ_RS02255	DR086_RS02025
OG0000487	MHJ_RS01960	DR086_RS04765
OG0000488	MHJ_RS01995	DR086_RS00540
OG0000489	MHJ_RS00050	DR086_RS01175
OG0000490	MHJ_RS03570	DR086_RS01235
OG0000491	MHJ_RS01320	DR086_RS01985
OG0000492	MHJ_RS01395	DR086_RS01910
OG0000493	MHJ_RS00565	DR086_RS02295
OG0000494	MHJ_RS00625	DR086_RS02755
OG0000495	MHJ_RS02805	DR086_RS01045
OG0000496	MHJ_RS02795	DR086_RS01035
OG0000497	MHJ_RS02790	DR086_RS01030
OG0000498	MHJ_RS02700	DR086_RS03185
OG0000499	MHJ_RS02665	DR086_RS02985
OG0000500	MHJ_RS01880	DR086_RS00430
OG0000501	MHJ_RS03040	DR086_RS01415
OG0000502	MHJ_RS01175	DR086_RS02495
OG0000503	MHJ_RS00735	DR086_RS03095
OG0000504	MHJ_RS00870	DR086_RS02865
OG0000505	MHJ_RS00905	DR086_RS02575
OG0000506	MHJ_RS00915	DR086_RS02585
OG0000507	MHJ_RS00950	DR086_RS02620
OG0000508	MHJ_RS00230	DR086_RS00120
OG0000509	MHJ_RS00265	DR086_RS00155
OG0000510	MHJ_RS00275	DR086_RS00165
OG0000511	MHJ_RS00410	DR086_RS00300
OG0000512	MHJ_RS02510	DR086_RS00955
OG0000513	MHJ_RS03395	DR086_RS01480
OG0000514	MHJ_RS02830	DR086_RS01070
OG0000516	MHJ_RS01965	DR086_RS04770
OG0000517	MHJ_RS00065	DR086_RS01160
OG0000518	MHJ_RS03080	DR086_RS01375
OG0000519	MHJ_RS00760	DR086_RS03380
OG0000520	MHJ_RS00885	DR086_RS02880
OG0000521	MHJ_RS00245	DR086_RS00135
OG0000522	MHJ_RS00280	DR086_RS00170
OG0000523	MHJ_RS03335	DR086_RS01545
OG0000524	MHJ_RS02635	DR086_RS00840
OG0000525	MHJ_RS03305	DR086_RS05020
OG0000526	MHJ_RS03870	DR086_RS04135
OG0000527	MHJ_RS03865	DR086_RS00635
OG0000528	MHJ_RS01970	DR086_RS04775
OG0000529	MHJ_RS02190	DR086_RS02090
OG0000530	MHJ_RS02290	DR086_RS03450
OG0000531	MHJ_RS01370	DR086_RS01935
OG0000532	MHJ_RS01585	DR086_RS03285
OG0000533	MHJ_RS00585	DR086_RS02795
OG0000534	MHJ_RS00360	DR086_RS00250
OG0000535	MHJ_RS00045	DR086_RS04825
OG0000536	MHJ_RS03510	DR086_RS02465
OG0000537	MHJ_RS00705	DR086_RS03060
OG0000538	MHJ_RS01095	DR086_RS01710
OG0000539	MHJ_RS00190	DR086_RS00080
OG0000540	MHJ_RS02600	DR086_RS00870
OG0000541	MHJ_RS02680	DR086_RS03000
OG0000542	MHJ_RS00330	DR086_RS00220
