Orthogroup	MHP_NCTC10127_genes	MHP_116_genes
OG0000031	EXC50_RS00545	ABJ972_RS01580
OG0000035	EXC50_RS02045	ABJ972_RS03115
OG0000036	EXC50_RS00130	ABJ972_RS00115
OG0000037	EXC50_RS03970	ABJ972_RS01560
OG0000039	EXC50_RS03975, EXC50_RS00560	ABJ972_RS01595
OG0000040	EXC50_RS02120	ABJ972_RS03190
OG0000041	EXC50_RS03415	ABJ972_RS01000
OG0000042	EXC50_RS01780	ABJ972_RS02860
OG0000043	EXC50_RS00860	ABJ972_RS01880
OG0000044	EXC50_RS04255	ABJ972_RS01650
OG0000045	EXC50_RS00570	ABJ972_RS01600
OG0000046	EXC50_RS02130	ABJ972_RS03200
OG0000048	EXC50_RS01040	ABJ972_RS02065
OG0000049	EXC50_RS01890	ABJ972_RS02960
OG0000050	EXC50_RS04200, EXC50_RS04195, EXC50_RS04185, EXC50_RS04205, EXC50_RS01295	ABJ972_RS02390
OG0000051	EXC50_RS01500	ABJ972_RS02590
OG0000052	EXC50_RS00075	ABJ972_RS00075
OG0000053	EXC50_RS02640	ABJ972_RS01435
OG0000054	EXC50_RS03835, EXC50_RS01320, EXC50_RS04250	ABJ972_RS02415
OG0000055	EXC50_RS00135	ABJ972_RS00120
OG0000056	EXC50_RS02375	ABJ972_RS03435
OG0000057	EXC50_RS01765	ABJ972_RS02845
OG0000060	EXC50_RS03960	ABJ972_RS00080
OG0000060	EXC50_RS04110	ABJ972_RS01185
OG0000061	EXC50_RS00525	ABJ972_RS01835
OG0000062	EXC50_RS02425	ABJ972_RS03485, ABJ972_RS03515
OG0000063	EXC50_RS02420	ABJ972_RS03510, ABJ972_RS03480
OG0000064	EXC50_RS02410	ABJ972_RS03470
OG0000065	EXC50_RS01100	ABJ972_RS02200
OG0000066	EXC50_RS02735	ABJ972_RS01340
OG0000067	EXC50_RS03560	ABJ972_RS00510
OG0000068	EXC50_RS03440	ABJ972_RS01025
OG0000069	EXC50_RS01655	ABJ972_RS02740
OG0000070	EXC50_RS03840, EXC50_RS01325	ABJ972_RS02420
OG0000071	EXC50_RS02110	ABJ972_RS03180
OG0000072	EXC50_RS02115	ABJ972_RS03185
OG0000073	EXC50_RS03380	ABJ972_RS00965
OG0000074	EXC50_RS03185	ABJ972_RS00765
OG0000075	EXC50_RS00355	ABJ972_RS00325
OG0000076	EXC50_RS00370	ABJ972_RS00340
OG0000077	EXC50_RS03640	ABJ972_RS00425
OG0000078	EXC50_RS00635	ABJ972_RS01655
OG0000079	EXC50_RS01405	ABJ972_RS02495
OG0000080	EXC50_RS03930	ABJ972_RS02540
OG0000081	EXC50_RS00350	ABJ972_RS00320
OG0000082	EXC50_RS01250	ABJ972_RS02345
OG0000083	EXC50_RS00965	ABJ972_RS01985
OG0000084	EXC50_RS00990	ABJ972_RS02015
OG0000085	EXC50_RS00995	ABJ972_RS02020
OG0000086	EXC50_RS01005	ABJ972_RS02030
OG0000087	EXC50_RS01020	ABJ972_RS02045
OG0000088	EXC50_RS01025	ABJ972_RS02050
OG0000089	EXC50_RS01035	ABJ972_RS02060
OG0000090	EXC50_RS00070	ABJ972_RS00070
OG0000091	EXC50_RS00055	ABJ972_RS00055
OG0000092	EXC50_RS00040	ABJ972_RS00040
OG0000093	EXC50_RS00035	ABJ972_RS00035
OG0000094	EXC50_RS00030	ABJ972_RS00030
OG0000095	EXC50_RS00005	ABJ972_RS00005
OG0000096	EXC50_RS02460	ABJ972_RS03550
OG0000097	EXC50_RS02440	ABJ972_RS03530
OG0000098	EXC50_RS02430	ABJ972_RS03520
OG0000099	EXC50_RS02380	ABJ972_RS03440
OG0000100	EXC50_RS02365	ABJ972_RS03425
OG0000101	EXC50_RS02360	ABJ972_RS03420
OG0000102	EXC50_RS00660	ABJ972_RS01680
OG0000103	EXC50_RS01065	ABJ972_RS02165
OG0000104	EXC50_RS01070	ABJ972_RS02170
OG0000105	EXC50_RS01085	ABJ972_RS02185
OG0000106	EXC50_RS01095	ABJ972_RS02195
OG0000107	EXC50_RS01105	ABJ972_RS02205
OG0000108	EXC50_RS01110	ABJ972_RS02210
OG0000109	EXC50_RS01115	ABJ972_RS02215
OG0000110	EXC50_RS01240	ABJ972_RS02335
OG0000111	EXC50_RS01235	ABJ972_RS02330
OG0000112	EXC50_RS01225	ABJ972_RS02320
OG0000113	EXC50_RS01205	ABJ972_RS02300
OG0000114	EXC50_RS01195	ABJ972_RS02290
OG0000115	EXC50_RS01180	ABJ972_RS02280
OG0000116	EXC50_RS02790	ABJ972_RS01285
OG0000117	EXC50_RS02785	ABJ972_RS01290
OG0000118	EXC50_RS02750	ABJ972_RS01325
OG0000119	EXC50_RS02745	ABJ972_RS01330
OG0000120	EXC50_RS02730	ABJ972_RS01345
OG0000121	EXC50_RS02705	ABJ972_RS01370
OG0000122	EXC50_RS02700	ABJ972_RS01375
OG0000123	EXC50_RS02680	ABJ972_RS01395
OG0000124	EXC50_RS02675	ABJ972_RS01400
OG0000125	EXC50_RS02670	ABJ972_RS01405
OG0000126	EXC50_RS02660	ABJ972_RS01415
OG0000127	EXC50_RS02650	ABJ972_RS01425
OG0000128	EXC50_RS02635	ABJ972_RS01440
OG0000129	EXC50_RS02630	ABJ972_RS01445
OG0000130	EXC50_RS02620	ABJ972_RS01455
OG0000131	EXC50_RS02590	ABJ972_RS01485
OG0000132	EXC50_RS02575	ABJ972_RS01500
OG0000133	EXC50_RS03555	ABJ972_RS00515
OG0000134	EXC50_RS03550	ABJ972_RS00520
OG0000135	EXC50_RS03535	ABJ972_RS00535
OG0000136	EXC50_RS03530	ABJ972_RS00540
OG0000137	EXC50_RS03500	ABJ972_RS00570
OG0000138	EXC50_RS03465	ABJ972_RS01050
OG0000139	EXC50_RS03435	ABJ972_RS01020
OG0000140	EXC50_RS03430	ABJ972_RS01015
OG0000141	EXC50_RS01775	ABJ972_RS02855
OG0000142	EXC50_RS01770	ABJ972_RS02850
OG0000143	EXC50_RS01745	ABJ972_RS02830
OG0000144	EXC50_RS01735	ABJ972_RS02820
OG0000145	EXC50_RS01725	ABJ972_RS02810
OG0000146	EXC50_RS01715	ABJ972_RS02800
OG0000147	EXC50_RS01710	ABJ972_RS02795
OG0000148	EXC50_RS01695	ABJ972_RS02780
OG0000149	EXC50_RS01685	ABJ972_RS02770
OG0000150	EXC50_RS01670	ABJ972_RS02755
OG0000151	EXC50_RS01625	ABJ972_RS02705
OG0000152	EXC50_RS01620	ABJ972_RS02700
OG0000153	EXC50_RS01615	ABJ972_RS02695
OG0000154	EXC50_RS01605	ABJ972_RS02685
OG0000155	EXC50_RS01565	ABJ972_RS02650
OG0000156	EXC50_RS01555	ABJ972_RS02645
OG0000157	EXC50_RS01550	ABJ972_RS02635
OG0000158	EXC50_RS04235	ABJ972_RS02625
OG0000159	EXC50_RS03825	ABJ972_RS02405
OG0000160	EXC50_RS03820	ABJ972_RS02400
OG0000161	EXC50_RS03815	ABJ972_RS02395
OG0000162	EXC50_RS01290	ABJ972_RS02385
OG0000163	EXC50_RS01285	ABJ972_RS02380
OG0000164	EXC50_RS00550	ABJ972_RS01585
OG0000165	EXC50_RS00885	ABJ972_RS01905
OG0000166	EXC50_RS00905	ABJ972_RS01925
OG0000167	EXC50_RS00920	ABJ972_RS01940
OG0000168	EXC50_RS00925	ABJ972_RS01945
OG0000169	EXC50_RS01885	ABJ972_RS02955
OG0000170	EXC50_RS01900	ABJ972_RS02970
OG0000171	EXC50_RS01910	ABJ972_RS02980
OG0000172	EXC50_RS01915	ABJ972_RS02985
OG0000173	EXC50_RS01920	ABJ972_RS02990
OG0000174	EXC50_RS01925	ABJ972_RS02995
OG0000175	EXC50_RS01940	ABJ972_RS03010
OG0000176	EXC50_RS01990	ABJ972_RS03055
OG0000177	EXC50_RS01995	ABJ972_RS03060
OG0000178	EXC50_RS02000	ABJ972_RS03065
OG0000179	EXC50_RS02010	ABJ972_RS03075
OG0000180	EXC50_RS02015	ABJ972_RS03080
OG0000181	EXC50_RS02060	ABJ972_RS03130
OG0000182	EXC50_RS02070	ABJ972_RS03140
OG0000183	EXC50_RS02105	ABJ972_RS03175
OG0000184	EXC50_RS02150	ABJ972_RS03220
OG0000185	EXC50_RS02135	ABJ972_RS03205
OG0000186	EXC50_RS02565	ABJ972_RS01510
OG0000187	EXC50_RS02550	ABJ972_RS01525
OG0000188	EXC50_RS02540	ABJ972_RS01535
OG0000189	EXC50_RS01150	ABJ972_RS02250
OG0000190	EXC50_RS01145	ABJ972_RS02245
OG0000191	EXC50_RS01125	ABJ972_RS02225
OG0000192	EXC50_RS02870	ABJ972_RS01205
OG0000193	EXC50_RS02880	ABJ972_RS01195
OG0000194	EXC50_RS03395	ABJ972_RS00980
OG0000195	EXC50_RS03390	ABJ972_RS00975
OG0000196	EXC50_RS03370	ABJ972_RS00955
OG0000197	EXC50_RS03365	ABJ972_RS00950
OG0000198	EXC50_RS03350	ABJ972_RS00930
OG0000199	EXC50_RS03345	ABJ972_RS00925
OG0000200	EXC50_RS03330	ABJ972_RS00910
OG0000201	EXC50_RS03320	ABJ972_RS00900
OG0000202	EXC50_RS03265	ABJ972_RS00845
OG0000203	EXC50_RS03260	ABJ972_RS00840
OG0000204	EXC50_RS03255	ABJ972_RS00835
OG0000205	EXC50_RS03250	ABJ972_RS00830
OG0000206	EXC50_RS03230	ABJ972_RS00810
OG0000207	EXC50_RS03215	ABJ972_RS00795
OG0000208	EXC50_RS03210	ABJ972_RS00790
OG0000209	EXC50_RS03205	ABJ972_RS00785
OG0000210	EXC50_RS03160	ABJ972_RS00740
OG0000211	EXC50_RS03150	ABJ972_RS00730
OG0000212	EXC50_RS03140	ABJ972_RS00720
OG0000213	EXC50_RS03135	ABJ972_RS00715
OG0000214	EXC50_RS03130	ABJ972_RS00710
OG0000215	EXC50_RS03125	ABJ972_RS00705
OG0000216	EXC50_RS03120	ABJ972_RS00700
OG0000217	EXC50_RS03115	ABJ972_RS00695
OG0000218	EXC50_RS03105	ABJ972_RS00685
OG0000219	EXC50_RS03100	ABJ972_RS00680
OG0000220	EXC50_RS03095	ABJ972_RS00675
OG0000221	EXC50_RS03090	ABJ972_RS00670
OG0000222	EXC50_RS03085	ABJ972_RS00665
OG0000223	EXC50_RS03080	ABJ972_RS00660
OG0000224	EXC50_RS03070	ABJ972_RS00650
OG0000225	EXC50_RS03060	ABJ972_RS00640
OG0000226	EXC50_RS03055	ABJ972_RS00635
OG0000227	EXC50_RS03050	ABJ972_RS00630
OG0000228	EXC50_RS03045	ABJ972_RS00625
OG0000229	EXC50_RS03040	ABJ972_RS00620
OG0000230	EXC50_RS03035	ABJ972_RS00615
OG0000231	EXC50_RS03025	ABJ972_RS00605
OG0000232	EXC50_RS03015	ABJ972_RS00595
OG0000233	EXC50_RS02995	ABJ972_RS01080
OG0000234	EXC50_RS02960	ABJ972_RS01115
OG0000235	EXC50_RS02950	ABJ972_RS01125
OG0000236	EXC50_RS02945	ABJ972_RS01130
OG0000237	EXC50_RS02940	ABJ972_RS01135
OG0000238	EXC50_RS02930	ABJ972_RS01140
OG0000239	EXC50_RS01785	ABJ972_RS02865
OG0000240	EXC50_RS01790	ABJ972_RS02870
OG0000241	EXC50_RS01800	ABJ972_RS02880
OG0000242	EXC50_RS01805	ABJ972_RS02885
OG0000243	EXC50_RS01810	ABJ972_RS02890
OG0000244	EXC50_RS01820	ABJ972_RS02900
OG0000245	EXC50_RS01830	ABJ972_RS02910
OG0000246	EXC50_RS00140	ABJ972_RS00125
OG0000247	EXC50_RS00150	ABJ972_RS00135
OG0000248	EXC50_RS00160	ABJ972_RS00145
OG0000249	EXC50_RS00165	ABJ972_RS00150
OG0000250	EXC50_RS00180	ABJ972_RS00165
OG0000251	EXC50_RS00215	ABJ972_RS00195
OG0000252	EXC50_RS00225	ABJ972_RS00205
OG0000253	EXC50_RS00230	ABJ972_RS00210
OG0000254	EXC50_RS00240	ABJ972_RS00220
OG0000255	EXC50_RS00250	ABJ972_RS00225
OG0000256	EXC50_RS00255	ABJ972_RS00230
OG0000257	EXC50_RS00280	ABJ972_RS00255
OG0000258	EXC50_RS00290	ABJ972_RS00265
OG0000259	EXC50_RS00320	ABJ972_RS00295
OG0000260	EXC50_RS00330	ABJ972_RS00305
OG0000261	EXC50_RS00340	ABJ972_RS00315
OG0000262	EXC50_RS00360	ABJ972_RS00330
OG0000263	EXC50_RS00375	ABJ972_RS00345
OG0000264	EXC50_RS00390	ABJ972_RS00360
OG0000265	EXC50_RS00400	ABJ972_RS00370
OG0000266	EXC50_RS00420	ABJ972_RS00385
OG0000267	EXC50_RS00435	ABJ972_RS00400
OG0000268	EXC50_RS03665	ABJ972_RS00405
OG0000269	EXC50_RS03650	ABJ972_RS00420
OG0000270	EXC50_RS02335	ABJ972_RS03395
OG0000271	EXC50_RS02330	ABJ972_RS03390
OG0000272	EXC50_RS02325	ABJ972_RS03385
OG0000273	EXC50_RS02320	ABJ972_RS03380
OG0000274	EXC50_RS02300	ABJ972_RS03360
OG0000275	EXC50_RS02295	ABJ972_RS03355
OG0000276	EXC50_RS02290	ABJ972_RS03350
OG0000277	EXC50_RS02280	ABJ972_RS03340
OG0000278	EXC50_RS02275	ABJ972_RS03335
OG0000279	EXC50_RS02265	ABJ972_RS03325
OG0000280	EXC50_RS02260	ABJ972_RS03320
OG0000281	EXC50_RS02255	ABJ972_RS03315
OG0000282	EXC50_RS02230	ABJ972_RS03290
OG0000283	EXC50_RS02225	ABJ972_RS03285
OG0000284	EXC50_RS02220	ABJ972_RS03280
OG0000285	EXC50_RS02215	ABJ972_RS03275
OG0000286	EXC50_RS01270	ABJ972_RS02365
OG0000287	EXC50_RS01365	ABJ972_RS02455
OG0000288	EXC50_RS01375	ABJ972_RS02465
OG0000289	EXC50_RS01380	ABJ972_RS02470
OG0000290	EXC50_RS01490	ABJ972_RS02580
OG0000291	EXC50_RS01480	ABJ972_RS02570
OG0000292	EXC50_RS01475	ABJ972_RS02565
OG0000293	EXC50_RS01470	ABJ972_RS02560
OG0000294	EXC50_RS01460	ABJ972_RS02550
OG0000295	EXC50_RS01455	ABJ972_RS02545
OG0000296	EXC50_RS01415	ABJ972_RS02505
OG0000297	EXC50_RS01410	ABJ972_RS02500
OG0000298	EXC50_RS00175	ABJ972_RS00160
OG0000299	EXC50_RS00200	ABJ972_RS00180
OG0000300	EXC50_RS00385	ABJ972_RS00355
OG0000301	EXC50_RS00425	ABJ972_RS00390
OG0000302	EXC50_RS00430	ABJ972_RS00395
OG0000303	EXC50_RS03525	ABJ972_RS00545
OG0000304	EXC50_RS03010	ABJ972_RS00590
OG0000305	EXC50_RS01720	ABJ972_RS02805
OG0000306	EXC50_RS01645	ABJ972_RS02730
OG0000307	EXC50_RS01610	ABJ972_RS02690
OG0000308	EXC50_RS01510	ABJ972_RS02600
OG0000309	EXC50_RS01445	ABJ972_RS02535
OG0000310	EXC50_RS01370	ABJ972_RS02460
OG0000311	EXC50_RS01330	ABJ972_RS02425
OG0000312	EXC50_RS01315	ABJ972_RS02410
OG0000313	EXC50_RS00540	ABJ972_RS01575
OG0000314	EXC50_RS00900	ABJ972_RS01920
OG0000315	EXC50_RS00930	ABJ972_RS01950
OG0000316	EXC50_RS00940	ABJ972_RS01960
OG0000317	EXC50_RS01030	ABJ972_RS02055
OG0000318	EXC50_RS00945	ABJ972_RS01965
OG0000319	EXC50_RS01080	ABJ972_RS02180
OG0000320	EXC50_RS01215	ABJ972_RS02310
OG0000321	EXC50_RS02755	ABJ972_RS01320
OG0000322	EXC50_RS02710	ABJ972_RS01365
OG0000323	EXC50_RS02580	ABJ972_RS01495
OG0000324	EXC50_RS01120	ABJ972_RS02220
OG0000325	EXC50_RS03385	ABJ972_RS00970
OG0000326	EXC50_RS03290	ABJ972_RS00870
OG0000327	EXC50_RS03285	ABJ972_RS00865
OG0000328	EXC50_RS03200	ABJ972_RS00780
OG0000329	EXC50_RS03180	ABJ972_RS00760
OG0000330	EXC50_RS02985	ABJ972_RS01090
OG0000331	EXC50_RS01815	ABJ972_RS02895
OG0000332	EXC50_RS01950	ABJ972_RS03020
OG0000333	EXC50_RS01960	ABJ972_RS03030
OG0000334	EXC50_RS02065	ABJ972_RS03135
OG0000335	EXC50_RS02075	ABJ972_RS03145
OG0000336	EXC50_RS02245	ABJ972_RS03305
OG0000337	EXC50_RS02415	ABJ972_RS03505
OG0000338	EXC50_RS02455	ABJ972_RS03545
OG0000339	EXC50_RS01185	ABJ972_RS02285
OG0000340	EXC50_RS02775	ABJ972_RS01300
OG0000341	EXC50_RS01140	ABJ972_RS02240
OG0000342	EXC50_RS03355	ABJ972_RS00935
OG0000343	EXC50_RS01970	ABJ972_RS03040
OG0000344	EXC50_RS03510	ABJ972_RS00560
OG0000345	EXC50_RS03065	ABJ972_RS00645
OG0000346	EXC50_RS02250	ABJ972_RS03310
OG0000347	EXC50_RS02685	ABJ972_RS01390
OG0000348	EXC50_RS03280	ABJ972_RS00860
OG0000349	EXC50_RS02310	ABJ972_RS03370
OG0000350	EXC50_RS01600	ABJ972_RS02680
OG0000351	EXC50_RS03590	ABJ972_RS00480
OG0000352	EXC50_RS00880	ABJ972_RS01900
OG0000353	EXC50_RS02715	ABJ972_RS01360
OG0000354	EXC50_RS03450	ABJ972_RS01035
OG0000355	EXC50_RS00850	ABJ972_RS01875
OG0000356	EXC50_RS00935	ABJ972_RS01955
OG0000357	EXC50_RS01930	ABJ972_RS03000
OG0000358	EXC50_RS01935	ABJ972_RS03005
OG0000359	EXC50_RS03310	ABJ972_RS00890
OG0000360	EXC50_RS00285	ABJ972_RS00260
OG0000361	EXC50_RS00315	ABJ972_RS00290
OG0000362	EXC50_RS01390	ABJ972_RS02480
OG0000363	EXC50_RS02645	ABJ972_RS01430
OG0000364	EXC50_RS03915	ABJ972_RS01855
OG0000365	EXC50_RS00975	ABJ972_RS02005
OG0000366	EXC50_RS01000	ABJ972_RS02025
OG0000367	EXC50_RS01010	ABJ972_RS02035
OG0000368	EXC50_RS00060	ABJ972_RS00060
OG0000369	EXC50_RS00025	ABJ972_RS00025
OG0000370	EXC50_RS00020	ABJ972_RS00020
OG0000371	EXC50_RS00015	ABJ972_RS00015
OG0000372	EXC50_RS00010	ABJ972_RS00010
OG0000373	EXC50_RS02445	ABJ972_RS03535
OG0000374	EXC50_RS02435	ABJ972_RS03525
OG0000375	EXC50_RS01075	ABJ972_RS02175
OG0000376	EXC50_RS01230	ABJ972_RS02325
OG0000377	EXC50_RS01220	ABJ972_RS02315
OG0000378	EXC50_RS02795	ABJ972_RS01280
OG0000379	EXC50_RS02720	ABJ972_RS01355
OG0000380	EXC50_RS02695	ABJ972_RS01380
OG0000381	EXC50_RS02655	ABJ972_RS01420
OG0000382	EXC50_RS02625	ABJ972_RS01450
OG0000383	EXC50_RS02585	ABJ972_RS01490
OG0000384	EXC50_RS03570	ABJ972_RS00500
OG0000385	EXC50_RS03565	ABJ972_RS00505
OG0000386	EXC50_RS03545	ABJ972_RS00525
OG0000387	EXC50_RS03520	ABJ972_RS00550
OG0000388	EXC50_RS03515	ABJ972_RS00555
OG0000389	EXC50_RS03470	ABJ972_RS01055
OG0000390	EXC50_RS01740	ABJ972_RS02825
OG0000391	EXC50_RS01730	ABJ972_RS02815
OG0000392	EXC50_RS01705	ABJ972_RS02790
OG0000393	EXC50_RS01650	ABJ972_RS02735
OG0000394	EXC50_RS01575	ABJ972_RS02660
OG0000395	EXC50_RS01570	ABJ972_RS02655
OG0000396	EXC50_RS01275	ABJ972_RS02370
OG0000397	EXC50_RS00865	ABJ972_RS01885
OG0000398	EXC50_RS00870	ABJ972_RS01890
OG0000399	EXC50_RS00915	ABJ972_RS01935
OG0000400	EXC50_RS01895	ABJ972_RS02965
OG0000401	EXC50_RS01955	ABJ972_RS03025
OG0000402	EXC50_RS01965	ABJ972_RS03035
OG0000403	EXC50_RS01975	ABJ972_RS03045
OG0000404	EXC50_RS02005	ABJ972_RS03070
OG0000405	EXC50_RS02020	ABJ972_RS03090
OG0000406	EXC50_RS02080	ABJ972_RS03150
OG0000407	EXC50_RS02085	ABJ972_RS03155
OG0000408	EXC50_RS02090	ABJ972_RS03160
OG0000409	EXC50_RS02095	ABJ972_RS03165
OG0000410	EXC50_RS02155	ABJ972_RS03225
OG0000411	EXC50_RS02145	ABJ972_RS03215
OG0000412	EXC50_RS02140	ABJ972_RS03210
OG0000413	EXC50_RS02570	ABJ972_RS01505
OG0000414	EXC50_RS02560	ABJ972_RS01515
OG0000415	EXC50_RS02555	ABJ972_RS01520
OG0000416	EXC50_RS02545	ABJ972_RS01530
OG0000417	EXC50_RS01135	ABJ972_RS02235
OG0000418	EXC50_RS01130	ABJ972_RS02230
OG0000419	EXC50_RS03375	ABJ972_RS00960
OG0000420	EXC50_RS03340	ABJ972_RS00920
OG0000421	EXC50_RS03305	ABJ972_RS00885
OG0000422	EXC50_RS03295	ABJ972_RS00875
OG0000423	EXC50_RS03240	ABJ972_RS00820
OG0000424	EXC50_RS03235	ABJ972_RS00815
OG0000425	EXC50_RS03225	ABJ972_RS00805
OG0000426	EXC50_RS03220	ABJ972_RS00800
OG0000427	EXC50_RS03195	ABJ972_RS00775
OG0000428	EXC50_RS03170	ABJ972_RS00750
OG0000429	EXC50_RS03075	ABJ972_RS00655
OG0000430	EXC50_RS03030	ABJ972_RS00610
OG0000431	EXC50_RS03020	ABJ972_RS00600
OG0000432	EXC50_RS02990	ABJ972_RS01085
OG0000433	EXC50_RS02975	ABJ972_RS01100
OG0000434	EXC50_RS02970	ABJ972_RS01105
OG0000435	EXC50_RS02955	ABJ972_RS01120
OG0000436	EXC50_RS02925	ABJ972_RS01145
OG0000437	EXC50_RS02915	ABJ972_RS01155
OG0000438	EXC50_RS02910	ABJ972_RS01160
OG0000439	EXC50_RS02905	ABJ972_RS01165
OG0000440	EXC50_RS01795	ABJ972_RS02875
OG0000441	EXC50_RS01835	ABJ972_RS02915
OG0000442	EXC50_RS00145	ABJ972_RS00130
OG0000443	EXC50_RS00195	ABJ972_RS00175
OG0000444	EXC50_RS00210	ABJ972_RS00190
OG0000445	EXC50_RS00235	ABJ972_RS00215
OG0000446	EXC50_RS00265	ABJ972_RS00240
OG0000447	EXC50_RS00270	ABJ972_RS00245
OG0000448	EXC50_RS00300	ABJ972_RS00275
OG0000449	EXC50_RS00325	ABJ972_RS00300
OG0000450	EXC50_RS00335	ABJ972_RS00310
OG0000451	EXC50_RS00380	ABJ972_RS00350
OG0000452	EXC50_RS00410	ABJ972_RS00375
OG0000453	EXC50_RS03660	ABJ972_RS00410
OG0000454	EXC50_RS03725, EXC50_RS03855, EXC50_RS03675	ABJ972_RS01550
OG0000455	EXC50_RS02355	ABJ972_RS03415
OG0000456	EXC50_RS02235	ABJ972_RS03295
OG0000457	EXC50_RS02210	ABJ972_RS03270
OG0000458	EXC50_RS01360	ABJ972_RS02450
OG0000459	EXC50_RS01385	ABJ972_RS02475
OG0000460	EXC50_RS01395	ABJ972_RS02485
OG0000461	EXC50_RS01440	ABJ972_RS02530
OG0000462	EXC50_RS01435	ABJ972_RS02525
OG0000463	EXC50_RS01430	ABJ972_RS02520
OG0000464	EXC50_RS01425	ABJ972_RS02515
OG0000465	EXC50_RS01420	ABJ972_RS02510
OG0000466	EXC50_RS00415	ABJ972_RS00380
OG0000467	EXC50_RS01520	ABJ972_RS02610
OG0000468	EXC50_RS00910	ABJ972_RS01930
OG0000469	EXC50_RS00970	ABJ972_RS01990
OG0000470	EXC50_RS03950	ABJ972_RS00825
OG0000471	EXC50_RS03165	ABJ972_RS00745
OG0000472	EXC50_RS02165	ABJ972_RS03235
OG0000473	EXC50_RS02340	ABJ972_RS03400
OG0000474	EXC50_RS02345	ABJ972_RS03405
OG0000475	EXC50_RS02350	ABJ972_RS03410
OG0000476	EXC50_RS02535	ABJ972_RS01540
OG0000477	EXC50_RS01465	ABJ972_RS02555
OG0000478	EXC50_RS02285	ABJ972_RS03345
OG0000479	EXC50_RS02760	ABJ972_RS01315
OG0000480	EXC50_RS03895	ABJ972_RS01995
OG0000481	EXC50_RS03270	ABJ972_RS00850
OG0000482	EXC50_RS02875	ABJ972_RS01200
OG0000483	EXC50_RS01015	ABJ972_RS02040
OG0000484	EXC50_RS00205	ABJ972_RS00185
OG0000485	EXC50_RS02920	ABJ972_RS01150
OG0000486	EXC50_RS01155	ABJ972_RS02255
OG0000487	EXC50_RS00950	ABJ972_RS01970
