Orthogroup	MHP_KM014_genes	MHP_232_genes
OG0000132	CIB43_RS02385	MHP_RS00490
OG0000133	CIB43_RS01415	MHP_RS01455
OG0000134	CIB43_RS01425	MHP_RS01450
OG0000135	CIB43_RS01435	MHP_RS01435
OG0000136	CIB43_RS01440	MHP_RS01430
OG0000137	CIB43_RS01470	MHP_RS01400
OG0000138	CIB43_RS01495	MHP_RS01370
OG0000139	CIB43_RS01525	MHP_RS01340
OG0000140	CIB43_RS01540	MHP_RS01335
OG0000141	CIB43_RS03850	MHP_RS02880
OG0000142	CIB43_RS03845	MHP_RS02875
OG0000143	CIB43_RS03835	MHP_RS02850
OG0000144	CIB43_RS03815	MHP_RS02840
OG0000145	CIB43_RS03805	MHP_RS02830
OG0000146	CIB43_RS03790	MHP_RS02820
OG0000147	CIB43_RS03785	MHP_RS02815
OG0000148	CIB43_RS03780	MHP_RS02800
OG0000149	CIB43_RS03760	MHP_RS02790
OG0000150	CIB43_RS03745	MHP_RS02775
OG0000151	CIB43_RS03700	MHP_RS02645
OG0000152	CIB43_RS03695	MHP_RS02640
OG0000153	CIB43_RS03690	MHP_RS02635
OG0000154	CIB43_RS03680	MHP_RS02625
OG0000155	CIB43_RS03645	MHP_RS02585
OG0000156	CIB43_RS03635	MHP_RS02575
OG0000157	CIB43_RS03625	MHP_RS02570
OG0000158	CIB43_RS03620	MHP_RS04005
OG0000159	CIB43_RS03385	MHP_RS04015
OG0000160	CIB43_RS03380	MHP_RS02325
OG0000161	CIB43_RS03375	MHP_RS02320
OG0000163	CIB43_RS03370	MHP_RS02305
OG0000164	CIB43_RS02495	MHP_RS01605
OG0000165	CIB43_RS02840	MHP_RS01905
OG0000166	CIB43_RS02860	MHP_RS01925
OG0000167	CIB43_RS02875	MHP_RS01940
OG0000168	CIB43_RS02880	MHP_RS01945
OG0000169	CIB43_RS00130	MHP_RS02980
OG0000171	CIB43_RS00155	MHP_RS03005
OG0000172	CIB43_RS00160	MHP_RS03010
OG0000173	CIB43_RS00165	MHP_RS03015
OG0000174	CIB43_RS00170	MHP_RS03020
OG0000175	CIB43_RS00190	MHP_RS03035
OG0000176	CIB43_RS00235	MHP_RS03085
OG0000177	CIB43_RS00240	MHP_RS03090
OG0000178	CIB43_RS00245	MHP_RS03095
OG0000179	CIB43_RS00255	MHP_RS03105
OG0000180	CIB43_RS00260	MHP_RS03110
OG0000181	CIB43_RS00310	MHP_RS03145
OG0000182	CIB43_RS00320	MHP_RS03155
OG0000183	CIB43_RS00355	MHP_RS03190
OG0000184	CIB43_RS00430	MHP_RS03235
OG0000185	CIB43_RS00380	MHP_RS03220
OG0000186	CIB43_RS02400	MHP_RS00480
OG0000187	CIB43_RS02410	MHP_RS00465
OG0000188	CIB43_RS02425	MHP_RS00455
OG0000189	CIB43_RS03200	MHP_RS02175
OG0000190	CIB43_RS03195	MHP_RS02170
OG0000191	CIB43_RS03180	MHP_RS02150
OG0000192	CIB43_RS02085	MHP_RS00790
OG0000193	CIB43_RS02075	MHP_RS00800
OG0000194	CIB43_RS01560	MHP_RS01305
OG0000195	CIB43_RS01565	MHP_RS01300
OG0000196	CIB43_RS01585	MHP_RS01280
OG0000197	CIB43_RS01590	MHP_RS01275
OG0000198	CIB43_RS01605	MHP_RS01260
OG0000199	CIB43_RS01615	MHP_RS01255
OG0000200	CIB43_RS01630	MHP_RS01245
OG0000201	CIB43_RS01635	MHP_RS01235
OG0000202	CIB43_RS01690	MHP_RS01180
OG0000203	CIB43_RS01695	MHP_RS01175
OG0000204	CIB43_RS01700	MHP_RS01170
OG0000205	CIB43_RS01705	MHP_RS01165
OG0000206	CIB43_RS01735	MHP_RS01145
OG0000207	CIB43_RS01740	MHP_RS01130
OG0000208	CIB43_RS01745	MHP_RS01125
OG0000209	CIB43_RS01750	MHP_RS01120
OG0000210	CIB43_RS01800	MHP_RS01075
OG0000211	CIB43_RS01805	MHP_RS01065
OG0000212	CIB43_RS01815	MHP_RS01055
OG0000213	CIB43_RS01820	MHP_RS03600
OG0000214	CIB43_RS01825	MHP_RS01050
OG0000215	CIB43_RS01830	MHP_RS01045
OG0000216	CIB43_RS01835	MHP_RS01040
OG0000217	CIB43_RS01845	MHP_RS01035
OG0000218	CIB43_RS01850	MHP_RS01025
OG0000219	CIB43_RS01855	MHP_RS01020
OG0000220	CIB43_RS01860	MHP_RS01015
OG0000221	CIB43_RS01865	MHP_RS01010
OG0000222	CIB43_RS01870	MHP_RS01005
OG0000223	CIB43_RS01875	MHP_RS01000
OG0000225	CIB43_RS01895	MHP_RS00980
OG0000226	CIB43_RS01900	MHP_RS00975
OG0000227	CIB43_RS01905	MHP_RS00970
OG0000228	CIB43_RS01910	MHP_RS04010
OG0000229	CIB43_RS01915	MHP_RS00960
OG0000230	CIB43_RS01920	MHP_RS00955
OG0000231	CIB43_RS01935	MHP_RS00945
OG0000232	CIB43_RS01940	MHP_RS00935
OG0000233	CIB43_RS01965	MHP_RS00915
OG0000234	CIB43_RS02000	MHP_RS00880
OG0000235	CIB43_RS02005	MHP_RS00870
OG0000236	CIB43_RS02010	MHP_RS00865
OG0000237	CIB43_RS02015	MHP_RS00860
OG0000238	CIB43_RS02025	MHP_RS00850
OG0000239	CIB43_RS03860	MHP_RS02890
OG0000240	CIB43_RS03870	MHP_RS02895
OG0000241	CIB43_RS03875	MHP_RS02905
OG0000242	CIB43_RS03880	MHP_RS02910
OG0000243	CIB43_RS03885	MHP_RS02915
OG0000244	CIB43_RS03900	MHP_RS02925
OG0000245	CIB43_RS03905	MHP_RS02935
OG0000246	CIB43_RS00845	MHP_RS00150
OG0000247	CIB43_RS00850	MHP_RS00160
OG0000248	CIB43_RS00875	MHP_RS00170
OG0000250	CIB43_RS00885	MHP_RS00190
OG0000251	CIB43_RS00925	MHP_RS00215
OG0000252	CIB43_RS00930	MHP_RS00225
OG0000253	CIB43_RS00940	MHP_RS00230
OG0000254	CIB43_RS00950	MHP_RS00240
OG0000255	CIB43_RS00955	MHP_RS00250
OG0000256	CIB43_RS00960	MHP_RS00255
OG0000257	CIB43_RS00985	MHP_RS00280
OG0000258	CIB43_RS01015	MHP_RS00290
OG0000259	CIB43_RS01030	MHP_RS00320
OG0000260	CIB43_RS01045	MHP_RS00330
OG0000262	CIB43_RS01075	MHP_RS00355
OG0000263	CIB43_RS01080	MHP_RS00370
OG0000264	CIB43_RS01100	MHP_RS00385
OG0000265	CIB43_RS01110	MHP_RS00395
OG0000266	CIB43_RS01120	MHP_RS00415
OG0000267	CIB43_RS01135	MHP_RS00430
OG0000268	CIB43_RS01305	MHP_RS01570
OG0000269	CIB43_RS01320	MHP_RS01555
OG0000270	CIB43_RS00575	MHP_RS03410
OG0000271	CIB43_RS00570	MHP_RS03405
OG0000272	CIB43_RS00565	MHP_RS03400
OG0000273	CIB43_RS00560	MHP_RS03395
OG0000274	CIB43_RS00545	MHP_RS03375
OG0000275	CIB43_RS00535	MHP_RS03370
OG0000276	CIB43_RS00530	MHP_RS03365
OG0000277	CIB43_RS00525	MHP_RS03355
OG0000278	CIB43_RS00515	MHP_RS03350
OG0000279	CIB43_RS00510	MHP_RS03340
OG0000280	CIB43_RS00500	MHP_RS03335
OG0000281	CIB43_RS00495	MHP_RS03680
OG0000283	CIB43_RS00475	MHP_RS03305
OG0000284	CIB43_RS00460	MHP_RS03300
OG0000285	CIB43_RS00455	MHP_RS03295
OG0000286	CIB43_RS03345	MHP_RS02290
OG0000287	CIB43_RS03440	MHP_RS02380
OG0000288	CIB43_RS03450	MHP_RS02390
OG0000289	CIB43_RS03455	MHP_RS02395
OG0000290	CIB43_RS03565	MHP_RS02510
OG0000291	CIB43_RS03560	MHP_RS02500
OG0000292	CIB43_RS03550	MHP_RS02495
OG0000293	CIB43_RS03545	MHP_RS02490
OG0000294	CIB43_RS03540	MHP_RS02475
OG0000295	CIB43_RS03530	MHP_RS02470
OG0000296	CIB43_RS03495	MHP_RS02430
OG0000297	CIB43_RS03485	MHP_RS02425
OG0000298	CIB43_RS00880	MHP_RS00185
OG0000299	CIB43_RS00915	MHP_RS03590
OG0000300	CIB43_RS01090	MHP_RS00380
OG0000301	CIB43_RS01125	MHP_RS00420
OG0000302	CIB43_RS01130	MHP_RS00425
OG0000303	CIB43_RS01455	MHP_RS01425
OG0000304	CIB43_RS01950	MHP_RS00930
OG0000305	CIB43_RS03795	MHP_RS02825
OG0000306	CIB43_RS03725	MHP_RS02665
OG0000307	CIB43_RS03685	MHP_RS02630
OG0000308	CIB43_RS03600	MHP_RS02530
OG0000309	CIB43_RS03520	MHP_RS02460
OG0000310	CIB43_RS03445	MHP_RS02385
OG0000311	CIB43_RS03405	MHP_RS02350
OG0000312	CIB43_RS03390	MHP_RS02335
OG0000313	CIB43_RS02485	MHP_RS01595
OG0000314	CIB43_RS02855	MHP_RS01920
OG0000315	CIB43_RS02885	MHP_RS01950
OG0000316	CIB43_RS02895	MHP_RS01960
OG0000317	CIB43_RS02985	MHP_RS02050
OG0000318	CIB43_RS02900	MHP_RS01965
OG0000319	CIB43_RS03125	MHP_RS02105
OG0000320	CIB43_RS03270	MHP_RS02235
OG0000321	CIB43_RS02200	MHP_RS00670
OG0000322	CIB43_RS02245	MHP_RS00625
OG0000323	CIB43_RS02375	MHP_RS00495
OG0000324	CIB43_RS03170	MHP_RS02145
OG0000325	CIB43_RS01570	MHP_RS01295
OG0000326	CIB43_RS01665	MHP_RS01205
OG0000327	CIB43_RS01670	MHP_RS01200
OG0000328	CIB43_RS01760	MHP_RS01115
OG0000329	CIB43_RS01775	MHP_RS01095
OG0000330	CIB43_RS01970	MHP_RS00905
OG0000331	CIB43_RS03890	MHP_RS02920
OG0000332	CIB43_RS00200	MHP_RS03045
OG0000333	CIB43_RS00210	MHP_RS03055
OG0000334	CIB43_RS00315	MHP_RS03150
OG0000335	CIB43_RS00340	MHP_RS03160
OG0000336	CIB43_RS00485	MHP_RS03325
OG0000337	CIB43_RS00655	MHP_RS03495
OG0000338	CIB43_RS00695	MHP_RS03535
OG0000339	CIB43_RS03235	MHP_RS02210
OG0000340	CIB43_RS02185	MHP_RS00690
OG0000341	CIB43_RS03190	MHP_RS02165
OG0000342	CIB43_RS01600	MHP_RS01265
OG0000343	CIB43_RS00215	MHP_RS03065
OG0000344	CIB43_RS01465	MHP_RS01410
OG0000345	CIB43_RS01890	MHP_RS00985
OG0000346	CIB43_RS00490	MHP_RS03330
OG0000347	CIB43_RS02270	MHP_RS00600
OG0000348	CIB43_RS01685	MHP_RS01195
OG0000349	CIB43_RS00550	MHP_RS03385
OG0000350	CIB43_RS03675	MHP_RS02620
OG0000351	CIB43_RS01385	MHP_RS01495
OG0000352	CIB43_RS02830	MHP_RS01900
OG0000353	CIB43_RS02240	MHP_RS00630
OG0000354	CIB43_RS01515	MHP_RS01355
OG0000355	CIB43_RS02805	MHP_RS01875
OG0000356	CIB43_RS02890	MHP_RS01955
OG0000357	CIB43_RS00175	MHP_RS03025
OG0000358	CIB43_RS00180	MHP_RS03030
OG0000359	CIB43_RS01650	MHP_RS01225
OG0000360	CIB43_RS00990	MHP_RS00285
OG0000361	CIB43_RS01020	MHP_RS00315
OG0000362	CIB43_RS03475	MHP_RS02405
OG0000363	CIB43_RS02310	MHP_RS03990
OG0000364	CIB43_RS02775	MHP_RS03785
OG0000369	CIB43_RS00725	MHP_RS00025
OG0000370	CIB43_RS00720	MHP_RS00020
OG0000378	CIB43_RS02160	MHP_RS00710
OG0000379	CIB43_RS02235	MHP_RS00635
OG0000380	CIB43_RS02260	MHP_RS00610
OG0000381	CIB43_RS02300	MHP_RS00570
OG0000385	CIB43_RS01405	MHP_RS01465
OG0000389	CIB43_RS01490	MHP_RS01375
OG0000394	CIB43_RS03660	MHP_RS02595
OG0000396	CIB43_RS03350	MHP_RS02295
OG0000403	CIB43_RS00220	MHP_RS03070
OG0000404	CIB43_RS00250	MHP_RS03100
OG0000405	CIB43_RS00265	MHP_RS03115
OG0000409	CIB43_RS00345	MHP_RS03180
OG0000412	CIB43_RS00390	MHP_RS03225
OG0000417	CIB43_RS03185	MHP_RS02160
OG0000428	CIB43_RS01785	MHP_RS01085
OG0000429	CIB43_RS01885	MHP_RS00995
OG0000430	CIB43_RS01925	MHP_RS00950
OG0000434	CIB43_RS01985	MHP_RS00890
OG0000436	CIB43_RS02030	MHP_RS00845
OG0000437	CIB43_RS02065	MHP_RS00835
OG0000441	CIB43_RS03910	MHP_RS02940
OG0000451	CIB43_RS01085	MHP_RS00375
OG0000453	CIB43_RS01315	MHP_RS01565
OG0000457	CIB43_RS00450	MHP_RS03290
OG0000459	CIB43_RS03460	MHP_RS02400
OG0000463	CIB43_RS03515	MHP_RS02445
OG0000464	CIB43_RS03500	MHP_RS02440
OG0000466	CIB43_RS01115	MHP_RS00410
OG0000468	CIB43_RS02870	MHP_RS01930
OG0000471	CIB43_RS01790	MHP_RS01080
OG0000473	CIB43_RS00580	MHP_RS03415
OG0000474	CIB43_RS00585	MHP_RS03420
OG0000475	CIB43_RS00595	MHP_RS03425
OG0000482	CIB43_RS02080	MHP_RS00795
OG0000485	CIB43_RS02035	MHP_RS00840
OG0000486	CIB43_RS03205	MHP_RS02180
OG0000487	CIB43_RS02915	MHP_RS01970
OG0000488	CIB43_RS02940	MHP_RS02005
OG0000489	CIB43_RS00750	MHP_RS00050
OG0000491	CIB43_RS02220	MHP_RS00655
OG0000492	CIB43_RS02290	MHP_RS00580
OG0000495	CIB43_RS03750	MHP_RS02780
OG0000502	CIB43_RS02070	MHP_RS00805
OG0000504	CIB43_RS01770	MHP_RS01105
OG0000506	CIB43_RS01810	MHP_RS01060
OG0000508	CIB43_RS00980	MHP_RS00260
OG0000517	CIB43_RS00765	MHP_RS00065
OG0000519	CIB43_RS01660	MHP_RS01215
OG0000520	CIB43_RS01780	MHP_RS01090
OG0000523	CIB43_RS00445	MHP_RS03285
OG0000526	CIB43_RS02720	MHP_RS03900
OG0000527	CIB43_RS02640	MHP_RS01760
OG0000529	CIB43_RS03135	MHP_RS02115
OG0000530	CIB43_RS03250	MHP_RS02220
OG0000531	CIB43_RS02265	MHP_RS00605
OG0000537	CIB43_RS01595	MHP_RS01270
OG0000538	CIB43_RS01990	MHP_RS00885
OG0000543	CIB43_RS01215	MHP_RS02740
OG0000544	CIB43_RS02125	MHP_RS00750
OG0000545	CIB43_RS02715	MHP_RS01810
OG0000546	CIB43_RS03705	MHP_RS02650
OG0000553	CIB43_RS03610	MHP_RS02550
OG0000554	CIB43_RS03295	MHP_RS02265
OG0000557	CIB43_RS02130	MHP_RS00740
OG0000558	CIB43_RS02100	MHP_RS00770
OG0000559	CIB43_RS02575	MHP_RS01690
OG0000560	CIB43_RS02680	MHP_RS01800
OG0000561	CIB43_RS01980	MHP_RS00900
OG0000562	CIB43_RS02685	MHP_RS01805
OG0000563	CIB43_RS02670	MHP_RS01790
OG0000564	CIB43_RS02155	MHP_RS03855
OG0000565	CIB43_RS02760	MHP_RS01845
OG0000566	CIB43_RS02740	MHP_RS01835
OG0000568	CIB43_RS01555	MHP_RS01310
OG0000569	CIB43_RS02105	MHP_RS00765
OG0000570	CIB43_RS02110	MHP_RS00760
OG0000571	CIB43_RS02115	MHP_RS00755
OG0000572	CIB43_RS02135	MHP_RS00735
OG0000573	CIB43_RS02570	MHP_RS01685
OG0000574	CIB43_RS02175	MHP_RS00695
OG0000575	CIB43_RS02090	MHP_RS00780
OG0000576	CIB43_RS02530	MHP_RS03620
OG0000577	CIB43_RS03580	MHP_RS02525
OG0000579	CIB43_RS02660	MHP_RS01780
OG0000580	CIB43_RS03710	MHP_RS02655
OG0000581	CIB43_RS02645	MHP_RS01765
OG0000584	CIB43_RS01255	MHP_RS02715
OG0000588	CIB43_RS02525	MHP_RS01645
OG0000590	CIB43_RS01190	MHP_RS02725
OG0000592	CIB43_RS03570	MHP_RS02515
OG0000594	CIB43_RS02095	MHP_RS00775
OG0000600	CIB43_RS01175, CIB43_RS00040, CIB43_RS01260	MHP_RS02710
OG0000601	CIB43_RS02675	MHP_RS01795
OG0000603	CIB43_RS01270	MHP_RS02705
OG0000606	CIB43_RS02655	MHP_RS01770
OG0000609	CIB43_RS02730	MHP_RS03765
OG0000616	CIB43_RS01280	MHP_RS02690
OG0000620	CIB43_RS04010	MHP_RS03770
