Orthogroup	MHP_KM014_genes	MHP_11_genes
OG0000118	CIB43_RS02205	B5C39_RS01560
OG0000119	CIB43_RS02210	B5C39_RS01555
OG0000120	CIB43_RS02230	B5C39_RS01540
OG0000121	CIB43_RS02250	B5C39_RS01515
OG0000122	CIB43_RS02255	B5C39_RS01510
OG0000123	CIB43_RS02275	B5C39_RS01490
OG0000124	CIB43_RS02280	B5C39_RS01485
OG0000125	CIB43_RS02285	B5C39_RS01480
OG0000126	CIB43_RS02295	B5C39_RS01470
OG0000127	CIB43_RS02305	B5C39_RS01460
OG0000128	CIB43_RS02320	B5C39_RS01445
OG0000129	CIB43_RS02330	B5C39_RS01440
OG0000130	CIB43_RS02335	B5C39_RS01430
OG0000131	CIB43_RS02370	B5C39_RS01400
OG0000132	CIB43_RS02385	B5C39_RS01385
OG0000133	CIB43_RS01415	B5C39_RS02365
OG0000134	CIB43_RS01425	B5C39_RS02360
OG0000135	CIB43_RS01435	B5C39_RS02345
OG0000136	CIB43_RS01440	B5C39_RS02340
OG0000137	CIB43_RS01470	B5C39_RS02310
OG0000138	CIB43_RS01495	B5C39_RS02275
OG0000139	CIB43_RS01525	B5C39_RS02245
OG0000140	CIB43_RS01540	B5C39_RS02240
OG0000141	CIB43_RS03850	B5C39_RS00155
OG0000142	CIB43_RS03845	B5C39_RS00150
OG0000143	CIB43_RS03835	B5C39_RS00125
OG0000144	CIB43_RS03815	B5C39_RS00115
OG0000145	CIB43_RS03805	B5C39_RS00105
OG0000146	CIB43_RS03790	B5C39_RS00095
OG0000147	CIB43_RS03785	B5C39_RS00090
OG0000148	CIB43_RS03780	B5C39_RS00075
OG0000149	CIB43_RS03760	B5C39_RS00065
OG0000150	CIB43_RS03745	B5C39_RS00050
OG0000151	CIB43_RS03700	B5C39_RS03055
OG0000152	CIB43_RS03695	B5C39_RS03050
OG0000153	CIB43_RS03690	B5C39_RS03045
OG0000154	CIB43_RS03680	B5C39_RS03035
OG0000155	CIB43_RS03645	B5C39_RS02995
OG0000156	CIB43_RS03635	B5C39_RS02985
OG0000157	CIB43_RS03625	B5C39_RS02980
OG0000158	CIB43_RS03620	B5C39_RS03905
OG0000159	CIB43_RS03385	B5C39_RS03950
OG0000160	CIB43_RS03380	B5C39_RS02735
OG0000161	CIB43_RS03375	B5C39_RS02730
OG0000163	CIB43_RS03370	B5C39_RS02715
OG0000164	CIB43_RS02495	B5C39_RS03120
OG0000165	CIB43_RS02840	B5C39_RS03445
OG0000166	CIB43_RS02860	B5C39_RS03465
OG0000167	CIB43_RS02875	B5C39_RS03480
OG0000168	CIB43_RS02880	B5C39_RS03485
OG0000169	CIB43_RS00130	B5C39_RS00235
OG0000171	CIB43_RS00155	B5C39_RS00260
OG0000172	CIB43_RS00160	B5C39_RS00265
OG0000173	CIB43_RS00165	B5C39_RS00270
OG0000174	CIB43_RS00170	B5C39_RS00275
OG0000175	CIB43_RS00190	B5C39_RS00290
OG0000176	CIB43_RS00235	B5C39_RS00340
OG0000177	CIB43_RS00240	B5C39_RS00345
OG0000178	CIB43_RS00245	B5C39_RS00350
OG0000179	CIB43_RS00255	B5C39_RS00360
OG0000180	CIB43_RS00260	B5C39_RS00365
OG0000181	CIB43_RS00310	B5C39_RS00405
OG0000182	CIB43_RS00320	B5C39_RS00415
OG0000183	CIB43_RS00355	B5C39_RS00450
OG0000184	CIB43_RS00430	B5C39_RS00495
OG0000185	CIB43_RS00380	B5C39_RS00480
OG0000186	CIB43_RS02400	B5C39_RS01375
OG0000187	CIB43_RS02410	B5C39_RS01360
OG0000188	CIB43_RS02425	B5C39_RS01350
OG0000189	CIB43_RS03200	B5C39_RS02580
OG0000190	CIB43_RS03195	B5C39_RS02575
OG0000191	CIB43_RS03180	B5C39_RS02555
OG0000192	CIB43_RS02085	B5C39_RS01685
OG0000193	CIB43_RS02075	B5C39_RS01695
OG0000194	CIB43_RS01560	B5C39_RS02215
OG0000195	CIB43_RS01565	B5C39_RS02210
OG0000196	CIB43_RS01585	B5C39_RS02190
OG0000197	CIB43_RS01590	B5C39_RS02185
OG0000198	CIB43_RS01605	B5C39_RS02170
OG0000199	CIB43_RS01615	B5C39_RS02165
OG0000200	CIB43_RS01630	B5C39_RS02150
OG0000201	CIB43_RS01635	B5C39_RS02140
OG0000202	CIB43_RS01690	B5C39_RS02085
OG0000203	CIB43_RS01695	B5C39_RS02080
OG0000204	CIB43_RS01700	B5C39_RS02075
OG0000205	CIB43_RS01705	B5C39_RS02070
OG0000206	CIB43_RS01735	B5C39_RS02050
OG0000207	CIB43_RS01740	B5C39_RS02035
OG0000208	CIB43_RS01745	B5C39_RS02030
OG0000209	CIB43_RS01750	B5C39_RS02025
OG0000210	CIB43_RS01800	B5C39_RS01980
OG0000211	CIB43_RS01805	B5C39_RS01970
OG0000212	CIB43_RS01815	B5C39_RS01960
OG0000213	CIB43_RS01820	B5C39_RS01955
OG0000214	CIB43_RS01825	B5C39_RS01950
OG0000215	CIB43_RS01830	B5C39_RS01945
OG0000216	CIB43_RS01835	B5C39_RS01940
OG0000217	CIB43_RS01845	B5C39_RS01935
OG0000218	CIB43_RS01850	B5C39_RS01925
OG0000219	CIB43_RS01855	B5C39_RS01920
OG0000220	CIB43_RS01860	B5C39_RS01915
OG0000221	CIB43_RS01865	B5C39_RS01910
OG0000222	CIB43_RS01870	B5C39_RS01905
OG0000223	CIB43_RS01875	B5C39_RS01900
OG0000225	CIB43_RS01895	B5C39_RS01880
OG0000226	CIB43_RS01900	B5C39_RS01875
OG0000227	CIB43_RS01905	B5C39_RS01870
OG0000228	CIB43_RS01910	B5C39_RS03945
OG0000229	CIB43_RS01915	B5C39_RS01860
OG0000230	CIB43_RS01920	B5C39_RS01855
OG0000231	CIB43_RS01935	B5C39_RS01845
OG0000232	CIB43_RS01940	B5C39_RS01835
OG0000233	CIB43_RS01965	B5C39_RS01815
OG0000234	CIB43_RS02000	B5C39_RS01780
OG0000235	CIB43_RS02005	B5C39_RS01770
OG0000236	CIB43_RS02010	B5C39_RS01765
OG0000237	CIB43_RS02015	B5C39_RS01760
OG0000238	CIB43_RS02025	B5C39_RS01750
OG0000239	CIB43_RS03860	B5C39_RS00165
OG0000240	CIB43_RS03870	B5C39_RS00170
OG0000241	CIB43_RS03875	B5C39_RS00180
OG0000242	CIB43_RS03880	B5C39_RS00185
OG0000243	CIB43_RS03885	B5C39_RS00190
OG0000244	CIB43_RS03900	B5C39_RS00200
OG0000245	CIB43_RS03905	B5C39_RS00210
OG0000246	CIB43_RS00845	B5C39_RS00955
OG0000247	CIB43_RS00850	B5C39_RS00965
OG0000248	CIB43_RS00875	B5C39_RS00975
OG0000250	CIB43_RS00885	B5C39_RS00995
OG0000251	CIB43_RS00925	B5C39_RS01030
OG0000252	CIB43_RS00930	B5C39_RS01040
OG0000253	CIB43_RS00940	B5C39_RS01045
OG0000254	CIB43_RS00950	B5C39_RS01055
OG0000255	CIB43_RS00955	B5C39_RS01065
OG0000256	CIB43_RS00960	B5C39_RS01070
OG0000257	CIB43_RS00985	B5C39_RS01095
OG0000258	CIB43_RS01015	B5C39_RS01105
OG0000259	CIB43_RS01030	B5C39_RS01135
OG0000260	CIB43_RS01045	B5C39_RS01145
OG0000262	CIB43_RS01075	B5C39_RS01175
OG0000263	CIB43_RS01080	B5C39_RS01190
OG0000264	CIB43_RS01100	B5C39_RS01205
OG0000265	CIB43_RS01110	B5C39_RS01215
OG0000266	CIB43_RS01120	B5C39_RS01235
OG0000267	CIB43_RS01135	B5C39_RS01250
OG0000268	CIB43_RS01305	B5C39_RS02480
OG0000269	CIB43_RS01320	B5C39_RS02465
OG0000270	CIB43_RS00575	B5C39_RS00680
OG0000271	CIB43_RS00570	B5C39_RS00675
OG0000272	CIB43_RS00565	B5C39_RS00670
OG0000273	CIB43_RS00560	B5C39_RS00665
OG0000274	CIB43_RS00545	B5C39_RS00645
OG0000275	CIB43_RS00535	B5C39_RS00640
OG0000276	CIB43_RS00530	B5C39_RS00635
OG0000277	CIB43_RS00525	B5C39_RS00625
OG0000278	CIB43_RS00515	B5C39_RS00620
OG0000279	CIB43_RS00510	B5C39_RS00610
OG0000280	CIB43_RS00500	B5C39_RS00605
OG0000281	CIB43_RS00495	B5C39_RS00600
OG0000283	CIB43_RS00475	B5C39_RS00570
OG0000284	CIB43_RS00460	B5C39_RS00565
OG0000285	CIB43_RS00455	B5C39_RS00560
OG0000286	CIB43_RS03345	B5C39_RS02700
OG0000287	CIB43_RS03440	B5C39_RS02795
OG0000288	CIB43_RS03450	B5C39_RS02805
OG0000289	CIB43_RS03455	B5C39_RS02810
OG0000290	CIB43_RS03565	B5C39_RS02920
OG0000291	CIB43_RS03560	B5C39_RS02910
OG0000292	CIB43_RS03550	B5C39_RS02905
OG0000293	CIB43_RS03545	B5C39_RS02900
OG0000294	CIB43_RS03540	B5C39_RS02890
OG0000295	CIB43_RS03530	B5C39_RS02885
OG0000296	CIB43_RS03495	B5C39_RS02845
OG0000297	CIB43_RS03485	B5C39_RS02840
OG0000298	CIB43_RS00880	B5C39_RS00990
OG0000299	CIB43_RS00915	B5C39_RS01015
OG0000300	CIB43_RS01090	B5C39_RS01200
OG0000301	CIB43_RS01125	B5C39_RS01240
OG0000302	CIB43_RS01130	B5C39_RS01245
OG0000303	CIB43_RS01455	B5C39_RS02335
OG0000304	CIB43_RS01950	B5C39_RS01830
OG0000305	CIB43_RS03795	B5C39_RS00100
OG0000306	CIB43_RS03725	B5C39_RS03080
OG0000307	CIB43_RS03685	B5C39_RS03040
OG0000308	CIB43_RS03600	B5C39_RS02940
OG0000309	CIB43_RS03520	B5C39_RS02875
OG0000310	CIB43_RS03445	B5C39_RS02800
OG0000311	CIB43_RS03405	B5C39_RS02760
OG0000312	CIB43_RS03390	B5C39_RS02745
OG0000313	CIB43_RS02485	B5C39_RS03110
OG0000314	CIB43_RS02855	B5C39_RS03460
OG0000315	CIB43_RS02885	B5C39_RS03490
OG0000316	CIB43_RS02895	B5C39_RS03500
OG0000317	CIB43_RS02985	B5C39_RS03590
OG0000318	CIB43_RS02900	B5C39_RS03505
OG0000319	CIB43_RS03125	B5C39_RS02510
OG0000320	CIB43_RS03270	B5C39_RS02645
OG0000321	CIB43_RS02200	B5C39_RS01565
OG0000322	CIB43_RS02245	B5C39_RS01520
OG0000323	CIB43_RS02375	B5C39_RS01390
OG0000324	CIB43_RS03170	B5C39_RS02550
OG0000325	CIB43_RS01570	B5C39_RS02205
OG0000326	CIB43_RS01665	B5C39_RS02110
OG0000327	CIB43_RS01670	B5C39_RS02105
OG0000328	CIB43_RS01760	B5C39_RS02020
OG0000329	CIB43_RS01775	B5C39_RS02000
OG0000330	CIB43_RS01970	B5C39_RS01805
OG0000331	CIB43_RS03890	B5C39_RS00195
OG0000332	CIB43_RS00200	B5C39_RS00300
OG0000333	CIB43_RS00210	B5C39_RS00310
OG0000334	CIB43_RS00315	B5C39_RS00410
OG0000335	CIB43_RS00340	B5C39_RS00420
OG0000336	CIB43_RS00485	B5C39_RS00590
OG0000337	CIB43_RS00655	B5C39_RS00770
OG0000338	CIB43_RS00695	B5C39_RS00810
OG0000339	CIB43_RS03235	B5C39_RS02615
OG0000340	CIB43_RS02185	B5C39_RS01585
OG0000341	CIB43_RS03190	B5C39_RS02570
OG0000342	CIB43_RS01600	B5C39_RS02175
OG0000343	CIB43_RS00215	B5C39_RS00320
OG0000344	CIB43_RS01465	B5C39_RS02320
OG0000345	CIB43_RS01890	B5C39_RS01885
OG0000346	CIB43_RS00490	B5C39_RS03940
OG0000347	CIB43_RS02270	B5C39_RS01495
OG0000348	CIB43_RS01685	B5C39_RS02100
OG0000349	CIB43_RS00550	B5C39_RS00655
OG0000350	CIB43_RS03675	B5C39_RS03030
OG0000351	CIB43_RS01385	B5C39_RS02405
OG0000352	CIB43_RS02830	B5C39_RS03440
OG0000353	CIB43_RS02240	B5C39_RS01525
OG0000354	CIB43_RS01515	B5C39_RS02260
OG0000355	CIB43_RS02805	B5C39_RS03410
OG0000356	CIB43_RS02890	B5C39_RS03495
OG0000357	CIB43_RS00175	B5C39_RS00280
OG0000358	CIB43_RS00180	B5C39_RS00285
OG0000359	CIB43_RS01650	B5C39_RS02130
OG0000360	CIB43_RS00990	B5C39_RS01100
OG0000361	CIB43_RS01020	B5C39_RS01130
OG0000362	CIB43_RS03475	B5C39_RS02820
OG0000363	CIB43_RS02310	B5C39_RS03800
OG0000364	CIB43_RS02775	B5C39_RS03715
OG0000369	CIB43_RS00725	B5C39_RS00840
OG0000370	CIB43_RS00720	B5C39_RS00835
OG0000378	CIB43_RS02160	B5C39_RS01605
OG0000379	CIB43_RS02235	B5C39_RS01530
OG0000380	CIB43_RS02260	B5C39_RS01505
OG0000381	CIB43_RS02300	B5C39_RS01465
OG0000385	CIB43_RS01405	B5C39_RS02375
OG0000389	CIB43_RS01490	B5C39_RS02280
OG0000394	CIB43_RS03660	B5C39_RS03005
OG0000396	CIB43_RS03350	B5C39_RS02705
OG0000403	CIB43_RS00220	B5C39_RS00325
OG0000404	CIB43_RS00250	B5C39_RS00355
OG0000405	CIB43_RS00265	B5C39_RS00370
OG0000409	CIB43_RS00345	B5C39_RS00440
OG0000412	CIB43_RS00390	B5C39_RS00485
OG0000417	CIB43_RS03185	B5C39_RS02565
OG0000428	CIB43_RS01785	B5C39_RS01990
OG0000429	CIB43_RS01885	B5C39_RS01895
OG0000430	CIB43_RS01925	B5C39_RS01850
OG0000434	CIB43_RS01985	B5C39_RS01790
OG0000436	CIB43_RS02030	B5C39_RS01745
OG0000437	CIB43_RS02065	B5C39_RS01735
OG0000441	CIB43_RS03910	B5C39_RS00215
OG0000451	CIB43_RS01085	B5C39_RS01195
OG0000453	CIB43_RS01315	B5C39_RS02475
OG0000457	CIB43_RS00450	B5C39_RS00555
OG0000459	CIB43_RS03460	B5C39_RS02815
OG0000463	CIB43_RS03515	B5C39_RS02860
OG0000464	CIB43_RS03500	B5C39_RS02855
OG0000466	CIB43_RS01115	B5C39_RS01230
OG0000468	CIB43_RS02870	B5C39_RS03470
OG0000471	CIB43_RS01790	B5C39_RS01985
OG0000473	CIB43_RS00580	B5C39_RS00685
OG0000474	CIB43_RS00585	B5C39_RS00690
OG0000475	CIB43_RS00595	B5C39_RS00695
OG0000482	CIB43_RS02080	B5C39_RS01690
OG0000485	CIB43_RS02035	B5C39_RS01740
OG0000486	CIB43_RS03205	B5C39_RS02585
OG0000487	CIB43_RS02915	B5C39_RS03510
OG0000488	CIB43_RS02940	B5C39_RS03545
OG0000489	CIB43_RS00750	B5C39_RS00865
OG0000491	CIB43_RS02220	B5C39_RS01550
OG0000492	CIB43_RS02290	B5C39_RS01475
OG0000495	CIB43_RS03750	B5C39_RS00055
OG0000502	CIB43_RS02070	B5C39_RS01700
OG0000504	CIB43_RS01770	B5C39_RS02010
OG0000506	CIB43_RS01810	B5C39_RS01965
OG0000508	CIB43_RS00980	B5C39_RS01075
OG0000517	CIB43_RS00765	B5C39_RS00880
OG0000519	CIB43_RS01660	B5C39_RS02120
OG0000520	CIB43_RS01780	B5C39_RS01995
OG0000523	CIB43_RS00445	B5C39_RS00550
OG0000526	CIB43_RS02720	B5C39_RS03895
OG0000527	CIB43_RS02640	B5C39_RS03280
OG0000529	CIB43_RS03135	B5C39_RS02520
OG0000530	CIB43_RS03250	B5C39_RS02630
OG0000531	CIB43_RS02265	B5C39_RS01500
OG0000537	CIB43_RS01595	B5C39_RS02180
OG0000538	CIB43_RS01990	B5C39_RS01785
OG0000543	CIB43_RS01215	B5C39_RS00015
OG0000544	CIB43_RS02125	B5C39_RS01645
OG0000545	CIB43_RS02715	B5C39_RS03330
OG0000546	CIB43_RS03705	B5C39_RS03060
OG0000553	CIB43_RS03610	B5C39_RS02960
OG0000554	CIB43_RS03295	B5C39_RS02675
OG0000557	CIB43_RS02130	B5C39_RS01635
OG0000558	CIB43_RS02100	B5C39_RS01665
OG0000559	CIB43_RS02575	B5C39_RS03210
OG0000560	CIB43_RS02680	B5C39_RS03320
OG0000561	CIB43_RS01980	B5C39_RS01800
OG0000562	CIB43_RS02685	B5C39_RS03325
OG0000563	CIB43_RS02670	B5C39_RS03310
OG0000564	CIB43_RS02155	B5C39_RS03805
OG0000565	CIB43_RS02760	B5C39_RS03365
OG0000566	CIB43_RS02740	B5C39_RS03355
OG0000568	CIB43_RS01555	B5C39_RS02220
OG0000569	CIB43_RS02105	B5C39_RS01660
OG0000570	CIB43_RS02110	B5C39_RS01655
OG0000571	CIB43_RS02115	B5C39_RS01650
OG0000572	CIB43_RS02135	B5C39_RS01630
OG0000573	CIB43_RS02570	B5C39_RS03205
OG0000574	CIB43_RS02175	B5C39_RS01590
OG0000575	CIB43_RS02090	B5C39_RS01675
OG0000576	CIB43_RS02530	B5C39_RS03165
OG0000577	CIB43_RS03580	B5C39_RS02935
OG0000579	CIB43_RS02660	B5C39_RS03300
OG0000580	CIB43_RS03710	B5C39_RS03870
OG0000581	CIB43_RS02645	B5C39_RS03285
OG0000584	CIB43_RS01255	B5C39_RS01300
OG0000588	CIB43_RS02525	B5C39_RS03155
OG0000590	CIB43_RS01190	B5C39_RS01310
OG0000592	CIB43_RS03570	B5C39_RS02925
OG0000594	CIB43_RS02095	B5C39_RS01670
OG0000600	CIB43_RS01175, CIB43_RS00040, CIB43_RS01260	B5C39_RS01295
OG0000601	CIB43_RS02675	B5C39_RS03315
OG0000603	CIB43_RS01270	B5C39_RS01290
OG0000606	CIB43_RS02655	B5C39_RS03290
OG0000609	CIB43_RS02730	B5C39_RS03660
OG0000616	CIB43_RS01280	B5C39_RS01275
OG0000620	CIB43_RS04010	B5C39_RS03670
