Orthogroup	MHP_KM014_genes	MHP_98_genes
OG0000064	CIB43_RS00650	GOM18_RS00530
OG0000065	CIB43_RS03145	GOM18_RS02395
OG0000068	CIB43_RS01520	GOM18_RS03445
OG0000069	CIB43_RS03740	GOM18_RS01240, GOM18_RS03140
OG0000070	CIB43_RS03400	GOM18_RS01930
OG0000071	CIB43_RS00360	GOM18_RS00820
OG0000072	CIB43_RS00375	GOM18_RS04355
OG0000073	CIB43_RS01580	GOM18_RS00135
OG0000075	CIB43_RS01060	GOM18_RS01450
OG0000077	CIB43_RS01330	GOM18_RS01550
OG0000078	CIB43_RS02560	GOM18_RS03020
OG0000079	CIB43_RS03480	GOM18_RS02005
OG0000080	CIB43_RS03525	GOM18_RS03980
OG0000081	CIB43_RS01055	GOM18_RS01445
OG0000083	CIB43_RS02935	GOM18_RS02245
OG0000084	CIB43_RS02955	GOM18_RS02275
OG0000086	CIB43_RS02970	GOM18_RS02290
OG0000087	CIB43_RS02975	GOM18_RS02305
OG0000088	CIB43_RS02980	GOM18_RS02310
OG0000089	CIB43_RS02990	GOM18_RS02320
OG0000090	CIB43_RS00770	GOM18_RS00650
OG0000091	CIB43_RS00760	GOM18_RS00635
OG0000092	CIB43_RS00745	GOM18_RS00620
OG0000093	CIB43_RS00735	GOM18_RS00615
OG0000094	CIB43_RS00730	GOM18_RS00610
OG0000095	CIB43_RS00715	GOM18_RS00585
OG0000096	CIB43_RS00700	GOM18_RS00580
OG0000097	CIB43_RS00690	GOM18_RS00560
OG0000100	CIB43_RS00610	GOM18_RS00485
OG0000101	CIB43_RS00600	GOM18_RS00480
OG0000102	CIB43_RS02580	GOM18_RS02995
OG0000103	CIB43_RS03110	GOM18_RS02360
OG0000104	CIB43_RS03120	GOM18_RS02365
OG0000105	CIB43_RS03130	GOM18_RS02380
OG0000106	CIB43_RS03140	GOM18_RS02390
OG0000107	CIB43_RS03150	GOM18_RS02400
OG0000108	CIB43_RS03155	GOM18_RS02405
OG0000109	CIB43_RS03160	GOM18_RS02410
OG0000110	CIB43_RS03290	GOM18_RS02525
OG0000111	CIB43_RS03285	GOM18_RS02520
OG0000112	CIB43_RS03280	GOM18_RS02510
OG0000113	CIB43_RS03260	GOM18_RS02490
OG0000114	CIB43_RS03245	GOM18_RS02480
OG0000115	CIB43_RS03230	GOM18_RS02470
OG0000116	CIB43_RS02165	GOM18_RS02855
OG0000117	CIB43_RS02170	GOM18_RS02850
OG0000118	CIB43_RS02205	GOM18_RS02815
OG0000119	CIB43_RS02210	GOM18_RS02810
OG0000120	CIB43_RS02230	GOM18_RS02795
OG0000121	CIB43_RS02250	GOM18_RS02775
OG0000122	CIB43_RS02255	GOM18_RS02770
OG0000123	CIB43_RS02275	GOM18_RS02750
OG0000124	CIB43_RS02280	GOM18_RS02745
OG0000125	CIB43_RS02285	GOM18_RS02740
OG0000126	CIB43_RS02295	GOM18_RS02730
OG0000127	CIB43_RS02305	GOM18_RS02720
OG0000128	CIB43_RS02320	GOM18_RS02705
OG0000129	CIB43_RS02330	GOM18_RS02700
OG0000130	CIB43_RS02335	GOM18_RS02690
OG0000131	CIB43_RS02370	GOM18_RS04475
OG0000132	CIB43_RS02385	GOM18_RS04470
OG0000133	CIB43_RS01415	GOM18_RS01635
OG0000134	CIB43_RS01425	GOM18_RS01640
OG0000135	CIB43_RS01435	GOM18_RS01655
OG0000136	CIB43_RS01440	GOM18_RS01660
OG0000137	CIB43_RS01470	GOM18_RS01690
OG0000138	CIB43_RS01495	GOM18_RS03470
OG0000139	CIB43_RS01525	GOM18_RS03440
OG0000140	CIB43_RS01540	GOM18_RS03435
OG0000141	CIB43_RS03850	GOM18_RS01125
OG0000142	CIB43_RS03845	GOM18_RS04380
OG0000143	CIB43_RS03835	GOM18_RS01150
OG0000144	CIB43_RS03815	GOM18_RS01160
OG0000145	CIB43_RS03805	GOM18_RS01170
OG0000146	CIB43_RS03790	GOM18_RS01180
OG0000147	CIB43_RS03785	GOM18_RS01185
OG0000148	CIB43_RS03780	GOM18_RS01200
OG0000149	CIB43_RS03760	GOM18_RS01210
OG0000150	CIB43_RS03745	GOM18_RS01225
OG0000151	CIB43_RS03700	GOM18_RS03115
OG0000152	CIB43_RS03695	GOM18_RS03110
OG0000153	CIB43_RS03690	GOM18_RS03105
OG0000154	CIB43_RS03680	GOM18_RS03095
OG0000155	CIB43_RS03645	GOM18_RS02160
OG0000156	CIB43_RS03635	GOM18_RS02150
OG0000157	CIB43_RS03625	GOM18_RS04415
OG0000158	CIB43_RS03620	GOM18_RS04410
OG0000159	CIB43_RS03385	GOM18_RS01915
OG0000160	CIB43_RS03380	GOM18_RS01910
OG0000161	CIB43_RS03375	GOM18_RS01905
OG0000163	CIB43_RS03370	GOM18_RS01890
OG0000164	CIB43_RS02495	GOM18_RS03635
OG0000165	CIB43_RS02840	GOM18_RS03260
OG0000166	CIB43_RS02860	GOM18_RS02185
OG0000167	CIB43_RS02875	GOM18_RS02200
OG0000168	CIB43_RS02880	GOM18_RS02205
OG0000169	CIB43_RS00130	GOM18_RS01040
OG0000171	CIB43_RS00155	GOM18_RS01015
OG0000172	CIB43_RS00160	GOM18_RS01010
OG0000173	CIB43_RS00165	GOM18_RS01005
OG0000174	CIB43_RS00170	GOM18_RS01000
OG0000175	CIB43_RS00190	GOM18_RS00985
OG0000176	CIB43_RS00235	GOM18_RS00935
OG0000177	CIB43_RS00240	GOM18_RS00930
OG0000178	CIB43_RS00245	GOM18_RS00925
OG0000179	CIB43_RS00255	GOM18_RS00915
OG0000180	CIB43_RS00260	GOM18_RS00910
OG0000181	CIB43_RS00310	GOM18_RS04365
OG0000182	CIB43_RS00320	GOM18_RS00860
OG0000183	CIB43_RS00355	GOM18_RS00825
OG0000184	CIB43_RS00430	GOM18_RS00780
OG0000185	CIB43_RS00380	GOM18_RS00795
OG0000186	CIB43_RS02400	GOM18_RS04465
OG0000187	CIB43_RS02410	GOM18_RS02595
OG0000188	CIB43_RS02425	GOM18_RS02585
OG0000189	CIB43_RS03200	GOM18_RS04445
OG0000190	CIB43_RS03195	GOM18_RS02440
OG0000191	CIB43_RS03180	GOM18_RS02420
OG0000192	CIB43_RS02085	GOM18_RS03170
OG0000193	CIB43_RS02075	GOM18_RS03155
OG0000194	CIB43_RS01560	GOM18_RS00120
OG0000195	CIB43_RS01565	GOM18_RS00125
OG0000196	CIB43_RS01585	GOM18_RS00145
OG0000197	CIB43_RS01590	GOM18_RS00150
OG0000198	CIB43_RS01605	GOM18_RS00165
OG0000199	CIB43_RS01615	GOM18_RS00170
OG0000200	CIB43_RS01630	GOM18_RS00185
OG0000201	CIB43_RS01635	GOM18_RS00195
OG0000202	CIB43_RS01690	GOM18_RS00250
OG0000203	CIB43_RS01695	GOM18_RS00255
OG0000204	CIB43_RS01700	GOM18_RS00260
OG0000205	CIB43_RS01705	GOM18_RS00265
OG0000206	CIB43_RS01735	GOM18_RS00285
OG0000207	CIB43_RS01740	GOM18_RS00300
OG0000208	CIB43_RS01745	GOM18_RS00305
OG0000209	CIB43_RS01750	GOM18_RS00310
OG0000210	CIB43_RS01800	GOM18_RS00360
OG0000211	CIB43_RS01805	GOM18_RS01855
OG0000212	CIB43_RS01815	GOM18_RS01845
OG0000213	CIB43_RS01820	GOM18_RS01840
OG0000214	CIB43_RS01825	GOM18_RS01835
OG0000215	CIB43_RS01830	GOM18_RS01830
OG0000216	CIB43_RS01835	GOM18_RS01825
OG0000217	CIB43_RS01845	GOM18_RS01820
OG0000218	CIB43_RS01850	GOM18_RS01810
OG0000219	CIB43_RS01855	GOM18_RS01805
OG0000220	CIB43_RS01860	GOM18_RS01800
OG0000221	CIB43_RS01865	GOM18_RS01795
OG0000222	CIB43_RS01870	GOM18_RS01790
OG0000223	CIB43_RS01875	GOM18_RS01785
OG0000225	CIB43_RS01895	GOM18_RS01765
OG0000226	CIB43_RS01900	GOM18_RS01760
OG0000227	CIB43_RS01905	GOM18_RS01755
OG0000228	CIB43_RS01910	GOM18_RS04580
OG0000229	CIB43_RS01915	GOM18_RS01745
OG0000230	CIB43_RS01920	GOM18_RS01740
OG0000231	CIB43_RS01935	GOM18_RS01730
OG0000232	CIB43_RS01940	GOM18_RS01720
OG0000233	CIB43_RS01965	GOM18_RS02880
OG0000234	CIB43_RS02000	GOM18_RS02915
OG0000235	CIB43_RS02005	GOM18_RS02925
OG0000236	CIB43_RS02010	GOM18_RS02930
OG0000237	CIB43_RS02015	GOM18_RS02935
OG0000238	CIB43_RS02025	GOM18_RS02940
OG0000239	CIB43_RS03860	GOM18_RS01115
OG0000240	CIB43_RS03870	GOM18_RS01110
OG0000241	CIB43_RS03875	GOM18_RS01100
OG0000242	CIB43_RS03880	GOM18_RS01095
OG0000243	CIB43_RS03885	GOM18_RS01090
OG0000244	CIB43_RS03900	GOM18_RS01080
OG0000245	CIB43_RS03905	GOM18_RS01070
OG0000246	CIB43_RS00845	GOM18_RS01250
OG0000247	CIB43_RS00850	GOM18_RS01260
OG0000248	CIB43_RS00875	GOM18_RS01270
OG0000250	CIB43_RS00885	GOM18_RS01290
OG0000251	CIB43_RS00925	GOM18_RS01320
OG0000252	CIB43_RS00930	GOM18_RS01330
OG0000253	CIB43_RS00940	GOM18_RS01335
OG0000254	CIB43_RS00950	GOM18_RS01345
OG0000255	CIB43_RS00955	GOM18_RS01350
OG0000256	CIB43_RS00960	GOM18_RS01355
OG0000257	CIB43_RS00985	GOM18_RS01380
OG0000258	CIB43_RS01015	GOM18_RS01390
OG0000259	CIB43_RS01030	GOM18_RS01420
OG0000260	CIB43_RS01045	GOM18_RS01430
OG0000262	CIB43_RS01075	GOM18_RS01455
OG0000263	CIB43_RS01080	GOM18_RS01470
OG0000264	CIB43_RS01100	GOM18_RS01485
OG0000265	CIB43_RS01110	GOM18_RS01495
OG0000266	CIB43_RS01120	GOM18_RS01510
OG0000267	CIB43_RS01135	GOM18_RS01525
OG0000268	CIB43_RS01305	GOM18_RS01530
OG0000269	CIB43_RS01320	GOM18_RS01545
OG0000270	CIB43_RS00575	GOM18_RS04280
OG0000271	CIB43_RS00570	GOM18_RS00450
OG0000272	CIB43_RS00565	GOM18_RS00445
OG0000273	CIB43_RS00560	GOM18_RS00440
OG0000274	CIB43_RS00545	GOM18_RS00420
OG0000275	CIB43_RS00535	GOM18_RS04270
OG0000276	CIB43_RS00530	GOM18_RS00410
OG0000277	CIB43_RS00525	GOM18_RS00400
OG0000278	CIB43_RS00515	GOM18_RS00395
OG0000279	CIB43_RS00510	GOM18_RS00385
OG0000280	CIB43_RS00500	GOM18_RS00380
OG0000281	CIB43_RS00495	GOM18_RS00375
OG0000283	CIB43_RS00475	GOM18_RS00705
OG0000284	CIB43_RS00460	GOM18_RS00710
OG0000285	CIB43_RS00455	GOM18_RS04315
OG0000286	CIB43_RS03345	GOM18_RS01875
OG0000287	CIB43_RS03440	GOM18_RS01965
OG0000288	CIB43_RS03450	GOM18_RS01975
OG0000289	CIB43_RS03455	GOM18_RS01980
OG0000290	CIB43_RS03565	GOM18_RS02090
OG0000291	CIB43_RS03560	GOM18_RS02080
OG0000292	CIB43_RS03550	GOM18_RS02075
OG0000293	CIB43_RS03545	GOM18_RS02070
OG0000294	CIB43_RS03540	GOM18_RS02060
OG0000295	CIB43_RS03530	GOM18_RS02055
OG0000296	CIB43_RS03495	GOM18_RS02015
OG0000297	CIB43_RS03485	GOM18_RS02010
OG0000298	CIB43_RS00880	GOM18_RS01285
OG0000299	CIB43_RS00915	GOM18_RS03940
OG0000300	CIB43_RS01090	GOM18_RS01480
OG0000301	CIB43_RS01125	GOM18_RS01515
OG0000302	CIB43_RS01130	GOM18_RS01520
OG0000303	CIB43_RS01455	GOM18_RS01665
OG0000304	CIB43_RS01950	GOM18_RS01710
OG0000305	CIB43_RS03795	GOM18_RS01175
OG0000306	CIB43_RS03725	GOM18_RS03130
OG0000307	CIB43_RS03685	GOM18_RS03100
OG0000308	CIB43_RS03600	GOM18_RS02110
OG0000309	CIB43_RS03520	GOM18_RS02045
OG0000310	CIB43_RS03445	GOM18_RS01970
OG0000311	CIB43_RS03405	GOM18_RS01935
OG0000312	CIB43_RS03390	GOM18_RS01920
OG0000313	CIB43_RS02485	GOM18_RS03620
OG0000314	CIB43_RS02855	GOM18_RS03245
OG0000315	CIB43_RS02885	GOM18_RS02210
OG0000316	CIB43_RS02895	GOM18_RS02220
OG0000317	CIB43_RS02985	GOM18_RS02315
OG0000318	CIB43_RS02900	GOM18_RS04425
OG0000319	CIB43_RS03125	GOM18_RS02375
OG0000320	CIB43_RS03270	GOM18_RS02500
OG0000321	CIB43_RS02200	GOM18_RS02820
OG0000322	CIB43_RS02245	GOM18_RS02780
OG0000323	CIB43_RS02375	GOM18_RS02625
OG0000324	CIB43_RS03170	GOM18_RS02415
OG0000325	CIB43_RS01570	GOM18_RS00130
OG0000326	CIB43_RS01665	GOM18_RS00225
OG0000327	CIB43_RS01670	GOM18_RS00230
OG0000328	CIB43_RS01760	GOM18_RS00315
OG0000329	CIB43_RS01775	GOM18_RS00335
OG0000330	CIB43_RS01970	GOM18_RS02890
OG0000331	CIB43_RS03890	GOM18_RS01085
OG0000332	CIB43_RS00200	GOM18_RS00975
OG0000333	CIB43_RS00210	GOM18_RS00965
OG0000334	CIB43_RS00315	GOM18_RS00865
OG0000335	CIB43_RS00340	GOM18_RS00855
OG0000336	CIB43_RS00485	GOM18_RS04265
OG0000337	CIB43_RS00655	GOM18_RS00535
OG0000338	CIB43_RS00695	GOM18_RS00575
OG0000339	CIB43_RS03235	GOM18_RS02475
OG0000340	CIB43_RS02185	GOM18_RS02840
OG0000341	CIB43_RS03190	GOM18_RS02435
OG0000342	CIB43_RS01600	GOM18_RS00160
OG0000343	CIB43_RS00215	GOM18_RS00955
OG0000344	CIB43_RS01465	GOM18_RS01680
OG0000345	CIB43_RS01890	GOM18_RS01770
OG0000346	CIB43_RS00490	GOM18_RS00370
OG0000347	CIB43_RS02270	GOM18_RS02755
OG0000348	CIB43_RS01685	GOM18_RS00235
OG0000349	CIB43_RS00550	GOM18_RS04275
OG0000350	CIB43_RS03675	GOM18_RS03090
OG0000351	CIB43_RS01385	GOM18_RS01600
OG0000352	CIB43_RS02830	GOM18_RS03265
OG0000353	CIB43_RS02240	GOM18_RS02785
OG0000354	CIB43_RS01515	GOM18_RS03455
OG0000355	CIB43_RS02805	GOM18_RS04535
OG0000356	CIB43_RS02890	GOM18_RS04420
OG0000357	CIB43_RS00175	GOM18_RS04370
OG0000358	CIB43_RS00180	GOM18_RS00990
OG0000359	CIB43_RS01650	GOM18_RS04245
OG0000360	CIB43_RS00990	GOM18_RS01385
OG0000361	CIB43_RS01020	GOM18_RS01415
OG0000362	CIB43_RS03475	GOM18_RS01990
OG0000363	CIB43_RS02310	GOM18_RS04485
OG0000364	CIB43_RS02775	GOM18_RS04185
OG0000369	CIB43_RS00725	GOM18_RS04300
OG0000370	CIB43_RS00720	GOM18_RS00600
OG0000378	CIB43_RS02160	GOM18_RS02860
OG0000380	CIB43_RS02260	GOM18_RS02765
OG0000381	CIB43_RS02300	GOM18_RS02725
OG0000385	CIB43_RS01405	GOM18_RS01625
OG0000389	CIB43_RS01490	GOM18_RS03480
OG0000396	CIB43_RS03350	GOM18_RS01880
OG0000403	CIB43_RS00220	GOM18_RS00950
OG0000404	CIB43_RS00250	GOM18_RS00920
OG0000405	CIB43_RS00265	GOM18_RS00905
OG0000409	CIB43_RS00345	GOM18_RS00835
OG0000412	CIB43_RS00390	GOM18_RS00790
OG0000417	CIB43_RS03185	GOM18_RS02430
OG0000428	CIB43_RS01785	GOM18_RS00345
OG0000429	CIB43_RS01885	GOM18_RS01780
OG0000430	CIB43_RS01925	GOM18_RS01735
OG0000434	CIB43_RS01985	GOM18_RS02905
OG0000436	CIB43_RS02030	GOM18_RS02945
OG0000437	CIB43_RS02065	GOM18_RS02955
OG0000441	CIB43_RS03910	GOM18_RS01065
OG0000451	CIB43_RS01085	GOM18_RS01475
OG0000453	CIB43_RS01315	GOM18_RS01535
OG0000457	CIB43_RS00450	GOM18_RS00720
OG0000459	CIB43_RS03460	GOM18_RS01985
OG0000463	CIB43_RS03515	GOM18_RS02030
OG0000464	CIB43_RS03500	GOM18_RS02025
OG0000466	CIB43_RS01115	GOM18_RS01505
OG0000468	CIB43_RS02870	GOM18_RS02190
OG0000471	CIB43_RS01790	GOM18_RS00350
OG0000473	CIB43_RS00580	GOM18_RS00460
OG0000474	CIB43_RS00585	GOM18_RS00465
OG0000475	CIB43_RS00595	GOM18_RS00470
OG0000482	CIB43_RS02080	GOM18_RS03160
OG0000485	CIB43_RS02035	GOM18_RS02950
OG0000486	CIB43_RS03205	GOM18_RS02450
OG0000487	CIB43_RS02915	GOM18_RS04430
OG0000488	CIB43_RS02940	GOM18_RS02270
OG0000489	CIB43_RS00750	GOM18_RS00630
OG0000491	CIB43_RS02220	GOM18_RS02805
OG0000492	CIB43_RS02290	GOM18_RS02735
OG0000495	CIB43_RS03750	GOM18_RS01220
OG0000502	CIB43_RS02070	GOM18_RS03150
OG0000504	CIB43_RS01770	GOM18_RS00325
OG0000506	CIB43_RS01810	GOM18_RS01850
OG0000508	CIB43_RS00980	GOM18_RS01360
OG0000517	CIB43_RS00765	GOM18_RS00645
OG0000519	CIB43_RS01660	GOM18_RS00215
OG0000520	CIB43_RS01780	GOM18_RS00340
OG0000523	CIB43_RS00445	GOM18_RS00725
OG0000526	CIB43_RS02720	GOM18_RS04200
OG0000527	CIB43_RS02640	GOM18_RS03490
OG0000529	CIB43_RS03135	GOM18_RS02385
OG0000530	CIB43_RS03250	GOM18_RS02485
OG0000531	CIB43_RS02265	GOM18_RS02760
OG0000537	CIB43_RS01595	GOM18_RS00155
OG0000538	CIB43_RS01990	GOM18_RS02910
OG0000543	CIB43_RS01215	GOM18_RS00010
OG0000544	CIB43_RS02125	GOM18_RS04525
OG0000545	CIB43_RS02715	GOM18_RS03390
OG0000546	CIB43_RS03705	GOM18_RS03120
OG0000553	CIB43_RS03610	GOM18_RS04405
OG0000554	CIB43_RS03295	GOM18_RS02530
OG0000556	CIB43_RS01290	GOM18_RS00075
OG0000557	CIB43_RS02130	GOM18_RS03215
OG0000558	CIB43_RS02100	GOM18_RS03185
OG0000559	CIB43_RS02575	GOM18_RS03000
OG0000560	CIB43_RS02680	GOM18_RS03405
OG0000561	CIB43_RS01980	GOM18_RS02895
OG0000562	CIB43_RS02685	GOM18_RS03400
OG0000563	CIB43_RS02670	GOM18_RS03415
OG0000564	CIB43_RS02155	GOM18_RS02875
OG0000565	CIB43_RS02760	GOM18_RS03330
OG0000566	CIB43_RS02740	GOM18_RS03355
OG0000568	CIB43_RS01555	GOM18_RS00115
OG0000569	CIB43_RS02105	GOM18_RS03190
OG0000570	CIB43_RS02110	GOM18_RS04520
OG0000571	CIB43_RS02115	GOM18_RS03200
OG0000572	CIB43_RS02135	GOM18_RS03220
OG0000573	CIB43_RS02570	GOM18_RS03005
OG0000574	CIB43_RS02175	GOM18_RS02845
OG0000575	CIB43_RS02090	GOM18_RS03175
OG0000576	CIB43_RS02530	GOM18_RS03050
OG0000577	CIB43_RS03580	GOM18_RS02105
OG0000579	CIB43_RS02660	GOM18_RS03500
OG0000581	CIB43_RS02645	GOM18_RS03495
OG0000584	CIB43_RS01255	GOM18_RS00040
OG0000585	CIB43_RS03105	GOM18_RS02355
OG0000588	CIB43_RS02525	GOM18_RS03055
OG0000590	CIB43_RS01190	GOM18_RS00030
OG0000592	CIB43_RS03570	GOM18_RS03985
OG0000594	CIB43_RS02095	GOM18_RS03180
OG0000595	CIB43_RS03920	GOM18_RS01055
OG0000597	CIB43_RS03915	GOM18_RS01060
OG0000600	CIB43_RS01175, CIB43_RS00040, CIB43_RS01260	GOM18_RS00045
OG0000601	CIB43_RS02675	GOM18_RS03410
OG0000603	CIB43_RS01270	GOM18_RS00050
OG0000608	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690	GOM18_RS03395
OG0000609	CIB43_RS02730	GOM18_RS03365
OG0000613	CIB43_RS02785	GOM18_RS04180
OG0000616	CIB43_RS01280	GOM18_RS00065
OG0000620	CIB43_RS04010	GOM18_RS04195
