Orthogroup	MHP_KM014_genes	MHP_154B_genes
OG0000137	CIB43_RS01470	NB624_RS00580
OG0000138	CIB43_RS01495	NB624_RS01060
OG0000139	CIB43_RS01525	NB624_RS01030
OG0000140	CIB43_RS01540	NB624_RS01025
OG0000141	CIB43_RS03850	NB624_RS03090
OG0000142	CIB43_RS03845	NB624_RS03085
OG0000143	CIB43_RS03835	NB624_RS03070
OG0000144	CIB43_RS03815	NB624_RS03055
OG0000145	CIB43_RS03805	NB624_RS03045
OG0000146	CIB43_RS03790	NB624_RS03035
OG0000147	CIB43_RS03785	NB624_RS03030
OG0000148	CIB43_RS03780	NB624_RS03015
OG0000149	CIB43_RS03760	NB624_RS03005
OG0000150	CIB43_RS03745	NB624_RS02990
OG0000151	CIB43_RS03700	NB624_RS02945
OG0000152	CIB43_RS03695	NB624_RS02940
OG0000153	CIB43_RS03690	NB624_RS02935
OG0000154	CIB43_RS03680	NB624_RS02925
OG0000155	CIB43_RS03645	NB624_RS02885
OG0000156	CIB43_RS03635	NB624_RS02880
OG0000157	CIB43_RS03625	NB624_RS02870
OG0000158	CIB43_RS03620	NB624_RS02860
OG0000159	CIB43_RS03385	NB624_RS02610
OG0000160	CIB43_RS03380	NB624_RS02605
OG0000161	CIB43_RS03375	NB624_RS02600
OG0000163	CIB43_RS03370	NB624_RS02585
OG0000164	CIB43_RS02495	NB624_RS01600
OG0000165	CIB43_RS02840	NB624_RS01945
OG0000166	CIB43_RS02860	NB624_RS01965
OG0000167	CIB43_RS02875	NB624_RS01980
OG0000168	CIB43_RS02880	NB624_RS01985
OG0000169	CIB43_RS00130	NB624_RS03205
OG0000171	CIB43_RS00155	NB624_RS03230
OG0000172	CIB43_RS00160	NB624_RS03235
OG0000173	CIB43_RS00165	NB624_RS03240
OG0000174	CIB43_RS00170	NB624_RS03245
OG0000175	CIB43_RS00190	NB624_RS03265
OG0000176	CIB43_RS00235	NB624_RS03315
OG0000177	CIB43_RS00240	NB624_RS03320
OG0000178	CIB43_RS00245	NB624_RS03325
OG0000179	CIB43_RS00255	NB624_RS03335
OG0000180	CIB43_RS00260	NB624_RS03340
OG0000181	CIB43_RS00310	NB624_RS03380
OG0000182	CIB43_RS00320	NB624_RS03390
OG0000183	CIB43_RS00355	NB624_RS03425
OG0000184	CIB43_RS00430	NB624_RS03470
OG0000185	CIB43_RS00380	NB624_RS03455
OG0000186	CIB43_RS02400	NB624_RS01515
OG0000187	CIB43_RS02410	NB624_RS01530
OG0000188	CIB43_RS02425	NB624_RS01540
OG0000189	CIB43_RS03200	NB624_RS02440
OG0000190	CIB43_RS03195	NB624_RS02435
OG0000191	CIB43_RS03180	NB624_RS02410
OG0000192	CIB43_RS02085	NB624_RS01205
OG0000193	CIB43_RS02075	NB624_RS01195
OG0000194	CIB43_RS01560	NB624_RS00990
OG0000195	CIB43_RS01565	NB624_RS00985
OG0000196	CIB43_RS01585	NB624_RS00960
OG0000197	CIB43_RS01590	NB624_RS00955
OG0000198	CIB43_RS01605	NB624_RS00940
OG0000199	CIB43_RS01615	NB624_RS00935
OG0000200	CIB43_RS01630	NB624_RS00920
OG0000201	CIB43_RS01635	NB624_RS00910
OG0000202	CIB43_RS01690	NB624_RS00855
OG0000203	CIB43_RS01695	NB624_RS00850
OG0000204	CIB43_RS01700	NB624_RS00845
OG0000205	CIB43_RS01705	NB624_RS00840
OG0000206	CIB43_RS01735	NB624_RS00820
OG0000207	CIB43_RS01740	NB624_RS00805
OG0000208	CIB43_RS01745	NB624_RS00800
OG0000209	CIB43_RS01750	NB624_RS00795
OG0000210	CIB43_RS01800	NB624_RS00750
OG0000211	CIB43_RS01805	NB624_RS00740
OG0000212	CIB43_RS01815	NB624_RS00730
OG0000213	CIB43_RS01820	NB624_RS00725
OG0000214	CIB43_RS01825	NB624_RS00720
OG0000215	CIB43_RS01830	NB624_RS00715
OG0000216	CIB43_RS01835	NB624_RS00710
OG0000217	CIB43_RS01845	NB624_RS00705
OG0000218	CIB43_RS01850	NB624_RS00695
OG0000219	CIB43_RS01855	NB624_RS00690
OG0000220	CIB43_RS01860	NB624_RS00685
OG0000221	CIB43_RS01865	NB624_RS00680
OG0000222	CIB43_RS01870	NB624_RS00675
OG0000223	CIB43_RS01875	NB624_RS00670
OG0000225	CIB43_RS01895	NB624_RS00650
OG0000226	CIB43_RS01900	NB624_RS00645
OG0000227	CIB43_RS01905	NB624_RS00640
OG0000228	CIB43_RS01910	NB624_RS00635
OG0000229	CIB43_RS01915	NB624_RS00630
OG0000230	CIB43_RS01920	NB624_RS00625
OG0000231	CIB43_RS01935	NB624_RS00615
OG0000232	CIB43_RS01940	NB624_RS00605
OG0000233	CIB43_RS01965	NB624_RS01095
OG0000234	CIB43_RS02000	NB624_RS01130
OG0000235	CIB43_RS02005	NB624_RS01140
OG0000236	CIB43_RS02010	NB624_RS01145
OG0000237	CIB43_RS02015	NB624_RS01150
OG0000238	CIB43_RS02025	NB624_RS01155
OG0000239	CIB43_RS03860	NB624_RS03100
OG0000240	CIB43_RS03870	NB624_RS03105
OG0000241	CIB43_RS03875	NB624_RS03115
OG0000242	CIB43_RS03880	NB624_RS03120
OG0000243	CIB43_RS03885	NB624_RS03125
OG0000244	CIB43_RS03900	NB624_RS03135
OG0000245	CIB43_RS03905	NB624_RS03145
OG0000246	CIB43_RS00845	NB624_RS00140
OG0000247	CIB43_RS00850	NB624_RS00150
OG0000248	CIB43_RS00875	NB624_RS00160
OG0000250	CIB43_RS00885	NB624_RS00180
OG0000251	CIB43_RS00925	NB624_RS00210
OG0000252	CIB43_RS00930	NB624_RS00220
OG0000253	CIB43_RS00940	NB624_RS00225
OG0000254	CIB43_RS00950	NB624_RS00235
OG0000255	CIB43_RS00955	NB624_RS00240
OG0000256	CIB43_RS00960	NB624_RS00245
OG0000257	CIB43_RS00985	NB624_RS00270
OG0000258	CIB43_RS01015	NB624_RS00280
OG0000259	CIB43_RS01030	NB624_RS00310
OG0000260	CIB43_RS01045	NB624_RS00320
OG0000262	CIB43_RS01075	NB624_RS00350
OG0000263	CIB43_RS01080	NB624_RS00360
OG0000264	CIB43_RS01100	NB624_RS00375
OG0000265	CIB43_RS01110	NB624_RS00385
OG0000266	CIB43_RS01120	NB624_RS00400
OG0000267	CIB43_RS01135	NB624_RS00415
OG0000268	CIB43_RS01305	NB624_RS00420
OG0000269	CIB43_RS01320	NB624_RS00435
OG0000270	CIB43_RS00575	NB624_RS03635
OG0000271	CIB43_RS00570	NB624_RS03630
OG0000272	CIB43_RS00565	NB624_RS03625
OG0000273	CIB43_RS00560	NB624_RS03620
OG0000274	CIB43_RS00545	NB624_RS03605
OG0000275	CIB43_RS00535	NB624_RS03595
OG0000276	CIB43_RS00530	NB624_RS03590
OG0000277	CIB43_RS00525	NB624_RS03580
OG0000278	CIB43_RS00515	NB624_RS03575
OG0000279	CIB43_RS00510	NB624_RS03565
OG0000280	CIB43_RS00500	NB624_RS03560
OG0000281	CIB43_RS00495	NB624_RS03555
OG0000283	CIB43_RS00475	NB624_RS03525
OG0000284	CIB43_RS00460	NB624_RS03520
OG0000285	CIB43_RS00455	NB624_RS03515
OG0000286	CIB43_RS03345	NB624_RS02570
OG0000287	CIB43_RS03440	NB624_RS02675
OG0000288	CIB43_RS03450	NB624_RS02685
OG0000289	CIB43_RS03455	NB624_RS02690
OG0000290	CIB43_RS03565	NB624_RS02815
OG0000291	CIB43_RS03560	NB624_RS02800
OG0000292	CIB43_RS03550	NB624_RS02795
OG0000293	CIB43_RS03545	NB624_RS02790
OG0000294	CIB43_RS03540	NB624_RS02780
OG0000295	CIB43_RS03530	NB624_RS02775
OG0000296	CIB43_RS03495	NB624_RS02725
OG0000297	CIB43_RS03485	NB624_RS02720
OG0000298	CIB43_RS00880	NB624_RS00175
OG0000299	CIB43_RS00915	NB624_RS00195
OG0000300	CIB43_RS01090	NB624_RS00370
OG0000301	CIB43_RS01125	NB624_RS00405
OG0000302	CIB43_RS01130	NB624_RS00410
OG0000303	CIB43_RS01455	NB624_RS00555
OG0000304	CIB43_RS01950	NB624_RS00600
OG0000305	CIB43_RS03795	NB624_RS03040
OG0000306	CIB43_RS03725	NB624_RS02965
OG0000307	CIB43_RS03685	NB624_RS02930
OG0000308	CIB43_RS03600	NB624_RS02835
OG0000309	CIB43_RS03520	NB624_RS02765
OG0000310	CIB43_RS03445	NB624_RS02680
OG0000311	CIB43_RS03405	NB624_RS02630
OG0000312	CIB43_RS03390	NB624_RS02615
OG0000313	CIB43_RS02485	NB624_RS01590
OG0000314	CIB43_RS02855	NB624_RS01960
OG0000315	CIB43_RS02885	NB624_RS01990
OG0000316	CIB43_RS02895	NB624_RS02000
OG0000317	CIB43_RS02985	NB624_RS02195
OG0000318	CIB43_RS02900	NB624_RS02005
OG0000319	CIB43_RS03125	NB624_RS02365
OG0000320	CIB43_RS03270	NB624_RS02500
OG0000321	CIB43_RS02200	NB624_RS01325
OG0000322	CIB43_RS02245	NB624_RS01370
OG0000323	CIB43_RS02375	NB624_RS01500
OG0000324	CIB43_RS03170	NB624_RS02405
OG0000325	CIB43_RS01570	NB624_RS00980
OG0000326	CIB43_RS01665	NB624_RS00880
OG0000327	CIB43_RS01670	NB624_RS00875
OG0000328	CIB43_RS01760	NB624_RS00790
OG0000329	CIB43_RS01775	NB624_RS00770
OG0000330	CIB43_RS01970	NB624_RS01105
OG0000331	CIB43_RS03890	NB624_RS03130
OG0000332	CIB43_RS00200	NB624_RS03270
OG0000333	CIB43_RS00210	NB624_RS03280
OG0000334	CIB43_RS00315	NB624_RS03385
OG0000335	CIB43_RS00340	NB624_RS03395
OG0000336	CIB43_RS00485	NB624_RS03545
OG0000337	CIB43_RS00655	NB624_RS03715
OG0000338	CIB43_RS00695	NB624_RS03755
OG0000339	CIB43_RS03235	NB624_RS02475
OG0000340	CIB43_RS02185	NB624_RS01305
OG0000341	CIB43_RS03190	NB624_RS02430
OG0000342	CIB43_RS01600	NB624_RS00945
OG0000343	CIB43_RS00215	NB624_RS03290
OG0000344	CIB43_RS01465	NB624_RS00570
OG0000345	CIB43_RS01890	NB624_RS00655
OG0000346	CIB43_RS00490	NB624_RS03550
OG0000347	CIB43_RS02270	NB624_RS01395
OG0000348	CIB43_RS01685	NB624_RS00870
OG0000349	CIB43_RS00550	NB624_RS03610
OG0000350	CIB43_RS03675	NB624_RS02920
OG0000351	CIB43_RS01385	NB624_RS00490
OG0000352	CIB43_RS02830	NB624_RS01940
OG0000353	CIB43_RS02240	NB624_RS01365
OG0000354	CIB43_RS01515	NB624_RS01045
OG0000355	CIB43_RS02805	NB624_RS01915
OG0000356	CIB43_RS02890	NB624_RS01995
OG0000357	CIB43_RS00175	NB624_RS03250
OG0000358	CIB43_RS00180	NB624_RS03255
OG0000359	CIB43_RS01650	NB624_RS00900
OG0000360	CIB43_RS00990	NB624_RS00275
OG0000361	CIB43_RS01020	NB624_RS00305
OG0000362	CIB43_RS03475	NB624_RS02700
OG0000363	CIB43_RS02310	NB624_RS01435
OG0000369	CIB43_RS00725	NB624_RS00025
OG0000370	CIB43_RS00720	NB624_RS00020
OG0000378	CIB43_RS02160	NB624_RS01285
OG0000379	CIB43_RS02235	NB624_RS01360
OG0000380	CIB43_RS02260	NB624_RS01390
OG0000381	CIB43_RS02300	NB624_RS01425
OG0000385	CIB43_RS01405	NB624_RS00515
OG0000389	CIB43_RS01490	NB624_RS01065
OG0000394	CIB43_RS03660	NB624_RS02900
OG0000396	CIB43_RS03350	NB624_RS02575
OG0000403	CIB43_RS00220	NB624_RS03295
OG0000404	CIB43_RS00250	NB624_RS03330
OG0000405	CIB43_RS00265	NB624_RS03350
OG0000409	CIB43_RS00345	NB624_RS03415
OG0000412	CIB43_RS00390	NB624_RS03460
OG0000417	CIB43_RS03185	NB624_RS02425
OG0000428	CIB43_RS01785	NB624_RS00760
OG0000429	CIB43_RS01885	NB624_RS00665
OG0000430	CIB43_RS01925	NB624_RS00620
OG0000434	CIB43_RS01985	NB624_RS01125
OG0000436	CIB43_RS02030	NB624_RS01160
OG0000437	CIB43_RS02065	NB624_RS01170
OG0000441	CIB43_RS03910	NB624_RS03150
OG0000451	CIB43_RS01085	NB624_RS00365
OG0000453	CIB43_RS01315	NB624_RS00425
OG0000457	CIB43_RS00450	NB624_RS03510
OG0000459	CIB43_RS03460	NB624_RS02695
OG0000463	CIB43_RS03515	NB624_RS02745
OG0000464	CIB43_RS03500	NB624_RS02740
OG0000466	CIB43_RS01115	NB624_RS00395
OG0000468	CIB43_RS02870	NB624_RS01970
OG0000471	CIB43_RS01790	NB624_RS00755
OG0000473	CIB43_RS00580	NB624_RS03640
OG0000474	CIB43_RS00585	NB624_RS03645
OG0000475	CIB43_RS00595	NB624_RS03650
OG0000482	CIB43_RS02080	NB624_RS01200
OG0000485	CIB43_RS02035	NB624_RS01165
OG0000486	CIB43_RS03205	NB624_RS02445
OG0000487	CIB43_RS02915	NB624_RS02015
OG0000488	CIB43_RS02940	NB624_RS02050
OG0000489	CIB43_RS00750	NB624_RS00050
OG0000491	CIB43_RS02220	NB624_RS01340
OG0000492	CIB43_RS02290	NB624_RS01415
OG0000495	CIB43_RS03750	NB624_RS02995
OG0000502	CIB43_RS02070	NB624_RS01190
OG0000504	CIB43_RS01770	NB624_RS00780
OG0000506	CIB43_RS01810	NB624_RS00735
OG0000508	CIB43_RS00980	NB624_RS00250
OG0000517	CIB43_RS00765	NB624_RS00065
OG0000519	CIB43_RS01660	NB624_RS00890
OG0000520	CIB43_RS01780	NB624_RS00765
OG0000526	CIB43_RS02720	NB624_RS01830
OG0000527	CIB43_RS02640	NB624_RS01770
OG0000529	CIB43_RS03135	NB624_RS02375
OG0000537	CIB43_RS01595	NB624_RS00950
OG0000543	CIB43_RS01215	NB624_RS02075
OG0000544	CIB43_RS02125	NB624_RS01240
OG0000545	CIB43_RS02715	NB624_RS01820
OG0000546	CIB43_RS03705	NB624_RS02950
OG0000552	CIB43_RS00225	NB624_RS03305
OG0000553	CIB43_RS03610	NB624_RS02855
OG0000554	CIB43_RS03295	NB624_RS02535
OG0000556	CIB43_RS01290	NB624_RS02135
OG0000557	CIB43_RS02130	NB624_RS01255
OG0000558	CIB43_RS02100	NB624_RS01220
OG0000559	CIB43_RS02575	NB624_RS01700
OG0000560	CIB43_RS02680	NB624_RS01810
OG0000561	CIB43_RS01980	NB624_RS01110
OG0000562	CIB43_RS02685	NB624_RS01815
OG0000563	CIB43_RS02670	NB624_RS01805
OG0000564	CIB43_RS02155	NB624_RS01280
OG0000565	CIB43_RS02760	NB624_RS01880
OG0000566	CIB43_RS02740	NB624_RS01860
OG0000568	CIB43_RS01555	NB624_RS00995
OG0000569	CIB43_RS02105	NB624_RS01225
OG0000570	CIB43_RS02110	NB624_RS01230
OG0000571	CIB43_RS02115	NB624_RS01235
OG0000572	CIB43_RS02135	NB624_RS01260
OG0000573	CIB43_RS02570	NB624_RS01695
OG0000574	CIB43_RS02175	NB624_RS01300
OG0000575	CIB43_RS02090	NB624_RS01210
OG0000577	CIB43_RS03580	NB624_RS02830
OG0000579	CIB43_RS02660	NB624_RS01790
OG0000580	CIB43_RS03710	NB624_RS02955
OG0000581	CIB43_RS02645	NB624_RS01775
OG0000584	CIB43_RS01180, CIB43_RS00035, CIB43_RS01255	NB624_RS02100
OG0000585	CIB43_RS03105	NB624_RS02345
OG0000588	CIB43_RS02525	NB624_RS01650
OG0000589	CIB43_RS03055	NB624_RS02255
OG0000590	CIB43_RS01190	NB624_RS02090
OG0000592	CIB43_RS03570	NB624_RS02820
OG0000594	CIB43_RS02095	NB624_RS01215
OG0000595	CIB43_RS03920	NB624_RS03165
OG0000597	CIB43_RS03915	NB624_RS03160
OG0000600	CIB43_RS01175, CIB43_RS00040, CIB43_RS01260	NB624_RS02105
OG0000603	CIB43_RS01270	NB624_RS02110
OG0000606	CIB43_RS02655	NB624_RS01780
OG0000609	CIB43_RS02730	NB624_RS01840
OG0000614	CIB43_RS03070	NB624_RS02270
OG0000616	CIB43_RS01280	NB624_RS02125
OG0000624	CIB43_RS00230	NB624_RS03310
