Orthogroup	MHP_KM014_genes	MHP_MHP679_genes
OG0000139	CIB43_RS01525	DR086_RS02745
OG0000140	CIB43_RS01540	DR086_RS02740
OG0000141	CIB43_RS03850	DR086_RS03720
OG0000142	CIB43_RS03845	DR086_RS04820
OG0000143	CIB43_RS03835	DR086_RS01115
OG0000144	CIB43_RS03815	DR086_RS01105
OG0000145	CIB43_RS03805	DR086_RS01095
OG0000146	CIB43_RS03790	DR086_RS01085
OG0000147	CIB43_RS03785	DR086_RS01080
OG0000148	CIB43_RS03780	DR086_RS01065
OG0000149	CIB43_RS03760	DR086_RS01055
OG0000150	CIB43_RS03745	DR086_RS01040
OG0000151	CIB43_RS03700	DR086_RS03230
OG0000152	CIB43_RS03695	DR086_RS03225
OG0000153	CIB43_RS03690	DR086_RS03220
OG0000154	CIB43_RS03680	DR086_RS03210
OG0000155	CIB43_RS03645	DR086_RS03005
OG0000156	CIB43_RS03635	DR086_RS02995
OG0000157	CIB43_RS03625	DR086_RS05005
OG0000158	CIB43_RS03620	DR086_RS05000
OG0000159	CIB43_RS03385	DR086_RS05100
OG0000160	CIB43_RS03380	DR086_RS02185
OG0000161	CIB43_RS03375	DR086_RS02190
OG0000163	CIB43_RS03370	DR086_RS02205
OG0000164	CIB43_RS02495	DR086_RS03305
OG0000165	CIB43_RS02840	DR086_RS00440
OG0000166	CIB43_RS02860	DR086_RS00460
OG0000167	CIB43_RS02875	DR086_RS00475
OG0000168	CIB43_RS02880	DR086_RS00480
OG0000169	CIB43_RS00130	DR086_RS01435
OG0000171	CIB43_RS00155	DR086_RS01410
OG0000172	CIB43_RS00160	DR086_RS01405
OG0000173	CIB43_RS00165	DR086_RS01400
OG0000174	CIB43_RS00170	DR086_RS01395
OG0000175	CIB43_RS00190	DR086_RS01380
OG0000176	CIB43_RS00235	DR086_RS01330
OG0000177	CIB43_RS00240	DR086_RS01325
OG0000178	CIB43_RS00245	DR086_RS01320
OG0000179	CIB43_RS00255	DR086_RS01310
OG0000180	CIB43_RS00260	DR086_RS01305
OG0000181	CIB43_RS00310	DR086_RS05065
OG0000182	CIB43_RS00320	DR086_RS03535
OG0000183	CIB43_RS00355	DR086_RS02345
OG0000184	CIB43_RS00430	DR086_RS02390
OG0000185	CIB43_RS00380	DR086_RS02375
OG0000186	CIB43_RS02400	DR086_RS04895
OG0000187	CIB43_RS02410	DR086_RS01790
OG0000188	CIB43_RS02425	DR086_RS01780
OG0000189	CIB43_RS03200	DR086_RS04920
OG0000190	CIB43_RS03195	DR086_RS02035
OG0000191	CIB43_RS03180	DR086_RS02055
OG0000192	CIB43_RS02085	DR086_RS02515
OG0000193	CIB43_RS02075	DR086_RS02500
OG0000194	CIB43_RS01560	DR086_RS03025
OG0000195	CIB43_RS01565	DR086_RS03030
OG0000196	CIB43_RS01585	DR086_RS03050
OG0000197	CIB43_RS01590	DR086_RS03055
OG0000198	CIB43_RS01605	DR086_RS03070
OG0000199	CIB43_RS01615	DR086_RS03075
OG0000200	CIB43_RS01630	DR086_RS03090
OG0000201	CIB43_RS01635	DR086_RS03100
OG0000202	CIB43_RS01690	DR086_RS03345
OG0000203	CIB43_RS01695	DR086_RS03340
OG0000204	CIB43_RS01700	DR086_RS04975
OG0000205	CIB43_RS01705	DR086_RS02805
OG0000206	CIB43_RS01735	DR086_RS02825
OG0000207	CIB43_RS01740	DR086_RS02840
OG0000208	CIB43_RS01745	DR086_RS02845
OG0000209	CIB43_RS01750	DR086_RS02850
OG0000210	CIB43_RS01800	DR086_RS02895
OG0000211	CIB43_RS01805	DR086_RS02580
OG0000212	CIB43_RS01815	DR086_RS02590
OG0000213	CIB43_RS01820	DR086_RS02595
OG0000214	CIB43_RS01825	DR086_RS02600
OG0000215	CIB43_RS01830	DR086_RS02605
OG0000216	CIB43_RS01835	DR086_RS02610
OG0000217	CIB43_RS01845	DR086_RS02615
OG0000218	CIB43_RS01850	DR086_RS02625
OG0000219	CIB43_RS01855	DR086_RS02630
OG0000220	CIB43_RS01860	DR086_RS02635
OG0000221	CIB43_RS01865	DR086_RS02640
OG0000222	CIB43_RS01870	DR086_RS02645
OG0000223	CIB43_RS01875	DR086_RS02650
OG0000225	CIB43_RS01895	DR086_RS02670
OG0000226	CIB43_RS01900	DR086_RS02675
OG0000227	CIB43_RS01905	DR086_RS02680
OG0000228	CIB43_RS01910	DR086_RS05105
OG0000229	CIB43_RS01915	DR086_RS02690
OG0000230	CIB43_RS01920	DR086_RS02695
OG0000231	CIB43_RS01935	DR086_RS02705
OG0000232	CIB43_RS01940	DR086_RS02715
OG0000233	CIB43_RS01965	DR086_RS01680
OG0000234	CIB43_RS02000	DR086_RS01715
OG0000235	CIB43_RS02005	DR086_RS01725
OG0000236	CIB43_RS02010	DR086_RS01730
OG0000237	CIB43_RS02015	DR086_RS01735
OG0000238	CIB43_RS02025	DR086_RS01745
OG0000239	CIB43_RS03860	DR086_RS02960
OG0000240	CIB43_RS03870	DR086_RS02955
OG0000241	CIB43_RS03875	DR086_RS02945
OG0000242	CIB43_RS03880	DR086_RS02940
OG0000243	CIB43_RS03885	DR086_RS02935
OG0000244	CIB43_RS03900	DR086_RS02925
OG0000245	CIB43_RS03905	DR086_RS02915
OG0000246	CIB43_RS00845	DR086_RS03275
OG0000247	CIB43_RS00850	DR086_RS00010
OG0000248	CIB43_RS00875	DR086_RS00020
OG0000250	CIB43_RS00885	DR086_RS00040
OG0000251	CIB43_RS00925	DR086_RS00075
OG0000252	CIB43_RS00930	DR086_RS00085
OG0000253	CIB43_RS00940	DR086_RS00090
OG0000254	CIB43_RS00950	DR086_RS00100
OG0000255	CIB43_RS00955	DR086_RS00110
OG0000256	CIB43_RS00960	DR086_RS00115
OG0000257	CIB43_RS00985	DR086_RS00140
OG0000258	CIB43_RS01015	DR086_RS00150
OG0000259	CIB43_RS01030	DR086_RS00180
OG0000260	CIB43_RS01045	DR086_RS00190
OG0000262	CIB43_RS01075	DR086_RS00215
OG0000263	CIB43_RS01080	DR086_RS00230
OG0000264	CIB43_RS01100	DR086_RS00245
OG0000265	CIB43_RS01110	DR086_RS00255
OG0000266	CIB43_RS01120	DR086_RS00270
OG0000267	CIB43_RS01135	DR086_RS00285
OG0000268	CIB43_RS01305	DR086_RS00290
OG0000269	CIB43_RS01320	DR086_RS00305
OG0000270	CIB43_RS00575	DR086_RS04945
OG0000271	CIB43_RS00570	DR086_RS02410
OG0000272	CIB43_RS00565	DR086_RS02405
OG0000273	CIB43_RS00560	DR086_RS02400
OG0000274	CIB43_RS00545	DR086_RS01450
OG0000275	CIB43_RS00535	DR086_RS04850
OG0000276	CIB43_RS00530	DR086_RS01460
OG0000277	CIB43_RS00525	DR086_RS01470
OG0000278	CIB43_RS00515	DR086_RS01475
OG0000279	CIB43_RS00510	DR086_RS01485
OG0000280	CIB43_RS00500	DR086_RS01490
OG0000281	CIB43_RS00495	DR086_RS01495
OG0000283	CIB43_RS00475	DR086_RS01525
OG0000284	CIB43_RS00460	DR086_RS01530
OG0000285	CIB43_RS00455	DR086_RS04865
OG0000286	CIB43_RS03345	DR086_RS02220
OG0000287	CIB43_RS03440	DR086_RS00990
OG0000288	CIB43_RS03450	DR086_RS00980
OG0000289	CIB43_RS03455	DR086_RS00975
OG0000290	CIB43_RS03565	DR086_RS00865
OG0000291	CIB43_RS03560	DR086_RS00875
OG0000292	CIB43_RS03550	DR086_RS00880
OG0000293	CIB43_RS03545	DR086_RS00885
OG0000294	CIB43_RS03540	DR086_RS00895
OG0000295	CIB43_RS03530	DR086_RS00900
OG0000296	CIB43_RS03495	DR086_RS00940
OG0000297	CIB43_RS03485	DR086_RS00945
OG0000298	CIB43_RS00880	DR086_RS00035
OG0000299	CIB43_RS00915	DR086_RS00060
OG0000300	CIB43_RS01090	DR086_RS00240
OG0000301	CIB43_RS01125	DR086_RS00275
OG0000302	CIB43_RS01130	DR086_RS00280
OG0000303	CIB43_RS01455	DR086_RS02275
OG0000304	CIB43_RS01950	DR086_RS02725
OG0000305	CIB43_RS03795	DR086_RS01090
OG0000306	CIB43_RS03725	DR086_RS01015
OG0000307	CIB43_RS03685	DR086_RS03215
OG0000308	CIB43_RS03600	DR086_RS00845
OG0000309	CIB43_RS03520	DR086_RS00910
OG0000310	CIB43_RS03445	DR086_RS00985
OG0000311	CIB43_RS03405	DR086_RS02160
OG0000312	CIB43_RS03390	DR086_RS02175
OG0000313	CIB43_RS02485	DR086_RS03315
OG0000314	CIB43_RS02855	DR086_RS00455
OG0000315	CIB43_RS02885	DR086_RS00485
OG0000316	CIB43_RS02895	DR086_RS00495
OG0000317	CIB43_RS02985	DR086_RS00585
OG0000318	CIB43_RS02900	DR086_RS04760
OG0000319	CIB43_RS03125	DR086_RS02100
OG0000320	CIB43_RS03270	DR086_RS03145
OG0000321	CIB43_RS02200	DR086_RS02000
OG0000322	CIB43_RS02245	DR086_RS01955
OG0000323	CIB43_RS02375	DR086_RS01820
OG0000324	CIB43_RS03170	DR086_RS02060
OG0000325	CIB43_RS01570	DR086_RS03035
OG0000326	CIB43_RS01665	DR086_RS03370
OG0000327	CIB43_RS01670	DR086_RS03365
OG0000328	CIB43_RS01760	DR086_RS02855
OG0000329	CIB43_RS01775	DR086_RS02875
OG0000330	CIB43_RS01970	DR086_RS01690
OG0000331	CIB43_RS03890	DR086_RS02930
OG0000332	CIB43_RS00200	DR086_RS01370
OG0000333	CIB43_RS00210	DR086_RS01360
OG0000334	CIB43_RS00315	DR086_RS03540
OG0000335	CIB43_RS00340	DR086_RS02315
OG0000336	CIB43_RS00485	DR086_RS04855
OG0000337	CIB43_RS00655	DR086_RS01270
OG0000338	CIB43_RS00695	DR086_RS01230
OG0000339	CIB43_RS03235	DR086_RS03465
OG0000340	CIB43_RS02185	DR086_RS02020
OG0000341	CIB43_RS03190	DR086_RS02040
OG0000342	CIB43_RS01600	DR086_RS03065
OG0000343	CIB43_RS00215	DR086_RS01350
OG0000344	CIB43_RS01465	DR086_RS02290
OG0000345	CIB43_RS01890	DR086_RS02665
OG0000346	CIB43_RS00490	DR086_RS05090
OG0000347	CIB43_RS02270	DR086_RS01930
OG0000348	CIB43_RS01685	DR086_RS03360
OG0000349	CIB43_RS00550	DR086_RS04845
OG0000350	CIB43_RS03675	DR086_RS03205
OG0000351	CIB43_RS01385	DR086_RS00370
OG0000352	CIB43_RS02830	DR086_RS00435
OG0000353	CIB43_RS02240	DR086_RS01960
OG0000354	CIB43_RS01515	DR086_RS02760
OG0000355	CIB43_RS02805	DR086_RS04750
OG0000356	CIB43_RS02890	DR086_RS04755
OG0000357	CIB43_RS00175	DR086_RS04840
OG0000358	CIB43_RS00180	DR086_RS01385
OG0000359	CIB43_RS01650	DR086_RS05045
OG0000360	CIB43_RS00990	DR086_RS00145
OG0000361	CIB43_RS01020	DR086_RS00175
OG0000362	CIB43_RS03475	DR086_RS00965
OG0000363	CIB43_RS02310	DR086_RS04910
OG0000369	CIB43_RS00725	DR086_RS04830
OG0000370	CIB43_RS00720	DR086_RS01205
OG0000378	CIB43_RS02160	DR086_RS03415
OG0000379	CIB43_RS02235	DR086_RS01965
OG0000380	CIB43_RS02260	DR086_RS01940
OG0000381	CIB43_RS02300	DR086_RS01895
OG0000385	CIB43_RS01405	DR086_RS02235
OG0000389	CIB43_RS01490	DR086_RS02785
OG0000394	CIB43_RS03660	DR086_RS03645
OG0000396	CIB43_RS03350	DR086_RS02215
OG0000403	CIB43_RS00220	DR086_RS01345
OG0000404	CIB43_RS00250	DR086_RS01315
OG0000405	CIB43_RS00265	DR086_RS01300
OG0000409	CIB43_RS00345	DR086_RS02335
OG0000412	CIB43_RS00390	DR086_RS02380
OG0000417	CIB43_RS03185	DR086_RS02045
OG0000428	CIB43_RS01785	DR086_RS02885
OG0000429	CIB43_RS01885	DR086_RS02655
OG0000430	CIB43_RS01925	DR086_RS02700
OG0000434	CIB43_RS01985	DR086_RS01705
OG0000436	CIB43_RS02030	DR086_RS01750
OG0000437	CIB43_RS02065	DR086_RS01760
OG0000441	CIB43_RS03910	DR086_RS02910
OG0000451	CIB43_RS01085	DR086_RS00235
OG0000453	CIB43_RS01315	DR086_RS00295
OG0000457	CIB43_RS00450	DR086_RS01540
OG0000459	CIB43_RS03460	DR086_RS00970
OG0000463	CIB43_RS03515	DR086_RS00925
OG0000464	CIB43_RS03500	DR086_RS00930
OG0000466	CIB43_RS01115	DR086_RS00265
OG0000468	CIB43_RS02870	DR086_RS00465
OG0000471	CIB43_RS01790	DR086_RS02890
OG0000473	CIB43_RS00580	DR086_RS02420
OG0000474	CIB43_RS00585	DR086_RS02425
OG0000475	CIB43_RS00595	DR086_RS02430
OG0000482	CIB43_RS02080	DR086_RS02505
OG0000485	CIB43_RS02035	DR086_RS01755
OG0000486	CIB43_RS03205	DR086_RS02025
OG0000487	CIB43_RS02915	DR086_RS04765
OG0000488	CIB43_RS02940	DR086_RS00540
OG0000489	CIB43_RS00750	DR086_RS01175
OG0000491	CIB43_RS02220	DR086_RS01985
OG0000492	CIB43_RS02290	DR086_RS01910
OG0000495	CIB43_RS03750	DR086_RS01045
OG0000502	CIB43_RS02070	DR086_RS02495
OG0000504	CIB43_RS01770	DR086_RS02865
OG0000506	CIB43_RS01810	DR086_RS02585
OG0000508	CIB43_RS00980	DR086_RS00120
OG0000517	CIB43_RS00765	DR086_RS01160
OG0000519	CIB43_RS01660	DR086_RS03380
OG0000520	CIB43_RS01780	DR086_RS02880
OG0000523	CIB43_RS00445	DR086_RS01545
OG0000526	CIB43_RS02720	DR086_RS04135
OG0000527	CIB43_RS02640	DR086_RS00635
OG0000529	CIB43_RS03135	DR086_RS02090
OG0000530	CIB43_RS03250	DR086_RS03450
OG0000531	CIB43_RS02265	DR086_RS01935
OG0000537	CIB43_RS01595	DR086_RS03060
OG0000538	CIB43_RS01990	DR086_RS01710
OG0000543	CIB43_RS01215	DR086_RS03960
OG0000544	CIB43_RS02125	DR086_RS04960
OG0000545	CIB43_RS02715	DR086_RS00685
OG0000546	CIB43_RS03705	DR086_RS04500
OG0000552	CIB43_RS00225	DR086_RS01340
OG0000553	CIB43_RS03610	DR086_RS04995
OG0000554	CIB43_RS03295	DR086_RS03115
OG0000556	CIB43_RS01290	DR086_RS04800
OG0000557	CIB43_RS02130	DR086_RS02560
OG0000558	CIB43_RS02100	DR086_RS02530
OG0000559	CIB43_RS02575	DR086_RS01605
OG0000560	CIB43_RS02680	DR086_RS00670
OG0000561	CIB43_RS01980	DR086_RS01695
OG0000562	CIB43_RS02685	DR086_RS00675
OG0000563	CIB43_RS02670	DR086_RS00660
OG0000564	CIB43_RS02155	DR086_RS03420
OG0000565	CIB43_RS02760	DR086_RS03570
OG0000566	CIB43_RS02740	DR086_RS00815
OG0000568	CIB43_RS01555	DR086_RS03020
OG0000569	CIB43_RS02105	DR086_RS02535
OG0000570	CIB43_RS02110	DR086_RS04955
OG0000571	CIB43_RS02115	DR086_RS02545
OG0000572	CIB43_RS02135	DR086_RS02570
OG0000573	CIB43_RS02570	DR086_RS01610
OG0000574	CIB43_RS02175	DR086_RS03400
OG0000575	CIB43_RS02090	DR086_RS02520
OG0000576	CIB43_RS02530	DR086_RS01655
OG0000577	CIB43_RS03580	DR086_RS00850
OG0000579	CIB43_RS02660	DR086_RS00655
OG0000580	CIB43_RS03710	DR086_RS01005
OG0000581	CIB43_RS02645	DR086_RS00640
OG0000584	CIB43_RS01255	DR086_RS00715
OG0000585	CIB43_RS03105	DR086_RS02120
OG0000588	CIB43_RS02525	DR086_RS01660
OG0000589	CIB43_RS03055	DR086_RS03515
OG0000590	CIB43_RS00030	DR086_RS00705
OG0000592	CIB43_RS03570	DR086_RS00860
OG0000594	CIB43_RS02095	DR086_RS02525
OG0000595	CIB43_RS03920	DR086_RS02900
OG0000597	CIB43_RS03915	DR086_RS02905
OG0000600	CIB43_RS01175, CIB43_RS00040	DR086_RS00720
OG0000601	CIB43_RS02675	DR086_RS00665
OG0000603	CIB43_RS00060	DR086_RS00735
OG0000606	CIB43_RS02655	DR086_RS00645
OG0000608	CIB43_RS02695, CIB43_RS02705, CIB43_RS02690	DR086_RS04790
OG0000613	CIB43_RS02785	DR086_RS04040
OG0000614	CIB43_RS03070	DR086_RS03580
OG0000628	CIB43_RS00090	DR086_RS00770
OG0000629	CIB43_RS00015	DR086_RS00695
OG0000630	CIB43_RS00100	DR086_RS00780
OG0000631	CIB43_RS00095	DR086_RS00775
