Orthogroup	MHP_MHP696_genes	MHP_ES2_genes
OG0000218	DR090_RS01810	E5E95_RS01000
OG0000219	DR090_RS01805	E5E95_RS01005
OG0000220	DR090_RS01800	E5E95_RS01010
OG0000221	DR090_RS01795	E5E95_RS01015
OG0000222	DR090_RS01790	E5E95_RS01020
OG0000223	DR090_RS01785	E5E95_RS01025
OG0000224	DR090_RS01775	E5E95_RS01035
OG0000225	DR090_RS01765	E5E95_RS01045
OG0000226	DR090_RS01760	E5E95_RS01050
OG0000227	DR090_RS01755	E5E95_RS01055
OG0000228	DR090_RS04680	E5E95_RS04285
OG0000229	DR090_RS01745	E5E95_RS01065
OG0000230	DR090_RS01740	E5E95_RS01070
OG0000231	DR090_RS01730	E5E95_RS01080
OG0000232	DR090_RS01720	E5E95_RS01090
OG0000233	DR090_RS00225	E5E95_RS01110
OG0000234	DR090_RS00260	E5E95_RS01145
OG0000235	DR090_RS00270	E5E95_RS01155
OG0000236	DR090_RS00275	E5E95_RS01160
OG0000237	DR090_RS00280	E5E95_RS01165
OG0000238	DR090_RS00290	E5E95_RS01175
OG0000239	DR090_RS03000	E5E95_RS03145
OG0000240	DR090_RS02995	E5E95_RS03150
OG0000241	DR090_RS02985	E5E95_RS03160
OG0000242	DR090_RS02980	E5E95_RS03165
OG0000243	DR090_RS02975	E5E95_RS03170
OG0000244	DR090_RS02965	E5E95_RS03180
OG0000245	DR090_RS02955	E5E95_RS03190
OG0000246	DR090_RS03110	E5E95_RS00130
OG0000247	DR090_RS00810	E5E95_RS00140
OG0000248	DR090_RS00800	E5E95_RS00150
OG0000249	DR090_RS00795	E5E95_RS00155
OG0000250	DR090_RS00780	E5E95_RS00170
OG0000251	DR090_RS00745	E5E95_RS00205
OG0000252	DR090_RS00735	E5E95_RS00215
OG0000253	DR090_RS00730	E5E95_RS00220
OG0000254	DR090_RS00720	E5E95_RS00230
OG0000255	DR090_RS00710	E5E95_RS00240
OG0000256	DR090_RS00705	E5E95_RS00245
OG0000257	DR090_RS00680	E5E95_RS00270
OG0000258	DR090_RS00670	E5E95_RS00280
OG0000259	DR090_RS00640	E5E95_RS00310
OG0000260	DR090_RS00630	E5E95_RS00320
OG0000261	DR090_RS04350	E5E95_RS00330
OG0000262	DR090_RS00605	E5E95_RS00350
OG0000263	DR090_RS00590	E5E95_RS00360
OG0000264	DR090_RS00575	E5E95_RS00375
OG0000265	DR090_RS00565	E5E95_RS00385
OG0000266	DR090_RS00550	E5E95_RS00400
OG0000267	DR090_RS00535	E5E95_RS00415
OG0000268	DR090_RS00530	E5E95_RS00420
OG0000269	DR090_RS00515	E5E95_RS00435
OG0000270	DR090_RS04395	E5E95_RS03710
OG0000271	DR090_RS01125	E5E95_RS03705
OG0000272	DR090_RS01120	E5E95_RS03700
OG0000273	DR090_RS01115	E5E95_RS03695
OG0000274	DR090_RS02335	E5E95_RS03675
OG0000275	DR090_RS04540	E5E95_RS03670
OG0000276	DR090_RS02325	E5E95_RS03665
OG0000277	DR090_RS02315	E5E95_RS03655
OG0000278	DR090_RS02310	E5E95_RS03650
OG0000279	DR090_RS02300	E5E95_RS03640
OG0000280	DR090_RS02295	E5E95_RS03635
OG0000281	DR090_RS02290	E5E95_RS03630
OG0000282	DR090_RS04530	E5E95_RS03605
OG0000283	DR090_RS02260	E5E95_RS03600
OG0000284	DR090_RS02255	E5E95_RS03595
OG0000285	DR090_RS04525	E5E95_RS03590
OG0000286	DR090_RS02555	E5E95_RS04305
OG0000287	DR090_RS02820	E5E95_RS02720
OG0000288	DR090_RS02810	E5E95_RS02730
OG0000289	DR090_RS02805	E5E95_RS02735
OG0000290	DR090_RS01425	E5E95_RS02845
OG0000291	DR090_RS01415	E5E95_RS02835
OG0000292	DR090_RS01410	E5E95_RS02830
OG0000293	DR090_RS01405	E5E95_RS02825
OG0000294	DR090_RS01395	E5E95_RS02815
OG0000295	DR090_RS01390	E5E95_RS02810
OG0000296	DR090_RS02770	E5E95_RS02770
OG0000297	DR090_RS02775	E5E95_RS02765
OG0000298	DR090_RS00785	E5E95_RS00165
OG0000299	DR090_RS03800	E5E95_RS00190
OG0000300	DR090_RS00580	E5E95_RS00370
OG0000301	DR090_RS00545	E5E95_RS00405
OG0000302	DR090_RS00540	E5E95_RS00410
OG0000303	DR090_RS02720	E5E95_RS00560
OG0000304	DR090_RS01715	E5E95_RS01095
OG0000305	DR090_RS01655	E5E95_RS03080
OG0000306	DR090_RS01580	E5E95_RS03005
OG0000307	DR090_RS01540	E5E95_RS02970
OG0000308	DR090_RS01445	E5E95_RS02875
OG0000309	DR090_RS01380	E5E95_RS02800
OG0000310	DR090_RS02815	E5E95_RS02725
OG0000311	DR090_RS02615	E5E95_RS02690
OG0000312	DR090_RS02600	E5E95_RS02675
OG0000313	DR090_RS03240	E5E95_RS01620
OG0000314	DR090_RS01030	E5E95_RS02075
OG0000315	DR090_RS01060	E5E95_RS02105
OG0000316	DR090_RS01070	E5E95_RS02115
OG0000317	DR090_RS02925	E5E95_RS02205
OG0000318	DR090_RS04370	E5E95_RS02120
OG0000319	DR090_RS03050	E5E95_RS02345
OG0000320	DR090_RS02680	E5E95_RS02570
OG0000321	DR090_RS02455	E5E95_RS01350
OG0000322	DR090_RS02500	E5E95_RS01395
OG0000323	DR090_RS03160	E5E95_RS01525
OG0000324	DR090_RS03400	E5E95_RS02385
OG0000325	DR090_RS00130	E5E95_RS00700
OG0000326	DR090_RS00035	E5E95_RS00795
OG0000327	DR090_RS00030	E5E95_RS00800
OG0000328	DR090_RS01905	E5E95_RS00885
OG0000329	DR090_RS01885	E5E95_RS00905
OG0000330	DR090_RS00235	E5E95_RS01120
OG0000331	DR090_RS02970	E5E95_RS03175
OG0000332	DR090_RS02140	E5E95_RS03320
OG0000333	DR090_RS02150	E5E95_RS03330
OG0000334	DR090_RS03510	E5E95_RS03440
OG0000335	DR090_RS02065	E5E95_RS03450
OG0000336	DR090_RS04535	E5E95_RS03620
OG0000337	DR090_RS01210	E5E95_RS03795
OG0000338	DR090_RS01250	E5E95_RS03835
OG0000339	DR090_RS03290	E5E95_RS02540
OG0000340	DR090_RS03610	E5E95_RS01330
OG0000341	DR090_RS03365	E5E95_RS02405
OG0000342	DR090_RS00100	E5E95_RS00730
OG0000343	DR090_RS02160	E5E95_RS03340
OG0000344	DR090_RS02735	E5E95_RS00575
OG0000345	DR090_RS01770	E5E95_RS01040
OG0000346	DR090_RS02285	E5E95_RS03625
OG0000347	DR090_RS02525	E5E95_RS01420
OG0000348	DR090_RS00025	E5E95_RS00805
OG0000349	DR090_RS04545	E5E95_RS03685
OG0000350	DR090_RS01530	E5E95_RS02960
OG0000351	DR090_RS00455	E5E95_RS00495
OG0000352	DR090_RS01010	E5E95_RS02050
OG0000353	DR090_RS02495	E5E95_RS01390
OG0000354	DR090_RS00180	E5E95_RS00635
OG0000355	DR090_RS04360	E5E95_RS02020
OG0000356	DR090_RS04365	E5E95_RS02110
OG0000357	DR090_RS04510	E5E95_RS03300
OG0000358	DR090_RS02125	E5E95_RS03305
OG0000359	DR090_RS04320	E5E95_RS00775
OG0000360	DR090_RS00675	E5E95_RS00275
OG0000361	DR090_RS00645	E5E95_RS00305
OG0000362	DR090_RS02795	E5E95_RS02745
OG0000363	DR090_RS02850	E5E95_RS03985
OG0000364	DR090_RS00955	E5E95_RS01995
OG0000365	DR090_RS04390	E5E95_RS02150
OG0000366	DR090_RS02895	E5E95_RS02175
OG0000367	DR090_RS02905	E5E95_RS02185
OG0000368	DR090_RS01315	E5E95_RS00060
OG0000369	DR090_RS04415	E5E95_RS00025
OG0000370	DR090_RS01275	E5E95_RS00020
OG0000371	DR090_RS01270	E5E95_RS00015
OG0000372	DR090_RS01265	E5E95_RS00010
OG0000373	DR090_RS01240	E5E95_RS03825
OG0000374	DR090_RS01230	E5E95_RS03815
OG0000375	DR090_RS03055	E5E95_RS02340
OG0000376	DR090_RS02665	E5E95_RS02585
OG0000377	DR090_RS02675	E5E95_RS02575
OG0000378	DR090_RS00430	E5E95_RS01310
OG0000379	DR090_RS02490	E5E95_RS01385
OG0000380	DR090_RS02515	E5E95_RS01410
OG0000381	DR090_RS02840	E5E95_RS01450
OG0000382	DR090_RS02870	E5E95_RS01480
OG0000383	DR090_RS03155	E5E95_RS01520
OG0000384	DR090_RS03315	E5E95_RS00515
OG0000385	DR090_RS03320	E5E95_RS00520
OG0000386	DR090_RS02700	E5E95_RS00540
OG0000387	DR090_RS02725	E5E95_RS00565
OG0000388	DR090_RS04570	E5E95_RS00570
OG0000389	DR090_RS00200	E5E95_RS00615
OG0000390	DR090_RS01675	E5E95_RS03100
OG0000391	DR090_RS01665	E5E95_RS03090
OG0000392	DR090_RS01640	E5E95_RS03065
OG0000393	DR090_RS04445	E5E95_RS03010
OG0000394	DR090_RS01505	E5E95_RS02940
OG0000395	DR090_RS01500	E5E95_RS02930
OG0000397	DR090_RS00995	E5E95_RS02035
OG0000398	DR090_RS01000	E5E95_RS02040
OG0000399	DR090_RS01045	E5E95_RS02090
OG0000400	DR090_RS02080	E5E95_RS03265
OG0000401	DR090_RS02145	E5E95_RS03325
OG0000402	DR090_RS02155	E5E95_RS03335
OG0000403	DR090_RS02165	E5E95_RS03345
OG0000404	DR090_RS02195	E5E95_RS03375
OG0000405	DR090_RS02210	E5E95_RS03390
OG0000406	DR090_RS02060	E5E95_RS03455
OG0000407	DR090_RS04505	E5E95_RS03460
OG0000408	DR090_RS02050	E5E95_RS03465
OG0000409	DR090_RS02045	E5E95_RS03470
OG0000410	DR090_RS01990	E5E95_RS03530
OG0000411	DR090_RS02000	E5E95_RS03520
OG0000412	DR090_RS02005	E5E95_RS03515
OG0000413	DR090_RS03170	E5E95_RS01535
OG0000414	DR090_RS03180	E5E95_RS01545
OG0000415	DR090_RS03185	E5E95_RS01550
OG0000416	DR090_RS03195	E5E95_RS01560
OG0000418	DR090_RS03390	E5E95_RS02395
OG0000419	DR090_RS00120	E5E95_RS00710
OG0000420	DR090_RS00085	E5E95_RS00745
OG0000421	DR090_RS00050	E5E95_RS00780
OG0000422	DR090_RS00040	E5E95_RS00790
OG0000423	DR090_RS01945	E5E95_RS00845
OG0000424	DR090_RS01940	E5E95_RS00850
OG0000425	DR090_RS01930	E5E95_RS00860
OG0000426	DR090_RS04465	E5E95_RS00865
OG0000427	DR090_RS04460	E5E95_RS00890
OG0000428	DR090_RS01875	E5E95_RS00915
OG0000429	DR090_RS01780	E5E95_RS01030
OG0000430	DR090_RS01735	E5E95_RS01075
OG0000431	DR090_RS01725	E5E95_RS01085
OG0000432	DR090_RS00230	E5E95_RS01115
OG0000433	DR090_RS00245	E5E95_RS01130
OG0000434	DR090_RS00250	E5E95_RS01135
OG0000435	DR090_RS00265	E5E95_RS01150
OG0000436	DR090_RS00295	E5E95_RS01180
OG0000437	DR090_RS00305	E5E95_RS01190
OG0000438	DR090_RS00310	E5E95_RS01195
OG0000439	DR090_RS04330	E5E95_RS01200
OG0000440	DR090_RS04580	E5E95_RS03155
OG0000441	DR090_RS02950	E5E95_RS03195
OG0000442	DR090_RS04215	E5E95_RS00135
OG0000443	DR090_RS00765	E5E95_RS00185
OG0000444	DR090_RS00750	E5E95_RS00200
OG0000445	DR090_RS00725	E5E95_RS00225
OG0000446	DR090_RS00695	E5E95_RS00255
OG0000447	DR090_RS00690	E5E95_RS00260
OG0000448	DR090_RS00660	E5E95_RS00290
OG0000449	DR090_RS00635	E5E95_RS00315
OG0000450	DR090_RS00625	E5E95_RS00325
OG0000451	DR090_RS00585	E5E95_RS00365
OG0000452	DR090_RS00560	E5E95_RS00390
OG0000453	DR090_RS00525	E5E95_RS00425
OG0000455	DR090_RS01150	E5E95_RS03730
OG0000456	DR090_RS02270	E5E95_RS03610
OG0000457	DR090_RS02245	E5E95_RS03585
OG0000458	DR090_RS02825	E5E95_RS02715
OG0000459	DR090_RS02800	E5E95_RS02740
OG0000460	DR090_RS02790	E5E95_RS02750
OG0000461	DR090_RS01375	E5E95_RS02795
OG0000462	DR090_RS01370	E5E95_RS02790
OG0000463	DR090_RS01365	E5E95_RS02785
OG0000464	DR090_RS02760	E5E95_RS02780
OG0000465	DR090_RS02765	E5E95_RS02775
OG0000466	DR090_RS00555	E5E95_RS00395
OG0000467	DR090_RS04425	E5E95_RS02880
OG0000468	DR090_RS01040	E5E95_RS02085
OG0000469	DR090_RS01100	E5E95_RS02145
OG0000470	DR090_RS03685	E5E95_RS03895
OG0000471	DR090_RS01870	E5E95_RS00920
OG0000472	DR090_RS01980	E5E95_RS03540
OG0000473	DR090_RS01135	E5E95_RS03715
OG0000474	DR090_RS01140	E5E95_RS03720
OG0000475	DR090_RS01145	E5E95_RS03725
OG0000476	DR090_RS03205	E5E95_RS01570
OG0000477	DR090_RS01400	E5E95_RS02820
OG0000478	DR090_RS02320	E5E95_RS03660
OG0000479	DR090_RS02450	E5E95_RS01345
OG0000480	DR090_RS03680	E5E95_RS03865
OG0000481	DR090_RS00015	E5E95_RS00815
OG0000482	DR090_RS00345	E5E95_RS01230
OG0000483	DR090_RS02910	E5E95_RS02190
OG0000484	DR090_RS04355	E5E95_RS00195
OG0000485	DR090_RS00300	E5E95_RS01185
OG0000486	DR090_RS03385	E5E95_RS02420
OG0000487	DR090_RS04375	E5E95_RS02125
OG0000488	DR090_RS02880	E5E95_RS02160
OG0000489	DR090_RS01305	E5E95_RS00050
OG0000490	DR090_RS01245	E5E95_RS03830
OG0000491	DR090_RS02470	E5E95_RS01365
OG0000492	DR090_RS02545	E5E95_RS01440
OG0000493	DR090_RS02740	E5E95_RS00580
OG0000494	DR090_RS00175	E5E95_RS00640
OG0000495	DR090_RS01610	E5E95_RS03035
OG0000496	DR090_RS01600	E5E95_RS03025
OG0000497	DR090_RS01595	E5E95_RS03020
OG0000500	DR090_RS01005	E5E95_RS02045
OG0000501	DR090_RS02090	E5E95_RS04280, E5E95_RS04275
OG0000502	DR090_RS00335	E5E95_RS01220
OG0000503	DR090_RS00070	E5E95_RS00760
OG0000504	DR090_RS01895	E5E95_RS00895
OG0000506	DR090_RS01850	E5E95_RS00960
OG0000508	DR090_RS00700	E5E95_RS00250
OG0000509	DR090_RS00665	E5E95_RS00285
OG0000510	DR090_RS00655	E5E95_RS00295
OG0000511	DR090_RS00520	E5E95_RS00430
OG0000512	DR090_RS02785	E5E95_RS02755
OG0000513	DR090_RS02305	E5E95_RS03645
OG0000514	DR090_RS01635	E5E95_RS03060
OG0000515	DR090_RS00910	E5E95_RS01965
OG0000515	DR090_RS00910	E5E95_RS01580
OG0000516	DR090_RS04380	E5E95_RS02130
OG0000517	DR090_RS01320	E5E95_RS00065
OG0000518	DR090_RS02135	E5E95_RS03315
OG0000519	DR090_RS00045	E5E95_RS00785
OG0000520	DR090_RS01880	E5E95_RS00910
OG0000521	DR090_RS00685	E5E95_RS00265
OG0000522	DR090_RS00650	E5E95_RS00300
OG0000523	DR090_RS02240	E5E95_RS03580
OG0000525	DR090_RS04485	E5E95_RS03545
