Orthogroup	MHP_NCTC10127_genes	MHP_7448_genes
OG0000081	EXC50_RS00350	MHP7448_RS00335
OG0000082	EXC50_RS01250	MHP7448_RS02425
OG0000083	EXC50_RS00965	MHP7448_RS02040
OG0000084	EXC50_RS00990	MHP7448_RS02065
OG0000085	EXC50_RS00995	MHP7448_RS02070
OG0000086	EXC50_RS01005	MHP7448_RS02080
OG0000087	EXC50_RS01020	MHP7448_RS02095
OG0000088	EXC50_RS01025	MHP7448_RS02100
OG0000089	EXC50_RS01035	MHP7448_RS02110
OG0000090	EXC50_RS00070	MHP7448_RS00070
OG0000091	EXC50_RS00055	MHP7448_RS00055
OG0000092	EXC50_RS00040	MHP7448_RS00040
OG0000093	EXC50_RS00035	MHP7448_RS00035
OG0000094	EXC50_RS00030	MHP7448_RS00030
OG0000095	EXC50_RS00005	MHP7448_RS00005
OG0000096	EXC50_RS02460	MHP7448_RS03655
OG0000097	EXC50_RS02440	MHP7448_RS03635
OG0000098	EXC50_RS02430	MHP7448_RS03620
OG0000099	EXC50_RS02380	MHP7448_RS03570
OG0000100	EXC50_RS02365	MHP7448_RS03555
OG0000101	EXC50_RS02360	MHP7448_RS03550
OG0000102	EXC50_RS00660	MHP7448_RS01720
OG0000103	EXC50_RS01065	MHP7448_RS02145
OG0000104	EXC50_RS01070	MHP7448_RS02150
OG0000105	EXC50_RS01085	MHP7448_RS02165
OG0000106	EXC50_RS01095	MHP7448_RS02175
OG0000107	EXC50_RS01105	MHP7448_RS02185
OG0000108	EXC50_RS01110	MHP7448_RS02190
OG0000109	EXC50_RS01115	MHP7448_RS02195
OG0000110	EXC50_RS01240	MHP7448_RS02410
OG0000111	EXC50_RS01235	MHP7448_RS02405
OG0000112	EXC50_RS01225	MHP7448_RS02395
OG0000113	EXC50_RS01205	MHP7448_RS02375
OG0000114	EXC50_RS01195	MHP7448_RS02365
OG0000115	EXC50_RS01180	MHP7448_RS02355
OG0000116	EXC50_RS02790	MHP7448_RS01315
OG0000117	EXC50_RS02785	MHP7448_RS01320
OG0000118	EXC50_RS02750	MHP7448_RS01355
OG0000119	EXC50_RS02745	MHP7448_RS01360
OG0000120	EXC50_RS02730	MHP7448_RS01375
OG0000121	EXC50_RS02705	MHP7448_RS01400
OG0000122	EXC50_RS02700	MHP7448_RS01405
OG0000123	EXC50_RS02680	MHP7448_RS01425
OG0000124	EXC50_RS02675	MHP7448_RS01430
OG0000125	EXC50_RS02670	MHP7448_RS01435
OG0000126	EXC50_RS02660	MHP7448_RS01445
OG0000127	EXC50_RS02650	MHP7448_RS01455
OG0000128	EXC50_RS02635	MHP7448_RS01470
OG0000129	EXC50_RS02630	MHP7448_RS01475
OG0000130	EXC50_RS02620	MHP7448_RS01485
OG0000131	EXC50_RS02590	MHP7448_RS01515
OG0000132	EXC50_RS02575	MHP7448_RS01530
OG0000133	EXC50_RS03555	MHP7448_RS00530
OG0000134	EXC50_RS03550	MHP7448_RS00535
OG0000135	EXC50_RS03535	MHP7448_RS00550
OG0000136	EXC50_RS03530	MHP7448_RS00555
OG0000137	EXC50_RS03500	MHP7448_RS00590
OG0000138	EXC50_RS03465	MHP7448_RS00630
OG0000139	EXC50_RS03435	MHP7448_RS00660
OG0000140	EXC50_RS03430	MHP7448_RS00665
OG0000141	EXC50_RS01775	MHP7448_RS02960
OG0000142	EXC50_RS01770	MHP7448_RS02955
OG0000143	EXC50_RS01745	MHP7448_RS02930
OG0000144	EXC50_RS01735	MHP7448_RS02920
OG0000145	EXC50_RS01725	MHP7448_RS02910
OG0000146	EXC50_RS01715	MHP7448_RS02900
OG0000147	EXC50_RS01710	MHP7448_RS02895
OG0000148	EXC50_RS01695	MHP7448_RS02880
OG0000149	EXC50_RS01685	MHP7448_RS02870
OG0000150	EXC50_RS01670	MHP7448_RS02850
OG0000151	EXC50_RS01625	MHP7448_RS02805
OG0000152	EXC50_RS01620	MHP7448_RS02800
OG0000153	EXC50_RS01615	MHP7448_RS02795
OG0000154	EXC50_RS01605	MHP7448_RS02785
OG0000155	EXC50_RS01565	MHP7448_RS02745
OG0000156	EXC50_RS01555	MHP7448_RS02735
OG0000157	EXC50_RS01550	MHP7448_RS02730
OG0000158	EXC50_RS04235	MHP7448_RS04110
OG0000159	EXC50_RS03825	MHP7448_RS02485
OG0000160	EXC50_RS03820	MHP7448_RS02480
OG0000161	EXC50_RS03815	MHP7448_RS02475
OG0000162	EXC50_RS01290	MHP7448_RS02465
OG0000163	EXC50_RS01285	MHP7448_RS02460
OG0000164	EXC50_RS00550	MHP7448_RS01625
OG0000165	EXC50_RS00885	MHP7448_RS01960
OG0000166	EXC50_RS00905	MHP7448_RS01980
OG0000167	EXC50_RS00920	MHP7448_RS01995
OG0000168	EXC50_RS00925	MHP7448_RS02000
OG0000169	EXC50_RS01885	MHP7448_RS03080
OG0000170	EXC50_RS01900	MHP7448_RS03095
OG0000171	EXC50_RS01910	MHP7448_RS03105
OG0000172	EXC50_RS01915	MHP7448_RS03115
OG0000173	EXC50_RS01920	MHP7448_RS03120
OG0000174	EXC50_RS01925	MHP7448_RS03125
OG0000175	EXC50_RS01940	MHP7448_RS03140
OG0000176	EXC50_RS01990	MHP7448_RS03190
OG0000177	EXC50_RS01995	MHP7448_RS03195
OG0000178	EXC50_RS02000	MHP7448_RS03200
OG0000179	EXC50_RS02010	MHP7448_RS03210
OG0000180	EXC50_RS02015	MHP7448_RS03215
OG0000181	EXC50_RS02060	MHP7448_RS03255
OG0000182	EXC50_RS02070	MHP7448_RS03265
OG0000183	EXC50_RS02105	MHP7448_RS03300
OG0000184	EXC50_RS02150	MHP7448_RS03345
OG0000185	EXC50_RS02135	MHP7448_RS03330
OG0000186	EXC50_RS02565	MHP7448_RS01540
OG0000187	EXC50_RS02550	MHP7448_RS01555
OG0000188	EXC50_RS02540	MHP7448_RS01565
OG0000189	EXC50_RS01150	MHP7448_RS02230
OG0000190	EXC50_RS01145	MHP7448_RS02225
OG0000191	EXC50_RS01125	MHP7448_RS02205
OG0000192	EXC50_RS02870	MHP7448_RS01230
OG0000193	EXC50_RS02880	MHP7448_RS01210
OG0000194	EXC50_RS03395	MHP7448_RS00700
OG0000195	EXC50_RS03390	MHP7448_RS00705
OG0000196	EXC50_RS03370	MHP7448_RS00725
OG0000197	EXC50_RS03365	MHP7448_RS00730
OG0000198	EXC50_RS03350	MHP7448_RS00745
OG0000199	EXC50_RS03345	MHP7448_RS00750
OG0000200	EXC50_RS03330	MHP7448_RS00760
OG0000201	EXC50_RS03320	MHP7448_RS00770
OG0000202	EXC50_RS03265	MHP7448_RS00825
OG0000203	EXC50_RS03260	MHP7448_RS00830
OG0000204	EXC50_RS03255	MHP7448_RS00835
OG0000205	EXC50_RS03250	MHP7448_RS00840
OG0000206	EXC50_RS03230	MHP7448_RS00860
OG0000207	EXC50_RS03215	MHP7448_RS00875
OG0000208	EXC50_RS03210	MHP7448_RS00880
OG0000209	EXC50_RS03205	MHP7448_RS00885
OG0000210	EXC50_RS03160	MHP7448_RS00930
OG0000211	EXC50_RS03150	MHP7448_RS00940
OG0000212	EXC50_RS03140	MHP7448_RS00950
OG0000213	EXC50_RS03135	MHP7448_RS00955
OG0000214	EXC50_RS03130	MHP7448_RS00960
OG0000215	EXC50_RS03125	MHP7448_RS00965
OG0000216	EXC50_RS03120	MHP7448_RS00970
OG0000217	EXC50_RS03115	MHP7448_RS00975
OG0000218	EXC50_RS03105	MHP7448_RS00985
OG0000219	EXC50_RS03100	MHP7448_RS00990
OG0000220	EXC50_RS03095	MHP7448_RS00995
OG0000221	EXC50_RS03090	MHP7448_RS01000
OG0000222	EXC50_RS03085	MHP7448_RS01005
OG0000223	EXC50_RS03080	MHP7448_RS01010
OG0000224	EXC50_RS03070	MHP7448_RS01020
OG0000225	EXC50_RS03060	MHP7448_RS01030
OG0000226	EXC50_RS03055	MHP7448_RS01035
OG0000227	EXC50_RS03050	MHP7448_RS01040
OG0000228	EXC50_RS03045	MHP7448_RS04115
OG0000229	EXC50_RS03040	MHP7448_RS01050
OG0000230	EXC50_RS03035	MHP7448_RS01055
OG0000231	EXC50_RS03025	MHP7448_RS01065
OG0000232	EXC50_RS03015	MHP7448_RS01075
OG0000233	EXC50_RS02995	MHP7448_RS01095
OG0000234	EXC50_RS02960	MHP7448_RS01130
OG0000235	EXC50_RS02950	MHP7448_RS01140
OG0000236	EXC50_RS02945	MHP7448_RS01145
OG0000237	EXC50_RS02940	MHP7448_RS01150
OG0000238	EXC50_RS02930	MHP7448_RS01160
OG0000239	EXC50_RS01785	MHP7448_RS02970
OG0000240	EXC50_RS01790	MHP7448_RS02975
OG0000241	EXC50_RS01800	MHP7448_RS02985
OG0000242	EXC50_RS01805	MHP7448_RS02990
OG0000243	EXC50_RS01810	MHP7448_RS02995
OG0000244	EXC50_RS01820	MHP7448_RS03005
OG0000245	EXC50_RS01830	MHP7448_RS04055
OG0000246	EXC50_RS00140	MHP7448_RS00140
OG0000247	EXC50_RS00150	MHP7448_RS00150
OG0000248	EXC50_RS00160	MHP7448_RS00160
OG0000249	EXC50_RS00165	MHP7448_RS00165
OG0000250	EXC50_RS00180	MHP7448_RS00180
OG0000251	EXC50_RS00215	MHP7448_RS00205
OG0000252	EXC50_RS00225	MHP7448_RS00215
OG0000253	EXC50_RS00230	MHP7448_RS00220
OG0000254	EXC50_RS00240	MHP7448_RS00230
OG0000255	EXC50_RS00250	MHP7448_RS00240
OG0000256	EXC50_RS00255	MHP7448_RS00245
OG0000257	EXC50_RS00280	MHP7448_RS00270
OG0000258	EXC50_RS00290	MHP7448_RS00280
OG0000259	EXC50_RS00320	MHP7448_RS00310
OG0000260	EXC50_RS00330	MHP7448_RS00320
OG0000261	EXC50_RS00340	MHP7448_RS00330
OG0000262	EXC50_RS00360	MHP7448_RS00345
OG0000263	EXC50_RS00375	MHP7448_RS00360
OG0000264	EXC50_RS00390	MHP7448_RS00375
OG0000265	EXC50_RS00400	MHP7448_RS00385
OG0000266	EXC50_RS00420	MHP7448_RS00400
OG0000267	EXC50_RS00435	MHP7448_RS00415
OG0000268	EXC50_RS03665	MHP7448_RS00420
OG0000269	EXC50_RS03650	MHP7448_RS00435
OG0000270	EXC50_RS02335	MHP7448_RS03525
OG0000271	EXC50_RS02330	MHP7448_RS03520
OG0000272	EXC50_RS02325	MHP7448_RS03515
OG0000273	EXC50_RS02320	MHP7448_RS03510
OG0000274	EXC50_RS02300	MHP7448_RS03490
OG0000275	EXC50_RS02295	MHP7448_RS03485
OG0000276	EXC50_RS02290	MHP7448_RS03480
OG0000277	EXC50_RS02280	MHP7448_RS03470
OG0000278	EXC50_RS02275	MHP7448_RS03465
OG0000279	EXC50_RS02265	MHP7448_RS03455
OG0000280	EXC50_RS02260	MHP7448_RS03450
OG0000281	EXC50_RS02255	MHP7448_RS03795
OG0000282	EXC50_RS02230	MHP7448_RS03420
OG0000283	EXC50_RS02225	MHP7448_RS03415
OG0000284	EXC50_RS02220	MHP7448_RS03410
OG0000285	EXC50_RS02215	MHP7448_RS03405
OG0000286	EXC50_RS01270	MHP7448_RS02445
OG0000287	EXC50_RS01365	MHP7448_RS02540
OG0000288	EXC50_RS01375	MHP7448_RS02550
OG0000289	EXC50_RS01380	MHP7448_RS02555
OG0000290	EXC50_RS01490	MHP7448_RS02665
OG0000291	EXC50_RS01480	MHP7448_RS02655
OG0000292	EXC50_RS01475	MHP7448_RS02650
OG0000293	EXC50_RS01470	MHP7448_RS02645
OG0000294	EXC50_RS01460	MHP7448_RS02635
OG0000295	EXC50_RS01455	MHP7448_RS02630
OG0000296	EXC50_RS01415	MHP7448_RS02590
OG0000297	EXC50_RS01410	MHP7448_RS02585
OG0000298	EXC50_RS00175	MHP7448_RS00175
OG0000299	EXC50_RS00200	MHP7448_RS03685
OG0000300	EXC50_RS00385	MHP7448_RS00370
OG0000301	EXC50_RS00425	MHP7448_RS00405
OG0000302	EXC50_RS00430	MHP7448_RS00410
OG0000303	EXC50_RS03525	MHP7448_RS00560
OG0000304	EXC50_RS03010	MHP7448_RS01080
OG0000305	EXC50_RS01720	MHP7448_RS02905
OG0000306	EXC50_RS01645	MHP7448_RS02825
OG0000307	EXC50_RS01610	MHP7448_RS02790
OG0000308	EXC50_RS01510	MHP7448_RS02685
OG0000309	EXC50_RS01445	MHP7448_RS02620
OG0000310	EXC50_RS01370	MHP7448_RS02545
OG0000311	EXC50_RS01330	MHP7448_RS02505
OG0000312	EXC50_RS01315	MHP7448_RS02490
OG0000313	EXC50_RS00540	MHP7448_RS01615
OG0000314	EXC50_RS00900	MHP7448_RS01975
OG0000315	EXC50_RS00930	MHP7448_RS02005
OG0000316	EXC50_RS00940	MHP7448_RS02015
OG0000317	EXC50_RS01030	MHP7448_RS02105
OG0000318	EXC50_RS00945	MHP7448_RS02020
OG0000319	EXC50_RS01080	MHP7448_RS02160
OG0000320	EXC50_RS01215	MHP7448_RS02385
OG0000321	EXC50_RS02755	MHP7448_RS01350
OG0000322	EXC50_RS02710	MHP7448_RS01395
OG0000323	EXC50_RS02580	MHP7448_RS01525
OG0000324	EXC50_RS01120	MHP7448_RS02200
OG0000325	EXC50_RS03385	MHP7448_RS00710
OG0000326	EXC50_RS03290	MHP7448_RS00800
OG0000327	EXC50_RS03285	MHP7448_RS00805
OG0000328	EXC50_RS03200	MHP7448_RS00890
OG0000329	EXC50_RS03180	MHP7448_RS00910
OG0000330	EXC50_RS02985	MHP7448_RS01105
OG0000331	EXC50_RS01815	MHP7448_RS03000
OG0000332	EXC50_RS01950	MHP7448_RS03150
OG0000333	EXC50_RS01960	MHP7448_RS03160
OG0000334	EXC50_RS02065	MHP7448_RS03260
OG0000335	EXC50_RS02075	MHP7448_RS03270
OG0000336	EXC50_RS02245	MHP7448_RS03440
OG0000337	EXC50_RS02415	MHP7448_RS03605
OG0000338	EXC50_RS02455	MHP7448_RS03650
OG0000339	EXC50_RS01185	MHP7448_RS02360
OG0000340	EXC50_RS02775	MHP7448_RS01330
OG0000341	EXC50_RS01140	MHP7448_RS02220
OG0000342	EXC50_RS03355	MHP7448_RS00740
OG0000343	EXC50_RS01970	MHP7448_RS03170
OG0000344	EXC50_RS03510	MHP7448_RS00575
OG0000345	EXC50_RS03065	MHP7448_RS01025
OG0000346	EXC50_RS02250	MHP7448_RS04140
OG0000347	EXC50_RS02685	MHP7448_RS01420
OG0000348	EXC50_RS03280	MHP7448_RS00810
OG0000349	EXC50_RS02310	MHP7448_RS03500
OG0000350	EXC50_RS01600	MHP7448_RS03675
OG0000351	EXC50_RS03590	MHP7448_RS00495
OG0000352	EXC50_RS00880	MHP7448_RS01955
OG0000353	EXC50_RS02715	MHP7448_RS01390
OG0000354	EXC50_RS03450	MHP7448_RS00645
OG0000355	EXC50_RS00850	MHP7448_RS01925
OG0000356	EXC50_RS00935	MHP7448_RS02010
OG0000357	EXC50_RS01930	MHP7448_RS03130
OG0000358	EXC50_RS01935	MHP7448_RS03135
OG0000359	EXC50_RS03310	MHP7448_RS00780
OG0000360	EXC50_RS00285	MHP7448_RS00275
OG0000361	EXC50_RS00315	MHP7448_RS00305
OG0000362	EXC50_RS01390	MHP7448_RS02565
OG0000363	EXC50_RS02645	MHP7448_RS01460
OG0000364	EXC50_RS03915, EXC50_RS03920	MHP7448_RS01905
OG0000365	EXC50_RS00975	MHP7448_RS02050
OG0000366	EXC50_RS01000	MHP7448_RS02075
OG0000367	EXC50_RS01010	MHP7448_RS02085
OG0000368	EXC50_RS00060	MHP7448_RS00060
OG0000369	EXC50_RS00025	MHP7448_RS00025
OG0000370	EXC50_RS00020	MHP7448_RS00020
OG0000371	EXC50_RS00015	MHP7448_RS00015
OG0000372	EXC50_RS00010	MHP7448_RS00010
OG0000373	EXC50_RS02445	MHP7448_RS03640
OG0000374	EXC50_RS02435	MHP7448_RS03625
OG0000375	EXC50_RS01075	MHP7448_RS02155
OG0000376	EXC50_RS01230	MHP7448_RS02400
OG0000377	EXC50_RS01220	MHP7448_RS02390
OG0000378	EXC50_RS02795	MHP7448_RS01310
OG0000379	EXC50_RS02720	MHP7448_RS01385
OG0000380	EXC50_RS02695	MHP7448_RS01410
OG0000381	EXC50_RS02655	MHP7448_RS01450
OG0000382	EXC50_RS02625	MHP7448_RS01480
OG0000383	EXC50_RS02585	MHP7448_RS01520
OG0000384	EXC50_RS03570	MHP7448_RS00515
OG0000385	EXC50_RS03565	MHP7448_RS00520
OG0000386	EXC50_RS03545	MHP7448_RS00540
OG0000387	EXC50_RS03520	MHP7448_RS00565
OG0000388	EXC50_RS03515	MHP7448_RS00570
OG0000389	EXC50_RS03470	MHP7448_RS00615
OG0000390	EXC50_RS01740	MHP7448_RS02925
OG0000391	EXC50_RS01730	MHP7448_RS02915
OG0000392	EXC50_RS01705	MHP7448_RS02890
OG0000393	EXC50_RS01650	MHP7448_RS02830
OG0000394	EXC50_RS01575	MHP7448_RS02755
OG0000395	EXC50_RS01570	MHP7448_RS02750
OG0000396	EXC50_RS01275	MHP7448_RS02450
OG0000397	EXC50_RS00865	MHP7448_RS01940
OG0000398	EXC50_RS00870	MHP7448_RS01945
OG0000399	EXC50_RS00915	MHP7448_RS01990
OG0000400	EXC50_RS01895	MHP7448_RS03090
OG0000401	EXC50_RS01955	MHP7448_RS03155
OG0000402	EXC50_RS01965	MHP7448_RS03165
OG0000403	EXC50_RS01975	MHP7448_RS03175
OG0000404	EXC50_RS02005	MHP7448_RS03205
OG0000405	EXC50_RS02020	MHP7448_RS03220
OG0000406	EXC50_RS02080	MHP7448_RS03275
OG0000407	EXC50_RS02085	MHP7448_RS03280
OG0000408	EXC50_RS02090	MHP7448_RS03285
OG0000409	EXC50_RS02095	MHP7448_RS03290
OG0000410	EXC50_RS02155	MHP7448_RS03350
OG0000411	EXC50_RS02145	MHP7448_RS03340
OG0000412	EXC50_RS02140	MHP7448_RS03335
OG0000413	EXC50_RS02570	MHP7448_RS01535
OG0000414	EXC50_RS02560	MHP7448_RS01545
OG0000415	EXC50_RS02555	MHP7448_RS01550
OG0000416	EXC50_RS02545	MHP7448_RS01560
OG0000417	EXC50_RS01135	MHP7448_RS02215
OG0000418	EXC50_RS01130	MHP7448_RS02210
OG0000419	EXC50_RS03375	MHP7448_RS00720
OG0000420	EXC50_RS03340	MHP7448_RS00755
OG0000421	EXC50_RS03305	MHP7448_RS00785
OG0000422	EXC50_RS03295	MHP7448_RS00795
OG0000423	EXC50_RS03240	MHP7448_RS00850
OG0000424	EXC50_RS03235	MHP7448_RS00855
OG0000425	EXC50_RS03225	MHP7448_RS00865
OG0000426	EXC50_RS03220	MHP7448_RS00870
OG0000427	EXC50_RS03195	MHP7448_RS00895
OG0000428	EXC50_RS03170	MHP7448_RS00920
OG0000429	EXC50_RS03075	MHP7448_RS01015
OG0000430	EXC50_RS03030	MHP7448_RS01060
OG0000431	EXC50_RS03020	MHP7448_RS01070
OG0000432	EXC50_RS02990	MHP7448_RS01100
OG0000433	EXC50_RS02975	MHP7448_RS01115
OG0000434	EXC50_RS02970	MHP7448_RS01120
OG0000435	EXC50_RS02955	MHP7448_RS01135
OG0000436	EXC50_RS02925	MHP7448_RS01165
OG0000437	EXC50_RS02915	MHP7448_RS01175
OG0000438	EXC50_RS02910	MHP7448_RS01180
OG0000439	EXC50_RS02905	MHP7448_RS01185
OG0000440	EXC50_RS01795	MHP7448_RS02980
OG0000441	EXC50_RS01835	MHP7448_RS03020
OG0000442	EXC50_RS00145	MHP7448_RS00145
OG0000443	EXC50_RS00195	MHP7448_RS00190
OG0000444	EXC50_RS00210	MHP7448_RS00200
OG0000445	EXC50_RS00235	MHP7448_RS00225
OG0000446	EXC50_RS00265	MHP7448_RS00255
OG0000447	EXC50_RS00270	MHP7448_RS00260
OG0000448	EXC50_RS00300	MHP7448_RS00290
OG0000449	EXC50_RS00325	MHP7448_RS00315
OG0000450	EXC50_RS00335	MHP7448_RS00325
OG0000451	EXC50_RS00380	MHP7448_RS00365
OG0000452	EXC50_RS00410	MHP7448_RS00390
OG0000453	EXC50_RS03660	MHP7448_RS00425
OG0000454	EXC50_RS03725, EXC50_RS03855, EXC50_RS03675	MHP7448_RS01580
OG0000455	EXC50_RS02355	MHP7448_RS03545
OG0000456	EXC50_RS02235	MHP7448_RS03425
OG0000457	EXC50_RS02210	MHP7448_RS03400
OG0000458	EXC50_RS01360	MHP7448_RS02535
OG0000459	EXC50_RS01385	MHP7448_RS02560
OG0000460	EXC50_RS01395	MHP7448_RS02570
OG0000461	EXC50_RS01440	MHP7448_RS02615
OG0000462	EXC50_RS01435	MHP7448_RS02610
OG0000464	EXC50_RS01425	MHP7448_RS04135
OG0000465	EXC50_RS01420	MHP7448_RS02595
OG0000466	EXC50_RS00415	MHP7448_RS00395
OG0000467	EXC50_RS01520	MHP7448_RS02700
OG0000468	EXC50_RS00910	MHP7448_RS01985
OG0000469	EXC50_RS00970	MHP7448_RS02045
OG0000470	EXC50_RS03950	MHP7448_RS03850
OG0000471	EXC50_RS03165	MHP7448_RS00925
OG0000472	EXC50_RS02165	MHP7448_RS03360
OG0000473	EXC50_RS02340	MHP7448_RS03530
OG0000474	EXC50_RS02345	MHP7448_RS03535
OG0000475	EXC50_RS02350	MHP7448_RS03540
OG0000476	EXC50_RS02535	MHP7448_RS01570
OG0000477	EXC50_RS01465	MHP7448_RS02640
OG0000478	EXC50_RS02285	MHP7448_RS03475
OG0000479	EXC50_RS02760	MHP7448_RS01345
OG0000480	EXC50_RS03895	MHP7448_RS03895
OG0000481	EXC50_RS03270	MHP7448_RS00820
OG0000482	EXC50_RS02875	MHP7448_RS01215
OG0000483	EXC50_RS01015	MHP7448_RS02090
OG0000484	EXC50_RS00205	MHP7448_RS00195
OG0000485	EXC50_RS02920	MHP7448_RS01170
