Orthogroup	MHP_NCTC10127_genes	MHP_4284_genes
OG0000038	EXC50_RS00705	ABLE99_RS01685
OG0000039	EXC50_RS03975	ABLE99_RS01570
OG0000039	EXC50_RS00560	ABLE99_RS01565
OG0000040	EXC50_RS02120	ABLE99_RS03165
OG0000042	EXC50_RS01780	ABLE99_RS02830
OG0000043	EXC50_RS00860	ABLE99_RS01830
OG0000044	EXC50_RS04255	ABLE99_RS01625
OG0000044	EXC50_RS00745	ABLE99_RS01720
OG0000045	EXC50_RS00570	ABLE99_RS01575
OG0000048	EXC50_RS01040	ABLE99_RS02015
OG0000049	EXC50_RS01890	ABLE99_RS02940
OG0000050	EXC50_RS04180, EXC50_RS04200, EXC50_RS04195, EXC50_RS04185, EXC50_RS04205, EXC50_RS01295	ABLE99_RS02350
OG0000051	EXC50_RS01500	ABLE99_RS02550
OG0000052	EXC50_RS00075	ABLE99_RS00075
OG0000053	EXC50_RS02640	ABLE99_RS01415
OG0000054	EXC50_RS03835, EXC50_RS01320, EXC50_RS04250	ABLE99_RS02375
OG0000055	EXC50_RS00135	ABLE99_RS00135
OG0000056	EXC50_RS02375	ABLE99_RS03395
OG0000057	EXC50_RS01765	ABLE99_RS02815
OG0000060	EXC50_RS04110	ABLE99_RS01160
OG0000061	EXC50_RS00525	ABLE99_RS01780
OG0000062	EXC50_RS02425	ABLE99_RS03445
OG0000063	EXC50_RS02420	ABLE99_RS03440
OG0000064	EXC50_RS02410	ABLE99_RS03430
OG0000065	EXC50_RS01100	ABLE99_RS02085
OG0000066	EXC50_RS02735	ABLE99_RS01320
OG0000067	EXC50_RS03560	ABLE99_RS00520
OG0000068	EXC50_RS03440	ABLE99_RS01015
OG0000069	EXC50_RS01655	ABLE99_RS02710
OG0000070	EXC50_RS03840, EXC50_RS01325	ABLE99_RS02380
OG0000071	EXC50_RS02110	ABLE99_RS03155
OG0000072	EXC50_RS02115	ABLE99_RS03160
OG0000073	EXC50_RS03380	ABLE99_RS00970
OG0000074	EXC50_RS03185	ABLE99_RS00775
OG0000075	EXC50_RS00355	ABLE99_RS00340
OG0000076	EXC50_RS00370	ABLE99_RS00355
OG0000077	EXC50_RS03640	ABLE99_RS00440
OG0000078	EXC50_RS00635	ABLE99_RS01630
OG0000079	EXC50_RS01405	ABLE99_RS02455
OG0000080	EXC50_RS03930	ABLE99_RS02500
OG0000081	EXC50_RS00350	ABLE99_RS00335
OG0000082	EXC50_RS01250	ABLE99_RS02300
OG0000083	EXC50_RS00965	ABLE99_RS01935
OG0000084	EXC50_RS00990	ABLE99_RS01965
OG0000085	EXC50_RS00995	ABLE99_RS01970
OG0000086	EXC50_RS01005	ABLE99_RS01980
OG0000087	EXC50_RS01020	ABLE99_RS01995
OG0000088	EXC50_RS01025	ABLE99_RS02000
OG0000089	EXC50_RS01035	ABLE99_RS02010
OG0000090	EXC50_RS00070	ABLE99_RS00070
OG0000091	EXC50_RS00055	ABLE99_RS00055
OG0000092	EXC50_RS00040	ABLE99_RS00040
OG0000093	EXC50_RS00035	ABLE99_RS00035
OG0000094	EXC50_RS00030	ABLE99_RS00030
OG0000095	EXC50_RS00005	ABLE99_RS00005
OG0000096	EXC50_RS02460	ABLE99_RS03480
OG0000097	EXC50_RS02440	ABLE99_RS03460
OG0000098	EXC50_RS02430	ABLE99_RS03450
OG0000099	EXC50_RS02380	ABLE99_RS03400
OG0000100	EXC50_RS02365	ABLE99_RS03385
OG0000101	EXC50_RS02360	ABLE99_RS03380
OG0000102	EXC50_RS00660	ABLE99_RS01655
OG0000103	EXC50_RS01065	ABLE99_RS02050
OG0000104	EXC50_RS01070	ABLE99_RS02055
OG0000105	EXC50_RS01085	ABLE99_RS02070
OG0000106	EXC50_RS01095	ABLE99_RS02080
OG0000107	EXC50_RS01105	ABLE99_RS02090
OG0000108	EXC50_RS01110	ABLE99_RS02095
OG0000109	EXC50_RS01115	ABLE99_RS02100
OG0000110	EXC50_RS01240	ABLE99_RS02290
OG0000111	EXC50_RS01235	ABLE99_RS02285
OG0000112	EXC50_RS01225	ABLE99_RS02275
OG0000113	EXC50_RS01205	ABLE99_RS02255
OG0000114	EXC50_RS01195	ABLE99_RS02245
OG0000115	EXC50_RS01180	ABLE99_RS02235
OG0000116	EXC50_RS02790	ABLE99_RS01265
OG0000117	EXC50_RS02785	ABLE99_RS01270
OG0000118	EXC50_RS02750	ABLE99_RS01305
OG0000119	EXC50_RS02745	ABLE99_RS01310
OG0000120	EXC50_RS02730	ABLE99_RS01325
OG0000121	EXC50_RS02705	ABLE99_RS01350
OG0000122	EXC50_RS02700	ABLE99_RS01355
OG0000123	EXC50_RS02680	ABLE99_RS01375
OG0000124	EXC50_RS02675	ABLE99_RS01380
OG0000125	EXC50_RS02670	ABLE99_RS01385
OG0000126	EXC50_RS02660	ABLE99_RS01395
OG0000127	EXC50_RS02650	ABLE99_RS01405
OG0000128	EXC50_RS02635	ABLE99_RS01420
OG0000129	EXC50_RS02630	ABLE99_RS01425
OG0000130	EXC50_RS02620	ABLE99_RS01435
OG0000131	EXC50_RS02590	ABLE99_RS01465
OG0000132	EXC50_RS02575	ABLE99_RS01480
OG0000133	EXC50_RS03555	ABLE99_RS00525
OG0000134	EXC50_RS03550	ABLE99_RS00530
OG0000135	EXC50_RS03535	ABLE99_RS00545
OG0000136	EXC50_RS03530	ABLE99_RS00550
OG0000137	EXC50_RS03500	ABLE99_RS00580
OG0000138	EXC50_RS03465	ABLE99_RS01040
OG0000139	EXC50_RS03435	ABLE99_RS01010
OG0000140	EXC50_RS03430	ABLE99_RS01005
OG0000141	EXC50_RS01775	ABLE99_RS02825
OG0000142	EXC50_RS01770	ABLE99_RS02820
OG0000143	EXC50_RS01745	ABLE99_RS02800
OG0000144	EXC50_RS01735	ABLE99_RS02790
OG0000145	EXC50_RS01725	ABLE99_RS02780
OG0000146	EXC50_RS01715	ABLE99_RS02770
OG0000147	EXC50_RS01710	ABLE99_RS02765
OG0000148	EXC50_RS01695	ABLE99_RS02750
OG0000149	EXC50_RS01685	ABLE99_RS02740
OG0000150	EXC50_RS01670	ABLE99_RS02725
OG0000151	EXC50_RS01625	ABLE99_RS02675
OG0000152	EXC50_RS01620	ABLE99_RS02670
OG0000153	EXC50_RS01615	ABLE99_RS02665
OG0000154	EXC50_RS01605	ABLE99_RS02655
OG0000155	EXC50_RS01565	ABLE99_RS02615
OG0000156	EXC50_RS01555	ABLE99_RS02610
OG0000157	EXC50_RS01550	ABLE99_RS02600
OG0000158	EXC50_RS04235	ABLE99_RS02590
OG0000159	EXC50_RS03825	ABLE99_RS02365
OG0000160	EXC50_RS03820	ABLE99_RS02360
OG0000161	EXC50_RS03815	ABLE99_RS02355
OG0000162	EXC50_RS01290	ABLE99_RS02345
OG0000163	EXC50_RS01285	ABLE99_RS02340
OG0000164	EXC50_RS00550	ABLE99_RS01560
OG0000165	EXC50_RS00885	ABLE99_RS01855
OG0000166	EXC50_RS00905	ABLE99_RS01875
OG0000167	EXC50_RS00920	ABLE99_RS01890
OG0000168	EXC50_RS00925	ABLE99_RS01895
OG0000169	EXC50_RS01885	ABLE99_RS02935
OG0000170	EXC50_RS01900	ABLE99_RS02950
OG0000171	EXC50_RS01910	ABLE99_RS02960
OG0000172	EXC50_RS01915	ABLE99_RS02965
OG0000173	EXC50_RS01920	ABLE99_RS02970
OG0000174	EXC50_RS01925	ABLE99_RS02975
OG0000175	EXC50_RS01940	ABLE99_RS02990
OG0000176	EXC50_RS01990	ABLE99_RS03040
OG0000177	EXC50_RS01995	ABLE99_RS03045
OG0000178	EXC50_RS02000	ABLE99_RS03050
OG0000179	EXC50_RS02010	ABLE99_RS03060
OG0000180	EXC50_RS02015	ABLE99_RS03065
OG0000181	EXC50_RS02060	ABLE99_RS03105
OG0000182	EXC50_RS02070	ABLE99_RS03115
OG0000183	EXC50_RS02105	ABLE99_RS03150
OG0000184	EXC50_RS02150	ABLE99_RS03175
OG0000185	EXC50_RS02135	ABLE99_RS03190
OG0000186	EXC50_RS02565	ABLE99_RS01490
OG0000187	EXC50_RS02550	ABLE99_RS01505
OG0000188	EXC50_RS02540	ABLE99_RS01515
OG0000189	EXC50_RS01150	ABLE99_RS02135
OG0000190	EXC50_RS01145	ABLE99_RS02130
OG0000191	EXC50_RS01125	ABLE99_RS02110
OG0000192	EXC50_RS02870	ABLE99_RS01185
OG0000193	EXC50_RS02880	ABLE99_RS01170
OG0000194	EXC50_RS03395	ABLE99_RS00985
OG0000195	EXC50_RS03390	ABLE99_RS00980
OG0000196	EXC50_RS03370	ABLE99_RS00960
OG0000197	EXC50_RS03365	ABLE99_RS00955
OG0000198	EXC50_RS03350	ABLE99_RS00940
OG0000199	EXC50_RS03345	ABLE99_RS00935
OG0000200	EXC50_RS03330	ABLE99_RS00920
OG0000201	EXC50_RS03320	ABLE99_RS00910
OG0000202	EXC50_RS03265	ABLE99_RS00855
OG0000203	EXC50_RS03260	ABLE99_RS00850
OG0000204	EXC50_RS03255	ABLE99_RS00845
OG0000205	EXC50_RS03250	ABLE99_RS00840
OG0000206	EXC50_RS03230	ABLE99_RS00820
OG0000207	EXC50_RS03215	ABLE99_RS00805
OG0000208	EXC50_RS03210	ABLE99_RS00800
OG0000209	EXC50_RS03205	ABLE99_RS00795
OG0000210	EXC50_RS03160	ABLE99_RS00750
OG0000211	EXC50_RS03150	ABLE99_RS00740
OG0000212	EXC50_RS03140	ABLE99_RS00730
OG0000213	EXC50_RS03135	ABLE99_RS00725
OG0000214	EXC50_RS03130	ABLE99_RS00720
OG0000215	EXC50_RS03125	ABLE99_RS00715
OG0000216	EXC50_RS03120	ABLE99_RS00710
OG0000217	EXC50_RS03115	ABLE99_RS00705
OG0000218	EXC50_RS03105	ABLE99_RS00695
OG0000219	EXC50_RS03100	ABLE99_RS00690
OG0000220	EXC50_RS03095	ABLE99_RS00685
OG0000221	EXC50_RS03090	ABLE99_RS00680
OG0000222	EXC50_RS03085	ABLE99_RS00675
OG0000223	EXC50_RS03080	ABLE99_RS00670
OG0000224	EXC50_RS03070	ABLE99_RS00660
OG0000225	EXC50_RS03060	ABLE99_RS00650
OG0000226	EXC50_RS03055	ABLE99_RS00645
OG0000227	EXC50_RS03050	ABLE99_RS00640
OG0000228	EXC50_RS03045	ABLE99_RS00635
OG0000229	EXC50_RS03040	ABLE99_RS00630
OG0000230	EXC50_RS03035	ABLE99_RS00625
OG0000231	EXC50_RS03025	ABLE99_RS00615
OG0000232	EXC50_RS03015	ABLE99_RS00605
OG0000233	EXC50_RS02995	ABLE99_RS01065
OG0000234	EXC50_RS02960	ABLE99_RS01100
OG0000235	EXC50_RS02950	ABLE99_RS01110
OG0000236	EXC50_RS02945	ABLE99_RS01115
OG0000237	EXC50_RS02940	ABLE99_RS01120
OG0000238	EXC50_RS02930	ABLE99_RS01125
OG0000239	EXC50_RS01785	ABLE99_RS02835
OG0000240	EXC50_RS01790	ABLE99_RS02840
OG0000241	EXC50_RS01800	ABLE99_RS02850
OG0000242	EXC50_RS01805	ABLE99_RS02855
OG0000243	EXC50_RS01810	ABLE99_RS02860
OG0000244	EXC50_RS01820	ABLE99_RS02870
OG0000245	EXC50_RS01830	ABLE99_RS02880
OG0000246	EXC50_RS00140	ABLE99_RS00140
OG0000247	EXC50_RS00150	ABLE99_RS00150
OG0000248	EXC50_RS00160	ABLE99_RS00160
OG0000249	EXC50_RS00165	ABLE99_RS00165
OG0000250	EXC50_RS00180	ABLE99_RS00185
OG0000251	EXC50_RS00215	ABLE99_RS00210
OG0000252	EXC50_RS00225	ABLE99_RS00220
OG0000253	EXC50_RS00230	ABLE99_RS00225
OG0000254	EXC50_RS00240	ABLE99_RS00235
OG0000255	EXC50_RS00250	ABLE99_RS00240
OG0000256	EXC50_RS00255	ABLE99_RS00245
OG0000257	EXC50_RS00280	ABLE99_RS00270
OG0000258	EXC50_RS00290	ABLE99_RS00280
OG0000259	EXC50_RS00320	ABLE99_RS00310
OG0000260	EXC50_RS00330	ABLE99_RS00320
OG0000261	EXC50_RS00340	ABLE99_RS00330
OG0000262	EXC50_RS00360	ABLE99_RS00345
OG0000263	EXC50_RS00375	ABLE99_RS00360
OG0000264	EXC50_RS00390	ABLE99_RS00375
OG0000265	EXC50_RS00400	ABLE99_RS00385
OG0000266	EXC50_RS00420	ABLE99_RS00400
OG0000267	EXC50_RS00435	ABLE99_RS00415
OG0000268	EXC50_RS03665	ABLE99_RS00420
OG0000269	EXC50_RS03650	ABLE99_RS00435
OG0000270	EXC50_RS02335	ABLE99_RS03355
OG0000271	EXC50_RS02330	ABLE99_RS03350
OG0000272	EXC50_RS02325	ABLE99_RS03345
OG0000273	EXC50_RS02320	ABLE99_RS03340
OG0000274	EXC50_RS02300	ABLE99_RS03320
OG0000275	EXC50_RS02295	ABLE99_RS03315
OG0000276	EXC50_RS02290	ABLE99_RS03310
OG0000277	EXC50_RS02280	ABLE99_RS03300
OG0000278	EXC50_RS02275	ABLE99_RS03295
OG0000279	EXC50_RS02265	ABLE99_RS03285
OG0000280	EXC50_RS02260	ABLE99_RS03280
OG0000281	EXC50_RS02255	ABLE99_RS03275
OG0000282	EXC50_RS02230	ABLE99_RS03250
OG0000283	EXC50_RS02225	ABLE99_RS03245
OG0000284	EXC50_RS02220	ABLE99_RS03240
OG0000285	EXC50_RS02215	ABLE99_RS03235
OG0000286	EXC50_RS01270	ABLE99_RS02325
OG0000287	EXC50_RS01365	ABLE99_RS02415
OG0000288	EXC50_RS01375	ABLE99_RS02425
OG0000289	EXC50_RS01380	ABLE99_RS02430
OG0000290	EXC50_RS01490	ABLE99_RS02540
OG0000291	EXC50_RS01480	ABLE99_RS02530
OG0000292	EXC50_RS01475	ABLE99_RS02525
OG0000293	EXC50_RS01470	ABLE99_RS02520
OG0000294	EXC50_RS01460	ABLE99_RS02510
OG0000295	EXC50_RS01455	ABLE99_RS02505
OG0000296	EXC50_RS01415	ABLE99_RS02465
OG0000297	EXC50_RS01410	ABLE99_RS02460
OG0000298	EXC50_RS00175	ABLE99_RS00175
OG0000299	EXC50_RS00200	ABLE99_RS00195
OG0000300	EXC50_RS00385	ABLE99_RS00370
OG0000301	EXC50_RS00425	ABLE99_RS00405
OG0000302	EXC50_RS00430	ABLE99_RS00410
OG0000303	EXC50_RS03525	ABLE99_RS00555
OG0000304	EXC50_RS03010	ABLE99_RS00600
OG0000305	EXC50_RS01720	ABLE99_RS02775
OG0000306	EXC50_RS01645	ABLE99_RS02700
OG0000307	EXC50_RS01610	ABLE99_RS02660
OG0000308	EXC50_RS01510	ABLE99_RS02560
OG0000309	EXC50_RS01445	ABLE99_RS02495
OG0000310	EXC50_RS01370	ABLE99_RS02420
OG0000311	EXC50_RS01330	ABLE99_RS02385
OG0000312	EXC50_RS01315	ABLE99_RS02370
OG0000313	EXC50_RS00540	ABLE99_RS01550
OG0000314	EXC50_RS00900	ABLE99_RS01870
OG0000315	EXC50_RS00930	ABLE99_RS01900
OG0000316	EXC50_RS00940	ABLE99_RS01910
OG0000317	EXC50_RS01030	ABLE99_RS02005
OG0000318	EXC50_RS00945	ABLE99_RS01915
OG0000319	EXC50_RS01080	ABLE99_RS02065
OG0000320	EXC50_RS01215	ABLE99_RS02265
OG0000321	EXC50_RS02755	ABLE99_RS01300
OG0000322	EXC50_RS02710	ABLE99_RS01345
OG0000323	EXC50_RS02580	ABLE99_RS01475
OG0000324	EXC50_RS01120	ABLE99_RS02105
OG0000325	EXC50_RS03385	ABLE99_RS00975
OG0000326	EXC50_RS03290	ABLE99_RS00880
OG0000327	EXC50_RS03285	ABLE99_RS00875
OG0000328	EXC50_RS03200	ABLE99_RS00790
OG0000329	EXC50_RS03180	ABLE99_RS00770
OG0000330	EXC50_RS02985	ABLE99_RS01075
OG0000331	EXC50_RS01815	ABLE99_RS02865
OG0000332	EXC50_RS01950	ABLE99_RS03000
OG0000333	EXC50_RS01960	ABLE99_RS03010
OG0000334	EXC50_RS02065	ABLE99_RS03110
OG0000335	EXC50_RS02075	ABLE99_RS03120
OG0000336	EXC50_RS02245	ABLE99_RS03265
OG0000337	EXC50_RS02415	ABLE99_RS03435
OG0000338	EXC50_RS02455	ABLE99_RS03475
OG0000339	EXC50_RS01185	ABLE99_RS02240
OG0000340	EXC50_RS02775	ABLE99_RS01280
OG0000341	EXC50_RS01140	ABLE99_RS02125
OG0000342	EXC50_RS03355	ABLE99_RS00945
OG0000343	EXC50_RS01970	ABLE99_RS03020
OG0000344	EXC50_RS03510	ABLE99_RS00570
OG0000345	EXC50_RS03065	ABLE99_RS00655
OG0000346	EXC50_RS02250	ABLE99_RS03270
OG0000347	EXC50_RS02685	ABLE99_RS01370
OG0000348	EXC50_RS03280	ABLE99_RS00870
OG0000349	EXC50_RS02310	ABLE99_RS03330
OG0000350	EXC50_RS01600	ABLE99_RS02650
OG0000351	EXC50_RS03590	ABLE99_RS00490
OG0000352	EXC50_RS00880	ABLE99_RS01850
OG0000353	EXC50_RS02715	ABLE99_RS01340
OG0000354	EXC50_RS03450	ABLE99_RS01025
OG0000355	EXC50_RS00850	ABLE99_RS01825
OG0000356	EXC50_RS00935	ABLE99_RS01905
OG0000357	EXC50_RS01930	ABLE99_RS02980
OG0000358	EXC50_RS01935	ABLE99_RS02985
OG0000359	EXC50_RS03310	ABLE99_RS00900
OG0000360	EXC50_RS00285	ABLE99_RS00275
OG0000361	EXC50_RS00315	ABLE99_RS00305
OG0000362	EXC50_RS01390	ABLE99_RS02440
OG0000363	EXC50_RS02645	ABLE99_RS01410
OG0000364	EXC50_RS03915, EXC50_RS03920	ABLE99_RS01800
OG0000365	EXC50_RS00975	ABLE99_RS01950
OG0000366	EXC50_RS01000	ABLE99_RS01975
OG0000367	EXC50_RS01010	ABLE99_RS01985
OG0000368	EXC50_RS00060	ABLE99_RS00060
OG0000369	EXC50_RS00025	ABLE99_RS00025
OG0000370	EXC50_RS00020	ABLE99_RS00020
OG0000371	EXC50_RS00015	ABLE99_RS00015
OG0000372	EXC50_RS00010	ABLE99_RS00010
OG0000373	EXC50_RS02445	ABLE99_RS03465
OG0000374	EXC50_RS02435	ABLE99_RS03455
OG0000375	EXC50_RS01075	ABLE99_RS02060
OG0000376	EXC50_RS01230	ABLE99_RS02280
OG0000377	EXC50_RS01220	ABLE99_RS02270
OG0000378	EXC50_RS02795	ABLE99_RS01260
OG0000379	EXC50_RS02720	ABLE99_RS01335
OG0000380	EXC50_RS02695	ABLE99_RS01360
OG0000381	EXC50_RS02655	ABLE99_RS01400
OG0000382	EXC50_RS02625	ABLE99_RS01430
OG0000383	EXC50_RS02585	ABLE99_RS01470
OG0000384	EXC50_RS03570	ABLE99_RS00510
OG0000385	EXC50_RS03565	ABLE99_RS00515
OG0000386	EXC50_RS03545	ABLE99_RS00535
OG0000387	EXC50_RS03520	ABLE99_RS00560
OG0000388	EXC50_RS03515	ABLE99_RS00565
OG0000389	EXC50_RS03470	ABLE99_RS01050
OG0000390	EXC50_RS01740	ABLE99_RS02795
OG0000391	EXC50_RS01730	ABLE99_RS02785
OG0000392	EXC50_RS01705	ABLE99_RS02760
OG0000393	EXC50_RS01650	ABLE99_RS02705
OG0000394	EXC50_RS01575	ABLE99_RS02625
OG0000395	EXC50_RS01570	ABLE99_RS02620
OG0000396	EXC50_RS01275	ABLE99_RS02330
OG0000397	EXC50_RS00865	ABLE99_RS01835
OG0000398	EXC50_RS00870	ABLE99_RS01840
OG0000399	EXC50_RS00915	ABLE99_RS01885
OG0000400	EXC50_RS01895	ABLE99_RS02945
OG0000401	EXC50_RS01955	ABLE99_RS03005
OG0000402	EXC50_RS01965	ABLE99_RS03015
OG0000403	EXC50_RS01975	ABLE99_RS03025
OG0000404	EXC50_RS02005	ABLE99_RS03055
OG0000405	EXC50_RS02020	ABLE99_RS03075
OG0000406	EXC50_RS02080	ABLE99_RS03125
OG0000407	EXC50_RS02085	ABLE99_RS03130
OG0000408	EXC50_RS02090	ABLE99_RS03135
OG0000409	EXC50_RS02095	ABLE99_RS03140
OG0000410	EXC50_RS02155	ABLE99_RS03170
OG0000411	EXC50_RS02145	ABLE99_RS03180
OG0000412	EXC50_RS02140	ABLE99_RS03185
OG0000413	EXC50_RS02570	ABLE99_RS01485
OG0000414	EXC50_RS02560	ABLE99_RS01495
OG0000415	EXC50_RS02555	ABLE99_RS01500
OG0000416	EXC50_RS02545	ABLE99_RS01510
OG0000417	EXC50_RS01135	ABLE99_RS02120
OG0000418	EXC50_RS01130	ABLE99_RS02115
OG0000419	EXC50_RS03375	ABLE99_RS00965
OG0000420	EXC50_RS03340	ABLE99_RS00930
OG0000421	EXC50_RS03305	ABLE99_RS00895
OG0000422	EXC50_RS03295	ABLE99_RS00885
OG0000423	EXC50_RS03240	ABLE99_RS00830
OG0000424	EXC50_RS03235	ABLE99_RS00825
OG0000425	EXC50_RS03225	ABLE99_RS00815
OG0000426	EXC50_RS03220	ABLE99_RS00810
OG0000427	EXC50_RS03195	ABLE99_RS00785
OG0000428	EXC50_RS03170	ABLE99_RS00760
OG0000429	EXC50_RS03075	ABLE99_RS00665
OG0000430	EXC50_RS03030	ABLE99_RS00620
OG0000431	EXC50_RS03020	ABLE99_RS00610
OG0000432	EXC50_RS02990	ABLE99_RS01070
OG0000433	EXC50_RS02975	ABLE99_RS01085
OG0000434	EXC50_RS02970	ABLE99_RS01090
OG0000435	EXC50_RS02955	ABLE99_RS01105
OG0000436	EXC50_RS02925	ABLE99_RS01130
OG0000437	EXC50_RS02915	ABLE99_RS01140
OG0000438	EXC50_RS02910	ABLE99_RS01145
OG0000439	EXC50_RS02905	ABLE99_RS01150
OG0000440	EXC50_RS01795	ABLE99_RS02845
OG0000442	EXC50_RS00145	ABLE99_RS00145
OG0000443	EXC50_RS00195	ABLE99_RS00190
OG0000444	EXC50_RS00210	ABLE99_RS00205
OG0000445	EXC50_RS00235	ABLE99_RS00230
OG0000446	EXC50_RS00265	ABLE99_RS00255
OG0000447	EXC50_RS00270	ABLE99_RS00260
OG0000448	EXC50_RS00300	ABLE99_RS00290
OG0000449	EXC50_RS00325	ABLE99_RS00315
OG0000450	EXC50_RS00335	ABLE99_RS00325
OG0000451	EXC50_RS00380	ABLE99_RS00365
OG0000452	EXC50_RS00410	ABLE99_RS00390
OG0000453	EXC50_RS03660	ABLE99_RS00425
OG0000454	EXC50_RS03725, EXC50_RS03855, EXC50_RS03675	ABLE99_RS01530
OG0000455	EXC50_RS02355	ABLE99_RS03375
OG0000456	EXC50_RS02235	ABLE99_RS03255
OG0000457	EXC50_RS02210	ABLE99_RS03230
OG0000458	EXC50_RS01360	ABLE99_RS02410
OG0000459	EXC50_RS01385	ABLE99_RS02435
OG0000460	EXC50_RS01395	ABLE99_RS02445
OG0000461	EXC50_RS01440	ABLE99_RS02490
OG0000462	EXC50_RS01435	ABLE99_RS02485
OG0000463	EXC50_RS01430	ABLE99_RS02480
OG0000464	EXC50_RS01425	ABLE99_RS02475
OG0000465	EXC50_RS01420	ABLE99_RS02470
OG0000466	EXC50_RS00415	ABLE99_RS00395
OG0000467	EXC50_RS01520	ABLE99_RS02570
OG0000468	EXC50_RS00910	ABLE99_RS01880
OG0000469	EXC50_RS00970	ABLE99_RS01940
OG0000470	EXC50_RS03950	ABLE99_RS00835
OG0000471	EXC50_RS03165	ABLE99_RS00755
OG0000472	EXC50_RS02165	ABLE99_RS03205
OG0000473	EXC50_RS02340	ABLE99_RS03360
OG0000474	EXC50_RS02345	ABLE99_RS03365
OG0000475	EXC50_RS02350	ABLE99_RS03370
OG0000476	EXC50_RS02535	ABLE99_RS01520
OG0000477	EXC50_RS01465	ABLE99_RS02515
OG0000478	EXC50_RS02285	ABLE99_RS03305
OG0000479	EXC50_RS02760	ABLE99_RS01295
OG0000480	EXC50_RS03895	ABLE99_RS01945
OG0000481	EXC50_RS03270	ABLE99_RS00860
OG0000482	EXC50_RS02875	ABLE99_RS01175
OG0000483	EXC50_RS01015	ABLE99_RS01990
OG0000484	EXC50_RS00205	ABLE99_RS00200
OG0000485	EXC50_RS02920	ABLE99_RS01135
OG0000486	EXC50_RS01155	ABLE99_RS02140
OG0000487	EXC50_RS00950	ABLE99_RS01920
OG0000488	EXC50_RS00985	ABLE99_RS01960
OG0000489	EXC50_RS00050	ABLE99_RS00050
OG0000490	EXC50_RS02450	ABLE99_RS03470
OG0000491	EXC50_RS02740	ABLE99_RS01315
OG0000492	EXC50_RS02665	ABLE99_RS01390
OG0000493	EXC50_RS03505	ABLE99_RS00575
OG0000494	EXC50_RS03445	ABLE99_RS01020
OG0000495	EXC50_RS01675	ABLE99_RS02730
OG0000496	EXC50_RS01665	ABLE99_RS02720
