DR084_RS03680 WP_160605629.1
DR084_RS01445 WP_039387648.1
DR084_RS01450 WP_002557809.1
DR084_RS01455 WP_160581348.1
DR084_RS01460 WP_039387651.1
DR084_RS01465 WP_160581347.1
DR084_RS01470 WP_160581345.1
DR084_RS01475 WP_002557813.1
DR084_RS01480 WP_002557814.1
DR084_RS01485 WP_002557815.1
DR084_RS01490 WP_002557816.1
DR084_RS01495 WP_002557817.1
DR084_RS01500 WP_002557818.1
DR084_RS01505 WP_160581343.1
DR084_RS01510 WP_160605481.1
DR084_RS01515 WP_160605483.1
DR084_RS01520 WP_160605485.1
DR084_RS01525 WP_160603160.1
DR084_RS01530 WP_002557824.1
DR084_RS01535 WP_002557825.1
DR084_RS01540 WP_002557826.1
DR084_RS01545 WP_002557827.1
DR084_RS01550 WP_160581337.1
DR084_RS01555 WP_002557829.1
DR084_RS01560 WP_051054304.1
DR084_RS01565 WP_002557831.1
DR084_RS01570 WP_002557832.1
DR084_RS01575 WP_002557833.1
DR084_RS03705 WP_002557834.1
DR084_RS01585 WP_002557835.1
DR084_RS01590 WP_002557836.1
DR084_RS01595 WP_002557837.1
DR084_RS01600 WP_002557838.1
DR084_RS01605 WP_002557839.1
DR084_RS01610 WP_002557840.1
DR084_RS01615 WP_002557841.1
DR084_RS01620 WP_160605487.1
DR084_RS01625 WP_160603164.1
DR084_RS01630 WP_160605489.1
DR084_RS01635 WP_002557845.1
DR084_RS01640 WP_160583871.1
DR084_RS01645 WP_160605491.1
DR084_RS01650 WP_002557848.1
DR084_RS01655 WP_002557849.1
DR084_RS01660 WP_002557850.1
DR084_RS01665 WP_160581215.1
DR084_RS01670 WP_160581217.1
DR084_RS01675 WP_160605493.1
DR084_RS03205 WP_258555125.1
DR084_RS01680 WP_160583882.1
DR084_RS01685 WP_160605501.1
DR084_RS01690 WP_002557857.1
DR084_RS01695 WP_039387661.1
DR084_RS01700 WP_002557860.1
DR084_RS03545 WP_160605495.1
DR084_RS01710 WP_160603176.1
DR084_RS01715 WP_160583887.1
DR084_RS01720 WP_002557864.1
DR084_RS01725 WP_160583891.1
DR084_RS01730 WP_002557866.1
DR084_RS01735 WP_002557867.1
DR084_RS01740 WP_002557868.1
DR084_RS01745 WP_039387665.1
DR084_RS01750 WP_002557870.1
DR084_RS01755 WP_231237875.1
DR084_RS01760 WP_002557872.1
DR084_RS01765 WP_002557873.1
DR084_RS02975 WP_160605651.1
DR084_RS02980 WP_160605653.1
DR084_RS01770 WP_160605504.1
DR084_RS01775 WP_160605506.1
DR084_RS01780 WP_160605508.1
DR084_RS01785 WP_002557510.1
DR084_RS01790 WP_002557511.1
DR084_RS01795 WP_039387606.1
DR084_RS01800 WP_002557514.1
DR084_RS01805 WP_160583937.1
DR084_RS01810 WP_160605510.1
DR084_RS01815 WP_002557517.1
DR084_RS01820 WP_002557518.1
DR084_RS01825 WP_002557519.1
DR084_RS01830 WP_160583943.1
DR084_RS01835 WP_160581160.1
DR084_RS01840 WP_002557523.1
DR084_RS01845 WP_160605512.1
DR084_RS01850 WP_160605514.1
DR084_RS01855 WP_160581167.1
DR084_RS01860 WP_160605516.1
DR084_RS03550 WP_002557528.1
DR084_RS01870 WP_002557529.1
DR084_RS01875 WP_002557530.1
DR084_RS01880 WP_160605518.1
DR084_RS01885 WP_160583957.1
DR084_RS01890 WP_160605520.1
DR084_RS01895 WP_002557534.1
DR084_RS01900 WP_002557535.1
DR084_RS01905 WP_039387777.1
DR084_RS01910 WP_160581180.1
DR084_RS03555 WP_160605522.1
DR084_RS01920 WP_160583965.1
DR084_RS01925 WP_039387610.1
DR084_RS01930 WP_160605524.1
DR084_RS01935 WP_160605526.1
DR084_RS01940 WP_002557542.1
DR084_RS01945 WP_002557543.1
DR084_RS01950 WP_160581189.1
DR084_RS01955 WP_002557545.1
DR084_RS01960 WP_002557546.1
DR084_RS01965 WP_308705452.1
DR084_RS01970 WP_039387613.1
DR084_RS01975 WP_002557548.1
DR084_RS01980 WP_002557549.1
DR084_RS01985 WP_002557550.1
DR084_RS01990 WP_002557551.1
DR084_RS01995 WP_081605280.1
DR084_RS02000 WP_160581199.1
DR084_RS02005 WP_002557554.1
DR084_RS02010 WP_002557555.1
DR084_RS02015 WP_160605530.1
DR084_RS02020 WP_160605532.1
DR084_RS02025 WP_160605534.1
DR084_RS02030 WP_160583976.1
DR084_RS02035 WP_334199004.1
DR084_RS02040 WP_334199004.1
DR084_RS02045 WP_002557698.1
DR084_RS02050 WP_308705455.1
DR084_RS03225 WP_255454504.1
DR084_RS02055 WP_160603208.1
DR084_RS02060 WP_160603210.1
DR084_RS02065 WP_160605536.1
DR084_RS02070 WP_002557706.1
DR084_RS02075 WP_002557707.1
DR084_RS02080 WP_002557708.1
DR084_RS02085 WP_160605538.1
DR084_RS03560 WP_160605540.1
DR084_RS02095 WP_002557711.1
DR084_RS02100 WP_160605541.1
DR084_RS02105 WP_160605542.1
DR084_RS02110 WP_160605543.1
DR084_RS02115 WP_160581263.1
DR084_RS02120 WP_160605544.1
DR084_RS02125 WP_002557715.1
DR084_RS02130 WP_039387808.1
DR084_RS02135 WP_160605545.1
DR084_RS02140 WP_160593449.1
DR084_RS02145 WP_160581270.1
DR084_RS02150 WP_002557721.1
DR084_RS03565 WP_160605546.1
DR084_RS02160 WP_002557724.1
DR084_RS02165 WP_002557725.1
DR084_RS02170 WP_160605547.1
DR084_RS03570 WP_039387691.1
DR084_RS02185 WP_039387693.1
DR084_RS02190 WP_002557729.1
DR084_RS03575 WP_160605548.1
DR084_RS02200 WP_002557731.1
DR084_RS03580 WP_160583916.1
DR084_RS02210 WP_160605549.1
DR084_RS02215 WP_002557734.1
DR084_RS02225 WP_002557735.1
DR084_RS02230 WP_160581282.1
DR084_RS03585 WP_160605550.1
DR084_RS02240 WP_258555133.1
DR084_RS02250 WP_160581114.1
DR084_RS02255 WP_160581112.1
DR084_RS03590 WP_160605552.1
DR084_RS02265 WP_002557486.1
DR084_RS02270 WP_160581106.1
DR084_RS02275 WP_160605554.1
DR084_RS02280 WP_002557483.1
DR084_RS02285 WP_160605556.1
DR084_RS02290 WP_002557481.1
DR084_RS02295 WP_039387723.1
DR084_RS02300 WP_002557480.1
DR084_RS02305 WP_160605558.1
DR084_RS02310 WP_002557478.1
DR084_RS02315 WP_002557477.1
DR084_RS02320 WP_002557476.1
DR084_RS03595 WP_039387473.1
DR084_RS02330 WP_002557473.1
DR084_RS02335 WP_002557472.1
DR084_RS02340 WP_002557471.1
DR084_RS02345 WP_160605560.1
DR084_RS02350 WP_160581091.1
DR084_RS02355 WP_160605562.1
DR084_RS02360 WP_160605564.1
DR084_RS02365 WP_160581087.1
DR084_RS02370 WP_002557465.1
DR084_RS02375 WP_002557464.1
DR084_RS03600 WP_002557874.1
DR084_RS03710 WP_323749063.1
DR084_RS02385 WP_002557875.1
DR084_RS02390 WP_002557876.1
DR084_RS02395 WP_160593344.1
DR084_RS02400 WP_039387482.1
DR084_RS02405 WP_160605566.1
DR084_RS02410 WP_160605568.1
DR084_RS02415 WP_002557881.1
DR084_RS02420 WP_160583743.1
DR084_RS02425 WP_160605570.1
DR084_RS03605 WP_160605572.1
DR084_RS02435 WP_002557948.1
DR084_RS02440 WP_002557947.1
DR084_RS02445 WP_002557946.1
DR084_RS03610 WP_160605574.1
DR084_RS02455 WP_039387713.1
DR084_RS02460 WP_039387714.1
DR084_RS02465 WP_220190796.1
DR084_RS03615 WP_160583788.1
DR084_RS03620 WP_160605578.1
DR084_RS02480 WP_160605580.1
DR084_RS03625 WP_160583783.1
DR084_RS02490 WP_160583781.1
DR084_RS02495 WP_160593490.1
DR084_RS02500 WP_039387719.1
DR084_RS02505 WP_002557497.1
DR084_RS02510 WP_160605582.1
DR084_RS02515 WP_160605584.1
DR084_RS02520 WP_160605586.1
DR084_RS02525 WP_160605588.1
DR084_RS02530 WP_308705457.1
DR084_RS02545 WP_155897264.1
DR084_RS02550 WP_160603142.1
DR084_RS02555 WP_160605591.1
DR084_RS03630 WP_039387710.1
DR084_RS02565 WP_002557954.1
DR084_RS02570 WP_160603144.1
DR084_RS03635 WP_160581382.1
DR084_RS02580 WP_160581384.1
DR084_RS02585 WP_160605593.1
DR084_RS02590 WP_002557959.1
DR084_RS02595 WP_002557960.1
DR084_RS02600 WP_002557961.1
DR084_RS03640 WP_081605287.1
DR084_RS03645 WP_039387704.1
DR084_RS02620 WP_160605595.1
DR084_RS02625 WP_160605597.1
DR084_RS02630 WP_002557965.1
DR084_RS02635 WP_002557966.1
DR084_RS03650 WP_002557967.1
DR084_RS02645 WP_160605599.1
DR084_RS02650 WP_160605601.1
DR084_RS03655 WP_160605603.1
DR084_RS03660 WP_160605605.1
DR084_RS03715 WP_308705459.1
DR084_RS02670 WP_160605607.1
DR084_RS02675 WP_160605609.1
DR084_RS02680 WP_220190799.1
DR084_RS02685 WP_160581452.1
DR084_RS02690 WP_002557451.1
DR084_RS02695 WP_002557452.1
DR084_RS02700 WP_160581449.1
DR084_RS03665 WP_160605611.1
DR084_RS02710 WP_160605613.1
DR084_RS02715 WP_236681784.1
DR084_RS02720 WP_236681783.1
DR084_RS02725 WP_002557458.1
DR084_RS02730 WP_160605615.1
DR084_RS02735 WP_160605617.1
DR084_RS02740 WP_160605621.1
DR084_RS03670 WP_160605623.1
DR084_RS02760 WP_160605625.1
DR084_RS02765 WP_002557563.1
DR084_RS02770 WP_160605627.1
DR084_RS02775 WP_160593526.1
DR084_RS02805 WP_002557566.1
DR084_RS02810 WP_002557567.1
DR084_RS02815 WP_039387619.1
DR084_RS03675 WP_002557569.1
