DR095_RS02755 WP_220190833.1
DR095_RS00655 WP_160581005.1
DR095_RS00660 WP_220190748.1
DR095_RS00710 WP_002557938.1
DR095_RS00715 WP_160581009.1
DR095_RS00720 WP_002557936.1
DR095_RS00725 WP_002557935.1
DR095_RS00730 WP_160581011.1
DR095_RS00735 WP_160581013.1
DR095_RS00740 WP_160581015.1
DR095_RS00745 WP_039387504.1
DR095_RS00750 WP_039387501.1
DR095_RS00755 WP_002557930.1
DR095_RS00760 WP_039387498.1
DR095_RS00765 WP_002557928.1
DR095_RS00770 WP_002557927.1
DR095_RS00775 WP_002557926.1
DR095_RS00780 WP_160581017.1
DR095_RS00785 WP_039387496.1
DR095_RS00790 WP_160581019.1
DR095_RS00795 WP_160581022.1
DR095_RS00800 WP_160581024.1
DR095_RS00805 WP_160581026.1
DR095_RS00810 WP_002557919.1
DR095_RS00815 WP_160581028.1
DR095_RS00820 WP_308704652.1
DR095_RS03795 WP_160581032.1
DR095_RS00830 WP_002557914.1
DR095_RS00835 WP_160581035.1
DR095_RS00840 WP_002557912.1
DR095_RS00845 WP_160581036.1
DR095_RS00850 WP_258555761.1
DR095_RS00855 WP_160581038.1
DR095_RS00860 WP_160581040.1
DR095_RS00865 WP_160581042.1
DR095_RS00870 WP_220190183.1
DR095_RS00875 WP_160581044.1
DR095_RS00880 WP_231237879.1
DR095_RS00885 WP_002557904.1
DR095_RS00890 WP_002557903.1
DR095_RS00895 WP_002557902.1
DR095_RS00900 WP_002557901.1
DR095_RS00905 WP_002557900.1
DR095_RS00910 WP_002557899.1
DR095_RS00915 WP_002557898.1
DR095_RS00920 WP_160581047.1
DR095_RS00925 WP_002557895.1
DR095_RS00930 WP_160581049.1
DR095_RS00935 WP_160581051.1
DR095_RS00940 WP_002557892.1
DR095_RS00945 WP_002557891.1
DR095_RS00950 WP_160581053.1
DR095_RS03800 WP_231237877.1
DR095_RS00960 WP_039387487.1
DR095_RS00965 WP_160581057.1
DR095_RS03215 WP_258555762.1
DR095_RS00975 WP_160581059.1
DR095_RS00980 WP_160581061.1
DR095_RS00985 WP_160581063.1
DR095_RS00990 WP_160581065.1
DR095_RS00995 WP_160581067.1
DR095_RS01000 WP_160581069.1
DR095_RS01005 WP_160581071.1
DR095_RS01010 WP_160581073.1
DR095_RS01015 WP_160581075.1
DR095_RS01020 WP_160581077.1
DR095_RS01025 WP_160581080.1
DR095_RS01030 WP_160581082.1
DR095_RS01035 WP_308704649.1
DR095_RS01040 WP_002557464.1
DR095_RS01045 WP_160581085.1
DR095_RS01050 WP_160581087.1
DR095_RS01055 WP_160581089.1
DR095_RS01060 WP_002557468.1
DR095_RS01065 WP_160581091.1
DR095_RS01070 WP_002557470.1
DR095_RS01075 WP_160581094.1
DR095_RS01080 WP_002557472.1
DR095_RS01085 WP_160581096.1
DR095_RS03405 WP_002557474.1
DR095_RS03410 WP_308704650.1
DR095_RS01095 WP_002557476.1
DR095_RS01100 WP_002557477.1
DR095_RS01105 WP_002557478.1
DR095_RS01110 WP_002557479.1
DR095_RS01115 WP_002557480.1
DR095_RS01120 WP_039387723.1
DR095_RS01125 WP_160581098.1
DR095_RS01130 WP_160581100.1
DR095_RS01135 WP_160581102.1
DR095_RS01140 WP_160581104.1
DR095_RS01145 WP_160581106.1
DR095_RS01150 WP_160581109.1
DR095_RS01155 WP_160581110.1
DR095_RS01160 WP_160581112.1
DR095_RS01165 WP_160581114.1
DR095_RS03805 WP_220200556.1
DR095_RS03810 WP_160581116.1
DR095_RS01190 WP_160581118.1
DR095_RS01195 WP_160581120.1
DR095_RS01200 WP_160581122.1
DR095_RS01205 WP_160581124.1
DR095_RS01210 WP_160581126.1
DR095_RS01215 WP_002557497.1
DR095_RS01220 WP_039387719.1
DR095_RS01225 WP_160581128.1
DR095_RS01230 WP_160581130.1
DR095_RS03815 WP_160581132.1
DR095_RS01240 WP_160581134.1
DR095_RS03820 WP_160581136.1
DR095_RS03825 WP_160581138.1
DR095_RS01255 WP_308704651.1
DR095_RS04035 WP_308704666.1
DR095_RS04040 WP_160581503.1
DR095_RS03265 WP_160581503.1
DR095_RS03145 WP_160581503.1
DR095_RS03150 WP_160581503.1
DR095_RS04065 WP_160581503.1
DR095_RS03160 WP_160581503.1
DR095_RS03270 WP_308704667.1
DR095_RS03170 WP_308704667.1
DR095_RS03175 WP_308704667.1
DR095_RS03180 WP_308704667.1
DR095_RS03185 WP_308704667.1
DR095_RS03445 WP_308704653.1
DR095_RS03450 WP_258555775.1
DR095_RS01270 WP_160581148.1
DR095_RS01275 WP_160581150.1
DR095_RS01280 WP_002557510.1
DR095_RS01285 WP_002557511.1
DR095_RS01290 WP_308704654.1
DR095_RS01295 WP_160581154.1
DR095_RS01300 WP_160581156.1
DR095_RS01305 WP_160581158.1
DR095_RS01310 WP_002557517.1
DR095_RS01315 WP_002557518.1
DR095_RS01320 WP_308704655.1
DR095_RS01325 WP_002557520.1
DR095_RS01330 WP_160581160.1
DR095_RS01335 WP_220200563.1
DR095_RS01340 WP_160581163.1
DR095_RS01345 WP_160581165.1
DR095_RS01350 WP_160581167.1
DR095_RS01355 WP_160581169.1
DR095_RS03830 WP_002557528.1
DR095_RS01365 WP_160581171.1
DR095_RS01370 WP_258555776.1
DR095_RS01375 WP_160581172.1
DR095_RS01380 WP_002557532.1
DR095_RS01385 WP_160581174.1
DR095_RS01390 WP_160581176.1
DR095_RS01395 WP_160581178.1
DR095_RS01400 WP_039387777.1
DR095_RS01405 WP_160581180.1
DR095_RS03835 WP_160581182.1
DR095_RS01415 WP_258555777.1
DR095_RS01420 WP_039387610.1
DR095_RS01425 WP_160581185.1
DR095_RS01430 WP_160581187.1
DR095_RS01435 WP_002557542.1
DR095_RS01440 WP_002557543.1
DR095_RS01445 WP_160581189.1
DR095_RS01450 WP_160581190.1
DR095_RS01455 WP_002557546.1
DR095_RS01460 WP_308704656.1
DR095_RS01465 WP_039387613.1
DR095_RS01470 WP_160581194.1
DR095_RS01475 WP_002557549.1
DR095_RS01480 WP_160581196.1
DR095_RS01485 WP_160581198.1
DR095_RS01490 WP_081605280.1
DR095_RS01495 WP_160581199.1
DR095_RS01500 WP_160581201.1
DR095_RS01505 WP_160581203.1
DR095_RS01510 WP_160581205.1
DR095_RS01515 WP_160581207.1
DR095_RS01520 WP_160581209.1
DR095_RS01525 WP_160581211.1
DR095_RS01530 WP_334199004.1
DR095_RS01535 WP_220200565.1
DR095_RS03190 WP_220200600.1
DR095_RS01540 WP_160581215.1
DR095_RS01545 WP_160581217.1
DR095_RS01550 WP_155897263.1
DR095_RS01555 WP_002557854.1
DR095_RS01560 WP_002557855.1
DR095_RS01565 WP_002557856.1
DR095_RS01570 WP_002557857.1
DR095_RS01575 WP_039387661.1
DR095_RS01580 WP_160581219.1
DR095_RS03840 WP_160581221.1
DR095_RS01590 WP_160581223.1
DR095_RS01595 WP_002557863.1
DR095_RS01600 WP_002557864.1
DR095_RS01605 WP_160581224.1
DR095_RS01610 WP_160581226.1
DR095_RS01615 WP_041361554.1
DR095_RS01620 WP_160581228.1
DR095_RS03845 WP_014579679.1
DR095_RS03480 WP_258555782.1
DR095_RS01635 WP_160581230.1
DR095_RS01640 WP_011290238.1
DR095_RS01645 WP_160581232.1
DR095_RS01650 WP_014579683.1
DR095_RS01655 WP_160581235.1
DR095_RS01665 WP_160581237.1
DR095_RS01670 WP_014579687.1
DR095_RS03850 WP_160581239.1
DR095_RS01680 WP_011290233.1
DR095_RS03490 WP_258555660.1
DR095_RS01690 WP_044277979.1
DR095_RS01695 WP_020835561.1
DR095_RS03855 WP_160581244.1
DR095_RS01705 WP_002557866.1
DR095_RS01710 WP_160581246.1
DR095_RS01715 WP_002557868.1
DR095_RS01720 WP_039387665.1
DR095_RS01725 WP_002557870.1
DR095_RS01730 WP_258555783.1
DR095_RS01735 WP_002557872.1
DR095_RS01740 WP_160581250.1
DR095_RS01745 WP_160581250.1
DR095_RS01750 WP_002557698.1
DR095_RS01755 WP_308704657.1
DR095_RS03500 WP_255454504.1
DR095_RS01760 WP_002557703.1
DR095_RS01765 WP_002557704.1
DR095_RS01770 WP_160581254.1
DR095_RS01775 WP_160581256.1
DR095_RS01780 WP_002557707.1
DR095_RS01785 WP_002557708.1
DR095_RS01790 WP_002557709.1
DR095_RS03860 WP_002557710.1
DR095_RS01800 WP_160581259.1
DR095_RS01805 WP_002557712.1
DR095_RS01810 WP_160581261.1
DR095_RS01815 WP_039387681.1
DR095_RS01820 WP_160581263.1
DR095_RS01825 WP_039387683.1
DR095_RS01830 WP_160581265.1
DR095_RS01835 WP_039387808.1
DR095_RS01840 WP_160581266.1
DR095_RS01845 WP_160581268.1
DR095_RS01850 WP_160581270.1
DR095_RS01855 WP_002557721.1
DR095_RS03865 WP_160581272.1
DR095_RS01865 WP_160581274.1
DR095_RS01870 WP_002557725.1
DR095_RS01875 WP_002557726.1
DR095_RS03520 WP_255454503.1
DR095_RS03870 WP_039387691.1
DR095_RS01890 WP_160581276.1
DR095_RS01895 WP_002557729.1
DR095_RS03875 WP_160581278.1
DR095_RS01905 WP_002557731.1
DR095_RS03880 WP_160581280.1
DR095_RS01915 WP_002557733.1
DR095_RS01920 WP_002557734.1
DR095_RS01930 WP_002557735.1
DR095_RS01935 WP_160581282.1
DR095_RS03885 WP_160581284.1
DR095_RS01945 WP_160581286.1
DR095_RS03220 WP_220200574.1
DR095_RS01955 WP_160581288.1
DR095_RS01960 WP_002557748.1
DR095_RS01965 WP_160581290.1
DR095_RS01970 WP_160581292.1
DR095_RS01975 WP_002557751.1
DR095_RS01980 WP_002557752.1
DR095_RS01985 WP_002557753.1
DR095_RS01990 WP_002557754.1
DR095_RS01995 WP_002557755.1
DR095_RS02000 WP_258555787.1
DR095_RS03890 WP_160581293.1
DR095_RS02010 WP_002557757.1
DR095_RS02015 WP_039387782.1
DR095_RS02020 WP_160581295.1
DR095_RS02025 WP_002557760.1
DR095_RS02030 WP_002557761.1
DR095_RS02035 WP_160581297.1
DR095_RS02040 WP_160581299.1
DR095_RS02045 WP_002557764.1
DR095_RS02050 WP_201771017.1
DR095_RS02055 WP_002557766.1
DR095_RS02060 WP_160581301.1
DR095_RS02065 WP_002557768.1
DR095_RS02070 WP_002557769.1
DR095_RS02075 WP_039387628.1
DR095_RS02080 WP_039387630.1
DR095_RS02085 WP_002557773.1
DR095_RS03895 WP_160581303.1
DR095_RS02095 WP_002557775.1
DR095_RS02100 WP_002557776.1
DR095_RS02105 WP_039387785.1
DR095_RS02110 WP_002557778.1
DR095_RS02115 WP_002557779.1
DR095_RS02120 WP_220200575.1
DR095_RS02130 WP_002557781.1
DR095_RS02135 WP_160581305.1
DR095_RS02140 WP_002557783.1
DR095_RS03900 WP_308704658.1
DR095_RS02155 WP_002557784.1
DR095_RS02160 WP_002557785.1
DR095_RS02165 WP_160581307.1
DR095_RS02170 WP_039387636.1
DR095_RS02175 WP_160581309.1
DR095_RS03905 WP_308704659.1
DR095_RS02190 WP_308704660.1
DR095_RS02195 WP_002557791.1
DR095_RS02200 WP_160581315.1
DR095_RS02205 WP_002557850.1
DR095_RS02210 WP_002557849.1
DR095_RS02215 WP_318026671.1
DR095_RS02220 WP_160581324.1
DR095_RS02225 WP_160581326.1
DR095_RS02230 WP_002557845.1
DR095_RS02235 WP_039387658.1
DR095_RS02240 WP_160581328.1
DR095_RS02245 WP_160581330.1
DR095_RS02250 WP_160581332.1
DR095_RS02255 WP_002557840.1
DR095_RS02260 WP_002557839.1
DR095_RS02265 WP_160581334.1
DR095_RS02270 WP_002557837.1
DR095_RS02275 WP_160581335.1
DR095_RS02280 WP_002557835.1
DR095_RS04045 WP_002557834.1
DR095_RS02290 WP_002557833.1
DR095_RS02295 WP_002557832.1
DR095_RS02300 WP_002557831.1
DR095_RS02305 WP_051054304.1
DR095_RS02310 WP_002557829.1
DR095_RS02315 WP_160581337.1
DR095_RS02320 WP_002557827.1
DR095_RS02325 WP_002557826.1
DR095_RS02330 WP_002557825.1
DR095_RS02335 WP_002557824.1
DR095_RS02340 WP_002557823.1
DR095_RS03910 WP_160581339.1
DR095_RS02350 WP_002557821.1
DR095_RS02355 WP_160581341.1
DR095_RS02360 WP_160581343.1
DR095_RS02365 WP_002557818.1
DR095_RS02370 WP_002557817.1
DR095_RS02375 WP_002557816.1
DR095_RS02380 WP_002557815.1
DR095_RS02385 WP_002557814.1
DR095_RS02390 WP_002557813.1
DR095_RS02395 WP_160581345.1
DR095_RS02400 WP_160581347.1
DR095_RS02405 WP_039387651.1
DR095_RS02410 WP_160581348.1
DR095_RS02415 WP_160581350.1
DR095_RS02420 WP_160581352.1
DR095_RS03915 WP_308704661.1
DR095_RS02430 WP_002557806.1
DR095_RS03920 WP_002557805.1
DR095_RS02440 WP_220200580.1
DR095_RS02445 WP_002557803.1
DR095_RS02450 WP_002557802.1
DR095_RS02455 WP_160581354.1
DR095_RS03585 WP_258555790.1
DR095_RS02465 WP_002557799.1
DR095_RS02470 WP_002557798.1
DR095_RS02475 WP_160581357.1
DR095_RS02480 WP_002557796.1
DR095_RS02485 WP_039387641.1
DR095_RS02490 WP_160581359.1
DR095_RS03925 WP_160581361.1
DR095_RS02500 WP_220200585.1
DR095_RS02505 WP_160581369.1
DR095_RS02510 WP_039387713.1
DR095_RS03930 WP_160581371.1
DR095_RS02520 WP_002557946.1
DR095_RS02525 WP_002557947.1
DR095_RS02530 WP_002557948.1
DR095_RS02540 WP_155897264.1
DR095_RS02545 WP_160581373.1
DR095_RS02550 WP_160581375.1
DR095_RS03935 WP_160581377.1
DR095_RS02560 WP_002557954.1
DR095_RS02565 WP_160581379.1
DR095_RS03940 WP_160581382.1
DR095_RS02575 WP_160581384.1
DR095_RS02580 WP_039387707.1
DR095_RS02585 WP_002557959.1
DR095_RS02590 WP_002557960.1
DR095_RS02595 WP_002557961.1
DR095_RS03945 WP_081605287.1
DR095_RS03950 WP_039387704.1
DR095_RS02615 WP_160581386.1
DR095_RS02620 WP_160581388.1
DR095_RS02625 WP_002557965.1
DR095_RS02630 WP_160581390.1
DR095_RS03955 WP_002557967.1
DR095_RS02640 WP_160581392.1
DR095_RS02645 WP_160581394.1
DR095_RS03960 WP_160581395.1
DR095_RS03965 WP_160581397.1
DR095_RS04060 WP_308704662.1
DR095_RS02665 WP_160581399.1
DR095_RS02670 WP_160581401.1
DR095_RS03970 WP_160581404.1
DR095_RS02680 WP_160581406.1
DR095_RS02685 WP_160581408.1
DR095_RS02695 WP_002557673.1
DR095_RS02700 WP_160581410.1
DR095_RS02705 WP_039387554.1
DR095_RS02710 WP_160581412.1
DR095_RS03975 WP_160581414.1
DR095_RS03980 WP_231237866.1
DR095_RS02735 WP_160581416.1
DR095_RS02740 WP_160581417.1
DR095_RS02745 WP_160581419.1
DR095_RS02750 WP_160581421.1
