DR085_RS02820 WP_160609430.1
DR085_RS02140 WP_160605458.1
DR085_RS03775 WP_160609372.1
DR085_RS02150 WP_236681773.1
DR085_RS02155 WP_160603230.1
DR085_RS02160 WP_002557754.1
DR085_RS02165 WP_002557753.1
DR085_RS02170 WP_002557752.1
DR085_RS02175 WP_002557751.1
DR085_RS02180 WP_160603234.1
DR085_RS02185 WP_002557749.1
DR085_RS02190 WP_160609373.1
DR085_RS02195 WP_160581288.1
DR085_RS03145 WP_220190046.1
DR085_RS02215 WP_160581114.1
DR085_RS02220 WP_039387722.1
DR085_RS02225 WP_160609377.1
DR085_RS02230 WP_160581109.1
DR085_RS02235 WP_160609378.1
DR085_RS02240 WP_160609379.1
DR085_RS02245 WP_002557483.1
DR085_RS02250 WP_160609380.1
DR085_RS02255 WP_002557481.1
DR085_RS02260 WP_160609381.1
DR085_RS02265 WP_002557480.1
DR085_RS02270 WP_160609382.1
DR085_RS02275 WP_002557478.1
DR085_RS02280 WP_160609383.1
DR085_RS02285 WP_002557476.1
DR085_RS03780 WP_160609384.1
DR085_RS02295 WP_160581096.1
DR085_RS02300 WP_002557472.1
DR085_RS02305 WP_160609385.1
DR085_RS02310 WP_160609386.1
DR085_RS02315 WP_160581091.1
DR085_RS02320 WP_160609387.1
DR085_RS02325 WP_160609388.1
DR085_RS02330 WP_002557466.1
DR085_RS02335 WP_002557465.1
DR085_RS02340 WP_002557464.1
DR085_RS03420 WP_002557464.1
DR085_RS02350 WP_002557875.1
DR085_RS02355 WP_160609389.1
DR085_RS02360 WP_002557877.1
DR085_RS02365 WP_160581075.1
DR085_RS02370 WP_160609390.1
DR085_RS02375 WP_160609391.1
DR085_RS02380 WP_160609392.1
DR085_RS02385 WP_002557882.1
DR085_RS02390 WP_160609393.1
DR085_RS03785 WP_308704740.1
DR085_RS03790 WP_220190067.1
DR085_RS03795 WP_160609394.1
DR085_RS02420 WP_160603128.1
DR085_RS02425 WP_160609395.1
DR085_RS02430 WP_160609396.1
DR085_RS02435 WP_160609397.1
DR085_RS02440 WP_160609398.1
DR085_RS02445 WP_002557497.1
DR085_RS02450 WP_039387719.1
DR085_RS02455 WP_002557499.1
DR085_RS02460 WP_160609399.1
DR085_RS03800 WP_160609400.1
DR085_RS02470 WP_160609401.1
DR085_RS03805 WP_160609402.1
DR085_RS03810 WP_160609403.1
DR085_RS02485 WP_220190068.1
DR085_RS02490 WP_039387714.1
DR085_RS02495 WP_039387713.1
DR085_RS03815 WP_160583792.1
DR085_RS02505 WP_002557946.1
DR085_RS02510 WP_002557947.1
DR085_RS02515 WP_002557948.1
DR085_RS02520 WP_155897264.1
DR085_RS02525 WP_160609406.1
DR085_RS02530 WP_160581375.1
DR085_RS03820 WP_160581377.1
DR085_RS02540 WP_002557954.1
DR085_RS02545 WP_160609407.1
DR085_RS03825 WP_002557956.1
DR085_RS02555 WP_160581384.1
DR085_RS02560 WP_160609408.1
DR085_RS02565 WP_160609409.1
DR085_RS02570 WP_002557960.1
DR085_RS02575 WP_002557961.1
DR085_RS03830 WP_308704741.1
DR085_RS03835 WP_039387704.1
DR085_RS02595 WP_160609410.1
DR085_RS02600 WP_160609411.1
DR085_RS02605 WP_002557965.1
DR085_RS02610 WP_160609412.1
DR085_RS03840 WP_002557967.1
DR085_RS02620 WP_002557968.1
DR085_RS02625 WP_160609413.1
DR085_RS03845 WP_160593509.1
DR085_RS03850 WP_160609414.1
DR085_RS03155 WP_258556787.1
DR085_RS03940 WP_258556787.1
DR085_RS02645 WP_160609415.1
DR085_RS02650 WP_160609416.1
DR085_RS02655 WP_160609417.1
DR085_RS02660 WP_160609418.1
DR085_RS02665 WP_002557680.1
DR085_RS02670 WP_160581416.1
DR085_RS03855 WP_308704742.1
DR085_RS03860 WP_160581414.1
DR085_RS02695 WP_160609420.1
DR085_RS02700 WP_039387554.1
DR085_RS02705 WP_160609421.1
DR085_RS02710 WP_160609422.1
DR085_RS02720 WP_160584006.1
DR085_RS02725 WP_002557671.1
DR085_RS03865 WP_160609423.1
DR085_RS02735 WP_160609423.1
DR085_RS02740 WP_002557696.1
DR085_RS02745 WP_160609424.1
DR085_RS03870 WP_308704743.1
DR085_RS02755 WP_160581431.1
DR085_RS02760 WP_002557693.1
DR085_RS02765 WP_160581429.1
DR085_RS02770 WP_220190081.1
DR085_RS02775 WP_160609425.1
DR085_RS02780 WP_160609426.1
DR085_RS02785 WP_160609427.1
DR085_RS03875 WP_220190082.1
DR085_RS03540 WP_308704744.1
DR085_RS02795 WP_308704744.1
DR085_RS02805 WP_220190083.1
DR085_RS02810 WP_002557684.1
DR085_RS02815 WP_220190084.1
