DR093_RS02860 WP_002557739.1
DR093_RS00260 WP_002557898.1
DR093_RS00265 WP_002557899.1
DR093_RS00270 WP_002557900.1
DR093_RS00275 WP_002557901.1
DR093_RS00280 WP_160583729.1
DR093_RS00285 WP_160583727.1
DR093_RS00290 WP_160583725.1
DR093_RS00295 WP_231237879.1
DR093_RS00300 WP_002557905.1
DR093_RS00305 WP_220190183.1
DR093_RS00310 WP_160581042.1
DR093_RS00315 WP_002557908.1
DR093_RS00320 WP_002557909.1
DR093_RS00325 WP_255454451.1
DR093_RS00330 WP_160583721.1
DR093_RS00335 WP_002557912.1
DR093_RS00340 WP_002557913.1
DR093_RS00345 WP_002557914.1
DR093_RS03790 WP_160603029.1
DR093_RS00355 WP_308705383.1
DR093_RS00360 WP_160603033.1
DR093_RS00365 WP_002557919.1
DR093_RS00370 WP_160581026.1
DR093_RS00375 WP_002557921.1
DR093_RS00380 WP_002557922.1
DR093_RS00385 WP_160581019.1
DR093_RS00390 WP_039387496.1
DR093_RS00395 WP_160581017.1
DR093_RS00400 WP_002557926.1
DR093_RS00405 WP_160583707.1
DR093_RS00410 WP_002557928.1
DR093_RS00415 WP_039387498.1
DR093_RS00420 WP_002557930.1
DR093_RS00425 WP_039387501.1
DR093_RS00430 WP_039387504.1
DR093_RS00435 WP_160581015.1
DR093_RS00440 WP_160581013.1
DR093_RS00445 WP_002557934.1
DR093_RS00450 WP_002557935.1
DR093_RS00455 WP_160583703.1
DR093_RS00460 WP_160603036.1
DR093_RS00465 WP_002557938.1
DR093_RS00515 WP_220190182.1
DR093_RS00520 WP_160581005.1
DR093_RS00525 WP_160580848.1
DR093_RS00530 WP_160580850.1
DR093_RS00535 WP_002557574.1
DR093_RS03795 WP_160603038.1
DR093_RS00545 WP_002557576.1
DR093_RS00555 WP_002557577.1
DR093_RS00560 WP_002557578.1
DR093_RS00565 WP_039387509.1
DR093_RS00570 WP_160603040.1
DR093_RS03800 WP_160583690.1
DR093_RS00580 WP_051054279.1
DR093_RS00585 WP_160580862.1
DR093_RS00590 WP_160583687.1
DR093_RS00600 WP_039387510.1
DR093_RS03805 WP_220190805.1
DR093_RS00605 WP_160603042.1
DR093_RS00610 WP_002557589.1
DR093_RS03345 WP_255454454.1
DR093_RS00615 WP_160580868.1
DR093_RS00630 WP_220190180.1
DR093_RS00635 WP_160583682.1
DR093_RS00640 WP_002557593.1
DR093_RS00645 WP_160583681.1
DR093_RS00650 WP_160583679.1
DR093_RS00660 WP_160603044.1
DR093_RS00665 WP_160603046.1
DR093_RS00670 WP_160603048.1
DR093_RS00675 WP_002557602.1
DR093_RS03810 WP_002557603.1
DR093_RS00685 WP_231237864.1
DR093_RS03360 WP_002557605.1
DR093_RS00700 WP_160580878.1
DR093_RS00705 WP_160603049.1
DR093_RS00710 WP_160583674.1
DR093_RS00715 WP_002557609.1
DR093_RS00720 WP_160583673.1
DR093_RS00725 WP_160583671.1
DR093_RS00730 WP_160580890.1
DR093_RS00735 WP_002557613.1
DR093_RS00740 WP_002557614.1
DR093_RS00745 WP_160583670.1
DR093_RS00750 WP_160603051.1
DR093_RS00755 WP_160603053.1
DR093_RS00760 WP_160603055.1
DR093_RS00765 WP_002557620.1
DR093_RS00770 WP_160580902.1
DR093_RS00775 WP_002557622.1
DR093_RS00780 WP_002557623.1
DR093_RS00785 WP_160593374.1
DR093_RS00790 WP_002557625.1
DR093_RS00795 WP_002557626.1
DR093_RS00800 WP_160603057.1
DR093_RS00805 WP_160603058.1
DR093_RS03365 WP_258554021.1
DR093_RS00810 WP_258554022.1
DR093_RS00815 WP_160583660.1
DR093_RS00820 WP_220190179.1
DR093_RS00825 WP_160580916.1
DR093_RS00830 WP_220190178.1
DR093_RS00835 WP_258554023.1
DR093_RS00840 WP_160593376.1
DR093_RS00845 WP_160580918.1
DR093_RS00850 WP_160583657.1
DR093_RS00855 WP_160580922.1
DR093_RS00860 WP_160603060.1
DR093_RS00865 WP_160580926.1
DR093_RS00870 WP_002557639.1
DR093_RS00875 WP_002557640.1
DR093_RS00880 WP_160603062.1
DR093_RS00885 WP_002557642.1
DR093_RS03230 WP_308705384.1
DR093_RS00900 WP_160603067.1
DR093_RS00905 WP_160580941.1
DR093_RS03815 WP_002557648.1
DR093_RS00915 WP_002557649.1
DR093_RS03820 WP_160603069.1
DR093_RS00925 WP_160603071.1
DR093_RS00930 WP_160603073.1
DR093_RS03825 WP_220190806.1
DR093_RS00940 WP_220190807.1
DR093_RS00945 WP_160603075.1
DR093_RS00950 WP_160583635.1
DR093_RS00955 WP_002558003.1
DR093_RS03405 WP_002558003.1
DR093_RS03410 WP_002558003.1
DR093_RS00965 WP_002558005.1
DR093_RS00970 WP_002558006.1
DR093_RS00975 WP_160603077.1
DR093_RS00980 WP_039387750.1
DR093_RS00985 WP_160603079.1
DR093_RS00990 WP_160580958.1
DR093_RS03415 WP_196792423.1
DR093_RS01000 WP_160603081.1
DR093_RS01005 WP_160603083.1
DR093_RS01010 WP_160603085.1
DR093_RS01015 WP_002558014.1
DR093_RS01020 WP_160603087.1
DR093_RS01025 WP_160583624.1
DR093_RS01030 WP_160603089.1
DR093_RS01035 WP_160603091.1
DR093_RS01040 WP_160603093.1
DR093_RS01045 WP_002557985.1
DR093_RS01050 WP_160603095.1
DR093_RS01055 WP_255454460.1
DR093_RS01060 WP_002557982.1
DR093_RS01065 WP_160603097.1
DR093_RS01070 WP_002557980.1
DR093_RS01075 WP_160603099.1
DR093_RS01080 WP_002557978.1
DR093_RS01085 WP_002557977.1
DR093_RS01090 WP_258554024.1
DR093_RS01095 WP_160603103.1
DR093_RS01100 WP_220190808.1
DR093_RS01105 WP_160580983.1
DR093_RS01110 WP_160603105.1
DR093_RS01115 WP_160603107.1
DR093_RS01120 WP_002557663.1
DR093_RS01125 WP_160603109.1
DR093_RS01140 WP_160603111.1
DR093_RS01145 WP_160603114.1
DR093_RS01150 WP_002557667.1
DR093_RS01155 WP_002557668.1
DR093_RS01160 WP_160603116.1
DR093_RS01165 WP_160603116.1
DR093_RS03035 WP_160603283.1
DR093_RS03040 WP_308705401.1
DR093_RS03045 WP_160603287.1
DR093_RS03050 WP_160603287.1
DR093_RS03265 WP_160603287.1
DR093_RS03830 WP_220190820.1
DR093_RS03835 WP_160603126.1
DR093_RS01190 WP_160603128.1
DR093_RS01195 WP_160603130.1
DR093_RS01200 WP_160603132.1
DR093_RS01205 WP_160603134.1
DR093_RS01210 WP_002557496.1
DR093_RS01215 WP_002557497.1
DR093_RS01220 WP_039387719.1
DR093_RS01225 WP_002557499.1
DR093_RS01230 WP_160603136.1
DR093_RS03840 WP_160583783.1
DR093_RS03435 WP_157696714.1
DR093_RS03440 WP_308705385.1
DR093_RS03845 WP_160603138.1
DR093_RS03850 WP_160583788.1
DR093_RS01260 WP_220190821.1
DR093_RS01265 WP_039387714.1
DR093_RS01270 WP_039387713.1
DR093_RS03855 WP_160583792.1
DR093_RS01280 WP_002557946.1
DR093_RS01285 WP_002557947.1
DR093_RS01290 WP_002557948.1
DR093_RS01300 WP_155897264.1
DR093_RS01305 WP_160603142.1
DR093_RS01310 WP_160583796.1
DR093_RS03860 WP_160581377.1
DR093_RS01320 WP_160593503.1
DR093_RS01325 WP_160603144.1
DR093_RS03865 WP_002557956.1
DR093_RS01335 WP_002557957.1
DR093_RS01340 WP_160603146.1
DR093_RS01345 WP_002557959.1
DR093_RS01350 WP_002557960.1
DR093_RS01355 WP_002557961.1
DR093_RS03870 WP_051054328.1
DR093_RS03875 WP_039387704.1
DR093_RS01375 WP_160583804.1
DR093_RS01380 WP_160583806.1
DR093_RS01385 WP_002557965.1
DR093_RS01390 WP_002557966.1
DR093_RS03880 WP_160583808.1
DR093_RS01400 WP_160583810.1
DR093_RS01405 WP_160583812.1
DR093_RS03885 WP_160603148.1
DR093_RS03890 WP_160583816.1
DR093_RS01420 WP_220190186.1
DR093_RS01425 WP_308507118.1
DR093_RS03895 WP_160583818.1
DR093_RS01435 WP_160603150.1
DR093_RS01440 WP_160603152.1
DR093_RS03900 WP_160603158.1
DR093_RS01450 WP_160593424.1
DR093_RS01455 WP_039387641.1
DR093_RS01460 WP_002557796.1
DR093_RS01465 WP_160583849.1
DR093_RS01470 WP_002557798.1
DR093_RS01475 WP_160583851.1
DR093_RS03905 WP_308507107.1
DR093_RS01485 WP_160583853.1
DR093_RS01490 WP_002557802.1
DR093_RS01495 WP_002557803.1
DR093_RS01500 WP_039387644.1
DR093_RS03910 WP_039387645.1
DR093_RS01510 WP_002557806.1
DR093_RS03915 WP_308705386.1
DR093_RS01520 WP_160583857.1
DR093_RS01525 WP_160581350.1
DR093_RS01530 WP_160581348.1
DR093_RS01535 WP_039387651.1
DR093_RS01540 WP_160581347.1
DR093_RS01545 WP_160581345.1
DR093_RS01550 WP_002557813.1
DR093_RS01555 WP_002557814.1
DR093_RS01560 WP_002557815.1
DR093_RS01565 WP_002557816.1
DR093_RS01570 WP_002557817.1
DR093_RS01575 WP_002557818.1
DR093_RS01580 WP_160581343.1
DR093_RS01585 WP_002557820.1
DR093_RS01590 WP_002557821.1
DR093_RS03920 WP_160581339.1
DR093_RS01600 WP_160603160.1
DR093_RS01605 WP_002557824.1
DR093_RS01610 WP_002557825.1
DR093_RS01615 WP_002557826.1
DR093_RS01620 WP_002557827.1
DR093_RS01625 WP_160581337.1
DR093_RS01630 WP_002557829.1
DR093_RS01635 WP_051054304.1
DR093_RS01640 WP_002557831.1
DR093_RS01645 WP_002557832.1
DR093_RS01650 WP_002557833.1
DR093_RS04160 WP_160603162.1
DR093_RS01660 WP_002557835.1
DR093_RS01665 WP_002557836.1
DR093_RS01670 WP_002557837.1
DR093_RS01675 WP_160581334.1
DR093_RS01680 WP_002557839.1
DR093_RS01685 WP_002557840.1
DR093_RS01690 WP_160581332.1
DR093_RS01695 WP_002557842.1
DR093_RS01700 WP_160603164.1
DR093_RS01705 WP_160603166.1
DR093_RS01710 WP_002557845.1
DR093_RS01715 WP_160583871.1
DR093_RS01720 WP_002557847.1
DR093_RS01725 WP_002557848.1
DR093_RS01730 WP_160603168.1
DR093_RS01735 WP_002557850.1
DR093_RS01740 WP_160581215.1
DR093_RS01745 WP_160603170.1
DR093_RS01750 WP_155897263.1
DR093_RS01755 WP_160593437.1
DR093_RS01760 WP_160603172.1
DR093_RS01765 WP_002557857.1
DR093_RS01770 WP_039387661.1
DR093_RS01775 WP_160581219.1
DR093_RS03925 WP_160603174.1
DR093_RS01785 WP_160603176.1
DR093_RS01790 WP_002557863.1
DR093_RS01795 WP_160603178.1
DR093_RS01800 WP_160583891.1
DR093_RS01805 WP_002557866.1
DR093_RS01810 WP_002557867.1
DR093_RS01815 WP_002557868.1
DR093_RS01820 WP_039387665.1
DR093_RS01825 WP_002557870.1
DR093_RS01830 WP_231237875.1
DR093_RS01835 WP_002557872.1
DR093_RS01840 WP_308705387.1
DR093_RS01845 WP_220190824.1
DR093_RS03565 WP_258554035.1
DR093_RS03125 WP_258554035.1
DR093_RS01855 WP_160603188.1
DR093_RS01860 WP_002557510.1
DR093_RS01865 WP_002557511.1
DR093_RS01870 WP_039387606.1
DR093_RS01875 WP_002557514.1
DR093_RS01880 WP_160583937.1
DR093_RS01885 WP_160603190.1
DR093_RS01890 WP_160583941.1
DR093_RS01895 WP_002557518.1
DR093_RS01900 WP_002557519.1
DR093_RS01905 WP_002557520.1
DR093_RS01910 WP_160581160.1
DR093_RS01915 WP_002557523.1
DR093_RS01920 WP_160603192.1
DR093_RS01925 WP_160583949.1
DR093_RS01930 WP_002557526.1
DR093_RS01935 WP_160603194.1
DR093_RS03930 WP_160593462.1
DR093_RS01945 WP_160593464.1
DR093_RS01950 WP_002557530.1
DR093_RS01955 WP_160583955.1
DR093_RS01960 WP_160583957.1
DR093_RS01965 WP_160583959.1
DR093_RS01970 WP_160583961.1
DR093_RS01975 WP_160581178.1
DR093_RS01980 WP_039387777.1
DR093_RS01985 WP_160583963.1
DR093_RS03935 WP_160581182.1
DR093_RS01995 WP_160583965.1
DR093_RS02000 WP_258554039.1
DR093_RS02005 WP_002557540.1
DR093_RS02010 WP_160581187.1
DR093_RS02015 WP_002557542.1
DR093_RS02020 WP_002557543.1
DR093_RS02025 WP_160581189.1
DR093_RS02030 WP_160581190.1
DR093_RS02035 WP_002557546.1
DR093_RS02040 WP_160583969.1
DR093_RS02045 WP_039387613.1
DR093_RS02050 WP_160583971.1
DR093_RS02055 WP_002557549.1
DR093_RS02060 WP_002557550.1
DR093_RS02065 WP_002557551.1
DR093_RS02070 WP_081605280.1
DR093_RS02075 WP_160581199.1
DR093_RS02080 WP_002557554.1
DR093_RS02085 WP_160581203.1
DR093_RS02090 WP_160603196.1
DR093_RS02095 WP_160581207.1
DR093_RS02100 WP_160603198.1
DR093_RS02105 WP_160593532.1
DR093_RS02110 WP_334199004.1
DR093_RS03940 WP_160603200.1
DR093_RS02120 WP_160603202.1
DR093_RS02125 WP_002557563.1
DR093_RS02130 WP_160603204.1
DR093_RS02135 WP_002557565.1
DR093_RS02165 WP_002557566.1
DR093_RS02170 WP_002557567.1
DR093_RS02175 WP_160603206.1
DR093_RS03945 WP_160584038.1
DR093_RS02185 WP_002557698.1
DR093_RS03590 WP_308705390.1
DR093_RS04165 WP_308705392.1
DR093_RS03605 WP_258554042.1
DR093_RS02195 WP_160603208.1
DR093_RS02200 WP_160603210.1
DR093_RS02205 WP_160583899.1
DR093_RS02210 WP_160581256.1
DR093_RS02215 WP_160583901.1
DR093_RS02220 WP_002557708.1
DR093_RS02225 WP_160583903.1
DR093_RS03955 WP_308705389.1
DR093_RS02235 WP_160583905.1
DR093_RS02240 WP_002557712.1
DR093_RS02245 WP_160583907.1
DR093_RS02250 WP_039387681.1
DR093_RS02255 WP_160581263.1
DR093_RS02260 WP_039387683.1
DR093_RS02265 WP_160581265.1
DR093_RS02270 WP_039387808.1
DR093_RS02275 WP_160583910.1
DR093_RS02280 WP_160593449.1
DR093_RS02285 WP_160581270.1
DR093_RS02290 WP_002557721.1
DR093_RS03960 WP_039387689.1
DR093_RS02300 WP_160581274.1
DR093_RS02305 WP_002557725.1
DR093_RS02310 WP_002557726.1
DR093_RS03625 WP_255454503.1
DR093_RS03965 WP_039387691.1
DR093_RS02325 WP_160603212.1
DR093_RS02330 WP_160603214.1
DR093_RS03970 WP_160603216.1
DR093_RS02340 WP_002557731.1
DR093_RS03975 WP_160603218.1
DR093_RS02350 WP_002557733.1
DR093_RS02355 WP_002557734.1
DR093_RS02365 WP_002557735.1
DR093_RS02370 WP_160581282.1
DR093_RS03980 WP_160603220.1
DR093_RS02380 WP_160603222.1
DR093_RS03285 WP_220190852.1
DR093_RS04145 WP_220190852.1
DR093_RS03205 WP_220190852.1
DR093_RS03210 WP_160603309.1
DR093_RS02385 WP_160583979.1
DR093_RS02390 WP_160593482.1
DR093_RS02395 WP_308507115.1
DR093_RS03985 WP_160583983.1
DR093_RS02410 WP_039387638.1
DR093_RS02415 WP_039387636.1
DR093_RS02420 WP_160581307.1
DR093_RS02425 WP_002557785.1
DR093_RS02430 WP_160583985.1
DR093_RS03990 WP_308704658.1
DR093_RS02445 WP_002557783.1
DR093_RS02450 WP_002557782.1
DR093_RS02455 WP_002557781.1
DR093_RS02465 WP_002557780.1
DR093_RS02470 WP_002557779.1
DR093_RS02475 WP_002557778.1
DR093_RS02480 WP_039387785.1
DR093_RS02485 WP_002557776.1
DR093_RS02490 WP_160593477.1
DR093_RS03995 WP_160581303.1
DR093_RS02500 WP_002557773.1
DR093_RS02505 WP_160603224.1
DR093_RS02510 WP_039387628.1
DR093_RS02515 WP_002557769.1
DR093_RS02520 WP_002557768.1
DR093_RS02525 WP_160593475.1
DR093_RS02530 WP_002557766.1
DR093_RS02535 WP_334296058.1
DR093_RS02540 WP_002557764.1
DR093_RS02545 WP_160603226.1
DR093_RS02550 WP_160603228.1
DR093_RS02555 WP_255454511.1
DR093_RS02560 WP_220190045.1
DR093_RS02565 WP_160583991.1
DR093_RS02570 WP_039387782.1
DR093_RS02575 WP_002557757.1
DR093_RS04000 WP_160583993.1
DR093_RS02585 WP_258554046.1
DR093_RS02590 WP_160603230.1
DR093_RS02595 WP_002557754.1
DR093_RS02600 WP_002557753.1
DR093_RS02605 WP_160603232.1
DR093_RS02610 WP_002557751.1
DR093_RS02615 WP_160603234.1
DR093_RS02620 WP_002557749.1
DR093_RS04170 WP_002557749.1
DR093_RS03250 WP_220190829.1
DR093_RS02645 WP_160603240.1
DR093_RS02650 WP_160593513.1
DR093_RS02655 WP_160584011.1
DR093_RS02660 WP_160581416.1
DR093_RS04005 WP_231237866.1
DR093_RS04010 WP_002557677.1
DR093_RS02685 WP_160584009.1
DR093_RS02690 WP_039387554.1
DR093_RS02695 WP_160603242.1
DR093_RS02700 WP_002557673.1
DR093_RS02710 WP_160581408.1
DR093_RS02715 WP_160581406.1
DR093_RS04015 WP_160603244.1
DR093_RS03685 WP_308705394.1
DR093_RS03690 WP_258554049.1
DR093_RS02745 WP_002557461.1
DR093_RS02750 WP_160603246.1
DR093_RS02755 WP_002557458.1
DR093_RS02760 WP_236681783.1
DR093_RS02765 WP_236681784.1
DR093_RS02770 WP_160603248.1
DR093_RS04020 WP_160584021.1
DR093_RS02780 WP_002557453.1
DR093_RS02785 WP_002557452.1
DR093_RS02790 WP_002557451.1
DR093_RS02795 WP_160581452.1
DR093_RS02800 WP_220190419.1
DR093_RS02805 WP_220190419.1
DR093_RS03700 WP_160603250.1
DR093_RS03705 WP_308705396.1
DR093_RS04025 WP_160603252.1
DR093_RS02825 WP_002557988.1
DR093_RS02830 WP_002557988.1
DR093_RS02835 WP_002557992.1
DR093_RS02840 WP_014335405.1
DR093_RS02845 WP_011284157.1
DR093_RS04030 WP_160603254.1
