DR082_RS03985 WP_334296055.1
DR082_RS00740 WP_002557614.1
DR082_RS00745 WP_160593369.1
DR082_RS00750 WP_160593371.1
DR082_RS00755 WP_160583667.1
DR082_RS00760 WP_160593373.1
DR082_RS00765 WP_002557620.1
DR082_RS00770 WP_160580902.1
DR082_RS00775 WP_160580903.1
DR082_RS00780 WP_002557623.1
DR082_RS00785 WP_160593374.1
DR082_RS00790 WP_002557625.1
DR082_RS00795 WP_002557626.1
DR082_RS00800 WP_160583663.1
DR082_RS00805 WP_160583661.1
DR082_RS00810 WP_160583660.1
DR082_RS00815 WP_220190179.1
DR082_RS00820 WP_160580916.1
DR082_RS00825 WP_220190178.1
DR082_RS00830 WP_258556250.1
DR082_RS00835 WP_160593376.1
DR082_RS00840 WP_160580918.1
DR082_RS00845 WP_160583657.1
DR082_RS00850 WP_160580922.1
DR082_RS00855 WP_160593378.1
DR082_RS00860 WP_002557638.1
DR082_RS00865 WP_002557639.1
DR082_RS00870 WP_002557640.1
DR082_RS00875 WP_160583653.1
DR082_RS00880 WP_002557642.1
DR082_RS00885 WP_160593380.1
DR082_RS00890 WP_160583649.1
DR082_RS00895 WP_160583648.1
DR082_RS03695 WP_160583646.1
DR082_RS00905 WP_160593382.1
DR082_RS03700 WP_160583643.1
DR082_RS00915 WP_160583641.1
DR082_RS00920 WP_160593384.1
DR082_RS00925 WP_160593386.1
DR082_RS03705 WP_308507106.1
DR082_RS00935 WP_220190397.1
DR082_RS00940 WP_160583637.1
DR082_RS00950 WP_002558003.1
DR082_RS03270 WP_002558003.1
DR082_RS03275 WP_002558003.1
DR082_RS00960 WP_160593389.1
DR082_RS00965 WP_160583633.1
DR082_RS00970 WP_160583631.1
DR082_RS00975 WP_039387750.1
DR082_RS00980 WP_160583629.1
DR082_RS00985 WP_160580958.1
DR082_RS03280 WP_196792423.1
DR082_RS00995 WP_160580960.1
DR082_RS01000 WP_160583627.1
DR082_RS01005 WP_160583626.1
DR082_RS01010 WP_002558014.1
DR082_RS01015 WP_002558016.1
DR082_RS01020 WP_002558017.1
DR082_RS01025 WP_160593391.1
DR082_RS01030 WP_160593393.1
DR082_RS01035 WP_160580968.1
DR082_RS01040 WP_160583622.1
DR082_RS01045 WP_002557984.1
DR082_RS01050 WP_255454460.1
DR082_RS01055 WP_160580973.1
DR082_RS01060 WP_160583616.1
DR082_RS01065 WP_002557980.1
DR082_RS01070 WP_160593395.1
DR082_RS01075 WP_160593397.1
DR082_RS01080 WP_002557977.1
DR082_RS01085 WP_160583612.1
DR082_RS01090 WP_160593399.1
DR082_RS01095 WP_220190398.1
DR082_RS01100 WP_002557972.1
DR082_RS01105 WP_160593401.1
DR082_RS01110 WP_160593403.1
DR082_RS01115 WP_002557663.1
DR082_RS01120 WP_039387548.1
DR082_RS01135 WP_160593405.1
DR082_RS01140 WP_160580991.1
DR082_RS01145 WP_002557667.1
DR082_RS01150 WP_002557668.1
DR082_RS01155 WP_160593407.1
DR082_RS01160 WP_160593409.1
DR082_RS01165 WP_160581406.1
DR082_RS01170 WP_160584006.1
DR082_RS01180 WP_002557673.1
DR082_RS01185 WP_160581410.1
DR082_RS01190 WP_039387554.1
DR082_RS01195 WP_160584009.1
DR082_RS03710 WP_160593411.1
DR082_RS03715 WP_308507104.1
DR082_RS03045 WP_160593552.1
DR082_RS03050 WP_160593552.1
DR082_RS03055 WP_160593552.1
DR082_RS03060 WP_308507123.1
DR082_RS03065 WP_160593554.1
DR082_RS03070 WP_160593556.1
DR082_RS03075 WP_160593556.1
DR082_RS03160 WP_220190425.1
DR082_RS03990 WP_220190425.1
DR082_RS01220 WP_160593422.1
DR082_RS01225 WP_160593424.1
DR082_RS01230 WP_039387641.1
DR082_RS01235 WP_002557796.1
DR082_RS01240 WP_160583849.1
DR082_RS01245 WP_002557798.1
DR082_RS01250 WP_160583851.1
DR082_RS03720 WP_308507107.1
DR082_RS01260 WP_160583853.1
DR082_RS01265 WP_002557802.1
DR082_RS01270 WP_002557803.1
DR082_RS01275 WP_039387644.1
DR082_RS03725 WP_160583922.1
DR082_RS01285 WP_160583855.1
DR082_RS03730 WP_308507108.1
DR082_RS01295 WP_160583857.1
DR082_RS01300 WP_160581350.1
DR082_RS01305 WP_160583859.1
DR082_RS01310 WP_039387651.1
DR082_RS01315 WP_160581347.1
DR082_RS01320 WP_160581345.1
DR082_RS01325 WP_002557813.1
DR082_RS01330 WP_002557814.1
DR082_RS01335 WP_002557815.1
DR082_RS01340 WP_002557816.1
DR082_RS01345 WP_002557817.1
DR082_RS01350 WP_002557818.1
DR082_RS01355 WP_160581343.1
DR082_RS01360 WP_160583863.1
DR082_RS01365 WP_002557821.1
DR082_RS03735 WP_160581339.1
DR082_RS01375 WP_160583865.1
DR082_RS01380 WP_002557824.1
DR082_RS01385 WP_002557825.1
DR082_RS01390 WP_002557826.1
DR082_RS01395 WP_002557827.1
DR082_RS01400 WP_160581337.1
DR082_RS01405 WP_002557829.1
DR082_RS01410 WP_051054304.1
DR082_RS01415 WP_002557831.1
DR082_RS01420 WP_160593426.1
DR082_RS01425 WP_002557833.1
DR082_RS03975 WP_002557834.1
DR082_RS01435 WP_002557835.1
DR082_RS01440 WP_002557836.1
DR082_RS01445 WP_002557837.1
DR082_RS01450 WP_160581334.1
DR082_RS01455 WP_002557839.1
DR082_RS01460 WP_002557840.1
DR082_RS01465 WP_160581332.1
DR082_RS01470 WP_002557842.1
DR082_RS01475 WP_160583869.1
DR082_RS01480 WP_160593428.1
DR082_RS01485 WP_002557845.1
DR082_RS01490 WP_160583871.1
DR082_RS01495 WP_160583873.1
DR082_RS01500 WP_318026338.1
DR082_RS01505 WP_160593430.1
DR082_RS01510 WP_002557850.1
DR082_RS01515 WP_160581215.1
DR082_RS01520 WP_160583877.1
DR082_RS01525 WP_160593433.1
DR082_RS01530 WP_160593435.1
DR082_RS01535 WP_160593437.1
DR082_RS01540 WP_002557856.1
DR082_RS01545 WP_002557857.1
DR082_RS01550 WP_039387661.1
DR082_RS01555 WP_160581219.1
DR082_RS03740 WP_160593439.1
DR082_RS01565 WP_160583885.1
DR082_RS01570 WP_160583887.1
DR082_RS01575 WP_160583889.1
DR082_RS01580 WP_160593441.1
DR082_RS01585 WP_002557866.1
DR082_RS01590 WP_160583893.1
DR082_RS01595 WP_002557868.1
DR082_RS01600 WP_039387665.1
DR082_RS01605 WP_002557870.1
DR082_RS01610 WP_258556254.1
DR082_RS01615 WP_002557872.1
DR082_RS01620 WP_160583926.1
DR082_RS01625 WP_220190407.1
DR082_RS03330 WP_160593443.1
DR082_RS03120 WP_160593443.1
DR082_RS01635 WP_002557698.1
DR082_RS01640 WP_044284698.1
DR082_RS01645 WP_220190408.1
DR082_RS03745 WP_160593445.1
DR082_RS01655 WP_160593445.1
DR082_RS03345 WP_258556255.1
DR082_RS03980 WP_308507109.1
DR082_RS03355 WP_255454504.1
DR082_RS01665 WP_002557703.1
DR082_RS01670 WP_002557704.1
DR082_RS01675 WP_160593447.1
DR082_RS01680 WP_160581256.1
DR082_RS01685 WP_160583901.1
DR082_RS01690 WP_002557708.1
DR082_RS01695 WP_160583903.1
DR082_RS03750 WP_002557710.1
DR082_RS01705 WP_160583905.1
DR082_RS01710 WP_002557712.1
DR082_RS01715 WP_160583907.1
DR082_RS01720 WP_039387681.1
DR082_RS01725 WP_160581263.1
DR082_RS01730 WP_039387683.1
DR082_RS01735 WP_160581265.1
DR082_RS01740 WP_039387808.1
DR082_RS01745 WP_160583910.1
DR082_RS01750 WP_160593449.1
DR082_RS01755 WP_160581270.1
DR082_RS01760 WP_002557721.1
DR082_RS03755 WP_039387689.1
DR082_RS01770 WP_160581274.1
DR082_RS01775 WP_002557725.1
DR082_RS01780 WP_002557726.1
DR082_RS03760 WP_039387691.1
DR082_RS01795 WP_039387693.1
DR082_RS01800 WP_002557729.1
DR082_RS03765 WP_160593451.1
DR082_RS01810 WP_002557731.1
DR082_RS03770 WP_160583916.1
DR082_RS01820 WP_002557733.1
DR082_RS01825 WP_002557734.1
DR082_RS01835 WP_002557735.1
DR082_RS01840 WP_160581282.1
DR082_RS03775 WP_160593453.1
DR082_RS01850 WP_258556256.1
DR082_RS03085 WP_258556256.1
DR082_RS03090 WP_258556256.1
DR082_RS01855 WP_258556256.1
DR082_RS03780 WP_160593459.1
DR082_RS01865 WP_160583933.1
DR082_RS01870 WP_160583935.1
DR082_RS01875 WP_002557510.1
DR082_RS01880 WP_002557511.1
DR082_RS01885 WP_236681771.1
DR082_RS01890 WP_002557514.1
DR082_RS01895 WP_160583937.1
DR082_RS01900 WP_160583939.1
DR082_RS01905 WP_160583941.1
DR082_RS01910 WP_002557518.1
DR082_RS01915 WP_002557519.1
DR082_RS01920 WP_160583943.1
DR082_RS01925 WP_160581160.1
DR082_RS01930 WP_220190224.1
DR082_RS01935 WP_160583947.1
DR082_RS01940 WP_160583949.1
DR082_RS01945 WP_160583951.1
DR082_RS01950 WP_160583953.1
DR082_RS03785 WP_160593462.1
DR082_RS01960 WP_160593464.1
DR082_RS01965 WP_002557530.1
DR082_RS01970 WP_160593467.1
DR082_RS01975 WP_160583957.1
DR082_RS01980 WP_160583959.1
DR082_RS01985 WP_160583961.1
DR082_RS01990 WP_160581178.1
DR082_RS01995 WP_039387777.1
DR082_RS02000 WP_160583963.1
DR082_RS03790 WP_160581182.1
DR082_RS02010 WP_160583965.1
DR082_RS02015 WP_160583967.1
DR082_RS02020 WP_002557540.1
DR082_RS02025 WP_160593469.1
DR082_RS02030 WP_002557542.1
DR082_RS02035 WP_002557543.1
DR082_RS02040 WP_160581189.1
DR082_RS02045 WP_160581190.1
DR082_RS02050 WP_002557546.1
DR082_RS02055 WP_308507110.1
DR082_RS02060 WP_039387613.1
DR082_RS02065 WP_160583971.1
DR082_RS02070 WP_002557549.1
DR082_RS02075 WP_002557549.1
DR082_RS02080 WP_002557549.1
DR082_RS03795 WP_160593471.1
DR082_RS02090 WP_002557749.1
DR082_RS02095 WP_160583995.1
DR082_RS02100 WP_002557751.1
DR082_RS02105 WP_002557752.1
DR082_RS02110 WP_002557753.1
DR082_RS02115 WP_002557754.1
DR082_RS02120 WP_002557755.1
DR082_RS02125 WP_255454510.1
DR082_RS03800 WP_160593473.1
DR082_RS02135 WP_002557757.1
DR082_RS02140 WP_039387782.1
DR082_RS02145 WP_160583991.1
DR082_RS02150 WP_220190413.1
DR082_RS02155 WP_255454511.1
DR082_RS02160 WP_160581297.1
DR082_RS02165 WP_002557763.1
DR082_RS02170 WP_002557764.1
DR082_RS02175 WP_334296058.1
DR082_RS02180 WP_002557766.1
DR082_RS02185 WP_160593475.1
DR082_RS02190 WP_002557768.1
DR082_RS02195 WP_002557769.1
DR082_RS02200 WP_039387628.1
DR082_RS02205 WP_039387630.1
DR082_RS02210 WP_002557773.1
DR082_RS03805 WP_160581303.1
DR082_RS02220 WP_160593477.1
DR082_RS02225 WP_002557776.1
DR082_RS02230 WP_039387785.1
DR082_RS02235 WP_002557778.1
DR082_RS02240 WP_002557779.1
DR082_RS02245 WP_002557780.1
DR082_RS02255 WP_002557781.1
DR082_RS02260 WP_002557782.1
DR082_RS02265 WP_002557783.1
DR082_RS03810 WP_308507113.1
DR082_RS02280 WP_002557784.1
DR082_RS02285 WP_002557785.1
DR082_RS02290 WP_160581307.1
DR082_RS02295 WP_039387636.1
DR082_RS02300 WP_160581309.1
DR082_RS03815 WP_308507114.1
DR082_RS02315 WP_308507115.1
DR082_RS02320 WP_160593482.1
DR082_RS02325 WP_160583979.1
DR082_RS02330 WP_002557948.1
DR082_RS02335 WP_002557947.1
DR082_RS02340 WP_002557946.1
DR082_RS03820 WP_160593486.1
DR082_RS02350 WP_039387713.1
DR082_RS02355 WP_039387714.1
DR082_RS02360 WP_220190185.1
DR082_RS03825 WP_160583788.1
DR082_RS03830 WP_160583787.1
DR082_RS03455 WP_160611384.1
DR082_RS03460 WP_160593488.1
DR082_RS03835 WP_160583783.1
DR082_RS02390 WP_160583781.1
DR082_RS02395 WP_160593490.1
DR082_RS02400 WP_039387719.1
DR082_RS02405 WP_002557497.1
DR082_RS02410 WP_002557496.1
DR082_RS02415 WP_160593493.1
DR082_RS02420 WP_160593495.1
DR082_RS02425 WP_160593497.1
DR082_RS02430 WP_160593499.1
DR082_RS03840 WP_160583771.1
DR082_RS03845 WP_220190184.1
DR082_RS02450 WP_155897264.1
DR082_RS02455 WP_002557950.1
DR082_RS02460 WP_160583796.1
DR082_RS03850 WP_160581377.1
DR082_RS02470 WP_160593503.1
DR082_RS02475 WP_160583800.1
DR082_RS03855 WP_160581382.1
DR082_RS02485 WP_160583802.1
DR082_RS02490 WP_160593505.1
DR082_RS02495 WP_002557959.1
DR082_RS02500 WP_002557960.1
DR082_RS02505 WP_002557961.1
DR082_RS03860 WP_051054328.1
DR082_RS03865 WP_039387704.1
DR082_RS02525 WP_160583804.1
DR082_RS02530 WP_160593507.1
DR082_RS02535 WP_002557965.1
DR082_RS02540 WP_002557966.1
DR082_RS03870 WP_160583808.1
DR082_RS02550 WP_160583810.1
DR082_RS02555 WP_160583812.1
DR082_RS03875 WP_160593509.1
DR082_RS03880 WP_160583816.1
DR082_RS02570 WP_220190186.1
DR082_RS02575 WP_308507118.1
DR082_RS03885 WP_160583818.1
DR082_RS02585 WP_160583820.1
DR082_RS03890 WP_160593511.1
DR082_RS02595 WP_160581416.1
DR082_RS02600 WP_160584011.1
DR082_RS02605 WP_160593513.1
DR082_RS02610 WP_160593515.1
DR082_RS02615 WP_220190084.1
DR082_RS02620 WP_002557684.1
DR082_RS02625 WP_220190244.1
DR082_RS03545 WP_308507119.1
DR082_RS03895 WP_220190416.1
DR082_RS02635 WP_160593518.1
DR082_RS02640 WP_002557689.1
DR082_RS02645 WP_039387564.1
DR082_RS02650 WP_220190081.1
DR082_RS02655 WP_160581429.1
DR082_RS02660 WP_160584058.1
DR082_RS02665 WP_160581431.1
DR082_RS03900 WP_308507120.1
DR082_RS02675 WP_160581432.1
DR082_RS03905 WP_160584060.1
DR082_RS02685 WP_160584060.1
DR082_RS02690 WP_220190419.1
DR082_RS02695 WP_002557450.1
DR082_RS02700 WP_002557451.1
DR082_RS02705 WP_002557452.1
DR082_RS02710 WP_002557453.1
DR082_RS03910 WP_160593520.1
DR082_RS02720 WP_160584023.1
DR082_RS02725 WP_255454526.1
DR082_RS02730 WP_236681783.1
DR082_RS02735 WP_160581443.1
DR082_RS02740 WP_160581441.1
DR082_RS02745 WP_002557461.1
DR082_RS02750 WP_160593522.1
DR082_RS03915 WP_160584038.1
DR082_RS02765 WP_039387619.1
DR082_RS02770 WP_002557567.1
DR082_RS02775 WP_002557566.1
DR082_RS02805 WP_160593526.1
DR082_RS02810 WP_160581461.1
DR082_RS02815 WP_002557563.1
DR082_RS02820 WP_160593528.1
DR082_RS03920 WP_160593530.1
