Orthogroup	MFC_MF33_genes	MHP_154B_genes
OG0000133	DR085_RS00350	NB624_RS00525
OG0000134	DR085_RS03640	NB624_RS00530
OG0000135	DR085_RS00370	NB624_RS00545
OG0000136	DR085_RS00375	NB624_RS00550
OG0000137	DR085_RS00405	NB624_RS00580
OG0000138	DR085_RS00435	NB624_RS01060
OG0000139	DR085_RS00465	NB624_RS01030
OG0000140	DR085_RS00470	NB624_RS01025
OG0000141	DR085_RS00510	NB624_RS03090
OG0000142	DR085_RS03655	NB624_RS03085
OG0000143	DR085_RS00540	NB624_RS03070
OG0000144	DR085_RS00550	NB624_RS03055
OG0000145	DR085_RS00560	NB624_RS03045
OG0000146	DR085_RS00570	NB624_RS03035
OG0000147	DR085_RS00575	NB624_RS03030
OG0000148	DR085_RS00590	NB624_RS03015
OG0000149	DR085_RS00600	NB624_RS03005
OG0000150	DR085_RS00615	NB624_RS02990
OG0000151	DR085_RS00670	NB624_RS02945
OG0000152	DR085_RS00675	NB624_RS02940
OG0000153	DR085_RS00680	NB624_RS02935
OG0000154	DR085_RS00690	NB624_RS02925
OG0000155	DR085_RS00710	NB624_RS02885
OG0000156	DR085_RS00730	NB624_RS02880
OG0000157	DR085_RS03660	NB624_RS02870
OG0000158	DR085_RS03665	NB624_RS02860
OG0000159	DR085_RS00970	NB624_RS02610
OG0000160	DR085_RS00975	NB624_RS02605
OG0000161	DR085_RS00985	NB624_RS02600
OG0000162	DR085_RS02725	NB624_RS02590
OG0000163	DR085_RS02720	NB624_RS02585
OG0000164	DR085_RS03860	NB624_RS01600
OG0000165	DR085_RS02810	NB624_RS01945
OG0000166	DR085_RS02780	NB624_RS01965
OG0000167	DR085_RS02765	NB624_RS01980
OG0000168	DR085_RS02760	NB624_RS01985
OG0000169	DR085_RS01405	NB624_RS03205
OG0000170	DR085_RS01420	NB624_RS03220
OG0000171	DR085_RS01430	NB624_RS03230
OG0000172	DR085_RS01435	NB624_RS03235
OG0000173	DR085_RS01440	NB624_RS03240
OG0000174	DR085_RS01445	NB624_RS03245
OG0000175	DR085_RS01460	NB624_RS03265
OG0000176	DR085_RS01500	NB624_RS03315
OG0000177	DR085_RS01505	NB624_RS03320
OG0000178	DR085_RS01510	NB624_RS03325
OG0000179	DR085_RS01520	NB624_RS03335
OG0000180	DR085_RS01525	NB624_RS03340
OG0000181	DR085_RS03715	NB624_RS03380
OG0000182	DR085_RS01550	NB624_RS03390
OG0000183	DR085_RS01585	NB624_RS03425
OG0000184	DR085_RS02950	NB624_RS03470
OG0000185	DR085_RS02935	NB624_RS03455
OG0000186	DR085_RS02180	NB624_RS01515
OG0000187	DR085_RS02165	NB624_RS01530
OG0000188	DR085_RS02155	NB624_RS01540
OG0000189	DR085_RS03775	NB624_RS02440
OG0000190	DR085_RS02140	NB624_RS02435
OG0000191	DR085_RS02120	NB624_RS02410
OG0000192	DR085_RS02110	NB624_RS01205
OG0000193	DR085_RS02095	NB624_RS01195
OG0000194	DR085_RS02085	NB624_RS00990
OG0000195	DR085_RS02080	NB624_RS00985
OG0000196	DR085_RS03770	NB624_RS00960
OG0000197	DR085_RS02055	NB624_RS00955
OG0000198	DR085_RS02040	NB624_RS00940
OG0000199	DR085_RS02035	NB624_RS00935
OG0000200	DR085_RS02020	NB624_RS00920
OG0000201	DR085_RS02010	NB624_RS00910
OG0000202	DR085_RS01955	NB624_RS00855
OG0000203	DR085_RS01950	NB624_RS00850
OG0000204	DR085_RS03675	NB624_RS00845
OG0000205	DR085_RS00995	NB624_RS00840
OG0000206	DR085_RS01015	NB624_RS00820
OG0000207	DR085_RS01030	NB624_RS00805
OG0000208	DR085_RS01035	NB624_RS00800
OG0000209	DR085_RS01040	NB624_RS00795
OG0000210	DR085_RS01085	NB624_RS00750
OG0000211	DR085_RS01095	NB624_RS00740
OG0000212	DR085_RS01105	NB624_RS00730
OG0000213	DR085_RS01110	NB624_RS00725
OG0000214	DR085_RS01115	NB624_RS00720
OG0000215	DR085_RS01120	NB624_RS00715
OG0000216	DR085_RS01125	NB624_RS00710
OG0000217	DR085_RS01130	NB624_RS00705
OG0000218	DR085_RS03695	NB624_RS00695
OG0000219	DR085_RS01145	NB624_RS00690
OG0000220	DR085_RS01150	NB624_RS00685
OG0000221	DR085_RS01155	NB624_RS00680
OG0000222	DR085_RS01160	NB624_RS00675
OG0000223	DR085_RS01165	NB624_RS00670
OG0000224	DR085_RS01175	NB624_RS00660
OG0000225	DR085_RS01185	NB624_RS00650
OG0000226	DR085_RS01190	NB624_RS00645
OG0000227	DR085_RS01195	NB624_RS00640
OG0000228	DR085_RS03930	NB624_RS00635
OG0000229	DR085_RS01205	NB624_RS00630
OG0000230	DR085_RS01210	NB624_RS00625
OG0000231	DR085_RS01220	NB624_RS00615
OG0000232	DR085_RS01230	NB624_RS00605
OG0000233	DR085_RS01240	NB624_RS01095
OG0000234	DR085_RS01270	NB624_RS01130
OG0000235	DR085_RS01280	NB624_RS01140
OG0000236	DR085_RS01285	NB624_RS01145
OG0000237	DR085_RS01305	NB624_RS01150
OG0000238	DR085_RS01310	NB624_RS01155
OG0000239	DR085_RS01340	NB624_RS03100
OG0000240	DR085_RS01345	NB624_RS03105
OG0000241	DR085_RS01355	NB624_RS03115
OG0000242	DR085_RS01360	NB624_RS03120
OG0000243	DR085_RS01365	NB624_RS03125
OG0000244	DR085_RS01375	NB624_RS03135
OG0000245	DR085_RS01385	NB624_RS03145
OG0000246	DR085_RS02350	NB624_RS00140
OG0000247	DR085_RS02360	NB624_RS00150
OG0000248	DR085_RS02385	NB624_RS00160
OG0000249	DR085_RS02390	NB624_RS00165
OG0000250	DR085_RS00015	NB624_RS00180
OG0000251	DR085_RS00045	NB624_RS00210
OG0000252	DR085_RS00055	NB624_RS00220
OG0000253	DR085_RS00060	NB624_RS00225
OG0000254	DR085_RS00070	NB624_RS00235
OG0000255	DR085_RS00075	NB624_RS00240
OG0000256	DR085_RS00080	NB624_RS00245
OG0000257	DR085_RS00105	NB624_RS00270
OG0000258	DR085_RS00115	NB624_RS00280
OG0000259	DR085_RS00145	NB624_RS00310
OG0000260	DR085_RS00155	NB624_RS00320
OG0000261	DR085_RS03635	NB624_RS00330
OG0000262	DR085_RS00180	NB624_RS00350
OG0000263	DR085_RS00195	NB624_RS00360
OG0000264	DR085_RS00210	NB624_RS00375
OG0000265	DR085_RS00220	NB624_RS00385
OG0000266	DR085_RS00235	NB624_RS00400
OG0000267	DR085_RS00250	NB624_RS00415
OG0000268	DR085_RS00255	NB624_RS00420
OG0000269	DR085_RS00270	NB624_RS00435
OG0000270	DR085_RS03815	NB624_RS03635
OG0000271	DR085_RS02505	NB624_RS03630
OG0000272	DR085_RS02510	NB624_RS03625
OG0000273	DR085_RS02515	NB624_RS03620
OG0000274	DR085_RS02530	NB624_RS03605
OG0000275	DR085_RS03820	NB624_RS03595
OG0000276	DR085_RS02540	NB624_RS03590
OG0000277	DR085_RS03825	NB624_RS03580
OG0000278	DR085_RS02555	NB624_RS03575
OG0000279	DR085_RS02565	NB624_RS03565
OG0000280	DR085_RS02570	NB624_RS03560
OG0000281	DR085_RS02575	NB624_RS03555
OG0000282	DR085_RS02600	NB624_RS03530
OG0000283	DR085_RS02605	NB624_RS03525
OG0000284	DR085_RS02610	NB624_RS03520
OG0000285	DR085_RS03840	NB624_RS03515
OG0000286	DR085_RS00925	NB624_RS02570
OG0000287	DR085_RS00900	NB624_RS02675
OG0000288	DR085_RS00890	NB624_RS02685
OG0000289	DR085_RS00885	NB624_RS02690
OG0000290	DR085_RS03270	NB624_RS02815
OG0000291	DR085_RS00785	NB624_RS02800
OG0000292	DR085_RS00790	NB624_RS02795
OG0000293	DR085_RS00795	NB624_RS02790
OG0000294	DR085_RS00805	NB624_RS02780
OG0000295	DR085_RS00810	NB624_RS02775
OG0000296	DR085_RS00850	NB624_RS02725
OG0000297	DR085_RS00855	NB624_RS02720
OG0000298	DR085_RS00010	NB624_RS00175
OG0000299	DR085_RS00030	NB624_RS00195
OG0000300	DR085_RS00205	NB624_RS00370
OG0000301	DR085_RS00240	NB624_RS00405
OG0000302	DR085_RS00245	NB624_RS00410
OG0000303	DR085_RS00380	NB624_RS00555
OG0000304	DR085_RS00415	NB624_RS00600
OG0000305	DR085_RS00565	NB624_RS03040
OG0000306	DR085_RS00650	NB624_RS02965
OG0000307	DR085_RS00685	NB624_RS02930
OG0000308	DR085_RS00765	NB624_RS02835
OG0000309	DR085_RS00820	NB624_RS02765
OG0000310	DR085_RS00895	NB624_RS02680
OG0000311	DR085_RS00945	NB624_RS02630
OG0000312	DR085_RS00965	NB624_RS02615
OG0000313	DR085_RS02700	NB624_RS01590
OG0000314	DR085_RS02785	NB624_RS01960
OG0000315	DR085_RS02755	NB624_RS01990
OG0000316	DR085_RS02745	NB624_RS02000
OG0000317	DR085_RS02870	NB624_RS02195
OG0000318	DR085_RS03900	NB624_RS02005
OG0000319	DR085_RS01915	NB624_RS02365
OG0000320	DR085_RS01850	NB624_RS02500
OG0000321	DR085_RS01785	NB624_RS01325
OG0000322	DR085_RS01740	NB624_RS01370
OG0000323	DR085_RS01610	NB624_RS01500
OG0000324	DR085_RS02115	NB624_RS02405
OG0000325	DR085_RS02075	NB624_RS00980
OG0000326	DR085_RS01980	NB624_RS00880
OG0000327	DR085_RS01975	NB624_RS00875
OG0000328	DR085_RS01045	NB624_RS00790
OG0000329	DR085_RS01065	NB624_RS00770
OG0000330	DR085_RS01250	NB624_RS01105
OG0000331	DR085_RS01370	NB624_RS03130
OG0000332	DR085_RS01470	NB624_RS03270
OG0000333	DR085_RS01480	NB624_RS03280
OG0000334	DR085_RS01545	NB624_RS03385
OG0000335	DR085_RS03720	NB624_RS03395
OG0000336	DR085_RS03835	NB624_RS03545
OG0000337	DR085_RS02220	NB624_RS03715
OG0000338	DR085_RS02260	NB624_RS03755
OG0000339	DR085_RS01830	NB624_RS02475
OG0000340	DR085_RS01805	NB624_RS01305
OG0000341	DR085_RS02135	NB624_RS02430
OG0000342	DR085_RS02045	NB624_RS00945
OG0000343	DR085_RS01490	NB624_RS03290
OG0000344	DR085_RS00395	NB624_RS00570
OG0000345	DR085_RS01180	NB624_RS00655
OG0000346	DR085_RS03830	NB624_RS03550
OG0000347	DR085_RS01715	NB624_RS01395
OG0000348	DR085_RS03760	NB624_RS00870
OG0000349	DR085_RS02520	NB624_RS03610
OG0000350	DR085_RS00655	NB624_RS02920
OG0000351	DR085_RS00330	NB624_RS00490
OG0000352	DR085_RS02815	NB624_RS01940
OG0000353	DR085_RS01745	NB624_RS01365
OG0000354	DR085_RS00450	NB624_RS01045
OG0000355	DR085_RS03855	NB624_RS01915
OG0000356	DR085_RS03870	NB624_RS01995
OG0000357	DR085_RS03705	NB624_RS03250
OG0000358	DR085_RS01455	NB624_RS03255
OG0000359	DR085_RS03765	NB624_RS00900
OG0000360	DR085_RS00110	NB624_RS00275
OG0000361	DR085_RS00140	NB624_RS00305
OG0000362	DR085_RS00875	NB624_RS02700
OG0000363	DR085_RS03935	NB624_RS01435
OG0000365	DR085_RS03915	NB624_RS02040
OG0000366	DR085_RS02840	NB624_RS02065
OG0000367	DR085_RS02850	NB624_RS02175
OG0000368	DR085_RS02325	NB624_RS00060
OG0000369	DR085_RS03780	NB624_RS00025
OG0000370	DR085_RS02285	NB624_RS00020
OG0000371	DR085_RS02280	NB624_RS00015
OG0000372	DR085_RS02275	NB624_RS00010
OG0000373	DR085_RS02250	NB624_RS03745
OG0000374	DR085_RS02240	NB624_RS03735
OG0000375	DR085_RS01920	NB624_RS02360
OG0000376	DR085_RS01865	NB624_RS02515
OG0000377	DR085_RS01855	NB624_RS02505
OG0000378	DR085_RS01820	NB624_RS01285
OG0000379	DR085_RS01750	NB624_RS01360
OG0000380	DR085_RS01725	NB624_RS01390
OG0000381	DR085_RS01685	NB624_RS01425
OG0000382	DR085_RS01655	NB624_RS01455
OG0000383	DR085_RS01615	NB624_RS01495
OG0000384	DR085_RS00335	NB624_RS00510
OG0000385	DR085_RS00340	NB624_RS00515
OG0000386	DR085_RS00360	NB624_RS00535
OG0000387	DR085_RS00385	NB624_RS00560
OG0000388	DR085_RS03645	NB624_RS00565
OG0000389	DR085_RS00430	NB624_RS01065
OG0000390	DR085_RS00545	NB624_RS03060
OG0000391	DR085_RS00555	NB624_RS03050
OG0000392	DR085_RS00580	NB624_RS03025
OG0000393	DR085_RS00635	NB624_RS02970
OG0000394	DR085_RS00700	NB624_RS02900
OG0000395	DR085_RS00705	NB624_RS02890
OG0000396	DR085_RS02710	NB624_RS02575
OG0000397	DR085_RS02665	NB624_RS01925
OG0000398	DR085_RS02660	NB624_RS01930
OG0000399	DR085_RS02770	NB624_RS01975
OG0000400	DR085_RS01415	NB624_RS03215
OG0000401	DR085_RS01475	NB624_RS03275
OG0000402	DR085_RS01485	NB624_RS03285
OG0000403	DR085_RS01495	NB624_RS03295
OG0000404	DR085_RS03710	NB624_RS03330
OG0000405	DR085_RS01530	NB624_RS03350
OG0000406	DR085_RS01560	NB624_RS03400
OG0000407	DR085_RS03725	NB624_RS03405
OG0000408	DR085_RS01570	NB624_RS03410
OG0000409	DR085_RS01575	NB624_RS03415
OG0000410	DR085_RS02955	NB624_RS03480
OG0000411	DR085_RS02945	NB624_RS03465
OG0000412	DR085_RS02940	NB624_RS03460
OG0000413	DR085_RS02185	NB624_RS01510
OG0000414	DR085_RS02175	NB624_RS01520
OG0000415	DR085_RS02170	NB624_RS01525
OG0000416	DR085_RS02160	NB624_RS01535
OG0000417	DR085_RS02130	NB624_RS02425
OG0000418	DR085_RS02125	NB624_RS02415
OG0000419	DR085_RS02065	NB624_RS00965
OG0000420	DR085_RS02030	NB624_RS00930
OG0000421	DR085_RS01995	NB624_RS00895
OG0000422	DR085_RS01985	NB624_RS00885
OG0000423	DR085_RS01005	NB624_RS00830
OG0000424	DR085_RS01010	NB624_RS00825
OG0000425	DR085_RS01020	NB624_RS00815
OG0000426	DR085_RS03680	NB624_RS00810
OG0000427	DR085_RS03685	NB624_RS00785
OG0000428	DR085_RS01075	NB624_RS00760
OG0000429	DR085_RS01170	NB624_RS00665
OG0000430	DR085_RS01215	NB624_RS00620
OG0000431	DR085_RS01225	NB624_RS00610
OG0000432	DR085_RS01245	NB624_RS01100
OG0000433	DR085_RS01255	NB624_RS01115
OG0000434	DR085_RS01260	NB624_RS01125
OG0000435	DR085_RS01275	NB624_RS01135
OG0000436	DR085_RS01315	NB624_RS01160
OG0000437	DR085_RS01325	NB624_RS01170
OG0000438	DR085_RS03700	NB624_RS01175
OG0000439	DR085_RS01335	NB624_RS01180
OG0000440	DR085_RS01350	NB624_RS03110
OG0000441	DR085_RS01390	NB624_RS03150
OG0000442	DR085_RS02355	NB624_RS00145
OG0000443	DR085_RS00025	NB624_RS00190
OG0000444	DR085_RS00040	NB624_RS00205
OG0000445	DR085_RS00065	NB624_RS00230
OG0000446	DR085_RS00090	NB624_RS00255
OG0000447	DR085_RS00095	NB624_RS00260
OG0000448	DR085_RS00125	NB624_RS00290
OG0000449	DR085_RS00150	NB624_RS00315
OG0000450	DR085_RS00160	NB624_RS00325
OG0000451	DR085_RS00200	NB624_RS00365
OG0000452	DR085_RS00225	NB624_RS00390
OG0000453	DR085_RS00260	NB624_RS00425
OG0000455	DR085_RS03810	NB624_RS03655
OG0000456	DR085_RS02595	NB624_RS03535
OG0000457	DR085_RS02620	NB624_RS03510
OG0000458	DR085_RS00905	NB624_RS02670
OG0000459	DR085_RS00880	NB624_RS02695
OG0000460	DR085_RS00870	NB624_RS02705
OG0000461	DR085_RS00825	NB624_RS02755
OG0000462	DR085_RS00830	NB624_RS02750
OG0000463	DR085_RS00835	NB624_RS02745
OG0000464	DR085_RS00840	NB624_RS02740
OG0000465	DR085_RS00845	NB624_RS02735
OG0000466	DR085_RS00230	NB624_RS00395
OG0000467	DR085_RS03670	NB624_RS02845
OG0000468	DR085_RS02775	NB624_RS01970
OG0000469	DR085_RS02995	NB624_RS02030
OG0000470	DR085_RS01000	NB624_RS00835
OG0000471	DR085_RS01080	NB624_RS00755
OG0000472	DR085_RS02645	NB624_RS03485
OG0000473	DR085_RS02495	NB624_RS03640
OG0000474	DR085_RS02490	NB624_RS03645
OG0000475	DR085_RS02485	NB624_RS03650
OG0000476	DR085_RS02450	NB624_RS01550
OG0000477	DR085_RS00800	NB624_RS02785
OG0000478	DR085_RS02545	NB624_RS03585
OG0000479	DR085_RS01790	NB624_RS01320
OG0000480	DR085_RS03170	NB624_RS02035
OG0000481	DR085_RS01960	NB624_RS00860
OG0000482	DR085_RS02100	NB624_RS01200
OG0000483	DR085_RS02855	NB624_RS02180
OG0000484	DR085_RS03630	NB624_RS00200
OG0000485	DR085_RS01320	NB624_RS01165
OG0000486	DR085_RS02150	NB624_RS02445
OG0000487	DR085_RS03905	NB624_RS02015
OG0000488	DR085_RS02825	NB624_RS02050
OG0000489	DR085_RS02315	NB624_RS00050
OG0000490	DR085_RS02255	NB624_RS03750
OG0000491	DR085_RS01770	NB624_RS01340
OG0000492	DR085_RS01695	NB624_RS01415
OG0000493	DR085_RS00400	NB624_RS00575
OG0000494	DR085_RS00455	NB624_RS01040
OG0000495	DR085_RS00610	NB624_RS02995
OG0000496	DR085_RS00620	NB624_RS02985
OG0000497	DR085_RS00625	NB624_RS02980
OG0000498	DR085_RS00695	NB624_RS02905
OG0000499	DR085_RS00740	NB624_RS02865
OG0000500	DR085_RS02655	NB624_RS01935
OG0000501	DR085_RS01425	NB624_RS03225
OG0000502	DR085_RS02090	NB624_RS01190
OG0000503	DR085_RS02015	NB624_RS00915
OG0000504	DR085_RS01055	NB624_RS00780
OG0000505	DR085_RS01090	NB624_RS00745
OG0000506	DR085_RS01100	NB624_RS00735
OG0000507	DR085_RS01135	NB624_RS00700
OG0000508	DR085_RS00085	NB624_RS00250
OG0000509	DR085_RS00120	NB624_RS00285
OG0000510	DR085_RS00130	NB624_RS00295
OG0000511	DR085_RS00265	NB624_RS00430
OG0000512	DR085_RS00865	NB624_RS02710
OG0000513	DR085_RS02560	NB624_RS03570
OG0000514	DR085_RS00585	NB624_RS03020
OG0000517	DR085_RS02330	NB624_RS00065
OG0000519	DR085_RS01990	NB624_RS00890
OG0000520	DR085_RS01070	NB624_RS00765
OG0000521	DR085_RS00100	NB624_RS00265
OG0000522	DR085_RS00135	NB624_RS00300
OG0000524	DR085_RS00760	NB624_RS02840
OG0000528	DR085_RS02980	NB624_RS02020
OG0000529	DR085_RS01905	NB624_RS02375
OG0000532	DR085_RS00490	NB624_RS01615
OG0000533	DR085_RS01235	NB624_RS01085
OG0000534	DR085_RS00215	NB624_RS00380
OG0000536	DR085_RS02425	NB624_RS03685
OG0000537	DR085_RS02050	NB624_RS00950
OG0000539	DR085_RS00050	NB624_RS00215
OG0000551	DR085_RS01380	NB624_RS03140
OG0000555	DR085_RS03230	NB624_RS03075
OG0000589	DR085_RS02910	NB624_RS02255
OG0000602	DR085_RS02820	NB624_RS02045
