Orthogroup	MFC_MF33_genes	MHP_MHP682_genes
OG0000133	DR085_RS00350	DR097_RS02400
OG0000134	DR085_RS03640	DR097_RS02395
OG0000135	DR085_RS00370	DR097_RS02380
OG0000136	DR085_RS00375	DR097_RS02375
OG0000137	DR085_RS00405	DR097_RS02345
OG0000138	DR085_RS00435	DR097_RS03080
OG0000139	DR085_RS00465	DR097_RS03050
OG0000140	DR085_RS00470	DR097_RS03045
OG0000141	DR085_RS00510	DR097_RS01260
OG0000142	DR085_RS03655	DR097_RS04625
OG0000143	DR085_RS00540	DR097_RS01230
OG0000144	DR085_RS00550	DR097_RS01220
OG0000145	DR085_RS00560	DR097_RS01210
OG0000146	DR085_RS00570	DR097_RS01200
OG0000147	DR085_RS00575	DR097_RS01195
OG0000148	DR085_RS00590	DR097_RS01180
OG0000149	DR085_RS00600	DR097_RS01170
OG0000150	DR085_RS00615	DR097_RS01155
OG0000151	DR085_RS00670	DR097_RS01755
OG0000152	DR085_RS00675	DR097_RS01760
OG0000153	DR085_RS00680	DR097_RS01765
OG0000154	DR085_RS00690	DR097_RS01775
OG0000155	DR085_RS00710	DR097_RS01820
OG0000156	DR085_RS00730	DR097_RS01490
OG0000157	DR085_RS03660	DR097_RS04640
OG0000158	DR085_RS03665	DR097_RS04645
OG0000159	DR085_RS00970	DR097_RS04905
OG0000160	DR085_RS00975	DR097_RS01950
OG0000161	DR085_RS00985	DR097_RS01955
OG0000162	DR085_RS02725	DR097_RS01965
OG0000163	DR085_RS02720	DR097_RS01970
OG0000164	DR085_RS03860	DR097_RS03125
OG0000165	DR085_RS02810	DR097_RS00830
OG0000166	DR085_RS02780	DR097_RS00810
OG0000167	DR085_RS02765	DR097_RS00795
OG0000168	DR085_RS02760	DR097_RS00790
OG0000169	DR085_RS01405	DR097_RS01475
OG0000170	DR085_RS01420	DR097_RS01460
OG0000171	DR085_RS01430	DR097_RS01450
OG0000172	DR085_RS01435	DR097_RS01445
OG0000173	DR085_RS01440	DR097_RS01440
OG0000174	DR085_RS01445	DR097_RS01435
OG0000175	DR085_RS01460	DR097_RS01420
OG0000176	DR085_RS01500	DR097_RS01370
OG0000177	DR085_RS01505	DR097_RS01365
OG0000178	DR085_RS01510	DR097_RS01360
OG0000179	DR085_RS01520	DR097_RS01350
OG0000180	DR085_RS01525	DR097_RS01345
OG0000181	DR085_RS03715	DR097_RS04805
OG0000182	DR085_RS01550	DR097_RS03155
OG0000183	DR085_RS01585	DR097_RS03570
OG0000184	DR085_RS02950	DR097_RS02975
OG0000185	DR085_RS02935	DR097_RS02990
OG0000186	DR085_RS02180	DR097_RS04760
OG0000187	DR085_RS02165	DR097_RS02915
OG0000188	DR085_RS02155	DR097_RS02905
OG0000189	DR085_RS03775	DR097_RS04790
OG0000190	DR085_RS02140	DR097_RS03030
OG0000191	DR085_RS02120	DR097_RS03010
OG0000192	DR085_RS02110	DR097_RS00400
OG0000193	DR085_RS02095	DR097_RS00415
OG0000194	DR085_RS02085	DR097_RS01130
OG0000195	DR085_RS02080	DR097_RS01125
OG0000196	DR085_RS03770	DR097_RS01105
OG0000197	DR085_RS02055	DR097_RS01100
OG0000198	DR085_RS02040	DR097_RS01085
OG0000199	DR085_RS02035	DR097_RS01080
OG0000200	DR085_RS02020	DR097_RS01065
OG0000201	DR085_RS02010	DR097_RS01055
OG0000202	DR085_RS01955	DR097_RS01000
OG0000203	DR085_RS01950	DR097_RS00995
OG0000204	DR085_RS03675	DR097_RS00990
OG0000205	DR085_RS00995	DR097_RS00985
OG0000206	DR085_RS01015	DR097_RS00965
OG0000207	DR085_RS01030	DR097_RS00950
OG0000208	DR085_RS01035	DR097_RS00945
OG0000209	DR085_RS01040	DR097_RS00940
OG0000210	DR085_RS01085	DR097_RS04925
OG0000211	DR085_RS01095	DR097_RS02185
OG0000212	DR085_RS01105	DR097_RS02195
OG0000213	DR085_RS01110	DR097_RS02200
OG0000214	DR085_RS01115	DR097_RS02205
OG0000215	DR085_RS01120	DR097_RS02210
OG0000216	DR085_RS01125	DR097_RS02215
OG0000217	DR085_RS01130	DR097_RS02220
OG0000218	DR085_RS03695	DR097_RS02230
OG0000219	DR085_RS01145	DR097_RS02235
OG0000220	DR085_RS01150	DR097_RS02240
OG0000221	DR085_RS01155	DR097_RS02245
OG0000222	DR085_RS01160	DR097_RS02250
OG0000223	DR085_RS01165	DR097_RS02255
OG0000224	DR085_RS01175	DR097_RS02265
OG0000225	DR085_RS01185	DR097_RS02275
OG0000226	DR085_RS01190	DR097_RS02280
OG0000227	DR085_RS01195	DR097_RS02285
OG0000228	DR085_RS03930	DR097_RS04910
OG0000229	DR085_RS01205	DR097_RS02295
OG0000230	DR085_RS01210	DR097_RS02300
OG0000231	DR085_RS01220	DR097_RS02310
OG0000232	DR085_RS01230	DR097_RS02320
OG0000233	DR085_RS01240	DR097_RS00535
OG0000234	DR085_RS01270	DR097_RS00495
OG0000235	DR085_RS01280	DR097_RS00485
OG0000236	DR085_RS01285	DR097_RS00480
OG0000237	DR085_RS01305	DR097_RS00475
OG0000238	DR085_RS01310	DR097_RS00465
OG0000239	DR085_RS01340	DR097_RS01270
OG0000240	DR085_RS01345	DR097_RS01275
OG0000241	DR085_RS01355	DR097_RS01285
OG0000242	DR085_RS01360	DR097_RS01290
OG0000243	DR085_RS01365	DR097_RS01295
OG0000244	DR085_RS01375	DR097_RS01305
OG0000245	DR085_RS01385	DR097_RS01315
OG0000246	DR085_RS02350	DR097_RS00300
OG0000247	DR085_RS02360	DR097_RS00290
OG0000248	DR085_RS02385	DR097_RS00280
OG0000249	DR085_RS02390	DR097_RS00275
OG0000250	DR085_RS00015	DR097_RS00260
OG0000251	DR085_RS00045	DR097_RS00225
OG0000252	DR085_RS00055	DR097_RS00215
OG0000253	DR085_RS00060	DR097_RS00210
OG0000254	DR085_RS00070	DR097_RS00200
OG0000255	DR085_RS00075	DR097_RS00190
OG0000256	DR085_RS00080	DR097_RS00185
OG0000257	DR085_RS00105	DR097_RS00160
OG0000258	DR085_RS00115	DR097_RS00150
OG0000259	DR085_RS00145	DR097_RS00120
OG0000260	DR085_RS00155	DR097_RS00110
OG0000261	DR085_RS03635	DR097_RS04500
OG0000262	DR085_RS00180	DR097_RS00085
OG0000263	DR085_RS00195	DR097_RS00070
OG0000264	DR085_RS00210	DR097_RS00055
OG0000265	DR085_RS00220	DR097_RS00045
OG0000266	DR085_RS00235	DR097_RS00030
OG0000267	DR085_RS00250	DR097_RS00015
OG0000268	DR085_RS00255	DR097_RS00010
OG0000269	DR085_RS00270	DR097_RS03285
OG0000270	DR085_RS03815	DR097_RS04530
OG0000271	DR085_RS02505	DR097_RS00590
OG0000272	DR085_RS02510	DR097_RS00595
OG0000273	DR085_RS02515	DR097_RS00600
OG0000274	DR085_RS02530	DR097_RS00620
OG0000275	DR085_RS03820	DR097_RS04540
OG0000276	DR085_RS02540	DR097_RS00630
OG0000277	DR085_RS03825	DR097_RS00640
OG0000278	DR085_RS02555	DR097_RS00645
OG0000279	DR085_RS02565	DR097_RS00655
OG0000280	DR085_RS02570	DR097_RS00660
OG0000281	DR085_RS02575	DR097_RS00665
OG0000282	DR085_RS02600	DR097_RS04550
OG0000283	DR085_RS02605	DR097_RS00695
OG0000284	DR085_RS02610	DR097_RS00700
OG0000285	DR085_RS03840	DR097_RS04555
OG0000286	DR085_RS00925	DR097_RS01985
OG0000287	DR085_RS00900	DR097_RS02680
OG0000288	DR085_RS00890	DR097_RS02670
OG0000289	DR085_RS00885	DR097_RS02665
OG0000290	DR085_RS03270	DR097_RS01555
OG0000291	DR085_RS00785	DR097_RS01565
OG0000292	DR085_RS00790	DR097_RS01570
OG0000293	DR085_RS00795	DR097_RS01575
OG0000294	DR085_RS00805	DR097_RS03220
OG0000295	DR085_RS00810	DR097_RS03210
OG0000296	DR085_RS00850	DR097_RS02630
OG0000297	DR085_RS00855	DR097_RS02635
OG0000298	DR085_RS00010	DR097_RS00265
OG0000299	DR085_RS00030	DR097_RS00240
OG0000300	DR085_RS00205	DR097_RS00060
OG0000301	DR085_RS00240	DR097_RS00025
OG0000302	DR085_RS00245	DR097_RS00020
OG0000303	DR085_RS00380	DR097_RS02370
OG0000304	DR085_RS00415	DR097_RS02325
OG0000305	DR085_RS00565	DR097_RS01205
OG0000306	DR085_RS00650	DR097_RS01735
OG0000307	DR085_RS00685	DR097_RS01770
OG0000308	DR085_RS00765	DR097_RS01535
OG0000309	DR085_RS00820	DR097_RS03200
OG0000310	DR085_RS00895	DR097_RS02675
OG0000311	DR085_RS00945	DR097_RS01925
OG0000312	DR085_RS00965	DR097_RS01940
OG0000313	DR085_RS02700	DR097_RS03115
OG0000314	DR085_RS02785	DR097_RS00815
OG0000315	DR085_RS02755	DR097_RS00785
OG0000316	DR085_RS02745	DR097_RS00775
OG0000317	DR085_RS02870	DR097_RS02840
OG0000318	DR085_RS03900	DR097_RS04590
OG0000319	DR085_RS01915	DR097_RS02725
OG0000320	DR085_RS01850	DR097_RS02130
OG0000321	DR085_RS01785	DR097_RS01695
OG0000322	DR085_RS01740	DR097_RS01650
OG0000323	DR085_RS01610	DR097_RS03305
OG0000324	DR085_RS02115	DR097_RS03005
OG0000325	DR085_RS02075	DR097_RS01120
OG0000326	DR085_RS01980	DR097_RS01025
OG0000327	DR085_RS01975	DR097_RS01020
OG0000328	DR085_RS01045	DR097_RS00935
OG0000329	DR085_RS01065	DR097_RS00915
OG0000330	DR085_RS01250	DR097_RS00520
OG0000331	DR085_RS01370	DR097_RS01300
OG0000332	DR085_RS01470	DR097_RS01410
OG0000333	DR085_RS01480	DR097_RS01400
OG0000334	DR085_RS01545	DR097_RS03150
OG0000335	DR085_RS03720	DR097_RS03160
OG0000336	DR085_RS03835	DR097_RS04545
OG0000337	DR085_RS02220	DR097_RS02600
OG0000338	DR085_RS02260	DR097_RS03540
OG0000339	DR085_RS01830	DR097_RS02100
OG0000340	DR085_RS01805	DR097_RS01715
OG0000341	DR085_RS02135	DR097_RS03025
OG0000342	DR085_RS02045	DR097_RS01090
OG0000343	DR085_RS01490	DR097_RS01390
OG0000344	DR085_RS00395	DR097_RS02355
OG0000345	DR085_RS01180	DR097_RS02270
OG0000346	DR085_RS03830	DR097_RS04870
OG0000347	DR085_RS01715	DR097_RS01625
OG0000348	DR085_RS03760	DR097_RS01015
OG0000349	DR085_RS02520	DR097_RS04535
OG0000350	DR085_RS00655	DR097_RS01780
OG0000351	DR085_RS00330	DR097_RS03225
OG0000352	DR085_RS02815	DR097_RS00835
OG0000353	DR085_RS01745	DR097_RS01655
OG0000354	DR085_RS00450	DR097_RS03065
OG0000355	DR085_RS03855	DR097_RS04600
OG0000356	DR085_RS03870	DR097_RS04595
OG0000357	DR085_RS03705	DR097_RS04635
OG0000358	DR085_RS01455	DR097_RS01425
OG0000359	DR085_RS03765	DR097_RS04620
OG0000360	DR085_RS00110	DR097_RS00155
OG0000361	DR085_RS00140	DR097_RS00125
OG0000362	DR085_RS00875	DR097_RS02655
OG0000363	DR085_RS03935	DR097_RS04660
OG0000365	DR085_RS03915	DR097_RS04570
OG0000366	DR085_RS02840	DR097_RS02870
OG0000367	DR085_RS02850	DR097_RS02860
OG0000368	DR085_RS02325	DR097_RS02770
OG0000369	DR085_RS03780	DR097_RS04750
OG0000370	DR085_RS02285	DR097_RS02810
OG0000371	DR085_RS02280	DR097_RS02815
OG0000372	DR085_RS02275	DR097_RS02820
OG0000373	DR085_RS02250	DR097_RS02570
OG0000374	DR085_RS02240	DR097_RS02580
OG0000375	DR085_RS01920	DR097_RS02720
OG0000376	DR085_RS01865	DR097_RS02145
OG0000377	DR085_RS01855	DR097_RS02135
OG0000378	DR085_RS01820	DR097_RS00325
OG0000379	DR085_RS01750	DR097_RS01660
OG0000380	DR085_RS01725	DR097_RS01635
OG0000381	DR085_RS01685	DR097_RS01595
OG0000382	DR085_RS01655	DR097_RS03350
OG0000383	DR085_RS01615	DR097_RS03310
OG0000384	DR085_RS00335	DR097_RS03605
OG0000385	DR085_RS00340	DR097_RS02090
OG0000386	DR085_RS00360	DR097_RS02390
OG0000387	DR085_RS00385	DR097_RS02365
OG0000388	DR085_RS03645	DR097_RS04710
OG0000389	DR085_RS00430	DR097_RS03085
OG0000390	DR085_RS00545	DR097_RS01225
OG0000391	DR085_RS00555	DR097_RS01215
OG0000392	DR085_RS00580	DR097_RS01190
OG0000393	DR085_RS00635	DR097_RS04670
OG0000394	DR085_RS00700	DR097_RS01805
OG0000395	DR085_RS00705	DR097_RS01810
OG0000396	DR085_RS02710	DR097_RS01980
OG0000397	DR085_RS02665	DR097_RS00850
OG0000398	DR085_RS02660	DR097_RS00845
OG0000399	DR085_RS02770	DR097_RS00800
OG0000400	DR085_RS01415	DR097_RS01465
OG0000401	DR085_RS01475	DR097_RS01405
OG0000402	DR085_RS01485	DR097_RS01395
OG0000403	DR085_RS01495	DR097_RS01385
OG0000404	DR085_RS03710	DR097_RS01355
OG0000405	DR085_RS01530	DR097_RS01340
OG0000406	DR085_RS01560	DR097_RS03165
OG0000407	DR085_RS03725	DR097_RS04810
OG0000408	DR085_RS01570	DR097_RS03175
OG0000410	DR085_RS02955	DR097_RS02970
OG0000411	DR085_RS02945	DR097_RS02980
OG0000412	DR085_RS02940	DR097_RS02985
OG0000413	DR085_RS02185	DR097_RS02935
OG0000414	DR085_RS02175	DR097_RS02925
OG0000415	DR085_RS02170	DR097_RS02920
OG0000416	DR085_RS02160	DR097_RS02910
OG0000417	DR085_RS02130	DR097_RS03020
OG0000418	DR085_RS02125	DR097_RS03015
OG0000419	DR085_RS02065	DR097_RS01110
OG0000420	DR085_RS02030	DR097_RS01075
OG0000421	DR085_RS01995	DR097_RS01040
OG0000422	DR085_RS01985	DR097_RS01030
OG0000423	DR085_RS01005	DR097_RS00975
OG0000424	DR085_RS01010	DR097_RS00970
OG0000425	DR085_RS01020	DR097_RS00960
OG0000426	DR085_RS03680	DR097_RS04615
OG0000427	DR085_RS03685	DR097_RS04610
OG0000428	DR085_RS01075	DR097_RS00905
OG0000429	DR085_RS01170	DR097_RS02260
OG0000430	DR085_RS01215	DR097_RS02305
OG0000431	DR085_RS01225	DR097_RS02315
OG0000432	DR085_RS01245	DR097_RS00525
OG0000433	DR085_RS01255	DR097_RS00510
OG0000434	DR085_RS01260	DR097_RS00505
OG0000435	DR085_RS01275	DR097_RS00490
OG0000436	DR085_RS01315	DR097_RS00460
OG0000437	DR085_RS01325	DR097_RS00450
OG0000438	DR085_RS03700	DR097_RS00445
OG0000439	DR085_RS01335	DR097_RS04525
OG0000440	DR085_RS01350	DR097_RS04630
OG0000441	DR085_RS01390	DR097_RS03780
OG0000442	DR085_RS02355	DR097_RS00295
OG0000443	DR085_RS00025	DR097_RS00245
OG0000444	DR085_RS00040	DR097_RS00230
OG0000445	DR085_RS00065	DR097_RS00205
OG0000446	DR085_RS00090	DR097_RS00175
OG0000447	DR085_RS00095	DR097_RS00170
OG0000448	DR085_RS00125	DR097_RS00140
OG0000449	DR085_RS00150	DR097_RS00115
OG0000450	DR085_RS00160	DR097_RS00105
OG0000451	DR085_RS00200	DR097_RS00065
OG0000452	DR085_RS00225	DR097_RS00040
OG0000455	DR085_RS03810	DR097_RS00565
OG0000456	DR085_RS02595	DR097_RS00685
OG0000457	DR085_RS02620	DR097_RS00710
OG0000458	DR085_RS00905	DR097_RS02685
OG0000459	DR085_RS00880	DR097_RS02660
OG0000460	DR085_RS00870	DR097_RS02650
OG0000461	DR085_RS00825	DR097_RS03195
OG0000462	DR085_RS00830	DR097_RS03190
OG0000463	DR085_RS00835	DR097_RS03185
OG0000464	DR085_RS00840	DR097_RS02620
OG0000465	DR085_RS00845	DR097_RS02625
OG0000466	DR085_RS00230	DR097_RS00035
OG0000467	DR085_RS03670	DR097_RS04655
OG0000468	DR085_RS02775	DR097_RS00805
OG0000469	DR085_RS02995	DR097_RS00745
OG0000470	DR085_RS01000	DR097_RS03815
OG0000472	DR085_RS02645	DR097_RS02945
OG0000473	DR085_RS02495	DR097_RS00580
OG0000474	DR085_RS02490	DR097_RS00575
OG0000475	DR085_RS02485	DR097_RS00570
OG0000476	DR085_RS02450	DR097_RS02900
OG0000477	DR085_RS00800	DR097_RS03795
OG0000478	DR085_RS02545	DR097_RS00635
OG0000479	DR085_RS01790	DR097_RS01700
OG0000480	DR085_RS03170	DR097_RS03810
OG0000481	DR085_RS01960	DR097_RS01005
OG0000482	DR085_RS02100	DR097_RS00410
OG0000483	DR085_RS02855	DR097_RS02855
OG0000484	DR085_RS03630	DR097_RS04505
OG0000485	DR085_RS01320	DR097_RS00455
OG0000486	DR085_RS02150	DR097_RS03040
OG0000487	DR085_RS03905	DR097_RS04585
OG0000489	DR085_RS02315	DR097_RS02780
OG0000490	DR085_RS02255	DR097_RS03535
OG0000491	DR085_RS01770	DR097_RS01680
OG0000492	DR085_RS01695	DR097_RS01605
OG0000493	DR085_RS00400	DR097_RS02350
OG0000494	DR085_RS00455	DR097_RS03060
OG0000495	DR085_RS00610	DR097_RS01160
OG0000496	DR085_RS00620	DR097_RS01150
OG0000497	DR085_RS00625	DR097_RS01720
OG0000498	DR085_RS00695	DR097_RS01800
OG0000499	DR085_RS00740	DR097_RS01500
OG0000500	DR085_RS02655	DR097_RS00840
OG0000501	DR085_RS01425	DR097_RS01455
OG0000502	DR085_RS02090	DR097_RS00420
OG0000503	DR085_RS02015	DR097_RS01060
OG0000504	DR085_RS01055	DR097_RS00925
OG0000505	DR085_RS01090	DR097_RS02180
OG0000506	DR085_RS01100	DR097_RS02190
OG0000507	DR085_RS01135	DR097_RS02225
OG0000508	DR085_RS00085	DR097_RS00180
OG0000509	DR085_RS00120	DR097_RS00145
OG0000510	DR085_RS00130	DR097_RS00135
OG0000511	DR085_RS00265	DR097_RS03290
OG0000512	DR085_RS00865	DR097_RS02645
OG0000513	DR085_RS02560	DR097_RS00650
OG0000514	DR085_RS00585	DR097_RS01185
OG0000516	DR085_RS02970	DR097_RS04580
OG0000518	DR085_RS01465	DR097_RS01415
OG0000519	DR085_RS01990	DR097_RS01035
OG0000520	DR085_RS01070	DR097_RS00910
OG0000521	DR085_RS00100	DR097_RS00165
OG0000522	DR085_RS00135	DR097_RS00130
OG0000523	DR085_RS02625	DR097_RS00715
OG0000524	DR085_RS00760	DR097_RS01530
OG0000528	DR085_RS02980	DR097_RS04575
OG0000529	DR085_RS01905	DR097_RS02735
OG0000530	DR085_RS01840	DR097_RS02115
OG0000531	DR085_RS01720	DR097_RS01630
OG0000532	DR085_RS00490	DR097_RS03520
OG0000533	DR085_RS01235	DR097_RS03360
OG0000534	DR085_RS00215	DR097_RS00050
OG0000535	DR085_RS02310	DR097_RS04745
OG0000536	DR085_RS02425	DR097_RS03385
OG0000537	DR085_RS02050	DR097_RS01095
OG0000538	DR085_RS01265	DR097_RS00500
OG0000539	DR085_RS00050	DR097_RS00220
OG0000541	DR085_RS00725	DR097_RS01485
OG0000542	DR085_RS00185	DR097_RS00080
OG0000547	DR085_RS00535	DR097_RS04935
OG0000548	DR085_RS02705	DR097_RS03110
OG0000549	DR085_RS02650	DR097_RS04765
OG0000550	DR085_RS02525	DR097_RS00615
OG0000551	DR085_RS01380	DR097_RS01310
OG0000589	DR085_RS02910	DR097_RS03505
