Orthogroup	MFC_MF33_genes	MHP_98_genes
OG0000144	DR085_RS00550	GOM18_RS01160
OG0000145	DR085_RS00560	GOM18_RS01170
OG0000146	DR085_RS00570	GOM18_RS01180
OG0000147	DR085_RS00575	GOM18_RS01185
OG0000148	DR085_RS00590	GOM18_RS01200
OG0000149	DR085_RS00600	GOM18_RS01210
OG0000150	DR085_RS00615	GOM18_RS01225
OG0000151	DR085_RS00670	GOM18_RS03115
OG0000152	DR085_RS00675	GOM18_RS03110
OG0000153	DR085_RS00680	GOM18_RS03105
OG0000154	DR085_RS00690	GOM18_RS03095
OG0000155	DR085_RS00710	GOM18_RS02160
OG0000156	DR085_RS00730	GOM18_RS02150
OG0000157	DR085_RS03660	GOM18_RS04415
OG0000158	DR085_RS03665	GOM18_RS04410
OG0000159	DR085_RS00970	GOM18_RS01915
OG0000160	DR085_RS00975	GOM18_RS01910
OG0000161	DR085_RS00985	GOM18_RS01905
OG0000162	DR085_RS02725	GOM18_RS01895
OG0000163	DR085_RS02720	GOM18_RS01890
OG0000164	DR085_RS03860	GOM18_RS03635
OG0000165	DR085_RS02810	GOM18_RS03260
OG0000166	DR085_RS02780	GOM18_RS02185
OG0000167	DR085_RS02765	GOM18_RS02200
OG0000168	DR085_RS02760	GOM18_RS02205
OG0000169	DR085_RS01405	GOM18_RS01040
OG0000170	DR085_RS01420	GOM18_RS01025
OG0000171	DR085_RS01430	GOM18_RS01015
OG0000172	DR085_RS01435	GOM18_RS01010
OG0000173	DR085_RS01440	GOM18_RS01005
OG0000174	DR085_RS01445	GOM18_RS01000
OG0000175	DR085_RS01460	GOM18_RS00985
OG0000176	DR085_RS01500	GOM18_RS00935
OG0000177	DR085_RS01505	GOM18_RS00930
OG0000178	DR085_RS01510	GOM18_RS00925
OG0000179	DR085_RS01520	GOM18_RS00915
OG0000180	DR085_RS01525	GOM18_RS00910
OG0000181	DR085_RS03715	GOM18_RS04365
OG0000182	DR085_RS01550	GOM18_RS00860
OG0000183	DR085_RS01585	GOM18_RS00825
OG0000184	DR085_RS02950	GOM18_RS00780
OG0000185	DR085_RS02935	GOM18_RS00795
OG0000186	DR085_RS02180	GOM18_RS04465
OG0000187	DR085_RS02165	GOM18_RS02595
OG0000188	DR085_RS02155	GOM18_RS02585
OG0000189	DR085_RS03775	GOM18_RS04445
OG0000190	DR085_RS02140	GOM18_RS02440
OG0000191	DR085_RS02120	GOM18_RS02420
OG0000192	DR085_RS02110	GOM18_RS03170
OG0000193	DR085_RS02095	GOM18_RS03155
OG0000194	DR085_RS02085	GOM18_RS00120
OG0000195	DR085_RS02080	GOM18_RS00125
OG0000196	DR085_RS03770	GOM18_RS00145
OG0000197	DR085_RS02055	GOM18_RS00150
OG0000198	DR085_RS02040	GOM18_RS00165
OG0000199	DR085_RS02035	GOM18_RS00170
OG0000200	DR085_RS02020	GOM18_RS00185
OG0000201	DR085_RS02010	GOM18_RS00195
OG0000202	DR085_RS01955	GOM18_RS00250
OG0000203	DR085_RS01950	GOM18_RS00255
OG0000204	DR085_RS03675	GOM18_RS00260
OG0000205	DR085_RS00995	GOM18_RS00265
OG0000206	DR085_RS01015	GOM18_RS00285
OG0000207	DR085_RS01030	GOM18_RS00300
OG0000208	DR085_RS01035	GOM18_RS00305
OG0000209	DR085_RS01040	GOM18_RS00310
OG0000210	DR085_RS01085	GOM18_RS00360
OG0000211	DR085_RS01095	GOM18_RS01855
OG0000212	DR085_RS01105	GOM18_RS01845
OG0000213	DR085_RS01110	GOM18_RS01840
OG0000214	DR085_RS01115	GOM18_RS01835
OG0000215	DR085_RS01120	GOM18_RS01830
OG0000216	DR085_RS01125	GOM18_RS01825
OG0000217	DR085_RS01130	GOM18_RS01820
OG0000218	DR085_RS03695	GOM18_RS01810
OG0000219	DR085_RS01145	GOM18_RS01805
OG0000220	DR085_RS01150	GOM18_RS01800
OG0000221	DR085_RS01155	GOM18_RS01795
OG0000222	DR085_RS01160	GOM18_RS01790
OG0000223	DR085_RS01165	GOM18_RS01785
OG0000224	DR085_RS01175	GOM18_RS01775
OG0000225	DR085_RS01185	GOM18_RS01765
OG0000226	DR085_RS01190	GOM18_RS01760
OG0000227	DR085_RS01195	GOM18_RS01755
OG0000228	DR085_RS03930	GOM18_RS04580
OG0000229	DR085_RS01205	GOM18_RS01745
OG0000230	DR085_RS01210	GOM18_RS01740
OG0000231	DR085_RS01220	GOM18_RS01730
OG0000232	DR085_RS01230	GOM18_RS01720
OG0000233	DR085_RS01240	GOM18_RS02880
OG0000234	DR085_RS01270	GOM18_RS02915
OG0000235	DR085_RS01280	GOM18_RS02925
OG0000236	DR085_RS01285	GOM18_RS02930
OG0000237	DR085_RS01305	GOM18_RS02935
OG0000238	DR085_RS01310	GOM18_RS02940
OG0000239	DR085_RS01340	GOM18_RS01115
OG0000240	DR085_RS01345	GOM18_RS01110
OG0000241	DR085_RS01355	GOM18_RS01100
OG0000242	DR085_RS01360	GOM18_RS01095
OG0000243	DR085_RS01365	GOM18_RS01090
OG0000244	DR085_RS01375	GOM18_RS01080
OG0000245	DR085_RS01385	GOM18_RS01070
OG0000246	DR085_RS02350	GOM18_RS01250
OG0000247	DR085_RS02360	GOM18_RS01260
OG0000248	DR085_RS02385	GOM18_RS01270
OG0000249	DR085_RS02390	GOM18_RS01275
OG0000250	DR085_RS00015	GOM18_RS01290
OG0000251	DR085_RS00045	GOM18_RS01320
OG0000252	DR085_RS00055	GOM18_RS01330
OG0000253	DR085_RS00060	GOM18_RS01335
OG0000254	DR085_RS00070	GOM18_RS01345
OG0000255	DR085_RS00075	GOM18_RS01350
OG0000256	DR085_RS00080	GOM18_RS01355
OG0000257	DR085_RS00105	GOM18_RS01380
OG0000258	DR085_RS00115	GOM18_RS01390
OG0000259	DR085_RS00145	GOM18_RS01420
OG0000260	DR085_RS00155	GOM18_RS01430
OG0000261	DR085_RS03635	GOM18_RS04390
OG0000262	DR085_RS00180	GOM18_RS01455
OG0000263	DR085_RS00195	GOM18_RS01470
OG0000264	DR085_RS00210	GOM18_RS01485
OG0000265	DR085_RS00220	GOM18_RS01495
OG0000266	DR085_RS00235	GOM18_RS01510
OG0000267	DR085_RS00250	GOM18_RS01525
OG0000268	DR085_RS00255	GOM18_RS01530
OG0000269	DR085_RS00270	GOM18_RS01545
OG0000270	DR085_RS03815	GOM18_RS04280
OG0000271	DR085_RS02505	GOM18_RS00450
OG0000272	DR085_RS02510	GOM18_RS00445
OG0000273	DR085_RS02515	GOM18_RS00440
OG0000274	DR085_RS02530	GOM18_RS00420
OG0000275	DR085_RS03820	GOM18_RS04270
OG0000276	DR085_RS02540	GOM18_RS00410
OG0000277	DR085_RS03825	GOM18_RS00400
OG0000278	DR085_RS02555	GOM18_RS00395
OG0000279	DR085_RS02565	GOM18_RS00385
OG0000280	DR085_RS02570	GOM18_RS00380
OG0000281	DR085_RS02575	GOM18_RS00375
OG0000282	DR085_RS02600	GOM18_RS04310
OG0000283	DR085_RS02605	GOM18_RS00705
OG0000284	DR085_RS02610	GOM18_RS00710
OG0000285	DR085_RS03840	GOM18_RS04315
OG0000286	DR085_RS00925	GOM18_RS01875
OG0000287	DR085_RS00900	GOM18_RS01965
OG0000288	DR085_RS00890	GOM18_RS01975
OG0000289	DR085_RS00885	GOM18_RS01980
OG0000290	DR085_RS03270	GOM18_RS02090
OG0000291	DR085_RS00785	GOM18_RS02080
OG0000292	DR085_RS00790	GOM18_RS02075
OG0000293	DR085_RS00795	GOM18_RS02070
OG0000294	DR085_RS00805	GOM18_RS02060
OG0000295	DR085_RS00810	GOM18_RS02055
OG0000296	DR085_RS00850	GOM18_RS02015
OG0000297	DR085_RS00855	GOM18_RS02010
OG0000298	DR085_RS00010	GOM18_RS01285
OG0000299	DR085_RS00030	GOM18_RS03940
OG0000300	DR085_RS00205	GOM18_RS01480
OG0000301	DR085_RS00240	GOM18_RS01515
OG0000302	DR085_RS00245	GOM18_RS01520
OG0000303	DR085_RS00380	GOM18_RS01665
OG0000304	DR085_RS00415	GOM18_RS01710
OG0000305	DR085_RS00565	GOM18_RS01175
OG0000306	DR085_RS00650	GOM18_RS03130
OG0000307	DR085_RS00685	GOM18_RS03100
OG0000308	DR085_RS00765	GOM18_RS02110
OG0000309	DR085_RS00820	GOM18_RS02045
OG0000310	DR085_RS00895	GOM18_RS01970
OG0000311	DR085_RS00945	GOM18_RS01935
OG0000312	DR085_RS00965	GOM18_RS01920
OG0000313	DR085_RS02700	GOM18_RS03620
OG0000314	DR085_RS02785	GOM18_RS03245
OG0000315	DR085_RS02755	GOM18_RS02210
OG0000316	DR085_RS02745	GOM18_RS02220
OG0000317	DR085_RS02870	GOM18_RS02315
OG0000318	DR085_RS03900	GOM18_RS04425
OG0000319	DR085_RS01915	GOM18_RS02375
OG0000320	DR085_RS01850	GOM18_RS02500
OG0000321	DR085_RS01785	GOM18_RS02820
OG0000322	DR085_RS01740	GOM18_RS02780
OG0000323	DR085_RS01610	GOM18_RS02625
OG0000324	DR085_RS02115	GOM18_RS02415
OG0000325	DR085_RS02075	GOM18_RS00130
OG0000326	DR085_RS01980	GOM18_RS00225
OG0000327	DR085_RS01975	GOM18_RS00230
OG0000328	DR085_RS01045	GOM18_RS00315
OG0000329	DR085_RS01065	GOM18_RS00335
OG0000330	DR085_RS01250	GOM18_RS02890
OG0000331	DR085_RS01370	GOM18_RS01085
OG0000332	DR085_RS01470	GOM18_RS00975
OG0000333	DR085_RS01480	GOM18_RS00965
OG0000334	DR085_RS01545	GOM18_RS00865
OG0000335	DR085_RS03720	GOM18_RS00855
OG0000336	DR085_RS03835	GOM18_RS04265
OG0000337	DR085_RS02220	GOM18_RS00535
OG0000338	DR085_RS02260	GOM18_RS00575
OG0000339	DR085_RS01830	GOM18_RS02475
OG0000340	DR085_RS01805	GOM18_RS02840
OG0000341	DR085_RS02135	GOM18_RS02435
OG0000342	DR085_RS02045	GOM18_RS00160
OG0000343	DR085_RS01490	GOM18_RS00955
OG0000344	DR085_RS00395	GOM18_RS01680
OG0000345	DR085_RS01180	GOM18_RS01770
OG0000346	DR085_RS03830	GOM18_RS00370
OG0000347	DR085_RS01715	GOM18_RS02755
OG0000348	DR085_RS03760	GOM18_RS00235
OG0000349	DR085_RS02520	GOM18_RS04275
OG0000350	DR085_RS00655	GOM18_RS03090
OG0000351	DR085_RS00330	GOM18_RS01600
OG0000352	DR085_RS02815	GOM18_RS03265
OG0000353	DR085_RS01745	GOM18_RS02785
OG0000354	DR085_RS00450	GOM18_RS03455
OG0000355	DR085_RS03855	GOM18_RS04535
OG0000356	DR085_RS03870	GOM18_RS04420
OG0000357	DR085_RS03705	GOM18_RS04370
OG0000358	DR085_RS01455	GOM18_RS00990
OG0000359	DR085_RS03765	GOM18_RS04245
OG0000360	DR085_RS00110	GOM18_RS01385
OG0000361	DR085_RS00140	GOM18_RS01415
OG0000362	DR085_RS00875	GOM18_RS01990
OG0000363	DR085_RS03935	GOM18_RS04485
OG0000365	DR085_RS03915	GOM18_RS04440
OG0000366	DR085_RS02840	GOM18_RS02285
OG0000367	DR085_RS02850	GOM18_RS02295
OG0000368	DR085_RS02325	GOM18_RS00640
OG0000369	DR085_RS03780	GOM18_RS04300
OG0000370	DR085_RS02285	GOM18_RS00600
OG0000371	DR085_RS02280	GOM18_RS00595
OG0000372	DR085_RS02275	GOM18_RS00590
OG0000373	DR085_RS02250	GOM18_RS00565
OG0000374	DR085_RS02240	GOM18_RS00555
OG0000375	DR085_RS01920	GOM18_RS02370
OG0000376	DR085_RS01865	GOM18_RS02515
OG0000377	DR085_RS01855	GOM18_RS02505
OG0000378	DR085_RS01820	GOM18_RS02860
OG0000380	DR085_RS01725	GOM18_RS02765
OG0000381	DR085_RS01685	GOM18_RS02725
OG0000382	DR085_RS01655	GOM18_RS02695
OG0000383	DR085_RS01615	GOM18_RS02630
OG0000384	DR085_RS00335	GOM18_RS01620
OG0000385	DR085_RS00340	GOM18_RS01625
OG0000386	DR085_RS00360	GOM18_RS01645
OG0000387	DR085_RS00385	GOM18_RS01670
OG0000388	DR085_RS03645	GOM18_RS04395
OG0000389	DR085_RS00430	GOM18_RS03480
OG0000390	DR085_RS00545	GOM18_RS01155
OG0000391	DR085_RS00555	GOM18_RS01165
OG0000392	DR085_RS00580	GOM18_RS01190
OG0000393	DR085_RS00635	GOM18_RS04515
OG0000395	DR085_RS00705	GOM18_RS02165
OG0000396	DR085_RS02710	GOM18_RS01880
OG0000397	DR085_RS02665	GOM18_RS03280
OG0000398	DR085_RS02660	GOM18_RS03275
OG0000399	DR085_RS02770	GOM18_RS02195
OG0000400	DR085_RS01415	GOM18_RS01030
OG0000401	DR085_RS01475	GOM18_RS00970
OG0000402	DR085_RS01485	GOM18_RS00960
OG0000403	DR085_RS01495	GOM18_RS00950
OG0000404	DR085_RS03710	GOM18_RS00920
OG0000405	DR085_RS01530	GOM18_RS00905
OG0000406	DR085_RS01560	GOM18_RS00850
OG0000407	DR085_RS03725	GOM18_RS04360
OG0000408	DR085_RS01570	GOM18_RS00840
OG0000409	DR085_RS01575	GOM18_RS00835
OG0000410	DR085_RS02955	GOM18_RS00775
OG0000411	DR085_RS02945	GOM18_RS00785
OG0000412	DR085_RS02940	GOM18_RS00790
OG0000413	DR085_RS02185	GOM18_RS02615
OG0000414	DR085_RS02175	GOM18_RS02605
OG0000415	DR085_RS02170	GOM18_RS02600
OG0000416	DR085_RS02160	GOM18_RS02590
OG0000417	DR085_RS02130	GOM18_RS02430
OG0000418	DR085_RS02125	GOM18_RS02425
OG0000419	DR085_RS02065	GOM18_RS00140
OG0000420	DR085_RS02030	GOM18_RS00175
OG0000421	DR085_RS01995	GOM18_RS00210
OG0000422	DR085_RS01985	GOM18_RS00220
OG0000423	DR085_RS01005	GOM18_RS00275
OG0000424	DR085_RS01010	GOM18_RS00280
OG0000425	DR085_RS01020	GOM18_RS00290
OG0000426	DR085_RS03680	GOM18_RS04250
OG0000427	DR085_RS03685	GOM18_RS04255
OG0000428	DR085_RS01075	GOM18_RS00345
OG0000429	DR085_RS01170	GOM18_RS01780
OG0000430	DR085_RS01215	GOM18_RS01735
OG0000431	DR085_RS01225	GOM18_RS01725
OG0000432	DR085_RS01245	GOM18_RS02885
OG0000433	DR085_RS01255	GOM18_RS02900
OG0000434	DR085_RS01260	GOM18_RS02905
OG0000435	DR085_RS01275	GOM18_RS02920
OG0000436	DR085_RS01315	GOM18_RS02945
OG0000437	DR085_RS01325	GOM18_RS02955
OG0000438	DR085_RS03700	GOM18_RS02960
OG0000439	DR085_RS01335	GOM18_RS04495
OG0000440	DR085_RS01350	GOM18_RS04375
OG0000441	DR085_RS01390	GOM18_RS01065
OG0000442	DR085_RS02355	GOM18_RS01255
OG0000443	DR085_RS00025	GOM18_RS01300
OG0000444	DR085_RS00040	GOM18_RS01315
OG0000445	DR085_RS00065	GOM18_RS03665
OG0000446	DR085_RS00090	GOM18_RS01365
OG0000447	DR085_RS00095	GOM18_RS01370
OG0000448	DR085_RS00125	GOM18_RS01400
OG0000449	DR085_RS00150	GOM18_RS01425
OG0000450	DR085_RS00160	GOM18_RS01435
OG0000451	DR085_RS00200	GOM18_RS01475
OG0000452	DR085_RS00225	GOM18_RS01500
OG0000453	DR085_RS00260	GOM18_RS01535
OG0000455	DR085_RS03810	GOM18_RS00475
OG0000456	DR085_RS02595	GOM18_RS00695
OG0000457	DR085_RS02620	GOM18_RS00720
OG0000458	DR085_RS00905	GOM18_RS01960
OG0000459	DR085_RS00880	GOM18_RS01985
OG0000460	DR085_RS00870	GOM18_RS01995
OG0000461	DR085_RS00825	GOM18_RS02040
OG0000462	DR085_RS00830	GOM18_RS02035
OG0000463	DR085_RS00835	GOM18_RS02030
OG0000464	DR085_RS00840	GOM18_RS02025
OG0000465	DR085_RS00845	GOM18_RS02020
OG0000466	DR085_RS00230	GOM18_RS01505
OG0000467	DR085_RS03670	GOM18_RS04400
OG0000468	DR085_RS02775	GOM18_RS02190
OG0000469	DR085_RS02995	GOM18_RS02250
OG0000470	DR085_RS01000	GOM18_RS00270
OG0000471	DR085_RS01080	GOM18_RS00350
OG0000472	DR085_RS02645	GOM18_RS00765
OG0000473	DR085_RS02495	GOM18_RS00460
OG0000474	DR085_RS02490	GOM18_RS00465
OG0000475	DR085_RS02485	GOM18_RS00470
OG0000476	DR085_RS02450	GOM18_RS02580
OG0000477	DR085_RS00800	GOM18_RS02065
OG0000478	DR085_RS02545	GOM18_RS00405
OG0000479	DR085_RS01790	GOM18_RS02825
OG0000480	DR085_RS03170	GOM18_RS02255
OG0000481	DR085_RS01960	GOM18_RS00245
OG0000482	DR085_RS02100	GOM18_RS03160
OG0000483	DR085_RS02855	GOM18_RS02300
OG0000484	DR085_RS03630	GOM18_RS04385
OG0000485	DR085_RS01320	GOM18_RS02950
OG0000486	DR085_RS02150	GOM18_RS02450
OG0000487	DR085_RS03905	GOM18_RS04430
OG0000488	DR085_RS02825	GOM18_RS02270
OG0000489	DR085_RS02315	GOM18_RS00630
OG0000490	DR085_RS02255	GOM18_RS00570
OG0000491	DR085_RS01770	GOM18_RS02805
OG0000492	DR085_RS01695	GOM18_RS02735
OG0000493	DR085_RS00400	GOM18_RS01685
OG0000494	DR085_RS00455	GOM18_RS03450
OG0000495	DR085_RS00610	GOM18_RS01220
OG0000496	DR085_RS00620	GOM18_RS01230
OG0000497	DR085_RS00625	GOM18_RS01235
OG0000498	DR085_RS00695	GOM18_RS03070
OG0000499	DR085_RS00740	GOM18_RS02140
OG0000500	DR085_RS02655	GOM18_RS03270
OG0000501	DR085_RS01425	GOM18_RS01020
OG0000502	DR085_RS02090	GOM18_RS03150
OG0000503	DR085_RS02015	GOM18_RS00190
OG0000504	DR085_RS01055	GOM18_RS00325
OG0000505	DR085_RS01090	GOM18_RS01860
OG0000506	DR085_RS01100	GOM18_RS01850
OG0000507	DR085_RS01135	GOM18_RS01815
OG0000508	DR085_RS00085	GOM18_RS01360
OG0000509	DR085_RS00120	GOM18_RS01395
OG0000510	DR085_RS00130	GOM18_RS01405
OG0000511	DR085_RS00265	GOM18_RS01540
OG0000512	DR085_RS00865	GOM18_RS02000
OG0000513	DR085_RS02560	GOM18_RS00390
OG0000514	DR085_RS00585	GOM18_RS01195
OG0000516	DR085_RS02970	GOM18_RS04435
OG0000517	DR085_RS02330	GOM18_RS00645
OG0000518	DR085_RS01465	GOM18_RS00980
OG0000519	DR085_RS01990	GOM18_RS00215
OG0000520	DR085_RS01070	GOM18_RS00340
OG0000521	DR085_RS00100	GOM18_RS01375
OG0000522	DR085_RS00135	GOM18_RS01410
OG0000523	DR085_RS02625	GOM18_RS00725
OG0000524	DR085_RS00760	GOM18_RS02115
OG0000528	DR085_RS02980	GOM18_RS02240
OG0000529	DR085_RS01905	GOM18_RS02385
OG0000530	DR085_RS01840	GOM18_RS02485
OG0000531	DR085_RS01720	GOM18_RS02760
OG0000532	DR085_RS00490	GOM18_RS03550
OG0000534	DR085_RS00215	GOM18_RS01490
OG0000535	DR085_RS02310	GOM18_RS04305
OG0000536	DR085_RS02425	GOM18_RS00505
OG0000537	DR085_RS02050	GOM18_RS00155
OG0000538	DR085_RS01265	GOM18_RS02910
OG0000539	DR085_RS00050	GOM18_RS01325
OG0000541	DR085_RS00725	GOM18_RS02155
OG0000542	DR085_RS00185	GOM18_RS01460
OG0000547	DR085_RS00535	GOM18_RS01145
OG0000548	DR085_RS02705	GOM18_RS03615
OG0000549	DR085_RS02650	GOM18_RS04350
OG0000550	DR085_RS02525	GOM18_RS00425
OG0000551	DR085_RS01380	GOM18_RS01075
OG0000555	DR085_RS03230	GOM18_RS03930
OG0000602	DR085_RS02820	GOM18_RS02265
