Orthogroup	MHP_ES2_genes	MHP_MHP682_genes
OG0000016	E5E95_RS00160	DR097_RS00270
OG0000017	E5E95_RS00145	DR097_RS00285
OG0000017	E5E95_RS03050	DR097_RS01175
OG0000018	E5E95_RS02480	DR097_RS04695
OG0000019	E5E95_RS04175, E5E95_RS04180	DR097_RS03615
OG0000020	E5E95_RS03770	DR097_RS04835
OG0000021	E5E95_RS01875, E5E95_RS03845, E5E95_RS03755, E5E95_RS00510	DR097_RS03390
OG0000022	E5E95_RS01770	DR097_RS01895
OG0000022	E5E95_RS01825	DR097_RS04680
OG0000023	E5E95_RS01335	DR097_RS01710
OG0000023	E5E95_RS01720, E5E95_RS04100, E5E95_RS04110, E5E95_RS04105	DR097_RS02020
OG0000024	E5E95_RS02945	DR097_RS01795
OG0000024	E5E95_RS01290	DR097_RS00345
OG0000025	E5E95_RS01775	DR097_RS04685
OG0000025	E5E95_RS01820	DR097_RS01845
OG0000026	E5E95_RS01380	DR097_RS01665
OG0000026	E5E95_RS01800	DR097_RS01865
OG0000027	E5E95_RS03560	DR097_RS02965
OG0000027	E5E95_RS03575	DR097_RS04560
OG0000028	E5E95_RS02625	DR097_RS04690
OG0000028	E5E95_RS02620	DR097_RS02880, DR097_RS01995
OG0000029	E5E95_RS01100	DR097_RS02335
OG0000030	E5E95_RS03550	DR097_RS04775
OG0000030	E5E95_RS03570	DR097_RS04565
OG0000031	E5E95_RS01625	DR097_RS03120
OG0000032	E5E95_RS03995	DR097_RS04795
OG0000032	E5E95_RS03565	DR097_RS00730
OG0000034	E5E95_RS04045	DR097_RS03640
OG0000034	E5E95_RS04050	DR097_RS04475
OG0000035	E5E95_RS03395	DR097_RS04085
OG0000036	E5E95_RS00105	DR097_RS02435
OG0000036	E5E95_RS00120	DR097_RS02415
OG0000037	E5E95_RS04000	DR097_RS04800
OG0000039	E5E95_RS01650	DR097_RS04950
OG0000040	E5E95_RS03495	DR097_RS03560
OG0000041	E5E95_RS00670	DR097_RS03645
OG0000042	E5E95_RS03140	DR097_RS01265
OG0000043	E5E95_RS02030	DR097_RS00855
OG0000044	E5E95_RS04290	DR097_RS04900
OG0000045	E5E95_RS01655	DR097_RS03525
OG0000046	E5E95_RS03505	DR097_RS04785
OG0000047	E5E95_RS01725	DR097_RS02010
OG0000048	E5E95_RS02215	DR097_RS02830
OG0000049	E5E95_RS03260	DR097_RS01470
OG0000050	E5E95_RS02655	DR097_RS01960
OG0000051	E5E95_RS02855	DR097_RS01545
OG0000052	E5E95_RS00075	DR097_RS02480
OG0000053	E5E95_RS01465	DR097_RS04845
OG0000054	E5E95_RS02680	DR097_RS01935
OG0000055	E5E95_RS00125	DR097_RS00305
OG0000056	E5E95_RS03750	DR097_RS00545
OG0000057	E5E95_RS03125	DR097_RS01250
OG0000058	E5E95_RS01660	DR097_RS02085
OG0000059	E5E95_RS02510	DR097_RS04190
OG0000060	E5E95_RS01215	DR097_RS00425
OG0000061	E5E95_RS01980	DR097_RS02500
OG0000062	E5E95_RS03805	DR097_RS02590
OG0000063	E5E95_RS03800	DR097_RS04735
OG0000064	E5E95_RS03790	DR097_RS02605
OG0000065	E5E95_RS02365	DR097_RS02745
OG0000066	E5E95_RS01370	DR097_RS01675
OG0000067	E5E95_RS00525	DR097_RS02405
OG0000068	E5E95_RS00645	DR097_RS03055
OG0000069	E5E95_RS03015	DR097_RS01725
OG0000070	E5E95_RS02685	DR097_RS01930
OG0000071	E5E95_RS03485	DR097_RS03575
OG0000072	E5E95_RS03490	DR097_RS03580, DR097_RS04860
OG0000073	E5E95_RS00705	DR097_RS01115
OG0000074	E5E95_RS00900	DR097_RS04605
OG0000075	E5E95_RS00340	DR097_RS00090
OG0000076	E5E95_RS00355	DR097_RS00075
OG0000077	E5E95_RS00445	DR097_RS03275
OG0000078	E5E95_RS01790	DR097_RS01875
OG0000079	E5E95_RS02760	DR097_RS02640
OG0000080	E5E95_RS03935	DR097_RS04360
OG0000081	E5E95_RS00335	DR097_RS00095
OG0000082	E5E95_RS02605	DR097_RS02165
OG0000083	E5E95_RS02140	DR097_RS00750
OG0000084	E5E95_RS02165	DR097_RS03685
OG0000085	E5E95_RS02170	DR097_RS02875
OG0000086	E5E95_RS02180	DR097_RS02865
OG0000087	E5E95_RS02195	DR097_RS02850
OG0000088	E5E95_RS02200	DR097_RS02845
OG0000089	E5E95_RS02210	DR097_RS02835
OG0000090	E5E95_RS00070	DR097_RS02485
OG0000091	E5E95_RS00055	DR097_RS02775
OG0000092	E5E95_RS00040	DR097_RS02790
OG0000093	E5E95_RS00035	DR097_RS02795
OG0000094	E5E95_RS00030	DR097_RS02800
OG0000095	E5E95_RS00005	DR097_RS03550
OG0000096	E5E95_RS03840	DR097_RS03545
OG0000097	E5E95_RS03820	DR097_RS02575
OG0000098	E5E95_RS03810	DR097_RS02585
OG0000099	E5E95_RS03760	DR097_RS03665
OG0000100	E5E95_RS03740	DR097_RS00555
OG0000101	E5E95_RS03735	DR097_RS00560
OG0000102	E5E95_RS01815	DR097_RS01850
OG0000103	E5E95_RS02330	DR097_RS02710
OG0000104	E5E95_RS02335	DR097_RS02715
OG0000105	E5E95_RS02350	DR097_RS02730
OG0000106	E5E95_RS02360	DR097_RS02740
OG0000107	E5E95_RS02370	DR097_RS02750
OG0000108	E5E95_RS02375	DR097_RS02755
OG0000109	E5E95_RS02380	DR097_RS02760
OG0000110	E5E95_RS02595	DR097_RS02155
OG0000111	E5E95_RS02590	DR097_RS02150
OG0000112	E5E95_RS02580	DR097_RS02140
OG0000113	E5E95_RS02560	DR097_RS04705
OG0000114	E5E95_RS04300	DR097_RS02110
OG0000115	E5E95_RS02535	DR097_RS02095
OG0000116	E5E95_RS01315	DR097_RS00320
OG0000117	E5E95_RS01320	DR097_RS00315
OG0000118	E5E95_RS01355	DR097_RS01690
OG0000119	E5E95_RS01360	DR097_RS01685
OG0000120	E5E95_RS01375	DR097_RS01670
OG0000121	E5E95_RS01400	DR097_RS01645
OG0000122	E5E95_RS01405	DR097_RS01640
OG0000123	E5E95_RS01425	DR097_RS01620
OG0000124	E5E95_RS01430	DR097_RS01615
OG0000125	E5E95_RS01435	DR097_RS01610
OG0000126	E5E95_RS01445	DR097_RS01600
OG0000127	E5E95_RS01455	DR097_RS01590
OG0000128	E5E95_RS01470	DR097_RS03460
OG0000129	E5E95_RS01475	DR097_RS03355
OG0000130	E5E95_RS01485	DR097_RS03345
OG0000131	E5E95_RS01515	DR097_RS04820
OG0000132	E5E95_RS01530	DR097_RS04815
OG0000133	E5E95_RS00530	DR097_RS02400
OG0000134	E5E95_RS00535	DR097_RS02395
OG0000135	E5E95_RS00550	DR097_RS02380
OG0000136	E5E95_RS00555	DR097_RS02375
OG0000137	E5E95_RS00585	DR097_RS02345
OG0000138	E5E95_RS00620	DR097_RS03080
OG0000139	E5E95_RS00650	DR097_RS03050
OG0000140	E5E95_RS00655	DR097_RS03045
OG0000141	E5E95_RS03135	DR097_RS01260
OG0000142	E5E95_RS03130	DR097_RS04625
OG0000143	E5E95_RS03105	DR097_RS01230
OG0000144	E5E95_RS03095	DR097_RS01220
OG0000145	E5E95_RS03085	DR097_RS01210
OG0000146	E5E95_RS03075	DR097_RS01200
OG0000147	E5E95_RS03070	DR097_RS01195
OG0000148	E5E95_RS03055	DR097_RS01180
OG0000149	E5E95_RS03045	DR097_RS01170
OG0000150	E5E95_RS03030	DR097_RS01155
OG0000151	E5E95_RS02985	DR097_RS01755
OG0000152	E5E95_RS02980	DR097_RS01760
OG0000153	E5E95_RS02975	DR097_RS01765
OG0000154	E5E95_RS02965	DR097_RS01775
OG0000155	E5E95_RS02925	DR097_RS01820
OG0000156	E5E95_RS02915	DR097_RS01490
OG0000157	E5E95_RS02910	DR097_RS04640
OG0000158	E5E95_RS02905	DR097_RS04645
OG0000159	E5E95_RS04310	DR097_RS04905
OG0000160	E5E95_RS02665	DR097_RS01950
OG0000161	E5E95_RS02660	DR097_RS01955
OG0000162	E5E95_RS02650	DR097_RS01965
OG0000163	E5E95_RS02645	DR097_RS01970
OG0000164	E5E95_RS01630	DR097_RS03125
OG0000165	E5E95_RS02055	DR097_RS00830
OG0000166	E5E95_RS02080	DR097_RS00810
OG0000167	E5E95_RS02095	DR097_RS00795
OG0000168	E5E95_RS02100	DR097_RS00790
OG0000169	E5E95_RS03255	DR097_RS01475
OG0000170	E5E95_RS03270	DR097_RS01460
OG0000171	E5E95_RS03280	DR097_RS01450
OG0000172	E5E95_RS03285	DR097_RS01445
OG0000173	E5E95_RS03290	DR097_RS01440
OG0000174	E5E95_RS03295	DR097_RS01435
OG0000175	E5E95_RS03310	DR097_RS01420
OG0000176	E5E95_RS03360	DR097_RS01370
OG0000177	E5E95_RS03365	DR097_RS01365
OG0000178	E5E95_RS03370	DR097_RS01360
OG0000179	E5E95_RS03380	DR097_RS01350
OG0000180	E5E95_RS03385	DR097_RS01345
OG0000181	E5E95_RS03435	DR097_RS04805
OG0000182	E5E95_RS03445	DR097_RS03155
OG0000183	E5E95_RS03480	DR097_RS03570
OG0000184	E5E95_RS03525	DR097_RS02975
OG0000185	E5E95_RS03510	DR097_RS02990
OG0000186	E5E95_RS01540	DR097_RS04760
OG0000187	E5E95_RS01555	DR097_RS02915
OG0000188	E5E95_RS01565	DR097_RS02905
OG0000189	E5E95_RS02415	DR097_RS04790
OG0000190	E5E95_RS02410	DR097_RS03030
OG0000191	E5E95_RS02390	DR097_RS03010
OG0000192	E5E95_RS01235	DR097_RS00400
OG0000193	E5E95_RS01225	DR097_RS00415
OG0000194	E5E95_RS00690	DR097_RS01130
OG0000195	E5E95_RS00695	DR097_RS01125
OG0000196	E5E95_RS00715	DR097_RS01105
OG0000197	E5E95_RS00720	DR097_RS01100
OG0000198	E5E95_RS00735	DR097_RS01085
OG0000199	E5E95_RS00740	DR097_RS01080
OG0000200	E5E95_RS00755	DR097_RS01065
OG0000201	E5E95_RS00765	DR097_RS01055
OG0000202	E5E95_RS00820	DR097_RS01000
OG0000203	E5E95_RS00825	DR097_RS00995
OG0000204	E5E95_RS00830	DR097_RS00990
OG0000205	E5E95_RS00835	DR097_RS00985
OG0000206	E5E95_RS00855	DR097_RS00965
OG0000207	E5E95_RS00870	DR097_RS00950
OG0000208	E5E95_RS00875	DR097_RS00945
OG0000209	E5E95_RS00880	DR097_RS00940
OG0000210	E5E95_RS00925	DR097_RS04925
OG0000211	E5E95_RS00955	DR097_RS02185
OG0000212	E5E95_RS00965	DR097_RS02195
OG0000213	E5E95_RS00970	DR097_RS02200
OG0000214	E5E95_RS00975	DR097_RS02205
OG0000215	E5E95_RS00980	DR097_RS02210
OG0000216	E5E95_RS00985	DR097_RS02215
OG0000217	E5E95_RS00995	DR097_RS02220
OG0000218	E5E95_RS01000	DR097_RS02230
OG0000219	E5E95_RS01005	DR097_RS02235
OG0000220	E5E95_RS01010	DR097_RS02240
OG0000221	E5E95_RS01015	DR097_RS02245
OG0000222	E5E95_RS01020	DR097_RS02250
OG0000223	E5E95_RS01025	DR097_RS02255
OG0000224	E5E95_RS01035	DR097_RS02265
OG0000225	E5E95_RS01045	DR097_RS02275
OG0000226	E5E95_RS01050	DR097_RS02280
OG0000227	E5E95_RS01055	DR097_RS02285
OG0000228	E5E95_RS04285	DR097_RS04910
OG0000229	E5E95_RS01065	DR097_RS02295
OG0000230	E5E95_RS01070	DR097_RS02300
OG0000231	E5E95_RS01080	DR097_RS02310
OG0000232	E5E95_RS01090	DR097_RS02320
OG0000233	E5E95_RS01110	DR097_RS00535
OG0000234	E5E95_RS01145	DR097_RS00495
OG0000235	E5E95_RS01155	DR097_RS00485
OG0000236	E5E95_RS01160	DR097_RS00480
OG0000237	E5E95_RS01165	DR097_RS00475
OG0000238	E5E95_RS01175	DR097_RS00465
OG0000239	E5E95_RS03145	DR097_RS01270
OG0000240	E5E95_RS03150	DR097_RS01275
OG0000241	E5E95_RS03160	DR097_RS01285
OG0000242	E5E95_RS03165	DR097_RS01290
OG0000243	E5E95_RS03170	DR097_RS01295
OG0000244	E5E95_RS03180	DR097_RS01305
OG0000245	E5E95_RS03190	DR097_RS01315
OG0000246	E5E95_RS00130	DR097_RS00300
OG0000247	E5E95_RS00140	DR097_RS00290
OG0000248	E5E95_RS00150	DR097_RS00280
OG0000249	E5E95_RS00155	DR097_RS00275
OG0000250	E5E95_RS00170	DR097_RS00260
OG0000251	E5E95_RS00205	DR097_RS00225
OG0000252	E5E95_RS00215	DR097_RS00215
OG0000253	E5E95_RS00220	DR097_RS00210
OG0000254	E5E95_RS00230	DR097_RS00200
OG0000255	E5E95_RS00240	DR097_RS00190
OG0000256	E5E95_RS00245	DR097_RS00185
OG0000257	E5E95_RS00270	DR097_RS00160
OG0000258	E5E95_RS00280	DR097_RS00150
OG0000259	E5E95_RS00310	DR097_RS00120
OG0000260	E5E95_RS00320	DR097_RS00110
OG0000261	E5E95_RS00330	DR097_RS04500
OG0000262	E5E95_RS00350	DR097_RS00085
OG0000263	E5E95_RS00360	DR097_RS00070
OG0000264	E5E95_RS00375	DR097_RS00055
OG0000265	E5E95_RS00385	DR097_RS00045
OG0000266	E5E95_RS00400	DR097_RS00030
OG0000267	E5E95_RS00415	DR097_RS00015
OG0000268	E5E95_RS00420	DR097_RS00010
OG0000269	E5E95_RS00435	DR097_RS03285
OG0000270	E5E95_RS03710	DR097_RS04530
OG0000271	E5E95_RS03705	DR097_RS00590
OG0000272	E5E95_RS03700	DR097_RS00595
OG0000273	E5E95_RS03695	DR097_RS00600
OG0000274	E5E95_RS03675	DR097_RS00620
OG0000275	E5E95_RS03670	DR097_RS04540
OG0000276	E5E95_RS03665	DR097_RS00630
OG0000277	E5E95_RS03655	DR097_RS00640
OG0000278	E5E95_RS03650	DR097_RS00645
OG0000279	E5E95_RS03640	DR097_RS00655
OG0000280	E5E95_RS03635	DR097_RS00660
OG0000281	E5E95_RS03630	DR097_RS00665
OG0000282	E5E95_RS03605	DR097_RS04550
OG0000283	E5E95_RS03600	DR097_RS00695
OG0000284	E5E95_RS03595	DR097_RS00700
OG0000285	E5E95_RS03590	DR097_RS04555
OG0000286	E5E95_RS04305	DR097_RS01985
OG0000287	E5E95_RS02720	DR097_RS02680
OG0000288	E5E95_RS02730	DR097_RS02670
OG0000289	E5E95_RS02735	DR097_RS02665
OG0000290	E5E95_RS02845	DR097_RS01555
OG0000291	E5E95_RS02835	DR097_RS01565
OG0000292	E5E95_RS02830	DR097_RS01570
OG0000293	E5E95_RS02825	DR097_RS01575
OG0000294	E5E95_RS02815	DR097_RS03220
OG0000295	E5E95_RS02810	DR097_RS03210
OG0000296	E5E95_RS02770	DR097_RS02630
OG0000297	E5E95_RS02765	DR097_RS02635
OG0000298	E5E95_RS00165	DR097_RS00265
OG0000299	E5E95_RS00190	DR097_RS00240
OG0000300	E5E95_RS00370	DR097_RS00060
OG0000301	E5E95_RS00405	DR097_RS00025
OG0000302	E5E95_RS00410	DR097_RS00020
OG0000303	E5E95_RS00560	DR097_RS02370
OG0000304	E5E95_RS01095	DR097_RS02325
OG0000305	E5E95_RS03080	DR097_RS01205
OG0000306	E5E95_RS03005	DR097_RS01735
OG0000307	E5E95_RS02970	DR097_RS01770
OG0000308	E5E95_RS02875	DR097_RS01535
OG0000309	E5E95_RS02800	DR097_RS03200
OG0000310	E5E95_RS02725	DR097_RS02675
OG0000311	E5E95_RS02690	DR097_RS01925
OG0000312	E5E95_RS02675	DR097_RS01940
OG0000313	E5E95_RS01620	DR097_RS03115
OG0000314	E5E95_RS02075	DR097_RS00815
OG0000315	E5E95_RS02105	DR097_RS00785
OG0000316	E5E95_RS02115	DR097_RS00775
OG0000317	E5E95_RS02205	DR097_RS02840
OG0000318	E5E95_RS02120	DR097_RS04590
OG0000319	E5E95_RS02345	DR097_RS02725
OG0000320	E5E95_RS02570	DR097_RS02130
OG0000321	E5E95_RS01350	DR097_RS01695
OG0000322	E5E95_RS01395	DR097_RS01650
OG0000323	E5E95_RS01525	DR097_RS03305
OG0000324	E5E95_RS02385	DR097_RS03005
OG0000325	E5E95_RS00700	DR097_RS01120
OG0000326	E5E95_RS00795	DR097_RS01025
OG0000327	E5E95_RS00800	DR097_RS01020
OG0000328	E5E95_RS00885	DR097_RS00935
OG0000329	E5E95_RS00905	DR097_RS00915
OG0000330	E5E95_RS01120	DR097_RS00520
OG0000331	E5E95_RS03175	DR097_RS01300
OG0000332	E5E95_RS03320	DR097_RS01410
OG0000333	E5E95_RS03330	DR097_RS01400
OG0000334	E5E95_RS03440	DR097_RS03150
OG0000335	E5E95_RS03450	DR097_RS03160
OG0000336	E5E95_RS03620	DR097_RS04545
OG0000337	E5E95_RS03795	DR097_RS02600
OG0000338	E5E95_RS03835	DR097_RS03540
OG0000339	E5E95_RS02540	DR097_RS02100
OG0000340	E5E95_RS01330	DR097_RS01715
OG0000341	E5E95_RS02405	DR097_RS03025
OG0000342	E5E95_RS00730	DR097_RS01090
OG0000343	E5E95_RS03340	DR097_RS01390
OG0000344	E5E95_RS00575	DR097_RS02355
OG0000345	E5E95_RS01040	DR097_RS02270
OG0000346	E5E95_RS03625	DR097_RS04870
OG0000347	E5E95_RS01420	DR097_RS01625
OG0000348	E5E95_RS00805	DR097_RS01015
OG0000349	E5E95_RS03685	DR097_RS04535
OG0000350	E5E95_RS02960	DR097_RS01780
OG0000351	E5E95_RS00495	DR097_RS03225
OG0000352	E5E95_RS02050	DR097_RS00835
OG0000353	E5E95_RS01390	DR097_RS01655
OG0000354	E5E95_RS00635	DR097_RS03065
OG0000355	E5E95_RS02020	DR097_RS04600
OG0000356	E5E95_RS02110	DR097_RS04595
OG0000357	E5E95_RS03300	DR097_RS04635
OG0000358	E5E95_RS03305	DR097_RS01425
OG0000359	E5E95_RS00775	DR097_RS04620
OG0000360	E5E95_RS00275	DR097_RS00155
OG0000361	E5E95_RS00305	DR097_RS00125
OG0000362	E5E95_RS02745	DR097_RS02655
OG0000363	E5E95_RS03985	DR097_RS04660
OG0000364	E5E95_RS01995	DR097_RS00890
OG0000365	E5E95_RS02150	DR097_RS04570
OG0000366	E5E95_RS02175	DR097_RS02870
OG0000367	E5E95_RS02185	DR097_RS02860
OG0000368	E5E95_RS00060	DR097_RS02770
OG0000369	E5E95_RS00025	DR097_RS04750
OG0000370	E5E95_RS00020	DR097_RS02810
OG0000371	E5E95_RS00015	DR097_RS02815
OG0000372	E5E95_RS00010	DR097_RS02820
OG0000373	E5E95_RS03825	DR097_RS02570
OG0000374	E5E95_RS03815	DR097_RS02580
OG0000375	E5E95_RS02340	DR097_RS02720
OG0000376	E5E95_RS02585	DR097_RS02145
OG0000377	E5E95_RS02575	DR097_RS02135
OG0000378	E5E95_RS01310	DR097_RS00325
OG0000379	E5E95_RS01385	DR097_RS01660
OG0000380	E5E95_RS01410	DR097_RS01635
OG0000381	E5E95_RS01450	DR097_RS01595
OG0000382	E5E95_RS01480	DR097_RS03350
OG0000383	E5E95_RS01520	DR097_RS03310
OG0000384	E5E95_RS00515	DR097_RS03605
OG0000385	E5E95_RS00520	DR097_RS02090
OG0000386	E5E95_RS00540	DR097_RS02390
OG0000387	E5E95_RS00565	DR097_RS02365
OG0000388	E5E95_RS00570	DR097_RS04710
OG0000389	E5E95_RS00615	DR097_RS03085
OG0000390	E5E95_RS03100	DR097_RS01225
OG0000391	E5E95_RS03090	DR097_RS01215
OG0000392	E5E95_RS03065	DR097_RS01190
OG0000393	E5E95_RS03010	DR097_RS04670
OG0000394	E5E95_RS02940	DR097_RS01805
OG0000395	E5E95_RS02930	DR097_RS01810
OG0000397	E5E95_RS02035	DR097_RS00850
OG0000398	E5E95_RS02040	DR097_RS00845
OG0000399	E5E95_RS02090	DR097_RS00800
OG0000400	E5E95_RS03265	DR097_RS01465
OG0000401	E5E95_RS03325	DR097_RS01405
OG0000402	E5E95_RS03335	DR097_RS01395
OG0000403	E5E95_RS03345	DR097_RS01385
OG0000404	E5E95_RS03375	DR097_RS01355
OG0000405	E5E95_RS03390	DR097_RS01340
OG0000406	E5E95_RS03455	DR097_RS03165
OG0000407	E5E95_RS03460	DR097_RS04810
OG0000408	E5E95_RS03465	DR097_RS03175
OG0000410	E5E95_RS03530	DR097_RS02970
OG0000411	E5E95_RS03520	DR097_RS02980
OG0000412	E5E95_RS03515	DR097_RS02985
OG0000413	E5E95_RS01535	DR097_RS02935
OG0000414	E5E95_RS01545	DR097_RS02925
OG0000415	E5E95_RS01550	DR097_RS02920
OG0000416	E5E95_RS01560	DR097_RS02910
OG0000417	E5E95_RS02400	DR097_RS03020
OG0000418	E5E95_RS02395	DR097_RS03015
OG0000419	E5E95_RS00710	DR097_RS01110
OG0000420	E5E95_RS00745	DR097_RS01075
OG0000421	E5E95_RS00780	DR097_RS01040
OG0000422	E5E95_RS00790	DR097_RS01030
OG0000423	E5E95_RS00845	DR097_RS00975
OG0000424	E5E95_RS00850	DR097_RS00970
OG0000425	E5E95_RS00860	DR097_RS00960
OG0000426	E5E95_RS00865	DR097_RS04615
OG0000427	E5E95_RS00890	DR097_RS04610
OG0000428	E5E95_RS00915	DR097_RS00905
OG0000429	E5E95_RS01030	DR097_RS02260
OG0000430	E5E95_RS01075	DR097_RS02305
OG0000431	E5E95_RS01085	DR097_RS02315
OG0000432	E5E95_RS01115	DR097_RS00525
OG0000433	E5E95_RS01130	DR097_RS00510
OG0000434	E5E95_RS01135	DR097_RS00505
OG0000435	E5E95_RS01150	DR097_RS00490
OG0000436	E5E95_RS01180	DR097_RS00460
OG0000437	E5E95_RS01190	DR097_RS00450
OG0000438	E5E95_RS01195	DR097_RS00445
OG0000439	E5E95_RS01200	DR097_RS04525
OG0000440	E5E95_RS03155	DR097_RS04630
OG0000441	E5E95_RS03195	DR097_RS03780
OG0000442	E5E95_RS00135	DR097_RS00295
OG0000443	E5E95_RS00185	DR097_RS00245
OG0000444	E5E95_RS00200	DR097_RS00230
OG0000445	E5E95_RS00225	DR097_RS00205
OG0000446	E5E95_RS00255	DR097_RS00175
OG0000447	E5E95_RS00260	DR097_RS00170
OG0000448	E5E95_RS00290	DR097_RS00140
OG0000449	E5E95_RS00315	DR097_RS00115
OG0000450	E5E95_RS00325	DR097_RS00105
OG0000451	E5E95_RS00365	DR097_RS00065
OG0000452	E5E95_RS00390	DR097_RS00040
OG0000454	E5E95_RS01735, E5E95_RS02455	DR097_RS03090
OG0000455	E5E95_RS03730	DR097_RS00565
OG0000456	E5E95_RS03610	DR097_RS00685
OG0000457	E5E95_RS03585	DR097_RS00710
OG0000458	E5E95_RS02715	DR097_RS02685
OG0000459	E5E95_RS02740	DR097_RS02660
OG0000460	E5E95_RS02750	DR097_RS02650
OG0000461	E5E95_RS02795	DR097_RS03195
OG0000462	E5E95_RS02790	DR097_RS03190
OG0000463	E5E95_RS02785	DR097_RS03185
OG0000464	E5E95_RS02780	DR097_RS02620
OG0000465	E5E95_RS02775	DR097_RS02625
OG0000466	E5E95_RS00395	DR097_RS00035
OG0000467	E5E95_RS02880	DR097_RS04655
OG0000468	E5E95_RS02085	DR097_RS00805
OG0000469	E5E95_RS02145	DR097_RS00745
OG0000470	E5E95_RS03895	DR097_RS03815
OG0000472	E5E95_RS03540	DR097_RS02945
OG0000473	E5E95_RS03715	DR097_RS00580
OG0000474	E5E95_RS03720	DR097_RS00575
OG0000475	E5E95_RS03725	DR097_RS00570
OG0000476	E5E95_RS01570	DR097_RS02900
OG0000477	E5E95_RS02820	DR097_RS03795
OG0000478	E5E95_RS03660	DR097_RS00635
OG0000479	E5E95_RS01345	DR097_RS01700
OG0000480	E5E95_RS03865	DR097_RS03810
OG0000481	E5E95_RS00815	DR097_RS01005
OG0000482	E5E95_RS01230	DR097_RS00410
OG0000483	E5E95_RS02190	DR097_RS02855
OG0000484	E5E95_RS00195	DR097_RS04505
OG0000485	E5E95_RS01185	DR097_RS00455
OG0000486	E5E95_RS02420	DR097_RS03040
OG0000487	E5E95_RS02125	DR097_RS04585
OG0000489	E5E95_RS00050	DR097_RS02780
OG0000490	E5E95_RS03830	DR097_RS03535
OG0000491	E5E95_RS01365	DR097_RS01680
OG0000492	E5E95_RS01440	DR097_RS01605
OG0000493	E5E95_RS00580	DR097_RS02350
OG0000494	E5E95_RS00640	DR097_RS03060
OG0000495	E5E95_RS03035	DR097_RS01160
OG0000496	E5E95_RS03025	DR097_RS01150
OG0000497	E5E95_RS03020	DR097_RS01720
OG0000500	E5E95_RS02045	DR097_RS00840
OG0000501	E5E95_RS04280, E5E95_RS04275	DR097_RS01455
OG0000502	E5E95_RS01220	DR097_RS00420
OG0000503	E5E95_RS00760	DR097_RS01060
OG0000504	E5E95_RS00895	DR097_RS00925
OG0000506	E5E95_RS00960	DR097_RS02190
OG0000508	E5E95_RS00250	DR097_RS00180
OG0000509	E5E95_RS00285	DR097_RS00145
OG0000510	E5E95_RS00295	DR097_RS00135
OG0000511	E5E95_RS00430	DR097_RS03290
OG0000512	E5E95_RS02755	DR097_RS02645
OG0000513	E5E95_RS03645	DR097_RS00650
OG0000514	E5E95_RS03060	DR097_RS01185
OG0000515	E5E95_RS01580	DR097_RS04270
OG0000516	E5E95_RS02130	DR097_RS04580
OG0000518	E5E95_RS03315	DR097_RS01415
OG0000519	E5E95_RS00785	DR097_RS01035
OG0000520	E5E95_RS00910	DR097_RS00910
OG0000521	E5E95_RS00265	DR097_RS00165
OG0000522	E5E95_RS00300	DR097_RS00130
OG0000523	E5E95_RS03580	DR097_RS00715
OG0000525	E5E95_RS03545	DR097_RS04770
OG0000526	E5E95_RS04020	DR097_RS04225
OG0000527	E5E95_RS01880	DR097_RS04395
OG0000528	E5E95_RS02135	DR097_RS04575
OG0000529	E5E95_RS02355	DR097_RS02735
