Orthogroup	MHP_ES2_genes	MHP_1257_genes
OG0000034	E5E95_RS04050	ABKJ22_RS02240
OG0000035	E5E95_RS03395	ABKJ22_RS03095
OG0000036	E5E95_RS00105	ABKJ22_RS00110
OG0000036	E5E95_RS00120	ABKJ22_RS00125
OG0000037	E5E95_RS04000, E5E95_RS01610	ABKJ22_RS01590
OG0000038	E5E95_RS01910	ABKJ22_RS01775
OG0000038	E5E95_RS01865	ABKJ22_RS01735
OG0000039	E5E95_RS01650, E5E95_RS01645	ABKJ22_RS01615
OG0000040	E5E95_RS03495	ABKJ22_RS03165
OG0000041	E5E95_RS00670	ABKJ22_RS01030
OG0000042	E5E95_RS03140	ABKJ22_RS02880
OG0000043	E5E95_RS02030	ABKJ22_RS01890
OG0000044	E5E95_RS04290	ABKJ22_RS01670
OG0000045	E5E95_RS01655	ABKJ22_RS01620
OG0000048	E5E95_RS02215	ABKJ22_RS02075
OG0000049	E5E95_RS03260	ABKJ22_RS02955
OG0000050	E5E95_RS02655	ABKJ22_RS02395
OG0000051	E5E95_RS02855	ABKJ22_RS02600
OG0000052	E5E95_RS00075	ABKJ22_RS00075
OG0000053	E5E95_RS01465	ABKJ22_RS01465
OG0000054	E5E95_RS02680	ABKJ22_RS02420
OG0000055	E5E95_RS00125	ABKJ22_RS00130
OG0000056	E5E95_RS03750	ABKJ22_RS03415
OG0000057	E5E95_RS03125	ABKJ22_RS02865
OG0000060	E5E95_RS00080	ABKJ22_RS00080
OG0000061	E5E95_RS01980	ABKJ22_RS01845
OG0000062	E5E95_RS03805	ABKJ22_RS03470
OG0000063	E5E95_RS03800	ABKJ22_RS03465
OG0000064	E5E95_RS03790	ABKJ22_RS03455
OG0000065	E5E95_RS02365	ABKJ22_RS02160
OG0000066	E5E95_RS01370	ABKJ22_RS01370
OG0000067	E5E95_RS00525	ABKJ22_RS00525
OG0000068	E5E95_RS00645	ABKJ22_RS01055
OG0000069	E5E95_RS03015	ABKJ22_RS02760
OG0000070	E5E95_RS02685	ABKJ22_RS02425
OG0000071	E5E95_RS03485	ABKJ22_RS03155
OG0000072	E5E95_RS03490	ABKJ22_RS03160
OG0000073	E5E95_RS00705	ABKJ22_RS00995
OG0000074	E5E95_RS00900	ABKJ22_RS00800
OG0000075	E5E95_RS00340	ABKJ22_RS00335
OG0000076	E5E95_RS00355	ABKJ22_RS00350
OG0000077	E5E95_RS00445	ABKJ22_RS00445
OG0000078	E5E95_RS01790	ABKJ22_RS01675
OG0000079	E5E95_RS02760	ABKJ22_RS02505
OG0000080	E5E95_RS03935	ABKJ22_RS02550
OG0000081	E5E95_RS00335	ABKJ22_RS00330
OG0000082	E5E95_RS02605	ABKJ22_RS02350
OG0000083	E5E95_RS02140	ABKJ22_RS01995
OG0000084	E5E95_RS02165	ABKJ22_RS02025
OG0000085	E5E95_RS02170	ABKJ22_RS02030
OG0000086	E5E95_RS02180	ABKJ22_RS02040
OG0000087	E5E95_RS02195	ABKJ22_RS02055
OG0000088	E5E95_RS02200	ABKJ22_RS02060
OG0000089	E5E95_RS02210	ABKJ22_RS02070
OG0000090	E5E95_RS00070	ABKJ22_RS00070
OG0000091	E5E95_RS00055	ABKJ22_RS00055
OG0000092	E5E95_RS00040	ABKJ22_RS00040
OG0000093	E5E95_RS00035	ABKJ22_RS00035
OG0000094	E5E95_RS00030	ABKJ22_RS00030
OG0000095	E5E95_RS00005	ABKJ22_RS00005
OG0000096	E5E95_RS03840	ABKJ22_RS03505
OG0000097	E5E95_RS03820	ABKJ22_RS03485
OG0000098	E5E95_RS03810	ABKJ22_RS03475
OG0000099	E5E95_RS03760	ABKJ22_RS03425
OG0000100	E5E95_RS03740	ABKJ22_RS03405
OG0000101	E5E95_RS03735	ABKJ22_RS03400
OG0000102	E5E95_RS01815	ABKJ22_RS01700
OG0000103	E5E95_RS02330	ABKJ22_RS02195
OG0000104	E5E95_RS02335	ABKJ22_RS02190
OG0000105	E5E95_RS02350	ABKJ22_RS02175
OG0000106	E5E95_RS02360	ABKJ22_RS02165
OG0000107	E5E95_RS02370	ABKJ22_RS02155
OG0000108	E5E95_RS02375	ABKJ22_RS02150
OG0000109	E5E95_RS02380	ABKJ22_RS02145
OG0000110	E5E95_RS02595	ABKJ22_RS02340
OG0000111	E5E95_RS02590	ABKJ22_RS02335
OG0000112	E5E95_RS02580	ABKJ22_RS02325
OG0000113	E5E95_RS02560	ABKJ22_RS02305
OG0000114	E5E95_RS04300	ABKJ22_RS02295
OG0000115	E5E95_RS02535	ABKJ22_RS02285
OG0000116	E5E95_RS01315	ABKJ22_RS01315
OG0000117	E5E95_RS01320	ABKJ22_RS01320
OG0000118	E5E95_RS01355	ABKJ22_RS01355
OG0000119	E5E95_RS01360	ABKJ22_RS01360
OG0000120	E5E95_RS01375	ABKJ22_RS01375
OG0000121	E5E95_RS01400	ABKJ22_RS01400
OG0000122	E5E95_RS01405	ABKJ22_RS01405
OG0000123	E5E95_RS01425	ABKJ22_RS01425
OG0000124	E5E95_RS01430	ABKJ22_RS01430
OG0000125	E5E95_RS01435	ABKJ22_RS01435
OG0000126	E5E95_RS01445	ABKJ22_RS01445
OG0000127	E5E95_RS01455	ABKJ22_RS01455
OG0000128	E5E95_RS01470	ABKJ22_RS01470
OG0000129	E5E95_RS01475	ABKJ22_RS01475
OG0000130	E5E95_RS01485	ABKJ22_RS01485
OG0000131	E5E95_RS01515	ABKJ22_RS01515
OG0000132	E5E95_RS01530	ABKJ22_RS01530
OG0000133	E5E95_RS00530	ABKJ22_RS00530
OG0000134	E5E95_RS00535	ABKJ22_RS00535
OG0000135	E5E95_RS00550	ABKJ22_RS00550
OG0000136	E5E95_RS00555	ABKJ22_RS00555
OG0000137	E5E95_RS00585	ABKJ22_RS00585
OG0000138	E5E95_RS00620	ABKJ22_RS01080
OG0000139	E5E95_RS00650	ABKJ22_RS01050
OG0000140	E5E95_RS00655	ABKJ22_RS01045
OG0000141	E5E95_RS03135	ABKJ22_RS02875
OG0000142	E5E95_RS03130	ABKJ22_RS02870
OG0000143	E5E95_RS03105	ABKJ22_RS02850
OG0000144	E5E95_RS03095	ABKJ22_RS02840
OG0000145	E5E95_RS03085	ABKJ22_RS02830
OG0000146	E5E95_RS03075	ABKJ22_RS02820
OG0000147	E5E95_RS03070	ABKJ22_RS02815
OG0000148	E5E95_RS03055	ABKJ22_RS02800
OG0000149	E5E95_RS03045	ABKJ22_RS02790
OG0000150	E5E95_RS03030	ABKJ22_RS02775
OG0000151	E5E95_RS02985	ABKJ22_RS02720
OG0000152	E5E95_RS02980	ABKJ22_RS02715
OG0000153	E5E95_RS02975	ABKJ22_RS02710
OG0000154	E5E95_RS02965	ABKJ22_RS02700
OG0000155	E5E95_RS02925	ABKJ22_RS02660
OG0000156	E5E95_RS02915	ABKJ22_RS02650
OG0000157	E5E95_RS02910	ABKJ22_RS02645
OG0000158	E5E95_RS02905	ABKJ22_RS02635
OG0000159	E5E95_RS04310	ABKJ22_RS02410
OG0000160	E5E95_RS02665	ABKJ22_RS02405
OG0000161	E5E95_RS02660	ABKJ22_RS02400
OG0000162	E5E95_RS02650	ABKJ22_RS02390
OG0000163	E5E95_RS02645	ABKJ22_RS02385
OG0000164	E5E95_RS01630	ABKJ22_RS01610
OG0000165	E5E95_RS02055	ABKJ22_RS01915
OG0000166	E5E95_RS02080	ABKJ22_RS01935
OG0000167	E5E95_RS02095	ABKJ22_RS01950
OG0000168	E5E95_RS02100	ABKJ22_RS01955
OG0000169	E5E95_RS03255	ABKJ22_RS02950
OG0000170	E5E95_RS03270	ABKJ22_RS02965
OG0000171	E5E95_RS03280	ABKJ22_RS02975
OG0000172	E5E95_RS03285	ABKJ22_RS02980
OG0000173	E5E95_RS03290	ABKJ22_RS02985
OG0000174	E5E95_RS03295	ABKJ22_RS02990
OG0000175	E5E95_RS03310	ABKJ22_RS03005
OG0000176	E5E95_RS03360	ABKJ22_RS03050
OG0000177	E5E95_RS03365	ABKJ22_RS03055
OG0000178	E5E95_RS03370	ABKJ22_RS03060
OG0000179	E5E95_RS03380	ABKJ22_RS03070
OG0000180	E5E95_RS03385	ABKJ22_RS03075
OG0000181	E5E95_RS03435	ABKJ22_RS03105
OG0000182	E5E95_RS03445	ABKJ22_RS03115
OG0000183	E5E95_RS03480	ABKJ22_RS03150
OG0000184	E5E95_RS03525	ABKJ22_RS03190
OG0000185	E5E95_RS03510	ABKJ22_RS03175
OG0000186	E5E95_RS01540	ABKJ22_RS01540
OG0000187	E5E95_RS01555	ABKJ22_RS01555
OG0000188	E5E95_RS01565	ABKJ22_RS01565
OG0000189	E5E95_RS02415	ABKJ22_RS02110
OG0000190	E5E95_RS02410	ABKJ22_RS02115
OG0000191	E5E95_RS02390	ABKJ22_RS02135
OG0000192	E5E95_RS01235	ABKJ22_RS01230
OG0000193	E5E95_RS01225	ABKJ22_RS01220
OG0000194	E5E95_RS00690	ABKJ22_RS01010
OG0000195	E5E95_RS00695	ABKJ22_RS01005
OG0000196	E5E95_RS00715	ABKJ22_RS00985
OG0000197	E5E95_RS00720	ABKJ22_RS00980
OG0000198	E5E95_RS00735	ABKJ22_RS00965
OG0000199	E5E95_RS00740	ABKJ22_RS00960
OG0000200	E5E95_RS00755	ABKJ22_RS00945
OG0000201	E5E95_RS00765	ABKJ22_RS00935
OG0000202	E5E95_RS00820	ABKJ22_RS00880
OG0000203	E5E95_RS00825	ABKJ22_RS00875
OG0000204	E5E95_RS00830	ABKJ22_RS00870
OG0000205	E5E95_RS00835	ABKJ22_RS00865
OG0000206	E5E95_RS00855	ABKJ22_RS00845
OG0000207	E5E95_RS00870	ABKJ22_RS00830
OG0000208	E5E95_RS00875	ABKJ22_RS00825
OG0000209	E5E95_RS00880	ABKJ22_RS00820
OG0000210	E5E95_RS00925	ABKJ22_RS00775
OG0000211	E5E95_RS00955	ABKJ22_RS00745
OG0000212	E5E95_RS00965	ABKJ22_RS00735
OG0000213	E5E95_RS00970	ABKJ22_RS00730
OG0000214	E5E95_RS00975	ABKJ22_RS00725
OG0000215	E5E95_RS00980	ABKJ22_RS00720
OG0000216	E5E95_RS00985	ABKJ22_RS00715
OG0000217	E5E95_RS00995	ABKJ22_RS00710
OG0000218	E5E95_RS01000	ABKJ22_RS00700
OG0000219	E5E95_RS01005	ABKJ22_RS00695
OG0000220	E5E95_RS01010	ABKJ22_RS00690
OG0000221	E5E95_RS01015	ABKJ22_RS00685
OG0000222	E5E95_RS01020	ABKJ22_RS00680
OG0000223	E5E95_RS01025	ABKJ22_RS00675
OG0000224	E5E95_RS01035	ABKJ22_RS00665
OG0000225	E5E95_RS01045	ABKJ22_RS00655
OG0000226	E5E95_RS01050	ABKJ22_RS00650
OG0000227	E5E95_RS01055	ABKJ22_RS00645
OG0000228	E5E95_RS04285	ABKJ22_RS00640
OG0000229	E5E95_RS01065	ABKJ22_RS00635
OG0000230	E5E95_RS01070	ABKJ22_RS00630
OG0000231	E5E95_RS01080	ABKJ22_RS00620
OG0000232	E5E95_RS01090	ABKJ22_RS00610
OG0000233	E5E95_RS01110	ABKJ22_RS01110
OG0000234	E5E95_RS01145	ABKJ22_RS01145
OG0000235	E5E95_RS01155	ABKJ22_RS01155
OG0000236	E5E95_RS01160	ABKJ22_RS01160
OG0000237	E5E95_RS01165	ABKJ22_RS01165
OG0000238	E5E95_RS01175	ABKJ22_RS01170
OG0000239	E5E95_RS03145	ABKJ22_RS02885
OG0000240	E5E95_RS03150	ABKJ22_RS02890
OG0000241	E5E95_RS03160	ABKJ22_RS02900
OG0000242	E5E95_RS03165	ABKJ22_RS02905
OG0000243	E5E95_RS03170	ABKJ22_RS02910
OG0000244	E5E95_RS03180	ABKJ22_RS02920
OG0000245	E5E95_RS03190	ABKJ22_RS02930
OG0000246	E5E95_RS00130	ABKJ22_RS00135
OG0000247	E5E95_RS00140	ABKJ22_RS00145
OG0000248	E5E95_RS00150	ABKJ22_RS00155
OG0000249	E5E95_RS00155	ABKJ22_RS00160
OG0000250	E5E95_RS00170	ABKJ22_RS00175
OG0000251	E5E95_RS00205	ABKJ22_RS00205
OG0000252	E5E95_RS00215	ABKJ22_RS00215
OG0000253	E5E95_RS00220	ABKJ22_RS00220
OG0000254	E5E95_RS00230	ABKJ22_RS00230
OG0000255	E5E95_RS00240	ABKJ22_RS00235
OG0000256	E5E95_RS00245	ABKJ22_RS00240
OG0000257	E5E95_RS00270	ABKJ22_RS00265
OG0000258	E5E95_RS00280	ABKJ22_RS00275
OG0000259	E5E95_RS00310	ABKJ22_RS00305
OG0000260	E5E95_RS00320	ABKJ22_RS00315
OG0000261	E5E95_RS00330	ABKJ22_RS00325
OG0000262	E5E95_RS00350	ABKJ22_RS00340
OG0000263	E5E95_RS00360	ABKJ22_RS00355
OG0000264	E5E95_RS00375	ABKJ22_RS00370
OG0000265	E5E95_RS00385	ABKJ22_RS00380
OG0000266	E5E95_RS00400	ABKJ22_RS00395
OG0000267	E5E95_RS00415	ABKJ22_RS00410
OG0000268	E5E95_RS00420	ABKJ22_RS00415
OG0000269	E5E95_RS00435	ABKJ22_RS00440
OG0000270	E5E95_RS03710	ABKJ22_RS03375
OG0000271	E5E95_RS03705	ABKJ22_RS03370
OG0000272	E5E95_RS03700	ABKJ22_RS03365
OG0000273	E5E95_RS03695	ABKJ22_RS03360
OG0000274	E5E95_RS03675	ABKJ22_RS03340
OG0000275	E5E95_RS03670	ABKJ22_RS03335
OG0000276	E5E95_RS03665	ABKJ22_RS03330
OG0000277	E5E95_RS03655	ABKJ22_RS03320
OG0000278	E5E95_RS03650	ABKJ22_RS03315
OG0000279	E5E95_RS03640	ABKJ22_RS03305
OG0000280	E5E95_RS03635	ABKJ22_RS03300
OG0000281	E5E95_RS03630	ABKJ22_RS03295
OG0000282	E5E95_RS03605	ABKJ22_RS03270
OG0000283	E5E95_RS03600	ABKJ22_RS03265
OG0000284	E5E95_RS03595	ABKJ22_RS03260
OG0000285	E5E95_RS03590	ABKJ22_RS03255
OG0000286	E5E95_RS04305	ABKJ22_RS02370
OG0000287	E5E95_RS02720	ABKJ22_RS02465
OG0000288	E5E95_RS02730	ABKJ22_RS02475
OG0000289	E5E95_RS02735	ABKJ22_RS02480
OG0000290	E5E95_RS02845	ABKJ22_RS02590
OG0000291	E5E95_RS02835	ABKJ22_RS02580
OG0000292	E5E95_RS02830	ABKJ22_RS02575
OG0000293	E5E95_RS02825	ABKJ22_RS02570
OG0000294	E5E95_RS02815	ABKJ22_RS02560
OG0000295	E5E95_RS02810	ABKJ22_RS02555
OG0000296	E5E95_RS02770	ABKJ22_RS02515
OG0000297	E5E95_RS02765	ABKJ22_RS02510
OG0000298	E5E95_RS00165	ABKJ22_RS00170
OG0000299	E5E95_RS00190	ABKJ22_RS00190
OG0000300	E5E95_RS00370	ABKJ22_RS00365
OG0000301	E5E95_RS00405	ABKJ22_RS00400
OG0000302	E5E95_RS00410	ABKJ22_RS00405
OG0000303	E5E95_RS00560	ABKJ22_RS00560
OG0000304	E5E95_RS01095	ABKJ22_RS00605
OG0000305	E5E95_RS03080	ABKJ22_RS02825
OG0000306	E5E95_RS03005	ABKJ22_RS02745
OG0000307	E5E95_RS02970	ABKJ22_RS02705
OG0000308	E5E95_RS02875	ABKJ22_RS02610
OG0000309	E5E95_RS02800	ABKJ22_RS02545
OG0000310	E5E95_RS02725	ABKJ22_RS02470
OG0000311	E5E95_RS02690	ABKJ22_RS02430
OG0000312	E5E95_RS02675	ABKJ22_RS02415
OG0000313	E5E95_RS01620	ABKJ22_RS01600
OG0000314	E5E95_RS02075	ABKJ22_RS01930
OG0000315	E5E95_RS02105	ABKJ22_RS01960
OG0000316	E5E95_RS02115	ABKJ22_RS01970
OG0000317	E5E95_RS02205	ABKJ22_RS02065
OG0000318	E5E95_RS02120	ABKJ22_RS01975
OG0000319	E5E95_RS02345	ABKJ22_RS02180
OG0000320	E5E95_RS02570	ABKJ22_RS02315
OG0000321	E5E95_RS01350	ABKJ22_RS01350
OG0000322	E5E95_RS01395	ABKJ22_RS01395
OG0000323	E5E95_RS01525	ABKJ22_RS01525
OG0000324	E5E95_RS02385	ABKJ22_RS02140
OG0000325	E5E95_RS00700	ABKJ22_RS01000
OG0000326	E5E95_RS00795	ABKJ22_RS00905
OG0000327	E5E95_RS00800	ABKJ22_RS00900
OG0000328	E5E95_RS00885	ABKJ22_RS00815
OG0000329	E5E95_RS00905	ABKJ22_RS00795
OG0000330	E5E95_RS01120	ABKJ22_RS01120
OG0000331	E5E95_RS03175	ABKJ22_RS02915
OG0000332	E5E95_RS03320	ABKJ22_RS03015
OG0000333	E5E95_RS03330	ABKJ22_RS03025
OG0000334	E5E95_RS03440	ABKJ22_RS03110
OG0000335	E5E95_RS03450	ABKJ22_RS03120
OG0000336	E5E95_RS03620	ABKJ22_RS03285
OG0000337	E5E95_RS03795	ABKJ22_RS03460
OG0000338	E5E95_RS03835	ABKJ22_RS03500
OG0000339	E5E95_RS02540	ABKJ22_RS02290
OG0000340	E5E95_RS01330	ABKJ22_RS01330
OG0000341	E5E95_RS02405	ABKJ22_RS02120
OG0000342	E5E95_RS00730	ABKJ22_RS00970
OG0000343	E5E95_RS03340	ABKJ22_RS03035
OG0000344	E5E95_RS00575	ABKJ22_RS00575
OG0000345	E5E95_RS01040	ABKJ22_RS00660
OG0000346	E5E95_RS03625	ABKJ22_RS03290
OG0000347	E5E95_RS01420	ABKJ22_RS01420
OG0000348	E5E95_RS00805	ABKJ22_RS00895
OG0000349	E5E95_RS03685	ABKJ22_RS03350
OG0000350	E5E95_RS02960	ABKJ22_RS02695
OG0000351	E5E95_RS00495	ABKJ22_RS00495
OG0000352	E5E95_RS02050	ABKJ22_RS01910
OG0000353	E5E95_RS01390	ABKJ22_RS01390
OG0000354	E5E95_RS00635	ABKJ22_RS01065
OG0000355	E5E95_RS02020	ABKJ22_RS01885
OG0000356	E5E95_RS02110	ABKJ22_RS01965
OG0000357	E5E95_RS03300	ABKJ22_RS02995
OG0000358	E5E95_RS03305	ABKJ22_RS03000
OG0000359	E5E95_RS00775	ABKJ22_RS00925
OG0000360	E5E95_RS00275	ABKJ22_RS00270
OG0000361	E5E95_RS00305	ABKJ22_RS00300
OG0000362	E5E95_RS02745	ABKJ22_RS02490
OG0000363	E5E95_RS03985	ABKJ22_RS01460
OG0000364	E5E95_RS01995	ABKJ22_RS01860
OG0000365	E5E95_RS02150	ABKJ22_RS02015
OG0000366	E5E95_RS02175	ABKJ22_RS02035
OG0000367	E5E95_RS02185	ABKJ22_RS02045
OG0000368	E5E95_RS00060	ABKJ22_RS00060
OG0000369	E5E95_RS00025	ABKJ22_RS00025
OG0000370	E5E95_RS00020	ABKJ22_RS00020
OG0000371	E5E95_RS00015	ABKJ22_RS00015
OG0000372	E5E95_RS00010	ABKJ22_RS00010
OG0000373	E5E95_RS03825	ABKJ22_RS03490
OG0000374	E5E95_RS03815	ABKJ22_RS03480
OG0000375	E5E95_RS02340	ABKJ22_RS02185
OG0000376	E5E95_RS02585	ABKJ22_RS02330
OG0000377	E5E95_RS02575	ABKJ22_RS02320
OG0000378	E5E95_RS01310	ABKJ22_RS01310
OG0000379	E5E95_RS01385	ABKJ22_RS01385
OG0000380	E5E95_RS01410	ABKJ22_RS01410
OG0000381	E5E95_RS01450	ABKJ22_RS01450
OG0000382	E5E95_RS01480	ABKJ22_RS01480
OG0000383	E5E95_RS01520	ABKJ22_RS01520
OG0000384	E5E95_RS00515	ABKJ22_RS00515
OG0000385	E5E95_RS00520	ABKJ22_RS00520
OG0000386	E5E95_RS00540	ABKJ22_RS00540
OG0000387	E5E95_RS00565	ABKJ22_RS00565
OG0000388	E5E95_RS00570	ABKJ22_RS00570
OG0000389	E5E95_RS00615	ABKJ22_RS01085
OG0000390	E5E95_RS03100	ABKJ22_RS02845
OG0000391	E5E95_RS03090	ABKJ22_RS02835
OG0000392	E5E95_RS03065	ABKJ22_RS02810
OG0000393	E5E95_RS03010	ABKJ22_RS02755
OG0000394	E5E95_RS02940	ABKJ22_RS02670
OG0000395	E5E95_RS02930	ABKJ22_RS02665
OG0000397	E5E95_RS02035	ABKJ22_RS01895
OG0000398	E5E95_RS02040	ABKJ22_RS01900
OG0000399	E5E95_RS02090	ABKJ22_RS01945
OG0000400	E5E95_RS03265	ABKJ22_RS02960
OG0000401	E5E95_RS03325	ABKJ22_RS03020
OG0000402	E5E95_RS03335	ABKJ22_RS03030
OG0000403	E5E95_RS03345	ABKJ22_RS03040
OG0000404	E5E95_RS03375	ABKJ22_RS03065
OG0000405	E5E95_RS03390	ABKJ22_RS03080
OG0000406	E5E95_RS03455	ABKJ22_RS03125
OG0000407	E5E95_RS03460	ABKJ22_RS03130
OG0000408	E5E95_RS03465	ABKJ22_RS03135
OG0000409	E5E95_RS03470	ABKJ22_RS03140
OG0000410	E5E95_RS03530	ABKJ22_RS03195
OG0000411	E5E95_RS03520	ABKJ22_RS03185
OG0000412	E5E95_RS03515	ABKJ22_RS03180
OG0000413	E5E95_RS01535	ABKJ22_RS01535
OG0000414	E5E95_RS01545	ABKJ22_RS01545
OG0000415	E5E95_RS01550	ABKJ22_RS01550
OG0000416	E5E95_RS01560	ABKJ22_RS01560
OG0000417	E5E95_RS02400	ABKJ22_RS02125
OG0000418	E5E95_RS02395	ABKJ22_RS02130
OG0000419	E5E95_RS00710	ABKJ22_RS00990
OG0000420	E5E95_RS00745	ABKJ22_RS00955
OG0000421	E5E95_RS00780	ABKJ22_RS00920
OG0000422	E5E95_RS00790	ABKJ22_RS00910
OG0000423	E5E95_RS00845	ABKJ22_RS00855
OG0000424	E5E95_RS00850	ABKJ22_RS00850
OG0000425	E5E95_RS00860	ABKJ22_RS00840
OG0000426	E5E95_RS00865	ABKJ22_RS00835
OG0000427	E5E95_RS00890	ABKJ22_RS00810
OG0000428	E5E95_RS00915	ABKJ22_RS00785
OG0000429	E5E95_RS01030	ABKJ22_RS00670
OG0000430	E5E95_RS01075	ABKJ22_RS00625
OG0000431	E5E95_RS01085	ABKJ22_RS00615
OG0000432	E5E95_RS01115	ABKJ22_RS01115
OG0000433	E5E95_RS01130	ABKJ22_RS01130
OG0000434	E5E95_RS01135	ABKJ22_RS01135
OG0000435	E5E95_RS01150	ABKJ22_RS01150
OG0000436	E5E95_RS01180	ABKJ22_RS01175
OG0000437	E5E95_RS01190	ABKJ22_RS01185
OG0000438	E5E95_RS01195	ABKJ22_RS01190
OG0000439	E5E95_RS01200	ABKJ22_RS01195
OG0000440	E5E95_RS03155	ABKJ22_RS02895
OG0000441	E5E95_RS03195	ABKJ22_RS02935
OG0000442	E5E95_RS00135	ABKJ22_RS00140
OG0000443	E5E95_RS00185	ABKJ22_RS00185
OG0000444	E5E95_RS00200	ABKJ22_RS00200
OG0000445	E5E95_RS00225	ABKJ22_RS00225
OG0000446	E5E95_RS00255	ABKJ22_RS00250
OG0000447	E5E95_RS00260	ABKJ22_RS00255
OG0000448	E5E95_RS00290	ABKJ22_RS00285
OG0000449	E5E95_RS00315	ABKJ22_RS00310
OG0000450	E5E95_RS00325	ABKJ22_RS00320
OG0000451	E5E95_RS00365	ABKJ22_RS00360
OG0000452	E5E95_RS00390	ABKJ22_RS00385
OG0000453	E5E95_RS00425	ABKJ22_RS00420
OG0000454	E5E95_RS01735, E5E95_RS02455	ABKJ22_RS01580
OG0000455	E5E95_RS03730	ABKJ22_RS03395
OG0000456	E5E95_RS03610	ABKJ22_RS03275
OG0000457	E5E95_RS03585	ABKJ22_RS03250
OG0000458	E5E95_RS02715	ABKJ22_RS02460
OG0000459	E5E95_RS02740	ABKJ22_RS02485
OG0000460	E5E95_RS02750	ABKJ22_RS02495
OG0000461	E5E95_RS02795	ABKJ22_RS02540
OG0000462	E5E95_RS02790	ABKJ22_RS02535
