Orthogroup	MHP_ES2_genes	MHP_232_genes
OG0000041	E5E95_RS00670	MHP_RS01320
OG0000042	E5E95_RS03140	MHP_RS02885
OG0000043	E5E95_RS02030	MHP_RS01880
OG0000045	E5E95_RS01655	MHP_RS01625
OG0000046	E5E95_RS03505	MHP_RS03215
OG0000047	E5E95_RS04090	MHP_RS02735
OG0000048	E5E95_RS02215	MHP_RS02060
OG0000049	E5E95_RS03260	MHP_RS02985
OG0000050	E5E95_RS02655	MHP_RS02315
OG0000051	E5E95_RS02855	MHP_RS02520
OG0000052	E5E95_RS00075	MHP_RS00075
OG0000053	E5E95_RS01465	MHP_RS00555
OG0000054	E5E95_RS02680	MHP_RS02340
OG0000055	E5E95_RS00125	MHP_RS00145
OG0000056	E5E95_RS03750	MHP_RS03450
OG0000057	E5E95_RS03125	MHP_RS02870
OG0000058	E5E95_RS01660, E5E95_RS02525, E5E95_RS02530	MHP_RS00435
OG0000060	E5E95_RS01215	MHP_RS03865
OG0000061	E5E95_RS01980	MHP_RS01580
OG0000062	E5E95_RS03805	MHP_RS03505
OG0000063	E5E95_RS03800	MHP_RS03500
OG0000064	E5E95_RS03790	MHP_RS03490
OG0000065	E5E95_RS02365	MHP_RS02125
OG0000066	E5E95_RS01370	MHP_RS00650
OG0000067	E5E95_RS00525	MHP_RS01460
OG0000068	E5E95_RS00645	MHP_RS03685
OG0000069	E5E95_RS03015	MHP_RS02760
OG0000070	E5E95_RS02685	MHP_RS02345
OG0000071	E5E95_RS03485	MHP_RS03195
OG0000072	E5E95_RS03490	MHP_RS03200
OG0000073	E5E95_RS00705	MHP_RS01290
OG0000074	E5E95_RS00900	MHP_RS01100
OG0000076	E5E95_RS00355	MHP_RS00365
OG0000077	E5E95_RS00445	MHP_RS01545
OG0000078	E5E95_RS01790	MHP_RS01670
OG0000079	E5E95_RS02760	MHP_RS02420
OG0000080	E5E95_RS03935	MHP_RS03805
OG0000081	E5E95_RS00335	MHP_RS00345
OG0000082	E5E95_RS02605	MHP_RS02270
OG0000083	E5E95_RS02140	MHP_RS01985
OG0000084	E5E95_RS02165	MHP_RS02010
OG0000085	E5E95_RS02170	MHP_RS02015
OG0000086	E5E95_RS02180	MHP_RS02025
OG0000087	E5E95_RS02195	MHP_RS02040
OG0000088	E5E95_RS02200	MHP_RS02045
OG0000089	E5E95_RS02210	MHP_RS02055
OG0000090	E5E95_RS00070	MHP_RS00070
OG0000091	E5E95_RS00055	MHP_RS00055
OG0000092	E5E95_RS00040	MHP_RS00040
OG0000093	E5E95_RS00035	MHP_RS00035
OG0000094	E5E95_RS00030	MHP_RS00030
OG0000095	E5E95_RS00005	MHP_RS00005
OG0000096	E5E95_RS03840	MHP_RS03540
OG0000097	E5E95_RS03820	MHP_RS03520
OG0000098	E5E95_RS03810	MHP_RS03510
OG0000099	E5E95_RS03760	MHP_RS03455
OG0000100	E5E95_RS03740	MHP_RS03440
OG0000101	E5E95_RS03735	MHP_RS03435
OG0000102	E5E95_RS01815	MHP_RS01695
OG0000103	E5E95_RS02330	MHP_RS02090
OG0000104	E5E95_RS02335	MHP_RS02095
OG0000105	E5E95_RS02350	MHP_RS02110
OG0000106	E5E95_RS02360	MHP_RS02120
OG0000107	E5E95_RS02370	MHP_RS02130
OG0000108	E5E95_RS02375	MHP_RS02135
OG0000109	E5E95_RS02380	MHP_RS02140
OG0000110	E5E95_RS02595	MHP_RS02260
OG0000111	E5E95_RS02590	MHP_RS02255
OG0000112	E5E95_RS02580	MHP_RS02245
OG0000113	E5E95_RS02560	MHP_RS02225
OG0000114	E5E95_RS04300	MHP_RS02215
OG0000115	E5E95_RS02535	MHP_RS02205
OG0000116	E5E95_RS01315	MHP_RS00705
OG0000117	E5E95_RS01320	MHP_RS00700
OG0000118	E5E95_RS01355	MHP_RS00665
OG0000119	E5E95_RS01360	MHP_RS00660
OG0000120	E5E95_RS01375	MHP_RS00645
OG0000121	E5E95_RS01400	MHP_RS00620
OG0000122	E5E95_RS01405	MHP_RS00615
OG0000123	E5E95_RS01425	MHP_RS00595
OG0000124	E5E95_RS01430	MHP_RS00590
OG0000125	E5E95_RS01435	MHP_RS00585
OG0000126	E5E95_RS01445	MHP_RS00575
OG0000127	E5E95_RS01455	MHP_RS00565
OG0000128	E5E95_RS01470	MHP_RS00550
OG0000129	E5E95_RS01475	MHP_RS00545
OG0000130	E5E95_RS01485	MHP_RS00535
OG0000131	E5E95_RS01515	MHP_RS00505
OG0000132	E5E95_RS01530	MHP_RS00490
OG0000133	E5E95_RS00530	MHP_RS01455
OG0000134	E5E95_RS00535	MHP_RS01450
OG0000135	E5E95_RS00550	MHP_RS01435
OG0000136	E5E95_RS00555	MHP_RS01430
OG0000137	E5E95_RS00585	MHP_RS01400
OG0000138	E5E95_RS00620	MHP_RS01370
OG0000139	E5E95_RS00650	MHP_RS01340
OG0000140	E5E95_RS00655	MHP_RS01335
OG0000141	E5E95_RS03135	MHP_RS02880
OG0000142	E5E95_RS03130	MHP_RS02875
OG0000143	E5E95_RS03105	MHP_RS02850
OG0000144	E5E95_RS03095	MHP_RS02840
OG0000145	E5E95_RS03085	MHP_RS02830
OG0000146	E5E95_RS03075	MHP_RS02820
OG0000147	E5E95_RS03070	MHP_RS02815
OG0000148	E5E95_RS03055	MHP_RS02800
OG0000149	E5E95_RS03045	MHP_RS02790
OG0000150	E5E95_RS03030	MHP_RS02775
OG0000151	E5E95_RS02985	MHP_RS02645
OG0000152	E5E95_RS02980	MHP_RS02640
OG0000153	E5E95_RS02975	MHP_RS02635
OG0000154	E5E95_RS02965	MHP_RS02625
OG0000155	E5E95_RS02925	MHP_RS02585
OG0000156	E5E95_RS02915	MHP_RS02575
OG0000157	E5E95_RS02910	MHP_RS02570
OG0000158	E5E95_RS02905	MHP_RS04005
OG0000159	E5E95_RS04310	MHP_RS04015
OG0000160	E5E95_RS02665	MHP_RS02325
OG0000161	E5E95_RS02660	MHP_RS02320
OG0000162	E5E95_RS02650	MHP_RS02310
OG0000163	E5E95_RS02645	MHP_RS02305
OG0000164	E5E95_RS01630	MHP_RS01605
OG0000165	E5E95_RS02055	MHP_RS01905
OG0000166	E5E95_RS02080	MHP_RS01925
OG0000167	E5E95_RS02095	MHP_RS01940
OG0000168	E5E95_RS02100	MHP_RS01945
OG0000169	E5E95_RS03255	MHP_RS02980
OG0000170	E5E95_RS03270	MHP_RS02995
OG0000171	E5E95_RS03280	MHP_RS03005
OG0000172	E5E95_RS03285	MHP_RS03010
OG0000173	E5E95_RS03290	MHP_RS03015
OG0000174	E5E95_RS03295	MHP_RS03020
OG0000175	E5E95_RS03310	MHP_RS03035
OG0000176	E5E95_RS03360	MHP_RS03085
OG0000177	E5E95_RS03365	MHP_RS03090
OG0000178	E5E95_RS03370	MHP_RS03095
OG0000179	E5E95_RS03380	MHP_RS03105
OG0000180	E5E95_RS03385	MHP_RS03110
OG0000181	E5E95_RS03435	MHP_RS03145
OG0000182	E5E95_RS03445	MHP_RS03155
OG0000183	E5E95_RS03480	MHP_RS03190
OG0000184	E5E95_RS03525	MHP_RS03235
OG0000185	E5E95_RS03510	MHP_RS03220
OG0000186	E5E95_RS01540	MHP_RS00480
OG0000187	E5E95_RS01555	MHP_RS00465
OG0000188	E5E95_RS01565	MHP_RS00455
OG0000189	E5E95_RS02415	MHP_RS02175
OG0000190	E5E95_RS02410	MHP_RS02170
OG0000191	E5E95_RS02390	MHP_RS02150
OG0000192	E5E95_RS01235	MHP_RS00790
OG0000193	E5E95_RS01225	MHP_RS00800
OG0000194	E5E95_RS00690	MHP_RS01305
OG0000195	E5E95_RS00695	MHP_RS01300
OG0000196	E5E95_RS00715	MHP_RS01280
OG0000197	E5E95_RS00720	MHP_RS01275
OG0000198	E5E95_RS00735	MHP_RS01260
OG0000199	E5E95_RS00740	MHP_RS01255
OG0000200	E5E95_RS00755	MHP_RS01245
OG0000201	E5E95_RS00765	MHP_RS01235
OG0000202	E5E95_RS00820	MHP_RS01180
OG0000203	E5E95_RS00825	MHP_RS01175
OG0000204	E5E95_RS00830	MHP_RS01170
OG0000205	E5E95_RS00835	MHP_RS01165
OG0000206	E5E95_RS00855	MHP_RS01145
OG0000207	E5E95_RS00870	MHP_RS01130
OG0000208	E5E95_RS00875	MHP_RS01125
OG0000209	E5E95_RS00880	MHP_RS01120
OG0000210	E5E95_RS00925	MHP_RS01075
OG0000211	E5E95_RS00955	MHP_RS01065
OG0000212	E5E95_RS00965	MHP_RS01055
OG0000213	E5E95_RS00970	MHP_RS03600
OG0000214	E5E95_RS00975	MHP_RS01050
OG0000215	E5E95_RS00980	MHP_RS01045
OG0000216	E5E95_RS00985	MHP_RS01040
OG0000217	E5E95_RS00995	MHP_RS01035
OG0000218	E5E95_RS01000	MHP_RS01025
OG0000219	E5E95_RS01005	MHP_RS01020
OG0000220	E5E95_RS01010	MHP_RS01015
OG0000221	E5E95_RS01015	MHP_RS01010
OG0000222	E5E95_RS01020	MHP_RS01005
OG0000223	E5E95_RS01025	MHP_RS01000
OG0000224	E5E95_RS01035	MHP_RS00990
OG0000225	E5E95_RS01045	MHP_RS00980
OG0000226	E5E95_RS01050	MHP_RS00975
OG0000227	E5E95_RS01055	MHP_RS00970
OG0000228	E5E95_RS04285	MHP_RS04010
OG0000229	E5E95_RS01065	MHP_RS00960
OG0000230	E5E95_RS01070	MHP_RS00955
OG0000231	E5E95_RS01080	MHP_RS00945
OG0000232	E5E95_RS01090	MHP_RS00935
OG0000233	E5E95_RS01110	MHP_RS00915
OG0000234	E5E95_RS01145	MHP_RS00880
OG0000235	E5E95_RS01155	MHP_RS00870
OG0000236	E5E95_RS01160	MHP_RS00865
OG0000237	E5E95_RS01165	MHP_RS00860
OG0000238	E5E95_RS01175	MHP_RS00850
OG0000239	E5E95_RS03145	MHP_RS02890
OG0000240	E5E95_RS03150	MHP_RS02895
OG0000241	E5E95_RS03160	MHP_RS02905
OG0000242	E5E95_RS03165	MHP_RS02910
OG0000243	E5E95_RS03170	MHP_RS02915
OG0000244	E5E95_RS03180	MHP_RS02925
OG0000245	E5E95_RS03190	MHP_RS02935
OG0000246	E5E95_RS00130	MHP_RS00150
OG0000247	E5E95_RS00140	MHP_RS00160
OG0000248	E5E95_RS00150	MHP_RS00170
OG0000249	E5E95_RS00155	MHP_RS00175
OG0000250	E5E95_RS00170	MHP_RS00190
OG0000251	E5E95_RS00205	MHP_RS00215
OG0000252	E5E95_RS00215	MHP_RS00225
OG0000253	E5E95_RS00220	MHP_RS00230
OG0000254	E5E95_RS00230	MHP_RS00240
OG0000255	E5E95_RS00240	MHP_RS00250
OG0000256	E5E95_RS00245	MHP_RS00255
OG0000257	E5E95_RS00270	MHP_RS00280
OG0000258	E5E95_RS00280	MHP_RS00290
OG0000259	E5E95_RS00310	MHP_RS00320
OG0000260	E5E95_RS00320	MHP_RS00330
OG0000261	E5E95_RS00330	MHP_RS00340
OG0000262	E5E95_RS00350	MHP_RS00355
OG0000263	E5E95_RS00360	MHP_RS00370
OG0000264	E5E95_RS00375	MHP_RS00385
OG0000265	E5E95_RS00385	MHP_RS00395
OG0000266	E5E95_RS00400	MHP_RS00415
OG0000267	E5E95_RS00415	MHP_RS00430
OG0000268	E5E95_RS00420	MHP_RS01570
OG0000269	E5E95_RS00435	MHP_RS01555
OG0000270	E5E95_RS03710	MHP_RS03410
OG0000271	E5E95_RS03705	MHP_RS03405
OG0000272	E5E95_RS03700	MHP_RS03400
OG0000273	E5E95_RS03695	MHP_RS03395
OG0000274	E5E95_RS03675	MHP_RS03375
OG0000275	E5E95_RS03670	MHP_RS03370
OG0000276	E5E95_RS03665	MHP_RS03365
OG0000277	E5E95_RS03655	MHP_RS03355
OG0000278	E5E95_RS03650	MHP_RS03350
OG0000279	E5E95_RS03640	MHP_RS03340
OG0000280	E5E95_RS03635	MHP_RS03335
OG0000281	E5E95_RS03630	MHP_RS03680
OG0000282	E5E95_RS03605	MHP_RS03310
OG0000283	E5E95_RS03600	MHP_RS03305
OG0000284	E5E95_RS03595	MHP_RS03300
OG0000285	E5E95_RS03590	MHP_RS03295
OG0000286	E5E95_RS04305	MHP_RS02290
OG0000287	E5E95_RS02720	MHP_RS02380
OG0000288	E5E95_RS02730	MHP_RS02390
OG0000289	E5E95_RS02735	MHP_RS02395
OG0000290	E5E95_RS02845	MHP_RS02510
OG0000291	E5E95_RS02835	MHP_RS02500
OG0000292	E5E95_RS02830	MHP_RS02495
OG0000293	E5E95_RS02825	MHP_RS02490
OG0000294	E5E95_RS02815	MHP_RS02475
OG0000295	E5E95_RS02810	MHP_RS02470
OG0000296	E5E95_RS02770	MHP_RS02430
OG0000297	E5E95_RS02765	MHP_RS02425
OG0000298	E5E95_RS00165	MHP_RS00185
OG0000299	E5E95_RS00190	MHP_RS03590
OG0000300	E5E95_RS00370	MHP_RS00380
OG0000301	E5E95_RS00405	MHP_RS00420
OG0000302	E5E95_RS00410	MHP_RS00425
OG0000303	E5E95_RS00560	MHP_RS01425
OG0000304	E5E95_RS01095	MHP_RS00930
OG0000305	E5E95_RS03080	MHP_RS02825
OG0000306	E5E95_RS03005	MHP_RS02665
OG0000307	E5E95_RS02970	MHP_RS02630
OG0000308	E5E95_RS02875	MHP_RS02530
OG0000309	E5E95_RS02800	MHP_RS02460
OG0000310	E5E95_RS02725	MHP_RS02385
OG0000311	E5E95_RS02690	MHP_RS02350
OG0000312	E5E95_RS02675	MHP_RS02335
OG0000313	E5E95_RS01620	MHP_RS01595
OG0000314	E5E95_RS02075	MHP_RS01920
OG0000315	E5E95_RS02105	MHP_RS01950
OG0000316	E5E95_RS02115	MHP_RS01960
OG0000317	E5E95_RS02205	MHP_RS02050
OG0000318	E5E95_RS02120	MHP_RS01965
OG0000319	E5E95_RS02345	MHP_RS02105
OG0000320	E5E95_RS02570	MHP_RS02235
OG0000321	E5E95_RS01350	MHP_RS00670
OG0000322	E5E95_RS01395	MHP_RS00625
OG0000323	E5E95_RS01525	MHP_RS00495
OG0000324	E5E95_RS02385	MHP_RS02145
OG0000325	E5E95_RS00700	MHP_RS01295
OG0000326	E5E95_RS00795	MHP_RS01205
OG0000327	E5E95_RS00800	MHP_RS01200
OG0000328	E5E95_RS00885	MHP_RS01115
OG0000329	E5E95_RS00905	MHP_RS01095
OG0000330	E5E95_RS01120	MHP_RS00905
OG0000331	E5E95_RS03175	MHP_RS02920
OG0000332	E5E95_RS03320	MHP_RS03045
OG0000333	E5E95_RS03330	MHP_RS03055
OG0000334	E5E95_RS03440	MHP_RS03150
OG0000335	E5E95_RS03450	MHP_RS03160
OG0000336	E5E95_RS03620	MHP_RS03325
OG0000337	E5E95_RS03795	MHP_RS03495
OG0000338	E5E95_RS03835	MHP_RS03535
OG0000339	E5E95_RS02540	MHP_RS02210
OG0000340	E5E95_RS01330	MHP_RS00690
OG0000341	E5E95_RS02405	MHP_RS02165
OG0000342	E5E95_RS00730	MHP_RS01265
OG0000343	E5E95_RS03340	MHP_RS03065
OG0000344	E5E95_RS00575	MHP_RS01410
OG0000345	E5E95_RS01040	MHP_RS00985
OG0000346	E5E95_RS03625	MHP_RS03330
OG0000347	E5E95_RS01420	MHP_RS00600
OG0000348	E5E95_RS00805	MHP_RS01195
OG0000349	E5E95_RS03685	MHP_RS03385
OG0000350	E5E95_RS02960	MHP_RS02620
OG0000351	E5E95_RS00495	MHP_RS01495
OG0000352	E5E95_RS02050	MHP_RS01900
OG0000353	E5E95_RS01390	MHP_RS00630
OG0000354	E5E95_RS00635	MHP_RS01355
OG0000355	E5E95_RS02020	MHP_RS01875
OG0000356	E5E95_RS02110	MHP_RS01955
OG0000357	E5E95_RS03300	MHP_RS03025
OG0000358	E5E95_RS03305	MHP_RS03030
OG0000359	E5E95_RS00775	MHP_RS01225
OG0000360	E5E95_RS00275	MHP_RS00285
OG0000361	E5E95_RS00305	MHP_RS00315
OG0000362	E5E95_RS02745	MHP_RS02405
OG0000363	E5E95_RS03985	MHP_RS03990
OG0000364	E5E95_RS01995	MHP_RS03780, MHP_RS03785
OG0000365	E5E95_RS02150	MHP_RS01995
OG0000366	E5E95_RS02175	MHP_RS02020
OG0000367	E5E95_RS02185	MHP_RS02030
OG0000368	E5E95_RS00060	MHP_RS00060
OG0000369	E5E95_RS00025	MHP_RS00025
OG0000370	E5E95_RS00020	MHP_RS00020
OG0000371	E5E95_RS00015	MHP_RS00015
OG0000372	E5E95_RS00010	MHP_RS00010
OG0000373	E5E95_RS03825	MHP_RS03525
OG0000374	E5E95_RS03815	MHP_RS03515
OG0000375	E5E95_RS02340	MHP_RS02100
OG0000376	E5E95_RS02585	MHP_RS02250
OG0000377	E5E95_RS02575	MHP_RS02240
OG0000378	E5E95_RS01310	MHP_RS00710
OG0000379	E5E95_RS01385	MHP_RS00635
OG0000380	E5E95_RS01410	MHP_RS00610
OG0000381	E5E95_RS01450	MHP_RS00570
OG0000382	E5E95_RS01480	MHP_RS00540
OG0000383	E5E95_RS01520	MHP_RS00500
OG0000384	E5E95_RS00515	MHP_RS01470
OG0000385	E5E95_RS00520	MHP_RS01465
OG0000386	E5E95_RS00540	MHP_RS01445
OG0000387	E5E95_RS00565	MHP_RS01420
OG0000388	E5E95_RS00570	MHP_RS01415
OG0000389	E5E95_RS00615	MHP_RS01375
OG0000390	E5E95_RS03100	MHP_RS02845
OG0000391	E5E95_RS03090	MHP_RS02835
OG0000392	E5E95_RS03065	MHP_RS02810
OG0000393	E5E95_RS03010	MHP_RS02755
OG0000394	E5E95_RS02940	MHP_RS02595
OG0000395	E5E95_RS02930	MHP_RS02590
OG0000397	E5E95_RS02035	MHP_RS01885
OG0000398	E5E95_RS02040	MHP_RS01890
OG0000399	E5E95_RS02090	MHP_RS01935
OG0000400	E5E95_RS03265	MHP_RS02990
OG0000401	E5E95_RS03325	MHP_RS03050
OG0000402	E5E95_RS03335	MHP_RS03060
OG0000403	E5E95_RS03345	MHP_RS03070
OG0000404	E5E95_RS03375	MHP_RS03100
OG0000405	E5E95_RS03390	MHP_RS03115
OG0000406	E5E95_RS03455	MHP_RS03165
OG0000407	E5E95_RS03460	MHP_RS03170
OG0000408	E5E95_RS03465	MHP_RS03175
OG0000409	E5E95_RS03470	MHP_RS03180
OG0000410	E5E95_RS03530	MHP_RS03240
OG0000411	E5E95_RS03520	MHP_RS03230
OG0000412	E5E95_RS03515	MHP_RS03225
OG0000413	E5E95_RS01535	MHP_RS00485
OG0000414	E5E95_RS01545	MHP_RS00475
OG0000415	E5E95_RS01550	MHP_RS00470
OG0000416	E5E95_RS01560	MHP_RS00460
OG0000417	E5E95_RS02400	MHP_RS02160
OG0000418	E5E95_RS02395	MHP_RS02155
OG0000419	E5E95_RS00710	MHP_RS01285
OG0000420	E5E95_RS00745	MHP_RS01250
OG0000421	E5E95_RS00780	MHP_RS01220
OG0000422	E5E95_RS00790	MHP_RS01210
OG0000423	E5E95_RS00845	MHP_RS01155
OG0000424	E5E95_RS00850	MHP_RS01150
OG0000425	E5E95_RS00860	MHP_RS01140
OG0000426	E5E95_RS00865	MHP_RS01135
OG0000427	E5E95_RS00890	MHP_RS01110
OG0000428	E5E95_RS00915	MHP_RS01085
OG0000429	E5E95_RS01030	MHP_RS00995
OG0000430	E5E95_RS01075	MHP_RS00950
OG0000431	E5E95_RS01085	MHP_RS00940
OG0000432	E5E95_RS01115	MHP_RS00910
OG0000433	E5E95_RS01130	MHP_RS00895
OG0000434	E5E95_RS01135	MHP_RS00890
OG0000435	E5E95_RS01150	MHP_RS00875
OG0000436	E5E95_RS01180	MHP_RS00845
OG0000437	E5E95_RS01190	MHP_RS00835
OG0000438	E5E95_RS01195	MHP_RS00830
OG0000439	E5E95_RS01200	MHP_RS00825
OG0000440	E5E95_RS03155	MHP_RS02900
OG0000441	E5E95_RS03195	MHP_RS02940
OG0000442	E5E95_RS00135	MHP_RS00155
OG0000443	E5E95_RS00185	MHP_RS00200
OG0000444	E5E95_RS00200	MHP_RS00210
OG0000445	E5E95_RS00225	MHP_RS00235
OG0000446	E5E95_RS00255	MHP_RS00265
OG0000447	E5E95_RS00260	MHP_RS00270
OG0000448	E5E95_RS00290	MHP_RS00300
OG0000449	E5E95_RS00315	MHP_RS00325
OG0000450	E5E95_RS00325	MHP_RS00335
OG0000451	E5E95_RS00365	MHP_RS00375
OG0000452	E5E95_RS00390	MHP_RS00405
OG0000453	E5E95_RS00425	MHP_RS01565
OG0000454	E5E95_RS01735, E5E95_RS02455	MHP_RS02745
OG0000455	E5E95_RS03730	MHP_RS03430
OG0000456	E5E95_RS03610	MHP_RS03315
OG0000457	E5E95_RS03585	MHP_RS03290
OG0000458	E5E95_RS02715	MHP_RS02375
OG0000459	E5E95_RS02740	MHP_RS02400
OG0000460	E5E95_RS02750	MHP_RS02410
OG0000461	E5E95_RS02795	MHP_RS02455
OG0000462	E5E95_RS02790	MHP_RS02450
OG0000463	E5E95_RS02785	MHP_RS02445
OG0000464	E5E95_RS02780	MHP_RS02440
OG0000465	E5E95_RS02775	MHP_RS02435
OG0000466	E5E95_RS00395	MHP_RS00410
OG0000467	E5E95_RS02880	MHP_RS02540
OG0000468	E5E95_RS02085	MHP_RS01930
OG0000469	E5E95_RS02145	MHP_RS01990
OG0000470	E5E95_RS03895	MHP_RS03750
OG0000471	E5E95_RS00920	MHP_RS01080
OG0000472	E5E95_RS03540	MHP_RS03250
OG0000473	E5E95_RS03715	MHP_RS03415
OG0000474	E5E95_RS03720	MHP_RS03420
OG0000475	E5E95_RS03725	MHP_RS03425
OG0000476	E5E95_RS01570	MHP_RS00450
OG0000477	E5E95_RS02820	MHP_RS02485
OG0000478	E5E95_RS03660	MHP_RS03360
OG0000479	E5E95_RS01345	MHP_RS00675
OG0000480	E5E95_RS03865	MHP_RS03795
OG0000481	E5E95_RS00815	MHP_RS01185
OG0000482	E5E95_RS01230	MHP_RS00795
OG0000483	E5E95_RS02190	MHP_RS02035
OG0000484	E5E95_RS00195	MHP_RS00205
OG0000485	E5E95_RS01185	MHP_RS00840
OG0000486	E5E95_RS02420	MHP_RS02180
OG0000487	E5E95_RS02125	MHP_RS01970
OG0000488	E5E95_RS02160	MHP_RS02005
OG0000489	E5E95_RS00050	MHP_RS00050
OG0000490	E5E95_RS03830	MHP_RS03530
OG0000491	E5E95_RS01365	MHP_RS00655
OG0000492	E5E95_RS01440	MHP_RS00580
OG0000493	E5E95_RS00580	MHP_RS01405
OG0000494	E5E95_RS00640	MHP_RS01350
OG0000495	E5E95_RS03035	MHP_RS02780
OG0000496	E5E95_RS03025	MHP_RS02770
OG0000497	E5E95_RS03020	MHP_RS02765
OG0000500	E5E95_RS02045	MHP_RS01895
OG0000501	E5E95_RS04280, E5E95_RS04275	MHP_RS03000
OG0000502	E5E95_RS01220	MHP_RS00805
OG0000503	E5E95_RS00760	MHP_RS01240
OG0000504	E5E95_RS00895	MHP_RS01105
OG0000506	E5E95_RS00960	MHP_RS01060
OG0000508	E5E95_RS00250	MHP_RS00260
OG0000509	E5E95_RS00285	MHP_RS00295
OG0000510	E5E95_RS00295	MHP_RS00305
OG0000511	E5E95_RS00430	MHP_RS01560
OG0000512	E5E95_RS02755	MHP_RS02415
OG0000513	E5E95_RS03645	MHP_RS03345
OG0000514	E5E95_RS03060	MHP_RS02805
OG0000515	E5E95_RS01580	MHP_RS03875
OG0000516	E5E95_RS02130	MHP_RS01975
OG0000517	E5E95_RS00065	MHP_RS00065
OG0000518	E5E95_RS03315	MHP_RS03040
OG0000519	E5E95_RS00785	MHP_RS01215
OG0000520	E5E95_RS00910	MHP_RS01090
OG0000521	E5E95_RS00265	MHP_RS00275
OG0000522	E5E95_RS00300	MHP_RS00310
OG0000523	E5E95_RS03580	MHP_RS03285
OG0000525	E5E95_RS03545	MHP_RS03255
OG0000526	E5E95_RS04020	MHP_RS03900
OG0000527	E5E95_RS01880	MHP_RS01760
OG0000528	E5E95_RS02135	MHP_RS01980
OG0000529	E5E95_RS02355	MHP_RS02115
OG0000531	E5E95_RS01415	MHP_RS00605
