Orthogroup	MHP_98_genes	MHP_ES2L_genes
OG0000030	GOM18_RS04340	HZK19_RS03380
OG0000030	GOM18_RS04325	HZK19_RS03400
OG0000031	GOM18_RS00085	HZK19_RS03025
OG0000032	GOM18_RS02560	HZK19_RS01545
OG0000032	GOM18_RS04565	HZK19_RS03395
OG0000035	GOM18_RS00885	HZK19_RS03235
OG0000035	GOM18_RS00900	HZK19_RS03225
OG0000036	GOM18_RS03585	HZK19_RS00100, HZK19_RS03705, HZK19_RS03710
OG0000037	GOM18_RS04545	HZK19_RS01555
OG0000037	GOM18_RS02550	HZK19_RS01550
OG0000038	GOM18_RS03510, GOM18_RS03645	HZK19_RS01710
OG0000038	GOM18_RS01605	HZK19_RS03945
OG0000039	GOM18_RS03565	HZK19_RS01580
OG0000040	GOM18_RS00810	HZK19_RS03325
OG0000041	GOM18_RS02975	HZK19_RS01160
OG0000042	GOM18_RS01120	HZK19_RS02900
OG0000043	GOM18_RS03285	HZK19_RS01875
OG0000044	GOM18_RS04585	HZK19_RS03955
OG0000045	GOM18_RS03555	HZK19_RS01585
OG0000046	GOM18_RS03880, GOM18_RS03875	HZK19_RS03335
OG0000048	GOM18_RS02325	HZK19_RS02065
OG0000049	GOM18_RS01035	HZK19_RS02995
OG0000050	GOM18_RS01900	HZK19_RS02415
OG0000051	GOM18_RS02100	HZK19_RS02620
OG0000052	GOM18_RS00655	HZK19_RS00075
OG0000053	GOM18_RS04480	HZK19_RS01415
OG0000054	GOM18_RS01925	HZK19_RS02440
OG0000055	GOM18_RS01245	HZK19_RS00120
OG0000056	GOM18_RS00495	HZK19_RS03580
OG0000057	GOM18_RS01135	HZK19_RS02885
OG0000058	GOM18_RS00090	HZK19_RS03015
OG0000059	GOM18_RS00080	HZK19_RS03030
OG0000060	GOM18_RS03800	HZK19_RS00080
OG0000061	GOM18_RS03350	HZK19_RS01820
OG0000062	GOM18_RS00545	HZK19_RS03630
OG0000063	GOM18_RS04295	HZK19_RS03625
OG0000064	GOM18_RS00530	HZK19_RS03615
OG0000065	GOM18_RS02395	HZK19_RS02220
OG0000066	GOM18_RS02800	HZK19_RS01320
OG0000067	GOM18_RS01630	HZK19_RS00515
OG0000068	GOM18_RS03445	HZK19_RS00635
OG0000069	GOM18_RS01240, GOM18_RS03140	HZK19_RS02780
OG0000070	GOM18_RS01930	HZK19_RS02445
OG0000071	GOM18_RS00820	HZK19_RS03315
OG0000072	GOM18_RS04355	HZK19_RS03320
OG0000073	GOM18_RS00135	HZK19_RS00680
OG0000074	GOM18_RS04260	HZK19_RS00875
OG0000076	GOM18_RS01465	HZK19_RS00340
OG0000077	GOM18_RS01550	HZK19_RS00425
OG0000079	GOM18_RS02005	HZK19_RS02525
OG0000080	GOM18_RS03980	HZK19_RS02570
OG0000081	GOM18_RS01445	HZK19_RS00320
OG0000082	GOM18_RS02535	HZK19_RS02365
OG0000083	GOM18_RS02245	HZK19_RS01985
OG0000084	GOM18_RS02275	HZK19_RS02015
OG0000085	GOM18_RS02280	HZK19_RS02020
OG0000086	GOM18_RS02290	HZK19_RS02030
OG0000087	GOM18_RS02305	HZK19_RS02045
OG0000088	GOM18_RS02310	HZK19_RS02050
OG0000089	GOM18_RS02320	HZK19_RS02060
OG0000090	GOM18_RS00650	HZK19_RS00070
OG0000091	GOM18_RS00635	HZK19_RS00055
OG0000092	GOM18_RS00620	HZK19_RS00040
OG0000093	GOM18_RS00615	HZK19_RS00035
OG0000094	GOM18_RS00610	HZK19_RS00030
OG0000095	GOM18_RS00585	HZK19_RS00005
OG0000096	GOM18_RS00580	HZK19_RS03665
OG0000097	GOM18_RS00560	HZK19_RS03645
OG0000098	GOM18_RS00550	HZK19_RS03635
OG0000099	GOM18_RS04285	HZK19_RS03585
OG0000100	GOM18_RS00485	HZK19_RS03570
OG0000101	GOM18_RS00480	HZK19_RS03565
OG0000102	GOM18_RS02995	HZK19_RS01675
OG0000103	GOM18_RS02360	HZK19_RS02185
OG0000104	GOM18_RS02365	HZK19_RS02190
OG0000105	GOM18_RS02380	HZK19_RS02205
OG0000106	GOM18_RS02390	HZK19_RS02215
OG0000107	GOM18_RS02400	HZK19_RS02225
OG0000108	GOM18_RS02405	HZK19_RS02230
OG0000109	GOM18_RS02410	HZK19_RS02235
OG0000110	GOM18_RS02525	HZK19_RS02355
OG0000111	GOM18_RS02520	HZK19_RS02350
OG0000112	GOM18_RS02510	HZK19_RS02340
OG0000113	GOM18_RS02490	HZK19_RS02320
OG0000114	GOM18_RS02480	HZK19_RS02310
OG0000115	GOM18_RS02470	HZK19_RS02300
OG0000116	GOM18_RS02855	HZK19_RS01265
OG0000117	GOM18_RS02850	HZK19_RS01270
OG0000118	GOM18_RS02815	HZK19_RS01305
OG0000119	GOM18_RS02810	HZK19_RS01310
OG0000120	GOM18_RS02795	HZK19_RS01325
OG0000121	GOM18_RS02775	HZK19_RS01350
OG0000122	GOM18_RS02770	HZK19_RS01355
OG0000123	GOM18_RS02750	HZK19_RS01375
OG0000124	GOM18_RS02745	HZK19_RS01380
OG0000125	GOM18_RS02740	HZK19_RS01385
OG0000126	GOM18_RS02730	HZK19_RS01395
OG0000127	GOM18_RS02720	HZK19_RS01405
OG0000128	GOM18_RS02705	HZK19_RS01420
OG0000129	GOM18_RS02700	HZK19_RS01425
OG0000130	GOM18_RS02690	HZK19_RS01435
OG0000131	GOM18_RS04475	HZK19_RS01465
OG0000132	GOM18_RS04470	HZK19_RS01480
OG0000133	GOM18_RS01635	HZK19_RS00520
OG0000134	GOM18_RS01640	HZK19_RS00525
OG0000135	GOM18_RS01655	HZK19_RS00540
OG0000136	GOM18_RS01660	HZK19_RS00545
OG0000137	GOM18_RS01690	HZK19_RS00575
OG0000138	GOM18_RS03470	HZK19_RS00610
OG0000139	GOM18_RS03440	HZK19_RS00640
OG0000140	GOM18_RS03435	HZK19_RS00645
OG0000141	GOM18_RS01125	HZK19_RS02895
OG0000142	GOM18_RS04380	HZK19_RS02890
OG0000143	GOM18_RS01150	HZK19_RS02870
OG0000144	GOM18_RS01160	HZK19_RS02860
OG0000145	GOM18_RS01170	HZK19_RS02850
OG0000146	GOM18_RS01180	HZK19_RS02840
OG0000147	GOM18_RS01185	HZK19_RS02835
OG0000148	GOM18_RS01200	HZK19_RS02820
OG0000149	GOM18_RS01210	HZK19_RS02810
OG0000150	GOM18_RS01225	HZK19_RS02795
OG0000151	GOM18_RS03115	HZK19_RS02750
OG0000152	GOM18_RS03110	HZK19_RS02745
OG0000153	GOM18_RS03105	HZK19_RS02740
OG0000154	GOM18_RS03095	HZK19_RS02730
OG0000155	GOM18_RS02160	HZK19_RS02690
OG0000156	GOM18_RS02150	HZK19_RS02680
OG0000157	GOM18_RS04415	HZK19_RS02675
OG0000158	GOM18_RS04410	HZK19_RS03895
OG0000159	GOM18_RS01915	HZK19_RS03970
OG0000160	GOM18_RS01910	HZK19_RS02425
OG0000161	GOM18_RS01905	HZK19_RS02420
OG0000162	GOM18_RS01895	HZK19_RS02410
OG0000163	GOM18_RS01890	HZK19_RS02405
OG0000164	GOM18_RS03635	HZK19_RS01575
OG0000165	GOM18_RS03260	HZK19_RS01905
OG0000166	GOM18_RS02185	HZK19_RS01925
OG0000167	GOM18_RS02200	HZK19_RS01940
OG0000168	GOM18_RS02205	HZK19_RS01945
OG0000169	GOM18_RS01040	HZK19_RS02990
OG0000170	GOM18_RS01025	HZK19_RS03005
OG0000171	GOM18_RS01015	HZK19_RS03110
OG0000172	GOM18_RS01010	HZK19_RS03115
OG0000173	GOM18_RS01005	HZK19_RS03120
OG0000174	GOM18_RS01000	HZK19_RS03125
OG0000175	GOM18_RS00985	HZK19_RS03140
OG0000176	GOM18_RS00935	HZK19_RS03190
OG0000177	GOM18_RS00930	HZK19_RS03195
OG0000178	GOM18_RS00925	HZK19_RS03200
OG0000179	GOM18_RS00915	HZK19_RS03210
OG0000180	GOM18_RS00910	HZK19_RS03215
OG0000181	GOM18_RS04365	HZK19_RS03265
OG0000182	GOM18_RS00860	HZK19_RS03275
OG0000183	GOM18_RS00825	HZK19_RS03310
OG0000184	GOM18_RS00780	HZK19_RS03355
OG0000185	GOM18_RS00795	HZK19_RS03340
OG0000186	GOM18_RS04465	HZK19_RS01490
OG0000187	GOM18_RS02595	HZK19_RS01505
OG0000188	GOM18_RS02585	HZK19_RS01515
OG0000189	GOM18_RS04445	HZK19_RS02270
OG0000190	GOM18_RS02440	HZK19_RS02265
OG0000191	GOM18_RS02420	HZK19_RS02245
OG0000192	GOM18_RS03170	HZK19_RS01180
OG0000193	GOM18_RS03155	HZK19_RS01175
OG0000194	GOM18_RS00120	HZK19_RS00665
OG0000195	GOM18_RS00125	HZK19_RS00670
OG0000196	GOM18_RS00145	HZK19_RS00690
OG0000197	GOM18_RS00150	HZK19_RS00695
OG0000198	GOM18_RS00165	HZK19_RS00710
OG0000199	GOM18_RS00170	HZK19_RS00715
OG0000200	GOM18_RS00185	HZK19_RS00730
OG0000201	GOM18_RS00195	HZK19_RS00740
OG0000202	GOM18_RS00250	HZK19_RS00795
OG0000203	GOM18_RS00255	HZK19_RS00800
OG0000204	GOM18_RS00260	HZK19_RS00805
OG0000205	GOM18_RS00265	HZK19_RS00810
OG0000206	GOM18_RS00285	HZK19_RS00830
OG0000207	GOM18_RS00300	HZK19_RS00845
OG0000208	GOM18_RS00305	HZK19_RS00850
OG0000209	GOM18_RS00310	HZK19_RS00855
OG0000210	GOM18_RS00360	HZK19_RS00900
OG0000211	GOM18_RS01855	HZK19_RS00910
OG0000212	GOM18_RS01845	HZK19_RS00920
OG0000213	GOM18_RS01840	HZK19_RS00925
OG0000214	GOM18_RS01835	HZK19_RS00930
OG0000215	GOM18_RS01830	HZK19_RS00935
OG0000216	GOM18_RS01825	HZK19_RS00940
OG0000217	GOM18_RS01820	HZK19_RS00945
OG0000218	GOM18_RS01810	HZK19_RS00955
OG0000219	GOM18_RS01805	HZK19_RS00960
OG0000220	GOM18_RS01800	HZK19_RS00965
OG0000221	GOM18_RS01795	HZK19_RS00970
OG0000222	GOM18_RS01790	HZK19_RS00975
OG0000223	GOM18_RS01785	HZK19_RS00980
OG0000224	GOM18_RS01775	HZK19_RS00990
OG0000225	GOM18_RS01765	HZK19_RS01000
OG0000226	GOM18_RS01760	HZK19_RS01005
OG0000227	GOM18_RS01755	HZK19_RS01010
OG0000228	GOM18_RS04580	HZK19_RS03950
OG0000229	GOM18_RS01745	HZK19_RS01020
OG0000230	GOM18_RS01740	HZK19_RS01025
OG0000231	GOM18_RS01730	HZK19_RS01035
OG0000232	GOM18_RS01720	HZK19_RS01045
OG0000233	GOM18_RS02880	HZK19_RS01070
OG0000234	GOM18_RS02915	HZK19_RS01105
OG0000235	GOM18_RS02925	HZK19_RS01115
OG0000236	GOM18_RS02930	HZK19_RS01120
OG0000237	GOM18_RS02935	HZK19_RS01125
OG0000238	GOM18_RS02940	HZK19_RS01130
OG0000239	GOM18_RS01115	HZK19_RS02905
OG0000240	GOM18_RS01110	HZK19_RS02910
OG0000241	GOM18_RS01100	HZK19_RS02920
OG0000242	GOM18_RS01095	HZK19_RS02925
OG0000243	GOM18_RS01090	HZK19_RS02930
OG0000244	GOM18_RS01080	HZK19_RS02940
OG0000245	GOM18_RS01070	HZK19_RS02950
OG0000246	GOM18_RS01250	HZK19_RS00125
OG0000247	GOM18_RS01260	HZK19_RS00135
OG0000248	GOM18_RS01270	HZK19_RS00145
OG0000249	GOM18_RS01275	HZK19_RS00150
OG0000250	GOM18_RS01290	HZK19_RS00165
OG0000251	GOM18_RS01320	HZK19_RS00195
OG0000252	GOM18_RS01330	HZK19_RS00205
OG0000253	GOM18_RS01335	HZK19_RS00210
OG0000254	GOM18_RS01345	HZK19_RS00220
OG0000255	GOM18_RS01350	HZK19_RS00225
OG0000256	GOM18_RS01355	HZK19_RS00230
OG0000257	GOM18_RS01380	HZK19_RS00255
OG0000258	GOM18_RS01390	HZK19_RS00265
OG0000259	GOM18_RS01420	HZK19_RS00295
OG0000260	GOM18_RS01430	HZK19_RS00305
OG0000261	GOM18_RS04390	HZK19_RS00315
OG0000262	GOM18_RS01455	HZK19_RS00330
OG0000263	GOM18_RS01470	HZK19_RS00345
OG0000264	GOM18_RS01485	HZK19_RS00360
OG0000265	GOM18_RS01495	HZK19_RS00370
OG0000266	GOM18_RS01510	HZK19_RS00385
OG0000267	GOM18_RS01525	HZK19_RS00400
OG0000268	GOM18_RS01530	HZK19_RS00405
OG0000269	GOM18_RS01545	HZK19_RS00420
OG0000270	GOM18_RS04280	HZK19_RS03540
OG0000271	GOM18_RS00450	HZK19_RS03535
OG0000272	GOM18_RS00445	HZK19_RS03530
OG0000273	GOM18_RS00440	HZK19_RS03525
OG0000274	GOM18_RS00420	HZK19_RS03505
OG0000275	GOM18_RS04270	HZK19_RS03500
OG0000276	GOM18_RS00410	HZK19_RS03495
OG0000277	GOM18_RS00400	HZK19_RS03485
OG0000278	GOM18_RS00395	HZK19_RS03480
OG0000279	GOM18_RS00385	HZK19_RS03470
OG0000280	GOM18_RS00380	HZK19_RS03465
OG0000281	GOM18_RS00375	HZK19_RS03460
OG0000282	GOM18_RS04310	HZK19_RS03435
OG0000283	GOM18_RS00705	HZK19_RS03430
OG0000284	GOM18_RS00710	HZK19_RS03425
OG0000285	GOM18_RS04315	HZK19_RS03420
OG0000286	GOM18_RS01875	HZK19_RS02390
OG0000287	GOM18_RS01965	HZK19_RS02485
OG0000288	GOM18_RS01975	HZK19_RS02495
OG0000289	GOM18_RS01980	HZK19_RS02500
OG0000290	GOM18_RS02090	HZK19_RS02610
OG0000291	GOM18_RS02080	HZK19_RS02600
OG0000292	GOM18_RS02075	HZK19_RS02595
OG0000293	GOM18_RS02070	HZK19_RS02590
OG0000294	GOM18_RS02060	HZK19_RS02580
OG0000295	GOM18_RS02055	HZK19_RS02575
OG0000296	GOM18_RS02015	HZK19_RS02535
OG0000297	GOM18_RS02010	HZK19_RS02530
OG0000298	GOM18_RS01285	HZK19_RS00160
OG0000299	GOM18_RS03940	HZK19_RS00180
OG0000300	GOM18_RS01480	HZK19_RS00355
OG0000301	GOM18_RS01515	HZK19_RS00390
OG0000302	GOM18_RS01520	HZK19_RS00395
OG0000303	GOM18_RS01665	HZK19_RS00550
OG0000304	GOM18_RS01710	HZK19_RS01055
OG0000305	GOM18_RS01175	HZK19_RS02845
OG0000306	GOM18_RS03130	HZK19_RS02770
OG0000307	GOM18_RS03100	HZK19_RS02735
OG0000308	GOM18_RS02110	HZK19_RS02635
OG0000309	GOM18_RS02045	HZK19_RS02565
OG0000310	GOM18_RS01970	HZK19_RS02490
OG0000311	GOM18_RS01935	HZK19_RS02450
OG0000312	GOM18_RS01920	HZK19_RS02435
OG0000313	GOM18_RS03620	HZK19_RS01565
OG0000314	GOM18_RS03245	HZK19_RS01920
OG0000315	GOM18_RS02210	HZK19_RS01950
OG0000316	GOM18_RS02220	HZK19_RS01960
OG0000317	GOM18_RS02315	HZK19_RS02055
OG0000318	GOM18_RS04425	HZK19_RS01965
OG0000319	GOM18_RS02375	HZK19_RS02200
OG0000320	GOM18_RS02500	HZK19_RS02330
OG0000321	GOM18_RS02820	HZK19_RS01300
OG0000322	GOM18_RS02780	HZK19_RS01345
OG0000323	GOM18_RS02625	HZK19_RS01475
OG0000324	GOM18_RS02415	HZK19_RS02240
OG0000325	GOM18_RS00130	HZK19_RS00675
OG0000326	GOM18_RS00225	HZK19_RS00770
OG0000327	GOM18_RS00230	HZK19_RS00775
OG0000328	GOM18_RS00315	HZK19_RS00860
OG0000329	GOM18_RS00335	HZK19_RS00880
OG0000330	GOM18_RS02890	HZK19_RS01080
OG0000331	GOM18_RS01085	HZK19_RS02935
OG0000332	GOM18_RS00975	HZK19_RS03150
OG0000333	GOM18_RS00965	HZK19_RS03160
OG0000334	GOM18_RS00865	HZK19_RS03270
OG0000335	GOM18_RS00855	HZK19_RS03280
OG0000336	GOM18_RS04265	HZK19_RS03450
OG0000337	GOM18_RS00535	HZK19_RS03620
OG0000338	GOM18_RS00575	HZK19_RS03660
OG0000339	GOM18_RS02475	HZK19_RS02305
OG0000340	GOM18_RS02840	HZK19_RS01280
OG0000341	GOM18_RS02435	HZK19_RS02260
OG0000342	GOM18_RS00160	HZK19_RS00705
OG0000343	GOM18_RS00955	HZK19_RS03170
OG0000344	GOM18_RS01680	HZK19_RS00565
OG0000345	GOM18_RS01770	HZK19_RS00995
OG0000346	GOM18_RS00370	HZK19_RS03455
OG0000347	GOM18_RS02755	HZK19_RS01370
OG0000348	GOM18_RS00235	HZK19_RS00780
OG0000349	GOM18_RS04275	HZK19_RS03515
OG0000350	GOM18_RS03090	HZK19_RS02725
OG0000351	GOM18_RS01600	HZK19_RS00480
OG0000352	GOM18_RS03265	HZK19_RS01895
OG0000353	GOM18_RS02785	HZK19_RS01340
OG0000354	GOM18_RS03455	HZK19_RS00625
OG0000355	GOM18_RS04535	HZK19_RS01870
OG0000356	GOM18_RS04420	HZK19_RS01955
OG0000357	GOM18_RS04370	HZK19_RS03130
OG0000358	GOM18_RS00990	HZK19_RS03135
OG0000359	GOM18_RS04245	HZK19_RS00750
OG0000360	GOM18_RS01385	HZK19_RS00260
OG0000361	GOM18_RS01415	HZK19_RS00290
OG0000362	GOM18_RS01990	HZK19_RS02510
OG0000363	GOM18_RS04485	HZK19_RS03730
OG0000364	GOM18_RS04185	HZK19_RS01855
OG0000365	GOM18_RS04440	HZK19_RS02000
OG0000366	GOM18_RS02285	HZK19_RS02025
OG0000367	GOM18_RS02295	HZK19_RS02035
OG0000368	GOM18_RS00640	HZK19_RS00060
OG0000369	GOM18_RS04300	HZK19_RS00025
OG0000370	GOM18_RS00600	HZK19_RS00020
OG0000371	GOM18_RS00595	HZK19_RS00015
OG0000372	GOM18_RS00590	HZK19_RS00010
OG0000373	GOM18_RS00565	HZK19_RS03650
OG0000374	GOM18_RS00555	HZK19_RS03640
OG0000375	GOM18_RS02370	HZK19_RS02195
OG0000376	GOM18_RS02515	HZK19_RS02345
OG0000377	GOM18_RS02505	HZK19_RS02335
OG0000378	GOM18_RS02860	HZK19_RS01260
OG0000380	GOM18_RS02765	HZK19_RS01360
OG0000381	GOM18_RS02725	HZK19_RS01400
OG0000382	GOM18_RS02695	HZK19_RS01430
OG0000383	GOM18_RS02630	HZK19_RS01470
OG0000384	GOM18_RS01620	HZK19_RS00505
OG0000385	GOM18_RS01625	HZK19_RS00510
OG0000386	GOM18_RS01645	HZK19_RS00530
OG0000387	GOM18_RS01670	HZK19_RS00555
OG0000388	GOM18_RS04395	HZK19_RS00560
OG0000389	GOM18_RS03480	HZK19_RS00605
OG0000390	GOM18_RS01155	HZK19_RS02865
OG0000391	GOM18_RS01165	HZK19_RS02855
OG0000392	GOM18_RS01190	HZK19_RS02830
OG0000393	GOM18_RS04515	HZK19_RS02775
OG0000395	GOM18_RS02165	HZK19_RS02695
OG0000396	GOM18_RS01880	HZK19_RS02395
OG0000397	GOM18_RS03280	HZK19_RS01880
OG0000398	GOM18_RS03275	HZK19_RS01885
OG0000399	GOM18_RS02195	HZK19_RS01935
OG0000400	GOM18_RS01030	HZK19_RS03000
OG0000401	GOM18_RS00970	HZK19_RS03155
OG0000402	GOM18_RS00960	HZK19_RS03165
OG0000403	GOM18_RS00950	HZK19_RS03175
OG0000404	GOM18_RS00920	HZK19_RS03205
OG0000405	GOM18_RS00905	HZK19_RS03220
OG0000406	GOM18_RS00850	HZK19_RS03285
OG0000407	GOM18_RS04360	HZK19_RS03290
OG0000408	GOM18_RS00840	HZK19_RS03295
OG0000409	GOM18_RS00835	HZK19_RS03300
OG0000410	GOM18_RS00775	HZK19_RS03360
OG0000411	GOM18_RS00785	HZK19_RS03350
OG0000412	GOM18_RS00790	HZK19_RS03345
OG0000413	GOM18_RS02615	HZK19_RS01485
OG0000414	GOM18_RS02605	HZK19_RS01495
OG0000415	GOM18_RS02600	HZK19_RS01500
OG0000416	GOM18_RS02590	HZK19_RS01510
OG0000417	GOM18_RS02430	HZK19_RS02255
OG0000418	GOM18_RS02425	HZK19_RS02250
OG0000419	GOM18_RS00140	HZK19_RS00685
OG0000420	GOM18_RS00175	HZK19_RS00720
OG0000421	GOM18_RS00210	HZK19_RS00755
OG0000422	GOM18_RS00220	HZK19_RS00765
OG0000423	GOM18_RS00275	HZK19_RS00820
OG0000424	GOM18_RS00280	HZK19_RS00825
OG0000425	GOM18_RS00290	HZK19_RS00835
OG0000426	GOM18_RS04250	HZK19_RS00840
OG0000427	GOM18_RS04255	HZK19_RS00865
OG0000428	GOM18_RS00345	HZK19_RS00890
OG0000429	GOM18_RS01780	HZK19_RS00985
OG0000430	GOM18_RS01735	HZK19_RS01030
OG0000431	GOM18_RS01725	HZK19_RS01040
OG0000432	GOM18_RS02885	HZK19_RS01075
OG0000433	GOM18_RS02900	HZK19_RS01090
OG0000434	GOM18_RS02905	HZK19_RS01095
OG0000435	GOM18_RS02920	HZK19_RS01110
OG0000436	GOM18_RS02945	HZK19_RS01135
OG0000437	GOM18_RS02955	HZK19_RS01145
OG0000438	GOM18_RS02960	HZK19_RS01150
OG0000439	GOM18_RS04495	HZK19_RS01155
OG0000440	GOM18_RS04375	HZK19_RS02915
OG0000441	GOM18_RS01065	HZK19_RS02955
OG0000442	GOM18_RS01255	HZK19_RS00130
OG0000443	GOM18_RS01300	HZK19_RS00175
OG0000444	GOM18_RS01315	HZK19_RS00190
OG0000445	GOM18_RS03665	HZK19_RS00215
OG0000446	GOM18_RS01365	HZK19_RS00240
OG0000447	GOM18_RS01370	HZK19_RS00245
OG0000448	GOM18_RS01400	HZK19_RS00275
OG0000449	GOM18_RS01425	HZK19_RS00300
OG0000450	GOM18_RS01435	HZK19_RS00310
OG0000451	GOM18_RS01475	HZK19_RS00350
OG0000452	GOM18_RS01500	HZK19_RS00375
OG0000453	GOM18_RS01535	HZK19_RS00410
OG0000455	GOM18_RS00475	HZK19_RS03560
OG0000456	GOM18_RS00695	HZK19_RS03440
OG0000457	GOM18_RS00720	HZK19_RS03415
OG0000458	GOM18_RS01960	HZK19_RS02480
OG0000459	GOM18_RS01985	HZK19_RS02505
OG0000460	GOM18_RS01995	HZK19_RS02520
OG0000461	GOM18_RS02040	HZK19_RS02560
OG0000462	GOM18_RS02035	HZK19_RS02555
OG0000463	GOM18_RS02030	HZK19_RS02550
OG0000465	GOM18_RS02020	HZK19_RS02545
OG0000466	GOM18_RS01505	HZK19_RS00380
OG0000467	GOM18_RS04400	HZK19_RS02645
OG0000468	GOM18_RS02190	HZK19_RS01930
OG0000469	GOM18_RS02250	HZK19_RS01990
OG0000470	GOM18_RS00270	HZK19_RS00815
OG0000471	GOM18_RS00350	HZK19_RS00895
OG0000472	GOM18_RS00765	HZK19_RS03370
OG0000473	GOM18_RS00460	HZK19_RS03545
OG0000474	GOM18_RS00465	HZK19_RS03550
OG0000475	GOM18_RS00470	HZK19_RS03555
OG0000476	GOM18_RS02580	HZK19_RS01520
OG0000477	GOM18_RS02065	HZK19_RS02585
OG0000478	GOM18_RS00405	HZK19_RS03490
OG0000479	GOM18_RS02825	HZK19_RS01295
OG0000480	GOM18_RS02255	HZK19_RS01995
OG0000481	GOM18_RS00245	HZK19_RS00790
OG0000483	GOM18_RS02300	HZK19_RS02040
OG0000484	GOM18_RS04385	HZK19_RS00185
OG0000485	GOM18_RS02950	HZK19_RS01140
OG0000486	GOM18_RS02450	HZK19_RS02275
OG0000487	GOM18_RS04430	HZK19_RS01970
OG0000488	GOM18_RS02270	HZK19_RS02010
OG0000489	GOM18_RS00630	HZK19_RS00050
OG0000490	GOM18_RS00570	HZK19_RS03655
OG0000491	GOM18_RS02805	HZK19_RS01315
OG0000492	GOM18_RS02735	HZK19_RS01390
OG0000493	GOM18_RS01685	HZK19_RS00570
OG0000494	GOM18_RS03450	HZK19_RS00630
OG0000495	GOM18_RS01220	HZK19_RS02800
OG0000496	GOM18_RS01230	HZK19_RS02790
OG0000497	GOM18_RS01235	HZK19_RS02785
OG0000498	GOM18_RS03070	HZK19_RS02705
OG0000499	GOM18_RS02140	HZK19_RS02670
OG0000500	GOM18_RS03270	HZK19_RS01890
OG0000501	GOM18_RS01020	HZK19_RS03010
OG0000502	GOM18_RS03150	HZK19_RS01165
OG0000503	GOM18_RS00190	HZK19_RS00735
OG0000504	GOM18_RS00325	HZK19_RS00870
OG0000505	GOM18_RS01860	HZK19_RS00905
OG0000506	GOM18_RS01850	HZK19_RS00915
OG0000507	GOM18_RS01815	HZK19_RS00950
OG0000508	GOM18_RS01360	HZK19_RS00235
OG0000509	GOM18_RS01395	HZK19_RS00270
OG0000510	GOM18_RS01405	HZK19_RS00280
OG0000511	GOM18_RS01540	HZK19_RS00415
OG0000513	GOM18_RS00390	HZK19_RS03475
OG0000514	GOM18_RS01195	HZK19_RS02825
OG0000515	GOM18_RS02570	HZK19_RS01530
OG0000516	GOM18_RS04435	HZK19_RS01975
OG0000517	GOM18_RS00645	HZK19_RS00065
OG0000518	GOM18_RS00980	HZK19_RS03145
