Orthogroup	MHP_98_genes	MHP_153B_genes
OG0000141	GOM18_RS01125	NB625_RS03090
OG0000142	GOM18_RS04380	NB625_RS03085
OG0000143	GOM18_RS01150	NB625_RS03065
OG0000144	GOM18_RS01160	NB625_RS03050
OG0000145	GOM18_RS01170	NB625_RS03040
OG0000146	GOM18_RS01180	NB625_RS03030
OG0000147	GOM18_RS01185	NB625_RS03025
OG0000148	GOM18_RS01200	NB625_RS03010
OG0000149	GOM18_RS01210	NB625_RS03000
OG0000150	GOM18_RS01225	NB625_RS02985
OG0000151	GOM18_RS03115	NB625_RS02940
OG0000152	GOM18_RS03110	NB625_RS02935
OG0000153	GOM18_RS03105	NB625_RS02930
OG0000154	GOM18_RS03095	NB625_RS02920
OG0000155	GOM18_RS02160	NB625_RS02880
OG0000156	GOM18_RS02150	NB625_RS02870
OG0000157	GOM18_RS04415	NB625_RS02865
OG0000158	GOM18_RS04410	NB625_RS02855
OG0000159	GOM18_RS01915	NB625_RS02610
OG0000160	GOM18_RS01910	NB625_RS02605
OG0000161	GOM18_RS01905	NB625_RS02600
OG0000162	GOM18_RS01895	NB625_RS02590
OG0000163	GOM18_RS01890	NB625_RS02585
OG0000164	GOM18_RS03635	NB625_RS01610
OG0000165	GOM18_RS03260	NB625_RS01945
OG0000166	GOM18_RS02185	NB625_RS01960
OG0000167	GOM18_RS02200	NB625_RS01975
OG0000168	GOM18_RS02205	NB625_RS01980
OG0000169	GOM18_RS01040	NB625_RS03200
OG0000170	GOM18_RS01025	NB625_RS03215
OG0000171	GOM18_RS01015	NB625_RS03225
OG0000172	GOM18_RS01010	NB625_RS03230
OG0000173	GOM18_RS01005	NB625_RS03235
OG0000174	GOM18_RS01000	NB625_RS03240
OG0000175	GOM18_RS00985	NB625_RS03255
OG0000176	GOM18_RS00935	NB625_RS03315
OG0000177	GOM18_RS00930	NB625_RS03320
OG0000178	GOM18_RS00925	NB625_RS03330
OG0000179	GOM18_RS00915	NB625_RS03335
OG0000180	GOM18_RS00910	NB625_RS03340
OG0000181	GOM18_RS04365	NB625_RS03380
OG0000182	GOM18_RS00860	NB625_RS03390
OG0000183	GOM18_RS00825	NB625_RS03425
OG0000184	GOM18_RS00780	NB625_RS03470
OG0000185	GOM18_RS00795	NB625_RS03455
OG0000186	GOM18_RS04465	NB625_RS01530
OG0000187	GOM18_RS02595	NB625_RS01545
OG0000188	GOM18_RS02585	NB625_RS01555
OG0000189	GOM18_RS04445	NB625_RS02450
OG0000190	GOM18_RS02440	NB625_RS02445
OG0000191	GOM18_RS02420	NB625_RS02420
OG0000192	GOM18_RS03170	NB625_RS01215
OG0000193	GOM18_RS03155	NB625_RS01200
OG0000194	GOM18_RS00120	NB625_RS00995
OG0000195	GOM18_RS00125	NB625_RS00990
OG0000196	GOM18_RS00145	NB625_RS00965
OG0000197	GOM18_RS00150	NB625_RS00960
OG0000198	GOM18_RS00165	NB625_RS00945
OG0000199	GOM18_RS00170	NB625_RS00940
OG0000200	GOM18_RS00185	NB625_RS00925
OG0000201	GOM18_RS00195	NB625_RS00915
OG0000202	GOM18_RS00250	NB625_RS00860
OG0000203	GOM18_RS00255	NB625_RS00855
OG0000204	GOM18_RS00260	NB625_RS00850
OG0000205	GOM18_RS00265	NB625_RS00845
OG0000206	GOM18_RS00285	NB625_RS00825
OG0000207	GOM18_RS00300	NB625_RS00810
OG0000208	GOM18_RS00305	NB625_RS00805
OG0000209	GOM18_RS00310	NB625_RS00800
OG0000210	GOM18_RS00360	NB625_RS00755
OG0000211	GOM18_RS01855	NB625_RS00745
OG0000212	GOM18_RS01845	NB625_RS00735
OG0000213	GOM18_RS01840	NB625_RS00730
OG0000214	GOM18_RS01835	NB625_RS00725
OG0000215	GOM18_RS01830	NB625_RS00720
OG0000216	GOM18_RS01825	NB625_RS00715
OG0000217	GOM18_RS01820	NB625_RS00710
OG0000218	GOM18_RS01810	NB625_RS00700
OG0000219	GOM18_RS01805	NB625_RS00695
OG0000220	GOM18_RS01800	NB625_RS00690
OG0000221	GOM18_RS01795	NB625_RS00685
OG0000222	GOM18_RS01790	NB625_RS00680
OG0000223	GOM18_RS01785	NB625_RS00675
OG0000224	GOM18_RS01775	NB625_RS00665
OG0000225	GOM18_RS01765	NB625_RS00655
OG0000226	GOM18_RS01760	NB625_RS00650
OG0000227	GOM18_RS01755	NB625_RS00645
OG0000228	GOM18_RS04580	NB625_RS00640
OG0000229	GOM18_RS01745	NB625_RS00635
OG0000230	GOM18_RS01740	NB625_RS00630
OG0000231	GOM18_RS01730	NB625_RS00620
OG0000232	GOM18_RS01720	NB625_RS00610
OG0000233	GOM18_RS02880	NB625_RS01100
OG0000234	GOM18_RS02915	NB625_RS01135
OG0000235	GOM18_RS02925	NB625_RS01145
OG0000236	GOM18_RS02930	NB625_RS01150
OG0000237	GOM18_RS02935	NB625_RS01155
OG0000238	GOM18_RS02940	NB625_RS01160
OG0000239	GOM18_RS01115	NB625_RS03100
OG0000240	GOM18_RS01110	NB625_RS03105
OG0000241	GOM18_RS01100	NB625_RS03115
OG0000242	GOM18_RS01095	NB625_RS03120
OG0000243	GOM18_RS01090	NB625_RS03125
OG0000244	GOM18_RS01080	NB625_RS03135
OG0000245	GOM18_RS01070	NB625_RS03145
OG0000246	GOM18_RS01250	NB625_RS00145
OG0000247	GOM18_RS01260	NB625_RS00155
OG0000248	GOM18_RS01270	NB625_RS00165
OG0000249	GOM18_RS01275	NB625_RS00170
OG0000250	GOM18_RS01290	NB625_RS00185
OG0000251	GOM18_RS01320	NB625_RS00215
OG0000252	GOM18_RS01330	NB625_RS00225
OG0000253	GOM18_RS01335	NB625_RS00230
OG0000254	GOM18_RS01345	NB625_RS00240
OG0000255	GOM18_RS01350	NB625_RS00245
OG0000256	GOM18_RS01355	NB625_RS00250
OG0000257	GOM18_RS01380	NB625_RS00275
OG0000258	GOM18_RS01390	NB625_RS00285
OG0000259	GOM18_RS01420	NB625_RS00315
OG0000260	GOM18_RS01430	NB625_RS00325
OG0000261	GOM18_RS04390	NB625_RS00335
OG0000262	GOM18_RS01455	NB625_RS00350
OG0000263	GOM18_RS01470	NB625_RS00365
OG0000264	GOM18_RS01485	NB625_RS00385
OG0000265	GOM18_RS01495	NB625_RS00390
OG0000266	GOM18_RS01510	NB625_RS00405
OG0000267	GOM18_RS01525	NB625_RS00420
OG0000268	GOM18_RS01530	NB625_RS00425
OG0000269	GOM18_RS01545	NB625_RS00440
OG0000270	GOM18_RS04280	NB625_RS03640
OG0000271	GOM18_RS00450	NB625_RS03635
OG0000272	GOM18_RS00445	NB625_RS03630
OG0000273	GOM18_RS00440	NB625_RS03625
OG0000274	GOM18_RS00420	NB625_RS03610
OG0000275	GOM18_RS04270	NB625_RS03600
OG0000276	GOM18_RS00410	NB625_RS03595
OG0000277	GOM18_RS00400	NB625_RS03585
OG0000278	GOM18_RS00395	NB625_RS03580
OG0000279	GOM18_RS00385	NB625_RS03570
OG0000280	GOM18_RS00380	NB625_RS03565
OG0000281	GOM18_RS00375	NB625_RS03560
OG0000282	GOM18_RS04310	NB625_RS03535
OG0000283	GOM18_RS00705	NB625_RS03530
OG0000284	GOM18_RS00710	NB625_RS03525
OG0000285	GOM18_RS04315	NB625_RS03520
OG0000286	GOM18_RS01875	NB625_RS02570
OG0000287	GOM18_RS01965	NB625_RS02670
OG0000288	GOM18_RS01975	NB625_RS02680
OG0000289	GOM18_RS01980	NB625_RS02685
OG0000290	GOM18_RS02090	NB625_RS02800
OG0000291	GOM18_RS02080	NB625_RS02790
OG0000292	GOM18_RS02075	NB625_RS02785
OG0000293	GOM18_RS02070	NB625_RS02780
OG0000294	GOM18_RS02060	NB625_RS02770
OG0000295	GOM18_RS02055	NB625_RS02765
OG0000296	GOM18_RS02015	NB625_RS02720
OG0000297	GOM18_RS02010	NB625_RS02715
OG0000298	GOM18_RS01285	NB625_RS00180
OG0000299	GOM18_RS03940	NB625_RS00200
OG0000300	GOM18_RS01480	NB625_RS00375
OG0000301	GOM18_RS01515	NB625_RS00410
OG0000302	GOM18_RS01520	NB625_RS00415
OG0000303	GOM18_RS01665	NB625_RS00560
OG0000304	GOM18_RS01710	NB625_RS00605
OG0000305	GOM18_RS01175	NB625_RS03035
OG0000306	GOM18_RS03130	NB625_RS02960
OG0000307	GOM18_RS03100	NB625_RS02925
OG0000308	GOM18_RS02110	NB625_RS02825
OG0000309	GOM18_RS02045	NB625_RS02755
OG0000310	GOM18_RS01970	NB625_RS02675
OG0000311	GOM18_RS01935	NB625_RS02630
OG0000312	GOM18_RS01920	NB625_RS02615
OG0000313	GOM18_RS03620	NB625_RS01600
OG0000314	GOM18_RS03245	NB625_RS01955
OG0000315	GOM18_RS02210	NB625_RS01985
OG0000316	GOM18_RS02220	NB625_RS01995
OG0000317	GOM18_RS02315	NB625_RS02185
OG0000318	GOM18_RS04425	NB625_RS02000
OG0000319	GOM18_RS02375	NB625_RS02375
OG0000320	GOM18_RS02500	NB625_RS02505
OG0000321	GOM18_RS02820	NB625_RS01335
OG0000322	GOM18_RS02780	NB625_RS01380
OG0000323	GOM18_RS02625	NB625_RS01515
OG0000324	GOM18_RS02415	NB625_RS02415
OG0000325	GOM18_RS00130	NB625_RS00985
OG0000326	GOM18_RS00225	NB625_RS00885
OG0000327	GOM18_RS00230	NB625_RS00880
OG0000328	GOM18_RS00315	NB625_RS00795
OG0000329	GOM18_RS00335	NB625_RS00775
OG0000330	GOM18_RS02890	NB625_RS01110
OG0000331	GOM18_RS01085	NB625_RS03130
OG0000332	GOM18_RS00975	NB625_RS03270
OG0000333	GOM18_RS00965	NB625_RS03280
OG0000334	GOM18_RS00865	NB625_RS03385
OG0000335	GOM18_RS00855	NB625_RS03395
OG0000336	GOM18_RS04265	NB625_RS03550
OG0000337	GOM18_RS00535	NB625_RS03715
OG0000338	GOM18_RS00575	NB625_RS03755
OG0000339	GOM18_RS02475	NB625_RS02480
OG0000340	GOM18_RS02840	NB625_RS01315
OG0000341	GOM18_RS02435	NB625_RS02440
OG0000342	GOM18_RS00160	NB625_RS00955
OG0000343	GOM18_RS00955	NB625_RS03290
OG0000344	GOM18_RS01680	NB625_RS00575
OG0000345	GOM18_RS01770	NB625_RS00660
OG0000346	GOM18_RS00370	NB625_RS03555
OG0000347	GOM18_RS02755	NB625_RS01405
OG0000348	GOM18_RS00235	NB625_RS00875
OG0000349	GOM18_RS04275	NB625_RS03615
OG0000350	GOM18_RS03090	NB625_RS02915
OG0000351	GOM18_RS01600	NB625_RS00495
OG0000352	GOM18_RS03265	NB625_RS01935
OG0000353	GOM18_RS02785	NB625_RS01375
OG0000354	GOM18_RS03455	NB625_RS01050
OG0000355	GOM18_RS04535	NB625_RS01910
OG0000356	GOM18_RS04420	NB625_RS01990
OG0000357	GOM18_RS04370	NB625_RS03245
OG0000358	GOM18_RS00990	NB625_RS03250
OG0000359	GOM18_RS04245	NB625_RS00905
OG0000360	GOM18_RS01385	NB625_RS00280
OG0000361	GOM18_RS01415	NB625_RS00310
OG0000362	GOM18_RS01990	NB625_RS02695
OG0000363	GOM18_RS04485	NB625_RS01445
OG0000365	GOM18_RS04440	NB625_RS02040
OG0000366	GOM18_RS02285	NB625_RS02060
OG0000367	GOM18_RS02295	NB625_RS02165
OG0000368	GOM18_RS00640	NB625_RS00060
OG0000369	GOM18_RS04300	NB625_RS00025
OG0000370	GOM18_RS00600	NB625_RS00020
OG0000371	GOM18_RS00595	NB625_RS00015
OG0000372	GOM18_RS00590	NB625_RS00010
OG0000373	GOM18_RS00565	NB625_RS03745
OG0000374	GOM18_RS00555	NB625_RS03735
OG0000375	GOM18_RS02370	NB625_RS02370
OG0000376	GOM18_RS02515	NB625_RS02520
OG0000377	GOM18_RS02505	NB625_RS02510
OG0000378	GOM18_RS02860	NB625_RS01295
OG0000380	GOM18_RS02765	NB625_RS01400
OG0000381	GOM18_RS02725	NB625_RS01435
OG0000382	GOM18_RS02695	NB625_RS01470
OG0000383	GOM18_RS02630	NB625_RS01510
OG0000384	GOM18_RS01620	NB625_RS00515
OG0000385	GOM18_RS01625	NB625_RS00520
OG0000386	GOM18_RS01645	NB625_RS00540
OG0000387	GOM18_RS01670	NB625_RS00565
OG0000388	GOM18_RS04395	NB625_RS00570
OG0000389	GOM18_RS03480	NB625_RS01070
OG0000390	GOM18_RS01155	NB625_RS03055
OG0000391	GOM18_RS01165	NB625_RS03045
OG0000392	GOM18_RS01190	NB625_RS03020
OG0000393	GOM18_RS04515	NB625_RS02965
OG0000395	GOM18_RS02165	NB625_RS02885
OG0000396	GOM18_RS01880	NB625_RS02575
OG0000397	GOM18_RS03280	NB625_RS01920
OG0000398	GOM18_RS03275	NB625_RS01925
OG0000399	GOM18_RS02195	NB625_RS01970
OG0000400	GOM18_RS01030	NB625_RS03210
OG0000401	GOM18_RS00970	NB625_RS03275
OG0000402	GOM18_RS00960	NB625_RS03285
OG0000403	GOM18_RS00950	NB625_RS03295
OG0000405	GOM18_RS00905	NB625_RS03350
OG0000406	GOM18_RS00850	NB625_RS03400
OG0000407	GOM18_RS04360	NB625_RS03405
OG0000408	GOM18_RS00840	NB625_RS03410
OG0000409	GOM18_RS00835	NB625_RS03415
OG0000410	GOM18_RS00775	NB625_RS03480
OG0000411	GOM18_RS00785	NB625_RS03465
OG0000412	GOM18_RS00790	NB625_RS03460
OG0000413	GOM18_RS02615	NB625_RS01525
OG0000414	GOM18_RS02605	NB625_RS01535
OG0000415	GOM18_RS02600	NB625_RS01540
OG0000416	GOM18_RS02590	NB625_RS01550
OG0000417	GOM18_RS02430	NB625_RS02435
OG0000418	GOM18_RS02425	NB625_RS02425
OG0000419	GOM18_RS00140	NB625_RS00970
OG0000420	GOM18_RS00175	NB625_RS00935
OG0000421	GOM18_RS00210	NB625_RS00900
OG0000422	GOM18_RS00220	NB625_RS00895
OG0000423	GOM18_RS00275	NB625_RS00835
OG0000424	GOM18_RS00280	NB625_RS00830
OG0000425	GOM18_RS00290	NB625_RS00820
OG0000426	GOM18_RS04250	NB625_RS00815
OG0000427	GOM18_RS04255	NB625_RS00790
OG0000428	GOM18_RS00345	NB625_RS00765
OG0000429	GOM18_RS01780	NB625_RS00670
OG0000430	GOM18_RS01735	NB625_RS00625
OG0000431	GOM18_RS01725	NB625_RS00615
OG0000432	GOM18_RS02885	NB625_RS01105
OG0000433	GOM18_RS02900	NB625_RS01120
OG0000434	GOM18_RS02905	NB625_RS01130
OG0000435	GOM18_RS02920	NB625_RS01140
OG0000436	GOM18_RS02945	NB625_RS01165
OG0000437	GOM18_RS02955	NB625_RS01175
OG0000438	GOM18_RS02960	NB625_RS01180
OG0000439	GOM18_RS04495	NB625_RS01185
OG0000440	GOM18_RS04375	NB625_RS03110
OG0000441	GOM18_RS01065	NB625_RS03150
OG0000442	GOM18_RS01255	NB625_RS00150
OG0000443	GOM18_RS01300	NB625_RS00195
OG0000444	GOM18_RS01315	NB625_RS00210
OG0000445	GOM18_RS03665	NB625_RS00235
OG0000446	GOM18_RS01365	NB625_RS00260
OG0000447	GOM18_RS01370	NB625_RS00265
OG0000448	GOM18_RS01400	NB625_RS00295
OG0000449	GOM18_RS01425	NB625_RS00320
OG0000450	GOM18_RS01435	NB625_RS00330
OG0000451	GOM18_RS01475	NB625_RS00370
OG0000452	GOM18_RS01500	NB625_RS00395
OG0000453	GOM18_RS01535	NB625_RS00430
OG0000455	GOM18_RS00475	NB625_RS03660
OG0000456	GOM18_RS00695	NB625_RS03540
OG0000457	GOM18_RS00720	NB625_RS03510
OG0000458	GOM18_RS01960	NB625_RS02665
OG0000459	GOM18_RS01985	NB625_RS02690
OG0000460	GOM18_RS01995	NB625_RS02700
OG0000461	GOM18_RS02040	NB625_RS02745
OG0000462	GOM18_RS02035	NB625_RS02740
OG0000463	GOM18_RS02030	NB625_RS02735
OG0000464	GOM18_RS02025	NB625_RS02730
OG0000465	GOM18_RS02020	NB625_RS02725
OG0000466	GOM18_RS01505	NB625_RS00400
OG0000467	GOM18_RS04400	NB625_RS02835
OG0000468	GOM18_RS02190	NB625_RS01965
OG0000469	GOM18_RS02250	NB625_RS02025
OG0000470	GOM18_RS00270	NB625_RS00840
OG0000471	GOM18_RS00350	NB625_RS00760
OG0000472	GOM18_RS00765	NB625_RS03485
OG0000473	GOM18_RS00460	NB625_RS03645
OG0000474	GOM18_RS00465	NB625_RS03650
OG0000475	GOM18_RS00470	NB625_RS03655
OG0000476	GOM18_RS02580	NB625_RS01565
OG0000477	GOM18_RS02065	NB625_RS02775
OG0000478	GOM18_RS00405	NB625_RS03590
OG0000479	GOM18_RS02825	NB625_RS01330
OG0000480	GOM18_RS02255	NB625_RS02030
OG0000481	GOM18_RS00245	NB625_RS00865
OG0000482	GOM18_RS03160	NB625_RS01205
OG0000483	GOM18_RS02300	NB625_RS02170
OG0000484	GOM18_RS04385	NB625_RS00205
OG0000485	GOM18_RS02950	NB625_RS01170
OG0000486	GOM18_RS02450	NB625_RS02455
OG0000487	GOM18_RS04430	NB625_RS02005
OG0000488	GOM18_RS02270	NB625_RS02045
OG0000489	GOM18_RS00630	NB625_RS00050
OG0000490	GOM18_RS00570	NB625_RS03750
OG0000491	GOM18_RS02805	NB625_RS01350
OG0000492	GOM18_RS02735	NB625_RS01425
OG0000493	GOM18_RS01685	NB625_RS00580
OG0000494	GOM18_RS03450	NB625_RS01045
OG0000495	GOM18_RS01220	NB625_RS02990
OG0000496	GOM18_RS01230	NB625_RS02980
OG0000498	GOM18_RS03070	NB625_RS02900
OG0000499	GOM18_RS02140	NB625_RS02860
OG0000500	GOM18_RS03270	NB625_RS01930
OG0000501	GOM18_RS01020	NB625_RS03220
OG0000503	GOM18_RS00190	NB625_RS00920
OG0000504	GOM18_RS00325	NB625_RS00785
OG0000505	GOM18_RS01860	NB625_RS00750
OG0000506	GOM18_RS01850	NB625_RS00740
OG0000507	GOM18_RS01815	NB625_RS00705
OG0000508	GOM18_RS01360	NB625_RS00255
OG0000509	GOM18_RS01395	NB625_RS00290
OG0000510	GOM18_RS01405	NB625_RS00300
OG0000511	GOM18_RS01540	NB625_RS00435
OG0000512	GOM18_RS02000	NB625_RS02705
OG0000513	GOM18_RS00390	NB625_RS03575
OG0000514	GOM18_RS01195	NB625_RS03015
OG0000515	GOM18_RS02570	NB625_RS01570
OG0000516	GOM18_RS04435	NB625_RS02015
OG0000517	GOM18_RS00645	NB625_RS00065
OG0000518	GOM18_RS00980	NB625_RS03260
OG0000520	GOM18_RS00340	NB625_RS00770
OG0000521	GOM18_RS01375	NB625_RS00270
OG0000522	GOM18_RS01410	NB625_RS00305
OG0000524	GOM18_RS02115	NB625_RS02830
OG0000525	GOM18_RS04345	NB625_RS03490
OG0000526	GOM18_RS04200	NB625_RS01825
OG0000527	GOM18_RS03490	NB625_RS01765
OG0000529	GOM18_RS02385	NB625_RS02385
OG0000530	GOM18_RS02485	NB625_RS02490
OG0000532	GOM18_RS03550	NB625_RS01625
OG0000535	GOM18_RS04305	NB625_RS00045
OG0000536	GOM18_RS00505	NB625_RS03690
OG0000539	GOM18_RS01325	NB625_RS00220
OG0000540	GOM18_RS02085	NB625_RS02795
OG0000541	GOM18_RS02155	NB625_RS02875
OG0000542	GOM18_RS01460	NB625_RS00355
OG0000543	GOM18_RS00010	NB625_RS02070
OG0000544	GOM18_RS04525	NB625_RS01250
OG0000545	GOM18_RS03390	NB625_RS01815
OG0000546	GOM18_RS03120	NB625_RS02945
