Orthogroup	MHP_98_genes	MHP_168L_genes
OG0000060	GOM18_RS03800	MHP168L_RS00080
OG0000061	GOM18_RS03350	MHP168L_RS01660
OG0000062	GOM18_RS00545	MHP168L_RS03630
OG0000063	GOM18_RS04295	MHP168L_RS03625
OG0000064	GOM18_RS00530	MHP168L_RS03615
OG0000065	GOM18_RS02395	MHP168L_RS04005, MHP168L_RS04000
OG0000066	GOM18_RS02800	MHP168L_RS01445
OG0000067	GOM18_RS01630	MHP168L_RS00510
OG0000068	GOM18_RS03445	MHP168L_RS04135
OG0000069	GOM18_RS01240, GOM18_RS03140	MHP168L_RS02845
OG0000070	GOM18_RS01930	MHP168L_RS02505
OG0000071	GOM18_RS00820	MHP168L_RS03265
OG0000072	GOM18_RS04355	MHP168L_RS03270
OG0000073	GOM18_RS00135	MHP168L_RS00955
OG0000074	GOM18_RS04260	MHP168L_RS00765
OG0000075	GOM18_RS01450	MHP168L_RS00320
OG0000076	GOM18_RS01465	MHP168L_RS00335
OG0000077	GOM18_RS01550	MHP168L_RS00425
OG0000079	GOM18_RS02005	MHP168L_RS02590
OG0000080	GOM18_RS03980	MHP168L_RS03895
OG0000081	GOM18_RS01445	MHP168L_RS00315
OG0000082	GOM18_RS02535	MHP168L_RS04015
OG0000083	GOM18_RS02245	MHP168L_RS02110
OG0000084	GOM18_RS02275	MHP168L_RS02265
OG0000085	GOM18_RS02280	MHP168L_RS02260
OG0000086	GOM18_RS02290	MHP168L_RS02250
OG0000087	GOM18_RS02305	MHP168L_RS02235
OG0000088	GOM18_RS02310	MHP168L_RS02230
OG0000089	GOM18_RS02320	MHP168L_RS02215
OG0000090	GOM18_RS00650	MHP168L_RS00070
OG0000091	GOM18_RS00635	MHP168L_RS00055
OG0000092	GOM18_RS00620	MHP168L_RS00040
OG0000093	GOM18_RS00615	MHP168L_RS00035
OG0000094	GOM18_RS00610	MHP168L_RS00030
OG0000095	GOM18_RS00585	MHP168L_RS00005
OG0000096	GOM18_RS00580	MHP168L_RS03665
OG0000097	GOM18_RS00560	MHP168L_RS03645
OG0000098	GOM18_RS00550	MHP168L_RS03635
OG0000099	GOM18_RS04285	MHP168L_RS03520
OG0000100	GOM18_RS00485	MHP168L_RS03505
OG0000101	GOM18_RS00480	MHP168L_RS03500
OG0000102	GOM18_RS02995	MHP168L_RS01735
OG0000103	GOM18_RS02360	MHP168L_RS02175
OG0000104	GOM18_RS02365	MHP168L_RS02170
OG0000105	GOM18_RS02380	MHP168L_RS02155
OG0000106	GOM18_RS02390	MHP168L_RS02145
OG0000107	GOM18_RS02400	MHP168L_RS02135
OG0000108	GOM18_RS02405	MHP168L_RS02130
OG0000109	GOM18_RS02410	MHP168L_RS02125
OG0000110	GOM18_RS02525	MHP168L_RS02410
OG0000111	GOM18_RS02520	MHP168L_RS02405
OG0000112	GOM18_RS02510	MHP168L_RS02395
OG0000113	GOM18_RS02490	MHP168L_RS02375
OG0000114	GOM18_RS02480	MHP168L_RS02365
OG0000115	GOM18_RS02470	MHP168L_RS02350
OG0000116	GOM18_RS02855	MHP168L_RS01385
OG0000117	GOM18_RS02850	MHP168L_RS01390
OG0000118	GOM18_RS02815	MHP168L_RS01430
OG0000119	GOM18_RS02810	MHP168L_RS01435
OG0000120	GOM18_RS02795	MHP168L_RS01450
OG0000121	GOM18_RS02775	MHP168L_RS01475
OG0000122	GOM18_RS02770	MHP168L_RS01480
OG0000123	GOM18_RS02750	MHP168L_RS01500
OG0000124	GOM18_RS02745	MHP168L_RS01505
OG0000125	GOM18_RS02740	MHP168L_RS01510
OG0000126	GOM18_RS02730	MHP168L_RS01520
OG0000127	GOM18_RS02720	MHP168L_RS01530
OG0000128	GOM18_RS02705	MHP168L_RS01545
OG0000129	GOM18_RS02700	MHP168L_RS01550
OG0000130	GOM18_RS02690	MHP168L_RS01560
OG0000131	GOM18_RS04475	MHP168L_RS01590
OG0000132	GOM18_RS04470	MHP168L_RS01605
OG0000133	GOM18_RS01635	MHP168L_RS00515
OG0000134	GOM18_RS01640	MHP168L_RS00520
OG0000135	GOM18_RS01655	MHP168L_RS00535
OG0000136	GOM18_RS01660	MHP168L_RS00540
OG0000137	GOM18_RS01690	MHP168L_RS00575
OG0000138	GOM18_RS03470	MHP168L_RS01030
OG0000139	GOM18_RS03440	MHP168L_RS01005
OG0000140	GOM18_RS03435	MHP168L_RS01000
OG0000141	GOM18_RS01125	MHP168L_RS02965
OG0000142	GOM18_RS04380	MHP168L_RS02960
OG0000143	GOM18_RS01150	MHP168L_RS02935
OG0000144	GOM18_RS01160	MHP168L_RS02925
OG0000145	GOM18_RS01170	MHP168L_RS02915
OG0000146	GOM18_RS01180	MHP168L_RS02905
OG0000147	GOM18_RS01185	MHP168L_RS02900
OG0000148	GOM18_RS01200	MHP168L_RS02885
OG0000149	GOM18_RS01210	MHP168L_RS02875
OG0000150	GOM18_RS01225	MHP168L_RS02860
OG0000151	GOM18_RS03115	MHP168L_RS02815
OG0000152	GOM18_RS03110	MHP168L_RS02810
OG0000153	GOM18_RS03105	MHP168L_RS02805
OG0000154	GOM18_RS03095	MHP168L_RS02795
OG0000155	GOM18_RS02160	MHP168L_RS02755
OG0000156	GOM18_RS02150	MHP168L_RS02745
OG0000157	GOM18_RS04415	MHP168L_RS02740
OG0000158	GOM18_RS04410	MHP168L_RS04120
OG0000159	GOM18_RS01915	MHP168L_RS04145
OG0000160	GOM18_RS01910	MHP168L_RS02485
OG0000161	GOM18_RS01905	MHP168L_RS02480
OG0000162	GOM18_RS01895	MHP168L_RS02470
OG0000163	GOM18_RS01890	MHP168L_RS02465
OG0000164	GOM18_RS03635	MHP168L_RS01825
OG0000165	GOM18_RS03260	MHP168L_RS02030
OG0000166	GOM18_RS02185	MHP168L_RS02050
OG0000167	GOM18_RS02200	MHP168L_RS02065
OG0000168	GOM18_RS02205	MHP168L_RS02070
OG0000169	GOM18_RS01040	MHP168L_RS03045
OG0000170	GOM18_RS01025	MHP168L_RS03060
OG0000171	GOM18_RS01015	MHP168L_RS03070
OG0000172	GOM18_RS01010	MHP168L_RS03075
OG0000173	GOM18_RS01005	MHP168L_RS03080
OG0000174	GOM18_RS01000	MHP168L_RS03085
OG0000175	GOM18_RS00985	MHP168L_RS03100
OG0000176	GOM18_RS00935	MHP168L_RS03150
OG0000177	GOM18_RS00930	MHP168L_RS03155
OG0000178	GOM18_RS00925	MHP168L_RS03160
OG0000179	GOM18_RS00915	MHP168L_RS03170
OG0000180	GOM18_RS00910	MHP168L_RS03175
OG0000181	GOM18_RS04365	MHP168L_RS03215
OG0000182	GOM18_RS00860	MHP168L_RS03225
OG0000183	GOM18_RS00825	MHP168L_RS03260
OG0000184	GOM18_RS00780	MHP168L_RS03300
OG0000185	GOM18_RS00795	MHP168L_RS03285
OG0000186	GOM18_RS04465	MHP168L_RS01615
OG0000187	GOM18_RS02595	MHP168L_RS01630
OG0000188	GOM18_RS02585	MHP168L_RS01640
OG0000189	GOM18_RS04445	MHP168L_RS02320
OG0000190	GOM18_RS02440	MHP168L_RS02315
OG0000191	GOM18_RS02420	MHP168L_RS02295
OG0000192	GOM18_RS03170	MHP168L_RS01300
OG0000193	GOM18_RS03155	MHP168L_RS01290
OG0000194	GOM18_RS00120	MHP168L_RS00970
OG0000195	GOM18_RS00125	MHP168L_RS00965
OG0000196	GOM18_RS00145	MHP168L_RS00945
OG0000197	GOM18_RS00150	MHP168L_RS00940
OG0000198	GOM18_RS00165	MHP168L_RS00925
OG0000199	GOM18_RS00170	MHP168L_RS00920
OG0000200	GOM18_RS00185	MHP168L_RS00910
OG0000201	GOM18_RS00195	MHP168L_RS00900
OG0000202	GOM18_RS00250	MHP168L_RS00845
OG0000203	GOM18_RS00255	MHP168L_RS00840
OG0000204	GOM18_RS00260	MHP168L_RS00835
OG0000205	GOM18_RS00265	MHP168L_RS00830
OG0000206	GOM18_RS00285	MHP168L_RS00810
OG0000207	GOM18_RS00300	MHP168L_RS00795
OG0000208	GOM18_RS00305	MHP168L_RS00790
OG0000209	GOM18_RS00310	MHP168L_RS00785
OG0000210	GOM18_RS00360	MHP168L_RS00735
OG0000211	GOM18_RS01855	MHP168L_RS00720
OG0000212	GOM18_RS01845	MHP168L_RS00710
OG0000213	GOM18_RS01840	MHP168L_RS03705
OG0000214	GOM18_RS01835	MHP168L_RS00705
OG0000215	GOM18_RS01830	MHP168L_RS00700
OG0000216	GOM18_RS01825	MHP168L_RS00695
OG0000217	GOM18_RS01820	MHP168L_RS00690
OG0000218	GOM18_RS01810	MHP168L_RS00680
OG0000219	GOM18_RS01805	MHP168L_RS00675
OG0000220	GOM18_RS01800	MHP168L_RS00670
OG0000221	GOM18_RS01795	MHP168L_RS00665
OG0000222	GOM18_RS01790	MHP168L_RS00660
OG0000223	GOM18_RS01785	MHP168L_RS00655
OG0000224	GOM18_RS01775	MHP168L_RS00645
OG0000225	GOM18_RS01765	MHP168L_RS00635
OG0000226	GOM18_RS01760	MHP168L_RS00630
OG0000227	GOM18_RS01755	MHP168L_RS00625
OG0000228	GOM18_RS04580	MHP168L_RS04125
OG0000229	GOM18_RS01745	MHP168L_RS00615
OG0000230	GOM18_RS01740	MHP168L_RS00610
OG0000231	GOM18_RS01730	MHP168L_RS00600
OG0000232	GOM18_RS01720	MHP168L_RS00590
OG0000233	GOM18_RS02880	MHP168L_RS01075
OG0000234	GOM18_RS02915	MHP168L_RS01110
OG0000235	GOM18_RS02925	MHP168L_RS01120
OG0000236	GOM18_RS02930	MHP168L_RS01125
OG0000237	GOM18_RS02935	MHP168L_RS01130
OG0000238	GOM18_RS02940	MHP168L_RS01140
OG0000239	GOM18_RS01115	MHP168L_RS02975
OG0000240	GOM18_RS01110	MHP168L_RS02980
OG0000241	GOM18_RS01100	MHP168L_RS02990
OG0000242	GOM18_RS01095	MHP168L_RS02995
OG0000243	GOM18_RS01090	MHP168L_RS03000
OG0000244	GOM18_RS01080	MHP168L_RS03010
OG0000245	GOM18_RS01070	MHP168L_RS03020
OG0000246	GOM18_RS01250	MHP168L_RS00120
OG0000247	GOM18_RS01260	MHP168L_RS00130
OG0000248	GOM18_RS01270	MHP168L_RS00140
OG0000249	GOM18_RS01275	MHP168L_RS00145
OG0000250	GOM18_RS01290	MHP168L_RS00160
OG0000251	GOM18_RS01320	MHP168L_RS00185
OG0000252	GOM18_RS01330	MHP168L_RS00195
OG0000253	GOM18_RS01335	MHP168L_RS00200
OG0000254	GOM18_RS01345	MHP168L_RS00210
OG0000255	GOM18_RS01350	MHP168L_RS00220
OG0000256	GOM18_RS01355	MHP168L_RS00225
OG0000257	GOM18_RS01380	MHP168L_RS00250
OG0000258	GOM18_RS01390	MHP168L_RS00260
OG0000259	GOM18_RS01420	MHP168L_RS00290
OG0000260	GOM18_RS01430	MHP168L_RS00300
OG0000261	GOM18_RS04390	MHP168L_RS00310
OG0000262	GOM18_RS01455	MHP168L_RS00325
OG0000263	GOM18_RS01470	MHP168L_RS00340
OG0000264	GOM18_RS01485	MHP168L_RS00355
OG0000265	GOM18_RS01495	MHP168L_RS00365
OG0000266	GOM18_RS01510	MHP168L_RS00380
OG0000267	GOM18_RS01525	MHP168L_RS00395
OG0000268	GOM18_RS01530	MHP168L_RS00400
OG0000269	GOM18_RS01545	MHP168L_RS00415
OG0000270	GOM18_RS04280	MHP168L_RS03475
OG0000271	GOM18_RS00450	MHP168L_RS03470
OG0000272	GOM18_RS00445	MHP168L_RS03465
OG0000273	GOM18_RS00440	MHP168L_RS03460
OG0000274	GOM18_RS00420	MHP168L_RS03440
OG0000275	GOM18_RS04270	MHP168L_RS03435
OG0000276	GOM18_RS00410	MHP168L_RS03430
OG0000277	GOM18_RS00400	MHP168L_RS03420
OG0000278	GOM18_RS00395	MHP168L_RS03415
OG0000279	GOM18_RS00385	MHP168L_RS03405
OG0000280	GOM18_RS00380	MHP168L_RS03400
OG0000281	GOM18_RS00375	MHP168L_RS03780
OG0000282	GOM18_RS04310	MHP168L_RS03375
OG0000283	GOM18_RS00705	MHP168L_RS03370
OG0000284	GOM18_RS00710	MHP168L_RS03365
OG0000285	GOM18_RS04315	MHP168L_RS03360
OG0000286	GOM18_RS01875	MHP168L_RS02450
OG0000287	GOM18_RS01965	MHP168L_RS02550
OG0000288	GOM18_RS01975	MHP168L_RS02560
OG0000289	GOM18_RS01980	MHP168L_RS02565
OG0000290	GOM18_RS02090	MHP168L_RS02675
OG0000291	GOM18_RS02080	MHP168L_RS02665
OG0000292	GOM18_RS02075	MHP168L_RS02660
OG0000293	GOM18_RS02070	MHP168L_RS02655
OG0000294	GOM18_RS02060	MHP168L_RS02645
OG0000295	GOM18_RS02055	MHP168L_RS02640
OG0000296	GOM18_RS02015	MHP168L_RS02600
OG0000297	GOM18_RS02010	MHP168L_RS02595
OG0000298	GOM18_RS01285	MHP168L_RS00155
OG0000299	GOM18_RS03940	MHP168L_RS03690
OG0000300	GOM18_RS01480	MHP168L_RS00350
OG0000301	GOM18_RS01515	MHP168L_RS00385
OG0000302	GOM18_RS01520	MHP168L_RS00390
OG0000303	GOM18_RS01665	MHP168L_RS00545
OG0000304	GOM18_RS01710	MHP168L_RS00585
OG0000305	GOM18_RS01175	MHP168L_RS02910
OG0000306	GOM18_RS03130	MHP168L_RS02835
OG0000307	GOM18_RS03100	MHP168L_RS02800
OG0000308	GOM18_RS02110	MHP168L_RS02700
OG0000309	GOM18_RS02045	MHP168L_RS02630
OG0000310	GOM18_RS01970	MHP168L_RS02555
OG0000311	GOM18_RS01935	MHP168L_RS02510
OG0000312	GOM18_RS01920	MHP168L_RS02495
OG0000313	GOM18_RS03620	MHP168L_RS01835
OG0000314	GOM18_RS03245	MHP168L_RS02045
OG0000315	GOM18_RS02210	MHP168L_RS02075
OG0000316	GOM18_RS02220	MHP168L_RS02085
OG0000317	GOM18_RS02315	MHP168L_RS02225
OG0000318	GOM18_RS04425	MHP168L_RS02090
OG0000319	GOM18_RS02375	MHP168L_RS02160
OG0000320	GOM18_RS02500	MHP168L_RS02385
OG0000321	GOM18_RS02820	MHP168L_RS01425
OG0000322	GOM18_RS02780	MHP168L_RS01470
OG0000323	GOM18_RS02625	MHP168L_RS01600
OG0000324	GOM18_RS02415	MHP168L_RS02290
OG0000325	GOM18_RS00130	MHP168L_RS00960
OG0000326	GOM18_RS00225	MHP168L_RS00870
OG0000327	GOM18_RS00230	MHP168L_RS00865
OG0000328	GOM18_RS00315	MHP168L_RS00780
OG0000329	GOM18_RS00335	MHP168L_RS00755
OG0000330	GOM18_RS02890	MHP168L_RS01085
OG0000331	GOM18_RS01085	MHP168L_RS03005
OG0000332	GOM18_RS00975	MHP168L_RS03110
OG0000333	GOM18_RS00965	MHP168L_RS03120
OG0000334	GOM18_RS00865	MHP168L_RS03220
OG0000335	GOM18_RS00855	MHP168L_RS03230
OG0000336	GOM18_RS04265	MHP168L_RS03390
OG0000337	GOM18_RS00535	MHP168L_RS03620
OG0000338	GOM18_RS00575	MHP168L_RS03660
OG0000339	GOM18_RS02475	MHP168L_RS02355
OG0000340	GOM18_RS02840	MHP168L_RS01400
OG0000341	GOM18_RS02435	MHP168L_RS02310
OG0000342	GOM18_RS00160	MHP168L_RS00930
OG0000343	GOM18_RS00955	MHP168L_RS03130
OG0000344	GOM18_RS01680	MHP168L_RS00560
OG0000345	GOM18_RS01770	MHP168L_RS00640
OG0000346	GOM18_RS00370	MHP168L_RS03395
OG0000347	GOM18_RS02755	MHP168L_RS01495
OG0000348	GOM18_RS00235	MHP168L_RS00860
OG0000349	GOM18_RS04275	MHP168L_RS03450
OG0000350	GOM18_RS03090	MHP168L_RS02790
OG0000351	GOM18_RS01600	MHP168L_RS00475
OG0000352	GOM18_RS03265	MHP168L_RS02025
OG0000353	GOM18_RS02785	MHP168L_RS01465
OG0000354	GOM18_RS03455	MHP168L_RS01015
OG0000355	GOM18_RS04535	MHP168L_RS01995
OG0000356	GOM18_RS04420	MHP168L_RS02080
OG0000357	GOM18_RS04370	MHP168L_RS03090
OG0000358	GOM18_RS00990	MHP168L_RS03095
OG0000359	GOM18_RS04245	MHP168L_RS00890
OG0000360	GOM18_RS01385	MHP168L_RS00255
OG0000361	GOM18_RS01415	MHP168L_RS00285
OG0000362	GOM18_RS01990	MHP168L_RS02575
OG0000363	GOM18_RS04485	MHP168L_RS03960
OG0000364	GOM18_RS04185	MHP168L_RS01970
OG0000365	GOM18_RS04440	MHP168L_RS02280
OG0000366	GOM18_RS02285	MHP168L_RS02255
OG0000367	GOM18_RS02295	MHP168L_RS02245
OG0000368	GOM18_RS00640	MHP168L_RS00060
OG0000369	GOM18_RS04300	MHP168L_RS00025
OG0000370	GOM18_RS00600	MHP168L_RS00020
OG0000371	GOM18_RS00595	MHP168L_RS00015
OG0000372	GOM18_RS00590	MHP168L_RS00010
OG0000373	GOM18_RS00565	MHP168L_RS03650
OG0000374	GOM18_RS00555	MHP168L_RS03640
OG0000375	GOM18_RS02370	MHP168L_RS02165
OG0000376	GOM18_RS02515	MHP168L_RS02400
OG0000377	GOM18_RS02505	MHP168L_RS02390
OG0000378	GOM18_RS02860	MHP168L_RS01380
OG0000380	GOM18_RS02765	MHP168L_RS01485
OG0000381	GOM18_RS02725	MHP168L_RS01525
OG0000382	GOM18_RS02695	MHP168L_RS01555
OG0000383	GOM18_RS02630	MHP168L_RS01595
OG0000384	GOM18_RS01620	MHP168L_RS00500
OG0000385	GOM18_RS01625	MHP168L_RS00505
OG0000386	GOM18_RS01645	MHP168L_RS00525
OG0000387	GOM18_RS01670	MHP168L_RS00550
OG0000388	GOM18_RS04395	MHP168L_RS00555
OG0000389	GOM18_RS03480	MHP168L_RS01035
OG0000390	GOM18_RS01155	MHP168L_RS02930
OG0000391	GOM18_RS01165	MHP168L_RS02920
OG0000392	GOM18_RS01190	MHP168L_RS02895
OG0000393	GOM18_RS04515	MHP168L_RS02840
OG0000395	GOM18_RS02165	MHP168L_RS02760
OG0000396	GOM18_RS01880	MHP168L_RS02455
OG0000397	GOM18_RS03280	MHP168L_RS02010
OG0000398	GOM18_RS03275	MHP168L_RS02015
OG0000399	GOM18_RS02195	MHP168L_RS02060
OG0000400	GOM18_RS01030	MHP168L_RS03055
OG0000401	GOM18_RS00970	MHP168L_RS03115
OG0000402	GOM18_RS00960	MHP168L_RS03125
OG0000403	GOM18_RS00950	MHP168L_RS03135
OG0000404	GOM18_RS00920	MHP168L_RS03165
OG0000405	GOM18_RS00905	MHP168L_RS03180
OG0000406	GOM18_RS00850	MHP168L_RS03235
OG0000407	GOM18_RS04360	MHP168L_RS03240
OG0000408	GOM18_RS00840	MHP168L_RS03245
OG0000409	GOM18_RS00835	MHP168L_RS03250
OG0000410	GOM18_RS00775	MHP168L_RS03305
OG0000411	GOM18_RS00785	MHP168L_RS03295
OG0000412	GOM18_RS00790	MHP168L_RS03290
OG0000413	GOM18_RS02615	MHP168L_RS01610
OG0000414	GOM18_RS02605	MHP168L_RS01620
OG0000415	GOM18_RS02600	MHP168L_RS01625
OG0000416	GOM18_RS02590	MHP168L_RS01635
OG0000417	GOM18_RS02430	MHP168L_RS02305
OG0000418	GOM18_RS02425	MHP168L_RS02300
OG0000419	GOM18_RS00140	MHP168L_RS00950
OG0000420	GOM18_RS00175	MHP168L_RS00915
OG0000421	GOM18_RS00210	MHP168L_RS00885
OG0000422	GOM18_RS00220	MHP168L_RS00875
OG0000423	GOM18_RS00275	MHP168L_RS00820
OG0000424	GOM18_RS00280	MHP168L_RS00815
OG0000425	GOM18_RS00290	MHP168L_RS00805
OG0000426	GOM18_RS04250	MHP168L_RS00800
OG0000427	GOM18_RS04255	MHP168L_RS00775
OG0000428	GOM18_RS00345	MHP168L_RS00745
OG0000429	GOM18_RS01780	MHP168L_RS00650
OG0000430	GOM18_RS01735	MHP168L_RS00605
OG0000431	GOM18_RS01725	MHP168L_RS00595
OG0000432	GOM18_RS02885	MHP168L_RS01080
OG0000433	GOM18_RS02900	MHP168L_RS01095
OG0000434	GOM18_RS02905	MHP168L_RS01100
OG0000435	GOM18_RS02920	MHP168L_RS01115
OG0000436	GOM18_RS02945	MHP168L_RS01145
OG0000437	GOM18_RS02955	MHP168L_RS01155
OG0000438	GOM18_RS02960	MHP168L_RS01160
OG0000439	GOM18_RS04495	MHP168L_RS01165
OG0000440	GOM18_RS04375	MHP168L_RS02985
OG0000441	GOM18_RS01065	MHP168L_RS03025
OG0000442	GOM18_RS01255	MHP168L_RS00125
OG0000443	GOM18_RS01300	MHP168L_RS00170
OG0000444	GOM18_RS01315	MHP168L_RS00180
OG0000445	GOM18_RS03665	MHP168L_RS00205
OG0000446	GOM18_RS01365	MHP168L_RS00235
OG0000447	GOM18_RS01370	MHP168L_RS00240
OG0000448	GOM18_RS01400	MHP168L_RS00270
OG0000449	GOM18_RS01425	MHP168L_RS00295
OG0000450	GOM18_RS01435	MHP168L_RS00305
OG0000451	GOM18_RS01475	MHP168L_RS00345
OG0000452	GOM18_RS01500	MHP168L_RS00370
OG0000453	GOM18_RS01535	MHP168L_RS00405
OG0000454	GOM18_RS03540	MHP168L_RS01800
OG0000455	GOM18_RS00475	MHP168L_RS03495
OG0000456	GOM18_RS00695	MHP168L_RS03380
OG0000457	GOM18_RS00720	MHP168L_RS03355
OG0000458	GOM18_RS01960	MHP168L_RS02545
OG0000459	GOM18_RS01985	MHP168L_RS02570
OG0000460	GOM18_RS01995	MHP168L_RS02580
OG0000461	GOM18_RS02040	MHP168L_RS02625
OG0000462	GOM18_RS02035	MHP168L_RS02620
OG0000463	GOM18_RS02030	MHP168L_RS02615
OG0000464	GOM18_RS02025	MHP168L_RS02610
OG0000465	GOM18_RS02020	MHP168L_RS02605
OG0000466	GOM18_RS01505	MHP168L_RS00375
OG0000467	GOM18_RS04400	MHP168L_RS02710
OG0000468	GOM18_RS02190	MHP168L_RS02055
OG0000469	GOM18_RS02250	MHP168L_RS02115
OG0000470	GOM18_RS00270	MHP168L_RS03850
OG0000471	GOM18_RS00350	MHP168L_RS00740
OG0000472	GOM18_RS00765	MHP168L_RS03315
OG0000473	GOM18_RS00460	MHP168L_RS03485
OG0000475	GOM18_RS00470	MHP168L_RS03490
OG0000476	GOM18_RS02580	MHP168L_RS01645
OG0000477	GOM18_RS02065	MHP168L_RS02650
OG0000478	GOM18_RS00405	MHP168L_RS03425
OG0000479	GOM18_RS02825	MHP168L_RS01420
OG0000480	GOM18_RS02255	MHP168L_RS03885
OG0000481	GOM18_RS00245	MHP168L_RS00850
OG0000482	GOM18_RS03160	MHP168L_RS01295
OG0000483	GOM18_RS02300	MHP168L_RS02240
OG0000484	GOM18_RS04385	MHP168L_RS00175
OG0000485	GOM18_RS02950	MHP168L_RS01150
