Orthogroup	MHP_7422_genes	MFC_MF22_genes
OG0000063	MHL_RS03575	DR094_RS03590
OG0000064	MHL_RS03565	DR094_RS01140
OG0000065	MHL_RS02310	DR094_RS02075
OG0000066	MHL_RS01435	DR094_RS02205
OG0000068	MHL_RS00735	DR094_RS00510
OG0000069	MHL_RS02860	DR094_RS00355
OG0000070	MHL_RS02540	DR094_RS00050
OG0000071	MHL_RS03275	DR094_RS02015
OG0000072	MHL_RS03280	DR094_RS03725
OG0000073	MHL_RS00795	DR094_RS02425
OG0000074	MHL_RS04210	DR094_RS03685
OG0000075	MHL_RS00345	DR094_RS00790
OG0000076	MHL_RS00360	DR094_RS00775
OG0000077	MHL_RS00450	DR094_RS00690
OG0000078	MHL_RS01755	DR094_RS00235
OG0000079	MHL_RS02615	DR094_RS00130
OG0000080	MHL_RS03870	DR094_RS03080
OG0000081	MHL_RS00340	DR094_RS00795
OG0000082	MHL_RS02460	DR094_RS00070
OG0000083	MHL_RS02095	DR094_RS02715
OG0000084	MHL_RS02120	DR094_RS02645
OG0000085	MHL_RS02125	DR094_RS02650
OG0000086	MHL_RS02135	DR094_RS03780
OG0000087	MHL_RS02150	DR094_RS02675
OG0000088	MHL_RS02155	DR094_RS02680
OG0000089	MHL_RS02165	DR094_RS02690
OG0000090	MHL_RS00075	DR094_RS01020
OG0000091	MHL_RS00060	DR094_RS01035
OG0000092	MHL_RS00045	DR094_RS01050
OG0000093	MHL_RS00040	DR094_RS01055
OG0000094	MHL_RS00035	DR094_RS01060
OG0000095	MHL_RS00010	DR094_RS01085
OG0000096	MHL_RS03615	DR094_RS01090
OG0000097	MHL_RS03595	DR094_RS01110
OG0000098	MHL_RS03585	DR094_RS01120
OG0000099	MHL_RS03535	DR094_RS01175
OG0000100	MHL_RS03520	DR094_RS01185
OG0000101	MHL_RS03515	DR094_RS01190
OG0000102	MHL_RS01780	DR094_RS01200
OG0000103	MHL_RS02275	DR094_RS02040
OG0000104	MHL_RS02280	DR094_RS02045
OG0000105	MHL_RS02295	DR094_RS02060
OG0000106	MHL_RS02305	DR094_RS02070
OG0000107	MHL_RS02315	DR094_RS02080
OG0000108	MHL_RS02320	DR094_RS02085
OG0000109	MHL_RS02325	DR094_RS02090
OG0000110	MHL_RS02450	DR094_RS02095
OG0000111	MHL_RS02445	DR094_RS02100
OG0000112	MHL_RS02435	DR094_RS02110
OG0000113	MHL_RS02415	DR094_RS03730
OG0000114	MHL_RS02405	DR094_RS02135
OG0000115	MHL_RS02395	DR094_RS02145
OG0000116	MHL_RS01380	DR094_RS02155
OG0000117	MHL_RS01385	DR094_RS02160
OG0000118	MHL_RS01420	DR094_RS02190
OG0000119	MHL_RS01425	DR094_RS02195
OG0000120	MHL_RS01440	DR094_RS02210
OG0000121	MHL_RS01465	DR094_RS02235
OG0000122	MHL_RS01470	DR094_RS02240
OG0000123	MHL_RS01490	DR094_RS02260
OG0000124	MHL_RS01495	DR094_RS02265
OG0000125	MHL_RS01500	DR094_RS02270
OG0000126	MHL_RS01510	DR094_RS02280
OG0000127	MHL_RS01520	DR094_RS02290
OG0000128	MHL_RS01535	DR094_RS02750
OG0000129	MHL_RS01540	DR094_RS02755
OG0000130	MHL_RS01550	DR094_RS02765
OG0000131	MHL_RS01580	DR094_RS02795
OG0000132	MHL_RS01595	DR094_RS03810
OG0000133	MHL_RS00530	DR094_RS00615
OG0000134	MHL_RS00535	DR094_RS03565
OG0000135	MHL_RS00550	DR094_RS00595
OG0000136	MHL_RS00555	DR094_RS00590
OG0000137	MHL_RS00585	DR094_RS00560
OG0000138	MHL_RS00710	DR094_RS00535
OG0000139	MHL_RS00740	DR094_RS00505
OG0000140	MHL_RS00745	DR094_RS00500
OG0000141	MHL_RS02980	DR094_RS00475
OG0000142	MHL_RS02975	DR094_RS03550
OG0000143	MHL_RS02950	DR094_RS00445
OG0000144	MHL_RS02940	DR094_RS00435
OG0000145	MHL_RS02930	DR094_RS00425
OG0000146	MHL_RS02920	DR094_RS00415
OG0000147	MHL_RS02915	DR094_RS00410
OG0000148	MHL_RS02900	DR094_RS00395
OG0000149	MHL_RS02890	DR094_RS00385
OG0000150	MHL_RS02875	DR094_RS00370
OG0000151	MHL_RS02830	DR094_RS00315
OG0000152	MHL_RS02825	DR094_RS00310
OG0000153	MHL_RS02820	DR094_RS00305
OG0000154	MHL_RS02810	DR094_RS00295
OG0000155	MHL_RS02770	DR094_RS00275
OG0000156	MHL_RS02760	DR094_RS00260
OG0000157	MHL_RS02755	DR094_RS03545
OG0000158	MHL_RS04195	DR094_RS03540
OG0000159	MHL_RS02525	DR094_RS00020
OG0000160	MHL_RS02520	DR094_RS00015
OG0000161	MHL_RS02515	DR094_RS00010
OG0000162	MHL_RS02505	DR094_RS02560
OG0000163	MHL_RS02500	DR094_RS02565
OG0000164	MHL_RS01690	DR094_RS03770
OG0000165	MHL_RS02015	DR094_RS02890
OG0000166	MHL_RS02035	DR094_RS02910
OG0000167	MHL_RS02050	DR094_RS02925
OG0000168	MHL_RS04040	DR094_RS02930
OG0000169	MHL_RS03055	DR094_RS01830
OG0000170	MHL_RS03070	DR094_RS01845
OG0000171	MHL_RS03080	DR094_RS01855
OG0000172	MHL_RS03085	DR094_RS01860
OG0000173	MHL_RS03090	DR094_RS01865
OG0000174	MHL_RS03095	DR094_RS01870
OG0000175	MHL_RS03110	DR094_RS01885
OG0000176	MHL_RS03160	DR094_RS01925
OG0000177	MHL_RS03165	DR094_RS01930
OG0000178	MHL_RS03170	DR094_RS01935
OG0000179	MHL_RS03180	DR094_RS01945
OG0000180	MHL_RS03185	DR094_RS01950
OG0000181	MHL_RS03225	DR094_RS03710
OG0000182	MHL_RS03235	DR094_RS01975
OG0000183	MHL_RS03270	DR094_RS02010
OG0000184	MHL_RS03310	DR094_RS02865
OG0000185	MHL_RS03295	DR094_RS02880
OG0000186	MHL_RS01605	DR094_RS02535
OG0000187	MHL_RS01620	DR094_RS02520
OG0000188	MHL_RS01630	DR094_RS02510
OG0000189	MHL_RS02365	DR094_RS03755
OG0000190	MHL_RS02360	DR094_RS02495
OG0000191	MHL_RS02340	DR094_RS02475
OG0000192	MHL_RS01300	DR094_RS02465
OG0000193	MHL_RS01290	DR094_RS02450
OG0000194	MHL_RS00780	DR094_RS02440
OG0000195	MHL_RS00785	DR094_RS02435
OG0000196	MHL_RS00805	DR094_RS03750
OG0000197	MHL_RS00810	DR094_RS02410
OG0000198	MHL_RS00825	DR094_RS02395
OG0000199	MHL_RS00830	DR094_RS02390
OG0000200	MHL_RS00840	DR094_RS02375
OG0000201	MHL_RS00850	DR094_RS02365
OG0000202	MHL_RS00905	DR094_RS02310
OG0000203	MHL_RS00910	DR094_RS02305
OG0000204	MHL_RS00915	DR094_RS03670
OG0000205	MHL_RS00920	DR094_RS01420
OG0000206	MHL_RS00940	DR094_RS01440
OG0000207	MHL_RS00955	DR094_RS01455
OG0000208	MHL_RS00960	DR094_RS01460
OG0000209	MHL_RS00965	DR094_RS01465
OG0000210	MHL_RS01010	DR094_RS01510
OG0000211	MHL_RS01020	DR094_RS01520
OG0000212	MHL_RS01030	DR094_RS01530
OG0000213	MHL_RS01035	DR094_RS01535
OG0000214	MHL_RS01040	DR094_RS01540
OG0000215	MHL_RS01045	DR094_RS01545
OG0000216	MHL_RS01050	DR094_RS01550
OG0000217	MHL_RS01055	DR094_RS01555
OG0000218	MHL_RS01065	DR094_RS03690
OG0000219	MHL_RS01070	DR094_RS01570
OG0000220	MHL_RS01075	DR094_RS01575
OG0000221	MHL_RS01080	DR094_RS01580
OG0000222	MHL_RS01085	DR094_RS01585
OG0000223	MHL_RS01090	DR094_RS01590
OG0000224	MHL_RS01100	DR094_RS01600
OG0000225	MHL_RS01110	DR094_RS01610
OG0000226	MHL_RS01115	DR094_RS01615
OG0000227	MHL_RS01120	DR094_RS01620
OG0000228	MHL_RS04215	DR094_RS03855
OG0000229	MHL_RS01130	DR094_RS01630
OG0000230	MHL_RS01135	DR094_RS01635
OG0000231	MHL_RS01145	DR094_RS01645
OG0000232	MHL_RS01155	DR094_RS01655
OG0000233	MHL_RS01175	DR094_RS01665
OG0000234	MHL_RS01210	DR094_RS01695
OG0000235	MHL_RS01220	DR094_RS01705
OG0000236	MHL_RS01225	DR094_RS01710
OG0000237	MHL_RS01230	DR094_RS01730
OG0000238	MHL_RS01240	DR094_RS01735
OG0000239	MHL_RS02990	DR094_RS01765
OG0000240	MHL_RS02995	DR094_RS01770
OG0000241	MHL_RS03005	DR094_RS01780
OG0000242	MHL_RS03010	DR094_RS01785
OG0000243	MHL_RS03015	DR094_RS01790
OG0000244	MHL_RS03025	DR094_RS01800
OG0000245	MHL_RS03035	DR094_RS01810
OG0000246	MHL_RS00145	DR094_RS01005
OG0000247	MHL_RS00155	DR094_RS00995
OG0000248	MHL_RS00165	DR094_RS00970
OG0000249	MHL_RS00170	DR094_RS00965
OG0000250	MHL_RS00185	DR094_RS00950
OG0000251	MHL_RS00210	DR094_RS00920
OG0000252	MHL_RS00220	DR094_RS00910
OG0000253	MHL_RS00225	DR094_RS00905
OG0000254	MHL_RS00235	DR094_RS00895
OG0000255	MHL_RS00245	DR094_RS00890
OG0000256	MHL_RS00250	DR094_RS00885
OG0000257	MHL_RS00275	DR094_RS00860
OG0000258	MHL_RS00285	DR094_RS00850
OG0000259	MHL_RS00315	DR094_RS00820
OG0000260	MHL_RS00325	DR094_RS00810
OG0000261	MHL_RS00335	DR094_RS03570
OG0000262	MHL_RS00350	DR094_RS00785
OG0000263	MHL_RS00370	DR094_RS00770
OG0000264	MHL_RS00380	DR094_RS00755
OG0000265	MHL_RS00390	DR094_RS00745
OG0000266	MHL_RS00405	DR094_RS00730
OG0000267	MHL_RS00420	DR094_RS00715
OG0000268	MHL_RS00425	DR094_RS00710
OG0000269	MHL_RS00440	DR094_RS00695
OG0000270	MHL_RS03490	DR094_RS03620
OG0000271	MHL_RS03485	DR094_RS01250
OG0000272	MHL_RS03480	DR094_RS01255
OG0000273	MHL_RS03475	DR094_RS01260
OG0000274	MHL_RS03455	DR094_RS01280
OG0000275	MHL_RS03450	DR094_RS03625
OG0000276	MHL_RS03445	DR094_RS01290
OG0000277	MHL_RS03435	DR094_RS03630
OG0000278	MHL_RS03430	DR094_RS01305
OG0000279	MHL_RS03420	DR094_RS01315
OG0000280	MHL_RS03415	DR094_RS01320
OG0000281	MHL_RS03760	DR094_RS01325
OG0000282	MHL_RS03390	DR094_RS01350
OG0000283	MHL_RS03385	DR094_RS01355
OG0000284	MHL_RS03380	DR094_RS01360
OG0000285	MHL_RS03375	DR094_RS03645
OG0000286	MHL_RS02485	DR094_RS00065
OG0000287	MHL_RS02575	DR094_RS00090
OG0000288	MHL_RS02585	DR094_RS00100
OG0000289	MHL_RS02590	DR094_RS00105
OG0000290	MHL_RS02700	DR094_RS00215
OG0000291	MHL_RS02690	DR094_RS03090
OG0000292	MHL_RS02685	DR094_RS00200
OG0000293	MHL_RS02680	DR094_RS00195
OG0000294	MHL_RS02670	DR094_RS00185
OG0000295	MHL_RS02665	DR094_RS00180
OG0000296	MHL_RS02625	DR094_RS00140
OG0000297	MHL_RS02620	DR094_RS00135
OG0000298	MHL_RS00180	DR094_RS00955
OG0000299	MHL_RS03650	DR094_RS00935
OG0000300	MHL_RS00375	DR094_RS00760
OG0000301	MHL_RS00410	DR094_RS00725
OG0000302	MHL_RS00415	DR094_RS00720
OG0000303	MHL_RS00560	DR094_RS00585
OG0000304	MHL_RS01160	DR094_RS00550
OG0000305	MHL_RS02925	DR094_RS00420
OG0000306	MHL_RS02850	DR094_RS00340
OG0000307	MHL_RS02815	DR094_RS00300
OG0000308	MHL_RS02720	DR094_RS00225
OG0000309	MHL_RS02655	DR094_RS00170
OG0000310	MHL_RS02580	DR094_RS00095
OG0000311	MHL_RS02545	DR094_RS00045
OG0000312	MHL_RS02530	DR094_RS00025
OG0000313	MHL_RS01680	DR094_RS02585
OG0000314	MHL_RS02030	DR094_RS02905
OG0000315	MHL_RS02060	DR094_RS02935
OG0000316	MHL_RS02070	DR094_RS02945
OG0000317	MHL_RS02160	DR094_RS02685
OG0000318	MHL_RS02075	DR094_RS03800
OG0000319	MHL_RS02290	DR094_RS02055
OG0000320	MHL_RS02425	DR094_RS02120
OG0000321	MHL_RS01415	DR094_RS02185
OG0000322	MHL_RS01460	DR094_RS02230
OG0000323	MHL_RS01590	DR094_RS02805
OG0000324	MHL_RS02335	DR094_RS02470
OG0000325	MHL_RS00790	DR094_RS02430
OG0000326	MHL_RS00880	DR094_RS02335
OG0000327	MHL_RS00885	DR094_RS02330
OG0000328	MHL_RS00970	DR094_RS01470
OG0000329	MHL_RS00990	DR094_RS01490
OG0000330	MHL_RS01185	DR094_RS01675
OG0000331	MHL_RS03020	DR094_RS01795
OG0000332	MHL_RS03120	DR094_RS01895
OG0000333	MHL_RS03130	DR094_RS01905
OG0000334	MHL_RS03230	DR094_RS01970
OG0000335	MHL_RS03240	DR094_RS03715
OG0000336	MHL_RS03405	DR094_RS03640
OG0000337	MHL_RS03570	DR094_RS01135
OG0000338	MHL_RS03610	DR094_RS01095
OG0000339	MHL_RS02400	DR094_RS02140
OG0000340	MHL_RS01395	DR094_RS02165
OG0000341	MHL_RS02355	DR094_RS02490
OG0000342	MHL_RS00820	DR094_RS02400
OG0000343	MHL_RS03140	DR094_RS01915
OG0000344	MHL_RS00580	DR094_RS00570
OG0000345	MHL_RS01105	DR094_RS01605
OG0000346	MHL_RS03410	DR094_RS03635
OG0000347	MHL_RS01485	DR094_RS02255
OG0000348	MHL_RS00890	DR094_RS03740
OG0000349	MHL_RS03640	DR094_RS01270
OG0000350	MHL_RS02805	DR094_RS00335
OG0000351	MHL_RS00505	DR094_RS00635
OG0000352	MHL_RS02010	DR094_RS02885
OG0000353	MHL_RS01455	DR094_RS02225
OG0000354	MHL_RS00725	DR094_RS00520
OG0000355	MHL_RS01980	DR094_RS03775
OG0000356	MHL_RS02065	DR094_RS03825
OG0000357	MHL_RS03100	DR094_RS03700
OG0000358	MHL_RS03105	DR094_RS01880
OG0000359	MHL_RS00860	DR094_RS03745
OG0000360	MHL_RS00280	DR094_RS00855
OG0000361	MHL_RS00310	DR094_RS00825
OG0000362	MHL_RS02600	DR094_RS00115
OG0000363	MHL_RS03985	DR094_RS02300
OG0000365	MHL_RS02105	DR094_RS03785
OG0000366	MHL_RS02130	DR094_RS02655
OG0000367	MHL_RS02140	DR094_RS02665
OG0000368	MHL_RS00065	DR094_RS01030
OG0000369	MHL_RS00030	DR094_RS03585
OG0000370	MHL_RS00025	DR094_RS01070
OG0000371	MHL_RS00020	DR094_RS01075
OG0000372	MHL_RS00015	DR094_RS01080
OG0000373	MHL_RS03605	DR094_RS01105
OG0000374	MHL_RS03590	DR094_RS01115
OG0000375	MHL_RS02285	DR094_RS02050
OG0000376	MHL_RS02440	DR094_RS02105
OG0000377	MHL_RS02430	DR094_RS02115
OG0000378	MHL_RS01375	DR094_RS02150
OG0000379	MHL_RS01450	DR094_RS02220
OG0000380	MHL_RS01475	DR094_RS02245
OG0000381	MHL_RS01515	DR094_RS02285
OG0000382	MHL_RS01545	DR094_RS02760
OG0000383	MHL_RS01585	DR094_RS02800
OG0000384	MHL_RS00520	DR094_RS00630
OG0000386	MHL_RS00540	DR094_RS00605
OG0000387	MHL_RS00565	DR094_RS00580
OG0000388	MHL_RS00570	DR094_RS03560
OG0000389	MHL_RS00705	DR094_RS00540
OG0000390	MHL_RS02945	DR094_RS00440
OG0000391	MHL_RS02935	DR094_RS00430
OG0000392	MHL_RS02910	DR094_RS00405
OG0000393	MHL_RS02855	DR094_RS00350
OG0000394	MHL_RS02780	DR094_RS00285
OG0000395	MHL_RS02775	DR094_RS00280
OG0000396	MHL_RS02490	DR094_RS02575
OG0000397	MHL_RS01995	DR094_RS02620
OG0000398	MHL_RS02000	DR094_RS02625
OG0000399	MHL_RS02045	DR094_RS02920
OG0000400	MHL_RS03065	DR094_RS01840
OG0000401	MHL_RS03125	DR094_RS01900
OG0000402	MHL_RS03135	DR094_RS01910
OG0000403	MHL_RS03145	DR094_RS01920
OG0000404	MHL_RS03175	DR094_RS03705
OG0000405	MHL_RS03190	DR094_RS01955
OG0000406	MHL_RS03245	DR094_RS01985
OG0000407	MHL_RS03250	DR094_RS03720
OG0000408	MHL_RS03255	DR094_RS01995
OG0000409	MHL_RS03260	DR094_RS02000
OG0000410	MHL_RS03315	DR094_RS02860
OG0000411	MHL_RS03305	DR094_RS02870
OG0000412	MHL_RS03300	DR094_RS02875
OG0000413	MHL_RS01600	DR094_RS02540
OG0000414	MHL_RS01610	DR094_RS02530
OG0000415	MHL_RS01615	DR094_RS02525
OG0000416	MHL_RS01625	DR094_RS02515
OG0000417	MHL_RS02350	DR094_RS02485
OG0000418	MHL_RS02345	DR094_RS02480
OG0000419	MHL_RS00800	DR094_RS02420
OG0000420	MHL_RS00835	DR094_RS02385
OG0000421	MHL_RS00865	DR094_RS02350
OG0000422	MHL_RS00875	DR094_RS02340
OG0000423	MHL_RS00930	DR094_RS01430
OG0000424	MHL_RS00935	DR094_RS01435
OG0000425	MHL_RS00945	DR094_RS01445
OG0000426	MHL_RS00950	DR094_RS03675
OG0000427	MHL_RS00975	DR094_RS03680
OG0000428	MHL_RS01000	DR094_RS01500
OG0000429	MHL_RS01095	DR094_RS01595
OG0000430	MHL_RS01140	DR094_RS01640
OG0000431	MHL_RS01150	DR094_RS01650
OG0000432	MHL_RS01180	DR094_RS01670
OG0000433	MHL_RS01195	DR094_RS01680
OG0000434	MHL_RS01200	DR094_RS01685
OG0000435	MHL_RS01215	DR094_RS01700
OG0000436	MHL_RS01245	DR094_RS01740
OG0000437	MHL_RS01255	DR094_RS01750
OG0000438	MHL_RS03965	DR094_RS03695
OG0000439	MHL_RS01265	DR094_RS01760
OG0000440	MHL_RS03000	DR094_RS01775
OG0000441	MHL_RS03040	DR094_RS01815
OG0000442	MHL_RS00150	DR094_RS01000
OG0000443	MHL_RS00195	DR094_RS00940
OG0000444	MHL_RS00205	DR094_RS00925
OG0000445	MHL_RS00230	DR094_RS00900
OG0000446	MHL_RS00260	DR094_RS00875
OG0000447	MHL_RS00265	DR094_RS00870
OG0000448	MHL_RS00295	DR094_RS00840
OG0000449	MHL_RS00320	DR094_RS00815
OG0000450	MHL_RS00330	DR094_RS00805
OG0000452	MHL_RS00395	DR094_RS00740
OG0000453	MHL_RS00430	DR094_RS00705
OG0000455	MHL_RS03510	DR094_RS03615
OG0000456	MHL_RS03395	DR094_RS01345
OG0000457	MHL_RS03370	DR094_RS01370
OG0000458	MHL_RS02570	DR094_RS00085
OG0000459	MHL_RS02595	DR094_RS00110
OG0000460	MHL_RS02605	DR094_RS00120
OG0000461	MHL_RS02650	DR094_RS00165
OG0000462	MHL_RS02645	DR094_RS00160
OG0000463	MHL_RS02640	DR094_RS00155
OG0000464	MHL_RS02635	DR094_RS00150
OG0000465	MHL_RS02630	DR094_RS00145
OG0000466	MHL_RS00400	DR094_RS00735
OG0000467	MHL_RS02730	DR094_RS03535
OG0000468	MHL_RS02040	DR094_RS02915
OG0000469	MHL_RS02100	DR094_RS02710
OG0000470	MHL_RS03825	DR094_RS01425
OG0000471	MHL_RS01005	DR094_RS01505
OG0000472	MHL_RS03325	DR094_RS01405
OG0000473	MHL_RS03495	DR094_RS01240
OG0000474	MHL_RS03500	DR094_RS01235
OG0000475	MHL_RS03505	DR094_RS01230
OG0000476	MHL_RS01635	DR094_RS01195
OG0000477	MHL_RS02675	DR094_RS00190
OG0000478	MHL_RS03440	DR094_RS01295
OG0000479	MHL_RS01410	DR094_RS02180
OG0000480	MHL_RS03850	DR094_RS03065
OG0000481	MHL_RS00900	DR094_RS02315
OG0000482	MHL_RS01295	DR094_RS02455
OG0000483	MHL_RS02145	DR094_RS02670
OG0000484	MHL_RS00200	DR094_RS03575
OG0000485	MHL_RS01250	DR094_RS01745
OG0000486	MHL_RS02370	DR094_RS02505
OG0000487	MHL_RS02080	DR094_RS03795
OG0000488	MHL_RS02115	DR094_RS02640
OG0000489	MHL_RS00055	DR094_RS01040
OG0000491	MHL_RS01430	DR094_RS02200
OG0000492	MHL_RS01505	DR094_RS02275
OG0000494	MHL_RS00730	DR094_RS00515
OG0000495	MHL_RS02880	DR094_RS00375
OG0000496	MHL_RS04090	DR094_RS00365
OG0000497	MHL_RS02865	DR094_RS00360
OG0000498	MHL_RS02785	DR094_RS00290
OG0000499	MHL_RS02750	DR094_RS00250
OG0000500	MHL_RS02005	DR094_RS02630
OG0000501	MHL_RS03075	DR094_RS01850
OG0000502	MHL_RS01285	DR094_RS02445
OG0000503	MHL_RS00845	DR094_RS02370
OG0000504	MHL_RS00980	DR094_RS01480
OG0000505	MHL_RS01015	DR094_RS01515
OG0000506	MHL_RS01025	DR094_RS01525
OG0000507	MHL_RS01060	DR094_RS01560
OG0000508	MHL_RS00255	DR094_RS00880
OG0000509	MHL_RS00290	DR094_RS00845
OG0000510	MHL_RS00300	DR094_RS00835
OG0000511	MHL_RS00435	DR094_RS00700
OG0000512	MHL_RS02610	DR094_RS00125
OG0000513	MHL_RS03425	DR094_RS01310
OG0000514	MHL_RS02905	DR094_RS00400
OG0000516	MHL_RS02085	DR094_RS02725
OG0000517	MHL_RS00070	DR094_RS01025
OG0000518	MHL_RS03115	DR094_RS01890
OG0000519	MHL_RS00870	DR094_RS02345
OG0000520	MHL_RS00995	DR094_RS01495
OG0000521	MHL_RS00270	DR094_RS00865
OG0000522	MHL_RS00305	DR094_RS00830
OG0000523	MHL_RS03365	DR094_RS01375
OG0000524	MHL_RS02725	DR094_RS00230
OG0000525	MHL_RS03330	DR094_RS03660
OG0000528	MHL_RS02090	DR094_RS03790
OG0000529	MHL_RS02300	DR094_RS02065
OG0000530	MHL_RS02410	DR094_RS02130
OG0000531	MHL_RS01480	DR094_RS02250
OG0000533	MHL_RS03945, MHL_RS03940	DR094_RS01660
OG0000534	MHL_RS00385	DR094_RS00750
OG0000535	MHL_RS00050	DR094_RS01045
OG0000536	MHL_RS03540	DR094_RS01170
OG0000537	MHL_RS00815	DR094_RS02405
OG0000538	MHL_RS01205	DR094_RS01690
OG0000539	MHL_RS00215	DR094_RS00915
OG0000541	MHL_RS02765	DR094_RS00265
OG0000542	MHL_RS00355	DR094_RS00780
OG0000547	MHL_RS02955	DR094_RS00450
OG0000548	MHL_RS01675	DR094_RS02580
OG0000549	MHL_RS03320	DR094_RS03665
OG0000550	MHL_RS03460	DR094_RS01275
OG0000551	MHL_RS03030	DR094_RS01805
OG0000589	MHL_RS03730	DR094_RS02835
OG0000596	MHL_RS01805	DR094_RS00980
OG0000598	MHL_RS01810	DR094_RS00985
OG0000599	MHL_RS01815	DR094_RS00990
OG0000602	MHL_RS02110	DR094_RS02635
