Orthogroup	MHP_7422_genes	MFC_Ms42_genes
OG0000110	MHL_RS02450	MYF_RS01595
OG0000111	MHL_RS02445	MYF_RS01600
OG0000112	MHL_RS02435	MYF_RS01610
OG0000113	MHL_RS02415	MYF_RS01625
OG0000114	MHL_RS02405	MYF_RS01635
OG0000115	MHL_RS02395	MYF_RS01645
OG0000116	MHL_RS01380	MYF_RS01655
OG0000117	MHL_RS01385	MYF_RS01660
OG0000118	MHL_RS01420	MYF_RS01690
OG0000119	MHL_RS01425	MYF_RS01695
OG0000120	MHL_RS01440	MYF_RS01710
OG0000121	MHL_RS01465	MYF_RS01735
OG0000122	MHL_RS01470	MYF_RS01740
OG0000123	MHL_RS01490	MYF_RS01760
OG0000124	MHL_RS01495	MYF_RS01765
OG0000125	MHL_RS01500	MYF_RS01770
OG0000126	MHL_RS01510	MYF_RS01780
OG0000127	MHL_RS01520	MYF_RS01790
OG0000128	MHL_RS01535	MYF_RS01805
OG0000129	MHL_RS01540	MYF_RS01810
OG0000130	MHL_RS01550	MYF_RS01820
OG0000131	MHL_RS01580	MYF_RS01850
OG0000132	MHL_RS01595	MYF_RS01865
OG0000133	MHL_RS00530	MYF_RS00485
OG0000134	MHL_RS00535	MYF_RS00490
OG0000135	MHL_RS00550	MYF_RS00505
OG0000136	MHL_RS00555	MYF_RS00510
OG0000137	MHL_RS00585	MYF_RS00540
OG0000138	MHL_RS00710	MYF_RS00565
OG0000139	MHL_RS00740	MYF_RS00595
OG0000140	MHL_RS00745	MYF_RS00600
OG0000141	MHL_RS02980	MYF_RS00635
OG0000142	MHL_RS02975	MYF_RS00640
OG0000143	MHL_RS02950	MYF_RS00665
OG0000144	MHL_RS02940	MYF_RS00675
OG0000145	MHL_RS02930	MYF_RS00685
OG0000146	MHL_RS02920	MYF_RS00695
OG0000147	MHL_RS02915	MYF_RS00700
OG0000148	MHL_RS02900	MYF_RS00715
OG0000149	MHL_RS02890	MYF_RS00725
OG0000150	MHL_RS02875	MYF_RS00740
OG0000151	MHL_RS02830	MYF_RS00795
OG0000152	MHL_RS02825	MYF_RS00800
OG0000153	MHL_RS02820	MYF_RS00805
OG0000154	MHL_RS02810	MYF_RS00815
OG0000155	MHL_RS02770	MYF_RS00835
OG0000156	MHL_RS02760	MYF_RS00855
OG0000157	MHL_RS02755	MYF_RS00860
OG0000158	MHL_RS04195	MYF_RS00870
OG0000159	MHL_RS02525	MYF_RS01165
OG0000160	MHL_RS02520	MYF_RS01170
OG0000161	MHL_RS02515	MYF_RS01175
OG0000162	MHL_RS02505	MYF_RS01185
OG0000163	MHL_RS02500	MYF_RS01190
OG0000164	MHL_RS01690	MYF_RS01220
OG0000165	MHL_RS02015	MYF_RS01265
OG0000166	MHL_RS02035	MYF_RS01285
OG0000167	MHL_RS02050	MYF_RS01300
OG0000168	MHL_RS04040	MYF_RS01305
OG0000169	MHL_RS03055	MYF_RS02560
OG0000170	MHL_RS03070	MYF_RS02585
OG0000171	MHL_RS03080	MYF_RS02595
OG0000172	MHL_RS03085	MYF_RS02600
OG0000173	MHL_RS03090	MYF_RS02605
OG0000174	MHL_RS03095	MYF_RS02610
OG0000175	MHL_RS03110	MYF_RS02625
OG0000176	MHL_RS03160	MYF_RS02670
OG0000177	MHL_RS03165	MYF_RS02675
OG0000178	MHL_RS03170	MYF_RS02680
OG0000179	MHL_RS03180	MYF_RS02690
OG0000180	MHL_RS03185	MYF_RS02695
OG0000181	MHL_RS03225	MYF_RS02710
OG0000182	MHL_RS03235	MYF_RS02720
OG0000183	MHL_RS03270	MYF_RS02755
OG0000184	MHL_RS03310	MYF_RS02785
OG0000185	MHL_RS03295	MYF_RS02800
OG0000186	MHL_RS01605	MYF_RS01895
OG0000187	MHL_RS01620	MYF_RS01910
OG0000188	MHL_RS01630	MYF_RS01920
OG0000189	MHL_RS02365	MYF_RS01930
OG0000190	MHL_RS02360	MYF_RS01935
OG0000191	MHL_RS02340	MYF_RS01955
OG0000192	MHL_RS01300	MYF_RS01965
OG0000193	MHL_RS01290	MYF_RS01980
OG0000194	MHL_RS00780	MYF_RS01990
OG0000195	MHL_RS00785	MYF_RS01995
OG0000196	MHL_RS00805	MYF_RS02015
OG0000197	MHL_RS00810	MYF_RS02020
OG0000198	MHL_RS00825	MYF_RS02035
OG0000199	MHL_RS00830	MYF_RS02040
OG0000200	MHL_RS00840	MYF_RS02050
OG0000201	MHL_RS00850	MYF_RS02060
OG0000202	MHL_RS00905	MYF_RS02115
OG0000203	MHL_RS00910	MYF_RS02120
OG0000204	MHL_RS00915	MYF_RS02125
OG0000205	MHL_RS00920	MYF_RS02130
OG0000206	MHL_RS00940	MYF_RS02150
OG0000207	MHL_RS00955	MYF_RS02165
OG0000208	MHL_RS00960	MYF_RS02170
OG0000209	MHL_RS00965	MYF_RS02175
OG0000210	MHL_RS01010	MYF_RS02220
OG0000211	MHL_RS01020	MYF_RS02230
OG0000212	MHL_RS01030	MYF_RS02240
OG0000213	MHL_RS01035	MYF_RS02245
OG0000214	MHL_RS01040	MYF_RS02250
OG0000215	MHL_RS01045	MYF_RS02255
OG0000216	MHL_RS01050	MYF_RS02260
OG0000217	MHL_RS01055	MYF_RS02265
OG0000218	MHL_RS01065	MYF_RS02275
OG0000219	MHL_RS01070	MYF_RS02280
OG0000220	MHL_RS01075	MYF_RS02285
OG0000221	MHL_RS01080	MYF_RS02290
OG0000222	MHL_RS01085	MYF_RS03240
OG0000223	MHL_RS01090	MYF_RS02295
OG0000224	MHL_RS01100	MYF_RS02305
OG0000225	MHL_RS01110	MYF_RS02315
OG0000226	MHL_RS01115	MYF_RS02320
OG0000227	MHL_RS01120	MYF_RS02325
OG0000228	MHL_RS04215	MYF_RS03530
OG0000229	MHL_RS01130	MYF_RS02335
OG0000230	MHL_RS01135	MYF_RS02340
OG0000231	MHL_RS01145	MYF_RS02350
OG0000232	MHL_RS01155	MYF_RS02360
OG0000233	MHL_RS01175	MYF_RS02370
OG0000234	MHL_RS01210	MYF_RS02400
OG0000235	MHL_RS01220	MYF_RS02410
OG0000236	MHL_RS01225	MYF_RS02415
OG0000237	MHL_RS01230	MYF_RS02430
OG0000238	MHL_RS01240	MYF_RS02435
OG0000239	MHL_RS02990	MYF_RS02465
OG0000240	MHL_RS02995	MYF_RS02470
OG0000241	MHL_RS03005	MYF_RS02480
OG0000242	MHL_RS03010	MYF_RS02485
OG0000243	MHL_RS03015	MYF_RS02490
OG0000244	MHL_RS03025	MYF_RS02500
OG0000245	MHL_RS03035	MYF_RS02510
OG0000246	MHL_RS00145	MYF_RS00085
OG0000247	MHL_RS00155	MYF_RS00095
OG0000248	MHL_RS00165	MYF_RS00120
OG0000249	MHL_RS00170	MYF_RS00125
OG0000250	MHL_RS00185	MYF_RS00140
OG0000251	MHL_RS00210	MYF_RS00170
OG0000252	MHL_RS00220	MYF_RS00180
OG0000253	MHL_RS00225	MYF_RS00185
OG0000254	MHL_RS00235	MYF_RS00195
OG0000255	MHL_RS00245	MYF_RS00205
OG0000256	MHL_RS00250	MYF_RS00210
OG0000257	MHL_RS00275	MYF_RS00235
OG0000258	MHL_RS00285	MYF_RS00245
OG0000259	MHL_RS00315	MYF_RS00275
OG0000260	MHL_RS00325	MYF_RS00285
OG0000261	MHL_RS00335	MYF_RS00295
OG0000262	MHL_RS00350	MYF_RS00310
OG0000263	MHL_RS00370	MYF_RS00325
OG0000264	MHL_RS00380	MYF_RS00340
OG0000265	MHL_RS00390	MYF_RS00350
OG0000266	MHL_RS00405	MYF_RS00365
OG0000267	MHL_RS00420	MYF_RS00380
OG0000268	MHL_RS00425	MYF_RS00385
OG0000269	MHL_RS00440	MYF_RS00400
OG0000270	MHL_RS03490	MYF_RS02955
OG0000271	MHL_RS03485	MYF_RS02950
OG0000272	MHL_RS03480	MYF_RS02945
OG0000273	MHL_RS03475	MYF_RS02940
OG0000274	MHL_RS03455	MYF_RS02920
OG0000275	MHL_RS03450	MYF_RS02915
OG0000276	MHL_RS03445	MYF_RS02910
OG0000277	MHL_RS03435	MYF_RS02900
OG0000278	MHL_RS03430	MYF_RS02895
OG0000279	MHL_RS03420	MYF_RS02885
OG0000280	MHL_RS03415	MYF_RS02880
OG0000281	MHL_RS03760	MYF_RS03275
OG0000282	MHL_RS03390	MYF_RS02855
OG0000283	MHL_RS03385	MYF_RS02850
OG0000284	MHL_RS03380	MYF_RS02845
OG0000285	MHL_RS03375	MYF_RS02840
OG0000286	MHL_RS02485	MYF_RS01115
OG0000287	MHL_RS02575	MYF_RS01090
OG0000288	MHL_RS02585	MYF_RS01080
OG0000289	MHL_RS02590	MYF_RS01075
OG0000290	MHL_RS02700	MYF_RS00905
OG0000291	MHL_RS02690	MYF_RS00915
OG0000292	MHL_RS02685	MYF_RS00920
OG0000293	MHL_RS02680	MYF_RS00925
OG0000294	MHL_RS02670	MYF_RS00935
OG0000295	MHL_RS02665	MYF_RS00940
OG0000296	MHL_RS02625	MYF_RS01040
OG0000297	MHL_RS02620	MYF_RS01045
OG0000298	MHL_RS00180	MYF_RS00135
OG0000299	MHL_RS03650	MYF_RS00155
OG0000300	MHL_RS00375	MYF_RS00335
OG0000301	MHL_RS00410	MYF_RS00370
OG0000302	MHL_RS00415	MYF_RS00375
OG0000303	MHL_RS00560	MYF_RS00515
OG0000304	MHL_RS01160	MYF_RS00545
OG0000305	MHL_RS02925	MYF_RS00690
OG0000306	MHL_RS02850	MYF_RS00770
OG0000307	MHL_RS02815	MYF_RS00810
OG0000308	MHL_RS02720	MYF_RS00895
OG0000309	MHL_RS02655	MYF_RS01005
OG0000310	MHL_RS02580	MYF_RS01085
OG0000311	MHL_RS02545	MYF_RS01140
OG0000312	MHL_RS02530	MYF_RS01160
OG0000313	MHL_RS01680	MYF_RS01210
OG0000314	MHL_RS02030	MYF_RS01280
OG0000315	MHL_RS02060	MYF_RS01310
OG0000316	MHL_RS02070	MYF_RS01320
OG0000317	MHL_RS02160	MYF_RS01360
OG0000318	MHL_RS02075	MYF_RS01450
OG0000319	MHL_RS02290	MYF_RS01555
OG0000320	MHL_RS02425	MYF_RS01620
OG0000321	MHL_RS01415	MYF_RS01685
OG0000322	MHL_RS01460	MYF_RS01730
OG0000323	MHL_RS01590	MYF_RS01860
OG0000324	MHL_RS02335	MYF_RS01960
OG0000325	MHL_RS00790	MYF_RS02000
OG0000326	MHL_RS00880	MYF_RS02090
OG0000327	MHL_RS00885	MYF_RS02095
OG0000328	MHL_RS00970	MYF_RS02180
OG0000329	MHL_RS00990	MYF_RS02200
OG0000330	MHL_RS01185	MYF_RS02380
OG0000331	MHL_RS03020	MYF_RS02495
OG0000332	MHL_RS03120	MYF_RS02635
OG0000333	MHL_RS03130	MYF_RS02645
OG0000334	MHL_RS03230	MYF_RS02715
OG0000335	MHL_RS03240	MYF_RS02725
OG0000336	MHL_RS03405	MYF_RS02870
OG0000337	MHL_RS03570	MYF_RS03105
OG0000338	MHL_RS03610	MYF_RS03145
OG0000339	MHL_RS02400	MYF_RS01640
OG0000340	MHL_RS01395	MYF_RS01665
OG0000341	MHL_RS02355	MYF_RS01940
OG0000342	MHL_RS00820	MYF_RS02030
OG0000343	MHL_RS03140	MYF_RS02655
OG0000344	MHL_RS00580	MYF_RS00530
OG0000345	MHL_RS01105	MYF_RS02310
OG0000346	MHL_RS03410	MYF_RS02875
OG0000347	MHL_RS01485	MYF_RS01755
OG0000348	MHL_RS00890	MYF_RS02100
OG0000349	MHL_RS03640	MYF_RS02930
OG0000350	MHL_RS02805	MYF_RS03360
OG0000351	MHL_RS00505	MYF_RS00465
OG0000352	MHL_RS02010	MYF_RS01260
OG0000353	MHL_RS01455	MYF_RS01725
OG0000354	MHL_RS00725	MYF_RS00580
OG0000355	MHL_RS01980	MYF_RS01235
OG0000356	MHL_RS02065	MYF_RS01315
OG0000357	MHL_RS03100	MYF_RS02615
OG0000358	MHL_RS03105	MYF_RS02620
OG0000359	MHL_RS00860	MYF_RS02070
OG0000360	MHL_RS00280	MYF_RS00240
OG0000361	MHL_RS00310	MYF_RS00270
OG0000362	MHL_RS02600	MYF_RS01065
OG0000363	MHL_RS03985	MYF_RS01795
OG0000365	MHL_RS02105	MYF_RS01420
OG0000366	MHL_RS02130	MYF_RS01390
OG0000367	MHL_RS02140	MYF_RS01380
OG0000368	MHL_RS00065	MYF_RS00060
OG0000369	MHL_RS00030	MYF_RS00025
OG0000370	MHL_RS00025	MYF_RS00020
OG0000371	MHL_RS00020	MYF_RS00015
OG0000372	MHL_RS00015	MYF_RS00010
OG0000373	MHL_RS03605	MYF_RS03135
OG0000374	MHL_RS03590	MYF_RS03125
OG0000375	MHL_RS02285	MYF_RS01550
OG0000376	MHL_RS02440	MYF_RS01605
OG0000377	MHL_RS02430	MYF_RS01615
OG0000378	MHL_RS01375	MYF_RS01650
OG0000379	MHL_RS01450	MYF_RS01720
OG0000380	MHL_RS01475	MYF_RS01745
OG0000381	MHL_RS01515	MYF_RS01785
OG0000382	MHL_RS01545	MYF_RS01815
OG0000383	MHL_RS01585	MYF_RS01855
OG0000384	MHL_RS00520	MYF_RS00470
OG0000386	MHL_RS00540	MYF_RS00495
OG0000387	MHL_RS00565	MYF_RS00520
OG0000388	MHL_RS00570	MYF_RS00525
OG0000389	MHL_RS00705	MYF_RS00560
OG0000390	MHL_RS02945	MYF_RS00670
OG0000391	MHL_RS02935	MYF_RS00680
OG0000392	MHL_RS02910	MYF_RS00705
OG0000393	MHL_RS02855	MYF_RS00760
OG0000394	MHL_RS02780	MYF_RS00825
OG0000395	MHL_RS02775	MYF_RS00830
OG0000396	MHL_RS02490	MYF_RS01200
OG0000397	MHL_RS01995	MYF_RS01245
OG0000398	MHL_RS02000	MYF_RS01250
OG0000399	MHL_RS02045	MYF_RS01295
OG0000400	MHL_RS03065	MYF_RS02580
OG0000401	MHL_RS03125	MYF_RS02640
OG0000402	MHL_RS03135	MYF_RS02650
OG0000403	MHL_RS03145	MYF_RS02660
OG0000404	MHL_RS03175	MYF_RS02685
OG0000405	MHL_RS03190	MYF_RS02700
OG0000406	MHL_RS03245	MYF_RS02730
OG0000407	MHL_RS03250	MYF_RS02735
OG0000408	MHL_RS03255	MYF_RS02740
OG0000409	MHL_RS03260	MYF_RS02745
OG0000410	MHL_RS03315	MYF_RS02780
OG0000411	MHL_RS03305	MYF_RS02790
OG0000412	MHL_RS03300	MYF_RS02795
OG0000413	MHL_RS01600	MYF_RS01890
OG0000414	MHL_RS01610	MYF_RS01900
OG0000415	MHL_RS01615	MYF_RS01905
OG0000416	MHL_RS01625	MYF_RS01915
OG0000417	MHL_RS02350	MYF_RS01945
OG0000418	MHL_RS02345	MYF_RS01950
OG0000419	MHL_RS00800	MYF_RS02010
OG0000420	MHL_RS00835	MYF_RS02045
OG0000421	MHL_RS00865	MYF_RS02075
OG0000422	MHL_RS00875	MYF_RS02085
OG0000423	MHL_RS00930	MYF_RS02140
OG0000424	MHL_RS00935	MYF_RS02145
OG0000425	MHL_RS00945	MYF_RS02155
OG0000426	MHL_RS00950	MYF_RS02160
OG0000427	MHL_RS00975	MYF_RS02185
OG0000428	MHL_RS01000	MYF_RS02210
OG0000429	MHL_RS01095	MYF_RS02300
OG0000430	MHL_RS01140	MYF_RS02345
OG0000431	MHL_RS01150	MYF_RS02355
OG0000432	MHL_RS01180	MYF_RS02375
OG0000433	MHL_RS01195	MYF_RS02385
OG0000434	MHL_RS01200	MYF_RS02390
OG0000435	MHL_RS01215	MYF_RS02405
OG0000436	MHL_RS01245	MYF_RS02440
OG0000437	MHL_RS01255	MYF_RS02450
OG0000438	MHL_RS03965	MYF_RS02455
OG0000439	MHL_RS01265	MYF_RS02460
OG0000440	MHL_RS03000	MYF_RS02475
OG0000441	MHL_RS03040	MYF_RS02515
OG0000442	MHL_RS00150	MYF_RS00090
OG0000443	MHL_RS00195	MYF_RS00150
OG0000444	MHL_RS00205	MYF_RS00165
OG0000445	MHL_RS00230	MYF_RS00190
OG0000446	MHL_RS00260	MYF_RS00220
OG0000447	MHL_RS00265	MYF_RS00225
OG0000448	MHL_RS00295	MYF_RS00255
OG0000449	MHL_RS00320	MYF_RS00280
OG0000450	MHL_RS00330	MYF_RS00290
OG0000452	MHL_RS00395	MYF_RS00355
OG0000453	MHL_RS00430	MYF_RS00390
OG0000455	MHL_RS03510	MYF_RS02975
OG0000456	MHL_RS03395	MYF_RS02860
OG0000457	MHL_RS03370	MYF_RS02835
OG0000458	MHL_RS02570	MYF_RS01095
OG0000459	MHL_RS02595	MYF_RS01070
OG0000460	MHL_RS02605	MYF_RS01060
OG0000461	MHL_RS02650	MYF_RS01010
OG0000462	MHL_RS02645	MYF_RS01015
OG0000463	MHL_RS02640	MYF_RS01020
OG0000464	MHL_RS02635	MYF_RS01030
OG0000465	MHL_RS02630	MYF_RS01035
OG0000466	MHL_RS00400	MYF_RS00360
OG0000467	MHL_RS02730	MYF_RS03505
OG0000468	MHL_RS02040	MYF_RS01290
OG0000469	MHL_RS02100	MYF_RS01425
OG0000470	MHL_RS03825	MYF_RS02135
OG0000471	MHL_RS01005	MYF_RS02215
OG0000472	MHL_RS03325	MYF_RS03535
OG0000473	MHL_RS03495	MYF_RS02960
OG0000474	MHL_RS03500	MYF_RS02965
OG0000475	MHL_RS03505	MYF_RS02970
OG0000476	MHL_RS01635	MYF_RS03040
OG0000477	MHL_RS02675	MYF_RS00930
OG0000478	MHL_RS03440	MYF_RS02905
OG0000479	MHL_RS01410	MYF_RS01680
OG0000480	MHL_RS03850	MYF_RS03350
OG0000481	MHL_RS00900	MYF_RS02110
OG0000482	MHL_RS01295	MYF_RS01975
OG0000483	MHL_RS02145	MYF_RS01375
OG0000484	MHL_RS00200	MYF_RS00160
OG0000485	MHL_RS01250	MYF_RS02445
OG0000486	MHL_RS02370	MYF_RS01925
OG0000487	MHL_RS02080	MYF_RS01445
OG0000488	MHL_RS02115	MYF_RS01405
OG0000489	MHL_RS00055	MYF_RS00050
OG0000491	MHL_RS01430	MYF_RS01700
OG0000492	MHL_RS01505	MYF_RS01775
OG0000494	MHL_RS00730	MYF_RS00585
OG0000495	MHL_RS02880	MYF_RS00735
OG0000496	MHL_RS04090	MYF_RS00745
OG0000497	MHL_RS02865	MYF_RS00750
OG0000498	MHL_RS02785	MYF_RS00820
OG0000499	MHL_RS02750	MYF_RS00865
OG0000500	MHL_RS02005	MYF_RS01255
OG0000501	MHL_RS03075	MYF_RS02590
OG0000502	MHL_RS01285	MYF_RS01985
OG0000503	MHL_RS00845	MYF_RS02055
OG0000504	MHL_RS00980	MYF_RS02190
OG0000505	MHL_RS01015	MYF_RS02225
OG0000506	MHL_RS01025	MYF_RS02235
OG0000507	MHL_RS01060	MYF_RS02270
OG0000508	MHL_RS00255	MYF_RS00215
OG0000509	MHL_RS00290	MYF_RS00250
OG0000510	MHL_RS00300	MYF_RS00260
OG0000511	MHL_RS00435	MYF_RS00395
OG0000512	MHL_RS02610	MYF_RS01055
OG0000513	MHL_RS03425	MYF_RS02890
OG0000514	MHL_RS02905	MYF_RS00710
OG0000516	MHL_RS02085	MYF_RS01440
OG0000517	MHL_RS00070	MYF_RS00065
OG0000518	MHL_RS03115	MYF_RS02630
OG0000519	MHL_RS00870	MYF_RS02080
OG0000520	MHL_RS00995	MYF_RS02205
OG0000521	MHL_RS00270	MYF_RS00230
OG0000522	MHL_RS00305	MYF_RS00265
OG0000523	MHL_RS03365	MYF_RS02830
OG0000524	MHL_RS02725	MYF_RS00890
OG0000528	MHL_RS02090	MYF_RS01435
OG0000529	MHL_RS02300	MYF_RS01565
OG0000530	MHL_RS02410	MYF_RS01630
OG0000531	MHL_RS01480	MYF_RS01750
OG0000532	MHL_RS01715	MYF_RS00620
OG0000533	MHL_RS03945, MHL_RS03940	MYF_RS02365
OG0000534	MHL_RS00385	MYF_RS00345
OG0000535	MHL_RS00050	MYF_RS00045
OG0000536	MHL_RS03540	MYF_RS03070
OG0000537	MHL_RS00815	MYF_RS02025
OG0000538	MHL_RS01205	MYF_RS02395
OG0000539	MHL_RS00215	MYF_RS00175
OG0000540	MHL_RS02695	MYF_RS00910
OG0000541	MHL_RS02765	MYF_RS00850
OG0000542	MHL_RS00355	MYF_RS00315
OG0000547	MHL_RS02955	MYF_RS00660
OG0000548	MHL_RS01675	MYF_RS01205
OG0000549	MHL_RS03320	MYF_RS02805
OG0000550	MHL_RS03460	MYF_RS02925
OG0000551	MHL_RS03030	MYF_RS02505
OG0000589	MHL_RS03730	MYF_RS03220
OG0000595	MHL_RS03050	MYF_RS02570
OG0000596	MHL_RS01805	MYF_RS00110
OG0000597	MHL_RS03045	MYF_RS02565
OG0000598	MHL_RS01810	MYF_RS00105
OG0000599	MHL_RS01815	MYF_RS00100
OG0000602	MHL_RS02110	MYF_RS01415
