Orthogroup	MHP_7422_genes	MHP_KM014_genes
OG0000214	MHL_RS01040	CIB43_RS01825
OG0000215	MHL_RS01045	CIB43_RS01830
OG0000216	MHL_RS01050	CIB43_RS01835
OG0000217	MHL_RS01055	CIB43_RS01845
OG0000218	MHL_RS01065	CIB43_RS01850
OG0000219	MHL_RS01070	CIB43_RS01855
OG0000220	MHL_RS01075	CIB43_RS01860
OG0000221	MHL_RS01080	CIB43_RS01865
OG0000222	MHL_RS01085	CIB43_RS01870
OG0000223	MHL_RS01090	CIB43_RS01875
OG0000225	MHL_RS01110	CIB43_RS01895
OG0000226	MHL_RS01115	CIB43_RS01900
OG0000227	MHL_RS01120	CIB43_RS01905
OG0000228	MHL_RS04215	CIB43_RS01910
OG0000229	MHL_RS01130	CIB43_RS01915
OG0000230	MHL_RS01135	CIB43_RS01920
OG0000231	MHL_RS01145	CIB43_RS01935
OG0000232	MHL_RS01155	CIB43_RS01940
OG0000233	MHL_RS01175	CIB43_RS01965
OG0000234	MHL_RS01210	CIB43_RS02000
OG0000235	MHL_RS01220	CIB43_RS02005
OG0000236	MHL_RS01225	CIB43_RS02010
OG0000237	MHL_RS01230	CIB43_RS02015
OG0000238	MHL_RS01240	CIB43_RS02025
OG0000239	MHL_RS02990	CIB43_RS03860
OG0000240	MHL_RS02995	CIB43_RS03870
OG0000241	MHL_RS03005	CIB43_RS03875
OG0000242	MHL_RS03010	CIB43_RS03880
OG0000243	MHL_RS03015	CIB43_RS03885
OG0000244	MHL_RS03025	CIB43_RS03900
OG0000245	MHL_RS03035	CIB43_RS03905
OG0000246	MHL_RS00145	CIB43_RS00845
OG0000247	MHL_RS00155	CIB43_RS00850
OG0000248	MHL_RS00165	CIB43_RS00875
OG0000250	MHL_RS00185	CIB43_RS00885
OG0000251	MHL_RS00210	CIB43_RS00925
OG0000252	MHL_RS00220	CIB43_RS00930
OG0000253	MHL_RS00225	CIB43_RS00940
OG0000254	MHL_RS00235	CIB43_RS00950
OG0000255	MHL_RS00245	CIB43_RS00955
OG0000256	MHL_RS00250	CIB43_RS00960
OG0000257	MHL_RS00275	CIB43_RS00985
OG0000258	MHL_RS00285	CIB43_RS01015
OG0000259	MHL_RS00315	CIB43_RS01030
OG0000260	MHL_RS00325	CIB43_RS01045
OG0000262	MHL_RS00350	CIB43_RS01075
OG0000263	MHL_RS00370	CIB43_RS01080
OG0000264	MHL_RS00380	CIB43_RS01100
OG0000265	MHL_RS00390	CIB43_RS01110
OG0000266	MHL_RS00405	CIB43_RS01120
OG0000267	MHL_RS00420	CIB43_RS01135
OG0000268	MHL_RS00425	CIB43_RS01305
OG0000269	MHL_RS00440	CIB43_RS01320
OG0000270	MHL_RS03490	CIB43_RS00575
OG0000271	MHL_RS03485	CIB43_RS00570
OG0000272	MHL_RS03480	CIB43_RS00565
OG0000273	MHL_RS03475	CIB43_RS00560
OG0000274	MHL_RS03455	CIB43_RS00545
OG0000275	MHL_RS03450	CIB43_RS00535
OG0000276	MHL_RS03445	CIB43_RS00530
OG0000277	MHL_RS03435	CIB43_RS00525
OG0000278	MHL_RS03430	CIB43_RS00515
OG0000279	MHL_RS03420	CIB43_RS00510
OG0000280	MHL_RS03415	CIB43_RS00500
OG0000281	MHL_RS03760	CIB43_RS00495
OG0000283	MHL_RS03385	CIB43_RS00475
OG0000284	MHL_RS03380	CIB43_RS00460
OG0000285	MHL_RS03375	CIB43_RS00455
OG0000286	MHL_RS02485	CIB43_RS03345
OG0000287	MHL_RS02575	CIB43_RS03440
OG0000288	MHL_RS02585	CIB43_RS03450
OG0000289	MHL_RS02590	CIB43_RS03455
OG0000290	MHL_RS02700	CIB43_RS03565
OG0000291	MHL_RS02690	CIB43_RS03560
OG0000292	MHL_RS02685	CIB43_RS03550
OG0000293	MHL_RS02680	CIB43_RS03545
OG0000294	MHL_RS02670	CIB43_RS03540
OG0000295	MHL_RS02665	CIB43_RS03530
OG0000296	MHL_RS02625	CIB43_RS03495
OG0000297	MHL_RS02620	CIB43_RS03485
OG0000298	MHL_RS00180	CIB43_RS00880
OG0000299	MHL_RS03650	CIB43_RS00915
OG0000300	MHL_RS00375	CIB43_RS01090
OG0000301	MHL_RS00410	CIB43_RS01125
OG0000302	MHL_RS00415	CIB43_RS01130
OG0000303	MHL_RS00560	CIB43_RS01455
OG0000304	MHL_RS01160	CIB43_RS01950
OG0000305	MHL_RS02925	CIB43_RS03795
OG0000306	MHL_RS02850	CIB43_RS03725
OG0000307	MHL_RS02815	CIB43_RS03685
OG0000308	MHL_RS02720	CIB43_RS03600
OG0000309	MHL_RS02655	CIB43_RS03520
OG0000310	MHL_RS02580	CIB43_RS03445
OG0000311	MHL_RS02545	CIB43_RS03405
OG0000312	MHL_RS02530	CIB43_RS03390
OG0000313	MHL_RS01680	CIB43_RS02485
OG0000314	MHL_RS02030	CIB43_RS02855
OG0000315	MHL_RS02060	CIB43_RS02885
OG0000316	MHL_RS02070	CIB43_RS02895
OG0000317	MHL_RS02160	CIB43_RS02985
OG0000318	MHL_RS02075	CIB43_RS02900
OG0000319	MHL_RS02290	CIB43_RS03125
OG0000320	MHL_RS02425	CIB43_RS03270
OG0000321	MHL_RS01415	CIB43_RS02200
OG0000322	MHL_RS01460	CIB43_RS02245
OG0000323	MHL_RS01590	CIB43_RS02375
OG0000324	MHL_RS02335	CIB43_RS03170
OG0000325	MHL_RS00790	CIB43_RS01570
OG0000326	MHL_RS00880	CIB43_RS01665
OG0000327	MHL_RS00885	CIB43_RS01670
OG0000328	MHL_RS00970	CIB43_RS01760
OG0000329	MHL_RS00990	CIB43_RS01775
OG0000330	MHL_RS01185	CIB43_RS01970
OG0000331	MHL_RS03020	CIB43_RS03890
OG0000332	MHL_RS03120	CIB43_RS00200
OG0000333	MHL_RS03130	CIB43_RS00210
OG0000334	MHL_RS03230	CIB43_RS00315
OG0000335	MHL_RS03240	CIB43_RS00340
OG0000336	MHL_RS03405	CIB43_RS00485
OG0000337	MHL_RS03570	CIB43_RS00655
OG0000338	MHL_RS03610	CIB43_RS00695
OG0000339	MHL_RS02400	CIB43_RS03235
OG0000340	MHL_RS01395	CIB43_RS02185
OG0000341	MHL_RS02355	CIB43_RS03190
OG0000342	MHL_RS00820	CIB43_RS01600
OG0000343	MHL_RS03140	CIB43_RS00215
OG0000344	MHL_RS00580	CIB43_RS01465
OG0000345	MHL_RS01105	CIB43_RS01890
OG0000346	MHL_RS03410	CIB43_RS00490
OG0000347	MHL_RS01485	CIB43_RS02270
OG0000348	MHL_RS00890	CIB43_RS01685
OG0000349	MHL_RS03640	CIB43_RS00550
OG0000350	MHL_RS02805	CIB43_RS03675
OG0000351	MHL_RS00505	CIB43_RS01385
OG0000352	MHL_RS02010	CIB43_RS02830
OG0000353	MHL_RS01455	CIB43_RS02240
OG0000354	MHL_RS00725	CIB43_RS01515
OG0000355	MHL_RS01980	CIB43_RS02805
OG0000356	MHL_RS02065	CIB43_RS02890
OG0000357	MHL_RS03100	CIB43_RS00175
OG0000358	MHL_RS03105	CIB43_RS00180
OG0000359	MHL_RS00860	CIB43_RS01650
OG0000360	MHL_RS00280	CIB43_RS00990
OG0000361	MHL_RS00310	CIB43_RS01020
OG0000362	MHL_RS02600	CIB43_RS03475
OG0000363	MHL_RS03985	CIB43_RS02310
OG0000364	MHL_RS01955	CIB43_RS02775
OG0000369	MHL_RS00030	CIB43_RS00725
OG0000370	MHL_RS00025	CIB43_RS00720
OG0000378	MHL_RS01375	CIB43_RS02160
OG0000379	MHL_RS01450	CIB43_RS02235
OG0000380	MHL_RS01475	CIB43_RS02260
OG0000381	MHL_RS01515	CIB43_RS02300
OG0000389	MHL_RS00705	CIB43_RS01490
OG0000394	MHL_RS02780	CIB43_RS03660
OG0000396	MHL_RS02490	CIB43_RS03350
OG0000403	MHL_RS03145	CIB43_RS00220
OG0000404	MHL_RS03175	CIB43_RS00250
OG0000405	MHL_RS03190	CIB43_RS00265
OG0000409	MHL_RS03260	CIB43_RS00345
OG0000412	MHL_RS03300	CIB43_RS00390
OG0000417	MHL_RS02350	CIB43_RS03185
OG0000428	MHL_RS01000	CIB43_RS01785
OG0000429	MHL_RS01095	CIB43_RS01885
OG0000430	MHL_RS01140	CIB43_RS01925
OG0000434	MHL_RS01200	CIB43_RS01985
OG0000436	MHL_RS01245	CIB43_RS02030
OG0000437	MHL_RS01255	CIB43_RS02065
OG0000441	MHL_RS03040	CIB43_RS03910
OG0000453	MHL_RS00430	CIB43_RS01315
OG0000457	MHL_RS03370	CIB43_RS00450
OG0000459	MHL_RS02595	CIB43_RS03460
OG0000463	MHL_RS02640	CIB43_RS03515
OG0000464	MHL_RS02635	CIB43_RS03500
OG0000466	MHL_RS00400	CIB43_RS01115
OG0000468	MHL_RS02040	CIB43_RS02870
OG0000471	MHL_RS01005	CIB43_RS01790
OG0000473	MHL_RS03495	CIB43_RS00580
OG0000474	MHL_RS03500	CIB43_RS00585
OG0000475	MHL_RS03505	CIB43_RS00595
OG0000482	MHL_RS01295	CIB43_RS02080
OG0000485	MHL_RS01250	CIB43_RS02035
OG0000486	MHL_RS02370	CIB43_RS03205
OG0000487	MHL_RS02080	CIB43_RS02915
OG0000488	MHL_RS02115	CIB43_RS02940
OG0000489	MHL_RS00055	CIB43_RS00750
OG0000491	MHL_RS01430	CIB43_RS02220
OG0000492	MHL_RS01505	CIB43_RS02290
OG0000495	MHL_RS02880	CIB43_RS03750
OG0000502	MHL_RS01285	CIB43_RS02070
OG0000504	MHL_RS00980	CIB43_RS01770
OG0000506	MHL_RS01025	CIB43_RS01810
OG0000508	MHL_RS00255	CIB43_RS00980
OG0000517	MHL_RS00070	CIB43_RS00765
OG0000519	MHL_RS00870	CIB43_RS01660
OG0000520	MHL_RS00995	CIB43_RS01780
OG0000523	MHL_RS03365	CIB43_RS00445
OG0000526	MHL_RS04020	CIB43_RS02720
OG0000527	MHL_RS01840	CIB43_RS02640
OG0000529	MHL_RS02300	CIB43_RS03135
OG0000530	MHL_RS02410	CIB43_RS03250
OG0000531	MHL_RS01480	CIB43_RS02265
OG0000537	MHL_RS00815	CIB43_RS01595
OG0000538	MHL_RS01205	CIB43_RS01990
OG0000543	MHL_RS01650	CIB43_RS01215
OG0000544	MHL_RS01335	CIB43_RS02125
OG0000545	MHL_RS01905	CIB43_RS02715
OG0000546	MHL_RS02835	CIB43_RS03705
OG0000552	MHL_RS03150	CIB43_RS00225
OG0000553	MHL_RS02740	CIB43_RS03610
OG0000554	MHL_RS04060	CIB43_RS03295
OG0000556	MHL_RS00615	CIB43_RS01290
OG0000557	MHL_RS01345	CIB43_RS02130
OG0000558	MHL_RS01315	CIB43_RS02100
OG0000559	MHL_RS01775	CIB43_RS02575
OG0000560	MHL_RS01890	CIB43_RS02680
OG0000561	MHL_RS01190	CIB43_RS01980
OG0000562	MHL_RS01895	CIB43_RS02685
OG0000563	MHL_RS01880	CIB43_RS02670
OG0000564	MHL_RS01370	CIB43_RS02155
OG0000565	MHL_RS01945	CIB43_RS02760
OG0000566	MHL_RS01935	CIB43_RS02740
OG0000568	MHL_RS00775	CIB43_RS01555
OG0000569	MHL_RS01320	CIB43_RS02105
OG0000570	MHL_RS01325	CIB43_RS02110
OG0000571	MHL_RS01330	CIB43_RS02115
OG0000572	MHL_RS01350	CIB43_RS02135
OG0000573	MHL_RS01770	CIB43_RS02570
OG0000574	MHL_RS01390	CIB43_RS02175
OG0000575	MHL_RS01305	CIB43_RS02090
OG0000576	MHL_RS03700	CIB43_RS02530
OG0000577	MHL_RS02715	CIB43_RS03580
OG0000579	MHL_RS01850	CIB43_RS02660
OG0000580	MHL_RS02840	CIB43_RS03710
OG0000581	MHL_RS01845	CIB43_RS02645
OG0000584	MHL_RS00660	CIB43_RS01255
OG0000585	MHL_RS03810	CIB43_RS03105
OG0000589	MHL_RS03730	CIB43_RS03055
OG0000590	MHL_RS00670	CIB43_RS00030
OG0000592	MHL_RS02705	CIB43_RS03570
OG0000594	MHL_RS01310	CIB43_RS02095
OG0000595	MHL_RS03050	CIB43_RS03920
OG0000597	MHL_RS03045	CIB43_RS03915
OG0000600	MHL_RS00655	CIB43_RS01175, CIB43_RS00040
OG0000601	MHL_RS01885	CIB43_RS02675
OG0000603	MHL_RS00640	CIB43_RS00060
OG0000606	MHL_RS01860	CIB43_RS02655
OG0000608	MHL_RS01900	CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000609	MHL_RS03840	CIB43_RS02730
OG0000613	MHL_RS04030	CIB43_RS02785
OG0000614	MHL_RS03735	CIB43_RS03070
OG0000620	MHL_RS03795	CIB43_RS04010
OG0000628	MHL_RS00605	CIB43_RS00090
OG0000629	MHL_RS03820	CIB43_RS00015
OG0000630	MHL_RS00595	CIB43_RS00100
OG0000631	MHL_RS00600	CIB43_RS00095
