Orthogroup	MHP_154B_genes	MHP_4284_genes
OG0000102	NB624_RS01705	ABLE99_RS01655
OG0000103	NB624_RS02350	ABLE99_RS02050
OG0000104	NB624_RS02355	ABLE99_RS02055
OG0000105	NB624_RS02370	ABLE99_RS02070
OG0000106	NB624_RS02380	ABLE99_RS02080
OG0000107	NB624_RS02390	ABLE99_RS02090
OG0000108	NB624_RS02395	ABLE99_RS02095
OG0000109	NB624_RS02400	ABLE99_RS02100
OG0000110	NB624_RS02525	ABLE99_RS02290
OG0000111	NB624_RS02520	ABLE99_RS02285
OG0000112	NB624_RS02510	ABLE99_RS02275
OG0000113	NB624_RS02490	ABLE99_RS02255
OG0000114	NB624_RS02485	ABLE99_RS02245
OG0000115	NB624_RS02470	ABLE99_RS02235
OG0000116	NB624_RS01290	ABLE99_RS01265
OG0000117	NB624_RS01295	ABLE99_RS01270
OG0000118	NB624_RS01330	ABLE99_RS01305
OG0000119	NB624_RS01335	ABLE99_RS01310
OG0000120	NB624_RS01350	ABLE99_RS01325
OG0000121	NB624_RS01375	ABLE99_RS01350
OG0000122	NB624_RS01380	ABLE99_RS01355
OG0000123	NB624_RS01400	ABLE99_RS01375
OG0000124	NB624_RS01405	ABLE99_RS01380
OG0000125	NB624_RS01410	ABLE99_RS01385
OG0000126	NB624_RS01420	ABLE99_RS01395
OG0000127	NB624_RS01430	ABLE99_RS01405
OG0000128	NB624_RS01445	ABLE99_RS01420
OG0000129	NB624_RS01450	ABLE99_RS01425
OG0000130	NB624_RS01460	ABLE99_RS01435
OG0000131	NB624_RS01490	ABLE99_RS01465
OG0000132	NB624_RS01505	ABLE99_RS01480
OG0000133	NB624_RS00525	ABLE99_RS00525
OG0000134	NB624_RS00530	ABLE99_RS00530
OG0000135	NB624_RS00545	ABLE99_RS00545
OG0000136	NB624_RS00550	ABLE99_RS00550
OG0000137	NB624_RS00580	ABLE99_RS00580
OG0000138	NB624_RS01060	ABLE99_RS01040
OG0000139	NB624_RS01030	ABLE99_RS01010
OG0000140	NB624_RS01025	ABLE99_RS01005
OG0000141	NB624_RS03090	ABLE99_RS02825
OG0000142	NB624_RS03085	ABLE99_RS02820
OG0000143	NB624_RS03070	ABLE99_RS02800
OG0000144	NB624_RS03055	ABLE99_RS02790
OG0000145	NB624_RS03045	ABLE99_RS02780
OG0000146	NB624_RS03035	ABLE99_RS02770
OG0000147	NB624_RS03030	ABLE99_RS02765
OG0000148	NB624_RS03015	ABLE99_RS02750
OG0000149	NB624_RS03005	ABLE99_RS02740
OG0000150	NB624_RS02990	ABLE99_RS02725
OG0000151	NB624_RS02945	ABLE99_RS02675
OG0000152	NB624_RS02940	ABLE99_RS02670
OG0000153	NB624_RS02935	ABLE99_RS02665
OG0000154	NB624_RS02925	ABLE99_RS02655
OG0000155	NB624_RS02885	ABLE99_RS02615
OG0000156	NB624_RS02880	ABLE99_RS02610
OG0000157	NB624_RS02870	ABLE99_RS02600
OG0000158	NB624_RS02860	ABLE99_RS02590
OG0000159	NB624_RS02610	ABLE99_RS02365
OG0000160	NB624_RS02605	ABLE99_RS02360
OG0000161	NB624_RS02600	ABLE99_RS02355
OG0000162	NB624_RS02590	ABLE99_RS02345
OG0000163	NB624_RS02585	ABLE99_RS02340
OG0000164	NB624_RS01600	ABLE99_RS01560
OG0000165	NB624_RS01945	ABLE99_RS01855
OG0000166	NB624_RS01965	ABLE99_RS01875
OG0000167	NB624_RS01980	ABLE99_RS01890
OG0000168	NB624_RS01985	ABLE99_RS01895
OG0000169	NB624_RS03205	ABLE99_RS02935
OG0000170	NB624_RS03220	ABLE99_RS02950
OG0000171	NB624_RS03230	ABLE99_RS02960
OG0000172	NB624_RS03235	ABLE99_RS02965
OG0000173	NB624_RS03240	ABLE99_RS02970
OG0000174	NB624_RS03245	ABLE99_RS02975
OG0000175	NB624_RS03265	ABLE99_RS02990
OG0000176	NB624_RS03315	ABLE99_RS03040
OG0000177	NB624_RS03320	ABLE99_RS03045
OG0000178	NB624_RS03325	ABLE99_RS03050
OG0000179	NB624_RS03335	ABLE99_RS03060
OG0000180	NB624_RS03340	ABLE99_RS03065
OG0000181	NB624_RS03380	ABLE99_RS03105
OG0000182	NB624_RS03390	ABLE99_RS03115
OG0000183	NB624_RS03425	ABLE99_RS03150
OG0000184	NB624_RS03470	ABLE99_RS03175
OG0000185	NB624_RS03455	ABLE99_RS03190
OG0000186	NB624_RS01515	ABLE99_RS01490
OG0000187	NB624_RS01530	ABLE99_RS01505
OG0000188	NB624_RS01540	ABLE99_RS01515
OG0000189	NB624_RS02440	ABLE99_RS02135
OG0000190	NB624_RS02435	ABLE99_RS02130
OG0000191	NB624_RS02410	ABLE99_RS02110
OG0000192	NB624_RS01205	ABLE99_RS01185
OG0000193	NB624_RS01195	ABLE99_RS01170
OG0000194	NB624_RS00990	ABLE99_RS00985
OG0000195	NB624_RS00985	ABLE99_RS00980
OG0000196	NB624_RS00960	ABLE99_RS00960
OG0000197	NB624_RS00955	ABLE99_RS00955
OG0000198	NB624_RS00940	ABLE99_RS00940
OG0000199	NB624_RS00935	ABLE99_RS00935
OG0000200	NB624_RS00920	ABLE99_RS00920
OG0000201	NB624_RS00910	ABLE99_RS00910
OG0000202	NB624_RS00855	ABLE99_RS00855
OG0000203	NB624_RS00850	ABLE99_RS00850
OG0000204	NB624_RS00845	ABLE99_RS00845
OG0000205	NB624_RS00840	ABLE99_RS00840
OG0000206	NB624_RS00820	ABLE99_RS00820
OG0000207	NB624_RS00805	ABLE99_RS00805
OG0000208	NB624_RS00800	ABLE99_RS00800
OG0000209	NB624_RS00795	ABLE99_RS00795
OG0000210	NB624_RS00750	ABLE99_RS00750
OG0000211	NB624_RS00740	ABLE99_RS00740
OG0000212	NB624_RS00730	ABLE99_RS00730
OG0000213	NB624_RS00725	ABLE99_RS00725
OG0000214	NB624_RS00720	ABLE99_RS00720
OG0000215	NB624_RS00715	ABLE99_RS00715
OG0000216	NB624_RS00710	ABLE99_RS00710
OG0000217	NB624_RS00705	ABLE99_RS00705
OG0000218	NB624_RS00695	ABLE99_RS00695
OG0000219	NB624_RS00690	ABLE99_RS00690
OG0000220	NB624_RS00685	ABLE99_RS00685
OG0000221	NB624_RS00680	ABLE99_RS00680
OG0000222	NB624_RS00675	ABLE99_RS00675
OG0000223	NB624_RS00670	ABLE99_RS00670
OG0000224	NB624_RS00660	ABLE99_RS00660
OG0000225	NB624_RS00650	ABLE99_RS00650
OG0000226	NB624_RS00645	ABLE99_RS00645
OG0000227	NB624_RS00640	ABLE99_RS00640
OG0000228	NB624_RS00635	ABLE99_RS00635
OG0000229	NB624_RS00630	ABLE99_RS00630
OG0000230	NB624_RS00625	ABLE99_RS00625
OG0000231	NB624_RS00615	ABLE99_RS00615
OG0000232	NB624_RS00605	ABLE99_RS00605
OG0000233	NB624_RS01095	ABLE99_RS01065
OG0000234	NB624_RS01130	ABLE99_RS01100
OG0000235	NB624_RS01140	ABLE99_RS01110
OG0000236	NB624_RS01145	ABLE99_RS01115
OG0000237	NB624_RS01150	ABLE99_RS01120
OG0000238	NB624_RS01155	ABLE99_RS01125
OG0000239	NB624_RS03100	ABLE99_RS02835
OG0000240	NB624_RS03105	ABLE99_RS02840
OG0000241	NB624_RS03115	ABLE99_RS02850
OG0000242	NB624_RS03120	ABLE99_RS02855
OG0000243	NB624_RS03125	ABLE99_RS02860
OG0000244	NB624_RS03135	ABLE99_RS02870
OG0000245	NB624_RS03145	ABLE99_RS02880
OG0000246	NB624_RS00140	ABLE99_RS00140
OG0000247	NB624_RS00150	ABLE99_RS00150
OG0000248	NB624_RS00160	ABLE99_RS00160
OG0000249	NB624_RS00165	ABLE99_RS00165
OG0000250	NB624_RS00180	ABLE99_RS00185
OG0000251	NB624_RS00210	ABLE99_RS00210
OG0000252	NB624_RS00220	ABLE99_RS00220
OG0000253	NB624_RS00225	ABLE99_RS00225
OG0000254	NB624_RS00235	ABLE99_RS00235
OG0000255	NB624_RS00240	ABLE99_RS00240
OG0000256	NB624_RS00245	ABLE99_RS00245
OG0000257	NB624_RS00270	ABLE99_RS00270
OG0000258	NB624_RS00280	ABLE99_RS00280
OG0000259	NB624_RS00310	ABLE99_RS00310
OG0000260	NB624_RS00320	ABLE99_RS00320
OG0000261	NB624_RS00330	ABLE99_RS00330
OG0000262	NB624_RS00350	ABLE99_RS00345
OG0000263	NB624_RS00360	ABLE99_RS00360
OG0000264	NB624_RS00375	ABLE99_RS00375
OG0000265	NB624_RS00385	ABLE99_RS00385
OG0000266	NB624_RS00400	ABLE99_RS00400
OG0000267	NB624_RS00415	ABLE99_RS00415
OG0000268	NB624_RS00420	ABLE99_RS00420
OG0000269	NB624_RS00435	ABLE99_RS00435
OG0000270	NB624_RS03635	ABLE99_RS03355
OG0000271	NB624_RS03630	ABLE99_RS03350
OG0000272	NB624_RS03625	ABLE99_RS03345
OG0000273	NB624_RS03620	ABLE99_RS03340
OG0000274	NB624_RS03605	ABLE99_RS03320
OG0000275	NB624_RS03595	ABLE99_RS03315
OG0000276	NB624_RS03590	ABLE99_RS03310
OG0000277	NB624_RS03580	ABLE99_RS03300
OG0000278	NB624_RS03575	ABLE99_RS03295
OG0000279	NB624_RS03565	ABLE99_RS03285
OG0000280	NB624_RS03560	ABLE99_RS03280
OG0000281	NB624_RS03555	ABLE99_RS03275
OG0000282	NB624_RS03530	ABLE99_RS03250
OG0000283	NB624_RS03525	ABLE99_RS03245
OG0000284	NB624_RS03520	ABLE99_RS03240
OG0000285	NB624_RS03515	ABLE99_RS03235
OG0000286	NB624_RS02570	ABLE99_RS02325
OG0000287	NB624_RS02675	ABLE99_RS02415
OG0000288	NB624_RS02685	ABLE99_RS02425
OG0000289	NB624_RS02690	ABLE99_RS02430
OG0000290	NB624_RS02815	ABLE99_RS02540
OG0000291	NB624_RS02800	ABLE99_RS02530
OG0000292	NB624_RS02795	ABLE99_RS02525
OG0000293	NB624_RS02790	ABLE99_RS02520
OG0000294	NB624_RS02780	ABLE99_RS02510
OG0000295	NB624_RS02775	ABLE99_RS02505
OG0000296	NB624_RS02725	ABLE99_RS02465
OG0000297	NB624_RS02720	ABLE99_RS02460
OG0000298	NB624_RS00175	ABLE99_RS00175
OG0000299	NB624_RS00195	ABLE99_RS00195
OG0000300	NB624_RS00370	ABLE99_RS00370
OG0000301	NB624_RS00405	ABLE99_RS00405
OG0000302	NB624_RS00410	ABLE99_RS00410
OG0000303	NB624_RS00555	ABLE99_RS00555
OG0000304	NB624_RS00600	ABLE99_RS00600
OG0000305	NB624_RS03040	ABLE99_RS02775
OG0000306	NB624_RS02965	ABLE99_RS02700
OG0000307	NB624_RS02930	ABLE99_RS02660
OG0000308	NB624_RS02835	ABLE99_RS02560
OG0000309	NB624_RS02765	ABLE99_RS02495
OG0000310	NB624_RS02680	ABLE99_RS02420
OG0000311	NB624_RS02630	ABLE99_RS02385
OG0000312	NB624_RS02615	ABLE99_RS02370
OG0000313	NB624_RS01590	ABLE99_RS01550
OG0000314	NB624_RS01960	ABLE99_RS01870
OG0000315	NB624_RS01990	ABLE99_RS01900
OG0000316	NB624_RS02000	ABLE99_RS01910
OG0000317	NB624_RS02195	ABLE99_RS02005
OG0000318	NB624_RS02005	ABLE99_RS01915
OG0000319	NB624_RS02365	ABLE99_RS02065
OG0000320	NB624_RS02500	ABLE99_RS02265
OG0000321	NB624_RS01325	ABLE99_RS01300
OG0000322	NB624_RS01370	ABLE99_RS01345
OG0000323	NB624_RS01500	ABLE99_RS01475
OG0000324	NB624_RS02405	ABLE99_RS02105
OG0000325	NB624_RS00980	ABLE99_RS00975
OG0000326	NB624_RS00880	ABLE99_RS00880
OG0000327	NB624_RS00875	ABLE99_RS00875
OG0000328	NB624_RS00790	ABLE99_RS00790
OG0000329	NB624_RS00770	ABLE99_RS00770
OG0000330	NB624_RS01105	ABLE99_RS01075
OG0000331	NB624_RS03130	ABLE99_RS02865
OG0000332	NB624_RS03270	ABLE99_RS03000
OG0000333	NB624_RS03280	ABLE99_RS03010
OG0000334	NB624_RS03385	ABLE99_RS03110
OG0000335	NB624_RS03395	ABLE99_RS03120
OG0000336	NB624_RS03545	ABLE99_RS03265
OG0000337	NB624_RS03715	ABLE99_RS03435
OG0000338	NB624_RS03755	ABLE99_RS03475
OG0000339	NB624_RS02475	ABLE99_RS02240
OG0000340	NB624_RS01305	ABLE99_RS01280
OG0000341	NB624_RS02430	ABLE99_RS02125
OG0000342	NB624_RS00945	ABLE99_RS00945
OG0000343	NB624_RS03290	ABLE99_RS03020
OG0000344	NB624_RS00570	ABLE99_RS00570
OG0000345	NB624_RS00655	ABLE99_RS00655
OG0000346	NB624_RS03550	ABLE99_RS03270
OG0000347	NB624_RS01395	ABLE99_RS01370
OG0000348	NB624_RS00870	ABLE99_RS00870
OG0000349	NB624_RS03610	ABLE99_RS03330
OG0000350	NB624_RS02920	ABLE99_RS02650
OG0000351	NB624_RS00490	ABLE99_RS00490
OG0000352	NB624_RS01940	ABLE99_RS01850
OG0000353	NB624_RS01365	ABLE99_RS01340
OG0000354	NB624_RS01045	ABLE99_RS01025
OG0000355	NB624_RS01915	ABLE99_RS01825
OG0000356	NB624_RS01995	ABLE99_RS01905
OG0000357	NB624_RS03250	ABLE99_RS02980
OG0000358	NB624_RS03255	ABLE99_RS02985
OG0000359	NB624_RS00900	ABLE99_RS00900
OG0000360	NB624_RS00275	ABLE99_RS00275
OG0000361	NB624_RS00305	ABLE99_RS00305
OG0000362	NB624_RS02700	ABLE99_RS02440
OG0000363	NB624_RS01435	ABLE99_RS01410
OG0000364	NB624_RS01890	ABLE99_RS01800
OG0000365	NB624_RS02040	ABLE99_RS01950
OG0000366	NB624_RS02065	ABLE99_RS01975
OG0000367	NB624_RS02175	ABLE99_RS01985
OG0000368	NB624_RS00060	ABLE99_RS00060
OG0000369	NB624_RS00025	ABLE99_RS00025
OG0000370	NB624_RS00020	ABLE99_RS00020
OG0000371	NB624_RS00015	ABLE99_RS00015
OG0000372	NB624_RS00010	ABLE99_RS00010
OG0000373	NB624_RS03745	ABLE99_RS03465
OG0000374	NB624_RS03735	ABLE99_RS03455
OG0000375	NB624_RS02360	ABLE99_RS02060
OG0000376	NB624_RS02515	ABLE99_RS02280
OG0000377	NB624_RS02505	ABLE99_RS02270
OG0000378	NB624_RS01285	ABLE99_RS01260
OG0000379	NB624_RS01360	ABLE99_RS01335
OG0000380	NB624_RS01390	ABLE99_RS01360
OG0000381	NB624_RS01425	ABLE99_RS01400
OG0000382	NB624_RS01455	ABLE99_RS01430
OG0000383	NB624_RS01495	ABLE99_RS01470
OG0000384	NB624_RS00510	ABLE99_RS00510
OG0000385	NB624_RS00515	ABLE99_RS00515
OG0000386	NB624_RS00535	ABLE99_RS00535
OG0000387	NB624_RS00560	ABLE99_RS00560
OG0000388	NB624_RS00565	ABLE99_RS00565
OG0000389	NB624_RS01065	ABLE99_RS01050
OG0000390	NB624_RS03060	ABLE99_RS02795
OG0000391	NB624_RS03050	ABLE99_RS02785
OG0000392	NB624_RS03025	ABLE99_RS02760
OG0000393	NB624_RS02970	ABLE99_RS02705
OG0000394	NB624_RS02900	ABLE99_RS02625
OG0000395	NB624_RS02890	ABLE99_RS02620
OG0000396	NB624_RS02575	ABLE99_RS02330
OG0000397	NB624_RS01925	ABLE99_RS01835
OG0000398	NB624_RS01930	ABLE99_RS01840
OG0000399	NB624_RS01975	ABLE99_RS01885
OG0000400	NB624_RS03215	ABLE99_RS02945
OG0000401	NB624_RS03275	ABLE99_RS03005
OG0000402	NB624_RS03285	ABLE99_RS03015
OG0000403	NB624_RS03295	ABLE99_RS03025
OG0000404	NB624_RS03330	ABLE99_RS03055
OG0000405	NB624_RS03350	ABLE99_RS03075
OG0000406	NB624_RS03400	ABLE99_RS03125
OG0000407	NB624_RS03405	ABLE99_RS03130
OG0000408	NB624_RS03410	ABLE99_RS03135
OG0000409	NB624_RS03415	ABLE99_RS03140
OG0000410	NB624_RS03480	ABLE99_RS03170
OG0000411	NB624_RS03465	ABLE99_RS03180
OG0000412	NB624_RS03460	ABLE99_RS03185
OG0000413	NB624_RS01510	ABLE99_RS01485
OG0000414	NB624_RS01520	ABLE99_RS01495
OG0000415	NB624_RS01525	ABLE99_RS01500
OG0000416	NB624_RS01535	ABLE99_RS01510
OG0000417	NB624_RS02425	ABLE99_RS02120
OG0000418	NB624_RS02415	ABLE99_RS02115
OG0000419	NB624_RS00965	ABLE99_RS00965
OG0000420	NB624_RS00930	ABLE99_RS00930
OG0000421	NB624_RS00895	ABLE99_RS00895
OG0000422	NB624_RS00885	ABLE99_RS00885
OG0000423	NB624_RS00830	ABLE99_RS00830
OG0000424	NB624_RS00825	ABLE99_RS00825
OG0000425	NB624_RS00815	ABLE99_RS00815
OG0000426	NB624_RS00810	ABLE99_RS00810
OG0000427	NB624_RS00785	ABLE99_RS00785
OG0000428	NB624_RS00760	ABLE99_RS00760
OG0000429	NB624_RS00665	ABLE99_RS00665
OG0000430	NB624_RS00620	ABLE99_RS00620
OG0000431	NB624_RS00610	ABLE99_RS00610
OG0000432	NB624_RS01100	ABLE99_RS01070
OG0000433	NB624_RS01115	ABLE99_RS01085
OG0000434	NB624_RS01125	ABLE99_RS01090
OG0000435	NB624_RS01135	ABLE99_RS01105
OG0000436	NB624_RS01160	ABLE99_RS01130
OG0000437	NB624_RS01170	ABLE99_RS01140
OG0000438	NB624_RS01175	ABLE99_RS01145
OG0000439	NB624_RS01180	ABLE99_RS01150
OG0000440	NB624_RS03110	ABLE99_RS02845
OG0000442	NB624_RS00145	ABLE99_RS00145
OG0000443	NB624_RS00190	ABLE99_RS00190
OG0000444	NB624_RS00205	ABLE99_RS00205
OG0000445	NB624_RS00230	ABLE99_RS00230
OG0000446	NB624_RS00255	ABLE99_RS00255
OG0000447	NB624_RS00260	ABLE99_RS00260
OG0000448	NB624_RS00290	ABLE99_RS00290
OG0000449	NB624_RS00315	ABLE99_RS00315
OG0000450	NB624_RS00325	ABLE99_RS00325
OG0000451	NB624_RS00365	ABLE99_RS00365
OG0000452	NB624_RS00390	ABLE99_RS00390
OG0000453	NB624_RS00425	ABLE99_RS00425
OG0000455	NB624_RS03655	ABLE99_RS03375
OG0000456	NB624_RS03535	ABLE99_RS03255
OG0000457	NB624_RS03510	ABLE99_RS03230
OG0000458	NB624_RS02670	ABLE99_RS02410
OG0000459	NB624_RS02695	ABLE99_RS02435
OG0000460	NB624_RS02705	ABLE99_RS02445
OG0000461	NB624_RS02755	ABLE99_RS02490
OG0000462	NB624_RS02750	ABLE99_RS02485
OG0000463	NB624_RS02745	ABLE99_RS02480
OG0000464	NB624_RS02740	ABLE99_RS02475
OG0000465	NB624_RS02735	ABLE99_RS02470
OG0000466	NB624_RS00395	ABLE99_RS00395
OG0000467	NB624_RS02845	ABLE99_RS02570
OG0000468	NB624_RS01970	ABLE99_RS01880
OG0000469	NB624_RS02030	ABLE99_RS01940
OG0000470	NB624_RS00835	ABLE99_RS00835
OG0000471	NB624_RS00755	ABLE99_RS00755
OG0000472	NB624_RS03485	ABLE99_RS03205
OG0000473	NB624_RS03640	ABLE99_RS03360
OG0000474	NB624_RS03645	ABLE99_RS03365
OG0000475	NB624_RS03650	ABLE99_RS03370
OG0000476	NB624_RS01550	ABLE99_RS01520
OG0000477	NB624_RS02785	ABLE99_RS02515
OG0000478	NB624_RS03585	ABLE99_RS03305
OG0000479	NB624_RS01320	ABLE99_RS01295
OG0000480	NB624_RS02035	ABLE99_RS01945
OG0000481	NB624_RS00860	ABLE99_RS00860
OG0000482	NB624_RS01200	ABLE99_RS01175
OG0000483	NB624_RS02180	ABLE99_RS01990
OG0000484	NB624_RS00200	ABLE99_RS00200
OG0000485	NB624_RS01165	ABLE99_RS01135
OG0000486	NB624_RS02445	ABLE99_RS02140
OG0000487	NB624_RS02015	ABLE99_RS01920
OG0000488	NB624_RS02050	ABLE99_RS01960
OG0000489	NB624_RS00050	ABLE99_RS00050
OG0000490	NB624_RS03750	ABLE99_RS03470
OG0000491	NB624_RS01340	ABLE99_RS01315
OG0000492	NB624_RS01415	ABLE99_RS01390
OG0000493	NB624_RS00575	ABLE99_RS00575
OG0000494	NB624_RS01040	ABLE99_RS01020
OG0000495	NB624_RS02995	ABLE99_RS02730
OG0000496	NB624_RS02985	ABLE99_RS02720
OG0000497	NB624_RS02980	ABLE99_RS02715
OG0000498	NB624_RS02905	ABLE99_RS02630
OG0000499	NB624_RS02865	ABLE99_RS02595
OG0000500	NB624_RS01935	ABLE99_RS01845
OG0000501	NB624_RS03225	ABLE99_RS02955
OG0000502	NB624_RS01190	ABLE99_RS01165
OG0000503	NB624_RS00915	ABLE99_RS00915
OG0000504	NB624_RS00780	ABLE99_RS00780
OG0000505	NB624_RS00745	ABLE99_RS00745
OG0000506	NB624_RS00735	ABLE99_RS00735
OG0000507	NB624_RS00700	ABLE99_RS00700
OG0000508	NB624_RS00250	ABLE99_RS00250
OG0000509	NB624_RS00285	ABLE99_RS00285
OG0000510	NB624_RS00295	ABLE99_RS00295
OG0000511	NB624_RS00430	ABLE99_RS00430
OG0000512	NB624_RS02710	ABLE99_RS02450
OG0000513	NB624_RS03570	ABLE99_RS03290
OG0000514	NB624_RS03020	ABLE99_RS02755
OG0000517	NB624_RS00065	ABLE99_RS00065
OG0000519	NB624_RS00890	ABLE99_RS00890
