Orthogroup	MHP_154B_genes	MHP_168_genes
OG0000041	NB624_RS01185	MHP168_RS03920
OG0000042	NB624_RS03095	MHP168_RS02950
OG0000043	NB624_RS01920	MHP168_RS01985
OG0000043	NB624_RS01920	MHP168_RS01205
OG0000044	NB624_RS01675	MHP168_RS03745
OG0000044	NB624_RS01795	MHP168_RS01880
OG0000045	NB624_RS01610	MHP168_RS01795
OG0000047	NB624_RS02085	MHP168_RS03530
OG0000048	NB624_RS02205	MHP168_RS02190
OG0000049	NB624_RS03210	MHP168_RS03035
OG0000050	NB624_RS02595	MHP168_RS02450
OG0000051	NB624_RS02825	MHP168_RS04010
OG0000052	NB624_RS00075	MHP168_RS00070
OG0000053	NB624_RS01440	MHP168_RS01535
OG0000054	NB624_RS02620	MHP168_RS02475
OG0000055	NB624_RS00130	MHP168_RS00110
OG0000056	NB624_RS03675	MHP168_RS03500
OG0000057	NB624_RS03080	MHP168_RS02935
OG0000058	NB624_RS02160	MHP168_RS01190
OG0000058	NB624_RS02155	MHP168_RS03570
OG0000059	NB624_RS02130	MHP168_RS03925
OG0000059	NB624_RS02145	MHP168_RS03560
OG0000060	NB624_RS00080	MHP168_RS00075
OG0000061	NB624_RS01865	MHP168_RS01655
OG0000062	NB624_RS03725	MHP168_RS03625
OG0000063	NB624_RS03720	MHP168_RS03620
OG0000064	NB624_RS03710	MHP168_RS03610
OG0000065	NB624_RS02385	MHP168_RS02125
OG0000066	NB624_RS01345	MHP168_RS01440
OG0000067	NB624_RS00520	MHP168_RS00505
OG0000068	NB624_RS01035	MHP168_RS03810
OG0000069	NB624_RS02975	MHP168_RS02825
OG0000070	NB624_RS02625	MHP168_RS02480
OG0000071	NB624_RS03430	MHP168_RS03250
OG0000072	NB624_RS03435	MHP168_RS03255
OG0000073	NB624_RS00975	MHP168_RS00950
OG0000074	NB624_RS00775	MHP168_RS00760
OG0000075	NB624_RS00340	MHP168_RS00315
OG0000077	NB624_RS00440	MHP168_RS00420
OG0000079	NB624_RS02715	MHP168_RS02565
OG0000080	NB624_RS02770	MHP168_RS03900
OG0000081	NB624_RS00335	MHP168_RS00310
OG0000083	NB624_RS02025	MHP168_RS02095
OG0000084	NB624_RS02055	MHP168_RS02245
OG0000085	NB624_RS02060	MHP168_RS02240
OG0000086	NB624_RS02170	MHP168_RS02230
OG0000087	NB624_RS02185	MHP168_RS02215
OG0000088	NB624_RS02190	MHP168_RS02210
OG0000089	NB624_RS02200	MHP168_RS02195
OG0000090	NB624_RS00070	MHP168_RS00065
OG0000091	NB624_RS00055	MHP168_RS00055
OG0000092	NB624_RS00045	MHP168_RS00040
OG0000093	NB624_RS00035	MHP168_RS00035
OG0000094	NB624_RS00030	MHP168_RS00030
OG0000095	NB624_RS00005	MHP168_RS00005
OG0000096	NB624_RS03760	MHP168_RS03660
OG0000097	NB624_RS03740	MHP168_RS03640
OG0000098	NB624_RS03730	MHP168_RS03630
OG0000099	NB624_RS03680	MHP168_RS03510
OG0000100	NB624_RS03670	MHP168_RS03490
OG0000101	NB624_RS03660	MHP168_RS03485
OG0000102	NB624_RS01705	MHP168_RS01720
OG0000103	NB624_RS02350	MHP168_RS02160
OG0000104	NB624_RS02355	MHP168_RS02155
OG0000105	NB624_RS02370	MHP168_RS02140
OG0000106	NB624_RS02380	MHP168_RS02130
OG0000107	NB624_RS02390	MHP168_RS02120
OG0000108	NB624_RS02395	MHP168_RS02115
OG0000109	NB624_RS02400	MHP168_RS02110
OG0000110	NB624_RS02525	MHP168_RS02385
OG0000111	NB624_RS02520	MHP168_RS02380
OG0000112	NB624_RS02510	MHP168_RS02370
OG0000113	NB624_RS02490	MHP168_RS02350
OG0000114	NB624_RS02485	MHP168_RS02340
OG0000115	NB624_RS02470	MHP168_RS02325
OG0000116	NB624_RS01290	MHP168_RS01380
OG0000117	NB624_RS01295	MHP168_RS01385
OG0000118	NB624_RS01330	MHP168_RS01425
OG0000119	NB624_RS01335	MHP168_RS01430
OG0000120	NB624_RS01350	MHP168_RS01445
OG0000121	NB624_RS01375	MHP168_RS01470
OG0000122	NB624_RS01380	MHP168_RS01475
OG0000123	NB624_RS01400	MHP168_RS01495
OG0000124	NB624_RS01405	MHP168_RS01500
OG0000125	NB624_RS01410	MHP168_RS01505
OG0000126	NB624_RS01420	MHP168_RS01515
OG0000127	NB624_RS01430	MHP168_RS01525
OG0000128	NB624_RS01445	MHP168_RS01540
OG0000129	NB624_RS01450	MHP168_RS01545
OG0000130	NB624_RS01460	MHP168_RS01555
OG0000131	NB624_RS01490	MHP168_RS01585
OG0000132	NB624_RS01505	MHP168_RS01600
OG0000133	NB624_RS00525	MHP168_RS00510
OG0000134	NB624_RS00530	MHP168_RS00515
OG0000135	NB624_RS00545	MHP168_RS00530
OG0000136	NB624_RS00550	MHP168_RS00535
OG0000137	NB624_RS00580	MHP168_RS00570
OG0000138	NB624_RS01060	MHP168_RS01030
OG0000139	NB624_RS01030	MHP168_RS01000
OG0000140	NB624_RS01025	MHP168_RS00995
OG0000141	NB624_RS03090	MHP168_RS02945
OG0000142	NB624_RS03085	MHP168_RS02940
OG0000143	NB624_RS03070	MHP168_RS02915
OG0000144	NB624_RS03055	MHP168_RS02905
OG0000145	NB624_RS03045	MHP168_RS02895
OG0000146	NB624_RS03035	MHP168_RS02885
OG0000147	NB624_RS03030	MHP168_RS02880
OG0000148	NB624_RS03015	MHP168_RS02865
OG0000149	NB624_RS03005	MHP168_RS02855
OG0000150	NB624_RS02990	MHP168_RS02840
OG0000151	NB624_RS02945	MHP168_RS02790
OG0000152	NB624_RS02940	MHP168_RS02785
OG0000153	NB624_RS02935	MHP168_RS02780
OG0000154	NB624_RS02925	MHP168_RS02770
OG0000155	NB624_RS02885	MHP168_RS02730
OG0000156	NB624_RS02880	MHP168_RS02720
OG0000157	NB624_RS02870	MHP168_RS02715
OG0000158	NB624_RS02860	MHP168_RS04090
OG0000159	NB624_RS02610	MHP168_RS02465
OG0000160	NB624_RS02605	MHP168_RS02460
OG0000161	NB624_RS02600	MHP168_RS02455
OG0000162	NB624_RS02590	MHP168_RS02445
OG0000163	NB624_RS02585	MHP168_RS02440
OG0000164	NB624_RS01600	MHP168_RS01810
OG0000165	NB624_RS01945	MHP168_RS02010
OG0000166	NB624_RS01965	MHP168_RS02035
OG0000167	NB624_RS01980	MHP168_RS02050
OG0000168	NB624_RS01985	MHP168_RS02055
OG0000169	NB624_RS03205	MHP168_RS03030
OG0000170	NB624_RS03220	MHP168_RS03045
OG0000171	NB624_RS03230	MHP168_RS03055
OG0000172	NB624_RS03235	MHP168_RS03060
OG0000173	NB624_RS03240	MHP168_RS03065
OG0000174	NB624_RS03245	MHP168_RS03070
OG0000175	NB624_RS03265	MHP168_RS03085
OG0000176	NB624_RS03315	MHP168_RS03135
OG0000177	NB624_RS03320	MHP168_RS03140
OG0000178	NB624_RS03325	MHP168_RS03145
OG0000179	NB624_RS03335	MHP168_RS03155
OG0000180	NB624_RS03340	MHP168_RS03160
OG0000181	NB624_RS03380	MHP168_RS03200
OG0000182	NB624_RS03390	MHP168_RS03210
OG0000183	NB624_RS03425	MHP168_RS03245
OG0000184	NB624_RS03470	MHP168_RS03285
OG0000185	NB624_RS03455	MHP168_RS03270
OG0000186	NB624_RS01515	MHP168_RS01610
OG0000187	NB624_RS01530	MHP168_RS01625
OG0000188	NB624_RS01540	MHP168_RS01635
OG0000189	NB624_RS02440	MHP168_RS02300
OG0000190	NB624_RS02435	MHP168_RS02295
OG0000191	NB624_RS02410	MHP168_RS02275
OG0000192	NB624_RS01205	MHP168_RS01290
OG0000193	NB624_RS01195	MHP168_RS01280
OG0000194	NB624_RS00990	MHP168_RS00965
OG0000195	NB624_RS00985	MHP168_RS00960
OG0000196	NB624_RS00960	MHP168_RS00940
OG0000197	NB624_RS00955	MHP168_RS00935
OG0000198	NB624_RS00940	MHP168_RS00920
OG0000199	NB624_RS00935	MHP168_RS00915
OG0000200	NB624_RS00920	MHP168_RS00905
OG0000201	NB624_RS00910	MHP168_RS00895
OG0000202	NB624_RS00855	MHP168_RS00840
OG0000203	NB624_RS00850	MHP168_RS00835
OG0000204	NB624_RS00845	MHP168_RS00830
OG0000205	NB624_RS00840	MHP168_RS00825
OG0000206	NB624_RS00820	MHP168_RS00805
OG0000207	NB624_RS00805	MHP168_RS00790
OG0000208	NB624_RS00800	MHP168_RS00785
OG0000209	NB624_RS00795	MHP168_RS00780
OG0000210	NB624_RS00750	MHP168_RS00730
OG0000211	NB624_RS00740	MHP168_RS00715
OG0000212	NB624_RS00730	MHP168_RS00705
OG0000213	NB624_RS00725	MHP168_RS03705
OG0000214	NB624_RS00720	MHP168_RS00700
OG0000215	NB624_RS00715	MHP168_RS00695
OG0000216	NB624_RS00710	MHP168_RS00690
OG0000217	NB624_RS00705	MHP168_RS00685
OG0000218	NB624_RS00695	MHP168_RS00675
OG0000219	NB624_RS00690	MHP168_RS00670
OG0000220	NB624_RS00685	MHP168_RS00665
OG0000221	NB624_RS00680	MHP168_RS00660
OG0000222	NB624_RS00675	MHP168_RS00655
OG0000223	NB624_RS00670	MHP168_RS00650
OG0000224	NB624_RS00660	MHP168_RS00640
OG0000225	NB624_RS00650	MHP168_RS00630
OG0000226	NB624_RS00645	MHP168_RS00625
OG0000227	NB624_RS00640	MHP168_RS00620
OG0000228	NB624_RS00635	MHP168_RS04100
OG0000229	NB624_RS00630	MHP168_RS00610
OG0000230	NB624_RS00625	MHP168_RS00605
OG0000231	NB624_RS00615	MHP168_RS00595
OG0000232	NB624_RS00605	MHP168_RS00585
OG0000233	NB624_RS01095	MHP168_RS01075
OG0000234	NB624_RS01130	MHP168_RS01110
OG0000235	NB624_RS01140	MHP168_RS01120
OG0000236	NB624_RS01145	MHP168_RS01125
OG0000237	NB624_RS01150	MHP168_RS01130
OG0000238	NB624_RS01155	MHP168_RS01140
OG0000239	NB624_RS03100	MHP168_RS02955
OG0000240	NB624_RS03105	MHP168_RS02960
OG0000241	NB624_RS03115	MHP168_RS02970
OG0000242	NB624_RS03120	MHP168_RS02975
OG0000243	NB624_RS03125	MHP168_RS02980
OG0000244	NB624_RS03135	MHP168_RS02990
OG0000245	NB624_RS03145	MHP168_RS03000
OG0000246	NB624_RS00140	MHP168_RS00115
OG0000247	NB624_RS00150	MHP168_RS00125
OG0000248	NB624_RS00160	MHP168_RS00135
OG0000249	NB624_RS00165	MHP168_RS00140
OG0000250	NB624_RS00180	MHP168_RS00155
OG0000251	NB624_RS00210	MHP168_RS00180
OG0000252	NB624_RS00220	MHP168_RS00190
OG0000253	NB624_RS00225	MHP168_RS00195
OG0000254	NB624_RS00235	MHP168_RS00205
OG0000255	NB624_RS00240	MHP168_RS00215
OG0000256	NB624_RS00245	MHP168_RS00220
OG0000257	NB624_RS00270	MHP168_RS00245
OG0000258	NB624_RS00280	MHP168_RS00255
OG0000259	NB624_RS00310	MHP168_RS00285
OG0000260	NB624_RS00320	MHP168_RS00295
OG0000261	NB624_RS00330	MHP168_RS00305
OG0000262	NB624_RS00350	MHP168_RS00320
OG0000263	NB624_RS00360	MHP168_RS00335
OG0000264	NB624_RS00375	MHP168_RS00350
OG0000265	NB624_RS00385	MHP168_RS00360
OG0000266	NB624_RS00400	MHP168_RS00375
OG0000267	NB624_RS00415	MHP168_RS00390
OG0000268	NB624_RS00420	MHP168_RS00395
OG0000269	NB624_RS00435	MHP168_RS00410
OG0000270	NB624_RS03635	MHP168_RS03460
OG0000271	NB624_RS03630	MHP168_RS03455
OG0000272	NB624_RS03625	MHP168_RS03450
OG0000273	NB624_RS03620	MHP168_RS03445
OG0000274	NB624_RS03605	MHP168_RS03425
OG0000275	NB624_RS03595	MHP168_RS03420
OG0000276	NB624_RS03590	MHP168_RS03415
OG0000277	NB624_RS03580	MHP168_RS03405
OG0000278	NB624_RS03575	MHP168_RS03400
OG0000279	NB624_RS03565	MHP168_RS03390
OG0000280	NB624_RS03560	MHP168_RS03385
OG0000281	NB624_RS03555	MHP168_RS03790
OG0000282	NB624_RS03530	MHP168_RS03360
OG0000283	NB624_RS03525	MHP168_RS03355
OG0000284	NB624_RS03520	MHP168_RS03350
OG0000285	NB624_RS03515	MHP168_RS03345
OG0000286	NB624_RS02570	MHP168_RS02425
OG0000287	NB624_RS02675	MHP168_RS02525
OG0000288	NB624_RS02685	MHP168_RS02535
OG0000289	NB624_RS02690	MHP168_RS02540
OG0000290	NB624_RS02815	MHP168_RS02650
OG0000291	NB624_RS02800	MHP168_RS02640
OG0000292	NB624_RS02795	MHP168_RS02635
OG0000293	NB624_RS02790	MHP168_RS02630
OG0000294	NB624_RS02780	MHP168_RS02620
OG0000295	NB624_RS02775	MHP168_RS02615
OG0000296	NB624_RS02725	MHP168_RS02575
OG0000297	NB624_RS02720	MHP168_RS02570
OG0000298	NB624_RS00175	MHP168_RS00150
OG0000299	NB624_RS00195	MHP168_RS03690
OG0000300	NB624_RS00370	MHP168_RS00345
OG0000301	NB624_RS00405	MHP168_RS00380
OG0000302	NB624_RS00410	MHP168_RS00385
OG0000303	NB624_RS00555	MHP168_RS00540
OG0000304	NB624_RS00600	MHP168_RS00580
OG0000305	NB624_RS03040	MHP168_RS02890
OG0000306	NB624_RS02965	MHP168_RS02810
OG0000307	NB624_RS02930	MHP168_RS02775
OG0000308	NB624_RS02835	MHP168_RS02675
OG0000309	NB624_RS02765	MHP168_RS02605
OG0000310	NB624_RS02680	MHP168_RS02530
OG0000311	NB624_RS02630	MHP168_RS02485
OG0000312	NB624_RS02615	MHP168_RS02470
OG0000313	NB624_RS01590	MHP168_RS01820
OG0000314	NB624_RS01960	MHP168_RS02030
OG0000315	NB624_RS01990	MHP168_RS02060
OG0000316	NB624_RS02000	MHP168_RS02070
OG0000317	NB624_RS02195	MHP168_RS02205
OG0000318	NB624_RS02005	MHP168_RS02075
OG0000319	NB624_RS02365	MHP168_RS02145
OG0000320	NB624_RS02500	MHP168_RS02360
OG0000321	NB624_RS01325	MHP168_RS01420
OG0000322	NB624_RS01370	MHP168_RS01465
OG0000323	NB624_RS01500	MHP168_RS01595
OG0000324	NB624_RS02405	MHP168_RS02270
OG0000325	NB624_RS00980	MHP168_RS00955
OG0000326	NB624_RS00880	MHP168_RS00865
OG0000327	NB624_RS00875	MHP168_RS00860
OG0000328	NB624_RS00790	MHP168_RS00775
OG0000329	NB624_RS00770	MHP168_RS00750
OG0000330	NB624_RS01105	MHP168_RS01085
OG0000331	NB624_RS03130	MHP168_RS02985
OG0000332	NB624_RS03270	MHP168_RS03095
OG0000333	NB624_RS03280	MHP168_RS03105
OG0000334	NB624_RS03385	MHP168_RS03205
OG0000335	NB624_RS03395	MHP168_RS03215
OG0000336	NB624_RS03545	MHP168_RS03375
OG0000337	NB624_RS03715	MHP168_RS03615
OG0000338	NB624_RS03755	MHP168_RS03655
OG0000339	NB624_RS02475	MHP168_RS02330
OG0000340	NB624_RS01305	MHP168_RS01395
OG0000341	NB624_RS02430	MHP168_RS02290
OG0000342	NB624_RS00945	MHP168_RS00925
OG0000343	NB624_RS03290	MHP168_RS03115
OG0000344	NB624_RS00570	MHP168_RS00555
OG0000345	NB624_RS00655	MHP168_RS00635
OG0000346	NB624_RS03550	MHP168_RS03380
OG0000347	NB624_RS01395	MHP168_RS01490
OG0000348	NB624_RS00870	MHP168_RS00855
OG0000349	NB624_RS03610	MHP168_RS03435
OG0000350	NB624_RS02920	MHP168_RS02765
OG0000351	NB624_RS00490	MHP168_RS00475
OG0000352	NB624_RS01940	MHP168_RS02005
OG0000353	NB624_RS01365	MHP168_RS01460
OG0000354	NB624_RS01045	MHP168_RS01015
OG0000355	NB624_RS01915	MHP168_RS01975
OG0000356	NB624_RS01995	MHP168_RS02065
OG0000357	NB624_RS03250	MHP168_RS03075
OG0000358	NB624_RS03255	MHP168_RS03080
OG0000359	NB624_RS00900	MHP168_RS00885
OG0000360	NB624_RS00275	MHP168_RS00250
OG0000361	NB624_RS00305	MHP168_RS00280
OG0000362	NB624_RS02700	MHP168_RS02550
OG0000363	NB624_RS01435	MHP168_RS01530
OG0000364	NB624_RS01890	MHP168_RS01955
OG0000365	NB624_RS02040	MHP168_RS02260
OG0000366	NB624_RS02065	MHP168_RS02235
OG0000367	NB624_RS02175	MHP168_RS02225
OG0000368	NB624_RS00060	MHP168_RS00060
OG0000369	NB624_RS00025	MHP168_RS00025
OG0000370	NB624_RS00020	MHP168_RS00020
OG0000371	NB624_RS00015	MHP168_RS00015
OG0000372	NB624_RS00010	MHP168_RS00010
OG0000373	NB624_RS03745	MHP168_RS03645
OG0000374	NB624_RS03735	MHP168_RS03635
OG0000375	NB624_RS02360	MHP168_RS02150
OG0000376	NB624_RS02515	MHP168_RS02375
OG0000377	NB624_RS02505	MHP168_RS02365
OG0000378	NB624_RS01285	MHP168_RS01375
OG0000379	NB624_RS01360	MHP168_RS01455
OG0000380	NB624_RS01390	MHP168_RS01480
OG0000381	NB624_RS01425	MHP168_RS01520
OG0000382	NB624_RS01455	MHP168_RS01550
OG0000383	NB624_RS01495	MHP168_RS01590
OG0000384	NB624_RS00510	MHP168_RS00495
OG0000385	NB624_RS00515	MHP168_RS00500
OG0000386	NB624_RS00535	MHP168_RS00520
OG0000387	NB624_RS00560	MHP168_RS00545
OG0000388	NB624_RS00565	MHP168_RS00550
OG0000389	NB624_RS01065	MHP168_RS01035
OG0000390	NB624_RS03060	MHP168_RS02910
OG0000391	NB624_RS03050	MHP168_RS02900
OG0000392	NB624_RS03025	MHP168_RS02875
OG0000393	NB624_RS02970	MHP168_RS02815
OG0000394	NB624_RS02900	MHP168_RS02740
OG0000395	NB624_RS02890	MHP168_RS02735
OG0000396	NB624_RS02575	MHP168_RS02430
OG0000397	NB624_RS01925	MHP168_RS01990
OG0000398	NB624_RS01930	MHP168_RS01995
OG0000399	NB624_RS01975	MHP168_RS02045
OG0000400	NB624_RS03215	MHP168_RS03040
OG0000401	NB624_RS03275	MHP168_RS03100
OG0000402	NB624_RS03285	MHP168_RS03110
OG0000403	NB624_RS03295	MHP168_RS03120
OG0000404	NB624_RS03330	MHP168_RS03150
OG0000405	NB624_RS03350	MHP168_RS03165
OG0000406	NB624_RS03400	MHP168_RS03220
OG0000407	NB624_RS03405	MHP168_RS03225
OG0000408	NB624_RS03410	MHP168_RS03230
OG0000409	NB624_RS03415	MHP168_RS03235
OG0000410	NB624_RS03480	MHP168_RS03290
OG0000411	NB624_RS03465	MHP168_RS03280
OG0000412	NB624_RS03460	MHP168_RS03275
OG0000413	NB624_RS01510	MHP168_RS01605
OG0000414	NB624_RS01520	MHP168_RS01615
OG0000415	NB624_RS01525	MHP168_RS01620
OG0000416	NB624_RS01535	MHP168_RS01630
OG0000417	NB624_RS02425	MHP168_RS03990
OG0000418	NB624_RS02415	MHP168_RS02280
OG0000419	NB624_RS00965	MHP168_RS00945
OG0000420	NB624_RS00930	MHP168_RS00910
OG0000421	NB624_RS00895	MHP168_RS00880
OG0000422	NB624_RS00885	MHP168_RS00870
OG0000423	NB624_RS00830	MHP168_RS00815
OG0000424	NB624_RS00825	MHP168_RS00810
OG0000425	NB624_RS00815	MHP168_RS00800
OG0000426	NB624_RS00810	MHP168_RS00795
OG0000427	NB624_RS00785	MHP168_RS00770
OG0000428	NB624_RS00760	MHP168_RS00740
OG0000429	NB624_RS00665	MHP168_RS00645
OG0000430	NB624_RS00620	MHP168_RS00600
OG0000431	NB624_RS00610	MHP168_RS00590
OG0000432	NB624_RS01100	MHP168_RS01080
OG0000433	NB624_RS01115	MHP168_RS01095
OG0000434	NB624_RS01125	MHP168_RS01100
OG0000435	NB624_RS01135	MHP168_RS01115
OG0000436	NB624_RS01160	MHP168_RS01145
OG0000437	NB624_RS01170	MHP168_RS01155
OG0000438	NB624_RS01175	MHP168_RS01160
OG0000439	NB624_RS01180	MHP168_RS01165
OG0000440	NB624_RS03110	MHP168_RS02965
OG0000441	NB624_RS03150	MHP168_RS03010
OG0000442	NB624_RS00145	MHP168_RS00120
OG0000443	NB624_RS00190	MHP168_RS00165
OG0000444	NB624_RS00205	MHP168_RS00175
OG0000445	NB624_RS00230	MHP168_RS00200
OG0000446	NB624_RS00255	MHP168_RS00230
OG0000447	NB624_RS00260	MHP168_RS00235
OG0000448	NB624_RS00290	MHP168_RS00265
OG0000449	NB624_RS00315	MHP168_RS00290
OG0000450	NB624_RS00325	MHP168_RS00300
OG0000451	NB624_RS00365	MHP168_RS00340
OG0000452	NB624_RS00390	MHP168_RS00365
OG0000453	NB624_RS00425	MHP168_RS00400
OG0000455	NB624_RS03655	MHP168_RS03480
OG0000456	NB624_RS03535	MHP168_RS03365
OG0000457	NB624_RS03510	MHP168_RS03340
OG0000458	NB624_RS02670	MHP168_RS02520
OG0000459	NB624_RS02695	MHP168_RS02545
OG0000460	NB624_RS02705	MHP168_RS02555
OG0000461	NB624_RS02755	MHP168_RS02600
OG0000462	NB624_RS02750	MHP168_RS02595
OG0000463	NB624_RS02745	MHP168_RS02590
OG0000464	NB624_RS02740	MHP168_RS02585
OG0000465	NB624_RS02735	MHP168_RS02580
OG0000466	NB624_RS00395	MHP168_RS00370
OG0000467	NB624_RS02845	MHP168_RS02685
OG0000468	NB624_RS01970	MHP168_RS02040
OG0000469	NB624_RS02030	MHP168_RS02100
OG0000470	NB624_RS00835	MHP168_RS03855
OG0000471	NB624_RS00755	MHP168_RS00735
OG0000472	NB624_RS03485	MHP168_RS03300
OG0000473	NB624_RS03640	MHP168_RS03465
OG0000474	NB624_RS03645	MHP168_RS03470
OG0000475	NB624_RS03650	MHP168_RS03475
OG0000476	NB624_RS01550	MHP168_RS01640
OG0000477	NB624_RS02785	MHP168_RS02625
OG0000478	NB624_RS03585	MHP168_RS03410
OG0000479	NB624_RS01320	MHP168_RS01415
OG0000480	NB624_RS02035	MHP168_RS03890
OG0000481	NB624_RS00860	MHP168_RS00845
OG0000482	NB624_RS01200	MHP168_RS01285
OG0000483	NB624_RS02180	MHP168_RS02220
OG0000484	NB624_RS00200	MHP168_RS00170
OG0000485	NB624_RS01165	MHP168_RS01150
OG0000486	NB624_RS02445	MHP168_RS02305
OG0000487	NB624_RS02015	MHP168_RS02080
OG0000488	NB624_RS02050	MHP168_RS02250
OG0000489	NB624_RS00050	MHP168_RS00050
OG0000490	NB624_RS03750	MHP168_RS03650
OG0000491	NB624_RS01340	MHP168_RS01435
OG0000492	NB624_RS01415	MHP168_RS01510
OG0000493	NB624_RS00575	MHP168_RS00560
OG0000494	NB624_RS01040	MHP168_RS01010
OG0000495	NB624_RS02995	MHP168_RS02845
OG0000496	NB624_RS02985	MHP168_RS02835
OG0000497	NB624_RS02980	MHP168_RS02830
OG0000498	NB624_RS02905	MHP168_RS02745
OG0000499	NB624_RS02865	MHP168_RS02710
OG0000500	NB624_RS01935	MHP168_RS02000
OG0000501	NB624_RS03225	MHP168_RS03050
OG0000502	NB624_RS01190	MHP168_RS01275
OG0000503	NB624_RS00915	MHP168_RS00900
OG0000505	NB624_RS00745	MHP168_RS00720
OG0000506	NB624_RS00735	MHP168_RS00710
OG0000507	NB624_RS00700	MHP168_RS00680
OG0000508	NB624_RS00250	MHP168_RS00225
OG0000509	NB624_RS00285	MHP168_RS00260
OG0000510	NB624_RS00295	MHP168_RS00270
OG0000511	NB624_RS00430	MHP168_RS00405
OG0000512	NB624_RS02710	MHP168_RS02560
OG0000513	NB624_RS03570	MHP168_RS03395
OG0000514	NB624_RS03020	MHP168_RS02870
OG0000515	NB624_RS01555	MHP168_RS01650
OG0000519	NB624_RS00890	MHP168_RS00875
OG0000520	NB624_RS00765	MHP168_RS00745
OG0000521	NB624_RS00265	MHP168_RS00240
OG0000522	NB624_RS00300	MHP168_RS00275
OG0000524	NB624_RS02840	MHP168_RS02680
OG0000525	NB624_RS03490	MHP168_RS03305
OG0000526	NB624_RS01830	MHP168_RS03975
OG0000527	NB624_RS01770	MHP168_RS03970, MHP168_RS03965
OG0000528	NB624_RS02020	MHP168_RS02090
OG0000529	NB624_RS02375	MHP168_RS02135
OG0000532	NB624_RS01615	MHP168_RS01790
OG0000533	NB624_RS01085	MHP168_RS01060
OG0000534	NB624_RS00380	MHP168_RS00355
OG0000536	NB624_RS03685	MHP168_RS03515
OG0000537	NB624_RS00950	MHP168_RS00930
OG0000539	NB624_RS00215	MHP168_RS00185
OG0000540	NB624_RS02810, NB624_RS02805	MHP168_RS02645
OG0000543	NB624_RS02075	MHP168_RS03525
OG0000544	NB624_RS01240	MHP168_RS01330
OG0000545	NB624_RS01820	MHP168_RS01905
OG0000546	NB624_RS02950	MHP168_RS02795
OG0000551	NB624_RS03140	MHP168_RS02995
