Orthogroup	MHP_154B_genes	MHP_MHP682_genes
OG0000058	NB624_RS02155	DR097_RS02080
OG0000059	NB624_RS02130	DR097_RS04190
OG0000061	NB624_RS01865	DR097_RS02500
OG0000062	NB624_RS03725	DR097_RS02590
OG0000063	NB624_RS03720	DR097_RS04735
OG0000064	NB624_RS03710	DR097_RS02605
OG0000065	NB624_RS02385	DR097_RS02745
OG0000066	NB624_RS01345	DR097_RS01675
OG0000067	NB624_RS00520	DR097_RS02405
OG0000068	NB624_RS01035	DR097_RS03055
OG0000069	NB624_RS02975	DR097_RS01725
OG0000070	NB624_RS02625	DR097_RS01930
OG0000071	NB624_RS03430	DR097_RS03575
OG0000072	NB624_RS03435	DR097_RS03580, DR097_RS04860
OG0000073	NB624_RS00975	DR097_RS01115
OG0000074	NB624_RS00775	DR097_RS04605
OG0000075	NB624_RS00340	DR097_RS00090
OG0000076	NB624_RS00355	DR097_RS00075
OG0000077	NB624_RS00440	DR097_RS03275
OG0000078	NB624_RS01680	DR097_RS01875
OG0000079	NB624_RS02715	DR097_RS02640
OG0000080	NB624_RS02770	DR097_RS04360
OG0000081	NB624_RS00335	DR097_RS00095
OG0000083	NB624_RS02025	DR097_RS00750
OG0000084	NB624_RS02055	DR097_RS03685
OG0000085	NB624_RS02060	DR097_RS02875
OG0000086	NB624_RS02170	DR097_RS02865
OG0000087	NB624_RS02185	DR097_RS02850
OG0000088	NB624_RS02190	DR097_RS02845
OG0000089	NB624_RS02200	DR097_RS02835
OG0000090	NB624_RS00070	DR097_RS02485
OG0000091	NB624_RS00055	DR097_RS02775
OG0000092	NB624_RS00045	DR097_RS02790
OG0000093	NB624_RS00035	DR097_RS02795
OG0000094	NB624_RS00030	DR097_RS02800
OG0000095	NB624_RS00005	DR097_RS03550
OG0000096	NB624_RS03760	DR097_RS03545
OG0000097	NB624_RS03740	DR097_RS02575
OG0000098	NB624_RS03730	DR097_RS02585
OG0000099	NB624_RS03680	DR097_RS03665
OG0000100	NB624_RS03670	DR097_RS00555
OG0000101	NB624_RS03660	DR097_RS00560
OG0000102	NB624_RS01705	DR097_RS01850
OG0000103	NB624_RS02350	DR097_RS02710
OG0000104	NB624_RS02355	DR097_RS02715
OG0000105	NB624_RS02370	DR097_RS02730
OG0000106	NB624_RS02380	DR097_RS02740
OG0000107	NB624_RS02390	DR097_RS02750
OG0000108	NB624_RS02395	DR097_RS02755
OG0000109	NB624_RS02400	DR097_RS02760
OG0000110	NB624_RS02525	DR097_RS02155
OG0000111	NB624_RS02520	DR097_RS02150
OG0000112	NB624_RS02510	DR097_RS02140
OG0000113	NB624_RS02490	DR097_RS04705
OG0000114	NB624_RS02485	DR097_RS02110
OG0000115	NB624_RS02470	DR097_RS02095
OG0000116	NB624_RS01290	DR097_RS00320
OG0000117	NB624_RS01295	DR097_RS00315
OG0000118	NB624_RS01330	DR097_RS01690
OG0000119	NB624_RS01335	DR097_RS01685
OG0000120	NB624_RS01350	DR097_RS01670
OG0000121	NB624_RS01375	DR097_RS01645
OG0000122	NB624_RS01380	DR097_RS01640
OG0000123	NB624_RS01400	DR097_RS01620
OG0000124	NB624_RS01405	DR097_RS01615
OG0000125	NB624_RS01410	DR097_RS01610
OG0000126	NB624_RS01420	DR097_RS01600
OG0000127	NB624_RS01430	DR097_RS01590
OG0000128	NB624_RS01445	DR097_RS03460
OG0000129	NB624_RS01450	DR097_RS03355
OG0000130	NB624_RS01460	DR097_RS03345
OG0000131	NB624_RS01490	DR097_RS04820
OG0000132	NB624_RS01505	DR097_RS04815
OG0000133	NB624_RS00525	DR097_RS02400
OG0000134	NB624_RS00530	DR097_RS02395
OG0000135	NB624_RS00545	DR097_RS02380
OG0000136	NB624_RS00550	DR097_RS02375
OG0000137	NB624_RS00580	DR097_RS02345
OG0000138	NB624_RS01060	DR097_RS03080
OG0000139	NB624_RS01030	DR097_RS03050
OG0000140	NB624_RS01025	DR097_RS03045
OG0000141	NB624_RS03090	DR097_RS01260
OG0000142	NB624_RS03085	DR097_RS04625
OG0000143	NB624_RS03070	DR097_RS01230
OG0000144	NB624_RS03055	DR097_RS01220
OG0000145	NB624_RS03045	DR097_RS01210
OG0000146	NB624_RS03035	DR097_RS01200
OG0000147	NB624_RS03030	DR097_RS01195
OG0000148	NB624_RS03015	DR097_RS01180
OG0000149	NB624_RS03005	DR097_RS01170
OG0000150	NB624_RS02990	DR097_RS01155
OG0000151	NB624_RS02945	DR097_RS01755
OG0000152	NB624_RS02940	DR097_RS01760
OG0000153	NB624_RS02935	DR097_RS01765
OG0000154	NB624_RS02925	DR097_RS01775
OG0000155	NB624_RS02885	DR097_RS01820
OG0000156	NB624_RS02880	DR097_RS01490
OG0000157	NB624_RS02870	DR097_RS04640
OG0000158	NB624_RS02860	DR097_RS04645
OG0000159	NB624_RS02610	DR097_RS04905
OG0000160	NB624_RS02605	DR097_RS01950
OG0000161	NB624_RS02600	DR097_RS01955
OG0000162	NB624_RS02590	DR097_RS01965
OG0000163	NB624_RS02585	DR097_RS01970
OG0000164	NB624_RS01600	DR097_RS03125
OG0000165	NB624_RS01945	DR097_RS00830
OG0000166	NB624_RS01965	DR097_RS00810
OG0000167	NB624_RS01980	DR097_RS00795
OG0000168	NB624_RS01985	DR097_RS00790
OG0000169	NB624_RS03205	DR097_RS01475
OG0000170	NB624_RS03220	DR097_RS01460
OG0000171	NB624_RS03230	DR097_RS01450
OG0000172	NB624_RS03235	DR097_RS01445
OG0000173	NB624_RS03240	DR097_RS01440
OG0000174	NB624_RS03245	DR097_RS01435
OG0000175	NB624_RS03265	DR097_RS01420
OG0000176	NB624_RS03315	DR097_RS01370
OG0000177	NB624_RS03320	DR097_RS01365
OG0000178	NB624_RS03325	DR097_RS01360
OG0000179	NB624_RS03335	DR097_RS01350
OG0000180	NB624_RS03340	DR097_RS01345
OG0000181	NB624_RS03380	DR097_RS04805
OG0000182	NB624_RS03390	DR097_RS03155
OG0000183	NB624_RS03425	DR097_RS03570
OG0000184	NB624_RS03470	DR097_RS02975
OG0000185	NB624_RS03455	DR097_RS02990
OG0000186	NB624_RS01515	DR097_RS04760
OG0000187	NB624_RS01530	DR097_RS02915
OG0000188	NB624_RS01540	DR097_RS02905
OG0000189	NB624_RS02440	DR097_RS04790
OG0000190	NB624_RS02435	DR097_RS03030
OG0000191	NB624_RS02410	DR097_RS03010
OG0000192	NB624_RS01205	DR097_RS00400
OG0000193	NB624_RS01195	DR097_RS00415
OG0000194	NB624_RS00990	DR097_RS01130
OG0000195	NB624_RS00985	DR097_RS01125
OG0000196	NB624_RS00960	DR097_RS01105
OG0000197	NB624_RS00955	DR097_RS01100
OG0000198	NB624_RS00940	DR097_RS01085
OG0000199	NB624_RS00935	DR097_RS01080
OG0000200	NB624_RS00920	DR097_RS01065
OG0000201	NB624_RS00910	DR097_RS01055
OG0000202	NB624_RS00855	DR097_RS01000
OG0000203	NB624_RS00850	DR097_RS00995
OG0000204	NB624_RS00845	DR097_RS00990
OG0000205	NB624_RS00840	DR097_RS00985
OG0000206	NB624_RS00820	DR097_RS00965
OG0000207	NB624_RS00805	DR097_RS00950
OG0000208	NB624_RS00800	DR097_RS00945
OG0000209	NB624_RS00795	DR097_RS00940
OG0000210	NB624_RS00750	DR097_RS04925
OG0000211	NB624_RS00740	DR097_RS02185
OG0000212	NB624_RS00730	DR097_RS02195
OG0000213	NB624_RS00725	DR097_RS02200
OG0000214	NB624_RS00720	DR097_RS02205
OG0000215	NB624_RS00715	DR097_RS02210
OG0000216	NB624_RS00710	DR097_RS02215
OG0000217	NB624_RS00705	DR097_RS02220
OG0000218	NB624_RS00695	DR097_RS02230
OG0000219	NB624_RS00690	DR097_RS02235
OG0000220	NB624_RS00685	DR097_RS02240
OG0000221	NB624_RS00680	DR097_RS02245
OG0000222	NB624_RS00675	DR097_RS02250
OG0000223	NB624_RS00670	DR097_RS02255
OG0000224	NB624_RS00660	DR097_RS02265
OG0000225	NB624_RS00650	DR097_RS02275
OG0000226	NB624_RS00645	DR097_RS02280
OG0000227	NB624_RS00640	DR097_RS02285
OG0000228	NB624_RS00635	DR097_RS04910
OG0000229	NB624_RS00630	DR097_RS02295
OG0000230	NB624_RS00625	DR097_RS02300
OG0000231	NB624_RS00615	DR097_RS02310
OG0000232	NB624_RS00605	DR097_RS02320
OG0000233	NB624_RS01095	DR097_RS00535
OG0000234	NB624_RS01130	DR097_RS00495
OG0000235	NB624_RS01140	DR097_RS00485
OG0000236	NB624_RS01145	DR097_RS00480
OG0000237	NB624_RS01150	DR097_RS00475
OG0000238	NB624_RS01155	DR097_RS00465
OG0000239	NB624_RS03100	DR097_RS01270
OG0000240	NB624_RS03105	DR097_RS01275
OG0000241	NB624_RS03115	DR097_RS01285
OG0000242	NB624_RS03120	DR097_RS01290
OG0000243	NB624_RS03125	DR097_RS01295
OG0000244	NB624_RS03135	DR097_RS01305
OG0000245	NB624_RS03145	DR097_RS01315
OG0000246	NB624_RS00140	DR097_RS00300
OG0000247	NB624_RS00150	DR097_RS00290
OG0000248	NB624_RS00160	DR097_RS00280
OG0000249	NB624_RS00165	DR097_RS00275
OG0000250	NB624_RS00180	DR097_RS00260
OG0000251	NB624_RS00210	DR097_RS00225
OG0000252	NB624_RS00220	DR097_RS00215
OG0000253	NB624_RS00225	DR097_RS00210
OG0000254	NB624_RS00235	DR097_RS00200
OG0000255	NB624_RS00240	DR097_RS00190
OG0000256	NB624_RS00245	DR097_RS00185
OG0000257	NB624_RS00270	DR097_RS00160
OG0000258	NB624_RS00280	DR097_RS00150
OG0000259	NB624_RS00310	DR097_RS00120
OG0000260	NB624_RS00320	DR097_RS00110
OG0000261	NB624_RS00330	DR097_RS04500
OG0000262	NB624_RS00350	DR097_RS00085
OG0000263	NB624_RS00360	DR097_RS00070
OG0000264	NB624_RS00375	DR097_RS00055
OG0000265	NB624_RS00385	DR097_RS00045
OG0000266	NB624_RS00400	DR097_RS00030
OG0000267	NB624_RS00415	DR097_RS00015
OG0000268	NB624_RS00420	DR097_RS00010
OG0000269	NB624_RS00435	DR097_RS03285
OG0000270	NB624_RS03635	DR097_RS04530
OG0000271	NB624_RS03630	DR097_RS00590
OG0000272	NB624_RS03625	DR097_RS00595
OG0000273	NB624_RS03620	DR097_RS00600
OG0000274	NB624_RS03605	DR097_RS00620
OG0000275	NB624_RS03595	DR097_RS04540
OG0000276	NB624_RS03590	DR097_RS00630
OG0000277	NB624_RS03580	DR097_RS00640
OG0000278	NB624_RS03575	DR097_RS00645
OG0000279	NB624_RS03565	DR097_RS00655
OG0000280	NB624_RS03560	DR097_RS00660
OG0000281	NB624_RS03555	DR097_RS00665
OG0000282	NB624_RS03530	DR097_RS04550
OG0000283	NB624_RS03525	DR097_RS00695
OG0000284	NB624_RS03520	DR097_RS00700
OG0000285	NB624_RS03515	DR097_RS04555
OG0000286	NB624_RS02570	DR097_RS01985
OG0000287	NB624_RS02675	DR097_RS02680
OG0000288	NB624_RS02685	DR097_RS02670
OG0000289	NB624_RS02690	DR097_RS02665
OG0000290	NB624_RS02815	DR097_RS01555
OG0000291	NB624_RS02800	DR097_RS01565
OG0000292	NB624_RS02795	DR097_RS01570
OG0000293	NB624_RS02790	DR097_RS01575
OG0000294	NB624_RS02780	DR097_RS03220
OG0000295	NB624_RS02775	DR097_RS03210
OG0000296	NB624_RS02725	DR097_RS02630
OG0000297	NB624_RS02720	DR097_RS02635
OG0000298	NB624_RS00175	DR097_RS00265
OG0000299	NB624_RS00195	DR097_RS00240
OG0000300	NB624_RS00370	DR097_RS00060
OG0000301	NB624_RS00405	DR097_RS00025
OG0000302	NB624_RS00410	DR097_RS00020
OG0000303	NB624_RS00555	DR097_RS02370
OG0000304	NB624_RS00600	DR097_RS02325
OG0000305	NB624_RS03040	DR097_RS01205
OG0000306	NB624_RS02965	DR097_RS01735
OG0000307	NB624_RS02930	DR097_RS01770
OG0000308	NB624_RS02835	DR097_RS01535
OG0000309	NB624_RS02765	DR097_RS03200
OG0000310	NB624_RS02680	DR097_RS02675
OG0000311	NB624_RS02630	DR097_RS01925
OG0000312	NB624_RS02615	DR097_RS01940
OG0000313	NB624_RS01590	DR097_RS03115
OG0000314	NB624_RS01960	DR097_RS00815
OG0000315	NB624_RS01990	DR097_RS00785
OG0000316	NB624_RS02000	DR097_RS00775
OG0000317	NB624_RS02195	DR097_RS02840
OG0000318	NB624_RS02005	DR097_RS04590
OG0000319	NB624_RS02365	DR097_RS02725
OG0000320	NB624_RS02500	DR097_RS02130
OG0000321	NB624_RS01325	DR097_RS01695
OG0000322	NB624_RS01370	DR097_RS01650
OG0000323	NB624_RS01500	DR097_RS03305
OG0000324	NB624_RS02405	DR097_RS03005
OG0000325	NB624_RS00980	DR097_RS01120
OG0000326	NB624_RS00880	DR097_RS01025
OG0000327	NB624_RS00875	DR097_RS01020
OG0000328	NB624_RS00790	DR097_RS00935
OG0000329	NB624_RS00770	DR097_RS00915
OG0000330	NB624_RS01105	DR097_RS00520
OG0000331	NB624_RS03130	DR097_RS01300
OG0000332	NB624_RS03270	DR097_RS01410
OG0000333	NB624_RS03280	DR097_RS01400
OG0000334	NB624_RS03385	DR097_RS03150
OG0000335	NB624_RS03395	DR097_RS03160
OG0000336	NB624_RS03545	DR097_RS04545
OG0000337	NB624_RS03715	DR097_RS02600
OG0000338	NB624_RS03755	DR097_RS03540
OG0000339	NB624_RS02475	DR097_RS02100
OG0000340	NB624_RS01305	DR097_RS01715
OG0000341	NB624_RS02430	DR097_RS03025
OG0000342	NB624_RS00945	DR097_RS01090
OG0000343	NB624_RS03290	DR097_RS01390
OG0000344	NB624_RS00570	DR097_RS02355
OG0000345	NB624_RS00655	DR097_RS02270
OG0000346	NB624_RS03550	DR097_RS04870
OG0000347	NB624_RS01395	DR097_RS01625
OG0000348	NB624_RS00870	DR097_RS01015
OG0000349	NB624_RS03610	DR097_RS04535
OG0000350	NB624_RS02920	DR097_RS01780
OG0000351	NB624_RS00490	DR097_RS03225
OG0000352	NB624_RS01940	DR097_RS00835
OG0000353	NB624_RS01365	DR097_RS01655
OG0000354	NB624_RS01045	DR097_RS03065
OG0000355	NB624_RS01915	DR097_RS04600
OG0000356	NB624_RS01995	DR097_RS04595
OG0000357	NB624_RS03250	DR097_RS04635
OG0000358	NB624_RS03255	DR097_RS01425
OG0000359	NB624_RS00900	DR097_RS04620
OG0000360	NB624_RS00275	DR097_RS00155
OG0000361	NB624_RS00305	DR097_RS00125
OG0000362	NB624_RS02700	DR097_RS02655
OG0000363	NB624_RS01435	DR097_RS04660
OG0000364	NB624_RS01890	DR097_RS00890
OG0000365	NB624_RS02040	DR097_RS04570
OG0000366	NB624_RS02065	DR097_RS02870
OG0000367	NB624_RS02175	DR097_RS02860
OG0000368	NB624_RS00060	DR097_RS02770
OG0000369	NB624_RS00025	DR097_RS04750
OG0000370	NB624_RS00020	DR097_RS02810
OG0000371	NB624_RS00015	DR097_RS02815
OG0000372	NB624_RS00010	DR097_RS02820
OG0000373	NB624_RS03745	DR097_RS02570
OG0000374	NB624_RS03735	DR097_RS02580
OG0000375	NB624_RS02360	DR097_RS02720
OG0000376	NB624_RS02515	DR097_RS02145
OG0000377	NB624_RS02505	DR097_RS02135
OG0000378	NB624_RS01285	DR097_RS00325
OG0000379	NB624_RS01360	DR097_RS01660
OG0000380	NB624_RS01390	DR097_RS01635
OG0000381	NB624_RS01425	DR097_RS01595
OG0000382	NB624_RS01455	DR097_RS03350
OG0000383	NB624_RS01495	DR097_RS03310
OG0000384	NB624_RS00510	DR097_RS03605
OG0000385	NB624_RS00515	DR097_RS02090
OG0000386	NB624_RS00535	DR097_RS02390
OG0000387	NB624_RS00560	DR097_RS02365
OG0000388	NB624_RS00565	DR097_RS04710
OG0000389	NB624_RS01065	DR097_RS03085
OG0000390	NB624_RS03060	DR097_RS01225
OG0000391	NB624_RS03050	DR097_RS01215
OG0000392	NB624_RS03025	DR097_RS01190
OG0000393	NB624_RS02970	DR097_RS04670
OG0000394	NB624_RS02900	DR097_RS01805
OG0000395	NB624_RS02890	DR097_RS01810
OG0000396	NB624_RS02575	DR097_RS01980
OG0000397	NB624_RS01925	DR097_RS00850
OG0000398	NB624_RS01930	DR097_RS00845
OG0000399	NB624_RS01975	DR097_RS00800
OG0000400	NB624_RS03215	DR097_RS01465
OG0000401	NB624_RS03275	DR097_RS01405
OG0000402	NB624_RS03285	DR097_RS01395
OG0000403	NB624_RS03295	DR097_RS01385
OG0000404	NB624_RS03330	DR097_RS01355
OG0000405	NB624_RS03350	DR097_RS01340
OG0000406	NB624_RS03400	DR097_RS03165
OG0000407	NB624_RS03405	DR097_RS04810
OG0000408	NB624_RS03410	DR097_RS03175
OG0000410	NB624_RS03480	DR097_RS02970
OG0000411	NB624_RS03465	DR097_RS02980
OG0000412	NB624_RS03460	DR097_RS02985
OG0000413	NB624_RS01510	DR097_RS02935
OG0000414	NB624_RS01520	DR097_RS02925
OG0000415	NB624_RS01525	DR097_RS02920
OG0000416	NB624_RS01535	DR097_RS02910
OG0000417	NB624_RS02425	DR097_RS03020
OG0000418	NB624_RS02415	DR097_RS03015
OG0000419	NB624_RS00965	DR097_RS01110
OG0000420	NB624_RS00930	DR097_RS01075
OG0000421	NB624_RS00895	DR097_RS01040
OG0000422	NB624_RS00885	DR097_RS01030
OG0000423	NB624_RS00830	DR097_RS00975
OG0000424	NB624_RS00825	DR097_RS00970
OG0000425	NB624_RS00815	DR097_RS00960
OG0000426	NB624_RS00810	DR097_RS04615
OG0000427	NB624_RS00785	DR097_RS04610
OG0000428	NB624_RS00760	DR097_RS00905
OG0000429	NB624_RS00665	DR097_RS02260
OG0000430	NB624_RS00620	DR097_RS02305
OG0000431	NB624_RS00610	DR097_RS02315
OG0000432	NB624_RS01100	DR097_RS00525
OG0000433	NB624_RS01115	DR097_RS00510
OG0000434	NB624_RS01125	DR097_RS00505
OG0000435	NB624_RS01135	DR097_RS00490
OG0000436	NB624_RS01160	DR097_RS00460
OG0000437	NB624_RS01170	DR097_RS00450
OG0000438	NB624_RS01175	DR097_RS00445
OG0000439	NB624_RS01180	DR097_RS04525
OG0000440	NB624_RS03110	DR097_RS04630
OG0000441	NB624_RS03150	DR097_RS03780
OG0000442	NB624_RS00145	DR097_RS00295
OG0000443	NB624_RS00190	DR097_RS00245
OG0000444	NB624_RS00205	DR097_RS00230
OG0000445	NB624_RS00230	DR097_RS00205
OG0000446	NB624_RS00255	DR097_RS00175
OG0000447	NB624_RS00260	DR097_RS00170
OG0000448	NB624_RS00290	DR097_RS00140
OG0000449	NB624_RS00315	DR097_RS00115
OG0000450	NB624_RS00325	DR097_RS00105
OG0000451	NB624_RS00365	DR097_RS00065
OG0000452	NB624_RS00390	DR097_RS00040
OG0000455	NB624_RS03655	DR097_RS00565
OG0000456	NB624_RS03535	DR097_RS00685
OG0000457	NB624_RS03510	DR097_RS00710
OG0000458	NB624_RS02670	DR097_RS02685
OG0000459	NB624_RS02695	DR097_RS02660
OG0000460	NB624_RS02705	DR097_RS02650
OG0000461	NB624_RS02755	DR097_RS03195
OG0000462	NB624_RS02750	DR097_RS03190
OG0000463	NB624_RS02745	DR097_RS03185
OG0000464	NB624_RS02740	DR097_RS02620
OG0000465	NB624_RS02735	DR097_RS02625
OG0000466	NB624_RS00395	DR097_RS00035
OG0000467	NB624_RS02845	DR097_RS04655
OG0000468	NB624_RS01970	DR097_RS00805
OG0000469	NB624_RS02030	DR097_RS00745
OG0000470	NB624_RS00835	DR097_RS03815
OG0000472	NB624_RS03485	DR097_RS02945
OG0000473	NB624_RS03640	DR097_RS00580
OG0000474	NB624_RS03645	DR097_RS00575
OG0000475	NB624_RS03650	DR097_RS00570
OG0000476	NB624_RS01550	DR097_RS02900
OG0000477	NB624_RS02785	DR097_RS03795
OG0000478	NB624_RS03585	DR097_RS00635
OG0000479	NB624_RS01320	DR097_RS01700
OG0000480	NB624_RS02035	DR097_RS03810
OG0000481	NB624_RS00860	DR097_RS01005
OG0000482	NB624_RS01200	DR097_RS00410
OG0000483	NB624_RS02180	DR097_RS02855
OG0000484	NB624_RS00200	DR097_RS04505
OG0000485	NB624_RS01165	DR097_RS00455
OG0000486	NB624_RS02445	DR097_RS03040
OG0000487	NB624_RS02015	DR097_RS04585
OG0000489	NB624_RS00050	DR097_RS02780
OG0000490	NB624_RS03750	DR097_RS03535
OG0000491	NB624_RS01340	DR097_RS01680
OG0000492	NB624_RS01415	DR097_RS01605
OG0000493	NB624_RS00575	DR097_RS02350
OG0000494	NB624_RS01040	DR097_RS03060
OG0000495	NB624_RS02995	DR097_RS01160
OG0000496	NB624_RS02985	DR097_RS01150
OG0000497	NB624_RS02980	DR097_RS01720
OG0000498	NB624_RS02905	DR097_RS01800
OG0000499	NB624_RS02865	DR097_RS01500
OG0000500	NB624_RS01935	DR097_RS00840
OG0000501	NB624_RS03225	DR097_RS01455
OG0000502	NB624_RS01190	DR097_RS00420
OG0000503	NB624_RS00915	DR097_RS01060
OG0000504	NB624_RS00780	DR097_RS00925
OG0000505	NB624_RS00745	DR097_RS02180
OG0000506	NB624_RS00735	DR097_RS02190
OG0000507	NB624_RS00700	DR097_RS02225
OG0000508	NB624_RS00250	DR097_RS00180
OG0000509	NB624_RS00285	DR097_RS00145
OG0000510	NB624_RS00295	DR097_RS00135
OG0000511	NB624_RS00430	DR097_RS03290
OG0000512	NB624_RS02710	DR097_RS02645
OG0000513	NB624_RS03570	DR097_RS00650
OG0000514	NB624_RS03020	DR097_RS01185
OG0000515	NB624_RS01555	DR097_RS04275
OG0000519	NB624_RS00890	DR097_RS01035
OG0000520	NB624_RS00765	DR097_RS00910
OG0000521	NB624_RS00265	DR097_RS00165
OG0000522	NB624_RS00300	DR097_RS00130
OG0000524	NB624_RS02840	DR097_RS01530
OG0000525	NB624_RS03490	DR097_RS04770
OG0000526	NB624_RS01830	DR097_RS04225, DR097_RS04230
OG0000527	NB624_RS01770	DR097_RS04395, DR097_RS04390
OG0000528	NB624_RS02020	DR097_RS04575
OG0000529	NB624_RS02375	DR097_RS02735
OG0000532	NB624_RS01615	DR097_RS03520
OG0000533	NB624_RS01085	DR097_RS03360
OG0000534	NB624_RS00380	DR097_RS00050
OG0000536	NB624_RS03685	DR097_RS03385
OG0000537	NB624_RS00950	DR097_RS01095
OG0000539	NB624_RS00215	DR097_RS00220
OG0000540	NB624_RS02810, NB624_RS02805	DR097_RS01560
OG0000543	NB624_RS02075	DR097_RS02005
OG0000544	NB624_RS01240	DR097_RS04515
OG0000545	NB624_RS01820	DR097_RS02535
OG0000546	NB624_RS02950	DR097_RS01750
OG0000551	NB624_RS03140	DR097_RS01310
OG0000552	NB624_RS03305	DR097_RS01380
OG0000553	NB624_RS02855	DR097_RS04650
OG0000554	NB624_RS02535	DR097_RS02160
OG0000556	NB624_RS02120, NB624_RS02135	DR097_RS04700
OG0000557	NB624_RS01255	DR097_RS00355
OG0000558	NB624_RS01220	DR097_RS00385
OG0000559	NB624_RS01700	DR097_RS01855
OG0000560	NB624_RS01810	DR097_RS02550
OG0000561	NB624_RS01110	DR097_RS00515
OG0000562	NB624_RS01815	DR097_RS02545
OG0000563	NB624_RS01805	DR097_RS02565
OG0000564	NB624_RS01280	DR097_RS03805
OG0000565	NB624_RS01880	DR097_RS02490
OG0000566	NB624_RS01860	DR097_RS02505
OG0000567	NB624_RS01825	DR097_RS02530
OG0000568	NB624_RS00995	DR097_RS01135
OG0000569	NB624_RS01225	DR097_RS00380
OG0000570	NB624_RS01230	DR097_RS04520
OG0000571	NB624_RS01235	DR097_RS00370
OG0000572	NB624_RS01260	DR097_RS00350
OG0000573	NB624_RS01695	DR097_RS01860
OG0000575	NB624_RS01210	DR097_RS00395
OG0000577	NB624_RS02830	DR097_RS01540
OG0000578	NB624_RS02850	DR097_RS01520
