Orthogroup	MHP_154B_genes	MHP_1257_genes
OG0000018	NB624_RS01315	ABKJ22_RS01340
OG0000019	NB624_RS03190, NB624_RS03180	ABKJ22_RS02945
OG0000020	NB624_RS03690	ABKJ22_RS03435
OG0000020	NB624_RS03695	ABKJ22_RS03440
OG0000021	NB624_RS01760	ABKJ22_RS01740
OG0000022	NB624_RS01660	ABKJ22_RS01655
OG0000022	NB624_RS01715	ABKJ22_RS01710
OG0000023	NB624_RS01310	ABKJ22_RS01335
OG0000024	NB624_RS02910	ABKJ22_RS02680
OG0000024	NB624_RS01265	ABKJ22_RS01290
OG0000025	NB624_RS01665	ABKJ22_RS01660
OG0000025	NB624_RS01710	ABKJ22_RS01705
OG0000026	NB624_RS01355	ABKJ22_RS01380
OG0000026	NB624_RS01690	ABKJ22_RS01685
OG0000027	NB624_RS03505	ABKJ22_RS03225
OG0000028	NB624_RS02565	ABKJ22_RS02365
OG0000030	NB624_RS03495	ABKJ22_RS03215
OG0000031	NB624_RS01595	ABKJ22_RS01605
OG0000032	NB624_RS01570	ABKJ22_RS01585
OG0000034	NB624_RS02260	ABKJ22_RS02240
OG0000036	NB624_RS00120	ABKJ22_RS00110
OG0000036	NB624_RS00125	ABKJ22_RS00125
OG0000037	NB624_RS01585, NB624_RS01575	ABKJ22_RS01590
OG0000038	NB624_RS01745	ABKJ22_RS01775
OG0000039	NB624_RS01605	ABKJ22_RS01615
OG0000040	NB624_RS03440	ABKJ22_RS03165
OG0000041	NB624_RS01010	ABKJ22_RS01030
OG0000043	NB624_RS01920	ABKJ22_RS01890
OG0000044	NB624_RS01675	ABKJ22_RS01670
OG0000045	NB624_RS01610	ABKJ22_RS01620
OG0000048	NB624_RS02205	ABKJ22_RS02075
OG0000049	NB624_RS03210	ABKJ22_RS02955
OG0000050	NB624_RS02595	ABKJ22_RS02395
OG0000051	NB624_RS02825	ABKJ22_RS02600
OG0000052	NB624_RS00075	ABKJ22_RS00075
OG0000053	NB624_RS01440	ABKJ22_RS01465
OG0000054	NB624_RS02620	ABKJ22_RS02420
OG0000055	NB624_RS00130	ABKJ22_RS00130
OG0000056	NB624_RS03675	ABKJ22_RS03415
OG0000057	NB624_RS03080	ABKJ22_RS02865
OG0000060	NB624_RS00080	ABKJ22_RS00080
OG0000061	NB624_RS01865	ABKJ22_RS01845
OG0000062	NB624_RS03725	ABKJ22_RS03470
OG0000063	NB624_RS03720	ABKJ22_RS03465
OG0000064	NB624_RS03710	ABKJ22_RS03455
OG0000065	NB624_RS02385	ABKJ22_RS02160
OG0000066	NB624_RS01345	ABKJ22_RS01370
OG0000067	NB624_RS00520	ABKJ22_RS00525
OG0000068	NB624_RS01035	ABKJ22_RS01055
OG0000069	NB624_RS02975	ABKJ22_RS02760
OG0000070	NB624_RS02625	ABKJ22_RS02425
OG0000071	NB624_RS03430	ABKJ22_RS03155
OG0000072	NB624_RS03435	ABKJ22_RS03160
OG0000073	NB624_RS00975	ABKJ22_RS00995
OG0000074	NB624_RS00775	ABKJ22_RS00800
OG0000075	NB624_RS00340	ABKJ22_RS00335
OG0000076	NB624_RS00355	ABKJ22_RS00350
OG0000077	NB624_RS00440	ABKJ22_RS00445
OG0000078	NB624_RS01680	ABKJ22_RS01675
OG0000079	NB624_RS02715	ABKJ22_RS02505
OG0000080	NB624_RS02770	ABKJ22_RS02550
OG0000081	NB624_RS00335	ABKJ22_RS00330
OG0000083	NB624_RS02025	ABKJ22_RS01995
OG0000084	NB624_RS02055	ABKJ22_RS02025
OG0000085	NB624_RS02060	ABKJ22_RS02030
OG0000086	NB624_RS02170	ABKJ22_RS02040
OG0000087	NB624_RS02185	ABKJ22_RS02055
OG0000088	NB624_RS02190	ABKJ22_RS02060
OG0000089	NB624_RS02200	ABKJ22_RS02070
OG0000090	NB624_RS00070	ABKJ22_RS00070
OG0000091	NB624_RS00055	ABKJ22_RS00055
OG0000092	NB624_RS00045	ABKJ22_RS00040
OG0000093	NB624_RS00035	ABKJ22_RS00035
OG0000094	NB624_RS00030	ABKJ22_RS00030
OG0000095	NB624_RS00005	ABKJ22_RS00005
OG0000096	NB624_RS03760	ABKJ22_RS03505
OG0000097	NB624_RS03740	ABKJ22_RS03485
OG0000098	NB624_RS03730	ABKJ22_RS03475
OG0000099	NB624_RS03680	ABKJ22_RS03425
OG0000100	NB624_RS03670	ABKJ22_RS03405
OG0000101	NB624_RS03660	ABKJ22_RS03400
OG0000102	NB624_RS01705	ABKJ22_RS01700
OG0000103	NB624_RS02350	ABKJ22_RS02195
OG0000104	NB624_RS02355	ABKJ22_RS02190
OG0000105	NB624_RS02370	ABKJ22_RS02175
OG0000106	NB624_RS02380	ABKJ22_RS02165
OG0000107	NB624_RS02390	ABKJ22_RS02155
OG0000108	NB624_RS02395	ABKJ22_RS02150
OG0000109	NB624_RS02400	ABKJ22_RS02145
OG0000110	NB624_RS02525	ABKJ22_RS02340
OG0000111	NB624_RS02520	ABKJ22_RS02335
OG0000112	NB624_RS02510	ABKJ22_RS02325
OG0000113	NB624_RS02490	ABKJ22_RS02305
OG0000114	NB624_RS02485	ABKJ22_RS02295
OG0000115	NB624_RS02470	ABKJ22_RS02285
OG0000116	NB624_RS01290	ABKJ22_RS01315
OG0000117	NB624_RS01295	ABKJ22_RS01320
OG0000118	NB624_RS01330	ABKJ22_RS01355
OG0000119	NB624_RS01335	ABKJ22_RS01360
OG0000120	NB624_RS01350	ABKJ22_RS01375
OG0000121	NB624_RS01375	ABKJ22_RS01400
OG0000122	NB624_RS01380	ABKJ22_RS01405
OG0000123	NB624_RS01400	ABKJ22_RS01425
OG0000124	NB624_RS01405	ABKJ22_RS01430
OG0000125	NB624_RS01410	ABKJ22_RS01435
OG0000126	NB624_RS01420	ABKJ22_RS01445
OG0000127	NB624_RS01430	ABKJ22_RS01455
OG0000128	NB624_RS01445	ABKJ22_RS01470
OG0000129	NB624_RS01450	ABKJ22_RS01475
OG0000130	NB624_RS01460	ABKJ22_RS01485
OG0000131	NB624_RS01490	ABKJ22_RS01515
OG0000132	NB624_RS01505	ABKJ22_RS01530
OG0000133	NB624_RS00525	ABKJ22_RS00530
OG0000134	NB624_RS00530	ABKJ22_RS00535
OG0000135	NB624_RS00545	ABKJ22_RS00550
OG0000136	NB624_RS00550	ABKJ22_RS00555
OG0000137	NB624_RS00580	ABKJ22_RS00585
OG0000138	NB624_RS01060	ABKJ22_RS01080
OG0000139	NB624_RS01030	ABKJ22_RS01050
OG0000140	NB624_RS01025	ABKJ22_RS01045
OG0000141	NB624_RS03090	ABKJ22_RS02875
OG0000142	NB624_RS03085	ABKJ22_RS02870
OG0000143	NB624_RS03070	ABKJ22_RS02850
OG0000144	NB624_RS03055	ABKJ22_RS02840
OG0000145	NB624_RS03045	ABKJ22_RS02830
OG0000146	NB624_RS03035	ABKJ22_RS02820
OG0000147	NB624_RS03030	ABKJ22_RS02815
OG0000148	NB624_RS03015	ABKJ22_RS02800
OG0000149	NB624_RS03005	ABKJ22_RS02790
OG0000150	NB624_RS02990	ABKJ22_RS02775
OG0000151	NB624_RS02945	ABKJ22_RS02720
OG0000152	NB624_RS02940	ABKJ22_RS02715
OG0000153	NB624_RS02935	ABKJ22_RS02710
OG0000154	NB624_RS02925	ABKJ22_RS02700
OG0000155	NB624_RS02885	ABKJ22_RS02660
OG0000156	NB624_RS02880	ABKJ22_RS02650
OG0000157	NB624_RS02870	ABKJ22_RS02645
OG0000158	NB624_RS02860	ABKJ22_RS02635
OG0000159	NB624_RS02610	ABKJ22_RS02410
OG0000160	NB624_RS02605	ABKJ22_RS02405
OG0000161	NB624_RS02600	ABKJ22_RS02400
OG0000162	NB624_RS02590	ABKJ22_RS02390
OG0000163	NB624_RS02585	ABKJ22_RS02385
OG0000164	NB624_RS01600	ABKJ22_RS01610
OG0000165	NB624_RS01945	ABKJ22_RS01915
OG0000166	NB624_RS01965	ABKJ22_RS01935
OG0000167	NB624_RS01980	ABKJ22_RS01950
OG0000168	NB624_RS01985	ABKJ22_RS01955
OG0000169	NB624_RS03205	ABKJ22_RS02950
OG0000170	NB624_RS03220	ABKJ22_RS02965
OG0000171	NB624_RS03230	ABKJ22_RS02975
OG0000172	NB624_RS03235	ABKJ22_RS02980
OG0000173	NB624_RS03240	ABKJ22_RS02985
OG0000174	NB624_RS03245	ABKJ22_RS02990
OG0000175	NB624_RS03265	ABKJ22_RS03005
OG0000176	NB624_RS03315	ABKJ22_RS03050
OG0000177	NB624_RS03320	ABKJ22_RS03055
OG0000178	NB624_RS03325	ABKJ22_RS03060
OG0000179	NB624_RS03335	ABKJ22_RS03070
OG0000180	NB624_RS03340	ABKJ22_RS03075
OG0000181	NB624_RS03380	ABKJ22_RS03105
OG0000182	NB624_RS03390	ABKJ22_RS03115
OG0000183	NB624_RS03425	ABKJ22_RS03150
OG0000184	NB624_RS03470	ABKJ22_RS03190
OG0000185	NB624_RS03455	ABKJ22_RS03175
OG0000186	NB624_RS01515	ABKJ22_RS01540
OG0000187	NB624_RS01530	ABKJ22_RS01555
OG0000188	NB624_RS01540	ABKJ22_RS01565
OG0000189	NB624_RS02440	ABKJ22_RS02110
OG0000190	NB624_RS02435	ABKJ22_RS02115
OG0000191	NB624_RS02410	ABKJ22_RS02135
OG0000192	NB624_RS01205	ABKJ22_RS01230
OG0000193	NB624_RS01195	ABKJ22_RS01220
OG0000194	NB624_RS00990	ABKJ22_RS01010
OG0000195	NB624_RS00985	ABKJ22_RS01005
OG0000196	NB624_RS00960	ABKJ22_RS00985
OG0000197	NB624_RS00955	ABKJ22_RS00980
OG0000198	NB624_RS00940	ABKJ22_RS00965
OG0000199	NB624_RS00935	ABKJ22_RS00960
OG0000200	NB624_RS00920	ABKJ22_RS00945
OG0000201	NB624_RS00910	ABKJ22_RS00935
OG0000202	NB624_RS00855	ABKJ22_RS00880
OG0000203	NB624_RS00850	ABKJ22_RS00875
OG0000204	NB624_RS00845	ABKJ22_RS00870
OG0000205	NB624_RS00840	ABKJ22_RS00865
OG0000206	NB624_RS00820	ABKJ22_RS00845
OG0000207	NB624_RS00805	ABKJ22_RS00830
OG0000208	NB624_RS00800	ABKJ22_RS00825
OG0000209	NB624_RS00795	ABKJ22_RS00820
OG0000210	NB624_RS00750	ABKJ22_RS00775
OG0000211	NB624_RS00740	ABKJ22_RS00745
OG0000212	NB624_RS00730	ABKJ22_RS00735
OG0000213	NB624_RS00725	ABKJ22_RS00730
OG0000214	NB624_RS00720	ABKJ22_RS00725
OG0000215	NB624_RS00715	ABKJ22_RS00720
OG0000216	NB624_RS00710	ABKJ22_RS00715
OG0000217	NB624_RS00705	ABKJ22_RS00710
OG0000218	NB624_RS00695	ABKJ22_RS00700
OG0000219	NB624_RS00690	ABKJ22_RS00695
OG0000220	NB624_RS00685	ABKJ22_RS00690
OG0000221	NB624_RS00680	ABKJ22_RS00685
OG0000222	NB624_RS00675	ABKJ22_RS00680
OG0000223	NB624_RS00670	ABKJ22_RS00675
OG0000224	NB624_RS00660	ABKJ22_RS00665
OG0000225	NB624_RS00650	ABKJ22_RS00655
OG0000226	NB624_RS00645	ABKJ22_RS00650
OG0000227	NB624_RS00640	ABKJ22_RS00645
OG0000228	NB624_RS00635	ABKJ22_RS00640
OG0000229	NB624_RS00630	ABKJ22_RS00635
OG0000230	NB624_RS00625	ABKJ22_RS00630
OG0000231	NB624_RS00615	ABKJ22_RS00620
OG0000232	NB624_RS00605	ABKJ22_RS00610
OG0000233	NB624_RS01095	ABKJ22_RS01110
OG0000234	NB624_RS01130	ABKJ22_RS01145
OG0000235	NB624_RS01140	ABKJ22_RS01155
OG0000236	NB624_RS01145	ABKJ22_RS01160
OG0000237	NB624_RS01150	ABKJ22_RS01165
OG0000238	NB624_RS01155	ABKJ22_RS01170
OG0000239	NB624_RS03100	ABKJ22_RS02885
OG0000240	NB624_RS03105	ABKJ22_RS02890
OG0000241	NB624_RS03115	ABKJ22_RS02900
OG0000242	NB624_RS03120	ABKJ22_RS02905
OG0000243	NB624_RS03125	ABKJ22_RS02910
OG0000244	NB624_RS03135	ABKJ22_RS02920
OG0000245	NB624_RS03145	ABKJ22_RS02930
OG0000246	NB624_RS00140	ABKJ22_RS00135
OG0000247	NB624_RS00150	ABKJ22_RS00145
OG0000248	NB624_RS00160	ABKJ22_RS00155
OG0000249	NB624_RS00165	ABKJ22_RS00160
OG0000250	NB624_RS00180	ABKJ22_RS00175
OG0000251	NB624_RS00210	ABKJ22_RS00205
OG0000252	NB624_RS00220	ABKJ22_RS00215
OG0000253	NB624_RS00225	ABKJ22_RS00220
OG0000254	NB624_RS00235	ABKJ22_RS00230
OG0000255	NB624_RS00240	ABKJ22_RS00235
OG0000256	NB624_RS00245	ABKJ22_RS00240
OG0000257	NB624_RS00270	ABKJ22_RS00265
OG0000258	NB624_RS00280	ABKJ22_RS00275
OG0000259	NB624_RS00310	ABKJ22_RS00305
OG0000260	NB624_RS00320	ABKJ22_RS00315
OG0000261	NB624_RS00330	ABKJ22_RS00325
OG0000262	NB624_RS00350	ABKJ22_RS00340
OG0000263	NB624_RS00360	ABKJ22_RS00355
OG0000264	NB624_RS00375	ABKJ22_RS00370
OG0000265	NB624_RS00385	ABKJ22_RS00380
OG0000266	NB624_RS00400	ABKJ22_RS00395
OG0000267	NB624_RS00415	ABKJ22_RS00410
OG0000268	NB624_RS00420	ABKJ22_RS00415
OG0000269	NB624_RS00435	ABKJ22_RS00440
OG0000270	NB624_RS03635	ABKJ22_RS03375
OG0000271	NB624_RS03630	ABKJ22_RS03370
OG0000272	NB624_RS03625	ABKJ22_RS03365
OG0000273	NB624_RS03620	ABKJ22_RS03360
OG0000274	NB624_RS03605	ABKJ22_RS03340
OG0000275	NB624_RS03595	ABKJ22_RS03335
OG0000276	NB624_RS03590	ABKJ22_RS03330
OG0000277	NB624_RS03580	ABKJ22_RS03320
OG0000278	NB624_RS03575	ABKJ22_RS03315
OG0000279	NB624_RS03565	ABKJ22_RS03305
OG0000280	NB624_RS03560	ABKJ22_RS03300
OG0000281	NB624_RS03555	ABKJ22_RS03295
OG0000282	NB624_RS03530	ABKJ22_RS03270
OG0000283	NB624_RS03525	ABKJ22_RS03265
OG0000284	NB624_RS03520	ABKJ22_RS03260
OG0000285	NB624_RS03515	ABKJ22_RS03255
OG0000286	NB624_RS02570	ABKJ22_RS02370
OG0000287	NB624_RS02675	ABKJ22_RS02465
OG0000288	NB624_RS02685	ABKJ22_RS02475
OG0000289	NB624_RS02690	ABKJ22_RS02480
OG0000290	NB624_RS02815	ABKJ22_RS02590
OG0000291	NB624_RS02800	ABKJ22_RS02580
OG0000292	NB624_RS02795	ABKJ22_RS02575
OG0000293	NB624_RS02790	ABKJ22_RS02570
OG0000294	NB624_RS02780	ABKJ22_RS02560
OG0000295	NB624_RS02775	ABKJ22_RS02555
OG0000296	NB624_RS02725	ABKJ22_RS02515
OG0000297	NB624_RS02720	ABKJ22_RS02510
OG0000298	NB624_RS00175	ABKJ22_RS00170
OG0000299	NB624_RS00195	ABKJ22_RS00190
OG0000300	NB624_RS00370	ABKJ22_RS00365
OG0000301	NB624_RS00405	ABKJ22_RS00400
OG0000302	NB624_RS00410	ABKJ22_RS00405
OG0000303	NB624_RS00555	ABKJ22_RS00560
OG0000304	NB624_RS00600	ABKJ22_RS00605
OG0000305	NB624_RS03040	ABKJ22_RS02825
OG0000306	NB624_RS02965	ABKJ22_RS02745
OG0000307	NB624_RS02930	ABKJ22_RS02705
OG0000308	NB624_RS02835	ABKJ22_RS02610
OG0000309	NB624_RS02765	ABKJ22_RS02545
OG0000310	NB624_RS02680	ABKJ22_RS02470
OG0000311	NB624_RS02630	ABKJ22_RS02430
OG0000312	NB624_RS02615	ABKJ22_RS02415
OG0000313	NB624_RS01590	ABKJ22_RS01600
OG0000314	NB624_RS01960	ABKJ22_RS01930
OG0000315	NB624_RS01990	ABKJ22_RS01960
OG0000316	NB624_RS02000	ABKJ22_RS01970
OG0000317	NB624_RS02195	ABKJ22_RS02065
OG0000318	NB624_RS02005	ABKJ22_RS01975
OG0000319	NB624_RS02365	ABKJ22_RS02180
OG0000320	NB624_RS02500	ABKJ22_RS02315
OG0000321	NB624_RS01325	ABKJ22_RS01350
OG0000322	NB624_RS01370	ABKJ22_RS01395
OG0000323	NB624_RS01500	ABKJ22_RS01525
OG0000324	NB624_RS02405	ABKJ22_RS02140
OG0000325	NB624_RS00980	ABKJ22_RS01000
OG0000326	NB624_RS00880	ABKJ22_RS00905
OG0000327	NB624_RS00875	ABKJ22_RS00900
OG0000328	NB624_RS00790	ABKJ22_RS00815
OG0000329	NB624_RS00770	ABKJ22_RS00795
OG0000330	NB624_RS01105	ABKJ22_RS01120
OG0000331	NB624_RS03130	ABKJ22_RS02915
OG0000332	NB624_RS03270	ABKJ22_RS03015
OG0000333	NB624_RS03280	ABKJ22_RS03025
OG0000334	NB624_RS03385	ABKJ22_RS03110
OG0000335	NB624_RS03395	ABKJ22_RS03120
OG0000336	NB624_RS03545	ABKJ22_RS03285
OG0000337	NB624_RS03715	ABKJ22_RS03460
OG0000338	NB624_RS03755	ABKJ22_RS03500
OG0000339	NB624_RS02475	ABKJ22_RS02290
OG0000340	NB624_RS01305	ABKJ22_RS01330
OG0000341	NB624_RS02430	ABKJ22_RS02120
OG0000342	NB624_RS00945	ABKJ22_RS00970
OG0000343	NB624_RS03290	ABKJ22_RS03035
OG0000344	NB624_RS00570	ABKJ22_RS00575
OG0000345	NB624_RS00655	ABKJ22_RS00660
OG0000346	NB624_RS03550	ABKJ22_RS03290
OG0000347	NB624_RS01395	ABKJ22_RS01420
OG0000348	NB624_RS00870	ABKJ22_RS00895
OG0000349	NB624_RS03610	ABKJ22_RS03350
OG0000350	NB624_RS02920	ABKJ22_RS02695
OG0000351	NB624_RS00490	ABKJ22_RS00495
OG0000352	NB624_RS01940	ABKJ22_RS01910
OG0000353	NB624_RS01365	ABKJ22_RS01390
OG0000354	NB624_RS01045	ABKJ22_RS01065
OG0000355	NB624_RS01915	ABKJ22_RS01885
OG0000356	NB624_RS01995	ABKJ22_RS01965
OG0000357	NB624_RS03250	ABKJ22_RS02995
OG0000358	NB624_RS03255	ABKJ22_RS03000
OG0000359	NB624_RS00900	ABKJ22_RS00925
OG0000360	NB624_RS00275	ABKJ22_RS00270
OG0000361	NB624_RS00305	ABKJ22_RS00300
OG0000362	NB624_RS02700	ABKJ22_RS02490
OG0000363	NB624_RS01435	ABKJ22_RS01460
OG0000364	NB624_RS01890	ABKJ22_RS01860
OG0000365	NB624_RS02040	ABKJ22_RS02015
OG0000366	NB624_RS02065	ABKJ22_RS02035
OG0000367	NB624_RS02175	ABKJ22_RS02045
OG0000368	NB624_RS00060	ABKJ22_RS00060
OG0000369	NB624_RS00025	ABKJ22_RS00025
OG0000370	NB624_RS00020	ABKJ22_RS00020
OG0000371	NB624_RS00015	ABKJ22_RS00015
OG0000372	NB624_RS00010	ABKJ22_RS00010
OG0000373	NB624_RS03745	ABKJ22_RS03490
OG0000374	NB624_RS03735	ABKJ22_RS03480
OG0000375	NB624_RS02360	ABKJ22_RS02185
OG0000376	NB624_RS02515	ABKJ22_RS02330
OG0000377	NB624_RS02505	ABKJ22_RS02320
OG0000378	NB624_RS01285	ABKJ22_RS01310
OG0000379	NB624_RS01360	ABKJ22_RS01385
OG0000380	NB624_RS01390	ABKJ22_RS01410
OG0000381	NB624_RS01425	ABKJ22_RS01450
OG0000382	NB624_RS01455	ABKJ22_RS01480
OG0000383	NB624_RS01495	ABKJ22_RS01520
OG0000384	NB624_RS00510	ABKJ22_RS00515
OG0000385	NB624_RS00515	ABKJ22_RS00520
OG0000386	NB624_RS00535	ABKJ22_RS00540
OG0000387	NB624_RS00560	ABKJ22_RS00565
OG0000388	NB624_RS00565	ABKJ22_RS00570
OG0000389	NB624_RS01065	ABKJ22_RS01085
OG0000390	NB624_RS03060	ABKJ22_RS02845
OG0000391	NB624_RS03050	ABKJ22_RS02835
OG0000392	NB624_RS03025	ABKJ22_RS02810
OG0000393	NB624_RS02970	ABKJ22_RS02755
OG0000394	NB624_RS02900	ABKJ22_RS02670
OG0000395	NB624_RS02890	ABKJ22_RS02665
OG0000396	NB624_RS02575	ABKJ22_RS02375
OG0000397	NB624_RS01925	ABKJ22_RS01895
OG0000398	NB624_RS01930	ABKJ22_RS01900
OG0000399	NB624_RS01975	ABKJ22_RS01945
OG0000400	NB624_RS03215	ABKJ22_RS02960
OG0000401	NB624_RS03275	ABKJ22_RS03020
OG0000402	NB624_RS03285	ABKJ22_RS03030
OG0000403	NB624_RS03295	ABKJ22_RS03040
OG0000404	NB624_RS03330	ABKJ22_RS03065
OG0000405	NB624_RS03350	ABKJ22_RS03080
OG0000406	NB624_RS03400	ABKJ22_RS03125
OG0000407	NB624_RS03405	ABKJ22_RS03130
OG0000408	NB624_RS03410	ABKJ22_RS03135
OG0000409	NB624_RS03415	ABKJ22_RS03140
OG0000410	NB624_RS03480	ABKJ22_RS03195
OG0000411	NB624_RS03465	ABKJ22_RS03185
OG0000412	NB624_RS03460	ABKJ22_RS03180
OG0000413	NB624_RS01510	ABKJ22_RS01535
OG0000414	NB624_RS01520	ABKJ22_RS01545
OG0000415	NB624_RS01525	ABKJ22_RS01550
OG0000416	NB624_RS01535	ABKJ22_RS01560
OG0000417	NB624_RS02425	ABKJ22_RS02125
OG0000418	NB624_RS02415	ABKJ22_RS02130
OG0000419	NB624_RS00965	ABKJ22_RS00990
OG0000420	NB624_RS00930	ABKJ22_RS00955
OG0000421	NB624_RS00895	ABKJ22_RS00920
OG0000422	NB624_RS00885	ABKJ22_RS00910
OG0000423	NB624_RS00830	ABKJ22_RS00855
OG0000424	NB624_RS00825	ABKJ22_RS00850
OG0000425	NB624_RS00815	ABKJ22_RS00840
OG0000426	NB624_RS00810	ABKJ22_RS00835
OG0000427	NB624_RS00785	ABKJ22_RS00810
OG0000428	NB624_RS00760	ABKJ22_RS00785
OG0000429	NB624_RS00665	ABKJ22_RS00670
OG0000430	NB624_RS00620	ABKJ22_RS00625
OG0000431	NB624_RS00610	ABKJ22_RS00615
OG0000432	NB624_RS01100	ABKJ22_RS01115
OG0000433	NB624_RS01115	ABKJ22_RS01130
OG0000434	NB624_RS01125	ABKJ22_RS01135
OG0000435	NB624_RS01135	ABKJ22_RS01150
OG0000436	NB624_RS01160	ABKJ22_RS01175
OG0000437	NB624_RS01170	ABKJ22_RS01185
OG0000438	NB624_RS01175	ABKJ22_RS01190
OG0000439	NB624_RS01180	ABKJ22_RS01195
OG0000440	NB624_RS03110	ABKJ22_RS02895
OG0000441	NB624_RS03150	ABKJ22_RS02935
OG0000442	NB624_RS00145	ABKJ22_RS00140
OG0000443	NB624_RS00190	ABKJ22_RS00185
OG0000444	NB624_RS00205	ABKJ22_RS00200
OG0000445	NB624_RS00230	ABKJ22_RS00225
OG0000446	NB624_RS00255	ABKJ22_RS00250
OG0000447	NB624_RS00260	ABKJ22_RS00255
OG0000448	NB624_RS00290	ABKJ22_RS00285
OG0000449	NB624_RS00315	ABKJ22_RS00310
OG0000450	NB624_RS00325	ABKJ22_RS00320
OG0000451	NB624_RS00365	ABKJ22_RS00360
OG0000452	NB624_RS00390	ABKJ22_RS00385
OG0000453	NB624_RS00425	ABKJ22_RS00420
OG0000455	NB624_RS03655	ABKJ22_RS03395
OG0000456	NB624_RS03535	ABKJ22_RS03275
OG0000457	NB624_RS03510	ABKJ22_RS03250
OG0000458	NB624_RS02670	ABKJ22_RS02460
OG0000459	NB624_RS02695	ABKJ22_RS02485
OG0000460	NB624_RS02705	ABKJ22_RS02495
OG0000461	NB624_RS02755	ABKJ22_RS02540
OG0000462	NB624_RS02750	ABKJ22_RS02535
OG0000463	NB624_RS02745	ABKJ22_RS02530
OG0000464	NB624_RS02740	ABKJ22_RS02525
OG0000465	NB624_RS02735	ABKJ22_RS02520
OG0000466	NB624_RS00395	ABKJ22_RS00390
OG0000467	NB624_RS02845	ABKJ22_RS02620
OG0000468	NB624_RS01970	ABKJ22_RS01940
OG0000469	NB624_RS02030	ABKJ22_RS02000
OG0000470	NB624_RS00835	ABKJ22_RS00860
OG0000471	NB624_RS00755	ABKJ22_RS00780
OG0000472	NB624_RS03485	ABKJ22_RS03205
OG0000473	NB624_RS03640	ABKJ22_RS03380
OG0000474	NB624_RS03645	ABKJ22_RS03385
OG0000475	NB624_RS03650	ABKJ22_RS03390
OG0000476	NB624_RS01550	ABKJ22_RS01570
OG0000477	NB624_RS02785	ABKJ22_RS02565
OG0000478	NB624_RS03585	ABKJ22_RS03325
OG0000479	NB624_RS01320	ABKJ22_RS01345
OG0000480	NB624_RS02035	ABKJ22_RS02005
OG0000481	NB624_RS00860	ABKJ22_RS00885
OG0000482	NB624_RS01200	ABKJ22_RS01225
OG0000483	NB624_RS02180	ABKJ22_RS02050
OG0000484	NB624_RS00200	ABKJ22_RS00195
OG0000485	NB624_RS01165	ABKJ22_RS01180
OG0000486	NB624_RS02445	ABKJ22_RS02105
OG0000487	NB624_RS02015	ABKJ22_RS01980
OG0000488	NB624_RS02050	ABKJ22_RS02020
OG0000489	NB624_RS00050	ABKJ22_RS00050
OG0000490	NB624_RS03750	ABKJ22_RS03495
OG0000491	NB624_RS01340	ABKJ22_RS01365
