Orthogroup	MHP_MHP679_genes	MFC_MF33_genes
OG0000190	DR086_RS02035	DR085_RS02140
OG0000191	DR086_RS02055	DR085_RS02120
OG0000192	DR086_RS02515	DR085_RS02110
OG0000193	DR086_RS02500	DR085_RS02095
OG0000194	DR086_RS03025	DR085_RS02085
OG0000195	DR086_RS03030	DR085_RS02080
OG0000196	DR086_RS03050	DR085_RS03770
OG0000197	DR086_RS03055	DR085_RS02055
OG0000198	DR086_RS03070	DR085_RS02040
OG0000199	DR086_RS03075	DR085_RS02035
OG0000200	DR086_RS03090	DR085_RS02020
OG0000201	DR086_RS03100	DR085_RS02010
OG0000202	DR086_RS03345	DR085_RS01955
OG0000203	DR086_RS03340	DR085_RS01950
OG0000204	DR086_RS04975	DR085_RS03675
OG0000205	DR086_RS02805	DR085_RS00995
OG0000206	DR086_RS02825	DR085_RS01015
OG0000207	DR086_RS02840	DR085_RS01030
OG0000208	DR086_RS02845	DR085_RS01035
OG0000209	DR086_RS02850	DR085_RS01040
OG0000210	DR086_RS02895	DR085_RS01085
OG0000211	DR086_RS02580	DR085_RS01095
OG0000212	DR086_RS02590	DR085_RS01105
OG0000213	DR086_RS02595	DR085_RS01110
OG0000214	DR086_RS02600	DR085_RS01115
OG0000215	DR086_RS02605	DR085_RS01120
OG0000216	DR086_RS02610	DR085_RS01125
OG0000217	DR086_RS02615	DR085_RS01130
OG0000218	DR086_RS02625	DR085_RS03695
OG0000219	DR086_RS02630	DR085_RS01145
OG0000220	DR086_RS02635	DR085_RS01150
OG0000221	DR086_RS02640	DR085_RS01155
OG0000222	DR086_RS02645	DR085_RS01160
OG0000223	DR086_RS02650	DR085_RS01165
OG0000224	DR086_RS02660	DR085_RS01175
OG0000225	DR086_RS02670	DR085_RS01185
OG0000226	DR086_RS02675	DR085_RS01190
OG0000227	DR086_RS02680	DR085_RS01195
OG0000228	DR086_RS05105	DR085_RS03930
OG0000229	DR086_RS02690	DR085_RS01205
OG0000230	DR086_RS02695	DR085_RS01210
OG0000231	DR086_RS02705	DR085_RS01220
OG0000232	DR086_RS02715	DR085_RS01230
OG0000233	DR086_RS01680	DR085_RS01240
OG0000234	DR086_RS01715	DR085_RS01270
OG0000235	DR086_RS01725	DR085_RS01280
OG0000236	DR086_RS01730	DR085_RS01285
OG0000237	DR086_RS01735	DR085_RS01305
OG0000238	DR086_RS01745	DR085_RS01310
OG0000239	DR086_RS02960	DR085_RS01340
OG0000240	DR086_RS02955	DR085_RS01345
OG0000241	DR086_RS02945	DR085_RS01355
OG0000242	DR086_RS02940	DR085_RS01360
OG0000243	DR086_RS02935	DR085_RS01365
OG0000244	DR086_RS02925	DR085_RS01375
OG0000245	DR086_RS02915	DR085_RS01385
OG0000246	DR086_RS03275	DR085_RS02350
OG0000247	DR086_RS00010	DR085_RS02360
OG0000248	DR086_RS00020	DR085_RS02385
OG0000249	DR086_RS00025	DR085_RS02390
OG0000250	DR086_RS00040	DR085_RS00015
OG0000251	DR086_RS00075	DR085_RS00045
OG0000252	DR086_RS00085	DR085_RS00055
OG0000253	DR086_RS00090	DR085_RS00060
OG0000254	DR086_RS00100	DR085_RS00070
OG0000255	DR086_RS00110	DR085_RS00075
OG0000256	DR086_RS00115	DR085_RS00080
OG0000257	DR086_RS00140	DR085_RS00105
OG0000258	DR086_RS00150	DR085_RS00115
OG0000259	DR086_RS00180	DR085_RS00145
OG0000260	DR086_RS00190	DR085_RS00155
OG0000261	DR086_RS04745	DR085_RS03635
OG0000262	DR086_RS00215	DR085_RS00180
OG0000263	DR086_RS00230	DR085_RS00195
OG0000264	DR086_RS00245	DR085_RS00210
OG0000265	DR086_RS00255	DR085_RS00220
OG0000266	DR086_RS00270	DR085_RS00235
OG0000267	DR086_RS00285	DR085_RS00250
OG0000268	DR086_RS00290	DR085_RS00255
OG0000269	DR086_RS00305	DR085_RS00270
OG0000270	DR086_RS04945	DR085_RS03815
OG0000271	DR086_RS02410	DR085_RS02505
OG0000272	DR086_RS02405	DR085_RS02510
OG0000273	DR086_RS02400	DR085_RS02515
OG0000274	DR086_RS01450	DR085_RS02530
OG0000275	DR086_RS04850	DR085_RS03820
OG0000276	DR086_RS01460	DR085_RS02540
OG0000277	DR086_RS01470	DR085_RS03825
OG0000278	DR086_RS01475	DR085_RS02555
OG0000279	DR086_RS01485	DR085_RS02565
OG0000280	DR086_RS01490	DR085_RS02570
OG0000281	DR086_RS01495	DR085_RS02575
OG0000282	DR086_RS04860	DR085_RS02600
OG0000283	DR086_RS01525	DR085_RS02605
OG0000284	DR086_RS01530	DR085_RS02610
OG0000285	DR086_RS04865	DR085_RS03840
OG0000286	DR086_RS02220	DR085_RS00925
OG0000287	DR086_RS00990	DR085_RS00900
OG0000288	DR086_RS00980	DR085_RS00890
OG0000289	DR086_RS00975	DR085_RS00885
OG0000290	DR086_RS00865	DR085_RS03270
OG0000291	DR086_RS00875	DR085_RS00785
OG0000292	DR086_RS00880	DR085_RS00790
OG0000293	DR086_RS00885	DR085_RS00795
OG0000294	DR086_RS00895	DR085_RS00805
OG0000295	DR086_RS00900	DR085_RS00810
OG0000296	DR086_RS00940	DR085_RS00850
OG0000297	DR086_RS00945	DR085_RS00855
OG0000298	DR086_RS00035	DR085_RS00010
OG0000299	DR086_RS00060	DR085_RS00030
OG0000300	DR086_RS00240	DR085_RS00205
OG0000301	DR086_RS00275	DR085_RS00240
OG0000302	DR086_RS00280	DR085_RS00245
OG0000303	DR086_RS02275	DR085_RS00380
OG0000304	DR086_RS02725	DR085_RS00415
OG0000305	DR086_RS01090	DR085_RS00565
OG0000306	DR086_RS01015	DR085_RS00650
OG0000307	DR086_RS03215	DR085_RS00685
OG0000308	DR086_RS00845	DR085_RS00765
OG0000309	DR086_RS00910	DR085_RS00820
OG0000310	DR086_RS00985	DR085_RS00895
OG0000311	DR086_RS02160	DR085_RS00945
OG0000312	DR086_RS02175	DR085_RS00965
OG0000313	DR086_RS03315	DR085_RS02700
OG0000314	DR086_RS00455	DR085_RS02785
OG0000315	DR086_RS00485	DR085_RS02755
OG0000316	DR086_RS00495	DR085_RS02745
OG0000317	DR086_RS00585	DR085_RS02870
OG0000318	DR086_RS04760	DR085_RS03900
OG0000319	DR086_RS02100	DR085_RS01915
OG0000320	DR086_RS03145	DR085_RS01850
OG0000321	DR086_RS02000	DR085_RS01785
OG0000322	DR086_RS01955	DR085_RS01740
OG0000323	DR086_RS01820	DR085_RS01610
OG0000324	DR086_RS02060	DR085_RS02115
OG0000325	DR086_RS03035	DR085_RS02075
OG0000326	DR086_RS03370	DR085_RS01980
OG0000327	DR086_RS03365	DR085_RS01975
OG0000328	DR086_RS02855	DR085_RS01045
OG0000329	DR086_RS02875	DR085_RS01065
OG0000330	DR086_RS01690	DR085_RS01250
OG0000331	DR086_RS02930	DR085_RS01370
OG0000332	DR086_RS01370	DR085_RS01470
OG0000333	DR086_RS01360	DR085_RS01480
OG0000334	DR086_RS03540	DR085_RS01545
OG0000335	DR086_RS02315	DR085_RS03720
OG0000336	DR086_RS04855	DR085_RS03835
OG0000337	DR086_RS01270	DR085_RS02220
OG0000338	DR086_RS01230	DR085_RS02260
OG0000339	DR086_RS03465	DR085_RS01830
OG0000340	DR086_RS02020	DR085_RS01805
OG0000341	DR086_RS02040	DR085_RS02135
OG0000342	DR086_RS03065	DR085_RS02045
OG0000343	DR086_RS01350	DR085_RS01490
OG0000344	DR086_RS02290	DR085_RS00395
OG0000345	DR086_RS02665	DR085_RS01180
OG0000346	DR086_RS05090	DR085_RS03830
OG0000347	DR086_RS01930	DR085_RS01715
OG0000348	DR086_RS03360	DR085_RS03760
OG0000349	DR086_RS04845	DR085_RS02520
OG0000350	DR086_RS03205	DR085_RS00655
OG0000351	DR086_RS00370	DR085_RS00330
OG0000352	DR086_RS00435	DR085_RS02815
OG0000353	DR086_RS01960	DR085_RS01745
OG0000354	DR086_RS02760	DR085_RS00450
OG0000355	DR086_RS04750	DR085_RS03855
OG0000356	DR086_RS04755	DR085_RS03870
OG0000357	DR086_RS04840	DR085_RS03705
OG0000358	DR086_RS01385	DR085_RS01455
OG0000359	DR086_RS05045	DR085_RS03765
OG0000360	DR086_RS00145	DR085_RS00110
OG0000361	DR086_RS00175	DR085_RS00140
OG0000362	DR086_RS00965	DR085_RS00875
OG0000363	DR086_RS04910	DR085_RS03935
OG0000365	DR086_RS00535	DR085_RS03915
OG0000366	DR086_RS00555	DR085_RS02840
OG0000367	DR086_RS00565	DR085_RS02850
OG0000368	DR086_RS01165	DR085_RS02325
OG0000369	DR086_RS04830	DR085_RS03780
OG0000370	DR086_RS01205	DR085_RS02285
OG0000371	DR086_RS01210	DR085_RS02280
OG0000372	DR086_RS01215	DR085_RS02275
OG0000373	DR086_RS01240	DR085_RS02250
OG0000374	DR086_RS01250	DR085_RS02240
OG0000375	DR086_RS02105	DR085_RS01920
OG0000376	DR086_RS03130	DR085_RS01865
OG0000377	DR086_RS03140	DR085_RS01855
OG0000378	DR086_RS03415	DR085_RS01820
OG0000379	DR086_RS01965	DR085_RS01750
OG0000380	DR086_RS01940	DR085_RS01725
OG0000381	DR086_RS01895	DR085_RS01685
OG0000382	DR086_RS01865	DR085_RS01655
OG0000383	DR086_RS01825	DR085_RS01615
OG0000384	DR086_RS02230	DR085_RS00335
OG0000385	DR086_RS02235	DR085_RS00340
OG0000386	DR086_RS02255	DR085_RS00360
OG0000387	DR086_RS02280	DR085_RS00385
OG0000388	DR086_RS04925	DR085_RS03645
OG0000389	DR086_RS02785	DR085_RS00430
OG0000390	DR086_RS01110	DR085_RS00545
OG0000391	DR086_RS01100	DR085_RS00555
OG0000392	DR086_RS01075	DR085_RS00580
OG0000393	DR086_RS04815	DR085_RS00635
OG0000394	DR086_RS03645	DR085_RS00700
OG0000395	DR086_RS03015	DR085_RS00705
OG0000396	DR086_RS02215	DR085_RS02710
OG0000397	DR086_RS00420	DR085_RS02665
OG0000398	DR086_RS00425	DR085_RS02660
OG0000399	DR086_RS00470	DR085_RS02770
OG0000400	DR086_RS01425	DR085_RS01415
OG0000401	DR086_RS01365	DR085_RS01475
OG0000402	DR086_RS01355	DR085_RS01485
OG0000403	DR086_RS01345	DR085_RS01495
OG0000404	DR086_RS01315	DR085_RS03710
OG0000405	DR086_RS01300	DR085_RS01530
OG0000406	DR086_RS02320	DR085_RS01560
OG0000407	DR086_RS04930	DR085_RS03725
OG0000408	DR086_RS02330	DR085_RS01570
OG0000409	DR086_RS02335	DR085_RS01575
OG0000410	DR086_RS02395	DR085_RS02955
OG0000411	DR086_RS02385	DR085_RS02945
OG0000412	DR086_RS02380	DR085_RS02940
OG0000413	DR086_RS01810	DR085_RS02185
OG0000414	DR086_RS01800	DR085_RS02175
OG0000415	DR086_RS01795	DR085_RS02170
OG0000416	DR086_RS01785	DR085_RS02160
OG0000417	DR086_RS02045	DR085_RS02130
OG0000418	DR086_RS02050	DR085_RS02125
OG0000419	DR086_RS03045	DR085_RS02065
OG0000420	DR086_RS03080	DR085_RS02030
OG0000421	DR086_RS03385	DR085_RS01995
OG0000422	DR086_RS03375	DR085_RS01985
OG0000423	DR086_RS02815	DR085_RS01005
OG0000424	DR086_RS02820	DR085_RS01010
OG0000425	DR086_RS02830	DR085_RS01020
OG0000426	DR086_RS04980	DR085_RS03680
OG0000427	DR086_RS04985	DR085_RS03685
OG0000428	DR086_RS02885	DR085_RS01075
OG0000429	DR086_RS02655	DR085_RS01170
OG0000430	DR086_RS02700	DR085_RS01215
OG0000431	DR086_RS02710	DR085_RS01225
OG0000432	DR086_RS01685	DR085_RS01245
OG0000433	DR086_RS01700	DR085_RS01255
OG0000434	DR086_RS01705	DR085_RS01260
OG0000435	DR086_RS01720	DR085_RS01275
OG0000436	DR086_RS01750	DR085_RS01315
OG0000437	DR086_RS01760	DR085_RS01325
OG0000438	DR086_RS01765	DR085_RS03700
OG0000439	DR086_RS01770	DR085_RS01335
OG0000440	DR086_RS02950	DR085_RS01350
OG0000441	DR086_RS02910	DR085_RS01390
OG0000442	DR086_RS03280	DR085_RS02355
OG0000443	DR086_RS00055	DR085_RS00025
OG0000444	DR086_RS00070	DR085_RS00040
OG0000445	DR086_RS00095	DR085_RS00065
OG0000446	DR086_RS00125	DR085_RS00090
OG0000447	DR086_RS00130	DR085_RS00095
OG0000448	DR086_RS00160	DR085_RS00125
OG0000449	DR086_RS00185	DR085_RS00150
OG0000450	DR086_RS00195	DR085_RS00160
OG0000451	DR086_RS00235	DR085_RS00200
OG0000452	DR086_RS00260	DR085_RS00225
OG0000453	DR086_RS00295	DR085_RS00260
OG0000455	DR086_RS02435	DR085_RS03810
OG0000456	DR086_RS01515	DR085_RS02595
OG0000457	DR086_RS01540	DR085_RS02620
OG0000458	DR086_RS03680	DR085_RS00905
OG0000459	DR086_RS00970	DR085_RS00880
OG0000460	DR086_RS00960	DR085_RS00870
OG0000461	DR086_RS00915	DR085_RS00825
OG0000462	DR086_RS00920	DR085_RS00830
OG0000463	DR086_RS00925	DR085_RS00835
OG0000464	DR086_RS00930	DR085_RS00840
OG0000465	DR086_RS00935	DR085_RS00845
OG0000466	DR086_RS00265	DR085_RS00230
OG0000467	DR086_RS04810	DR085_RS03670
OG0000468	DR086_RS00465	DR085_RS02775
OG0000469	DR086_RS00525	DR085_RS02995
OG0000470	DR086_RS03975	DR085_RS01000
OG0000471	DR086_RS02890	DR085_RS01080
OG0000472	DR086_RS03165	DR085_RS02645
OG0000473	DR086_RS02420	DR085_RS02495
OG0000474	DR086_RS02425	DR085_RS02490
OG0000475	DR086_RS02430	DR085_RS02485
OG0000476	DR086_RS01775	DR085_RS02450
OG0000477	DR086_RS00890	DR085_RS00800
OG0000478	DR086_RS01465	DR085_RS02545
OG0000479	DR086_RS02005	DR085_RS01790
OG0000480	DR086_RS03935	DR085_RS03170
OG0000481	DR086_RS03350	DR085_RS01960
OG0000482	DR086_RS02505	DR085_RS02100
OG0000483	DR086_RS00570	DR085_RS02855
OG0000484	DR086_RS04740	DR085_RS03630
OG0000485	DR086_RS01755	DR085_RS01320
OG0000486	DR086_RS02025	DR085_RS02150
OG0000487	DR086_RS04765	DR085_RS03905
OG0000488	DR086_RS00540	DR085_RS02825
OG0000489	DR086_RS01175	DR085_RS02315
OG0000490	DR086_RS01235	DR085_RS02255
OG0000491	DR086_RS01985	DR085_RS01770
OG0000492	DR086_RS01910	DR085_RS01695
OG0000493	DR086_RS02295	DR085_RS00400
OG0000494	DR086_RS02755	DR085_RS00455
OG0000495	DR086_RS01045	DR085_RS00610
OG0000496	DR086_RS01035	DR085_RS00620
OG0000497	DR086_RS01030	DR085_RS00625
OG0000498	DR086_RS03185	DR085_RS00695
OG0000499	DR086_RS02985	DR085_RS00740
OG0000500	DR086_RS00430	DR085_RS02655
OG0000501	DR086_RS01415	DR085_RS01425
OG0000502	DR086_RS02495	DR085_RS02090
OG0000503	DR086_RS03095	DR085_RS02015
OG0000504	DR086_RS02865	DR085_RS01055
OG0000505	DR086_RS02575	DR085_RS01090
OG0000506	DR086_RS02585	DR085_RS01100
OG0000507	DR086_RS02620	DR085_RS01135
OG0000508	DR086_RS00120	DR085_RS00085
OG0000509	DR086_RS00155	DR085_RS00120
OG0000510	DR086_RS00165	DR085_RS00130
OG0000511	DR086_RS00300	DR085_RS00265
OG0000512	DR086_RS00955	DR085_RS00865
OG0000513	DR086_RS01480	DR085_RS02560
OG0000514	DR086_RS01070	DR085_RS00585
OG0000516	DR086_RS04770	DR085_RS02970
OG0000517	DR086_RS01160	DR085_RS02330
OG0000518	DR086_RS01375	DR085_RS01465
OG0000519	DR086_RS03380	DR085_RS01990
OG0000520	DR086_RS02880	DR085_RS01070
OG0000521	DR086_RS00135	DR085_RS00100
OG0000522	DR086_RS00170	DR085_RS00135
OG0000523	DR086_RS01545	DR085_RS02625
OG0000524	DR086_RS00840	DR085_RS00760
OG0000528	DR086_RS04775	DR085_RS02980
OG0000529	DR086_RS02090	DR085_RS01905
OG0000530	DR086_RS03450	DR085_RS01840
OG0000531	DR086_RS01935	DR085_RS01720
OG0000532	DR086_RS03285	DR085_RS00490
OG0000533	DR086_RS02795	DR085_RS01235
OG0000534	DR086_RS00250	DR085_RS00215
OG0000535	DR086_RS04825	DR085_RS02310
OG0000536	DR086_RS02465	DR085_RS02425
OG0000537	DR086_RS03060	DR085_RS02050
OG0000538	DR086_RS01710	DR085_RS01265
OG0000539	DR086_RS00080	DR085_RS00050
OG0000541	DR086_RS03000	DR085_RS00725
OG0000542	DR086_RS00220	DR085_RS00185
OG0000547	DR086_RS01120	DR085_RS00535
OG0000548	DR086_RS03320	DR085_RS02705
OG0000549	DR086_RS05015	DR085_RS02650
OG0000550	DR086_RS01445	DR085_RS02525
OG0000551	DR086_RS02920	DR085_RS01380
OG0000589	DR086_RS03515	DR085_RS02910
