Orthogroup	MHP_MHP679_genes	MHP_ES2_genes
OG0000049	DR086_RS01430	E5E95_RS03260
OG0000050	DR086_RS02195	E5E95_RS02655
OG0000051	DR086_RS00855	E5E95_RS02855
OG0000052	DR086_RS01150	E5E95_RS00075
OG0000053	DR086_RS04905	E5E95_RS01465
OG0000054	DR086_RS02170	E5E95_RS02680
OG0000055	DR086_RS03270	E5E95_RS00125
OG0000056	DR086_RS02455	E5E95_RS03750
OG0000057	DR086_RS01130	E5E95_RS03125
OG0000059	DR086_RS04120	E5E95_RS02510
OG0000062	DR086_RS01260	E5E95_RS03805
OG0000063	DR086_RS04835	E5E95_RS03800
OG0000064	DR086_RS01275	E5E95_RS03790
OG0000065	DR086_RS02080	E5E95_RS02365
OG0000066	DR086_RS01980	E5E95_RS01370
OG0000067	DR086_RS02240	E5E95_RS00525
OG0000068	DR086_RS01570	E5E95_RS00645
OG0000069	DR086_RS01025	E5E95_RS03015
OG0000070	DR086_RS02165	E5E95_RS02685
OG0000071	DR086_RS02350	E5E95_RS03485
OG0000072	DR086_RS04935	E5E95_RS03490
OG0000073	DR086_RS03040	E5E95_RS00705
OG0000074	DR086_RS04990	E5E95_RS00900
OG0000075	DR086_RS00210	E5E95_RS00340
OG0000076	DR086_RS00225	E5E95_RS00355
OG0000077	DR086_RS00315	E5E95_RS00445
OG0000078	DR086_RS01625	E5E95_RS01790
OG0000079	DR086_RS00950	E5E95_RS02760
OG0000080	DR086_RS04145	E5E95_RS03935
OG0000081	DR086_RS00205	E5E95_RS00335
OG0000082	DR086_RS03110	E5E95_RS02605
OG0000083	DR086_RS00520	E5E95_RS02140
OG0000084	DR086_RS00545	E5E95_RS02165
OG0000085	DR086_RS00550	E5E95_RS02170
OG0000086	DR086_RS00560	E5E95_RS02180
OG0000087	DR086_RS00575	E5E95_RS02195
OG0000088	DR086_RS00580	E5E95_RS02200
OG0000089	DR086_RS00590	E5E95_RS02210
OG0000090	DR086_RS01155	E5E95_RS00070
OG0000091	DR086_RS01170	E5E95_RS00055
OG0000092	DR086_RS01185	E5E95_RS00040
OG0000093	DR086_RS01190	E5E95_RS00035
OG0000094	DR086_RS01195	E5E95_RS00030
OG0000095	DR086_RS01220	E5E95_RS00005
OG0000096	DR086_RS01225	E5E95_RS03840
OG0000097	DR086_RS01245	E5E95_RS03820
OG0000098	DR086_RS01255	E5E95_RS03810
OG0000099	DR086_RS04950	E5E95_RS03760
OG0000100	DR086_RS02445	E5E95_RS03740
OG0000101	DR086_RS02440	E5E95_RS03735
OG0000102	DR086_RS01600	E5E95_RS01815
OG0000103	DR086_RS02115	E5E95_RS02330
OG0000104	DR086_RS02110	E5E95_RS02335
OG0000105	DR086_RS02095	E5E95_RS02350
OG0000106	DR086_RS02085	E5E95_RS02360
OG0000107	DR086_RS02075	E5E95_RS02370
OG0000108	DR086_RS02070	E5E95_RS02375
OG0000109	DR086_RS02065	E5E95_RS02380
OG0000110	DR086_RS03120	E5E95_RS02595
OG0000111	DR086_RS03125	E5E95_RS02590
OG0000112	DR086_RS03135	E5E95_RS02580
OG0000113	DR086_RS05050	E5E95_RS02560
OG0000114	DR086_RS03455	E5E95_RS04300
OG0000115	DR086_RS03475	E5E95_RS02535
OG0000116	DR086_RS03410	E5E95_RS01315
OG0000117	DR086_RS03405	E5E95_RS01320
OG0000118	DR086_RS01995	E5E95_RS01355
OG0000119	DR086_RS01990	E5E95_RS01360
OG0000120	DR086_RS01975	E5E95_RS01375
OG0000121	DR086_RS01950	E5E95_RS01400
OG0000122	DR086_RS01945	E5E95_RS01405
OG0000123	DR086_RS01925	E5E95_RS01425
OG0000124	DR086_RS01920	E5E95_RS01430
OG0000125	DR086_RS01915	E5E95_RS01435
OG0000126	DR086_RS01900	E5E95_RS01445
OG0000127	DR086_RS01890	E5E95_RS01455
OG0000128	DR086_RS01875	E5E95_RS01470
OG0000129	DR086_RS01870	E5E95_RS01475
OG0000130	DR086_RS01860	E5E95_RS01485
OG0000131	DR086_RS01830	E5E95_RS01515
OG0000132	DR086_RS04900	E5E95_RS01530
OG0000133	DR086_RS02245	E5E95_RS00530
OG0000134	DR086_RS02250	E5E95_RS00535
OG0000135	DR086_RS02265	E5E95_RS00550
OG0000136	DR086_RS02270	E5E95_RS00555
OG0000137	DR086_RS02310	E5E95_RS00585
OG0000138	DR086_RS02775	E5E95_RS00620
OG0000139	DR086_RS02745	E5E95_RS00650
OG0000140	DR086_RS02740	E5E95_RS00655
OG0000141	DR086_RS03720	E5E95_RS03135
OG0000142	DR086_RS04820	E5E95_RS03130
OG0000143	DR086_RS01115	E5E95_RS03105
OG0000144	DR086_RS01105	E5E95_RS03095
OG0000145	DR086_RS01095	E5E95_RS03085
OG0000146	DR086_RS01085	E5E95_RS03075
OG0000147	DR086_RS01080	E5E95_RS03070
OG0000148	DR086_RS01065	E5E95_RS03055
OG0000149	DR086_RS01055	E5E95_RS03045
OG0000150	DR086_RS01040	E5E95_RS03030
OG0000151	DR086_RS03230	E5E95_RS02985
OG0000152	DR086_RS03225	E5E95_RS02980
OG0000153	DR086_RS03220	E5E95_RS02975
OG0000154	DR086_RS03210	E5E95_RS02965
OG0000155	DR086_RS03005	E5E95_RS02925
OG0000156	DR086_RS02995	E5E95_RS02915
OG0000157	DR086_RS05005	E5E95_RS02910
OG0000158	DR086_RS05000	E5E95_RS02905
OG0000159	DR086_RS05100	E5E95_RS04310
OG0000160	DR086_RS02185	E5E95_RS02665
OG0000161	DR086_RS02190	E5E95_RS02660
OG0000162	DR086_RS02200	E5E95_RS02650
OG0000163	DR086_RS02205	E5E95_RS02645
OG0000164	DR086_RS03305	E5E95_RS01630
OG0000165	DR086_RS00440	E5E95_RS02055
OG0000166	DR086_RS00460	E5E95_RS02080
OG0000167	DR086_RS00475	E5E95_RS02095
OG0000168	DR086_RS00480	E5E95_RS02100
OG0000169	DR086_RS01435	E5E95_RS03255
OG0000170	DR086_RS01420	E5E95_RS03270
OG0000171	DR086_RS01410	E5E95_RS03280
OG0000172	DR086_RS01405	E5E95_RS03285
OG0000173	DR086_RS01400	E5E95_RS03290
OG0000174	DR086_RS01395	E5E95_RS03295
OG0000175	DR086_RS01380	E5E95_RS03310
OG0000176	DR086_RS01330	E5E95_RS03360
OG0000177	DR086_RS01325	E5E95_RS03365
OG0000178	DR086_RS01320	E5E95_RS03370
OG0000179	DR086_RS01310	E5E95_RS03380
OG0000180	DR086_RS01305	E5E95_RS03385
OG0000181	DR086_RS05065	E5E95_RS03435
OG0000182	DR086_RS03535	E5E95_RS03445
OG0000183	DR086_RS02345	E5E95_RS03480
OG0000184	DR086_RS02390	E5E95_RS03525
OG0000185	DR086_RS02375	E5E95_RS03510
OG0000186	DR086_RS04895	E5E95_RS01540
OG0000187	DR086_RS01790	E5E95_RS01555
OG0000188	DR086_RS01780	E5E95_RS01565
OG0000189	DR086_RS04920	E5E95_RS02415
OG0000190	DR086_RS02035	E5E95_RS02410
OG0000191	DR086_RS02055	E5E95_RS02390
OG0000192	DR086_RS02515	E5E95_RS01235
OG0000193	DR086_RS02500	E5E95_RS01225
OG0000194	DR086_RS03025	E5E95_RS00690
OG0000195	DR086_RS03030	E5E95_RS00695
OG0000196	DR086_RS03050	E5E95_RS00715
OG0000197	DR086_RS03055	E5E95_RS00720
OG0000198	DR086_RS03070	E5E95_RS00735
OG0000199	DR086_RS03075	E5E95_RS00740
OG0000200	DR086_RS03090	E5E95_RS00755
OG0000201	DR086_RS03100	E5E95_RS00765
OG0000202	DR086_RS03345	E5E95_RS00820
OG0000203	DR086_RS03340	E5E95_RS00825
OG0000204	DR086_RS04975	E5E95_RS00830
OG0000205	DR086_RS02805	E5E95_RS00835
OG0000206	DR086_RS02825	E5E95_RS00855
OG0000207	DR086_RS02840	E5E95_RS00870
OG0000208	DR086_RS02845	E5E95_RS00875
OG0000209	DR086_RS02850	E5E95_RS00880
OG0000210	DR086_RS02895	E5E95_RS00925
OG0000211	DR086_RS02580	E5E95_RS00955
OG0000212	DR086_RS02590	E5E95_RS00965
OG0000213	DR086_RS02595	E5E95_RS00970
OG0000214	DR086_RS02600	E5E95_RS00975
OG0000215	DR086_RS02605	E5E95_RS00980
OG0000216	DR086_RS02610	E5E95_RS00985
OG0000217	DR086_RS02615	E5E95_RS00995
OG0000218	DR086_RS02625	E5E95_RS01000
OG0000219	DR086_RS02630	E5E95_RS01005
OG0000220	DR086_RS02635	E5E95_RS01010
OG0000221	DR086_RS02640	E5E95_RS01015
OG0000222	DR086_RS02645	E5E95_RS01020
OG0000223	DR086_RS02650	E5E95_RS01025
OG0000224	DR086_RS02660	E5E95_RS01035
OG0000225	DR086_RS02670	E5E95_RS01045
OG0000226	DR086_RS02675	E5E95_RS01050
OG0000227	DR086_RS02680	E5E95_RS01055
OG0000228	DR086_RS05105	E5E95_RS04285
OG0000229	DR086_RS02690	E5E95_RS01065
OG0000230	DR086_RS02695	E5E95_RS01070
OG0000231	DR086_RS02705	E5E95_RS01080
OG0000232	DR086_RS02715	E5E95_RS01090
OG0000233	DR086_RS01680	E5E95_RS01110
OG0000234	DR086_RS01715	E5E95_RS01145
OG0000235	DR086_RS01725	E5E95_RS01155
OG0000236	DR086_RS01730	E5E95_RS01160
OG0000237	DR086_RS01735	E5E95_RS01165
OG0000238	DR086_RS01745	E5E95_RS01175
OG0000239	DR086_RS02960	E5E95_RS03145
OG0000240	DR086_RS02955	E5E95_RS03150
OG0000241	DR086_RS02945	E5E95_RS03160
OG0000242	DR086_RS02940	E5E95_RS03165
OG0000243	DR086_RS02935	E5E95_RS03170
OG0000244	DR086_RS02925	E5E95_RS03180
OG0000245	DR086_RS02915	E5E95_RS03190
OG0000246	DR086_RS03275	E5E95_RS00130
OG0000247	DR086_RS00010	E5E95_RS00140
OG0000248	DR086_RS00020	E5E95_RS00150
OG0000249	DR086_RS00025	E5E95_RS00155
OG0000250	DR086_RS00040	E5E95_RS00170
OG0000251	DR086_RS00075	E5E95_RS00205
OG0000252	DR086_RS00085	E5E95_RS00215
OG0000253	DR086_RS00090	E5E95_RS00220
OG0000254	DR086_RS00100	E5E95_RS00230
OG0000255	DR086_RS00110	E5E95_RS00240
OG0000256	DR086_RS00115	E5E95_RS00245
OG0000257	DR086_RS00140	E5E95_RS00270
OG0000258	DR086_RS00150	E5E95_RS00280
OG0000259	DR086_RS00180	E5E95_RS00310
OG0000260	DR086_RS00190	E5E95_RS00320
OG0000261	DR086_RS04745	E5E95_RS00330
OG0000262	DR086_RS00215	E5E95_RS00350
OG0000263	DR086_RS00230	E5E95_RS00360
OG0000264	DR086_RS00245	E5E95_RS00375
OG0000265	DR086_RS00255	E5E95_RS00385
OG0000266	DR086_RS00270	E5E95_RS00400
OG0000267	DR086_RS00285	E5E95_RS00415
OG0000268	DR086_RS00290	E5E95_RS00420
OG0000269	DR086_RS00305	E5E95_RS00435
OG0000270	DR086_RS04945	E5E95_RS03710
OG0000271	DR086_RS02410	E5E95_RS03705
OG0000272	DR086_RS02405	E5E95_RS03700
OG0000273	DR086_RS02400	E5E95_RS03695
OG0000274	DR086_RS01450	E5E95_RS03675
OG0000275	DR086_RS04850	E5E95_RS03670
OG0000276	DR086_RS01460	E5E95_RS03665
OG0000277	DR086_RS01470	E5E95_RS03655
OG0000278	DR086_RS01475	E5E95_RS03650
OG0000279	DR086_RS01485	E5E95_RS03640
OG0000280	DR086_RS01490	E5E95_RS03635
OG0000281	DR086_RS01495	E5E95_RS03630
OG0000282	DR086_RS04860	E5E95_RS03605
OG0000283	DR086_RS01525	E5E95_RS03600
OG0000284	DR086_RS01530	E5E95_RS03595
OG0000285	DR086_RS04865	E5E95_RS03590
OG0000286	DR086_RS02220	E5E95_RS04305
OG0000287	DR086_RS00990	E5E95_RS02720
OG0000288	DR086_RS00980	E5E95_RS02730
OG0000289	DR086_RS00975	E5E95_RS02735
OG0000290	DR086_RS00865	E5E95_RS02845
OG0000291	DR086_RS00875	E5E95_RS02835
OG0000292	DR086_RS00880	E5E95_RS02830
OG0000293	DR086_RS00885	E5E95_RS02825
OG0000294	DR086_RS00895	E5E95_RS02815
OG0000295	DR086_RS00900	E5E95_RS02810
OG0000296	DR086_RS00940	E5E95_RS02770
OG0000297	DR086_RS00945	E5E95_RS02765
OG0000298	DR086_RS00035	E5E95_RS00165
OG0000299	DR086_RS00060	E5E95_RS00190
OG0000300	DR086_RS00240	E5E95_RS00370
OG0000301	DR086_RS00275	E5E95_RS00405
OG0000302	DR086_RS00280	E5E95_RS00410
OG0000303	DR086_RS02275	E5E95_RS00560
OG0000304	DR086_RS02725	E5E95_RS01095
OG0000305	DR086_RS01090	E5E95_RS03080
OG0000306	DR086_RS01015	E5E95_RS03005
OG0000307	DR086_RS03215	E5E95_RS02970
OG0000308	DR086_RS00845	E5E95_RS02875
OG0000309	DR086_RS00910	E5E95_RS02800
OG0000310	DR086_RS00985	E5E95_RS02725
OG0000311	DR086_RS02160	E5E95_RS02690
OG0000312	DR086_RS02175	E5E95_RS02675
OG0000313	DR086_RS03315	E5E95_RS01620
OG0000314	DR086_RS00455	E5E95_RS02075
OG0000315	DR086_RS00485	E5E95_RS02105
OG0000316	DR086_RS00495	E5E95_RS02115
OG0000317	DR086_RS00585	E5E95_RS02205
OG0000318	DR086_RS04760	E5E95_RS02120
OG0000319	DR086_RS02100	E5E95_RS02345
OG0000320	DR086_RS03145	E5E95_RS02570
OG0000321	DR086_RS02000	E5E95_RS01350
OG0000322	DR086_RS01955	E5E95_RS01395
OG0000323	DR086_RS01820	E5E95_RS01525
OG0000324	DR086_RS02060	E5E95_RS02385
OG0000325	DR086_RS03035	E5E95_RS00700
OG0000326	DR086_RS03370	E5E95_RS00795
OG0000327	DR086_RS03365	E5E95_RS00800
OG0000328	DR086_RS02855	E5E95_RS00885
OG0000329	DR086_RS02875	E5E95_RS00905
OG0000330	DR086_RS01690	E5E95_RS01120
OG0000331	DR086_RS02930	E5E95_RS03175
OG0000332	DR086_RS01370	E5E95_RS03320
OG0000333	DR086_RS01360	E5E95_RS03330
OG0000334	DR086_RS03540	E5E95_RS03440
OG0000335	DR086_RS02315	E5E95_RS03450
OG0000336	DR086_RS04855	E5E95_RS03620
OG0000337	DR086_RS01270	E5E95_RS03795
OG0000338	DR086_RS01230	E5E95_RS03835
OG0000339	DR086_RS03465	E5E95_RS02540
OG0000340	DR086_RS02020	E5E95_RS01330
OG0000341	DR086_RS02040	E5E95_RS02405
OG0000342	DR086_RS03065	E5E95_RS00730
OG0000343	DR086_RS01350	E5E95_RS03340
OG0000344	DR086_RS02290	E5E95_RS00575
OG0000345	DR086_RS02665	E5E95_RS01040
OG0000346	DR086_RS05090	E5E95_RS03625
OG0000347	DR086_RS01930	E5E95_RS01420
OG0000348	DR086_RS03360	E5E95_RS00805
OG0000349	DR086_RS04845	E5E95_RS03685
OG0000350	DR086_RS03205	E5E95_RS02960
OG0000351	DR086_RS00370	E5E95_RS00495
OG0000352	DR086_RS00435	E5E95_RS02050
OG0000353	DR086_RS01960	E5E95_RS01390
OG0000354	DR086_RS02760	E5E95_RS00635
OG0000355	DR086_RS04750	E5E95_RS02020
OG0000356	DR086_RS04755	E5E95_RS02110
OG0000357	DR086_RS04840	E5E95_RS03300
OG0000358	DR086_RS01385	E5E95_RS03305
OG0000359	DR086_RS05045	E5E95_RS00775
OG0000360	DR086_RS00145	E5E95_RS00275
OG0000361	DR086_RS00175	E5E95_RS00305
OG0000362	DR086_RS00965	E5E95_RS02745
OG0000363	DR086_RS04910	E5E95_RS03985
OG0000364	DR086_RS00380	E5E95_RS01995
OG0000365	DR086_RS00535	E5E95_RS02150
OG0000366	DR086_RS00555	E5E95_RS02175
OG0000367	DR086_RS00565	E5E95_RS02185
OG0000368	DR086_RS01165	E5E95_RS00060
OG0000369	DR086_RS04830	E5E95_RS00025
OG0000370	DR086_RS01205	E5E95_RS00020
OG0000371	DR086_RS01210	E5E95_RS00015
OG0000372	DR086_RS01215	E5E95_RS00010
OG0000373	DR086_RS01240	E5E95_RS03825
OG0000374	DR086_RS01250	E5E95_RS03815
OG0000375	DR086_RS02105	E5E95_RS02340
OG0000376	DR086_RS03130	E5E95_RS02585
OG0000377	DR086_RS03140	E5E95_RS02575
OG0000378	DR086_RS03415	E5E95_RS01310
OG0000379	DR086_RS01965	E5E95_RS01385
OG0000380	DR086_RS01940	E5E95_RS01410
OG0000381	DR086_RS01895	E5E95_RS01450
OG0000382	DR086_RS01865	E5E95_RS01480
OG0000383	DR086_RS01825	E5E95_RS01520
OG0000384	DR086_RS02230	E5E95_RS00515
OG0000385	DR086_RS02235	E5E95_RS00520
OG0000386	DR086_RS02255	E5E95_RS00540
OG0000387	DR086_RS02280	E5E95_RS00565
OG0000388	DR086_RS04925	E5E95_RS00570
OG0000389	DR086_RS02785	E5E95_RS00615
OG0000390	DR086_RS01110	E5E95_RS03100
OG0000391	DR086_RS01100	E5E95_RS03090
OG0000392	DR086_RS01075	E5E95_RS03065
OG0000393	DR086_RS04815	E5E95_RS03010
OG0000394	DR086_RS03645	E5E95_RS02940
OG0000395	DR086_RS03015	E5E95_RS02930
OG0000397	DR086_RS00420	E5E95_RS02035
OG0000398	DR086_RS00425	E5E95_RS02040
OG0000399	DR086_RS00470	E5E95_RS02090
OG0000400	DR086_RS01425	E5E95_RS03265
OG0000401	DR086_RS01365	E5E95_RS03325
OG0000402	DR086_RS01355	E5E95_RS03335
OG0000403	DR086_RS01345	E5E95_RS03345
OG0000404	DR086_RS01315	E5E95_RS03375
OG0000405	DR086_RS01300	E5E95_RS03390
OG0000406	DR086_RS02320	E5E95_RS03455
OG0000407	DR086_RS04930	E5E95_RS03460
OG0000408	DR086_RS02330	E5E95_RS03465
OG0000409	DR086_RS02335	E5E95_RS03470
OG0000410	DR086_RS02395	E5E95_RS03530
OG0000411	DR086_RS02385	E5E95_RS03520
OG0000412	DR086_RS02380	E5E95_RS03515
OG0000413	DR086_RS01810	E5E95_RS01535
OG0000414	DR086_RS01800	E5E95_RS01545
OG0000415	DR086_RS01795	E5E95_RS01550
OG0000416	DR086_RS01785	E5E95_RS01560
OG0000417	DR086_RS02045	E5E95_RS02400
OG0000418	DR086_RS02050	E5E95_RS02395
OG0000419	DR086_RS03045	E5E95_RS00710
OG0000420	DR086_RS03080	E5E95_RS00745
OG0000421	DR086_RS03385	E5E95_RS00780
OG0000422	DR086_RS03375	E5E95_RS00790
OG0000423	DR086_RS02815	E5E95_RS00845
OG0000424	DR086_RS02820	E5E95_RS00850
OG0000425	DR086_RS02830	E5E95_RS00860
OG0000426	DR086_RS04980	E5E95_RS00865
OG0000427	DR086_RS04985	E5E95_RS00890
OG0000428	DR086_RS02885	E5E95_RS00915
OG0000429	DR086_RS02655	E5E95_RS01030
OG0000430	DR086_RS02700	E5E95_RS01075
OG0000431	DR086_RS02710	E5E95_RS01085
OG0000432	DR086_RS01685	E5E95_RS01115
OG0000433	DR086_RS01700	E5E95_RS01130
OG0000434	DR086_RS01705	E5E95_RS01135
OG0000435	DR086_RS01720	E5E95_RS01150
OG0000436	DR086_RS01750	E5E95_RS01180
OG0000437	DR086_RS01760	E5E95_RS01190
OG0000438	DR086_RS01765	E5E95_RS01195
OG0000439	DR086_RS01770	E5E95_RS01200
OG0000440	DR086_RS02950	E5E95_RS03155
OG0000441	DR086_RS02910	E5E95_RS03195
OG0000442	DR086_RS03280	E5E95_RS00135
OG0000443	DR086_RS00055	E5E95_RS00185
OG0000444	DR086_RS00070	E5E95_RS00200
OG0000445	DR086_RS00095	E5E95_RS00225
OG0000446	DR086_RS00125	E5E95_RS00255
OG0000447	DR086_RS00130	E5E95_RS00260
OG0000448	DR086_RS00160	E5E95_RS00290
OG0000449	DR086_RS00185	E5E95_RS00315
OG0000450	DR086_RS00195	E5E95_RS00325
OG0000451	DR086_RS00235	E5E95_RS00365
OG0000452	DR086_RS00260	E5E95_RS00390
OG0000453	DR086_RS00295	E5E95_RS00425
OG0000455	DR086_RS02435	E5E95_RS03730
OG0000456	DR086_RS01515	E5E95_RS03610
OG0000457	DR086_RS01540	E5E95_RS03585
OG0000458	DR086_RS03680	E5E95_RS02715
OG0000459	DR086_RS00970	E5E95_RS02740
OG0000460	DR086_RS00960	E5E95_RS02750
OG0000461	DR086_RS00915	E5E95_RS02795
OG0000462	DR086_RS00920	E5E95_RS02790
OG0000463	DR086_RS00925	E5E95_RS02785
OG0000464	DR086_RS00930	E5E95_RS02780
OG0000465	DR086_RS00935	E5E95_RS02775
OG0000466	DR086_RS00265	E5E95_RS00395
OG0000467	DR086_RS04810	E5E95_RS02880
OG0000468	DR086_RS00465	E5E95_RS02085
OG0000469	DR086_RS00525	E5E95_RS02145
OG0000470	DR086_RS03975	E5E95_RS03895
OG0000471	DR086_RS02890	E5E95_RS00920
OG0000472	DR086_RS03165	E5E95_RS03540
OG0000473	DR086_RS02420	E5E95_RS03715
OG0000474	DR086_RS02425	E5E95_RS03720
OG0000475	DR086_RS02430	E5E95_RS03725
OG0000476	DR086_RS01775	E5E95_RS01570
OG0000477	DR086_RS00890	E5E95_RS02820
OG0000478	DR086_RS01465	E5E95_RS03660
OG0000479	DR086_RS02005	E5E95_RS01345
OG0000480	DR086_RS03935	E5E95_RS03865
OG0000481	DR086_RS03350	E5E95_RS00815
OG0000482	DR086_RS02505	E5E95_RS01230
OG0000483	DR086_RS00570	E5E95_RS02190
OG0000484	DR086_RS04740	E5E95_RS00195
OG0000485	DR086_RS01755	E5E95_RS01185
OG0000486	DR086_RS02025	E5E95_RS02420
OG0000487	DR086_RS04765	E5E95_RS02125
OG0000488	DR086_RS00540	E5E95_RS02160
OG0000489	DR086_RS01175	E5E95_RS00050
OG0000490	DR086_RS01235	E5E95_RS03830
OG0000491	DR086_RS01985	E5E95_RS01365
OG0000492	DR086_RS01910	E5E95_RS01440
OG0000493	DR086_RS02295	E5E95_RS00580
OG0000494	DR086_RS02755	E5E95_RS00640
OG0000495	DR086_RS01045	E5E95_RS03035
OG0000496	DR086_RS01035	E5E95_RS03025
OG0000497	DR086_RS01030	E5E95_RS03020
OG0000500	DR086_RS00430	E5E95_RS02045
OG0000501	DR086_RS01415	E5E95_RS04280, E5E95_RS04275
OG0000502	DR086_RS02495	E5E95_RS01220
OG0000503	DR086_RS03095	E5E95_RS00760
OG0000504	DR086_RS02865	E5E95_RS00895
OG0000506	DR086_RS02585	E5E95_RS00960
OG0000508	DR086_RS00120	E5E95_RS00250
OG0000509	DR086_RS00155	E5E95_RS00285
OG0000510	DR086_RS00165	E5E95_RS00295
OG0000511	DR086_RS00300	E5E95_RS00430
OG0000512	DR086_RS00955	E5E95_RS02755
OG0000513	DR086_RS01480	E5E95_RS03645
OG0000514	DR086_RS01070	E5E95_RS03060
OG0000516	DR086_RS04770	E5E95_RS02130
OG0000517	DR086_RS01160	E5E95_RS00065
OG0000518	DR086_RS01375	E5E95_RS03315
OG0000519	DR086_RS03380	E5E95_RS00785
OG0000520	DR086_RS02880	E5E95_RS00910
OG0000521	DR086_RS00135	E5E95_RS00265
OG0000522	DR086_RS00170	E5E95_RS00300
OG0000523	DR086_RS01545	E5E95_RS03580
OG0000525	DR086_RS05020	E5E95_RS03545
OG0000526	DR086_RS04135	E5E95_RS04020
OG0000527	DR086_RS00635	E5E95_RS01880
OG0000528	DR086_RS04775	E5E95_RS02135
OG0000529	DR086_RS02090	E5E95_RS02355
OG0000531	DR086_RS01935	E5E95_RS01415
OG0000532	DR086_RS03285	E5E95_RS01740
OG0000533	DR086_RS02795	E5E95_RS00600
OG0000534	DR086_RS00250	E5E95_RS00380
OG0000535	DR086_RS04825	E5E95_RS00045
OG0000536	DR086_RS02465	E5E95_RS03765
OG0000537	DR086_RS03060	E5E95_RS00725
OG0000538	DR086_RS01710	E5E95_RS01140
OG0000539	DR086_RS00080	E5E95_RS00210
OG0000540	DR086_RS00870	E5E95_RS02840
OG0000541	DR086_RS03000	E5E95_RS02920
OG0000543	DR086_RS03960	E5E95_RS02460
OG0000544	DR086_RS04960	E5E95_RS01270
