Orthogroup	MHP_MHP679_genes	MHP_ES2L_genes
OG0000037	DR086_RS03330, DR086_RS03325	HZK19_RS01550
OG0000039	DR086_RS03295	HZK19_RS01580
OG0000040	DR086_RS02360	HZK19_RS03325
OG0000041	DR086_RS02480	HZK19_RS01160
OG0000042	DR086_RS02970	HZK19_RS02900
OG0000043	DR086_RS00750, DR086_RS00415	HZK19_RS01875
OG0000044	DR086_RS05095	HZK19_RS03955
OG0000045	DR086_RS03290	HZK19_RS01585
OG0000047	DR086_RS00730	HZK19_RS03090
OG0000048	DR086_RS00610	HZK19_RS02065
OG0000049	DR086_RS01430	HZK19_RS02995
OG0000050	DR086_RS02195	HZK19_RS02415
OG0000051	DR086_RS00855	HZK19_RS02620
OG0000052	DR086_RS01150	HZK19_RS00075
OG0000053	DR086_RS04905	HZK19_RS01415
OG0000054	DR086_RS02170	HZK19_RS02440
OG0000055	DR086_RS03270	HZK19_RS00120
OG0000056	DR086_RS02455	HZK19_RS03580
OG0000057	DR086_RS01130	HZK19_RS02885
OG0000062	DR086_RS01260	HZK19_RS03630
OG0000063	DR086_RS04835	HZK19_RS03625
OG0000064	DR086_RS01275	HZK19_RS03615
OG0000065	DR086_RS02080	HZK19_RS02220
OG0000066	DR086_RS01980	HZK19_RS01320
OG0000067	DR086_RS02240	HZK19_RS00515
OG0000068	DR086_RS01570	HZK19_RS00635
OG0000069	DR086_RS01025	HZK19_RS02780
OG0000070	DR086_RS02165	HZK19_RS02445
OG0000071	DR086_RS02350	HZK19_RS03315
OG0000072	DR086_RS04935	HZK19_RS03320
OG0000073	DR086_RS03040	HZK19_RS00680
OG0000074	DR086_RS04990	HZK19_RS00875
OG0000075	DR086_RS03840	HZK19_RS00325
OG0000076	DR086_RS00225	HZK19_RS00340
OG0000077	DR086_RS00315	HZK19_RS00425
OG0000078	DR086_RS01625	HZK19_RS01645
OG0000079	DR086_RS00950	HZK19_RS02525
OG0000080	DR086_RS04145	HZK19_RS02570
OG0000081	DR086_RS00205	HZK19_RS00320
OG0000082	DR086_RS03110	HZK19_RS02365
OG0000083	DR086_RS00520	HZK19_RS01985
OG0000084	DR086_RS00545	HZK19_RS02015
OG0000085	DR086_RS00550	HZK19_RS02020
OG0000086	DR086_RS00560	HZK19_RS02030
OG0000087	DR086_RS00575	HZK19_RS02045
OG0000088	DR086_RS00580	HZK19_RS02050
OG0000089	DR086_RS00590	HZK19_RS02060
OG0000090	DR086_RS01155	HZK19_RS00070
OG0000091	DR086_RS01170	HZK19_RS00055
OG0000092	DR086_RS01185	HZK19_RS00040
OG0000093	DR086_RS01190	HZK19_RS00035
OG0000094	DR086_RS01195	HZK19_RS00030
OG0000095	DR086_RS01220	HZK19_RS00005
OG0000096	DR086_RS01225	HZK19_RS03665
OG0000097	DR086_RS01245	HZK19_RS03645
OG0000098	DR086_RS01255	HZK19_RS03635
OG0000099	DR086_RS04950	HZK19_RS03585
OG0000100	DR086_RS02445	HZK19_RS03570
OG0000101	DR086_RS02440	HZK19_RS03565
OG0000102	DR086_RS01600	HZK19_RS01675
OG0000103	DR086_RS02115	HZK19_RS02185
OG0000104	DR086_RS02110	HZK19_RS02190
OG0000105	DR086_RS02095	HZK19_RS02205
OG0000106	DR086_RS02085	HZK19_RS02215
OG0000107	DR086_RS02075	HZK19_RS02225
OG0000108	DR086_RS02070	HZK19_RS02230
OG0000109	DR086_RS02065	HZK19_RS02235
OG0000110	DR086_RS03120	HZK19_RS02355
OG0000111	DR086_RS03125	HZK19_RS02350
OG0000112	DR086_RS03135	HZK19_RS02340
OG0000113	DR086_RS05050	HZK19_RS02320
OG0000114	DR086_RS03455	HZK19_RS02310
OG0000115	DR086_RS03475	HZK19_RS02300
OG0000116	DR086_RS03410	HZK19_RS01265
OG0000117	DR086_RS03405	HZK19_RS01270
OG0000118	DR086_RS01995	HZK19_RS01305
OG0000119	DR086_RS01990	HZK19_RS01310
OG0000120	DR086_RS01975	HZK19_RS01325
OG0000121	DR086_RS01950	HZK19_RS01350
OG0000122	DR086_RS01945	HZK19_RS01355
OG0000123	DR086_RS01925	HZK19_RS01375
OG0000124	DR086_RS01920	HZK19_RS01380
OG0000125	DR086_RS01915	HZK19_RS01385
OG0000126	DR086_RS01900	HZK19_RS01395
OG0000127	DR086_RS01890	HZK19_RS01405
OG0000128	DR086_RS01875	HZK19_RS01420
OG0000129	DR086_RS01870	HZK19_RS01425
OG0000130	DR086_RS01860	HZK19_RS01435
OG0000131	DR086_RS01830	HZK19_RS01465
OG0000132	DR086_RS04900	HZK19_RS01480
OG0000133	DR086_RS02245	HZK19_RS00520
OG0000134	DR086_RS02250	HZK19_RS00525
OG0000135	DR086_RS02265	HZK19_RS00540
OG0000136	DR086_RS02270	HZK19_RS00545
OG0000137	DR086_RS02310	HZK19_RS00575
OG0000138	DR086_RS02775	HZK19_RS00610
OG0000139	DR086_RS02745	HZK19_RS00640
OG0000140	DR086_RS02740	HZK19_RS00645
OG0000141	DR086_RS03720	HZK19_RS02895
OG0000142	DR086_RS04820	HZK19_RS02890
OG0000143	DR086_RS01115	HZK19_RS02870
OG0000144	DR086_RS01105	HZK19_RS02860
OG0000145	DR086_RS01095	HZK19_RS02850
OG0000146	DR086_RS01085	HZK19_RS02840
OG0000147	DR086_RS01080	HZK19_RS02835
OG0000148	DR086_RS01065	HZK19_RS02820
OG0000149	DR086_RS01055	HZK19_RS02810
OG0000150	DR086_RS01040	HZK19_RS02795
OG0000151	DR086_RS03230	HZK19_RS02750
OG0000152	DR086_RS03225	HZK19_RS02745
OG0000153	DR086_RS03220	HZK19_RS02740
OG0000154	DR086_RS03210	HZK19_RS02730
OG0000155	DR086_RS03005	HZK19_RS02690
OG0000156	DR086_RS02995	HZK19_RS02680
OG0000157	DR086_RS05005	HZK19_RS02675
OG0000158	DR086_RS05000	HZK19_RS03895
OG0000159	DR086_RS05100	HZK19_RS03970
OG0000160	DR086_RS02185	HZK19_RS02425
OG0000161	DR086_RS02190	HZK19_RS02420
OG0000162	DR086_RS02200	HZK19_RS02410
OG0000163	DR086_RS02205	HZK19_RS02405
OG0000164	DR086_RS03305	HZK19_RS01575
OG0000165	DR086_RS00440	HZK19_RS01905
OG0000166	DR086_RS00460	HZK19_RS01925
OG0000167	DR086_RS00475	HZK19_RS01940
OG0000168	DR086_RS00480	HZK19_RS01945
OG0000169	DR086_RS01435	HZK19_RS02990
OG0000170	DR086_RS01420	HZK19_RS03005
OG0000171	DR086_RS01410	HZK19_RS03110
OG0000172	DR086_RS01405	HZK19_RS03115
OG0000173	DR086_RS01400	HZK19_RS03120
OG0000174	DR086_RS01395	HZK19_RS03125
OG0000175	DR086_RS01380	HZK19_RS03140
OG0000176	DR086_RS01330	HZK19_RS03190
OG0000177	DR086_RS01325	HZK19_RS03195
OG0000178	DR086_RS01320	HZK19_RS03200
OG0000179	DR086_RS01310	HZK19_RS03210
OG0000180	DR086_RS01305	HZK19_RS03215
OG0000181	DR086_RS05065	HZK19_RS03265
OG0000182	DR086_RS03535	HZK19_RS03275
OG0000183	DR086_RS02345	HZK19_RS03310
OG0000184	DR086_RS02390	HZK19_RS03355
OG0000185	DR086_RS02375	HZK19_RS03340
OG0000186	DR086_RS04895	HZK19_RS01490
OG0000187	DR086_RS01790	HZK19_RS01505
OG0000188	DR086_RS01780	HZK19_RS01515
OG0000189	DR086_RS04920	HZK19_RS02270
OG0000190	DR086_RS02035	HZK19_RS02265
OG0000191	DR086_RS02055	HZK19_RS02245
OG0000192	DR086_RS02515	HZK19_RS01180
OG0000193	DR086_RS02500	HZK19_RS01175
OG0000194	DR086_RS03025	HZK19_RS00665
OG0000195	DR086_RS03030	HZK19_RS00670
OG0000196	DR086_RS03050	HZK19_RS00690
OG0000197	DR086_RS03055	HZK19_RS00695
OG0000198	DR086_RS03070	HZK19_RS00710
OG0000199	DR086_RS03075	HZK19_RS00715
OG0000200	DR086_RS03090	HZK19_RS00730
OG0000201	DR086_RS03100	HZK19_RS00740
OG0000202	DR086_RS03345	HZK19_RS00795
OG0000203	DR086_RS03340	HZK19_RS00800
OG0000204	DR086_RS04975	HZK19_RS00805
OG0000205	DR086_RS02805	HZK19_RS00810
OG0000206	DR086_RS02825	HZK19_RS00830
OG0000207	DR086_RS02840	HZK19_RS00845
OG0000208	DR086_RS02845	HZK19_RS00850
OG0000209	DR086_RS02850	HZK19_RS00855
OG0000210	DR086_RS02895	HZK19_RS00900
OG0000211	DR086_RS02580	HZK19_RS00910
OG0000212	DR086_RS02590	HZK19_RS00920
OG0000213	DR086_RS02595	HZK19_RS00925
OG0000214	DR086_RS02600	HZK19_RS00930
OG0000215	DR086_RS02605	HZK19_RS00935
OG0000216	DR086_RS02610	HZK19_RS00940
OG0000217	DR086_RS02615	HZK19_RS00945
OG0000218	DR086_RS02625	HZK19_RS00955
OG0000219	DR086_RS02630	HZK19_RS00960
OG0000220	DR086_RS02635	HZK19_RS00965
OG0000221	DR086_RS02640	HZK19_RS00970
OG0000222	DR086_RS02645	HZK19_RS00975
OG0000223	DR086_RS02650	HZK19_RS00980
OG0000224	DR086_RS02660	HZK19_RS00990
OG0000225	DR086_RS02670	HZK19_RS01000
OG0000226	DR086_RS02675	HZK19_RS01005
OG0000227	DR086_RS02680	HZK19_RS01010
OG0000228	DR086_RS05105	HZK19_RS03950
OG0000229	DR086_RS02690	HZK19_RS01020
OG0000230	DR086_RS02695	HZK19_RS01025
OG0000231	DR086_RS02705	HZK19_RS01035
OG0000232	DR086_RS02715	HZK19_RS01045
OG0000233	DR086_RS01680	HZK19_RS01070
OG0000234	DR086_RS01715	HZK19_RS01105
OG0000235	DR086_RS01725	HZK19_RS01115
OG0000236	DR086_RS01730	HZK19_RS01120
OG0000237	DR086_RS01735	HZK19_RS01125
OG0000238	DR086_RS01745	HZK19_RS01130
OG0000239	DR086_RS02960	HZK19_RS02905
OG0000240	DR086_RS02955	HZK19_RS02910
OG0000241	DR086_RS02945	HZK19_RS02920
OG0000242	DR086_RS02940	HZK19_RS02925
OG0000243	DR086_RS02935	HZK19_RS02930
OG0000244	DR086_RS02925	HZK19_RS02940
OG0000245	DR086_RS02915	HZK19_RS02950
OG0000246	DR086_RS03275	HZK19_RS00125
OG0000247	DR086_RS00010	HZK19_RS00135
OG0000248	DR086_RS00020	HZK19_RS00145
OG0000249	DR086_RS00025	HZK19_RS00150
OG0000250	DR086_RS00040	HZK19_RS00165
OG0000251	DR086_RS00075	HZK19_RS00195
OG0000252	DR086_RS00085	HZK19_RS00205
OG0000253	DR086_RS00090	HZK19_RS00210
OG0000254	DR086_RS00100	HZK19_RS00220
OG0000255	DR086_RS00110	HZK19_RS00225
OG0000256	DR086_RS00115	HZK19_RS00230
OG0000257	DR086_RS00140	HZK19_RS00255
OG0000258	DR086_RS00150	HZK19_RS00265
OG0000259	DR086_RS00180	HZK19_RS00295
OG0000260	DR086_RS00190	HZK19_RS00305
OG0000261	DR086_RS04745	HZK19_RS00315
OG0000262	DR086_RS00215	HZK19_RS00330
OG0000263	DR086_RS00230	HZK19_RS00345
OG0000264	DR086_RS00245	HZK19_RS00360
OG0000265	DR086_RS00255	HZK19_RS00370
OG0000266	DR086_RS00270	HZK19_RS00385
OG0000267	DR086_RS00285	HZK19_RS00400
OG0000268	DR086_RS00290	HZK19_RS00405
OG0000269	DR086_RS00305	HZK19_RS00420
OG0000270	DR086_RS04945	HZK19_RS03540
OG0000271	DR086_RS02410	HZK19_RS03535
OG0000272	DR086_RS02405	HZK19_RS03530
OG0000273	DR086_RS02400	HZK19_RS03525
OG0000274	DR086_RS01450	HZK19_RS03505
OG0000275	DR086_RS04850	HZK19_RS03500
OG0000276	DR086_RS01460	HZK19_RS03495
OG0000277	DR086_RS01470	HZK19_RS03485
OG0000278	DR086_RS01475	HZK19_RS03480
OG0000279	DR086_RS01485	HZK19_RS03470
OG0000280	DR086_RS01490	HZK19_RS03465
OG0000281	DR086_RS01495	HZK19_RS03460
OG0000282	DR086_RS04860	HZK19_RS03435
OG0000283	DR086_RS01525	HZK19_RS03430
OG0000284	DR086_RS01530	HZK19_RS03425
OG0000285	DR086_RS04865	HZK19_RS03420
OG0000286	DR086_RS02220	HZK19_RS02390
OG0000287	DR086_RS00990	HZK19_RS02485
OG0000288	DR086_RS00980	HZK19_RS02495
OG0000289	DR086_RS00975	HZK19_RS02500
OG0000290	DR086_RS00865	HZK19_RS02610
OG0000291	DR086_RS00875	HZK19_RS02600
OG0000292	DR086_RS00880	HZK19_RS02595
OG0000293	DR086_RS00885	HZK19_RS02590
OG0000294	DR086_RS00895	HZK19_RS02580
OG0000295	DR086_RS00900	HZK19_RS02575
OG0000296	DR086_RS00940	HZK19_RS02535
OG0000297	DR086_RS00945	HZK19_RS02530
OG0000298	DR086_RS00035	HZK19_RS00160
OG0000299	DR086_RS00060	HZK19_RS00180
OG0000300	DR086_RS00240	HZK19_RS00355
OG0000301	DR086_RS00275	HZK19_RS00390
OG0000302	DR086_RS00280	HZK19_RS00395
OG0000303	DR086_RS02275	HZK19_RS00550
OG0000304	DR086_RS02725	HZK19_RS01055
OG0000305	DR086_RS01090	HZK19_RS02845
OG0000306	DR086_RS01015	HZK19_RS02770
OG0000307	DR086_RS03215	HZK19_RS02735
OG0000308	DR086_RS00845	HZK19_RS02635
OG0000309	DR086_RS00910	HZK19_RS02565
OG0000310	DR086_RS00985	HZK19_RS02490
OG0000311	DR086_RS02160	HZK19_RS02450
OG0000312	DR086_RS02175	HZK19_RS02435
OG0000313	DR086_RS03315	HZK19_RS01565
OG0000314	DR086_RS00455	HZK19_RS01920
OG0000315	DR086_RS00485	HZK19_RS01950
OG0000316	DR086_RS00495	HZK19_RS01960
OG0000317	DR086_RS00585	HZK19_RS02055
OG0000318	DR086_RS04760	HZK19_RS01965
OG0000319	DR086_RS02100	HZK19_RS02200
OG0000320	DR086_RS03145	HZK19_RS02330
OG0000321	DR086_RS02000	HZK19_RS01300
OG0000322	DR086_RS01955	HZK19_RS01345
OG0000323	DR086_RS01820	HZK19_RS01475
OG0000324	DR086_RS02060	HZK19_RS02240
OG0000325	DR086_RS03035	HZK19_RS00675
OG0000326	DR086_RS03370	HZK19_RS00770
OG0000327	DR086_RS03365	HZK19_RS00775
OG0000328	DR086_RS02855	HZK19_RS00860
OG0000329	DR086_RS02875	HZK19_RS00880
OG0000330	DR086_RS01690	HZK19_RS01080
OG0000331	DR086_RS02930	HZK19_RS02935
OG0000332	DR086_RS01370	HZK19_RS03150
OG0000333	DR086_RS01360	HZK19_RS03160
OG0000334	DR086_RS03540	HZK19_RS03270
OG0000335	DR086_RS02315	HZK19_RS03280
OG0000336	DR086_RS04855	HZK19_RS03450
OG0000337	DR086_RS01270	HZK19_RS03620
OG0000338	DR086_RS01230	HZK19_RS03660
OG0000339	DR086_RS03465	HZK19_RS02305
OG0000340	DR086_RS02020	HZK19_RS01280
OG0000341	DR086_RS02040	HZK19_RS02260
OG0000342	DR086_RS03065	HZK19_RS00705
OG0000343	DR086_RS01350	HZK19_RS03170
OG0000344	DR086_RS02290	HZK19_RS00565
OG0000345	DR086_RS02665	HZK19_RS00995
OG0000346	DR086_RS05090	HZK19_RS03455
OG0000347	DR086_RS01930	HZK19_RS01370
OG0000348	DR086_RS03360	HZK19_RS00780
OG0000349	DR086_RS04845	HZK19_RS03515
OG0000350	DR086_RS03205	HZK19_RS02725
OG0000351	DR086_RS00370	HZK19_RS00480
OG0000352	DR086_RS00435	HZK19_RS01895
OG0000353	DR086_RS01960	HZK19_RS01340
OG0000354	DR086_RS02760	HZK19_RS00625
OG0000355	DR086_RS04750	HZK19_RS01870
OG0000356	DR086_RS04755	HZK19_RS01955
OG0000357	DR086_RS04840	HZK19_RS03130
OG0000358	DR086_RS01385	HZK19_RS03135
OG0000359	DR086_RS05045	HZK19_RS00750
OG0000360	DR086_RS00145	HZK19_RS00260
OG0000361	DR086_RS00175	HZK19_RS00290
OG0000362	DR086_RS00965	HZK19_RS02510
OG0000363	DR086_RS04910	HZK19_RS03730
OG0000364	DR086_RS00380	HZK19_RS03760
OG0000365	DR086_RS00535	HZK19_RS02000
OG0000366	DR086_RS00555	HZK19_RS02025
OG0000367	DR086_RS00565	HZK19_RS02035
OG0000368	DR086_RS01165	HZK19_RS00060
OG0000369	DR086_RS04830	HZK19_RS00025
OG0000370	DR086_RS01205	HZK19_RS00020
OG0000371	DR086_RS01210	HZK19_RS00015
OG0000372	DR086_RS01215	HZK19_RS00010
OG0000373	DR086_RS01240	HZK19_RS03650
OG0000374	DR086_RS01250	HZK19_RS03640
OG0000375	DR086_RS02105	HZK19_RS02195
OG0000376	DR086_RS03130	HZK19_RS02345
OG0000377	DR086_RS03140	HZK19_RS02335
OG0000378	DR086_RS03415	HZK19_RS01260
OG0000379	DR086_RS01965	HZK19_RS01335
OG0000380	DR086_RS01940	HZK19_RS01360
OG0000381	DR086_RS01895	HZK19_RS01400
OG0000382	DR086_RS01865	HZK19_RS01430
OG0000383	DR086_RS01825	HZK19_RS01470
OG0000384	DR086_RS02230	HZK19_RS00505
OG0000385	DR086_RS02235	HZK19_RS00510
OG0000386	DR086_RS02255	HZK19_RS00530
OG0000387	DR086_RS02280	HZK19_RS00555
OG0000388	DR086_RS04925	HZK19_RS00560
OG0000389	DR086_RS02785	HZK19_RS00605
OG0000390	DR086_RS01110	HZK19_RS02865
OG0000391	DR086_RS01100	HZK19_RS02855
OG0000392	DR086_RS01075	HZK19_RS02830
OG0000393	DR086_RS04815	HZK19_RS02775
OG0000394	DR086_RS03645	HZK19_RS02700
OG0000395	DR086_RS03015	HZK19_RS02695
OG0000396	DR086_RS02215	HZK19_RS02395
OG0000397	DR086_RS00420	HZK19_RS01880
OG0000398	DR086_RS00425	HZK19_RS01885
OG0000399	DR086_RS00470	HZK19_RS01935
OG0000400	DR086_RS01425	HZK19_RS03000
OG0000401	DR086_RS01365	HZK19_RS03155
OG0000402	DR086_RS01355	HZK19_RS03165
OG0000403	DR086_RS01345	HZK19_RS03175
OG0000404	DR086_RS01315	HZK19_RS03205
OG0000405	DR086_RS01300	HZK19_RS03220
OG0000406	DR086_RS02320	HZK19_RS03285
OG0000407	DR086_RS04930	HZK19_RS03290
OG0000408	DR086_RS02330	HZK19_RS03295
OG0000409	DR086_RS02335	HZK19_RS03300
OG0000410	DR086_RS02395	HZK19_RS03360
OG0000411	DR086_RS02385	HZK19_RS03350
OG0000412	DR086_RS02380	HZK19_RS03345
OG0000413	DR086_RS01810	HZK19_RS01485
OG0000414	DR086_RS01800	HZK19_RS01495
OG0000415	DR086_RS01795	HZK19_RS01500
OG0000416	DR086_RS01785	HZK19_RS01510
OG0000417	DR086_RS02045	HZK19_RS02255
OG0000418	DR086_RS02050	HZK19_RS02250
OG0000419	DR086_RS03045	HZK19_RS00685
OG0000420	DR086_RS03080	HZK19_RS00720
OG0000421	DR086_RS03385	HZK19_RS00755
OG0000422	DR086_RS03375	HZK19_RS00765
OG0000423	DR086_RS02815	HZK19_RS00820
OG0000424	DR086_RS02820	HZK19_RS00825
OG0000425	DR086_RS02830	HZK19_RS00835
OG0000426	DR086_RS04980	HZK19_RS00840
OG0000427	DR086_RS04985	HZK19_RS00865
OG0000428	DR086_RS02885	HZK19_RS00890
OG0000429	DR086_RS02655	HZK19_RS00985
OG0000430	DR086_RS02700	HZK19_RS01030
OG0000431	DR086_RS02710	HZK19_RS01040
OG0000432	DR086_RS01685	HZK19_RS01075
OG0000433	DR086_RS01700	HZK19_RS01090
OG0000434	DR086_RS01705	HZK19_RS01095
OG0000435	DR086_RS01720	HZK19_RS01110
OG0000436	DR086_RS01750	HZK19_RS01135
OG0000437	DR086_RS01760	HZK19_RS01145
OG0000438	DR086_RS01765	HZK19_RS01150
OG0000439	DR086_RS01770	HZK19_RS01155
OG0000440	DR086_RS02950	HZK19_RS02915
OG0000441	DR086_RS02910	HZK19_RS02955
OG0000442	DR086_RS03280	HZK19_RS00130
OG0000443	DR086_RS00055	HZK19_RS00175
OG0000444	DR086_RS00070	HZK19_RS00190
OG0000445	DR086_RS00095	HZK19_RS00215
OG0000446	DR086_RS00125	HZK19_RS00240
OG0000447	DR086_RS00130	HZK19_RS00245
OG0000448	DR086_RS00160	HZK19_RS00275
OG0000449	DR086_RS00185	HZK19_RS00300
OG0000450	DR086_RS00195	HZK19_RS00310
OG0000451	DR086_RS00235	HZK19_RS00350
OG0000452	DR086_RS00260	HZK19_RS00375
OG0000453	DR086_RS00295	HZK19_RS00410
OG0000455	DR086_RS02435	HZK19_RS03560
OG0000456	DR086_RS01515	HZK19_RS03440
OG0000457	DR086_RS01540	HZK19_RS03415
OG0000458	DR086_RS03680	HZK19_RS02480
OG0000459	DR086_RS00970	HZK19_RS02505
OG0000460	DR086_RS00960	HZK19_RS02520
OG0000461	DR086_RS00915	HZK19_RS02560
OG0000462	DR086_RS00920	HZK19_RS02555
OG0000463	DR086_RS00925	HZK19_RS02550
OG0000465	DR086_RS00935	HZK19_RS02545
OG0000466	DR086_RS00265	HZK19_RS00380
OG0000467	DR086_RS04810	HZK19_RS02645
OG0000468	DR086_RS00465	HZK19_RS01930
OG0000469	DR086_RS00525	HZK19_RS01990
OG0000470	DR086_RS03975	HZK19_RS00815
OG0000471	DR086_RS02890	HZK19_RS00895
OG0000472	DR086_RS03165	HZK19_RS03370
OG0000473	DR086_RS02420	HZK19_RS03545
OG0000474	DR086_RS02425	HZK19_RS03550
OG0000475	DR086_RS02430	HZK19_RS03555
OG0000476	DR086_RS01775	HZK19_RS01520
OG0000477	DR086_RS00890	HZK19_RS02585
OG0000478	DR086_RS01465	HZK19_RS03490
OG0000479	DR086_RS02005	HZK19_RS01295
OG0000480	DR086_RS03935	HZK19_RS01995
OG0000481	DR086_RS03350	HZK19_RS00790
OG0000483	DR086_RS00570	HZK19_RS02040
OG0000484	DR086_RS04740	HZK19_RS00185
OG0000485	DR086_RS01755	HZK19_RS01140
OG0000486	DR086_RS02025	HZK19_RS02275
OG0000487	DR086_RS04765	HZK19_RS01970
OG0000488	DR086_RS00540	HZK19_RS02010
OG0000489	DR086_RS01175	HZK19_RS00050
OG0000490	DR086_RS01235	HZK19_RS03655
OG0000491	DR086_RS01985	HZK19_RS01315
OG0000492	DR086_RS01910	HZK19_RS01390
OG0000493	DR086_RS02295	HZK19_RS00570
OG0000494	DR086_RS02755	HZK19_RS00630
OG0000495	DR086_RS01045	HZK19_RS02800
OG0000496	DR086_RS01035	HZK19_RS02790
OG0000497	DR086_RS01030	HZK19_RS02785
OG0000498	DR086_RS03185	HZK19_RS02705
OG0000499	DR086_RS02985	HZK19_RS02670
OG0000500	DR086_RS00430	HZK19_RS01890
OG0000501	DR086_RS01415	HZK19_RS03010
OG0000502	DR086_RS02495	HZK19_RS01165
OG0000503	DR086_RS03095	HZK19_RS00735
OG0000504	DR086_RS02865	HZK19_RS00870
OG0000505	DR086_RS02575	HZK19_RS00905
OG0000506	DR086_RS02585	HZK19_RS00915
OG0000507	DR086_RS02620	HZK19_RS00950
OG0000508	DR086_RS00120	HZK19_RS00235
OG0000509	DR086_RS00155	HZK19_RS00270
OG0000510	DR086_RS00165	HZK19_RS00280
OG0000511	DR086_RS00300	HZK19_RS00415
OG0000513	DR086_RS01480	HZK19_RS03475
OG0000514	DR086_RS01070	HZK19_RS02825
OG0000516	DR086_RS04770	HZK19_RS01975
OG0000517	DR086_RS01160	HZK19_RS00065
OG0000518	DR086_RS01375	HZK19_RS03145
OG0000519	DR086_RS03380	HZK19_RS00760
OG0000520	DR086_RS02880	HZK19_RS00885
OG0000521	DR086_RS00135	HZK19_RS00250
OG0000522	DR086_RS00170	HZK19_RS00285
OG0000523	DR086_RS01545	HZK19_RS03410
OG0000524	DR086_RS00840	HZK19_RS02640
OG0000525	DR086_RS05020	HZK19_RS03375
OG0000526	DR086_RS04135	HZK19_RS03755
OG0000527	DR086_RS00635	HZK19_RS01730
OG0000528	DR086_RS04775	HZK19_RS01980
OG0000529	DR086_RS02090	HZK19_RS02210
OG0000530	DR086_RS03450	HZK19_RS02315
OG0000531	DR086_RS01935	HZK19_RS01365
OG0000532	DR086_RS03285	HZK19_RS01590
OG0000533	DR086_RS02795	HZK19_RS00590
OG0000534	DR086_RS00250	HZK19_RS00365
OG0000535	DR086_RS04825	HZK19_RS00045
OG0000536	DR086_RS02465	HZK19_RS03590
OG0000537	DR086_RS03060	HZK19_RS00700
OG0000538	DR086_RS01710	HZK19_RS01100
OG0000539	DR086_RS00080	HZK19_RS00200
OG0000540	DR086_RS00870	HZK19_RS02605
OG0000541	DR086_RS03000	HZK19_RS02685
OG0000542	DR086_RS00220	HZK19_RS00335
OG0000543	DR086_RS03960	HZK19_RS01600, HZK19_RS03095
OG0000544	DR086_RS04960	HZK19_RS01215
OG0000545	DR086_RS00685	HZK19_RS01785
OG0000546	DR086_RS04500	HZK19_RS02755
