Orthogroup	MHP_MHP679_genes	MFC_ATCC27716_genes
OG0000264	DR086_RS00245	MFC_RS02600
OG0000265	DR086_RS00255	MFC_RS02610
OG0000266	DR086_RS00270	MFC_RS02625
OG0000267	DR086_RS00285	MFC_RS02640
OG0000268	DR086_RS00290	MFC_RS02645
OG0000269	DR086_RS00305	MFC_RS02660
OG0000270	DR086_RS04945	MFC_RS02720
OG0000271	DR086_RS02410	MFC_RS02725
OG0000272	DR086_RS02405	MFC_RS02730
OG0000273	DR086_RS02400	MFC_RS02735
OG0000274	DR086_RS01450	MFC_RS02755
OG0000275	DR086_RS04850	MFC_RS03455
OG0000276	DR086_RS01460	MFC_RS02765
OG0000277	DR086_RS01470	MFC_RS02775
OG0000278	DR086_RS01475	MFC_RS02780
OG0000279	DR086_RS01485	MFC_RS02790
OG0000280	DR086_RS01490	MFC_RS02795
OG0000281	DR086_RS01495	MFC_RS03255
OG0000282	DR086_RS04860	MFC_RS02820
OG0000283	DR086_RS01525	MFC_RS02825
OG0000284	DR086_RS01530	MFC_RS02830
OG0000285	DR086_RS04865	MFC_RS02835
OG0000286	DR086_RS02220	MFC_RS02865
OG0000287	DR086_RS00990	MFC_RS02890
OG0000288	DR086_RS00980	MFC_RS02900
OG0000289	DR086_RS00975	MFC_RS02905
OG0000290	DR086_RS00865	MFC_RS03030
OG0000291	DR086_RS00875	MFC_RS03040
OG0000292	DR086_RS00880	MFC_RS03045
OG0000293	DR086_RS00885	MFC_RS03050
OG0000294	DR086_RS00895	MFC_RS03060
OG0000295	DR086_RS00900	MFC_RS03065
OG0000296	DR086_RS00940	MFC_RS03110
OG0000297	DR086_RS00945	MFC_RS03115
OG0000298	DR086_RS00035	MFC_RS02395
OG0000299	DR086_RS00060	MFC_RS02415
OG0000300	DR086_RS00240	MFC_RS02595
OG0000301	DR086_RS00275	MFC_RS02630
OG0000302	DR086_RS00280	MFC_RS02635
OG0000303	DR086_RS02275	MFC_RS00835
OG0000304	DR086_RS02725	MFC_RS00865
OG0000305	DR086_RS01090	MFC_RS01010
OG0000306	DR086_RS01015	MFC_RS01090
OG0000307	DR086_RS03215	MFC_RS01130
OG0000308	DR086_RS00845	MFC_RS03020
OG0000309	DR086_RS00910	MFC_RS03075
OG0000310	DR086_RS00985	MFC_RS02895
OG0000311	DR086_RS02160	MFC_RS01220
OG0000312	DR086_RS02175	MFC_RS01240
OG0000313	DR086_RS03315	MFC_RS01290
OG0000314	DR086_RS00455	MFC_RS01360
OG0000315	DR086_RS00485	MFC_RS01390
OG0000316	DR086_RS00495	MFC_RS01400
OG0000317	DR086_RS00585	MFC_RS00110
OG0000318	DR086_RS04760	MFC_RS00020
OG0000319	DR086_RS02100	MFC_RS00420
OG0000320	DR086_RS03145	MFC_RS00485
OG0000321	DR086_RS02000	MFC_RS00550
OG0000322	DR086_RS01955	MFC_RS00595
OG0000323	DR086_RS01820	MFC_RS00725
OG0000324	DR086_RS02060	MFC_RS01775
OG0000325	DR086_RS03035	MFC_RS01815
OG0000326	DR086_RS03370	MFC_RS01905
OG0000327	DR086_RS03365	MFC_RS01910
OG0000328	DR086_RS02855	MFC_RS01995
OG0000329	DR086_RS02875	MFC_RS02020
OG0000330	DR086_RS01690	MFC_RS02200
OG0000331	DR086_RS02930	MFC_RS02315
OG0000332	DR086_RS01370	MFC_RS01505
OG0000333	DR086_RS01360	MFC_RS01515
OG0000334	DR086_RS03540	MFC_RS01585
OG0000335	DR086_RS02315	MFC_RS01595
OG0000336	DR086_RS04855	MFC_RS02805
OG0000337	DR086_RS01270	MFC_RS00280
OG0000338	DR086_RS01230	MFC_RS00240
OG0000339	DR086_RS03465	MFC_RS00505
OG0000340	DR086_RS02020	MFC_RS00530
OG0000341	DR086_RS02040	MFC_RS01755
OG0000342	DR086_RS03065	MFC_RS01845
OG0000343	DR086_RS01350	MFC_RS01525
OG0000344	DR086_RS02290	MFC_RS00850
OG0000345	DR086_RS02665	MFC_RS02130
OG0000346	DR086_RS05090	MFC_RS02800
OG0000347	DR086_RS01930	MFC_RS00620
OG0000348	DR086_RS03360	MFC_RS01915
OG0000349	DR086_RS04845	MFC_RS02745
OG0000350	DR086_RS03205	MFC_RS03345
OG0000351	DR086_RS00370	MFC_RS00785
OG0000352	DR086_RS00435	MFC_RS01340
OG0000353	DR086_RS01960	MFC_RS00590
OG0000354	DR086_RS02760	MFC_RS00900
OG0000355	DR086_RS04750	MFC_RS01315
OG0000356	DR086_RS04755	MFC_RS01395
OG0000357	DR086_RS04840	MFC_RS01485
OG0000358	DR086_RS01385	MFC_RS01490
OG0000359	DR086_RS05045	MFC_RS01885
OG0000360	DR086_RS00145	MFC_RS02500
OG0000361	DR086_RS00175	MFC_RS02530
OG0000362	DR086_RS00965	MFC_RS02915
OG0000363	DR086_RS04910	MFC_RS00660
OG0000365	DR086_RS00535	MFC_RS00050
OG0000366	DR086_RS00555	MFC_RS00080
OG0000367	DR086_RS00565	MFC_RS00090
OG0000368	DR086_RS01165	MFC_RS00175
OG0000369	DR086_RS04830	MFC_RS00210
OG0000370	DR086_RS01205	MFC_RS00215
OG0000371	DR086_RS01210	MFC_RS00220
OG0000372	DR086_RS01215	MFC_RS00225
OG0000373	DR086_RS01240	MFC_RS00250
OG0000374	DR086_RS01250	MFC_RS00260
OG0000375	DR086_RS02105	MFC_RS00415
OG0000376	DR086_RS03130	MFC_RS00470
OG0000377	DR086_RS03140	MFC_RS00480
OG0000378	DR086_RS03415	MFC_RS00515
OG0000379	DR086_RS01965	MFC_RS00585
OG0000380	DR086_RS01940	MFC_RS00610
OG0000381	DR086_RS01895	MFC_RS00650
OG0000382	DR086_RS01865	MFC_RS00680
OG0000383	DR086_RS01825	MFC_RS00720
OG0000384	DR086_RS02230	MFC_RS00790
OG0000385	DR086_RS02235	MFC_RS00795
OG0000386	DR086_RS02255	MFC_RS00815
OG0000387	DR086_RS02280	MFC_RS00840
OG0000388	DR086_RS04925	MFC_RS00845
OG0000389	DR086_RS02785	MFC_RS00880
OG0000390	DR086_RS01110	MFC_RS00990
OG0000391	DR086_RS01100	MFC_RS01000
OG0000392	DR086_RS01075	MFC_RS01030
OG0000393	DR086_RS04815	MFC_RS01080
OG0000394	DR086_RS03645	MFC_RS01145
OG0000395	DR086_RS03015	MFC_RS01150
OG0000396	DR086_RS02215	MFC_RS01280
OG0000397	DR086_RS00420	MFC_RS01325
OG0000398	DR086_RS00425	MFC_RS01330
OG0000399	DR086_RS00470	MFC_RS01375
OG0000400	DR086_RS01425	MFC_RS01450
OG0000401	DR086_RS01365	MFC_RS01510
OG0000402	DR086_RS01355	MFC_RS01520
OG0000403	DR086_RS01345	MFC_RS01530
OG0000404	DR086_RS01315	MFC_RS03375, MFC_RS01555
OG0000405	DR086_RS01300	MFC_RS01570
OG0000406	DR086_RS02320	MFC_RS01600
OG0000407	DR086_RS04930	MFC_RS01605
OG0000408	DR086_RS02330	MFC_RS01610
OG0000409	DR086_RS02335	MFC_RS01615
OG0000410	DR086_RS02395	MFC_RS01650
OG0000411	DR086_RS02385	MFC_RS01660
OG0000412	DR086_RS02380	MFC_RS01665
OG0000413	DR086_RS01810	MFC_RS01705
OG0000414	DR086_RS01800	MFC_RS01715
OG0000415	DR086_RS01795	MFC_RS01720
OG0000416	DR086_RS01785	MFC_RS01730
OG0000417	DR086_RS02045	MFC_RS01760
OG0000418	DR086_RS02050	MFC_RS01765
OG0000419	DR086_RS03045	MFC_RS01825
OG0000420	DR086_RS03080	MFC_RS01860
OG0000421	DR086_RS03385	MFC_RS01890
OG0000422	DR086_RS03375	MFC_RS01900
OG0000423	DR086_RS02815	MFC_RS01955
OG0000424	DR086_RS02820	MFC_RS01960
OG0000425	DR086_RS02830	MFC_RS01970
OG0000426	DR086_RS04980	MFC_RS01975
OG0000427	DR086_RS04985	MFC_RS02000
OG0000428	DR086_RS02885	MFC_RS02030
OG0000429	DR086_RS02655	MFC_RS02120
OG0000430	DR086_RS02700	MFC_RS02165
OG0000431	DR086_RS02710	MFC_RS02175
OG0000432	DR086_RS01685	MFC_RS02195
OG0000433	DR086_RS01700	MFC_RS02205
OG0000434	DR086_RS01705	MFC_RS02210
OG0000435	DR086_RS01720	MFC_RS02225
OG0000436	DR086_RS01750	MFC_RS03535
OG0000437	DR086_RS01760	MFC_RS02270
OG0000438	DR086_RS01765	MFC_RS02275
OG0000439	DR086_RS01770	MFC_RS02280
OG0000440	DR086_RS02950	MFC_RS02295
OG0000441	DR086_RS02910	MFC_RS02335
OG0000442	DR086_RS03280	MFC_RS02350
OG0000443	DR086_RS00055	MFC_RS02410
OG0000444	DR086_RS00070	MFC_RS02425
OG0000445	DR086_RS00095	MFC_RS02450
OG0000446	DR086_RS00125	MFC_RS02480
OG0000447	DR086_RS00130	MFC_RS02485
OG0000448	DR086_RS00160	MFC_RS02515
OG0000449	DR086_RS00185	MFC_RS02540
OG0000450	DR086_RS00195	MFC_RS02550
OG0000451	DR086_RS00235	MFC_RS02590
OG0000452	DR086_RS00260	MFC_RS02615
OG0000453	DR086_RS00295	MFC_RS02650
OG0000455	DR086_RS02435	MFC_RS02700
OG0000456	DR086_RS01515	MFC_RS02815
OG0000457	DR086_RS01540	MFC_RS02840
OG0000458	DR086_RS03680	MFC_RS02885
OG0000459	DR086_RS00970	MFC_RS02910
OG0000460	DR086_RS00960	MFC_RS02920
OG0000461	DR086_RS00915	MFC_RS03080
OG0000462	DR086_RS00920	MFC_RS03085
OG0000463	DR086_RS00925	MFC_RS03090
OG0000464	DR086_RS00930	MFC_RS03100
OG0000465	DR086_RS00935	MFC_RS03105
OG0000466	DR086_RS00265	MFC_RS02620
OG0000467	DR086_RS04810	MFC_RS03500
OG0000468	DR086_RS00465	MFC_RS01370
OG0000469	DR086_RS00525	MFC_RS00045
OG0000470	DR086_RS03975	MFC_RS01950
OG0000471	DR086_RS02890	MFC_RS02035
OG0000472	DR086_RS03165	MFC_RS01680
OG0000473	DR086_RS02420	MFC_RS02715
OG0000474	DR086_RS02425	MFC_RS02710
OG0000475	DR086_RS02430	MFC_RS02705
OG0000476	DR086_RS01775	MFC_RS00345
OG0000477	DR086_RS00890	MFC_RS03055
OG0000478	DR086_RS01465	MFC_RS02770
OG0000479	DR086_RS02005	MFC_RS00545
OG0000480	DR086_RS03935	MFC_RS03300
OG0000481	DR086_RS03350	MFC_RS01925
OG0000482	DR086_RS02505	MFC_RS01790
OG0000483	DR086_RS00570	MFC_RS00095
OG0000484	DR086_RS04740	MFC_RS02420
OG0000487	DR086_RS04765	MFC_RS00025
OG0000488	DR086_RS00540	MFC_RS00065
OG0000489	DR086_RS01175	MFC_RS00185
OG0000490	DR086_RS01235	MFC_RS00245
OG0000491	DR086_RS01985	MFC_RS00565
OG0000492	DR086_RS01910	MFC_RS00640
OG0000493	DR086_RS02295	MFC_RS00855
OG0000494	DR086_RS02755	MFC_RS00905
OG0000495	DR086_RS01045	MFC_RS01055
OG0000496	DR086_RS01035	MFC_RS01065
OG0000497	DR086_RS01030	MFC_RS01070
OG0000498	DR086_RS03185	MFC_RS01140
OG0000499	DR086_RS02985	MFC_RS01185
OG0000500	DR086_RS00430	MFC_RS01335
OG0000501	DR086_RS01415	MFC_RS01460
OG0000502	DR086_RS02495	MFC_RS01800
OG0000503	DR086_RS03095	MFC_RS01870
OG0000504	DR086_RS02865	MFC_RS02005
OG0000505	DR086_RS02575	MFC_RS02045
OG0000506	DR086_RS02585	MFC_RS02055
OG0000507	DR086_RS02620	MFC_RS02090
OG0000508	DR086_RS00120	MFC_RS02475
OG0000509	DR086_RS00155	MFC_RS02510
OG0000510	DR086_RS00165	MFC_RS02520
OG0000511	DR086_RS00300	MFC_RS02655
OG0000512	DR086_RS00955	MFC_RS02925
OG0000513	DR086_RS01480	MFC_RS02785
OG0000516	DR086_RS04770	MFC_RS00030
OG0000517	DR086_RS01160	MFC_RS00170
OG0000518	DR086_RS01375	MFC_RS01500
OG0000519	DR086_RS03380	MFC_RS01895
OG0000520	DR086_RS02880	MFC_RS02025
OG0000521	DR086_RS00135	MFC_RS02490
OG0000522	DR086_RS00170	MFC_RS02525
OG0000523	DR086_RS01545	MFC_RS02845
OG0000524	DR086_RS00840	MFC_RS03015
OG0000525	DR086_RS05020	MFC_RS01685
OG0000528	DR086_RS04775	MFC_RS00035
OG0000529	DR086_RS02090	MFC_RS00430
OG0000530	DR086_RS03450	MFC_RS00495
OG0000531	DR086_RS01935	MFC_RS00615
OG0000532	DR086_RS03285	MFC_RS00940
OG0000533	DR086_RS02795	MFC_RS02185
OG0000534	DR086_RS00250	MFC_RS02605
OG0000535	DR086_RS04825	MFC_RS00190
OG0000536	DR086_RS02465	MFC_RS00315
OG0000537	DR086_RS03060	MFC_RS01840
OG0000538	DR086_RS01710	MFC_RS02215
OG0000539	DR086_RS00080	MFC_RS02435
OG0000540	DR086_RS00870	MFC_RS03035
OG0000541	DR086_RS03000	MFC_RS01170
OG0000542	DR086_RS00220	MFC_RS02575
OG0000547	DR086_RS01120	MFC_RS00980
OG0000548	DR086_RS03320	MFC_RS01285
OG0000549	DR086_RS05015	MFC_RS01675
OG0000550	DR086_RS01445	MFC_RS02750
OG0000551	DR086_RS02920	MFC_RS02325
OG0000589	DR086_RS03515	MFC_RS03260
OG0000595	DR086_RS02900	MFC_RS01440
OG0000597	DR086_RS02905	MFC_RS01435
